"ple0040","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1988","35-65 y.","(2a) intermediate vocational","493","0.878897764262732","0.851681794579036","0.906113733946427"
"No","1988","35-65 y.","(2c_gen) general maturity certificate","40","0.911418089013148","0.828399914659951","0.994436263366345"
"No","1988","35-65 y.","(2c_voc) vocational maturity certificate","131","0.846190093636193","0.789211220913229","0.903168966359157"
"No","1988","35-65 y.","(3a) lower tertiary education","122","0.892526319317439","0.840473984583096","0.944578654051783"
"No","1988","35-65 y.","(3b) higher tertiary education","284","0.931091564610244","0.902523750573586","0.959659378646902"
"No","1988","66 and older","(0) in school","","","",""
"No","1988","66 and older","(1a) inadequately completed","18","","",""
"No","1988","66 and older","(1b) general elementary school","282","0.799481064416575","0.757889536182088","0.841072592651061"
"No","1988","66 and older","(1c) basic vocational qualification","269","0.683726172715504","0.638437112495634","0.729015232935373"
"No","1988","66 and older","(2b) intermediate general qualification","22","","",""
"No","1988","66 and older","(2a) intermediate vocational","94","0.712603107311652","0.634809966700278","0.790396247923027"
"No","1988","66 and older","(2c_gen) general maturity certificate","4","","",""
"No","1988","66 and older","(2c_voc) vocational maturity certificate","18","","",""
"No","1988","66 and older","(3a) lower tertiary education","20","","",""
"No","1988","66 and older","(3b) higher tertiary education","17","","",""
"Yes","1989","16-34 y.","(0) in school","3","","",""
"Yes","1989","16-34 y.","(1a) inadequately completed","14","","",""
"Yes","1989","16-34 y.","(1b) general elementary school","15","","",""
"Yes","1989","16-34 y.","(1c) basic vocational qualification","27","","",""
"Yes","1989","16-34 y.","(2b) intermediate general qualification","3","","",""
"Yes","1989","16-34 y.","(2a) intermediate vocational","8","","",""
"Yes","1989","16-34 y.","(2c_gen) general maturity certificate","3","","",""
"Yes","1989","16-34 y.","(2c_voc) vocational maturity certificate","6","","",""
"Yes","1989","16-34 y.","(3a) lower tertiary education","3","","",""
"Yes","1989","16-34 y.","(3b) higher tertiary education","3","","",""
"Yes","1989","35-65 y.","(0) in school","","","",""
"Yes","1989","35-65 y.","(1a) inadequately completed","57","0.154999529510374","0.124159561397738","0.18583949762301"
"Yes","1989","35-65 y.","(1b) general elementary school","134","0.152366886581021","0.131431830361401","0.173301942800642"
"Yes","1989","35-65 y.","(1c) basic vocational qualification","311","0.182701516742063","0.165523960325025","0.199879073159101"
"Yes","1989","35-65 y.","(2b) intermediate general qualification","11","","",""
"Yes","1989","35-65 y.","(2a) intermediate vocational","52","0.110374966838252","0.0836720289506508","0.137077904725854"
"Yes","1989","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"Yes","1989","35-65 y.","(2c_voc) vocational maturity certificate","18","","",""
"Yes","1989","35-65 y.","(3a) lower tertiary education","17","","",""
"Yes","1989","35-65 y.","(3b) higher tertiary education","21","","",""
"Yes","1989","66 and older","(0) in school","","","",""
"Yes","1989","66 and older","(1a) inadequately completed","3","","",""
"Yes","1989","66 and older","(1b) general elementary school","89","0.248756990704353","0.203724669949854","0.293789311458852"
"Yes","1989","66 and older","(1c) basic vocational qualification","136","0.336496167768955","0.289174451954124","0.383817883583786"
"Yes","1989","66 and older","(2b) intermediate general qualification","7","","",""
"Yes","1989","66 and older","(2a) intermediate vocational","38","0.318296665867275","0.23791315149804","0.39868018023651"
"Yes","1989","66 and older","(2c_gen) general maturity certificate","2","","",""
"Yes","1989","66 and older","(2c_voc) vocational maturity certificate","18","","",""
"Yes","1989","66 and older","(3a) lower tertiary education","10","","",""
"Yes","1989","66 and older","(3b) higher tertiary education","7","","",""
"No","1989","16-34 y.","(0) in school","173","0.977184315601941","0.955124760398193","0.999243870805689"
"No","1989","16-34 y.","(1a) inadequately completed","159","0.852570687213279","0.799740498935653","0.905400875490905"
"No","1989","16-34 y.","(1b) general elementary school","707","0.969311960533002","0.956731519975029","0.981892401090975"
"No","1989","16-34 y.","(1c) basic vocational qualification","930","0.97340898146062","0.963215858032932","0.983602104888308"
"No","1989","16-34 y.","(2b) intermediate general qualification","298","0.990388830960231","0.979366947415784","1.00141071450468"
"No","1989","16-34 y.","(2a) intermediate vocational","589","0.989903264386975","0.981883755079209","0.997922773694742"
"No","1989","16-34 y.","(2c_gen) general maturity certificate","296","0.992558057520628","0.982816383096156","1.0022997319451"
"No","1989","16-34 y.","(2c_voc) vocational maturity certificate","205","0.96615953958089","0.941761809731356","0.990557269430425"
"No","1989","16-34 y.","(3a) lower tertiary education","68","0.957926288014022","0.911229137842381","1.00462343818566"
"No","1989","16-34 y.","(3b) higher tertiary education","131","0.967630144600481","0.937664697205291","0.997595591995671"
"No","1989","35-65 y.","(0) in school","","","",""
"No","1989","35-65 y.","(1a) inadequately completed","472","0.845000470489626","0.81416050237699","0.875840438602262"
"No","1989","35-65 y.","(1b) general elementary school","998","0.847633113418979","0.826698057199358","0.868568169638599"
"No","1989","35-65 y.","(1c) basic vocational qualification","1633","0.817298483257937","0.800120926840899","0.834476039674975"
"No","1989","35-65 y.","(2b) intermediate general qualification","53","0.834223437649371","0.743114525226149","0.925332350072593"
"No","1989","35-65 y.","(2a) intermediate vocational","477","0.889625033161748","0.862922095274146","0.916327971049349"
