"ple0040","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","1996","16-34 y.","lower secondary degree","32","0.0246756301583888","0.0161368245172917","0.0332144357994859"
"Yes","1996","16-34 y.","secondary school degree","35","0.0193209083478323","0.0126971858966107","0.025944630799054"
"Yes","1996","16-34 y.","college entrance qualification","19","","",""
"Yes","1996","16-34 y.","Other degree","6","","",""
"Yes","1996","16-34 y.","no degree/no degree yet","10","","",""
"Yes","1996","35-65 y.","lower secondary degree","489","0.18750534695975","0.173255237938851","0.201755455980649"
"Yes","1996","35-65 y.","secondary school degree","119","0.0867515794570967","0.0733833488953947","0.100119810018799"
"Yes","1996","35-65 y.","college entrance qualification","48","0.067754334082157","0.0513982936831433","0.0841103744811707"
"Yes","1996","35-65 y.","Other degree","95","0.126116071974947","0.102833300901793","0.149398843048101"
"Yes","1996","35-65 y.","no degree/no degree yet","52","0.194588310436748","0.154992447091787","0.23418417378171"
"Yes","1996","66 and older","lower secondary degree","317","0.303045077794143","0.276154036193566","0.32993611939472"
"Yes","1996","66 and older","secondary school degree","71","0.307581713769188","0.246875083803789","0.368288343734587"
"Yes","1996","66 and older","college entrance qualification","42","0.407523778800093","0.318487479670082","0.496560077930103"
"Yes","1996","66 and older","Other degree","14","","",""
"Yes","1996","66 and older","no degree/no degree yet","11","","",""
"No","1996","16-34 y.","lower secondary degree","1236","0.975324369841611","0.966785564200514","0.983863175482708"
"No","1996","16-34 y.","secondary school degree","1624","0.980679091652168","0.974055369200946","0.987302814103389"
"No","1996","16-34 y.","college entrance qualification","874","0.979955823767252","0.970763618434422","0.989148029100081"
"No","1996","16-34 y.","Other degree","261","0.979377192136432","0.962330451593902","0.996423932678963"
"No","1996","16-34 y.","no degree/no degree yet","388","0.978930823422217","0.964821495148128","0.993040151696305"
"No","1996","35-65 y.","lower secondary degree","2393","0.81249465304025","0.798244544019351","0.826744762061149"
"No","1996","35-65 y.","secondary school degree","1584","0.913248420542903","0.899880189981201","0.926616651104605"
"No","1996","35-65 y.","college entrance qualification","859","0.932245665917843","0.915889625518829","0.948601706316857"
"No","1996","35-65 y.","Other degree","686","0.873883928025053","0.850601156951899","0.897166699098207"
"No","1996","35-65 y.","no degree/no degree yet","332","0.805411689563252","0.76581582621829","0.845007552908213"
"No","1996","66 and older","lower secondary degree","805","0.696954922205857","0.67006388060528","0.723845963806434"
"No","1996","66 and older","secondary school degree","151","0.692418286230812","0.631711656265413","0.753124916196211"
"No","1996","66 and older","college entrance qualification","75","0.592476221199907","0.503439922069897","0.681512520329918"
"No","1996","66 and older","Other degree","35","0.799401323984535","0.687277858141633","0.911524789827437"
"No","1996","66 and older","no degree/no degree yet","36","0.580138476124467","0.439041392977912","0.721235559271023"
"Yes","1997","16-34 y.","lower secondary degree","32","0.0294506828651278","0.0198850445295406","0.039016321200715"
"Yes","1997","16-34 y.","secondary school degree","36","0.0196496726899205","0.0128146680805361","0.026484677299305"
"Yes","1997","16-34 y.","college entrance qualification","19","","",""
"Yes","1997","16-34 y.","Other degree","6","","",""
"Yes","1997","16-34 y.","no degree/no degree yet","11","","",""
"Yes","1997","35-65 y.","lower secondary degree","487","0.196695674258449","0.181951249236071","0.211440099280827"
"Yes","1997","35-65 y.","secondary school degree","129","0.0908488016906653","0.0773490318305","0.104348571550831"
"Yes","1997","35-65 y.","college entrance qualification","48","0.057820078916198","0.0428031762687787","0.0728369815636174"
"Yes","1997","35-65 y.","Other degree","91","0.135057326992508","0.110178389737314","0.159936264247701"
"Yes","1997","35-65 y.","no degree/no degree yet","54","0.197129817584439","0.156372426855612","0.237887208313266"
"Yes","1997","66 and older","lower secondary degree","306","0.291452176502249","0.265026436305363","0.317877916699136"
"Yes","1997","66 and older","secondary school degree","61","0.294322904791313","0.232536917722029","0.356108891860597"
"Yes","1997","66 and older","college entrance qualification","38","0.383263034587078","0.295541636633854","0.470984432540301"
"Yes","1997","66 and older","Other degree","17","","",""
"Yes","1997","66 and older","no degree/no degree yet","10","","",""
"No","1997","16-34 y.","lower secondary degree","1168","0.970549317134872","0.960983678799285","0.980114955470459"
"No","1997","16-34 y.","secondary school degree","1548","0.980350327310079","0.973515322700695","0.987185331919464"
"No","1997","16-34 y.","college entrance qualification","872","0.981054554054846","0.972102798092016","0.990006310017675"
"No","1997","16-34 y.","Other degree","231","0.979315620209372","0.961195690422187","0.997435549996557"
"No","1997","16-34 y.","no degree/no degree yet","392","0.969484864156411","0.952692040077767","0.986277688235054"
"No","1997","35-65 y.","lower secondary degree","2305","0.803304325741551","0.788559900719173","0.818048750763929"
"No","1997","35-65 y.","secondary school degree","1612","0.909151198309335","0.895651428449169","0.9226509681695"
"No","1997","35-65 y.","college entrance qualification","880","0.942179921083802","0.927163018436383","0.957196823731221"
"No","1997","35-65 y.","Other degree","634","0.864942673007492","0.840063735752299","0.889821610262686"
"No","1997","35-65 y.","no degree/no degree yet","312","0.802870182415561","0.762112791686734","0.843627573144388"
"No","1997","66 and older","lower secondary degree","830","0.708547823497751","0.682122083300864","0.734973563694637"
"No","1997","66 and older","secondary school degree","148","0.705677095208687","0.643891108139403","0.767463082277971"
"No","1997","66 and older","college entrance qualification","80","0.616736965412922","0.529015567459699","0.704458363366146"
"No","1997","66 and older","Other degree","41","0.643618031995244","0.520362603274033","0.766873460716455"
"No","1997","66 and older","no degree/no degree yet","39","0.766196547916987","0.647689110786314","0.88470398504766"
"Yes","1998","16-34 y.","lower secondary degree","27","","",""
"Yes","1998","16-34 y.","secondary school degree","36","0.0197990806210512","0.0131056079452793","0.0264925532968231"
"Yes","1998","16-34 y.","college entrance qualification","22","","",""
"Yes","1998","16-34 y.","Other degree","5","","",""
"Yes","1998","16-34 y.","no degree/no degree yet","11","","",""
"Yes","1998","35-65 y.","lower secondary degree","538","0.18344349136063","0.169849935911776","0.197037046809485"
"Yes","1998","35-65 y.","secondary school degree","140","0.0808851171599001","0.0688111474576674","0.0929590868621329"
"Yes","1998","35-65 y.","college entrance qualification","70","0.064426072743422","0.0498311028506546","0.0790210426361895"
"Yes","1998","35-65 y.","Other degree","82","0.114444704069173","0.0909451714291576","0.137944236709188"
"Yes","1998","35-65 y.","no degree/no degree yet","56","0.197448444509203","0.155504103997473","0.239392785020932"
"Yes","1998","66 and older","lower secondary degree","356","0.308797316823937","0.283458162933662","0.334136470714211"
"Yes","1998","66 and older","secondary school degree","69","0.295774233566299","0.237913322865337","0.353635144267261"
"Yes","1998","66 and older","college entrance qualification","44","0.379213965049496","0.296443717151711","0.461984212947281"
"Yes","1998","66 and older","Other degree","26","","",""
"Yes","1998","66 and older","no degree/no degree yet","14","","",""
"No","1998","16-34 y.","lower secondary degree","1162","0.974997415274113","0.966122762915179","0.983872067633047"
"No","1998","16-34 y.","secondary school degree","1628","0.980200919378949","0.973507446703177","0.986894392054721"
"No","1998","16-34 y.","college entrance qualification","969","0.975889181136566","0.966338870547986","0.985439491725145"
"No","1998","16-34 y.","Other degree","217","0.983714716419221","0.967065114633956","1.00036431820449"
"No","1998","16-34 y.","no degree/no degree yet","398","0.969453634916762","0.952776181828352","0.986131088005173"
"No","1998","35-65 y.","lower secondary degree","2576","0.81655650863937","0.802962953190515","0.830150064088224"
"No","1998","35-65 y.","secondary school degree","1819","0.9191148828401","0.907040913137867","0.931188852542333"
"No","1998","35-65 y.","college entrance qualification","1017","0.935573927256578","0.920978957363811","0.950168897149345"
"No","1998","35-65 y.","Other degree","623","0.885555295930827","0.862055763290812","0.909054828570842"
"No","1998","35-65 y.","no degree/no degree yet","290","0.802551555490797","0.760607214979068","0.844495896002527"
"No","1998","66 and older","lower secondary degree","921","0.691202683176063","0.665863529285789","0.716541837066338"
"No","1998","66 and older","secondary school degree","170","0.704225766433701","0.646364855732739","0.762086677134663"
"No","1998","66 and older","college entrance qualification","88","0.620786034950504","0.538015787052719","0.703556282848289"
"No","1998","66 and older","Other degree","42","0.599713502896557","0.483260412427728","0.716166593365386"
"No","1998","66 and older","no degree/no degree yet","40","0.559395669543968","0.42698129247637","0.691810046611567"
"Yes","1999","16-34 y.","lower secondary degree","26","","",""
"Yes","1999","16-34 y.","secondary school degree","40","0.0231513229915855","0.0157734155790939","0.0305292304040771"
"Yes","1999","16-34 y.","college entrance qualification","17","","",""
"Yes","1999","16-34 y.","Other degree","7","","",""
"Yes","1999","16-34 y.","no degree/no degree yet","13","","",""
"Yes","1999","35-65 y.","lower secondary degree","526","0.181692944029259","0.168015282012747","0.195370606045771"
"Yes","1999","35-65 y.","secondary school degree","153","0.0893160678766438","0.0769095842524997","0.101722551500788"
"Yes","1999","35-65 y.","college entrance qualification","67","0.0611004983141812","0.0470165963959872","0.0751844002323752"
"Yes","1999","35-65 y.","Other degree","77","0.121405922164275","0.0967310659434053","0.146080778385144"
"Yes","1999","35-65 y.","no degree/no degree yet","55","0.185676622342576","0.143139055964642","0.22821418872051"
"Yes","1999","66 and older","lower secondary degree","371","0.323727001715292","0.298321582276349","0.349132421154234"
"Yes","1999","66 and older","secondary school degree","64","0.305310936002757","0.24604972664619","0.364572145359325"
"Yes","1999","66 and older","college entrance qualification","47","0.343268212573706","0.265718952547491","0.420817472599922"
"Yes","1999","66 and older","Other degree","23","","",""
"Yes","1999","66 and older","no degree/no degree yet","15","","",""
"No","1999","16-34 y.","lower secondary degree","1128","0.978373365187735","0.96998085319376","0.986765877181711"
"No","1999","16-34 y.","secondary school degree","1556","0.976848677008415","0.969470769595923","0.984226584420906"
"No","1999","16-34 y.","college entrance qualification","959","0.979442661158087","0.97054048595027","0.988344836365904"
"No","1999","16-34 y.","Other degree","184","0.976419909817918","0.954900891688351","0.997938927947486"
"No","1999","16-34 y.","no degree/no degree yet","380","0.97045161044081","0.953709674865738","0.987193546015881"
"No","1999","35-65 y.","lower secondary degree","2527","0.818307055970741","0.804629393954229","0.831984717987253"
"No","1999","35-65 y.","secondary school degree","1877","0.910683932123356","0.898277448499212","0.9230904157475"
"No","1999","35-65 y.","college entrance qualification","1044","0.938899501685819","0.924815599767625","0.952983403604013"
"No","1999","35-65 y.","Other degree","596","0.878594077835725","0.853919221614856","0.903268934056595"
"No","1999","35-65 y.","no degree/no degree yet","266","0.814323377657424","0.77178581127949","0.856860944035358"
"No","1999","66 and older","lower secondary degree","932","0.676272998284708","0.650867578845766","0.701678417723651"
"No","1999","66 and older","secondary school degree","168","0.694689063997243","0.635427854640675","0.75395027335381"
"No","1999","66 and older","college entrance qualification","97","0.656731787426294","0.579182527400078","0.734281047452509"
"No","1999","66 and older","Other degree","44","0.61987048856756","0.503638153250887","0.736102823884233"
"No","1999","66 and older","no degree/no degree yet","49","0.608431524476657","0.488848972282029","0.728014076671286"
"Yes","2000","16-34 y.","lower secondary degree","49","0.0315021044040169","0.0232305232796559","0.039773685528378"
"Yes","2000","16-34 y.","secondary school degree","62","0.0229542423723857","0.0172209575999586","0.0286875271448127"
"Yes","2000","16-34 y.","college entrance qualification","25","","",""
"Yes","2000","16-34 y.","Other degree","11","","",""
"Yes","2000","16-34 y.","no degree/no degree yet","12","","",""
"Yes","2000","35-65 y.","lower secondary degree","976","0.174690634624412","0.164848955224027","0.184532314024798"
"Yes","2000","35-65 y.","secondary school degree","296","0.0825877595997036","0.073925557565304","0.0912499616341032"
"Yes","2000","35-65 y.","college entrance qualification","168","0.0699997906954181","0.0599841935978202","0.080015387793016"
"Yes","2000","35-65 y.","Other degree","112","0.100089195096766","0.0819362634239532","0.11824212676958"
"Yes","2000","35-65 y.","no degree/no degree yet","41","0.176397672307471","0.131672584995065","0.221122759619877"
"Yes","2000","66 and older","lower secondary degree","626","0.260542388513854","0.243405038867535","0.277679738160172"
"Yes","2000","66 and older","secondary school degree","115","0.272223434183048","0.232404534020161","0.312042334345935"
"Yes","2000","66 and older","college entrance qualification","89","0.27782895035634","0.231939132424624","0.323718768288056"
"Yes","2000","66 and older","Other degree","37","0.235078217974492","0.167217699964587","0.302938735984398"
"Yes","2000","66 and older","no degree/no degree yet","17","","",""
"No","2000","16-34 y.","lower secondary degree","1664","0.968497895595983","0.960226314471622","0.976769476720344"
"No","2000","16-34 y.","secondary school degree","2559","0.977045757627614","0.971312472855187","0.982779042400041"
"No","2000","16-34 y.","college entrance qualification","1853","0.981440803634621","0.975336840030087","0.987544767239155"
"No","2000","16-34 y.","Other degree","328","0.972645488141898","0.955281878457829","0.990009097825967"
"No","2000","16-34 y.","no degree/no degree yet","551","0.978703043143431","0.966777500807653","0.990628585479209"
"No","2000","35-65 y.","lower secondary degree","4742","0.825309365375588","0.815467685975202","0.835151044775973"
"No","2000","35-65 y.","secondary school degree","3583","0.917412240400296","0.908750038365897","0.926074442434696"
"No","2000","35-65 y.","college entrance qualification","2325","0.930000209304582","0.919984612206984","0.94001580640218"
"No","2000","35-65 y.","Other degree","938","0.899910804903234","0.88175787323042","0.918063736576047"
"No","2000","35-65 y.","no degree/no degree yet","238","0.823602327692529","0.778877240380123","0.868327415004935"
"No","2000","66 and older","lower secondary degree","1894","0.739457611486147","0.722320261839828","0.756594961132465"
"No","2000","66 and older","secondary school degree","365","0.727776565816952","0.687957665654065","0.767595465979839"
"No","2000","66 and older","college entrance qualification","277","0.72217104964366","0.676281231711944","0.768060867575376"
"No","2000","66 and older","Other degree","113","0.764921782025508","0.697061264015602","0.832782300035414"
"No","2000","66 and older","no degree/no degree yet","63","0.775041334135631","0.683542219082779","0.866540449188484"
"Yes","2001","16-34 y.","lower secondary degree","43","0.0313918121934543","0.0223254448024266","0.0404581795844819"
"Yes","2001","16-34 y.","secondary school degree","49","0.021437959418477","0.0154559126693011","0.027420006167653"
"Yes","2001","16-34 y.","college entrance qualification","17","","",""
"Yes","2001","16-34 y.","Other degree","10","","",""
"Yes","2001","16-34 y.","no degree/no degree yet","8","","",""
"Yes","2001","35-65 y.","lower secondary degree","833","0.173408820806079","0.162905290766633","0.183912350845526"
"Yes","2001","35-65 y.","secondary school degree","301","0.0934072671418432","0.0840307040825543","0.102783830201132"
"Yes","2001","35-65 y.","college entrance qualification","175","0.0811731896967711","0.0702493543266739","0.0920970250668684"
"Yes","2001","35-65 y.","Other degree","109","0.116488326252041","0.096098891731867","0.136877760772214"
"Yes","2001","35-65 y.","no degree/no degree yet","34","0.201860753063996","0.146092526920151","0.257628979207841"
"Yes","2001","66 and older","lower secondary degree","556","0.249943752850495","0.232366742286286","0.267520763414703"
"Yes","2001","66 and older","secondary school degree","116","0.265565932371655","0.225933430456719","0.305198434286592"
"Yes","2001","66 and older","college entrance qualification","100","0.27843520556371","0.23342765848486","0.323442752642559"
"Yes","2001","66 and older","Other degree","35","0.262165988338239","0.190824991590321","0.333506985086156"
"Yes","2001","66 and older","no degree/no degree yet","12","","",""
"No","2001","16-34 y.","lower secondary degree","1378","0.968608187806546","0.959541820415518","0.977674555197573"
"No","2001","16-34 y.","secondary school degree","2203","0.978562040581523","0.972579993832347","0.984544087330699"
"No","2001","16-34 y.","college entrance qualification","1650","0.986732797637554","0.981240301632533","0.992225293642576"
"No","2001","16-34 y.","Other degree","258","0.972857525920496","0.953402579846974","0.992312471994017"
"No","2001","16-34 y.","no degree/no degree yet","597","0.985408965655939","0.975854163514588","0.99496376779729"
"No","2001","35-65 y.","lower secondary degree","4158","0.82659117919392","0.816087649154474","0.837094709233366"
"No","2001","35-65 y.","secondary school degree","3399","0.906592732858157","0.897216169798868","0.915969295917446"
"No","2001","35-65 y.","college entrance qualification","2226","0.918826810303229","0.907902974933132","0.929750645673326"
"No","2001","35-65 y.","Other degree","842","0.883511673747959","0.863122239227786","0.903901108268133"
"No","2001","35-65 y.","no degree/no degree yet","165","0.798139246936004","0.742371020792159","0.853907473079849"
"No","2001","66 and older","lower secondary degree","1775","0.750056247149506","0.732479236585297","0.767633257713714"
"No","2001","66 and older","secondary school degree","361","0.734434067628344","0.694801565713408","0.774066569543281"
"No","2001","66 and older","college entrance qualification","281","0.72156479443629","0.676557247357441","0.76657234151514"
"No","2001","66 and older","Other degree","111","0.737834011661761","0.666493014913844","0.809175008409679"
"No","2001","66 and older","no degree/no degree yet","55","0.789888405395066","0.692340360711969","0.887436450078162"
"Yes","2002","16-34 y.","lower secondary degree","41","0.0418093980748989","0.0306914068656036","0.0529273892841942"
"Yes","2002","16-34 y.","secondary school degree","41","0.0185036223225242","0.0127561900484016","0.0242510545966468"
"Yes","2002","16-34 y.","college entrance qualification","21","","",""
"Yes","2002","16-34 y.","Other degree","11","","",""
"Yes","2002","16-34 y.","no degree/no degree yet","10","","",""
"Yes","2002","35-65 y.","lower secondary degree","840","0.187485084787434","0.176329153995063","0.198641015579804"
"Yes","2002","35-65 y.","secondary school degree","337","0.0954505882554227","0.0864021751138252","0.10449900139702"
"Yes","2002","35-65 y.","college entrance qualification","228","0.0846730218465644","0.0752485559521446","0.0940974877409842"
"Yes","2002","35-65 y.","Other degree","105","0.106308765920215","0.0866877174893009","0.125929814351129"
"Yes","2002","35-65 y.","no degree/no degree yet","27","","",""
"Yes","2002","66 and older","lower secondary degree","617","0.267993677148821","0.250210647199919","0.285776707097723"
"Yes","2002","66 and older","secondary school degree","123","0.272540545805668","0.233896466932072","0.311184624679264"
"Yes","2002","66 and older","college entrance qualification","97","0.246348378006216","0.207761423148926","0.284935332863507"
"Yes","2002","66 and older","Other degree","50","0.367983996370676","0.291817104438603","0.444150888302749"
"Yes","2002","66 and older","no degree/no degree yet","13","","",""
"No","2002","16-34 y.","lower secondary degree","1204","0.958190601925101","0.947072610715806","0.969308593134396"
"No","2002","16-34 y.","secondary school degree","2071","0.981496377677476","0.975748945403353","0.987243809951598"
"No","2002","16-34 y.","college entrance qualification","1738","0.984762001157625","0.979037405978308","0.990486596336943"
"No","2002","16-34 y.","Other degree","208","0.954840491566669","0.927338379310515","0.982342603822824"
"No","2002","16-34 y.","no degree/no degree yet","655","0.97688306393123","0.965461549455582","0.988304578406879"
"No","2002","35-65 y.","lower secondary degree","3862","0.812514915212566","0.801358984420196","0.823670846004937"
"No","2002","35-65 y.","secondary school degree","3714","0.904549411744577","0.89550099860298","0.913597824886175"
"No","2002","35-65 y.","college entrance qualification","3124","0.915326978153436","0.905902512259016","0.924751444047855"
"No","2002","35-65 y.","Other degree","843","0.893691234079785","0.874070185648871","0.913312282510699"
"No","2002","35-65 y.","no degree/no degree yet","150","0.805520413296452","0.747211258721385","0.863829567871519"
"No","2002","66 and older","lower secondary degree","1766","0.732006322851179","0.714223292902277","0.749789352800081"
"No","2002","66 and older","secondary school degree","387","0.727459454194332","0.688815375320736","0.766103533067928"
"No","2002","66 and older","college entrance qualification","382","0.753651621993784","0.715064667136493","0.792238576851074"
"No","2002","66 and older","Other degree","104","0.632016003629324","0.555849111697251","0.708182895561397"
"No","2002","66 and older","no degree/no degree yet","53","0.766409472642316","0.664330998706733","0.868487946577899"
"Yes","2003","16-34 y.","lower secondary degree","36","0.0390077351403387","0.0278563420558757","0.0501591282248017"
"Yes","2003","16-34 y.","secondary school degree","38","0.0236204065446744","0.0168346450929703","0.0304061679963786"
"Yes","2003","16-34 y.","college entrance qualification","20","","",""
"Yes","2003","16-34 y.","Other degree","11","","",""
"Yes","2003","16-34 y.","no degree/no degree yet","9","","",""
"Yes","2003","35-65 y.","lower secondary degree","760","0.180836988262183","0.169383649218765","0.192290327305601"
"Yes","2003","35-65 y.","secondary school degree","341","0.0945916633041912","0.0855315649938799","0.103651761614502"
"Yes","2003","35-65 y.","college entrance qualification","233","0.0910247906516756","0.0811248981125699","0.100924683190781"
"Yes","2003","35-65 y.","Other degree","100","0.093834805275455","0.0743119494445202","0.11335766110639"
"Yes","2003","35-65 y.","no degree/no degree yet","26","","",""
"Yes","2003","66 and older","lower secondary degree","641","0.270948858043017","0.253174895964767","0.288722820121266"
"Yes","2003","66 and older","secondary school degree","128","0.284439990781109","0.245400174350106","0.323479807212111"
"Yes","2003","66 and older","college entrance qualification","103","0.249061972159925","0.211192871764745","0.286931072555105"
"Yes","2003","66 and older","Other degree","44","0.27744701078287","0.210534281639997","0.344359739925742"
"Yes","2003","66 and older","no degree/no degree yet","11","","",""
"No","2003","16-34 y.","lower secondary degree","1122","0.960992264859661","0.949840871775198","0.972143657944124"
"No","2003","16-34 y.","secondary school degree","1886","0.976379593455326","0.969593832003622","0.98316535490703"
"No","2003","16-34 y.","college entrance qualification","1661","0.989076706983696","0.984107855532424","0.994045558434969"
"No","2003","16-34 y.","Other degree","203","0.957718773364117","0.930757897685886","0.984679649042347"
"No","2003","16-34 y.","no degree/no degree yet","655","0.987136719222227","0.978565776761831","0.995707661682623"
"No","2003","35-65 y.","lower secondary degree","3578","0.819163011737817","0.807709672694399","0.830616350781235"
"No","2003","35-65 y.","secondary school degree","3667","0.905408336695809","0.896348238385497","0.91446843500612"
"No","2003","35-65 y.","college entrance qualification","3010","0.908975209348324","0.899075316809219","0.91887510188743"
"No","2003","35-65 y.","Other degree","757","0.906165194724545","0.88664233889361","0.92568805055548"
"No","2003","35-65 y.","no degree/no degree yet","141","0.82022875785066","0.761989281556405","0.878468234144915"
"No","2003","66 and older","lower secondary degree","1761","0.729051141956984","0.711277179878734","0.746825104035233"
"No","2003","66 and older","secondary school degree","385","0.715560009218892","0.676520192787889","0.754599825649894"
"No","2003","66 and older","college entrance qualification","398","0.750938027840075","0.713068927444895","0.788807128235255"
"No","2003","66 and older","Other degree","128","0.72255298921713","0.655640260074258","0.789465718360003"
"No","2003","66 and older","no degree/no degree yet","53","0.787017701708815","0.686712811020256","0.887322592397373"
"Yes","2004","16-34 y.","lower secondary degree","35","0.0406927664098288","0.0287193050750752","0.0526662277445824"
"Yes","2004","16-34 y.","secondary school degree","37","0.0251010878391918","0.0178134375768629","0.0323887381015207"
"Yes","2004","16-34 y.","college entrance qualification","29","","",""
"Yes","2004","16-34 y.","Other degree","8","","",""
"Yes","2004","16-34 y.","no degree/no degree yet","5","","",""
"Yes","2004","35-65 y.","lower secondary degree","708","0.183573750921098","0.17165519716117","0.195492304681027"
"Yes","2004","35-65 y.","secondary school degree","370","0.104668911964518","0.0951451566558915","0.114192667273145"
"Yes","2004","35-65 y.","college entrance qualification","226","0.0863186491785094","0.0765471150557365","0.0960901833012823"
"Yes","2004","35-65 y.","Other degree","109","0.126065596139494","0.103538626443234","0.148592565835754"
"Yes","2004","35-65 y.","no degree/no degree yet","28","","",""
"Yes","2004","66 and older","lower secondary degree","669","0.277256770440262","0.259538515176971","0.294975025703552"
"Yes","2004","66 and older","secondary school degree","135","0.271493901525458","0.233949054117225","0.309038748933691"
"Yes","2004","66 and older","college entrance qualification","106","0.263088602899475","0.226019924561528","0.300157281237422"
"Yes","2004","66 and older","Other degree","44","0.262009281842137","0.197044864852264","0.326973698832011"
"Yes","2004","66 and older","no degree/no degree yet","11","","",""
"No","2004","16-34 y.","lower secondary degree","1011","0.959307233590171","0.947333772255418","0.971280694924925"
"No","2004","16-34 y.","secondary school degree","1733","0.974898912160808","0.967611261898479","0.982186562423137"
"No","2004","16-34 y.","college entrance qualification","1638","0.986088597633868","0.980466172054541","0.991711023213196"
"No","2004","16-34 y.","Other degree","180","0.960428480504821","0.932561299086073","0.988295661923568"
"No","2004","16-34 y.","no degree/no degree yet","679","0.991266708641347","0.984293955737972","0.998239461544721"
"No","2004","35-65 y.","lower secondary degree","3345","0.816426249078901","0.804507695318973","0.82834480283883"
"No","2004","35-65 y.","secondary school degree","3599","0.895331088035482","0.885807332726855","0.904854843344109"
"No","2004","35-65 y.","college entrance qualification","2947","0.913681350821491","0.903909816698718","0.923452884944263"
"No","2004","35-65 y.","Other degree","725","0.873934403860506","0.851407434164246","0.896461373556766"
"No","2004","35-65 y.","no degree/no degree yet","129","0.774333459265915","0.708945789066312","0.839721129465518"
"No","2004","66 and older","lower secondary degree","1783","0.722743229559738","0.705024974296448","0.740461484823029"
"No","2004","66 and older","secondary school degree","404","0.728506098474542","0.690961251066309","0.766050945882775"
"No","2004","66 and older","college entrance qualification","436","0.736911397100525","0.699842718762578","0.773980075438472"
"No","2004","66 and older","Other degree","132","0.737990718157863","0.673026301167989","0.802955135147736"
"No","2004","66 and older","no degree/no degree yet","55","0.746652131898498","0.641723525456849","0.851580738340148"
"Yes","2005","16-34 y.","lower secondary degree","35","0.0407546179310539","0.0281350200574414","0.0533742158046665"
"Yes","2005","16-34 y.","secondary school degree","29","","",""
"Yes","2005","16-34 y.","college entrance qualification","21","","",""
"Yes","2005","16-34 y.","Other degree","10","","",""
"Yes","2005","16-34 y.","no degree/no degree yet","6","","",""
"Yes","2005","35-65 y.","lower secondary degree","673","0.181715687634297","0.169304122469018","0.194127252799577"
"Yes","2005","35-65 y.","secondary school degree","373","0.10577292522922","0.0960632791274492","0.11548257133099"
"Yes","2005","35-65 y.","college entrance qualification","228","0.0828078283936366","0.0730256574857271","0.092589999301546"
"Yes","2005","35-65 y.","Other degree","96","0.114524927181688","0.0923188048782516","0.136731049485124"
"Yes","2005","35-65 y.","no degree/no degree yet","27","","",""
"Yes","2005","66 and older","lower secondary degree","678","0.283403226717427","0.265466960593467","0.301339492841388"
"Yes","2005","66 and older","secondary school degree","125","0.252804210942971","0.216078829698589","0.289529592187354"
"Yes","2005","66 and older","college entrance qualification","107","0.257591086736435","0.221500366973111","0.29368180649976"
"Yes","2005","66 and older","Other degree","46","0.263870736343309","0.19912506390495","0.328616408781668"
"Yes","2005","66 and older","no degree/no degree yet","12","","",""
"No","2005","16-34 y.","lower secondary degree","908","0.959245382068946","0.946625784195333","0.971864979942559"
"No","2005","16-34 y.","secondary school degree","1580","0.97649961306352","0.969097706249589","0.983901519877451"
"No","2005","16-34 y.","college entrance qualification","1549","0.982076230117977","0.975513484897199","0.988638975338756"
"No","2005","16-34 y.","Other degree","151","0.952464150050468","0.919596390294026","0.98533190980691"
"No","2005","16-34 y.","no degree/no degree yet","688","0.991938592779739","0.985285613367602","0.998591572191876"
"No","2005","35-65 y.","lower secondary degree","3035","0.818284312365703","0.805872747200423","0.830695877530982"
"No","2005","35-65 y.","secondary school degree","3481","0.89422707477078","0.88451742866901","0.903936720872551"
"No","2005","35-65 y.","college entrance qualification","2821","0.917192171606363","0.907410000698454","0.926974342514273"
"No","2005","35-65 y.","Other degree","694","0.885475072818312","0.863268950514876","0.907681195121748"
"No","2005","35-65 y.","no degree/no degree yet","120","0.768408502994832","0.700214401809107","0.836602604180558"
"No","2005","66 and older","lower secondary degree","1747","0.716596773282573","0.698660507158612","0.734533039406533"
"No","2005","66 and older","secondary school degree","413","0.747195789057029","0.710470407812646","0.783921170301411"
"No","2005","66 and older","college entrance qualification","457","0.742408913263565","0.70631819350024","0.778499633026889"
"No","2005","66 and older","Other degree","132","0.736129263656691","0.671383591218332","0.80087493609505"
"No","2005","66 and older","no degree/no degree yet","52","0.770114594616506","0.667030542668217","0.873198646564796"
"Yes","2006","16-34 y.","lower secondary degree","30","0.0428443850639069","0.0297159419774801","0.0559728281503337"
"Yes","2006","16-34 y.","secondary school degree","31","0.022183671826304","0.0149715642902374","0.0293957793623705"
"Yes","2006","16-34 y.","college entrance qualification","17","","",""
"Yes","2006","16-34 y.","Other degree","5","","",""
"Yes","2006","16-34 y.","no degree/no degree yet","5","","",""
"Yes","2006","35-65 y.","lower secondary degree","673","0.174960637612703","0.163025885581456","0.18689538964395"
"Yes","2006","35-65 y.","secondary school degree","423","0.112782345306337","0.103217989691887","0.122346700920787"
"Yes","2006","35-65 y.","college entrance qualification","247","0.0793491314228019","0.0701580450119933","0.0885402178336106"
"Yes","2006","35-65 y.","Other degree","105","0.137439178620744","0.113595021633745","0.161283335607742"
"Yes","2006","35-65 y.","no degree/no degree yet","28","","",""
"Yes","2006","66 and older","lower secondary degree","777","0.285128629468404","0.268417975280976","0.301839283655831"
