"ple0040","year","education","n","percent","lower_confidence","upper_confidence"
"Yes","2018","secondary school degree","912","0.139557146901099","0.131576724016479","0.147537569785719"
"Yes","2018","college entrance qualification","575","0.0848090898579807","0.0785746254504513","0.0910435542655101"
"Yes","2018","Other degree","271","0.119919691463128","0.108196564021062","0.131642818905193"
"Yes","2018","no degree/no degree yet","90","0.129023273497536","0.107097888603855","0.150948658391216"
"No","2018","lower secondary degree","4503","0.774403026546996","0.763568394916494","0.785237658177497"
"No","2018","secondary school degree","6331","0.860442853098901","0.852462430214281","0.868423275983521"
"No","2018","college entrance qualification","7096","0.915190910142019","0.90895644573449","0.921425374549549"
"No","2018","Other degree","2679","0.880080308536872","0.868357181094807","0.891803435978938"
"No","2018","no degree/no degree yet","808","0.870976726502464","0.849051341608784","0.892902111396145"
"Yes","2019","lower secondary degree","1100","0.222488144560198","0.211302348748366","0.233673940372029"
"Yes","2019","secondary school degree","939","0.144256942965044","0.136265229276971","0.152248656653118"
"Yes","2019","college entrance qualification","627","0.0823489108428878","0.0765213937473966","0.088176427938379"
"Yes","2019","Other degree","224","0.117199672302797","0.104737108646587","0.129662235959008"
"Yes","2019","no degree/no degree yet","79","0.135415510425036","0.111402936478497","0.159428084371574"
"No","2019","lower secondary degree","4211","0.777511855439802","0.766326059627971","0.788697651251634"
"No","2019","secondary school degree","6486","0.855743057034956","0.847751343346882","0.863734770723029"
"No","2019","college entrance qualification","7921","0.917651089157112","0.911823572061621","0.923478606252603"
"No","2019","Other degree","2335","0.882800327697203","0.870337764040992","0.895262891353413"
"No","2019","no degree/no degree yet","701","0.864584489574964","0.840571915628426","0.888597063521503"
