"ple0040","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2012","direct migration background","Urban Area","2078","0.896836830422605","0.884335048559437","0.909338612285774","2"
"No","2012","direct migration background","Rural Area","713","0.916996965770562","0.897523115091785","0.936470816449339","2"
"No","2012","indirect migration background","Rural Area","227","0.875102022123562","0.833619970741753","0.91658407350537","2"
"Yes","2012","no migration background","Urban Area","1863","0.156581524277237","0.150644150120191","0.162518898434284","1"
"Yes","2012","no migration background","Rural Area","1104","0.149728801076494","0.142327596511283","0.157130005641706","1"
"Yes","2012","direct migration background","Urban Area","196","0.103163169577395","0.0906613877142262","0.115664951440563","1"
"Yes","2012","direct migration background","Rural Area","58","0.0830030342294379","0.0635291835506608","0.102476884908215","1"
"Yes","2012","indirect migration background","Urban Area","47","0.0561927005038999","0.0421422625888772","0.0702431384189225","1"
"Yes","2012","indirect migration background","Rural Area","17","","","","1"
"No","2013","no migration background","Urban Area","11971","0.845674848019944","0.839632782301871","0.851716913738017","2"
"No","2013","no migration background","Rural Area","7371","0.853810648233553","0.846252278491332","0.861369017975774","2"
"No","2013","direct migration background","Urban Area","4515","0.889737540326208","0.880923455023136","0.898551625629279","2"
"No","2013","direct migration background","Rural Area","1453","0.906754237437694","0.892278470198835","0.921230004676552","2"
"No","2013","indirect migration background","Urban Area","1703","0.951419819679202","0.94141269336661","0.961426945991793","2"
"No","2013","indirect migration background","Rural Area","345","0.898192556758395","0.866868278802978","0.929516834713812","2"
"Yes","2013","no migration background","Urban Area","1762","0.154325151980056","0.148283086261983","0.160367217698129","1"
"Yes","2013","no migration background","Rural Area","1022","0.146189351766447","0.138630982024226","0.153747721508668","1"
"Yes","2013","direct migration background","Urban Area","336","0.110262459673792","0.101448374370721","0.119076544976863","1"
"Yes","2013","direct migration background","Rural Area","97","0.0932457625623064","0.0787699953234481","0.107721529801165","1"
"Yes","2013","indirect migration background","Urban Area","70","0.0485801803207985","0.0385730540082069","0.05858730663339","1"
"Yes","2013","indirect migration background","Rural Area","13","","","","1"
"No","2014","no migration background","Urban Area","10835","0.840500588939065","0.834091447866202","0.846909730011927","2"
"No","2014","no migration background","Rural Area","6655","0.841421098365037","0.833261658749432","0.849580537980642","2"
"No","2014","direct migration background","Urban Area","3556","0.885976069842707","0.875940140721191","0.896011998964224","2"
"No","2014","direct migration background","Rural Area","1178","0.91043238279543","0.89474562294985","0.926119142641011","2"
"No","2014","indirect migration background","Urban Area","1405","0.937921616091408","0.925569692980008","0.950273539202808","2"
"No","2014","indirect migration background","Rural Area","309","0.897127121738386","0.864149697619989","0.930104545856782","2"
"Yes","2014","no migration background","Urban Area","1702","0.159499411060935","0.153090269988073","0.165908552133797","1"
"Yes","2014","no migration background","Rural Area","1044","0.158578901634963","0.150419462019358","0.166738341250568","1"
"Yes","2014","direct migration background","Urban Area","297","0.114023930157293","0.103988001035776","0.12405985927881","1"
"Yes","2014","direct migration background","Rural Area","95","0.0895676172045696","0.0738808573589891","0.10525437705015","1"
"Yes","2014","indirect migration background","Urban Area","61","0.0620783839085923","0.0497264607971923","0.0744303070199923","1"
"Yes","2014","indirect migration background","Rural Area","17","","","","1"
"No","2015","no migration background","Urban Area","10284","0.83863338707805","0.832019177403297","0.845247596752802","2"
"No","2015","no migration background","Rural Area","6366","0.844938360052577","0.836652622341326","0.853224097763828","2"
"No","2015","direct migration background","Urban Area","4162","0.901900877907494","0.893132892894481","0.910668862920507","2"
"No","2015","direct migration background","Rural Area","1419","0.928958481753339","0.915962412581389","0.941954550925289","2"
"No","2015","indirect migration background","Urban Area","1317","0.942820716327271","0.930552744004299","0.955088688650243","2"
"No","2015","indirect migration background","Rural Area","299","0.948161016985987","0.923560735400085","0.972761298571889","2"
"Yes","2015","no migration background","Urban Area","1599","0.16136661292195","0.154752403247198","0.167980822596703","1"
"Yes","2015","no migration background","Rural Area","965","0.155061639947423","0.146775902236172","0.163347377658674","1"
"Yes","2015","direct migration background","Urban Area","259","0.098099122092506","0.0893311370794927","0.106867107105519","1"
"Yes","2015","direct migration background","Rural Area","82","0.0710415182466609","0.0580454490747106","0.0840375874186113","1"
"Yes","2015","indirect migration background","Urban Area","59","0.0571792836727289","0.0449113113497566","0.0694472559957012","1"
"Yes","2015","indirect migration background","Rural Area","13","","","","1"
"No","2016","no migration background","Urban Area","9568","0.841192063566506","0.834384691065037","0.847999436067975","2"
"No","2016","no migration background","Rural Area","5908","0.846436071110637","0.837873262761646","0.854998879459628","2"
"No","2016","direct migration background","Urban Area","3395","0.898807348544965","0.889001991225672","0.908612705864257","2"
"No","2016","direct migration background","Rural Area","1173","0.921151181491895","0.90625857129668","0.93604379168711","2"
"No","2016","indirect migration background","Urban Area","1206","0.9527151689484","0.940986459404886","0.964443878491914","2"
"No","2016","indirect migration background","Rural Area","297","0.938954625849082","0.912389035162753","0.96552021653541","2"
"Yes","2016","no migration background","Urban Area","1506","0.158807936433494","0.152000563932025","0.165615308934963","1"
"Yes","2016","no migration background","Rural Area","902","0.153563928889363","0.145001120540372","0.162126737238354","1"
"Yes","2016","direct migration background","Urban Area","239","0.101192651455035","0.091387294135743","0.110998008774328","1"
"Yes","2016","direct migration background","Rural Area","85","0.0788488185081051","0.0639562083128905","0.0937414287033197","1"
"Yes","2016","indirect migration background","Urban Area","52","0.0472848310515999","0.0355561215080859","0.0590135405951139","1"
"Yes","2016","indirect migration background","Rural Area","15","","","","1"
"No","2017","no migration background","Urban Area","10743","0.8448398442642","0.838461614656967","0.851218073871432","2"
"No","2017","no migration background","Rural Area","6880","0.848995287024849","0.841102732755464","0.856887841294235","2"
"No","2017","direct migration background","Urban Area","3197","0.895346263851493","0.885128935651967","0.905563592051019","2"
"No","2017","direct migration background","Rural Area","1124","0.908826119078905","0.892633601831463","0.925018636326347","2"
"No","2017","indirect migration background","Urban Area","1341","0.95227309368237","0.941145508345997","0.963400679018744","2"
"No","2017","indirect migration background","Rural Area","283","0.9168418328151","0.885751423369053","0.947932242261147","2"
"Yes","2017","no migration background","Urban Area","1635","0.1551601557358","0.148781926128568","0.161538385343033","1"
"Yes","2017","no migration background","Rural Area","1026","0.151004712975151","0.143112158705765","0.158897267244536","1"
"Yes","2017","direct migration background","Rural Area","90","0.0911738809210949","0.0749813636736531","0.107366398168537","1"
"Yes","2017","direct migration background","Urban Area","251","0.104653736148507","0.0944364079489811","0.114871064348033","1"
"Yes","2017","indirect migration background","Urban Area","69","0.0477269063176296","0.036599320981256","0.0588544916540033","1"
"Yes","2017","indirect migration background","Rural Area","20","","","","1"
"No","2018","no migration background","Urban Area","10360","0.847421074651409","0.840989613399819","0.853852535902998","2"
"No","2018","no migration background","Rural Area","6537","0.844566153389221","0.836408590616728","0.852723716161714","2"
"No","2018","direct migration background","Urban Area","3038","0.898549835250451","0.888254854605425","0.908844815895477","2"
"No","2018","direct migration background","Rural Area","1046","0.905974214829834","0.888971969415376","0.922976460244291","2"
"No","2018","indirect migration background","Urban Area","1313","0.931046743794029","0.917745880284698","0.94434760730336","2"
"No","2018","indirect migration background","Rural Area","292","0.920079222181148","0.89018088658618","0.949977557776116","2"
"Yes","2018","no migration background","Urban Area","1648","0.152578925348591","0.146147464097002","0.159010386600181","1"
"Yes","2018","no migration background","Rural Area","1041","0.155433846610779","0.147276283838286","0.163591409383272","1"
"Yes","2018","direct migration background","Rural Area","86","0.0940257851701664","0.0770235397557093","0.111028030584624","1"
"Yes","2018","direct migration background","Urban Area","266","0.101450164749549","0.091155184104523","0.111745145394575","1"
"Yes","2018","indirect migration background","Rural Area","24","","","","1"
"Yes","2018","indirect migration background","Urban Area","81","0.0689532562059714","0.0556523926966404","0.0822541197153024","1"
"No","2019","no migration background","Urban Area","10001","0.85269109001851","0.84620452733435","0.85917765270267","2"
"No","2019","no migration background","Rural Area","6552","0.844591947163382","0.836419283883745","0.852764610443019","2"
"No","2019","direct migration background","Urban Area","2490","0.898588291234539","0.887172145221029","0.910004437248048","2"
"No","2019","direct migration background","Rural Area","900","0.879952732194891","0.859624568030354","0.900280896359428","2"
"No","2019","indirect migration background","Urban Area","1201","0.944429535798657","0.931825080784309","0.957033990813005","2"
"No","2019","indirect migration background","Rural Area","303","0.87137095727101","0.834972961538365","0.907768953003656","2"
"Yes","2019","no migration background","Urban Area","1467","0.14730890998149","0.14082234729733","0.15379547266565","1"
"Yes","2019","no migration background","Rural Area","997","0.155408052836618","0.147235389556982","0.163580716116255","1"
"Yes","2019","direct migration background","Urban Area","196","0.101411708765461","0.0899955627519522","0.11282785477897","1"
"Yes","2019","direct migration background","Rural Area","82","0.120047267805109","0.0997191036405723","0.140375431969646","1"
"Yes","2019","indirect migration background","Urban Area","68","0.055570464201343","0.0429660091869952","0.0681749192156908","1"
"Yes","2019","indirect migration background","Rural Area","22","","","","1"
