"ple0040","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","1995","Urban Area","East Germany","96","0.0910212556471407","0.0751074333869342","0.106935077907347","1"
"Yes","1995","Rural Area","West Germany","207","0.139069809255903","0.12399529817673","0.154144320335076","1"
"No","1996","Urban Area","East Germany","1185","0.901230947207545","0.884911927315165","0.917549967099925","2"
"No","1996","Rural Area","West Germany","1812","0.850320886434131","0.834828275978469","0.865813496889792","2"
"No","1996","Rural Area","East Germany","2175","0.898561787450165","0.886422319869162","0.910701255031168","2"
"No","1996","Urban Area","West Germany","6530","0.852100035505475","0.844003993255054","0.860196077755897","2"
"Yes","1996","Rural Area","East Germany","201","0.101438212549835","0.0892987449688316","0.113577680130838","1"
"Yes","1996","Urban Area","West Germany","856","0.147899964494525","0.139803922244103","0.155996006744946","1"
"Yes","1996","Urban Area","East Germany","99","0.0987690527924552","0.0824500329000753","0.115088072684835","1"
"Yes","1996","Rural Area","West Germany","225","0.149679113565869","0.134186503110208","0.165171724021531","1"
"No","1997","Urban Area","East Germany","1171","0.903699948217386","0.887475437092165","0.919924459342608","2"
"No","1997","Urban Area","West Germany","6388","0.851585850057704","0.843388924609085","0.859782775506323","2"
"No","1997","Rural Area","West Germany","1753","0.849086960588194","0.833299800614766","0.864874120561621","2"
"No","1997","Rural Area","East Germany","2156","0.899849383583111","0.887737719571129","0.911961047595093","2"
"Yes","1997","Urban Area","West Germany","838","0.148414149942296","0.140217224493677","0.156611075390915","1"
"Yes","1997","Urban Area","East Germany","99","0.0963000517826135","0.0800755406573922","0.112524562907835","1"
"Yes","1997","Rural Area","West Germany","222","0.150913039411806","0.135125879438379","0.166700199385234","1"
"Yes","1997","Rural Area","East Germany","204","0.100150616416889","0.0880389524049068","0.112262280428871","1"
"No","1998","Urban Area","East Germany","1189","0.896707905929485","0.88018315494941","0.913232656909559","2"
"No","1998","Rural Area","East Germany","2332","0.9042343907625","0.892815125540413","0.915653655984587","2"
"No","1998","Urban Area","West Germany","7086","0.852712505750002","0.844973243350148","0.860451768149856","2"
"No","1998","Rural Area","West Germany","2031","0.85154374453956","0.836997212140184","0.866090276938936","2"
"Yes","1998","Urban Area","West Germany","969","0.147287494249998","0.139548231850144","0.155026756649852","1"
"Yes","1998","Urban Area","East Germany","114","0.103292094070515","0.0867673430904405","0.11981684505059","1"
"Yes","1998","Rural Area","West Germany","264","0.14845625546044","0.133909723061064","0.163002787859816","1"
"Yes","1998","Rural Area","East Germany","219","0.0957656092375","0.0843463440154133","0.107184874459587","1"
"No","1999","Urban Area","East Germany","1188","0.904522608863273","0.888523139636681","0.920522078089864","2"
"No","1999","Rural Area","East Germany","2277","0.899516628978137","0.887738688299807","0.911294569656468","2"
"No","1999","Urban Area","West Germany","6771","0.847011500550663","0.838977374770883","0.855045626330443","2"
"No","1999","Rural Area","West Germany","1971","0.854675145726801","0.840014871663331","0.869335419790271","2"
"Yes","1999","Urban Area","West Germany","941","0.152988499449337","0.144954373669557","0.161022625229117","1"
"Yes","1999","Urban Area","East Germany","108","0.0954773911367274","0.0794779219101362","0.111476860363319","1"
"Yes","1999","Rural Area","West Germany","249","0.145324854273199","0.130664580209729","0.159985128336669","1"
"Yes","1999","Rural Area","East Germany","226","0.100483371021863","0.0887054303435325","0.112261311700193","1"
"No","2000","Urban Area","East Germany","1750","0.898913951712774","0.885440988654073","0.912386914771476","2"
"No","2000","Rural Area","East Germany","3569","0.896907376753257","0.887407715056151","0.906407038450363","2"
"No","2000","Urban Area","West Germany","12328","0.867121420387552","0.861492600737769","0.872750240037334","2"
"No","2000","Rural Area","West Germany","3886","0.87873666091438","0.869034968057016","0.888438353771744","2"
"Yes","2000","Urban Area","East Germany","173","0.101086048287226","0.087613085228524","0.114559011345927","1"
"Yes","2000","Rural Area","West Germany","463","0.12126333908562","0.111561646228256","0.130965031942984","1"
"Yes","2000","Rural Area","East Germany","367","0.103092623246743","0.0935929615496368","0.112592284943849","1"
"Yes","2000","Urban Area","West Germany","1642","0.132878579612449","0.127249759962666","0.138507399262231","1"
"No","2001","Urban Area","East Germany","1640","0.892563897207418","0.878305727632421","0.906822066782414","2"
"No","2001","Rural Area","East Germany","3303","0.899537496885532","0.889759574183359","0.909315419587705","2"
"No","2001","Urban Area","West Germany","11150","0.864272583772483","0.858305778563988","0.870239388980977","2"
"No","2001","Rural Area","West Germany","3466","0.878909678984024","0.868630094386011","0.889189263582038","2"
"Yes","2001","Urban Area","East Germany","172","0.107436102792582","0.093177933217586","0.121694272367579","1"
"Yes","2001","Rural Area","West Germany","403","0.121090321015976","0.110810736417962","0.131369905613989","1"
"Yes","2001","Rural Area","East Germany","328","0.100462503114468","0.0906845804122946","0.110240425816641","1"
"Yes","2001","Urban Area","West Germany","1507","0.135727416227517","0.129760611019023","0.141694221436012","1"
"No","2002","Urban Area","West Germany","11960","0.856887033708766","0.850993123566968","0.862780943850563","2"
"No","2002","Urban Area","East Germany","1663","0.887560461402588","0.873118245321627","0.902002677483549","2"
"No","2002","Rural Area","East Germany","3213","0.878142139123818","0.867442981825672","0.888841296421964","2"
"No","2002","Rural Area","West Germany","3611","0.872583781577923","0.862292963420932","0.882874599734915","2"
"Yes","2002","Urban Area","East Germany","175","0.112439538597412","0.0979973225164514","0.126881754678373","1"
"Yes","2002","Urban Area","West Germany","1601","0.143112966291234","0.137219056149437","0.149006876433032","1"
"Yes","2002","Rural Area","West Germany","422","0.127416218422077","0.117125400265085","0.137707036579068","1"
"Yes","2002","Rural Area","East Germany","378","0.121857860876182","0.111158703578036","0.132557018174328","1"
"No","2003","Rural Area","East Germany","3152","0.879622292272095","0.868866440563847","0.890378143980342","2"
"No","2003","Urban Area","West Germany","11473","0.856917927952786","0.850906816253693","0.86292903965188","2"
"No","2003","Urban Area","East Germany","1653","0.891508111642081","0.877255235142508","0.905760988141654","2"
"No","2003","Rural Area","West Germany","3385","0.878920308529491","0.868548208529048","0.889292408529933","2"
"Yes","2003","Urban Area","East Germany","176","0.108491888357919","0.0942390118583463","0.122744764857492","1"
"Yes","2003","Rural Area","East Germany","364","0.120377707727905","0.109621856019658","0.131133559436153","1"
"Yes","2003","Urban Area","West Germany","1562","0.143082072047214","0.13707096034812","0.149093183746307","1"
"Yes","2003","Rural Area","West Germany","415","0.121079691470509","0.110707591470067","0.131451791470952","1"
"No","2004","Rural Area","East Germany","3042","0.876807938049425","0.865770472326414","0.887845403772435","2"
"No","2004","Urban Area","West Germany","11087","0.852578825432747","0.84640055094123","0.858757099924265","2"
"No","2004","Urban Area","East Germany","1639","0.880708842408791","0.865837952398241","0.895579732419341","2"
"No","2004","Rural Area","West Germany","3335","0.869210071620321","0.858435792522978","0.879984350717663","2"
"Yes","2004","Urban Area","East Germany","186","0.119291157591209","0.104420267580659","0.134162047601759","1"
"Yes","2004","Rural Area","East Germany","364","0.123192061950575","0.112154596227565","0.134229527673586","1"
"Yes","2004","Urban Area","West Germany","1562","0.147421174567253","0.141242900075735","0.15359944905877","1"
"Yes","2004","Rural Area","West Germany","427","0.130789928379679","0.120015649282337","0.141564207477022","1"
"No","2005","Urban Area","West Germany","10580","0.858493897261478","0.852282071005504","0.864705723517452","2"
"No","2005","Urban Area","East Germany","1572","0.876914261030114","0.861547997734655","0.892280524325573","2"
"No","2005","Rural Area","West Germany","3144","0.872361873247193","0.861406736767013","0.883317009727373","2"
"No","2005","Rural Area","East Germany","2906","0.874431548793858","0.863072451781965","0.885790645805751","2"
"Yes","2005","Urban Area","East Germany","184","0.123085738969886","0.107719475674427","0.138452002265345","1"
"Yes","2005","Rural Area","East Germany","363","0.125568451206142","0.114209354194249","0.136927548218035","1"
"Yes","2005","Urban Area","West Germany","1514","0.141506102738522","0.135294276482548","0.147717928994496","1"
"Yes","2005","Rural Area","West Germany","420","0.127638126752807","0.116682990272627","0.138593263232987","1"
"No","2006","Urban Area","West Germany","11131","0.855303359360266","0.849207271689395","0.861399447031137","2"
"No","2006","Urban Area","East Germany","1612","0.854695652223591","0.838496353890306","0.870894950556877","2"
"No","2006","Rural Area","West Germany","3457","0.866857719311774","0.856243021638864","0.877472416984685","2"
"No","2006","Rural Area","East Germany","3067","0.873156760382995","0.862075829531875","0.884237691234115","2"
"Yes","2006","Urban Area","East Germany","206","0.145304347776409","0.129105049443123","0.161503646109694","1"
"Yes","2006","Rural Area","East Germany","398","0.126843239617005","0.115762308765885","0.137924170468125","1"
"Yes","2006","Urban Area","West Germany","1662","0.144696640639734","0.138600552968863","0.150792728310605","1"
"Yes","2006","Rural Area","West Germany","478","0.133142280688226","0.122527583015315","0.143756978361136","1"
"No","2007","Urban Area","West Germany","10289","0.854922774432324","0.848581055925851","0.861264492938797","2"
"No","2007","Urban Area","East Germany","1541","0.867977995024798","0.852007984040499","0.883948006009096","2"
"No","2007","Rural Area","West Germany","3210","0.864559300398948","0.85348829540661","0.875630305391286","2"
"No","2007","Rural Area","East Germany","2900","0.876743610939081","0.865497047748502","0.887990174129661","2"
"Yes","2007","Urban Area","West Germany","1558","0.145077225567676","0.138735507061203","0.151418944074149","1"
"Yes","2007","Urban Area","East Germany","185","0.132022004975202","0.116051993990904","0.147992015959501","1"
"Yes","2007","Rural Area","East Germany","382","0.123256389060919","0.112009825870339","0.134502952251498","1"
"Yes","2007","Rural Area","West Germany","460","0.135440699601053","0.124369694608715","0.14651170459339","1"
"No","2008","Urban Area","East Germany","1490","0.878752952648053","0.863102429819233","0.894403475476873","2"
"No","2008","Rural Area","West Germany","2991","0.86183313973828","0.850308428332318","0.873357851144242","2"
"No","2008","Rural Area","East Germany","2743","0.871778462272365","0.860005359302405","0.883551565242325","2"
"No","2008","Urban Area","West Germany","9675","0.856698144559333","0.850188461568669","0.863207827549997","2"
"Yes","2008","Rural Area","East Germany","355","0.128221537727635","0.116448434757675","0.139994640697595","1"
"Yes","2008","Urban Area","West Germany","1454","0.143301855440667","0.136792172450002","0.149811538431331","1"
"Yes","2008","Urban Area","East Germany","181","0.121247047351947","0.105596524523127","0.136897570180767","1"
"Yes","2008","Rural Area","West Germany","453","0.13816686026172","0.126642148855758","0.149691571667682","1"
"No","2009","Urban Area","East Germany","1405","0.87244689880971","0.856044734616727","0.888849063002694","2"
"No","2009","Rural Area","West Germany","2837","0.863695088800204","0.851945785320177","0.875444392280231","2"
"No","2009","Rural Area","East Germany","2608","0.88030143647704","0.868601524259846","0.892001348694233","2"
"No","2009","Urban Area","West Germany","8844","0.854363277676152","0.84752415134295","0.861202404009353","2"
"Yes","2009","Rural Area","East Germany","349","0.11969856352296","0.107998651305767","0.131398475740154","1"
"Yes","2009","Urban Area","West Germany","1375","0.145636722323848","0.138797595990647","0.15247584865705","1"
"Yes","2009","Urban Area","East Germany","184","0.127553101190289","0.111150936997306","0.143955265383273","1"
"Yes","2009","Rural Area","West Germany","439","0.136304911199796","0.124555607719769","0.148054214679823","1"
"No","2010","Urban Area","East Germany","1767","0.873630607155836","0.858909599177483","0.888351615134188","2"
"No","2010","Urban Area","West Germany","12371","0.857464186832448","0.851637907608512","0.863290466056384","2"
"No","2010","Rural Area","West Germany","4253","0.866633885605787","0.856915512965869","0.876352258245704","2"
"No","2010","Rural Area","East Germany","3134","0.861538939283753","0.850119402304796","0.87295847626271","2"
"Yes","2010","Urban Area","West Germany","1460","0.142535813167552","0.136709533943616","0.148362092391488","1"
"Yes","2010","Urban Area","East Germany","190","0.126369392844165","0.111648384865812","0.141090400822517","1"
"Yes","2010","Rural Area","West Germany","448","0.133366114394213","0.123647741754296","0.143084487034131","1"
"Yes","2010","Rural Area","East Germany","380","0.138461060716247","0.12704152373729","0.149880597695204","1"
"No","2011","Urban Area","East Germany","2019","0.876121831914714","0.862557519725241","0.889686144104187","2"
"No","2011","Rural Area","East Germany","3585","0.868354667252734","0.857926301890767","0.878783032614701","2"
"No","2011","Urban Area","West Germany","14281","0.858271288434535","0.852877722737743","0.863664854131328","2"
"No","2011","Rural Area","West Germany","5341","0.868244963990274","0.859674717002891","0.876815210977657","2"
"Yes","2011","Urban Area","West Germany","1782","0.141728711565465","0.136335145868672","0.147122277262257","1"
"Yes","2011","Urban Area","East Germany","247","0.123878168085286","0.110313855895813","0.137442480274759","1"
"Yes","2011","Rural Area","West Germany","642","0.131755036009726","0.123184789022343","0.140325282997109","1"
"Yes","2011","Rural Area","East Germany","453","0.131645332747266","0.121216967385299","0.142073698109233","1"
"No","2012","Urban Area","East Germany","1921","0.858034974369933","0.843434263311075","0.872635685428791","2"
"No","2012","Rural Area","East Germany","3497","0.851122569395023","0.84007186581335","0.862173272976695","2"
"No","2012","Urban Area","West Germany","13670","0.856684979278221","0.851169152025584","0.862200806530859","2"
"No","2012","Rural Area","West Germany","5267","0.861124683809864","0.852342958659089","0.869906408960638","2"
"Yes","2012","Urban Area","West Germany","1832","0.143315020721779","0.137799193469142","0.148830847974416","1"
"Yes","2012","Urban Area","East Germany","274","0.141965025630067","0.127364314571209","0.156565736688925","1"
"Yes","2012","Rural Area","West Germany","690","0.138875316190136","0.130093591039362","0.147657041340911","1"
"Yes","2012","Rural Area","East Germany","489","0.148877430604977","0.137826727023305","0.15992813418665","1"
"No","2013","Urban Area","East Germany","1971","0.865489317413767","0.851302489266926","0.879676145560608","2"
"No","2013","Rural Area","East Germany","3437","0.856366671396238","0.8453524994797","0.867380843312777","2"
"No","2013","Urban Area","West Germany","16218","0.858257061325669","0.853180744496823","0.863333378154514","2"
"No","2013","Rural Area","West Germany","5732","0.861863775850174","0.853414339708002","0.870313211992347","2"
"Yes","2013","Urban Area","East Germany","251","0.134510682586233","0.120323854439392","0.148697510733074","1"
"Yes","2013","Rural Area","West Germany","674","0.138136224149826","0.129686788007653","0.146585660291998","1"
"Yes","2013","Rural Area","East Germany","458","0.143633328603762","0.132619156687223","0.1546475005203","1"
"Yes","2013","Urban Area","West Germany","1917","0.141742938674331","0.136666621845485","0.146819255503177","1"
"No","2014","Urban Area","East Germany","1779","0.859719958407346","0.844616737424991","0.874823179389702","2"
"No","2014","Rural Area","East Germany","3105","0.846338411309542","0.834508849210783","0.858167973408301","2"
"No","2014","Urban Area","West Germany","14017","0.853233208634845","0.847719751446307","0.858746665823383","2"
"No","2014","Rural Area","West Germany","5037","0.851257657446317","0.842042677156173","0.860472637736461","2"
"Yes","2014","Urban Area","East Germany","252","0.140280041592654","0.125176820610298","0.155383262575009","1"
"Yes","2014","Rural Area","West Germany","691","0.148742342553683","0.139527362263539","0.157957322843827","1"
"Yes","2014","Rural Area","East Germany","465","0.153661588690458","0.141832026591699","0.165491150789217","1"
"Yes","2014","Urban Area","West Germany","1808","0.146766791365155","0.141253334176617","0.152280248553693","1"
"No","2015","Urban Area","West Germany","13982","0.854408947163675","0.848886725569914","0.859931168757436","2"
"No","2015","Urban Area","East Germany","1781","0.868484245718718","0.853709503076479","0.883258988360958","2"
"No","2015","Rural Area","East Germany","2980","0.850228093836284","0.838243904180326","0.862212283492242","2"
"No","2015","Rural Area","West Germany","5104","0.859355570734071","0.850360273159193","0.868350868308949","2"
"Yes","2015","Urban Area","East Germany","229","0.131515754281282","0.116741011639042","0.146290496923522","1"
"Yes","2015","Urban Area","West Germany","1688","0.145591052836325","0.140068831242564","0.151113274430086","1"
"Yes","2015","Rural Area","West Germany","634","0.140644429265929","0.131649131691051","0.149639726840807","1"
"Yes","2015","Rural Area","East Germany","426","0.149771906163716","0.137787716507758","0.161756095819674","1"
"No","2016","Rural Area","East Germany","2789","0.850290949823909","0.837923374083744","0.862658525564075","2"
"No","2016","Urban Area","West Germany","12524","0.856137925856348","0.850347655607905","0.861928196104791","2"
"No","2016","Urban Area","East Germany","1645","0.881023417537914","0.866286125248581","0.895760709827248","2"
"No","2016","Rural Area","West Germany","4589","0.860127162387579","0.850684259774773","0.869570065000385","2"
"Yes","2016","Urban Area","East Germany","209","0.118976582462086","0.104239290172752","0.133713874751419","1"
"Yes","2016","Rural Area","East Germany","408","0.149709050176091","0.137341474435925","0.162076625916256","1"
"Yes","2016","Urban Area","West Germany","1588","0.143862074143652","0.138071803895209","0.149652344392096","1"
"Yes","2016","Rural Area","West Germany","594","0.139872837612421","0.130429934999615","0.149315740225227","1"
"No","2017","Rural Area","East Germany","3215","0.860774970318668","0.849574957144967","0.871974983492369","2"
"No","2017","Urban Area","West Germany","13547","0.859845049640992","0.854340046326952","0.865350052955032","2"
"No","2017","Urban Area","East Germany","1734","0.873758086104386","0.85905469720487","0.888461475003901","2"
"No","2017","Rural Area","West Germany","5072","0.854641393269827","0.84553359838254","0.863749188157114","2"
"Yes","2017","Urban Area","East Germany","226","0.126241913895615","0.111538524996099","0.14094530279513","1"
"Yes","2017","Rural Area","East Germany","455","0.139225029681332","0.128025016507631","0.150425042855033","1"
"Yes","2017","Urban Area","West Germany","1729","0.140154950359008","0.134649947044968","0.145659953673048","1"
"Yes","2017","Rural Area","West Germany","681","0.145358606730173","0.136250811842886","0.15446640161746","1"
"No","2018","Urban Area","West Germany","13024","0.863467065111241","0.857930684389552","0.869003445832929","2"
"No","2018","Urban Area","East Germany","1687","0.854926223434147","0.839218410094528","0.870634036773767","2"
"No","2018","Rural Area","West Germany","4760","0.848431578887771","0.838910142665149","0.857953015110393","2"
"No","2018","Rural Area","East Germany","3115","0.860783927999943","0.849439557974893","0.872128298024993","2"
"Yes","2018","Urban Area","East Germany","244","0.145073776565853","0.129365963226233","0.160781589905472","1"
"Yes","2018","Rural Area","East Germany","462","0.139216072000057","0.127871701975007","0.150560442025107","1"
"Yes","2018","Urban Area","West Germany","1751","0.136532934888759","0.130996554167071","0.142069315610447","1"
"Yes","2018","Rural Area","West Germany","689","0.151568421112229","0.142046984889607","0.161089857334851","1"
"No","2019","Urban Area","West Germany","12351","0.868164500835633","0.862539528588385","0.873789473082881","2"
"No","2019","Urban Area","East Germany","1341","0.868674768625176","0.851734072067174","0.885615465183178","2"
"No","2019","Rural Area","West Germany","4624","0.845060204564196","0.835289872910513","0.854830536217878","2"
"No","2019","Rural Area","East Germany","3131","0.85597045691476","0.844479992503313","0.867460921326207","2"
"Yes","2019","Urban Area","East Germany","186","0.131325231374824","0.114384534816822","0.148265927932826","1"
"Yes","2019","Rural Area","East Germany","456","0.14402954308524","0.132539078673793","0.155520007496687","1"
"Yes","2019","Urban Area","West Germany","1545","0.131835499164367","0.126210526917119","0.137460471411615","1"
"Yes","2019","Rural Area","West Germany","645","0.154939795435804","0.145169463782122","0.164710127089487","1"
