"ple0040","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","1988","no degree/no degree yet","West Germany","72","0.0893388870879656","0.0707863276493481","0.107891446526583"
"Yes","1988","no degree/no degree yet","East Germany","","","",""
"No","1988","lower secondary degree","West Germany","4215","0.839717945590413","0.829412139333842","0.850023751846984"
"No","1988","lower secondary degree","East Germany","","","",""
"No","1988","secondary school degree","West Germany","1628","0.902210951103691","0.888338041025392","0.916083861181989"
"No","1988","secondary school degree","East Germany","","","",""
"No","1988","college entrance qualification","West Germany","1086","0.907953724204469","0.891424056399835","0.924483392009103"
"No","1988","college entrance qualification","East Germany","","","",""
"No","1988","Other degree","West Germany","979","0.880714896261424","0.861294102358485","0.900135690164362"
"No","1988","Other degree","East Germany","","","",""
"No","1988","no degree/no degree yet","West Germany","836","0.910661112912034","0.892108553473417","0.929213672350652"
"No","1988","no degree/no degree yet","East Germany","","","",""
"Yes","1989","lower secondary degree","West Germany","649","0.170383361125765","0.159574813293818","0.181191908957713"
"Yes","1989","lower secondary degree","East Germany","","","",""
"Yes","1989","secondary school degree","West Germany","126","0.0978282675425758","0.0837309862186525","0.111925548866499"
"Yes","1989","secondary school degree","East Germany","","","",""
"Yes","1989","college entrance qualification","West Germany","90","0.0906510020502735","0.0744064002957285","0.106895603804819"
"Yes","1989","college entrance qualification","East Germany","","","",""
"Yes","1989","Other degree","West Germany","77","0.101252515661928","0.0828209529328793","0.119684078390977"
"Yes","1989","Other degree","East Germany","","","",""
"Yes","1989","no degree/no degree yet","West Germany","77","0.0994855253318587","0.0797657595017919","0.119205291161925"
"Yes","1989","no degree/no degree yet","East Germany","","","",""
"No","1989","lower secondary degree","West Germany","3999","0.829616638874235","0.818808091042287","0.840425186706182"
"No","1989","lower secondary degree","East Germany","","","",""
"No","1989","secondary school degree","West Germany","1580","0.902171732457424","0.888074451133501","0.916269013781348"
"No","1989","secondary school degree","East Germany","","","",""
"No","1989","college entrance qualification","West Germany","1110","0.909348997949726","0.893104396195181","0.925593599704271"
"No","1989","college entrance qualification","East Germany","","","",""
"No","1989","Other degree","West Germany","952","0.898747484338072","0.880315921609023","0.917179047067121"
"No","1989","Other degree","East Germany","","","",""
"No","1989","no degree/no degree yet","West Germany","808","0.900514474668141","0.880794708838074","0.920234240498208"
"No","1989","no degree/no degree yet","East Germany","","","",""
"Yes","1990","lower secondary degree","West Germany","","","",""
"Yes","1990","lower secondary degree","East Germany","","","",""
"Yes","1990","secondary school degree","West Germany","","","",""
"Yes","1990","secondary school degree","East Germany","","","",""
"Yes","1990","college entrance qualification","West Germany","","","",""
"Yes","1990","college entrance qualification","East Germany","","","",""
"Yes","1990","Other degree","West Germany","","","",""
"Yes","1990","Other degree","East Germany","","","",""
"Yes","1990","no degree/no degree yet","West Germany","","","",""
"Yes","1990","no degree/no degree yet","East Germany","","","",""
"No","1990","lower secondary degree","West Germany","","","",""
"No","1990","lower secondary degree","East Germany","","","",""
"No","1990","secondary school degree","West Germany","","","",""
"No","1990","secondary school degree","East Germany","","","",""
"No","1990","college entrance qualification","West Germany","","","",""
"No","1990","college entrance qualification","East Germany","","","",""
"No","1990","Other degree","West Germany","","","",""
"No","1990","Other degree","East Germany","","","",""
"No","1990","no degree/no degree yet","West Germany","","","",""
"No","1990","no degree/no degree yet","East Germany","","","",""
"Yes","1991","lower secondary degree","West Germany","646","0.178235439677365","0.166982119663439","0.189488759691291"
"Yes","1991","lower secondary degree","East Germany","","","",""
"Yes","1991","secondary school degree","West Germany","129","0.100503171845701","0.0861978750693277","0.114808468622073"
"Yes","1991","secondary school degree","East Germany","","","",""
"Yes","1991","college entrance qualification","West Germany","93","0.0911664825340328","0.0751387456294281","0.107194219438637"
"Yes","1991","college entrance qualification","East Germany","","","",""
"Yes","1991","Other degree","West Germany","88","0.112059935451269","0.0924006850081822","0.131719185894355"
"Yes","1991","Other degree","East Germany","","","",""
"Yes","1991","no degree/no degree yet","West Germany","83","0.111865800745761","0.0903181391211675","0.133413462370354"
"Yes","1991","no degree/no degree yet","East Germany","","","",""
"No","1991","lower secondary degree","West Germany","3797","0.821764560322635","0.810511240308709","0.833017880336561"
"No","1991","lower secondary degree","East Germany","","","",""
"No","1991","secondary school degree","West Germany","1568","0.899496828154299","0.885191531377926","0.913802124930672"
"No","1991","secondary school degree","East Germany","","","",""
"No","1991","college entrance qualification","West Germany","1146","0.908833517465967","0.892805780561363","0.924861254370572"
"No","1991","college entrance qualification","East Germany","","","",""
"No","1991","Other degree","West Germany","901","0.887940064548731","0.868280814105645","0.907599314991818"
"No","1991","Other degree","East Germany","","","",""
"No","1991","no degree/no degree yet","West Germany","739","0.888134199254239","0.866586537629646","0.909681860878832"
"No","1991","no degree/no degree yet","East Germany","","","",""
"Yes","1992","lower secondary degree","West Germany","645","0.18471647394712","0.173133612450669","0.196299335443571"
"Yes","1992","lower secondary degree","East Germany","180","0.130929266656788","0.113661863219264","0.148196670094312"
"Yes","1992","secondary school degree","West Germany","143","0.10449854047021","0.090120935025414","0.118876145915006"
"Yes","1992","secondary school degree","East Germany","84","0.0543732006002456","0.0440236863350494","0.0647227148654419"
"Yes","1992","college entrance qualification","West Germany","93","0.094592454224987","0.0784142335970963","0.110770674852878"
"Yes","1992","college entrance qualification","East Germany","24","","",""
"Yes","1992","Other degree","West Germany","103","0.136859800889964","0.114876448655765","0.158843153124163"
"Yes","1992","Other degree","East Germany","6","","",""
"Yes","1992","no degree/no degree yet","West Germany","85","0.12329015763396","0.100422062786361","0.146158252481559"
"Yes","1992","no degree/no degree yet","East Germany","4","","",""
"No","1992","lower secondary degree","West Germany","3667","0.81528352605288","0.803700664556429","0.826866387549331"
"No","1992","lower secondary degree","East Germany","1286","0.869070733343212","0.851803329905688","0.886338136780736"
"No","1992","secondary school degree","West Germany","1596","0.89550145952979","0.881123854084994","0.909879064974586"
"No","1992","secondary school degree","East Germany","1760","0.945626799399754","0.935277285134558","0.955976313664951"
"No","1992","college entrance qualification","West Germany","1164","0.905407545775013","0.889229325147122","0.921585766402904"
"No","1992","college entrance qualification","East Germany","457","0.942446967012892","0.921633802303455","0.963260131722329"
"No","1992","Other degree","West Germany","836","0.863140199110036","0.841156846875837","0.885123551344235"
"No","1992","Other degree","East Germany","41","0.870832433374293","0.774949083435408","0.966715783313178"
"No","1992","no degree/no degree yet","West Germany","709","0.87670984236604","0.853841747518441","0.899577937213639"
"No","1992","no degree/no degree yet","East Germany","56","0.851065856900306","0.760981126065781","0.941150587734832"
"Yes","1993","lower secondary degree","West Germany","","","",""
"Yes","1993","lower secondary degree","East Germany","","","",""
"Yes","1993","secondary school degree","West Germany","","","",""
"Yes","1993","secondary school degree","East Germany","","","",""
"Yes","1993","college entrance qualification","West Germany","","","",""
"Yes","1993","college entrance qualification","East Germany","","","",""
"Yes","1993","Other degree","West Germany","","","",""
"Yes","1993","Other degree","East Germany","","","",""
"Yes","1993","no degree/no degree yet","West Germany","","","",""
"Yes","1993","no degree/no degree yet","East Germany","","","",""
"No","1993","lower secondary degree","West Germany","","","",""
"No","1993","lower secondary degree","East Germany","","","",""
"No","1993","secondary school degree","West Germany","","","",""
"No","1993","secondary school degree","East Germany","","","",""
"No","1993","college entrance qualification","West Germany","","","",""
"No","1993","college entrance qualification","East Germany","","","",""
"No","1993","Other degree","West Germany","","","",""
"No","1993","Other degree","East Germany","","","",""
"No","1993","no degree/no degree yet","West Germany","","","",""
"No","1993","no degree/no degree yet","East Germany","","","",""
"Yes","1994","lower secondary degree","West Germany","621","0.183472691256339","0.171600538555369","0.195344843957308"
"Yes","1994","lower secondary degree","East Germany","157","0.125373904706468","0.107755241306354","0.142992568106583"
"Yes","1994","secondary school degree","West Germany","130","0.101959099668327","0.0878262588549995","0.116091940481655"
"Yes","1994","secondary school degree","East Germany","81","0.0561378644653721","0.045328348643404","0.0669473802873402"
"Yes","1994","college entrance qualification","West Germany","88","0.0932528835339792","0.0775660476889996","0.108939719378959"
"Yes","1994","college entrance qualification","East Germany","19","","",""
"Yes","1994","Other degree","West Germany","107","0.14247433259138","0.119086158019046","0.165862507163715"
"Yes","1994","Other degree","East Germany","5","","",""
"Yes","1994","no degree/no degree yet","West Germany","69","0.0956942381271352","0.0744417526820805","0.11694672357219"
"Yes","1994","no degree/no degree yet","East Germany","1","","",""
"No","1994","lower secondary degree","West Germany","3462","0.816527308743661","0.804655156042692","0.828399461444631"
"No","1994","lower secondary degree","East Germany","1200","0.874626095293532","0.857007431893417","0.892244758693646"
"No","1994","secondary school degree","West Germany","1631","0.898040900331672","0.883908059518345","0.912173741145"
"No","1994","secondary school degree","East Germany","1661","0.943862135534628","0.93305261971266","0.954671651356596"
"No","1994","college entrance qualification","West Germany","1232","0.906747116466021","0.891060280621041","0.922433952311001"
"No","1994","college entrance qualification","East Germany","476","0.947796319881587","0.928200945718469","0.967391694044704"
"No","1994","Other degree","West Germany","751","0.857525667408619","0.834137492836285","0.880913841980954"
"No","1994","Other degree","East Germany","29","","",""
"No","1994","no degree/no degree yet","West Germany","667","0.904305761872865","0.88305327642781","0.925558247317919"
"No","1994","no degree/no degree yet","East Germany","84","0.973420212642834","0.939225059014453","1.00761536627121"
"Yes","1995","lower secondary degree","West Germany","648","0.198871617204395","0.186578612684044","0.211164621724746"
"Yes","1995","lower secondary degree","East Germany","159","0.13134151669246","0.112951965233456","0.149731068151464"
"Yes","1995","secondary school degree","West Germany","140","0.108007924222941","0.0939435794167739","0.122072269029107"
"Yes","1995","secondary school degree","East Germany","85","0.0583498473032264","0.0471676661817038","0.0695320284247491"
"Yes","1995","college entrance qualification","West Germany","89","0.0916262732879368","0.0765302850364022","0.106722261539471"
"Yes","1995","college entrance qualification","East Germany","25","","",""
"Yes","1995","Other degree","West Germany","112","0.0879542784984169","0.0715059027176133","0.104402654279221"
"Yes","1995","Other degree","East Germany","6","","",""
"Yes","1995","no degree/no degree yet","West Germany","78","0.108280693081552","0.0861451720159621","0.130416214147143"
"Yes","1995","no degree/no degree yet","East Germany","","","",""
"No","1995","lower secondary degree","West Germany","3402","0.801128382795605","0.788835378275254","0.813421387315956"
"No","1995","lower secondary degree","East Germany","1137","0.86865848330754","0.850268931848536","0.887048034766544"
"No","1995","secondary school degree","West Germany","1731","0.891992075777059","0.877927730970893","0.906056420583226"
"No","1995","secondary school degree","East Germany","1603","0.941650152696774","0.930467971575251","0.952832333818296"
"No","1995","college entrance qualification","West Germany","1314","0.908373726712063","0.893277738460529","0.923469714963598"
"No","1995","college entrance qualification","East Germany","478","0.924328113034949","0.901215744098535","0.947440481971362"
"No","1995","Other degree","West Germany","1027","0.912045721501583","0.895597345720779","0.928494097282387"
"No","1995","Other degree","East Germany","27","","",""
"No","1995","no degree/no degree yet","West Germany","679","0.891719306918448","0.869583785852857","0.913854827984038"
"No","1995","no degree/no degree yet","East Germany","99","1","1","1"
"Yes","1996","lower secondary degree","West Germany","658","0.20277576317325","0.190340656706133","0.215210869640366"
"Yes","1996","lower secondary degree","East Germany","180","0.156764379237153","0.136657186682839","0.176871571791467"
"Yes","1996","secondary school degree","West Germany","137","0.102464669767038","0.0887999611972693","0.116129378336806"
"Yes","1996","secondary school degree","East Germany","88","0.0595681993078646","0.0482905444094833","0.070845854206246"
"Yes","1996","college entrance qualification","West Germany","86","0.084139424010862","0.0695774640824058","0.0987013839393181"
"Yes","1996","college entrance qualification","East Germany","23","","",""
"Yes","1996","Other degree","West Germany","111","0.0996739889674608","0.0816487422678666","0.117699235667055"
"Yes","1996","Other degree","East Germany","4","","",""
"Yes","1996","no degree/no degree yet","West Germany","73","0.117770789045369","0.094291317554284","0.141250260536454"
"Yes","1996","no degree/no degree yet","East Germany","","","",""
"No","1996","lower secondary degree","West Germany","3358","0.79722423682675","0.784789130359634","0.809659343293867"
"No","1996","lower secondary degree","East Germany","1076","0.843235620762847","0.823128428208533","0.863342813317161"
"No","1996","secondary school degree","West Germany","1755","0.897535330232962","0.883870621663194","0.911200038802731"
"No","1996","secondary school degree","East Germany","1604","0.940431800692135","0.929154145793754","0.951709455590517"
"No","1996","college entrance qualification","West Germany","1310","0.915860575989138","0.901298616060682","0.930422535917594"
"No","1996","college entrance qualification","East Germany","498","0.937113827345957","0.916268775278571","0.957958879413344"
"No","1996","Other degree","West Germany","950","0.900326011032539","0.882300764332945","0.918351257732134"
"No","1996","Other degree","East Germany","32","0.913641245906156","0.821884527428918","1.00539796438339"
"No","1996","no degree/no degree yet","West Germany","651","0.882229210954631","0.858749739463546","0.905708682445716"
"No","1996","no degree/no degree yet","East Germany","105","1","1","1"
"Yes","1997","lower secondary degree","West Germany","651","0.209735168081869","0.196946425488538","0.2225239106752"
"Yes","1997","lower secondary degree","East Germany","174","0.148134967169048","0.128322945199461","0.167946989138636"
"Yes","1997","secondary school degree","West Germany","132","0.0978333684020889","0.084411123315395","0.111255613488783"
"Yes","1997","secondary school degree","East Germany","94","0.0652216376467747","0.053314887382397","0.0771283879111524"
"Yes","1997","college entrance qualification","West Germany","79","0.0744972233121988","0.060772160626949","0.0882222859974486"
"Yes","1997","college entrance qualification","East Germany","26","","",""
"Yes","1997","Other degree","West Germany","110","0.1195918546309","0.0993485066275065","0.139835202634293"
"Yes","1997","Other degree","East Germany","4","","",""
"Yes","1997","no degree/no degree yet","West Germany","75","0.117188013264143","0.093343678550261","0.141032347978025"
"Yes","1997","no degree/no degree yet","East Germany","","","",""
"No","1997","lower secondary degree","West Germany","3242","0.790264831918131","0.7774760893248","0.803053574511462"
"No","1997","lower secondary degree","East Germany","1061","0.851865032830952","0.832053010861364","0.87167705480054"
"No","1997","secondary school degree","West Germany","1750","0.902166631597911","0.888744386511217","0.915588876684605"
"No","1997","secondary school degree","East Germany","1558","0.934778362353225","0.922871612088848","0.946685112617603"
"No","1997","college entrance qualification","West Germany","1327","0.925502776687801","0.911777714002551","0.939227839373051"
"No","1997","college entrance qualification","East Germany","505","0.935328710978727","0.914409816847195","0.95624760511026"
"No","1997","Other degree","West Germany","877","0.8804081453691","0.860164797365707","0.900651493372494"
"No","1997","Other degree","East Germany","29","","",""
"No","1997","no degree/no degree yet","West Germany","624","0.882811986735857","0.858967652021975","0.906656321449739"
"No","1997","no degree/no degree yet","East Germany","119","1","1","1"
"Yes","1998","lower secondary degree","West Germany","743","0.209558260894539","0.197404867131572","0.221711654657506"
"Yes","1998","lower secondary degree","East Germany","178","0.147617708153463","0.128124156467406","0.16711125983952"
"Yes","1998","secondary school degree","West Germany","139","0.0905788988689607","0.0783152062943724","0.102842591443549"
"Yes","1998","secondary school degree","East Germany","106","0.0661409832012791","0.0545234308782534","0.0777585355243048"
"Yes","1998","college entrance qualification","West Germany","104","0.078197416559542","0.0653129859472251","0.0910818471718589"
"Yes","1998","college entrance qualification","East Germany","32","0.0683260368084433","0.0470851060891909","0.0895669675276957"
"Yes","1998","Other degree","West Germany","107","0.113619644073263","0.09351349511853","0.133725793027996"
"Yes","1998","Other degree","East Germany","6","","",""
"Yes","1998","no degree/no degree yet","West Germany","80","0.136035321410906","0.110436951097639","0.161633691724172"
"Yes","1998","no degree/no degree yet","East Germany","1","","",""
"No","1998","lower secondary degree","West Germany","3565","0.790441739105461","0.778288345342494","0.802595132868428"
"No","1998","lower secondary degree","East Germany","1094","0.852382291846537","0.83288874016048","0.871875843532594"
"No","1998","secondary school degree","West Germany","1965","0.909421101131039","0.897157408556451","0.921684793705628"
"No","1998","secondary school degree","East Germany","1652","0.933859016798721","0.922241464475695","0.945476569121747"
"No","1998","college entrance qualification","West Germany","1564","0.921802583440458","0.908918152828141","0.934687014052775"
"No","1998","college entrance qualification","East Germany","510","0.931673963191557","0.910433032472304","0.952914893910809"
"No","1998","Other degree","West Germany","850","0.886380355926737","0.866274206972004","0.90648650488147"
"No","1998","Other degree","East Germany","32","0.863642025392166","0.754532303895582","0.97275174688875"
"No","1998","no degree/no degree yet","West Germany","609","0.863964678589094","0.838366308275827","0.889563048902361"
"No","1998","no degree/no degree yet","East Germany","119","0.991656515568135","0.975381858997388","1.00793117213888"
"Yes","1999","lower secondary degree","West Germany","743","0.212900639485477","0.200599294139778","0.225201984831176"
"Yes","1999","lower secondary degree","East Germany","180","0.150759962073371","0.130971524206753","0.170548399939988"
"Yes","1999","secondary school degree","West Germany","147","0.101080838537052","0.0882098898103737","0.113951787263731"
"Yes","1999","secondary school degree","East Germany","110","0.0662736024130742","0.0546220142540757","0.0779251905720728"
"Yes","1999","college entrance qualification","West Germany","99","0.0770132859441192","0.0642224044740992","0.0898041674141391"
"Yes","1999","college entrance qualification","East Germany","32","0.0629335002437282","0.0428561644420167","0.0830108360454396"
"Yes","1999","Other degree","West Germany","101","0.124720754104344","0.103013955985835","0.146427552222852"
"Yes","1999","Other degree","East Germany","6","","",""
"Yes","1999","no degree/no degree yet","West Germany","82","0.132461431354195","0.106618815085868","0.158304047622523"
"Yes","1999","no degree/no degree yet","East Germany","1","","",""
"No","1999","lower secondary degree","West Germany","3511","0.787099360514523","0.774798015168824","0.799400705860222"
"No","1999","lower secondary degree","East Germany","1076","0.849240037926629","0.829451600060012","0.869028475793247"
"No","1999","secondary school degree","West Germany","1960","0.898919161462948","0.886048212736269","0.911790110189626"
"No","1999","secondary school degree","East Germany","1641","0.933726397586926","0.922074809427927","0.945377985745924"
"No","1999","college entrance qualification","West Germany","1570","0.922986714055881","0.910195832585861","0.935777595525901"
"No","1999","college entrance qualification","East Germany","530","0.937066499756272","0.91698916395456","0.957143835557983"
"No","1999","Other degree","West Germany","789","0.875279245895656","0.853572447777148","0.896986044014165"
"No","1999","Other degree","East Germany","35","0.86430573962129","0.759479356765039","0.969132122477541"
"No","1999","no degree/no degree yet","West Germany","579","0.867538568645805","0.841695952377477","0.893381184914132"
"No","1999","no degree/no degree yet","East Germany","116","0.992543213081559","0.976954662420901","1.00813176374222"
"Yes","2000","lower secondary degree","West Germany","1344","0.182924842975292","0.17448787635905","0.191361809591534"
"Yes","2000","lower secondary degree","East Germany","307","0.167882536582177","0.151009723584102","0.184755349580253"
"Yes","2000","secondary school degree","West Germany","305","0.0881855056139933","0.0797050661697536","0.0966659450582329"
"Yes","2000","secondary school degree","East Germany","168","0.0676896263795836","0.0581875774428122","0.0771916753163549"
"Yes","2000","college entrance qualification","West Germany","235","0.0769979527782864","0.0684068909089137","0.0855890146476591"
"Yes","2000","college entrance qualification","East Germany","47","0.0499791555250776","0.0367359705418117","0.0632223405083435"
"Yes","2000","Other degree","West Germany","145","0.0938987969304184","0.078916245712038","0.108881348148799"
"Yes","2000","Other degree","East Germany","15","","",""
"Yes","2000","no degree/no degree yet","West Germany","69","0.105068113228744","0.0832673472583257","0.126868879199162"
"Yes","2000","no degree/no degree yet","East Germany","1","","",""
"No","2000","lower secondary degree","West Germany","6722","0.817075157024708","0.808638190408466","0.82551212364095"
"No","2000","lower secondary degree","East Germany","1578","0.832117463417823","0.815244650419747","0.848990276415898"
"No","2000","secondary school degree","West Germany","3990","0.911814494386007","0.903334054941767","0.920294933830246"
"No","2000","secondary school degree","East Germany","2517","0.932310373620416","0.922808324683645","0.941812422557188"
"No","2000","college entrance qualification","West Germany","3464","0.923002047221714","0.914410985352341","0.931593109091086"
"No","2000","college entrance qualification","East Germany","993","0.950020844474922","0.936777659491656","0.963264029458188"
"No","2000","Other degree","West Germany","1311","0.906101203069582","0.891118651851201","0.921083754287962"
"No","2000","Other degree","East Germany","68","0.809161863733189","0.724622430652998","0.893701296813381"
"No","2000","no degree/no degree yet","West Germany","691","0.894931886771256","0.873131120800838","0.916732652741674"
"No","2000","no degree/no degree yet","East Germany","161","0.991457973376814","0.977286722093966","1.00562922465966"
"Yes","2001","lower secondary degree","West Germany","1175","0.183372842511362","0.17432762614402","0.192418058878704"
"Yes","2001","lower secondary degree","East Germany","257","0.151972471274172","0.134967196685006","0.168977745863338"
"Yes","2001","secondary school degree","West Germany","292","0.0932184816343863","0.0841551676397991","0.102281795628974"
"Yes","2001","secondary school degree","East Germany","174","0.0800251295575145","0.0693376832455077","0.0907125758695213"
"Yes","2001","college entrance qualification","West Germany","238","0.0835386591386832","0.0743003757674732","0.0927769425098932"
"Yes","2001","college entrance qualification","East Germany","54","0.0609175480938347","0.0461155380508575","0.0757195581368118"
"Yes","2001","Other degree","West Germany","143","0.109879890755028","0.0929573881641345","0.126802393345922"
"Yes","2001","Other degree","East Germany","11","","",""
"Yes","2001","no degree/no degree yet","West Germany","52","0.0895773521170264","0.0683460649023301","0.110808639331723"
"Yes","2001","no degree/no degree yet","East Germany","2","","",""
"No","2001","lower secondary degree","West Germany","5856","0.816627157488638","0.807581941121296","0.82567237385598"
"No","2001","lower secondary degree","East Germany","1455","0.848027528725828","0.831022254136662","0.865032803314994"
"No","2001","secondary school degree","West Germany","3661","0.906781518365614","0.897718204371026","0.915844832360201"
"No","2001","secondary school degree","East Germany","2302","0.919974870442486","0.909287424130479","0.930662316754492"
"No","2001","college entrance qualification","West Germany","3208","0.916461340861317","0.907223057490107","0.925699624232527"
"No","2001","college entrance qualification","East Germany","949","0.939082451906165","0.924280441863188","0.953884461949142"
"No","2001","Other degree","West Germany","1169","0.890120109244972","0.873197606654078","0.907042611835866"
"No","2001","Other degree","East Germany","42","0.744857841884296","0.627493014123031","0.862222669645562"
"No","2001","no degree/no degree yet","West Germany","643","0.910422647882974","0.889191360668277","0.93165393509767"
"No","2001","no degree/no degree yet","East Germany","174","0.984249616511683","0.965855033363736","1.00264419965963"
"Yes","2002","lower secondary degree","West Germany","1206","0.195351132955396","0.185869752229213","0.204832513681578"
"Yes","2002","lower secondary degree","East Germany","292","0.193677385817565","0.174392157505952","0.212962614129178"
