"ple0040","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","1984","lower secondary degree","West Germany","770","0.144270024666629","0.135448304210648","0.15309174512261"
"Yes","1984","lower secondary degree","East Germany","","","",""
"Yes","1984","secondary school degree","West Germany","143","0.0886605633649623","0.0760441441660464","0.101276982563878"
"Yes","1984","secondary school degree","East Germany","","","",""
"Yes","1984","college entrance qualification","West Germany","102","0.090877382346011","0.0751860157786234","0.106568748913399"
"Yes","1984","college entrance qualification","East Germany","","","",""
"Yes","1984","Other degree","West Germany","70","0.0825484829563542","0.0683493758477815","0.0967475900649269"
"Yes","1984","Other degree","East Germany","","","",""
"Yes","1984","no degree/no degree yet","West Germany","71","0.06231287103945","0.0491475617899839","0.0754781802889162"
"Yes","1984","no degree/no degree yet","East Germany","","","",""
"No","1984","lower secondary degree","West Germany","5324","0.855729975333371","0.84690825487739","0.864551695789352"
"No","1984","lower secondary degree","East Germany","","","",""
"No","1984","secondary school degree","West Germany","1807","0.911339436635038","0.898723017436122","0.923955855833954"
"No","1984","secondary school degree","East Germany","","","",""
"No","1984","college entrance qualification","West Germany","1187","0.909122617653989","0.893431251086601","0.924813984221377"
"No","1984","college entrance qualification","East Germany","","","",""
"No","1984","Other degree","West Germany","1373","0.917451517043646","0.903252409935073","0.931650624152218"
"No","1984","Other degree","East Germany","","","",""
"No","1984","no degree/no degree yet","West Germany","1224","0.93768712896055","0.924521819711084","0.950852438210016"
"No","1984","no degree/no degree yet","East Germany","","","",""
"Yes","1985","lower secondary degree","West Germany","670","0.141747853382184","0.132474133610179","0.151021573154188"
"Yes","1985","lower secondary degree","East Germany","","","",""
"Yes","1985","secondary school degree","West Germany","140","0.0902063756902804","0.0772325139958312","0.10318023738473"
"Yes","1985","secondary school degree","East Germany","","","",""
"Yes","1985","college entrance qualification","West Germany","94","0.0891331314600675","0.0732030064227518","0.105063256497383"
"Yes","1985","college entrance qualification","East Germany","","","",""
"Yes","1985","Other degree","West Germany","57","0.0774058753444263","0.0624103915757091","0.0924013591131434"
"Yes","1985","Other degree","East Germany","","","",""
"Yes","1985","no degree/no degree yet","West Germany","65","0.0819572569498241","0.0657030947887038","0.0982114191109444"
"Yes","1985","no degree/no degree yet","East Germany","","","",""
"No","1985","lower secondary degree","West Germany","4764","0.858252146617816","0.848978426845811","0.867525866389821"
"No","1985","lower secondary degree","East Germany","","","",""
"No","1985","secondary school degree","West Germany","1733","0.90979362430972","0.89681976261527","0.922767486004169"
"No","1985","secondary school degree","East Germany","","","",""
"No","1985","college entrance qualification","West Germany","1135","0.910866868539933","0.894936743502617","0.926796993577248"
"No","1985","college entrance qualification","East Germany","","","",""
"No","1985","Other degree","West Germany","1163","0.922594124655574","0.907598640886856","0.937589608424291"
"No","1985","Other degree","East Germany","","","",""
"No","1985","no degree/no degree yet","West Germany","1029","0.918042743050176","0.901788580889056","0.934296905211296"
"No","1985","no degree/no degree yet","East Germany","","","",""
"Yes","1986","lower secondary degree","West Germany","3","","",""
"Yes","1986","lower secondary degree","East Germany","","","",""
"Yes","1986","secondary school degree","West Germany","2","","",""
"Yes","1986","secondary school degree","East Germany","","","",""
"Yes","1986","college entrance qualification","West Germany","","","",""
"Yes","1986","college entrance qualification","East Germany","","","",""
"Yes","1986","Other degree","West Germany","","","",""
"Yes","1986","Other degree","East Germany","","","",""
"Yes","1986","no degree/no degree yet","West Germany","3","","",""
"Yes","1986","no degree/no degree yet","East Germany","","","",""
"No","1986","lower secondary degree","West Germany","199","0.989283131963464","0.975083841285774","1.00348242264115"
"No","1986","lower secondary degree","East Germany","","","",""
"No","1986","secondary school degree","West Germany","90","0.982018883526537","0.954865595650989","1.00917217140208"
"No","1986","secondary school degree","East Germany","","","",""
"No","1986","college entrance qualification","West Germany","34","1","1","1"
"No","1986","college entrance qualification","East Germany","","","",""
"No","1986","Other degree","West Germany","22","","",""
"No","1986","Other degree","East Germany","","","",""
"No","1986","no degree/no degree yet","West Germany","122","0.97676143722605","0.950350003964084","1.00317287048802"
"No","1986","no degree/no degree yet","East Germany","","","",""
"Yes","1987","lower secondary degree","West Germany","612","0.142195368012765","0.132594180437146","0.151796555588385"
"Yes","1987","lower secondary degree","East Germany","","","",""
"Yes","1987","secondary school degree","West Germany","136","0.0928495942860948","0.0795417266649698","0.10615746190722"
"Yes","1987","secondary school degree","East Germany","","","",""
"Yes","1987","college entrance qualification","West Germany","91","0.0848487229734973","0.0692823237372221","0.100415122209773"
"Yes","1987","college entrance qualification","East Germany","","","",""
"Yes","1987","Other degree","West Germany","68","0.0915651434377719","0.0748304695456073","0.108299817329936"
"Yes","1987","Other degree","East Germany","","","",""
"Yes","1987","no degree/no degree yet","West Germany","73","0.0925372532150171","0.0745676680363475","0.110506838393687"
"Yes","1987","no degree/no degree yet","East Germany","","","",""
"No","1987","lower secondary degree","West Germany","4471","0.857804631987235","0.848203444411615","0.867405819562854"
"No","1987","lower secondary degree","East Germany","","","",""
"No","1987","secondary school degree","West Germany","1691","0.907150405713905","0.89384253809278","0.92045827333503"
"No","1987","secondary school degree","East Germany","","","",""
"No","1987","college entrance qualification","West Germany","1140","0.915151277026503","0.899584877790227","0.930717676262778"
"No","1987","college entrance qualification","East Germany","","","",""
"No","1987","Other degree","West Germany","1073","0.908434856562228","0.891700182670063","0.925169530454393"
"No","1987","Other degree","East Germany","","","",""
"No","1987","no degree/no degree yet","West Germany","926","0.907462746784983","0.889493161606313","0.925432331963653"
"No","1987","no degree/no degree yet","East Germany","","","",""
"Yes","1988","lower secondary degree","West Germany","653","0.160282054409587","0.149976248153016","0.170587860666158"
"Yes","1988","lower secondary degree","East Germany","","","",""
"Yes","1988","secondary school degree","West Germany","133","0.0977890488963093","0.0839161388180107","0.111661958974608"
"Yes","1988","secondary school degree","East Germany","","","",""
"Yes","1988","college entrance qualification","West Germany","89","0.092046275795531","0.0755166079908973","0.108575943600165"
"Yes","1988","college entrance qualification","East Germany","","","",""
"Yes","1988","Other degree","West Germany","91","0.119285103738576","0.0998643098356377","0.138705897641515"
"Yes","1988","Other degree","East Germany","","","",""
