"ple0040","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1985","16-34 y.","Urban Area","3267","0.9762300679568","0.971060071661818","0.981400064251783","2"
"No","1985","16-34 y.","Rural Area","805","0.968349378625588","0.956417673945381","0.980281083305795","2"
"No","1985","35-65 y.","Urban Area","3999","0.838139531368985","0.827466664282819","0.848812398455151","2"
"No","1985","35-65 y.","Rural Area","1031","0.863333987806037","0.843592589360648","0.883075386251425","2"
"No","1985","66 and older","Urban Area","630","0.782808724301169","0.754569344343818","0.811048104258519","2"
"No","1985","66 and older","Rural Area","231","0.842616995790562","0.799886295304423","0.8853476962767","2"
"Yes","1985","16-34 y.","Urban Area","68","0.0237699320432","0.0185999357482175","0.0289399283381825","1"
"Yes","1985","16-34 y.","Rural Area","22","","","","1"
"Yes","1985","35-65 y.","Urban Area","576","0.161860468631015","0.151187601544849","0.172533335717181","1"
"Yes","1985","35-65 y.","Rural Area","132","0.136666012193963","0.116924613748575","0.156407410639352","1"
"Yes","1985","66 and older","Urban Area","189","0.217191275698831","0.188951895741481","0.245430655656182","1"
"Yes","1985","66 and older","Rural Area","48","0.157383004209438","0.1146523037233","0.200113704695577","1"
"No","1986","16-34 y.","Rural Area","66","0.983894959287253","0.953753382271624","1.01403653630288","2"
"No","1986","16-34 y.","Urban Area","353","0.993289954626661","0.984809408080405","1.00177050117292","2"
"No","1986","35-65 y.","Rural Area","11","","","","2"
"No","1986","35-65 y.","Urban Area","33","0.932792466544343","0.849842624707227","1.01574230838146","2"
"No","1986","66 and older","Urban Area","3","","","","2"
"No","1986","66 and older","Rural Area","3","","","","2"
"Yes","1986","16-34 y.","Urban Area","3","","","","1"
"Yes","1986","16-34 y.","Rural Area","1","","","","1"
"Yes","1986","35-65 y.","Urban Area","2","","","","1"
"Yes","1986","35-65 y.","Rural Area","","","","","1"
"Yes","1986","66 and older","Urban Area","","","","","1"
"Yes","1986","66 and older","Rural Area","2","","","","1"
"No","1987","16-34 y.","Urban Area","3137","0.976884207779522","0.971686595572534","0.98208181998651","2"
"No","1987","16-34 y.","Rural Area","791","0.971014411229426","0.959482355853082","0.982546466605771","2"
"No","1987","35-65 y.","Rural Area","963","0.876541738014714","0.856876906102104","0.896206569927324","2"
"No","1987","35-65 y.","Urban Area","3746","0.848441533909221","0.837687178965324","0.859195888853117","2"
"No","1987","66 and older","Urban Area","616","0.762819349027313","0.733616867005706","0.792021831048919","2"
"No","1987","66 and older","Rural Area","204","0.799682949192652","0.75112663485743","0.848239263527874","2"
"Yes","1987","16-34 y.","Urban Area","74","0.0231157922204784","0.0179181800134904","0.0283134044274663","1"
"Yes","1987","16-34 y.","Rural Area","22","","","","1"
"Yes","1987","35-65 y.","Urban Area","525","0.151558466090779","0.140804111146883","0.162312821034676","1"
"Yes","1987","35-65 y.","Rural Area","112","0.123458261985286","0.103793430072676","0.143123093897896","1"
"Yes","1987","66 and older","Urban Area","199","0.237180650972687","0.207978168951081","0.266383132994294","1"
"Yes","1987","66 and older","Rural Area","57","0.200317050807348","0.151760736472126","0.24887336514257","1"
"No","1988","16-34 y.","Urban Area","3012","0.975391846978603","0.969931032551449","0.980852661405757","2"
"No","1988","16-34 y.","Rural Area","730","0.970035615896099","0.957842220965451","0.982229010826748","2"
"No","1988","35-65 y.","Urban Area","3528","0.839342846189928","0.828062633956367","0.850623058423489","2"
"No","1988","35-65 y.","Rural Area","908","0.874337549515955","0.853975732546653","0.894699366485256","2"
"No","1988","66 and older","Urban Area","560","0.706012057157914","0.67438274488969","0.737641369426137","2"
"No","1988","66 and older","Rural Area","184","0.777945991304907","0.725688448285049","0.830203534324764","2"
"Yes","1988","16-34 y.","Urban Area","80","0.0246081530213971","0.0191473385942432","0.0300689674485511","1"
"Yes","1988","16-34 y.","Rural Area","21","","","","1"
"Yes","1988","35-65 y.","Urban Area","543","0.160657153810072","0.149376941576511","0.171937366043633","1"
"Yes","1988","35-65 y.","Rural Area","110","0.125662450484045","0.105300633514744","0.146024267453347","1"
"Yes","1988","66 and older","Urban Area","237","0.293987942842086","0.262358630573863","0.32561725511031","1"
"Yes","1988","66 and older","Rural Area","59","0.222054008695093","0.169796465675236","0.274311551714951","1"
"No","1989","16-34 y.","Urban Area","2974","0.975827764259445","0.970372705432845","0.981282823086044","2"
"No","1989","16-34 y.","Rural Area","699","0.968381192509168","0.955590926936401","0.981171458081935","2"
"No","1989","35-65 y.","Urban Area","3421","0.846770327940289","0.835502837582415","0.858037818298162","2"
"No","1989","35-65 y.","Rural Area","833","0.844327668120752","0.821358072572792","0.867297263668712","2"
"No","1989","66 and older","Urban Area","525","0.677384740696943","0.644472504060035","0.710296977333851","2"
"No","1989","66 and older","Rural Area","176","0.759613855420156","0.705324989757123","0.813902721083189","2"
"Yes","1989","16-34 y.","Urban Area","71","0.0241722357405553","0.018717176913956","0.0296272945671546","1"
"Yes","1989","16-34 y.","Rural Area","20","","","","1"
"Yes","1989","35-65 y.","Urban Area","505","0.153229672059711","0.141962181701838","0.164497162417585","1"
"Yes","1989","35-65 y.","Rural Area","124","0.155672331879248","0.132702736331288","0.178641927427208","1"
"Yes","1989","66 and older","Urban Area","250","0.322615259303057","0.289703022666149","0.355527495939965","1"
"Yes","1989","66 and older","Rural Area","62","0.240386144579844","0.186097278916811","0.294675010242877","1"
"No","1990","16-34 y.","Urban Area","","","","","2"
"No","1990","16-34 y.","Rural Area","","","","","2"
"No","1990","35-65 y.","Urban Area","","","","","2"
"No","1990","35-65 y.","Rural Area","","","","","2"
"No","1990","66 and older","Urban Area","","","","","2"
"No","1990","66 and older","Rural Area","","","","","2"
"Yes","1990","16-34 y.","Urban Area","","","","","1"
"Yes","1990","16-34 y.","Rural Area","","","","","1"
"Yes","1990","35-65 y.","Urban Area","","","","","1"
"Yes","1990","35-65 y.","Rural Area","","","","","1"
"Yes","1990","66 and older","Urban Area","","","","","1"
"Yes","1990","66 and older","Rural Area","","","","","1"
