"ple0040","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Yes","1984","West Germany","Male","701","0.149740188781443","0.140684441633031","0.158795935929854"
"Yes","1984","West Germany","Female","466","0.0978266030737772","0.0904294282743215","0.105223777873233"
"Yes","1984","East Germany","Male","","","",""
"Yes","1984","East Germany","Female","","","",""
"No","1984","West Germany","Male","5263","0.850259811218557","0.841204064070146","0.859315558366969"
"No","1984","West Germany","Female","5730","0.902173396926223","0.894776222126767","0.909570571725678"
"No","1984","East Germany","Male","","","",""
"No","1984","East Germany","Female","","","",""
"Yes","1985","West Germany","Male","629","0.147951729582654","0.138507200831033","0.157396258334274"
"Yes","1985","West Germany","Female","406","0.0953590977742339","0.0876451151061674","0.1030730804423"
"Yes","1985","East Germany","Male","","","",""
"Yes","1985","East Germany","Female","","","",""
"No","1985","West Germany","Male","4800","0.852048270417346","0.842603741665726","0.861492799168967"
"No","1985","West Germany","Female","5163","0.904640902225766","0.896926919557699","0.912354884893833"
"No","1985","East Germany","Male","","","",""
"No","1985","East Germany","Female","","","",""
"Yes","1986","West Germany","Male","4","","",""
"Yes","1986","West Germany","Female","4","","",""
"Yes","1986","East Germany","Male","","","",""
"Yes","1986","East Germany","Female","","","",""
"No","1986","West Germany","Male","241","0.983899066750855","0.968138717113579","0.999659416388131"
"No","1986","West Germany","Female","228","0.986826977850617","0.972155721132506","1.00149823456873"
"No","1986","East Germany","Male","","","",""
"No","1986","East Germany","Female","","","",""
"Yes","1987","West Germany","Male","589","0.143978709857776","0.134414647939119","0.153542771776433"
"Yes","1987","West Germany","Female","400","0.0990264322543797","0.090961989290508","0.107090875218251"
"Yes","1987","East Germany","Male","","","",""
"Yes","1987","East Germany","Female","","","",""
"No","1987","West Germany","Male","4587","0.856021290142224","0.846457228223567","0.865585352060881"
"No","1987","West Germany","Female","4870","0.90097356774562","0.892909124781749","0.909038010709492"
"No","1987","East Germany","Male","","","",""
"No","1987","East Germany","Female","","","",""
"Yes","1988","West Germany","Male","625","0.156266331061492","0.146140748613601","0.166391913509384"
"Yes","1988","West Germany","Female","425","0.113055206899449","0.104305946274057","0.121804467524841"
"Yes","1988","East Germany","Male","","","",""
"Yes","1988","East Germany","Female","","","",""
"No","1988","West Germany","Male","4315","0.843733668938508","0.833608086490616","0.853859251386399"
"No","1988","West Germany","Female","4607","0.886944793100551","0.878195532475159","0.895694053725943"
"No","1988","East Germany","Male","","","",""
"No","1988","East Germany","Female","","","",""
"Yes","1989","West Germany","Male","605","0.161775706208394","0.151323288871131","0.172228123545657"
"Yes","1989","West Germany","Female","427","0.117024563801208","0.108016785406544","0.126032342195872"
"Yes","1989","East Germany","Male","","","",""
"Yes","1989","East Germany","Female","","","",""
"No","1989","West Germany","Male","4163","0.838224293791606","0.827771876454343","0.848676711128869"
"No","1989","West Germany","Female","4465","0.882975436198791","0.873967657804128","0.891983214593455"
"No","1989","East Germany","Male","","","",""
"No","1989","East Germany","Female","","","",""
"Yes","1990","West Germany","Male","","","",""
"Yes","1990","West Germany","Female","","","",""
"Yes","1990","East Germany","Male","","","",""
"Yes","1990","East Germany","Female","","","",""
"No","1990","West Germany","Male","","","",""
"No","1990","West Germany","Female","","","",""
"No","1990","East Germany","Male","","","",""
"No","1990","East Germany","Female","","","",""
"Yes","1991","West Germany","Male","627","0.167285260178938","0.156539255126295","0.178031265231581"
"Yes","1991","West Germany","Female","422","0.118436831967112","0.109274729852757","0.127598934081467"
"Yes","1991","East Germany","Male","","","",""
"Yes","1991","East Germany","Female","","","",""
"No","1991","West Germany","Male","4007","0.832714739821062","0.821968734768419","0.843460744873705"
"No","1991","West Germany","Female","4356","0.881563168032888","0.872401065918533","0.890725270147243"
"No","1991","East Germany","Male","","","",""
"No","1991","East Germany","Female","","","",""
"Yes","1992","West Germany","Male","632","0.169768098084184","0.158855871776899","0.180680324391468"
"Yes","1992","West Germany","Female","445","0.125144672797984","0.115714107252018","0.13457523834395"
"Yes","1992","East Germany","Male","168","0.10471990727836","0.0908346560018417","0.118605158554878"
"Yes","1992","East Germany","Female","133","0.0772870103163215","0.0657690750271549","0.0888049456054881"
"No","1992","West Germany","Male","3915","0.830231901915816","0.819319675608532","0.841144128223101"
"No","1992","West Germany","Female","4284","0.874855327202016","0.86542476165605","0.884285892747982"
"No","1992","East Germany","Male","1700","0.89528009272164","0.881394841445122","0.909165343998158"
"No","1992","East Germany","Female","1932","0.922712989683679","0.911195054394512","0.934230924972845"
"Yes","1993","West Germany","Male","","","",""
"Yes","1993","West Germany","Female","","","",""
"Yes","1993","East Germany","Male","","","",""
"Yes","1993","East Germany","Female","","","",""
"No","1993","West Germany","Male","","","",""
"No","1993","West Germany","Female","","","",""
"No","1993","East Germany","Male","","","",""
"No","1993","East Germany","Female","","","",""
"Yes","1994","West Germany","Male","588","0.15959779112746","0.148774047193111","0.17042153506181"
"Yes","1994","West Germany","Female","439","0.126764473753856","0.117200622898173","0.136328324609538"
"Yes","1994","East Germany","Male","138","0.0902451685227515","0.0769453233603294","0.103545013685174"
"Yes","1994","East Germany","Female","130","0.0829967105015317","0.0708081776926382","0.0951852433104253"
"No","1994","West Germany","Male","3810","0.84040220887254","0.82957846493819","0.851225952806889"
"No","1994","West Germany","Female","4210","0.873235526246144","0.863671675390462","0.882799377101827"
"No","1994","East Germany","Male","1645","0.909754831477249","0.896454986314826","0.923054676639671"
"No","1994","East Germany","Female","1838","0.917003289498468","0.904814756689575","0.929191822307362"
"Yes","1995","West Germany","Male","604","0.160958920422929","0.150384946422134","0.171532894423724"
"Yes","1995","West Germany","Female","481","0.136478420538666","0.126878060878951","0.146078780198382"
"Yes","1995","East Germany","Male","146","0.100941515088882","0.0867541080554166","0.115128922122348"
"Yes","1995","East Germany","Female","135","0.0869027491699323","0.0743321131233743","0.0994733852164902"
"No","1995","West Germany","Male","4036","0.839041079577071","0.828467105576276","0.849615053577866"
"No","1995","West Germany","Female","4431","0.863521579461334","0.853921219801618","0.873121939121049"
"No","1995","East Germany","Male","1586","0.899058484911118","0.884871077877652","0.913245891944583"
"No","1995","East Germany","Female","1794","0.913097250830068","0.90052661478351","0.925667886876626"
"Yes","1996","West Germany","Male","605","0.169367972311655","0.158474368954034","0.180261575669276"
"Yes","1996","West Germany","Female","476","0.128966682536647","0.119553428953354","0.13837993611994"
"Yes","1996","East Germany","Male","154","0.112455242525882","0.0976237662210985","0.127286718830665"
"Yes","1996","East Germany","Female","146","0.0893012216478319","0.0765352724554224","0.102067170840241"
"No","1996","West Germany","Male","3949","0.830632027688345","0.819738424330724","0.841525631045966"
"No","1996","West Germany","Female","4394","0.871033317463353","0.86162006388006","0.880446571046645"
"No","1996","East Germany","Male","1589","0.887544757474118","0.872713281169335","0.902376233778902"
"No","1996","East Germany","Female","1771","0.910698778352168","0.897932829159759","0.923464727544578"
"Yes","1997","West Germany","Male","598","0.173566798221371","0.16245158326252","0.184682013180221"
"Yes","1997","West Germany","Female","462","0.126282431776661","0.116828241939465","0.135736621613857"
"Yes","1997","East Germany","Male","151","0.105648963903839","0.0912141681207951","0.120083759686884"
"Yes","1997","East Germany","Female","152","0.0921013194858094","0.0790576821693183","0.105144956802301"
"No","1997","West Germany","Male","3862","0.826433201778629","0.815317986819779","0.83754841673748"
"No","1997","West Germany","Female","4280","0.873717568223339","0.864263378386143","0.883171758060535"
"No","1997","East Germany","Male","1591","0.894351036096161","0.879916240313116","0.908785831879205"
"No","1997","East Germany","Female","1736","0.907898680514191","0.894855043197699","0.920942317830682"
"Yes","1998","West Germany","Male","691","0.16565478362403","0.155347959956614","0.175961607291446"
"Yes","1998","West Germany","Female","542","0.130728576784685","0.121697219852708","0.139759933716661"
"Yes","1998","East Germany","Male","164","0.0983886623314296","0.0848677079607372","0.111909616702122"
"Yes","1998","East Germany","Female","169","0.0985649587799901","0.0854686157103424","0.111661301849638"
"No","1998","West Germany","Male","4307","0.83434521637597","0.824038392708554","0.844652040043386"
"No","1998","West Germany","Female","4810","0.869271423215315","0.860240066283339","0.878302780147292"
"No","1998","East Germany","Male","1700","0.90161133766857","0.888090383297878","0.915132292039263"
"No","1998","East Germany","Female","1821","0.90143504122001","0.888338698150362","0.914531384289658"
"Yes","1999","West Germany","Male","654","0.165463493671076","0.154956580102393","0.175970407239759"
"Yes","1999","West Germany","Female","536","0.138054717289389","0.128612327894086","0.147497106684691"
"Yes","1999","East Germany","Male","161","0.100681792261517","0.086868827025202","0.114494757497832"
"Yes","1999","East Germany","Female","173","0.0967700984777665","0.0837346983777526","0.10980549857778"
"No","1999","West Germany","Male","4151","0.834536506328924","0.824029592760241","0.845043419897607"
"No","1999","West Germany","Female","4591","0.861945282710611","0.852502893315309","0.871387672105914"
"No","1999","East Germany","Male","1662","0.899318207738483","0.885505242502168","0.913131172974798"
"No","1999","East Germany","Female","1803","0.903229901522233","0.89019450142222","0.916265301622247"
"Yes","2000","West Germany","Male","1196","0.149623060841862","0.142176314298014","0.157069807385709"
"Yes","2000","West Germany","Female","909","0.111999075700175","0.105659123863986","0.118339027536363"
"Yes","2000","East Germany","Male","270","0.107528860097722","0.0960626816108405","0.118995038584603"
"Yes","2000","East Germany","Female","270","0.0976795881560232","0.0871520994401269","0.108207076871919"
"No","2000","West Germany","Male","7618","0.850376939158138","0.842930192614291","0.857823685701986"
"No","2000","West Germany","Female","8596","0.888000924299825","0.881660972463637","0.894340876136014"
"No","2000","East Germany","Male","2534","0.892471139902278","0.881004961415397","0.903937318389159"
"No","2000","East Germany","Female","2785","0.902320411843977","0.891792923128081","0.912847900559873"
"Yes","2001","West Germany","Male","1070","0.150191966713836","0.142321392839036","0.158062540588636"
"Yes","2001","West Germany","Female","840","0.115668993474843","0.108913809195749","0.122424177753937"
"Yes","2001","East Germany","Male","243","0.104780518572144","0.0930575721159391","0.116503465028349"
"Yes","2001","East Germany","Female","257","0.101044312138697","0.0899226006140712","0.112166023663324"
"No","2001","West Germany","Male","6845","0.849808033286164","0.841937459411364","0.857678607160964"
"No","2001","West Germany","Female","7771","0.884331006525157","0.877575822246063","0.89108619080425"
"No","2001","East Germany","Male","2379","0.895219481427856","0.883496534971651","0.906942427884061"
"No","2001","East Germany","Female","2564","0.898955687861303","0.887833976336676","0.910077399385929"
"Yes","2002","West Germany","Male","1122","0.155900985060624","0.148182755283607","0.16361921483764"
"Yes","2002","West Germany","Female","901","0.124113052075197","0.117341794488767","0.130884309661626"
"Yes","2002","East Germany","Male","279","0.118923732146373","0.106557250270443","0.131290214022304"
"Yes","2002","East Germany","Female","274","0.118315772998983","0.106346170823885","0.13028537517408"
"No","2002","West Germany","Male","7364","0.844099014939376","0.83638078516236","0.851817244716393"
"No","2002","West Germany","Female","8207","0.875886947924803","0.869115690338374","0.882658205511233"
"No","2002","East Germany","Male","2353","0.881076267853626","0.868709785977696","0.893442749729557"
"No","2002","East Germany","Female","2523","0.881684227001017","0.86971462482592","0.893653829176115"
"Yes","2003","West Germany","Male","1089","0.152945527150777","0.145108538245397","0.160782516056158"
"Yes","2003","West Germany","Female","888","0.124070935432447","0.117156436333822","0.130985434531071"
"Yes","2003","East Germany","Male","272","0.118574573239673","0.106099968021568","0.131049178457778"
"Yes","2003","East Germany","Female","268","0.114199972721588","0.102344977918062","0.126054967525113"
"No","2003","West Germany","Male","7014","0.847054472849223","0.839217483943842","0.854891461754604"
"No","2003","West Germany","Female","7844","0.875929064567553","0.869014565468929","0.882843563666178"
"No","2003","East Germany","Male","2308","0.881425426760327","0.868950821542222","0.893900031978432"
"No","2003","East Germany","Female","2497","0.885800027278412","0.873945032474887","0.897655022081938"
"Yes","2004","West Germany","Male","1081","0.157240318786568","0.149212531303864","0.165268106269272"
"Yes","2004","West Germany","Female","908","0.130540412902321","0.123383438319613","0.137697387485029"
"Yes","2004","East Germany","Male","284","0.126919877057391","0.113876311954483","0.139963442160299"
"Yes","2004","East Germany","Female","266","0.116872002147977","0.104818496049994","0.12892550824596"
"No","2004","West Germany","Male","6818","0.842759681213432","0.834731893730728","0.850787468696136"
"No","2004","West Germany","Female","7604","0.869459587097679","0.862302612514971","0.876616561680387"
"No","2004","East Germany","Male","2218","0.873080122942609","0.860036557839701","0.886123688045517"
"No","2004","East Germany","Female","2463","0.883127997852023","0.87107449175404","0.895181503950006"
"Yes","2005","West Germany","Male","1067","0.153986058214313","0.145807651580767","0.162164464847859"
"Yes","2005","West Germany","Female","867","0.123440460425968","0.116310335709699","0.130570585142238"
"Yes","2005","East Germany","Male","282","0.131401366469741","0.117918912353342","0.144883820586141"
"Yes","2005","East Germany","Female","265","0.118119185626789","0.105744232704771","0.130494138548807"
"No","2005","West Germany","Male","6415","0.846013941785687","0.837835535152141","0.854192348419233"
"No","2005","West Germany","Female","7309","0.876559539574032","0.869429414857762","0.883689664290301"
"No","2005","East Germany","Male","2130","0.868598633530259","0.855116179413859","0.882081087646658"
"No","2005","East Germany","Female","2348","0.881880814373211","0.869505861451193","0.894255767295229"
"Yes","2006","West Germany","Male","1161","0.155030089888237","0.147080616598572","0.162979563177903"
"Yes","2006","West Germany","Female","979","0.129647775558717","0.122615397868605","0.136680153248828"
"Yes","2006","East Germany","Male","312","0.141179951745409","0.127606285768593","0.154753617722226"
"Yes","2006","East Germany","Female","292","0.125797444628647","0.113414348769993","0.138180540487301"
"No","2006","West Germany","Male","6802","0.844969910111763","0.837020436822097","0.852919383401428"
"No","2006","West Germany","Female","7786","0.870352224441283","0.863319846751171","0.877384602131395"
"No","2006","East Germany","Male","2216","0.85882004825459","0.845246382277774","0.872393714231407"
"No","2006","East Germany","Female","2463","0.874202555371353","0.861819459512699","0.886585651230007"
"Yes","2007","West Germany","Male","1086","0.157988074527865","0.149657739359888","0.166318409695843"
"Yes","2007","West Germany","Female","932","0.128500959781256","0.121236956826621","0.135764962735891"
"Yes","2007","East Germany","Male","294","0.131307417867232","0.117812260085039","0.144802575649424"
"Yes","2007","East Germany","Female","273","0.121464284180772","0.108912702593408","0.134015865768136"
"No","2007","West Germany","Male","6278","0.842011925472135","0.833681590304157","0.850342260640112"
"No","2007","West Germany","Female","7221","0.871499040218744","0.864235037264109","0.878763043173379"
"No","2007","East Germany","Male","2112","0.868692582132768","0.855197424350576","0.88218773991496"
"No","2007","East Germany","Female","2329","0.878535715819228","0.865984134231864","0.891087297406592"
"Yes","2008","West Germany","Male","1018","0.153327530606011","0.144841472679431","0.161813588532591"
"Yes","2008","West Germany","Female","889","0.131484801837513","0.123911231890667","0.13905837178436"
"Yes","2008","East Germany","Male","289","0.129465033471636","0.115730114551198","0.143199952392074"
"Yes","2008","East Germany","Female","247","0.121997514118733","0.109101021710536","0.134894006526929"
"No","2008","West Germany","Male","5907","0.846672469393989","0.838186411467409","0.855158527320569"
"No","2008","West Germany","Female","6759","0.868515198162487","0.86094162821564","0.876088768109333"
"No","2008","East Germany","Male","2006","0.870534966528364","0.856800047607926","0.884269885448802"
"No","2008","East Germany","Female","2227","0.878002485881267","0.865105993473071","0.890898978289464"
"Yes","2009","West Germany","Male","981","0.1555871145393","0.146720075053571","0.164454154025028"
"Yes","2009","West Germany","Female","833","0.131783514841731","0.123902198928448","0.139664830755013"
"Yes","2009","East Germany","Male","280","0.127062597246192","0.113098181000677","0.141027013491707"
"Yes","2009","East Germany","Female","253","0.118168357152328","0.105147381235257","0.1311893330694"
"No","2009","West Germany","Male","5438","0.8444128854607","0.835545845974972","0.853279924946429"
"No","2009","West Germany","Female","6243","0.868216485158269","0.860335169244987","0.876097801071552"
"No","2009","East Germany","Male","1905","0.872937402753808","0.858972986508293","0.886901818999323"
"No","2009","East Germany","Female","2108","0.881831642847671","0.8688106669306","0.894852618764743"
"Yes","2010","West Germany","Male","1017","0.151462811861539","0.143803607182708","0.159122016540369"
"Yes","2010","West Germany","Female","891","0.129863010778571","0.123312423615701","0.136413597941441"
"Yes","2010","East Germany","Male","299","0.139614699680566","0.126034176458289","0.153195222902842"
"Yes","2010","East Germany","Female","271","0.128256299694641","0.116228761242427","0.140283838146855"
"No","2010","West Germany","Male","7399","0.848537188138461","0.840877983459631","0.856196392817292"
"No","2010","West Germany","Female","9225","0.870136989221429","0.863586402058559","0.876687576384299"
"No","2010","East Germany","Male","2203","0.860385300319434","0.846804777097158","0.873965823541711"
"No","2010","East Germany","Female","2698","0.871743700305359","0.859716161853145","0.883771238757573"
"Yes","2011","West Germany","Male","1257","0.146248803509163","0.139309618853047","0.153187988165279"
"Yes","2011","West Germany","Female","1167","0.132735039555667","0.126685902066915","0.138784177044419"
"Yes","2011","East Germany","Male","352","0.130763275552696","0.118435287445099","0.143091263660294"
"Yes","2011","East Germany","Female","348","0.126887759013541","0.115750389363406","0.138025128663677"
"No","2011","West Germany","Male","8704","0.853751196490837","0.846812011834721","0.860690381146953"
"No","2011","West Germany","Female","10918","0.867264960444333","0.861215822955581","0.873314097933085"
"No","2011","East Germany","Male","2521","0.869236724447304","0.856908736339706","0.881564712554901"
"No","2011","East Germany","Female","3083","0.873112240986459","0.861974871336323","0.884249610636594"
"Yes","2012","West Germany","Male","1312","0.153767980244619","0.146603765583302","0.160932194905935"
"Yes","2012","West Germany","Female","1210","0.131311199440607","0.12519661030125","0.137425788579963"
"Yes","2012","East Germany","Male","393","0.154733096579666","0.141380487413383","0.16808570574595"
"Yes","2012","East Germany","Female","370","0.138204497248963","0.126540487961271","0.149868506536655"
"No","2012","West Germany","Male","8427","0.846232019755381","0.839067805094065","0.853396234416698"
"No","2012","West Germany","Female","10510","0.868688800559393","0.862574211420037","0.87480338969875"
"No","2012","East Germany","Male","2425","0.845266903420334","0.83191429425405","0.858619512586617"
"No","2012","East Germany","Female","2993","0.861795502751037","0.850131493463345","0.873459512038729"
"Yes","2013","West Germany","Male","1338","0.146662655438622","0.140111169090029","0.153214141787215"
"Yes","2013","West Germany","Female","1253","0.135386307422672","0.129580420108766","0.141192194736578"
"Yes","2013","East Germany","Male","375","0.154793793078821","0.141381809897054","0.168205776260588"
"Yes","2013","East Germany","Female","334","0.12631344118206","0.115018459497925","0.137608422866196"
"No","2013","West Germany","Male","9863","0.853337344561378","0.846785858212785","0.859888830909971"
"No","2013","West Germany","Female","12087","0.864613692577328","0.858807805263422","0.870419579891234"
"No","2013","East Germany","Male","2419","0.845206206921179","0.831794223739412","0.858618190102946"
"No","2013","East Germany","Female","2989","0.87368655881794","0.862391577133804","0.884981540502075"
"Yes","2014","West Germany","Male","1280","0.152675440179515","0.145596156433626","0.159754723925404"
"Yes","2014","West Germany","Female","1219","0.142104784590939","0.135760990953149","0.148448578228729"
"Yes","2014","East Germany","Male","368","0.158980598002987","0.14479107055982","0.173170125446154"
"Yes","2014","East Germany","Female","349","0.13889321833726","0.126619753104421","0.151166683570099"
"No","2014","West Germany","Male","8636","0.847324559820485","0.840245276074596","0.854403843566374"
"No","2014","West Germany","Female","10418","0.857895215409061","0.851551421771271","0.864239009046851"
"No","2014","East Germany","Male","2183","0.841019401997013","0.826829874553846","0.85520892944018"
"No","2014","East Germany","Female","2701","0.86110678166274","0.848833316429901","0.873380246895579"
"Yes","2015","West Germany","Male","1168","0.151948604061177","0.144865999992113","0.159031208130241"
"Yes","2015","West Germany","Female","1154","0.137101257773028","0.130825794039241","0.143376721506816"
"Yes","2015","East Germany","Male","324","0.150620568720684","0.136517788762456","0.164723348678913"
"Yes","2015","East Germany","Female","331","0.135366835329056","0.123010846008554","0.147722824649558"
"No","2015","West Germany","Male","8700","0.848051395938823","0.840968791869759","0.855134000007887"
"No","2015","West Germany","Female","10386","0.862898742226972","0.856623278493184","0.869174205960759"
"No","2015","East Germany","Male","2147","0.849379431279316","0.835276651321087","0.863482211237544"
"No","2015","East Germany","Female","2614","0.864633164670944","0.852277175350442","0.876989153991446"
"Yes","2016","West Germany","Male","1112","0.153873538955265","0.146361508741369","0.16138556916916"
"Yes","2016","West Germany","Female","1070","0.132331271906169","0.125828889335887","0.138833654476451"
"Yes","2016","East Germany","Male","299","0.144221676615353","0.129835961442736","0.15860739178797"
"Yes","2016","East Germany","Female","318","0.132295812866401","0.119655656510457","0.144935969222345"
"No","2016","West Germany","Male","7751","0.846126461044735","0.83861443083084","0.853638491258631"
"No","2016","West Germany","Female","9362","0.867668728093831","0.861166345523549","0.874171110664113"
"No","2016","East Germany","Male","1992","0.855778323384647","0.84139260821203","0.870164038557265"
"No","2016","East Germany","Female","2442","0.867704187133599","0.855064030777655","0.880344343489543"
"Yes","2017","West Germany","Male","1208","0.147681252951941","0.140628175333797","0.154734330570084"
"Yes","2017","West Germany","Female","1202","0.135440705467705","0.129133921068894","0.141747489866516"
"Yes","2017","East Germany","Male","337","0.145509904902365","0.131943049231921","0.159076760572809"
"Yes","2017","East Germany","Female","344","0.12370617266193","0.11199260191774","0.13541974340612"
"No","2017","West Germany","Male","8512","0.852318747048059","0.845265669429915","0.859371824666203"
"No","2017","West Germany","Female","10107","0.864559294532295","0.858252510133484","0.870866078931106"
"No","2017","East Germany","Male","2258","0.854490095097635","0.840923239427191","0.868056950768079"
"No","2017","East Germany","Female","2691","0.87629382733807","0.86458025659388","0.88800739808226"
"Yes","2018","West Germany","Male","1230","0.151025073285525","0.143752324825921","0.158297821745128"
"Yes","2018","West Germany","Female","1210","0.129908100674993","0.123600029402209","0.136216171947778"
"Yes","2018","East Germany","Male","337","0.147322737801863","0.133522962424967","0.16112251317876"
"Yes","2018","East Germany","Female","369","0.135704053119732","0.123395549529857","0.148012556709607"
"No","2018","West Germany","Male","8082","0.848974926714475","0.841702178254872","0.856247675174079"
"No","2018","West Germany","Female","9702","0.870091899325007","0.863783828052222","0.876399970597791"
"No","2018","East Germany","Male","2197","0.852677262198137","0.83887748682124","0.866477037575033"
"No","2018","East Germany","Female","2605","0.864295946880268","0.851987443290393","0.876604450470143"
"Yes","2019","West Germany","Male","1200","0.146830684687596","0.139759065365023","0.153902304010169"
"Yes","2019","West Germany","Female","1130","0.129760126103083","0.123340242449517","0.136180009756649"
"Yes","2019","East Germany","Male","345","0.14860390115718","0.135056061938993","0.162151740375367"
"Yes","2019","East Germany","Female","363","0.140990108406001","0.128365310111297","0.153614906700706"
"No","2019","West Germany","Male","8423","0.853169315312404","0.846097695989831","0.860240934634978"
"No","2019","West Germany","Female","9395","0.870239873896917","0.863819990243351","0.876659757550483"
"No","2019","East Germany","Male","2303","0.85139609884282","0.837848259624633","0.864943938061007"
"No","2019","East Germany","Female","2556","0.859009891593999","0.846385093299294","0.871634689888703"
