"plh0206i06","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2008","1-pers.-HH","East Germany","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","East Germany","","","","","6"
"6 on scale 1-7","2008","Single parent ","East Germany","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","West Germany","","","","","6"
"7 Strongly agree","2008","1-pers.-HH","West Germany","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","East Germany","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","West Germany","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","East Germany","","","","","7"
"7 Strongly agree","2008","Single parent ","West Germany","","","","","7"
"7 Strongly agree","2008","Single parent ","East Germany","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","West Germany","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","East Germany","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","West Germany","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","East Germany","","","","","7"
"7 Strongly agree","2008","Couple + C. LE and GT 16","West Germany","","","","","7"
"7 Strongly agree","2008","Couple + C. LE and GT 16","East Germany","","","","","7"
"1 Strongly disagree","2009","(Married) couple without C. ","West Germany","","","","","1"
"1 Strongly disagree","2009","(Married) couple without C. ","East Germany","","","","","1"
"1 Strongly disagree","2009","Single parent ","West Germany","","","","","1"
"1 Strongly disagree","2009","Single parent ","East Germany","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","West Germany","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","East Germany","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","West Germany","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","West Germany","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","East Germany","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","East Germany","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","West Germany","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","East Germany","","","","","1"
"2 on scale 1-7 ","2009","(Married) couple without C. ","West Germany","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","West Germany","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","West Germany","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","West Germany","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","West Germany","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","West Germany","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","East Germany","","","","","2"
"3 on scale 1-7 ","2009","(Married) couple without C. ","East Germany","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","East Germany","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","West Germany","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","East Germany","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Single parent ","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","East Germany","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","East Germany","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","East Germany","","","","","3"
"4 on scale 1-7","2009","1-pers.-HH","West Germany","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","West Germany","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","East Germany","","","","","4"
"4 on scale 1-7","2009","Single parent ","West Germany","","","","","4"
"4 on scale 1-7","2009","Single parent ","East Germany","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","West Germany","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","East Germany","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","West Germany","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","East Germany","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","East Germany","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","West Germany","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","East Germany","","","","","4"
"5 on scale 1-7","2009","1-pers.-HH","East Germany","","","","","5"
"5 on scale 1-7","2009","Single parent ","West Germany","","","","","5"
"5 on scale 1-7","2009","Single parent ","East Germany","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","West Germany","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","East Germany","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","West Germany","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","West Germany","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","East Germany","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","West Germany","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","East Germany","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","West Germany","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","East Germany","","","","","5"
"6 on scale 1-7","2009","Single parent ","West Germany","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","East Germany","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","West Germany","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","West Germany","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","West Germany","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","East Germany","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","East Germany","","","","","6"
"6 on scale 1-7","2009","Single parent ","East Germany","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","West Germany","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","East Germany","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","West Germany","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","East Germany","","","","","6"
"7 Strongly agree","2009","1-pers.-HH","West Germany","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","East Germany","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","West Germany","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","East Germany","","","","","7"
"7 Strongly agree","2009","Single parent ","West Germany","","","","","7"
"7 Strongly agree","2009","Single parent ","East Germany","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","West Germany","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","East Germany","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","West Germany","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","East Germany","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","West Germany","","","","","7"
"7 Strongly agree","2009","Couple + C. LE and GT 16","East Germany","","","","","7"
"1 Strongly disagree","2010","1-pers.-HH","West Germany","71","0.0360280729031749","0.0279509973641649","0.0441051484421849","1"
"1 Strongly disagree","2010","1-pers.-HH","East Germany","23","","","","1"
"1 Strongly disagree","2010","(Married) couple without C. ","West Germany","106","0.0255267696687046","0.0209640410916127","0.0300894982457965","1"
"1 Strongly disagree","2010","(Married) couple without C. ","East Germany","38","0.0280351706169777","0.0202134920766761","0.0358568491572792","1"
"1 Strongly disagree","2010","Single parent ","West Germany","25","","","","1"
"1 Strongly disagree","2010","Single parent ","East Germany","5","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","West Germany","54","0.0273361290797452","0.0201754646064324","0.034496793553058","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","East Germany","19","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","West Germany","37","0.018489205765562","0.0127736620422114","0.0242047494889125","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","East Germany","10","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","West Germany","28","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","East Germany","2","","","","1"
"2 on scale 1-7 ","2010","1-pers.-HH","West Germany","66","0.0314659698613941","0.0238997416145638","0.0390321981082244","2"
"2 on scale 1-7 ","2010","1-pers.-HH","East Germany","26","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","East Germany","60","0.0340508152372713","0.0254574358958395","0.042644194578703","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","West Germany","156","0.0337209531102502","0.0284988799726356","0.0389430262478648","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","West Germany","29","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","East Germany","5","","","","2"
"2 on scale 1-7 ","2010","Single parent ","West Germany","19","","","","2"
"2 on scale 1-7 ","2010","Single parent ","East Germany","11","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","West Germany","73","0.0316506292724249","0.0239626777560725","0.0393385807887772","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","East Germany","14","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","West Germany","83","0.0335776550162919","0.0259347309240936","0.0412205791084902","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","East Germany","17","","","","2"
"3 on scale 1-7 ","2010","1-pers.-HH","West Germany","125","0.064902169338359","0.0542249155357943","0.0755794231409237","3"
"3 on scale 1-7 ","2010","1-pers.-HH","East Germany","44","0.0655307300877856","0.0470933138999451","0.0839681462756261","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","East Germany","107","0.0719165257558512","0.0596751295268444","0.0841579219848581","3"
"3 on scale 1-7 ","2010","(Married) couple without C. ","West Germany","283","0.0623384647762259","0.0553441874236815","0.0693327421287702","3"
"3 on scale 1-7 ","2010","Single parent ","West Germany","46","0.0802247709240931","0.0593581227229737","0.101091419125212","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","West Germany","147","0.0716162687941284","0.0606761890053983","0.0825563485828585","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","East Germany","12","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","East Germany","36","0.061835736326765","0.0418334470101963","0.0818380256433336","3"
"3 on scale 1-7 ","2010","Single parent ","East Germany","17","","","","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","West Germany","142","0.0725135538777498","0.0611250465643211","0.0839020611911785","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","East Germany","43","0.0589116971287411","0.0413557193652023","0.0764676748922799","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","West Germany","54","0.0727309382451517","0.0553946173140486","0.0900672591762548","3"
"4 on scale 1-7","2010","1-pers.-HH","West Germany","334","0.161264840111305","0.145325009404227","0.177204670818383","4"
"4 on scale 1-7","2010","(Married) couple without C. ","West Germany","715","0.160015913103678","0.149409736247861","0.170622089959495","4"
"4 on scale 1-7","2010","Single parent ","East Germany","38","0.150852736516616","0.104897158374464","0.196808314658768","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","West Germany","332","0.174454429319223","0.157789059709703","0.191119798928742","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","East Germany","103","0.163727986672187","0.132998469569387","0.194457503774987","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","West Germany","326","0.185753507749093","0.169252998667838","0.202254016830348","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","East Germany","139","0.236378472129563","0.204700883867572","0.268056060391554","4"
"4 on scale 1-7","2010","1-pers.-HH","East Germany","96","0.143714475161891","0.117577543542363","0.16985140678142","4"
"4 on scale 1-7","2010","(Married) couple without C. ","East Germany","254","0.13434698801505","0.118188192853792","0.150505783176307","4"
"4 on scale 1-7","2010","Single parent ","West Germany","89","0.124729528152118","0.0993482566285978","0.150110799675638","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","West Germany","147","0.179879753888371","0.154239379211918","0.205520128564824","4"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","East Germany","40","0.271266722979145","0.206849038854625","0.335684407103665","4"
"5 on scale 1-7","2010","1-pers.-HH","West Germany","463","0.222658034018778","0.204626749049571","0.240689318987985","5"
"5 on scale 1-7","2010","1-pers.-HH","East Germany","152","0.215121337960959","0.18450607104401","0.245736604877909","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","West Germany","438","0.204237224337929","0.18653357969276","0.221940868983098","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","East Germany","144","0.261508267000851","0.225013043827524","0.298003490174179","5"
"5 on scale 1-7","2010","(Married) couple without C. ","West Germany","1043","0.221325558532524","0.209315766342697","0.23333535072235","5"
"5 on scale 1-7","2010","(Married) couple without C. ","East Germany","402","0.217205620451479","0.197667514286966","0.236743726615992","5"
"5 on scale 1-7","2010","Single parent ","West Germany","166","0.218671933055819","0.186919951657129","0.250423914454509","5"
"5 on scale 1-7","2010","Single parent ","East Germany","58","0.249936048006579","0.194341305044309","0.305530790968848","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","West Germany","531","0.256086461737543","0.237567977999847","0.27460494547524","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","East Germany","155","0.196762070489031","0.167120455410902","0.22640368556716","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","West Germany","209","0.208689062992445","0.181561056118706","0.235817069866183","5"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","East Germany","38","0.203022946944898","0.144743151545246","0.26130274234455","5"
"6 on scale 1-7","2010","(Married) couple without C. ","West Germany","1285","0.273249166231975","0.26035735492331","0.286140977540641","6"
"6 on scale 1-7","2010","(Married) couple without C. ","East Germany","490","0.267616630563002","0.246639365181567","0.288593895944437","6"
"6 on scale 1-7","2010","Single parent ","West Germany","174","0.302168471080889","0.26689424743742","0.337442694724359","6"
"6 on scale 1-7","2010","1-pers.-HH","West Germany","505","0.238169486483861","0.219707702006912","0.25663127096081","6"
"6 on scale 1-7","2010","Single parent ","East Germany","59","0.268889475903848","0.21195851021522","0.325820441592475","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","West Germany","603","0.259364988199779","0.240769453196593","0.277960523202965","6"
"6 on scale 1-7","2010","1-pers.-HH","East Germany","186","0.264878927269325","0.232001472847377","0.297756381691273","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","West Germany","587","0.289949416427124","0.270023918277961","0.309874914576287","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","East Germany","151","0.277017751400281","0.23985241138647","0.314183091414091","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","East Germany","222","0.318909729238385","0.284160490885192","0.353658967591578","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","East Germany","59","0.321435597417737","0.25377044442202","0.389100750413455","6"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","West Germany","257","0.315381589731989","0.284361938256621","0.346401241207357","6"
"7 Strongly agree","2010","1-pers.-HH","West Germany","481","0.245511427283128","0.226857785881288","0.264165068684969","7"
"7 Strongly agree","2010","1-pers.-HH","East Germany","165","0.237992973949146","0.206263958245012","0.269721989653281","7"
"7 Strongly agree","2010","(Married) couple without C. ","West Germany","1002","0.223823174576643","0.211765193173491","0.235881155979795","7"
"7 Strongly agree","2010","(Married) couple without C. ","East Germany","360","0.246828249360369","0.226398288765099","0.267258209955639","7"
"7 Strongly agree","2010","Single parent ","West Germany","132","0.233096976021723","0.200618462697295","0.265575489346152","7"
"7 Strongly agree","2010","Single parent ","East Germany","45","0.201865903237253","0.150326480800264","0.253405325674242","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","West Germany","366","0.199858617685805","0.182297658654786","0.217419576716824","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","East Germany","90","0.199698870322685","0.166499105105966","0.232898635539405","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","West Germany","407","0.175111912737602","0.158986670581258","0.191237154893947","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","East Germany","105","0.150661637100799","0.123989932115317","0.177333342086281","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","West Germany","138","0.17539993484216","0.150011796605741","0.20078807307858","7"
"7 Strongly agree","2010","Couple + C. LE and GT 16","East Germany","27","","","","7"
"1 Strongly disagree","2011","1-pers.-HH","West Germany","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","East Germany","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","West Germany","","","","","1"
"1 Strongly disagree","2011","(Married) couple without C. ","East Germany","","","","","1"
"1 Strongly disagree","2011","Single parent ","West Germany","","","","","1"
"1 Strongly disagree","2011","Single parent ","East Germany","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","West Germany","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","East Germany","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","West Germany","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","East Germany","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","West Germany","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","East Germany","","","","","1"
"2 on scale 1-7 ","2011","1-pers.-HH","West Germany","","","","","2"
"2 on scale 1-7 ","2011","1-pers.-HH","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","West Germany","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","West Germany","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","East Germany","","","","","2"
"3 on scale 1-7 ","2011","1-pers.-HH","West Germany","","","","","3"
"3 on scale 1-7 ","2011","1-pers.-HH","East Germany","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","West Germany","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","East Germany","","","","","3"
"4 on scale 1-7","2011","1-pers.-HH","West Germany","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","East Germany","","","","","4"
"4 on scale 1-7","2011","1-pers.-HH","East Germany","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","West Germany","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","East Germany","","","","","4"
"4 on scale 1-7","2011","Single parent ","West Germany","","","","","4"
"4 on scale 1-7","2011","Single parent ","East Germany","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","West Germany","","","","","4"
"4 on scale 1-7","2011","Couple + C. GT 16 ","West Germany","","","","","4"
"4 on scale 1-7","2011","Couple + C. GT 16 ","East Germany","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","West Germany","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","East Germany","","","","","4"
"5 on scale 1-7","2011","1-pers.-HH","East Germany","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","West Germany","","","","","5"
"5 on scale 1-7","2011","1-pers.-HH","West Germany","","","","","5"
"5 on scale 1-7","2011","Single parent ","East Germany","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","West Germany","","","","","5"
"5 on scale 1-7","2011","Single parent ","West Germany","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","East Germany","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","East Germany","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","West Germany","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","East Germany","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","West Germany","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","East Germany","","","","","5"
"6 on scale 1-7","2011","1-pers.-HH","West Germany","","","","","6"
"6 on scale 1-7","2011","1-pers.-HH","East Germany","","","","","6"
"6 on scale 1-7","2011","(Married) couple without C. ","West Germany","","","","","6"
"6 on scale 1-7","2011","(Married) couple without C. ","East Germany","","","","","6"
"6 on scale 1-7","2011","Single parent ","West Germany","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","West Germany","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","East Germany","","","","","6"
"6 on scale 1-7","2011","Single parent ","East Germany","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","West Germany","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","East Germany","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","West Germany","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","East Germany","","","","","6"
"7 Strongly agree","2011","1-pers.-HH","West Germany","","","","","7"
"7 Strongly agree","2011","1-pers.-HH","East Germany","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","West Germany","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","East Germany","","","","","7"
"7 Strongly agree","2011","(Married) couple without C. ","West Germany","","","","","7"
"7 Strongly agree","2011","(Married) couple without C. ","East Germany","","","","","7"
"7 Strongly agree","2011","Single parent ","West Germany","","","","","7"
"7 Strongly agree","2011","Single parent ","East Germany","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","West Germany","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","East Germany","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","West Germany","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","East Germany","","","","","7"
"1 Strongly disagree","2012","1-pers.-HH","West Germany","","","","","1"
"1 Strongly disagree","2012","1-pers.-HH","East Germany","","","","","1"
"1 Strongly disagree","2012","(Married) couple without C. ","West Germany","","","","","1"
"1 Strongly disagree","2012","(Married) couple without C. ","East Germany","","","","","1"
"1 Strongly disagree","2012","Single parent ","West Germany","","","","","1"
"1 Strongly disagree","2012","Single parent ","East Germany","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","West Germany","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","East Germany","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","West Germany","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","East Germany","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","West Germany","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","East Germany","","","","","1"
"2 on scale 1-7 ","2012","1-pers.-HH","West Germany","","","","","2"
"2 on scale 1-7 ","2012","1-pers.-HH","East Germany","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","West Germany","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","East Germany","","","","","2"
"2 on scale 1-7 ","2012","Single parent ","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Single parent ","East Germany","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","East Germany","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","East Germany","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","East Germany","","","","","2"
"3 on scale 1-7 ","2012","1-pers.-HH","West Germany","","","","","3"
"3 on scale 1-7 ","2012","1-pers.-HH","East Germany","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","West Germany","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","East Germany","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","East Germany","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","East Germany","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","East Germany","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","East Germany","","","","","3"
"4 on scale 1-7","2012","1-pers.-HH","West Germany","","","","","4"
"4 on scale 1-7","2012","1-pers.-HH","East Germany","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","West Germany","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","East Germany","","","","","4"
"4 on scale 1-7","2012","Single parent ","West Germany","","","","","4"
"4 on scale 1-7","2012","Single parent ","East Germany","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","West Germany","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","East Germany","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","West Germany","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","East Germany","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","West Germany","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","East Germany","","","","","4"
"5 on scale 1-7","2012","1-pers.-HH","West Germany","","","","","5"
"5 on scale 1-7","2012","1-pers.-HH","East Germany","","","","","5"
"5 on scale 1-7","2012","Single parent ","East Germany","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","West Germany","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","East Germany","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","West Germany","","","","","5"
"5 on scale 1-7","2012","Single parent ","West Germany","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","East Germany","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","West Germany","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","East Germany","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","West Germany","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","East Germany","","","","","5"
"6 on scale 1-7","2012","1-pers.-HH","West Germany","","","","","6"
"6 on scale 1-7","2012","1-pers.-HH","East Germany","","","","","6"
"6 on scale 1-7","2012","Single parent ","West Germany","","","","","6"
