"plh0184","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Often","2007","Full Time","Rural Area","614","0.227891427049001","0.212010206563824","0.243772647534178"
"Often","2007","Full Time","Urban Area","1277","0.25250442027565","0.240684808308052","0.264324032243248"
"Often","2007","Not Working","Rural Area","465","0.181156911976114","0.166751501998467","0.195562321953761"
"Often","2007","Not Working","Urban Area","820","0.154140890067261","0.144358630585952","0.163923149548571"
"Often","2007","Part Time","Rural Area","346","0.224779489730156","0.203883257732251","0.245675721728061"
"Often","2007","Part Time","Urban Area","699","0.237545265341036","0.222765293901929","0.252325236780143"
"Rarely","2007","Full Time","Rural Area","518","0.186258372631928","0.171518902796981","0.200997842466875"
"Rarely","2007","Full Time","Urban Area","1035","0.198410499283347","0.187560673939236","0.209260324627458"
"Rarely","2007","Not Working","Rural Area","741","0.258802017151209","0.242420701929499","0.275183332372918"
"Rarely","2007","Not Working","Urban Area","1347","0.249901208093019","0.238171839268567","0.261630576917472"
"Rarely","2007","Part Time","Rural Area","280","0.17179219722995","0.152910179996555","0.190674214463346"
"Rarely","2007","Part Time","Urban Area","604","0.176390730059134","0.163153660086861","0.189627800031407"
"Sometimes","2007","Full Time","Rural Area","1213","0.456390183476714","0.437532320029655","0.475248046923773"
"Sometimes","2007","Full Time","Urban Area","2161","0.413721987337145","0.400323045043862","0.427120929630428"
"Sometimes","2007","Not Working","Rural Area","1065","0.385204168173383","0.367002601506631","0.403405734840134"
"Sometimes","2007","Not Working","Urban Area","2022","0.395647043184853","0.382399647154911","0.408894439214794"
"Sometimes","2007","Part Time","Rural Area","694","0.446519786030059","0.421634168755848","0.471405403304269"
"Sometimes","2007","Part Time","Urban Area","1398","0.432502137737516","0.415296545869415","0.449707729605617"
"Very often","2007","Full Time","Rural Area","183","0.0743967812752814","0.0644617281131541","0.0843318344374088"
"Very often","2007","Full Time","Urban Area","351","0.0724838055415571","0.0654296398565969","0.0795379712265173"
"Very often","2007","Not Working","Rural Area","98","0.0308565991143423","0.0243886607134344","0.0373245375152503"
"Very often","2007","Not Working","Urban Area","233","0.0425670503111901","0.037097870588287","0.0480362300340931"
"Very often","2007","Part Time","Rural Area","111","0.0766988284486029","0.0633776369344619","0.090020019962744"
"Very often","2007","Part Time","Urban Area","197","0.0624993029715456","0.0540927731243652","0.070905832818726"
"Very rare","2007","Full Time","Rural Area","152","0.0550632355670752","0.0464272296576648","0.0636992414764856"
"Very rare","2007","Full Time","Urban Area","366","0.0628792875623008","0.0562751518885764","0.0694834232360252"
"Very rare","2007","Not Working","Rural Area","377","0.143980303584952","0.130849501790225","0.157111105379679"
"Very rare","2007","Not Working","Urban Area","812","0.157743808343677","0.147868981275878","0.167618635411476"
"Very rare","2007","Part Time","Rural Area","102","0.080209698561232","0.0666129561909753","0.0938064409314887"
"Very rare","2007","Part Time","Urban Area","287","0.0910625638907687","0.0810710728091323","0.101054054972405"
"Often","2008","Full Time","Rural Area","526","0.216143368407614","0.200157990984774","0.232128745830455"
"Often","2008","Full Time","Urban Area","1077","0.22248001176994","0.210887802205141","0.234072221334738"
"Often","2008","Not Working","Rural Area","369","0.139560381909827","0.126181119990937","0.152939643828716"
"Often","2008","Not Working","Urban Area","695","0.147059656031506","0.137137130845994","0.156982181217018"
"Often","2008","Part Time","Rural Area","286","0.219600946087955","0.198167082305267","0.241034809870643"
"Often","2008","Part Time","Urban Area","595","0.21252327978898","0.197845147473209","0.22720141210475"
"Rarely","2008","Full Time","Rural Area","547","0.203510599724156","0.187874906680495","0.219146292767816"
"Rarely","2008","Full Time","Urban Area","1062","0.204387344176715","0.193147953051922","0.215626735301508"
"Rarely","2008","Not Working","Rural Area","722","0.283538923247005","0.266137149197134","0.300940697296876"
"Rarely","2008","Not Working","Urban Area","1429","0.276377527501055","0.26384832308229","0.28890673191982"
