"plh0184","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Full Time","Female","635","0.240543264127764","0.224220702204483","0.256865826051046","4"
"Often","2007","Full Time","Male","1256","0.246310625801676","0.234640217726637","0.257981033876714","4"
"Often","2007","Not Working","Female","794","0.159675412655577","0.149217574169159","0.170133251141995","4"
"Often","2007","Not Working","Male","491","0.167416965966309","0.154614694388987","0.180219237543631","4"
"Often","2007","Part Time","Female","754","0.223785454452436","0.209827408654495","0.237743500250376","4"
"Often","2007","Part Time","Male","291","0.255472630096601","0.231700869275711","0.27924439091749","4"
"Rarely","2007","Full Time","Male","1065","0.205968124982154","0.195014263412751","0.216921986551558","2"
"Rarely","2007","Full Time","Female","488","0.169837404358331","0.155497757423325","0.184177051293337","2"
"Rarely","2007","Not Working","Female","1158","0.242158704858385","0.229928364392931","0.254389045323839","2"
"Rarely","2007","Not Working","Male","930","0.268754556311979","0.253553175868426","0.283955936755533","2"
"Rarely","2007","Part Time","Female","632","0.174143666837447","0.161443076809271","0.186844256865624","2"
"Rarely","2007","Part Time","Male","252","0.176926439215796","0.156126382327912","0.19772649610368","2"
"Sometimes","2007","Not Working","Female","1868","0.398179758586213","0.384204097642902","0.412155419529523","3"
"Sometimes","2007","Part Time","Male","563","0.418937601808255","0.392044872166878","0.445830331449632","3"
"Sometimes","2007","Full Time","Male","2236","0.419362627696651","0.405996807107724","0.432728448285577","3"
"Sometimes","2007","Part Time","Female","1529","0.44481083593848","0.428168052082993","0.461453619793966","3"
"Sometimes","2007","Full Time","Female","1138","0.445340338633976","0.426360194141857","0.464320483126095","3"
"Sometimes","2007","Not Working","Male","1219","0.383443463737393","0.366770582893358","0.400116344581428","3"
"Very often","2007","Full Time","Male","308","0.0654853837417006","0.0587847865705158","0.0721859809128854","5"
"Very often","2007","Full Time","Female","226","0.0893850234780148","0.0784897037500264","0.100280343206003","5"
"Very often","2007","Not Working","Female","200","0.0379702230410908","0.0325137099363494","0.0434267361458321","5"
"Very often","2007","Not Working","Male","131","0.0401390577183373","0.0334083416514636","0.046869773785211","5"
"Very often","2007","Part Time","Female","251","0.0790057569536414","0.0699718496481882","0.0880396642590946","5"
"Very often","2007","Part Time","Male","57","0.0399329504847821","0.029260471442089","0.0506054295274752","5"
"Very rare","2007","Full Time","Female","147","0.0548939694019135","0.0461955009870552","0.0635924378167718","1"
"Very rare","2007","Not Working","Male","496","0.140245956265982","0.12833886146515","0.152153051066813","1"
"Very rare","2007","Not Working","Female","693","0.162015900858735","0.151496377069788","0.172535424647681","1"
"Very rare","2007","Part Time","Female","259","0.0782542858179961","0.069259777397576","0.0872487942384163","1"
"Very rare","2007","Full Time","Male","371","0.0628732377778183","0.0562984709513434","0.0694480046042932","1"
"Very rare","2007","Part Time","Male","130","0.108730378394566","0.0917624497038967","0.125698307085236","1"
"Often","2008","Full Time","Female","539","0.21961054070425","0.203491949768045","0.235729131640456","4"
"Often","2008","Not Working","Female","668","0.152207757352919","0.14160084555799","0.162814669147848","4"
"Often","2008","Not Working","Male","396","0.13325220866231","0.121220801299044","0.145283616025576","4"
