"plh0184","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Not Employed","(0) in school","27","","",""
"Very rare","2007","Not Employed","(1a) inadequately completed","22","","",""
"Very rare","2007","Not Employed","(1b) general elementary school","202","0.189592943442384","0.166778795406737","0.212407091478031"
"Very rare","2007","Not Employed","(1c) basic vocational qualification","476","0.167883645002658","0.1542212955187","0.181545994486616"
"Very rare","2007","Not Employed","(2b) intermediate general qualification","17","","",""
"Very rare","2007","Not Employed","(2a) intermediate vocational","172","0.139956461116502","0.12084526218189","0.159067660051114"
"Very rare","2007","Not Employed","(2c_gen) general maturity certificate","33","0.0940725127426963","0.0633567400934642","0.124788285391929"
"Very rare","2007","Not Employed","(2c_voc) vocational maturity certificate","53","0.128447729026285","0.0954518670864957","0.161443590966075"
"Very rare","2007","Not Employed","(3a) lower tertiary education","69","0.129235697317275","0.099977743130609","0.158493651503942"
"Very rare","2007","Not Employed","(3b) higher tertiary education","100","0.145890562066302","0.118795219115874","0.17298590501673"
"Very rare","2007","Employed","(0) in school","3","","",""
"Very rare","2007","Employed","(1a) inadequately completed","10","","",""
"Very rare","2007","Employed","(1b) general elementary school","49","0.0773363682659478","0.0561034401489025","0.098569296382993"
"Very rare","2007","Employed","(1c) basic vocational qualification","233","0.0810073914379869","0.0708226961302528","0.091192086745721"
"Very rare","2007","Employed","(2b) intermediate general qualification","16","","",""
"Very rare","2007","Employed","(2a) intermediate vocational","239","0.062458287791494","0.0545688809264344","0.0703476946565537"
"Very rare","2007","Employed","(2c_gen) general maturity certificate","30","0.0708341325813938","0.0475662124373902","0.0941020527253975"
"Very rare","2007","Employed","(2c_voc) vocational maturity certificate","87","0.0756171768496652","0.0604289259141988","0.0908054277851315"
"Very rare","2007","Employed","(3a) lower tertiary education","85","0.0716418924075846","0.0570807362487098","0.0862030485664595"
"Very rare","2007","Employed","(3b) higher tertiary education","139","0.0635402386002975","0.0529393664242793","0.0741411107763157"
"Rarely","2007","Not Employed","(0) in school","72","0.268862369931953","0.21792152124947","0.319803218614436"
"Rarely","2007","Not Employed","(1a) inadequately completed","26","","",""
"Rarely","2007","Not Employed","(1b) general elementary school","300","0.265345784617665","0.239648386818238","0.291043182417092"
"Rarely","2007","Not Employed","(1c) basic vocational qualification","822","0.278238852584071","0.261858064066579","0.294619641101563"
"Rarely","2007","Not Employed","(2b) intermediate general qualification","55","0.288018238467888","0.226329292822041","0.349707184113734"
"Rarely","2007","Not Employed","(2a) intermediate vocational","288","0.210590639676756","0.188131045438139","0.233050233915372"
"Rarely","2007","Not Employed","(2c_gen) general maturity certificate","79","0.205206933768961","0.162715008987357","0.247698858550566"
"Rarely","2007","Not Employed","(2c_voc) vocational maturity certificate","83","0.209817873233057","0.169663358248315","0.249972388217798"
"Rarely","2007","Not Employed","(3a) lower tertiary education","137","0.251262776510844","0.213433225087357","0.289092327934331"
"Rarely","2007","Not Employed","(3b) higher tertiary education","182","0.254044728577136","0.220630165966117","0.287459291188155"
"Rarely","2007","Employed","(0) in school","12","","",""
"Rarely","2007","Employed","(1a) inadequately completed","10","","",""
"Rarely","2007","Employed","(1b) general elementary school","144","0.196567637023452","0.164979284895385","0.228155989151518"
"Rarely","2007","Employed","(1c) basic vocational qualification","575","0.213188138395407","0.197900279138877","0.228475997651937"
"Rarely","2007","Employed","(2b) intermediate general qualification","48","0.169512530750226","0.128078206532835","0.210946854967616"
"Rarely","2007","Employed","(2a) intermediate vocational","639","0.175017043696189","0.162628602123447","0.187405485268931"
"Rarely","2007","Employed","(2c_gen) general maturity certificate","104","0.206902503622318","0.170162786076842","0.243642221167794"
"Rarely","2007","Employed","(2c_voc) vocational maturity certificate","186","0.147067430945409","0.126721048528494","0.167413813362324"
"Rarely","2007","Employed","(3a) lower tertiary education","236","0.184679391661512","0.162770117237406","0.206588666085618"
"Rarely","2007","Employed","(3b) higher tertiary education","421","0.190941926543858","0.173860933540297","0.208022919547419"
"Sometimes","2007","Not Employed","(0) in school","119","0.355615324269519","0.300615103575663","0.410615544963374"
"Sometimes","2007","Not Employed","(1a) inadequately completed","54","0.433115173159321","0.349529792921344","0.516700553397298"
"Sometimes","2007","Not Employed","(1b) general elementary school","416","0.364874549454746","0.336856163875151","0.392892935034342"
"Sometimes","2007","Not Employed","(1c) basic vocational qualification","1074","0.383815278078638","0.366038798487609","0.401591757669667"
"Sometimes","2007","Not Employed","(2b) intermediate general qualification","68","0.30554833956849","0.242796871206387","0.368299807930593"
"Sometimes","2007","Not Employed","(2a) intermediate vocational","502","0.400609494507097","0.373616765986254","0.42760222302794"
"Sometimes","2007","Not Employed","(2c_gen) general maturity certificate","148","0.442567248865845","0.390307269937721","0.494827227793969"
"Sometimes","2007","Not Employed","(2c_voc) vocational maturity certificate","175","0.47962776702412","0.430360467352803","0.528895066695436"
"Sometimes","2007","Not Employed","(3a) lower tertiary education","211","0.418133291354375","0.37511317997951","0.46115340272924"
"Sometimes","2007","Not Employed","(3b) higher tertiary education","249","0.39958993503644","0.36199273133465","0.437187138738231"
"Sometimes","2007","Employed","(0) in school","18","","",""
"Sometimes","2007","Employed","(1a) inadequately completed","34","0.41257031329053","0.305360999987738","0.519779626593322"
"Sometimes","2007","Employed","(1b) general elementary school","242","0.429518752979498","0.390172076646296","0.4688654293127"
"Sometimes","2007","Employed","(1c) basic vocational qualification","1116","0.404585899513664","0.386265090937772","0.422906708089556"
"Sometimes","2007","Employed","(2b) intermediate general qualification","145","0.395855085391065","0.341850393774509","0.44985977700762"
"Sometimes","2007","Employed","(2a) intermediate vocational","1627","0.451071117806313","0.434847990809113","0.467294244803513"
"Sometimes","2007","Employed","(2c_gen) general maturity certificate","205","0.444496490639493","0.399428600970463","0.489564380308523"
"Sometimes","2007","Employed","(2c_voc) vocational maturity certificate","499","0.452823777798287","0.424228137795663","0.48141941780091"
"Sometimes","2007","Employed","(3a) lower tertiary education","533","0.430934527113956","0.402974258998245","0.458894795229667"
"Sometimes","2007","Employed","(3b) higher tertiary education","925","0.438135613690969","0.416573434673194","0.459697792708745"
"Often","2007","Not Employed","(0) in school","56","0.217732390803434","0.170314657328599","0.265150124278268"
"Often","2007","Not Employed","(1a) inadequately completed","24","","",""
"Often","2007","Not Employed","(1b) general elementary school","168","0.141588117727061","0.121297146820568","0.161879088633554"
"Often","2007","Not Employed","(1c) basic vocational qualification","413","0.139594673039846","0.126926466520703","0.15226287955899"
"Often","2007","Not Employed","(2b) intermediate general qualification","53","0.255013230155812","0.195636188686413","0.314390271625211"
