"plh0184","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Part Time","in school","15","","","","4"
"Often","2007","Part Time","inadequately","13","","","","4"
"Often","2007","Part Time","general elemantary","94","0.206077828910555","0.169114270314068","0.243041387507041","4"
"Often","2007","Part Time","middle vocational","568","0.248343782514039","0.231291291562545","0.265396273465534","4"
"Often","2007","Part Time","vocational + Abi","77","0.202447089886963","0.158626083123054","0.246268096650872","4"
"Often","2007","Part Time","higher vocational","65","0.200601542138678","0.156657344805586","0.24454573947177","4"
"Often","2007","Part Time","higher education","186","0.216718121547916","0.190449405855332","0.242986837240501","4"
"Often","2007","Not Working","in school","56","0.217732390803434","0.170314657328599","0.265150124278268","4"
"Often","2007","Not Working","inadequately","24","","","","4"
"Often","2007","Not Working","general elemantary","218","0.152678910791101","0.133275652727269","0.172082168854933","4"
"Often","2007","Full Time","in school","","","","","4"
"Often","2007","Full Time","higher education","519","0.239754122459166","0.222283375931118","0.257224868987214","4"
"Often","2007","Not Working","middle vocational","669","0.162455522911366","0.151215258944224","0.173695786878509","4"
"Often","2007","Not Working","vocational + Abi","47","0.143375245926577","0.103315626066166","0.183434865786988","4"
"Often","2007","Not Working","higher vocational","75","0.15406700228299","0.122231814509113","0.185902190056868","4"
"Often","2007","Not Working","higher education","171","0.170121790032433","0.148471258441143","0.191772321623723","4"
"Often","2007","Full Time","inadequately","8","","","","4"
"Often","2007","Full Time","general elemantary","104","0.270505465403421","0.229045604603769","0.311965326203073","4"
"Often","2007","Full Time","middle vocational","895","0.237311259902792","0.223685679214263","0.250936840591321","4"
"Often","2007","Full Time","vocational + Abi","161","0.303444284544988","0.265195379204721","0.341693189885254","4"
"Often","2007","Full Time","higher vocational","186","0.218867873386466","0.188707775183608","0.249027971589324","4"
"Rarely","2007","Part Time","higher vocational","58","0.174292153058812","0.13266230049104","0.215922005626585","2"
"Rarely","2007","Part Time","vocational + Abi","49","0.132486817072799","0.0955149651730947","0.169458668972503","2"
"Rarely","2007","Not Working","vocational + Abi","59","0.180512453205031","0.136548251759067","0.224476654650996","2"
"Rarely","2007","Full Time","in school","","","","","2"
"Rarely","2007","Part Time","inadequately","6","","","","2"
"Rarely","2007","Part Time","general elemantary","89","0.169423985767706","0.135143551496326","0.203704420039085","2"
"Rarely","2007","Part Time","middle vocational","459","0.178708058710042","0.163587341048936","0.193828776371148","2"
"Rarely","2007","Full Time","inadequately","7","","","","2"
"Rarely","2007","Not Working","middle vocational","1089","0.252014091251242","0.238783950907979","0.265244231594506","2"
"Rarely","2007","Not Working","higher vocational","130","0.276718420512839","0.237267480667726","0.316169360357951","2"
"Rarely","2007","Part Time","in school","12","","","","2"
"Rarely","2007","Part Time","higher education","189","0.192411527152725","0.167278616591699","0.21754443771375","2"
"Rarely","2007","Not Working","in school","72","0.268862369931953","0.21792152124947","0.319803218614436","2"
"Rarely","2007","Not Working","inadequately","25","","","","2"
"Rarely","2007","Not Working","general elemantary","354","0.271972652257213","0.247967879976292","0.295977424538133","2"
"Rarely","2007","Not Working","higher education","319","0.252836074159743","0.227791775259642","0.277880373059844","2"
"Rarely","2007","Full Time","general elemantary","97","0.200218253268683","0.162870337175695","0.237566169361671","2"
"Rarely","2007","Full Time","middle vocational","757","0.204397594096936","0.191482186587939","0.217313001605932","2"
"Rarely","2007","Full Time","vocational + Abi","92","0.159247813296472","0.128805872219564","0.18968975437338","2"
"Rarely","2007","Full Time","higher vocational","113","0.182607769714996","0.154426901373682","0.21078863805631","2"
"Rarely","2007","Full Time","higher education","468","0.186953967720567","0.170999721326244","0.202908214114891","2"
"Sometimes","2007","Full Time","general elemantary","184","0.403160558643409","0.357378367626572","0.448942749660246","3"
"Sometimes","2007","Part Time","in school","18","","","","3"
"Sometimes","2007","Full Time","middle vocational","1574","0.42015918442169","0.404350945105052","0.435967423738328","3"
"Sometimes","2007","Full Time","vocational + Abi","221","0.412706788136773","0.371747736156099","0.453665840117446","3"
"Sometimes","2007","Part Time","higher education","433","0.427503260285835","0.39596131956281","0.45904520100886","3"
"Sometimes","2007","Part Time","vocational + Abi","153","0.505868091946369","0.451344190678794","0.560391993213943","3"
"Sometimes","2007","Full Time","in school","","","","","3"
"Sometimes","2007","Full Time","inadequately","11","","","","3"
"Sometimes","2007","Full Time","higher vocational","328","0.485504400663468","0.44904857742549","0.521960223901445","3"
"Sometimes","2007","Part Time","inadequately","14","","","","3"
"Sometimes","2007","Part Time","general elemantary","201","0.451751966497733","0.40627329787369","0.497230635121777","3"
"Sometimes","2007","Part Time","higher vocational","146","0.501626118365745","0.446757950705194","0.556494286026297","3"
"Sometimes","2007","Not Working","in school","119","0.355615324269519","0.300615103575663","0.410615544963374","3"
"Sometimes","2007","Not Working","middle vocational","1598","0.398309008681918","0.383391299043208","0.413226718320628","3"
"Sometimes","2007","Not Working","vocational + Abi","132","0.490759693229408","0.433615743571374","0.547903642887442","3"
"Sometimes","2007","Not Working","higher vocational","191","0.364505236641519","0.32206356406107","0.406946909221967","3"
"Sometimes","2007","Not Working","higher education","460","0.407646331765388","0.379331517185653","0.435961146345123","3"
"Sometimes","2007","Part Time","middle vocational","1081","0.4232664790834","0.403765963691279","0.442766994475522","3"
"Sometimes","2007","Full Time","higher education","1025","0.438599237649526","0.418293357455184","0.458905117843867","3"
"Sometimes","2007","Not Working","inadequately","56","0.423382669856378","0.340946286175121","0.505819053537635","3"
"Sometimes","2007","Not Working","general elemantary","474","0.357653108837574","0.331796179956798","0.383510037718351","3"
"Very often","2007","Part Time","higher vocational","24","","","","5"
"Very often","2007","Part Time","inadequately","7","","","","5"
"Very often","2007","Part Time","general elemantary","42","0.104173086250392","0.076256713175777","0.132089459325006","5"
"Very often","2007","Part Time","vocational + Abi","18","","","","5"
"Very often","2007","Part Time","in school","3","","","","5"
"Very often","2007","Part Time","middle vocational","149","0.0599245372843541","0.0505567880173898","0.0692922865513185","5"
"Very often","2007","Full Time","in school","","","","","5"
"Very often","2007","Full Time","inadequately","3","","","","5"
"Very often","2007","Full Time","general elemantary","29","","","","5"
"Very often","2007","Full Time","middle vocational","266","0.073719356130238","0.065350150450073","0.082088561810403","5"
"Very often","2007","Full Time","higher education","139","0.0797529161530471","0.0686668645666882","0.0908389677394059","5"
"Very often","2007","Part Time","higher education","56","0.0681491044625214","0.0520820791891593","0.0842161297358835","5"
"Very often","2007","Not Working","in school","17","","","","5"
"Very often","2007","Not Working","inadequately","13","","","","5"
"Very often","2007","Not Working","general elemantary","57","0.0377891882731631","0.0275023947380717","0.0480759818082545","5"
"Very often","2007","Not Working","middle vocational","154","0.0328111580572076","0.0273827592195396","0.0382395568948756","5"
"Very often","2007","Not Working","vocational + Abi","18","","","","5"
"Very often","2007","Not Working","higher vocational","23","","","","5"
"Very often","2007","Not Working","higher education","38","0.0307411595513871","0.0207948626390647","0.0406874564637096","5"
"Very often","2007","Full Time","vocational + Abi","42","0.0649405076258945","0.0444393180931965","0.0854416971585924","5"
"Very often","2007","Full Time","higher vocational","50","0.0632837859095845","0.0455243266836366","0.0810432451355324","5"
"Very rare","2007","Full Time","in school","","","","","1"
"Very rare","2007","Full Time","inadequately","9","","","","1"
"Very rare","2007","Full Time","general elemantary","27","","","","1"
"Very rare","2007","Full Time","middle vocational","253","0.0644126054483443","0.0565503021345478","0.0722749087621409","1"
"Very rare","2007","Full Time","vocational + Abi","39","0.0596606063958736","0.0399550933597488","0.0793661194319984","1"
"Very rare","2007","Full Time","higher vocational","45","0.0497361703254857","0.0338785592371914","0.0655937814137801","1"
"Very rare","2007","Full Time","higher education","143","0.0549397560176938","0.0456152787513185","0.0642642332840691","1"
"Very rare","2007","Part Time","in school","3","","","","1"
"Very rare","2007","Part Time","inadequately","2","","","","1"
"Very rare","2007","Part Time","general elemantary","34","0.0685731325736146","0.045477995164736","0.0916682699824932","1"
"Very rare","2007","Part Time","middle vocational","209","0.0897571424081641","0.0784756981060308","0.101038586710297","1"
"Very rare","2007","Part Time","vocational + Abi","26","","","","1"
"Very rare","2007","Part Time","higher vocational","26","","","","1"
"Very rare","2007","Part Time","higher education","81","0.095217986551002","0.0765041141954241","0.11393185890658","1"
