"plh0184","year","education","n","percent","lower_confidence","upper_confidence"
"Often","2007","college entrance qualification","1156","0.219721086058973","0.208723181338267","0.230718990779678"
"Often","2007","lower secondary degree","1299","0.184191296728137","0.175074533292202","0.193308060164073"
"Often","2007","no degree/no degree yet","115","0.216377108861432","0.182302892693364","0.250451325029499"
"Often","2007","Other degree","184","0.202800562770032","0.178742187233487","0.226858938306576"
"Often","2007","secondary school degree","1362","0.232525579546743","0.22188517010687","0.243165988986617"
"Rarely","2007","college entrance qualification","1113","0.191585320751512","0.181132166487395","0.202038475015629"
"Rarely","2007","lower secondary degree","1711","0.245501802519595","0.235379754067835","0.255623850971355"
"Rarely","2007","no degree/no degree yet","120","0.206395168055393","0.172904903753212","0.239885432357573"
"Rarely","2007","Other degree","273","0.209029714573342","0.184700262508734","0.23335916663795"
"Rarely","2007","secondary school degree","1195","0.19206854849749","0.182146384478825","0.201990712516155"
"Sometimes","2007","college entrance qualification","2402","0.447768256786722","0.434560274323424","0.46097623925002"
"Sometimes","2007","lower secondary degree","2711","0.392668510249229","0.381183327680023","0.404153692818436"
"Sometimes","2007","no degree/no degree yet","226","0.393093510228666","0.352675448010373","0.433511572446959"
"Sometimes","2007","Other degree","396","0.393186096987097","0.36395971422348","0.422412479750714"
"Sometimes","2007","secondary school degree","2617","0.428614774726851","0.416149866390092","0.441079683063611"
"Very often","2007","college entrance qualification","320","0.060991430968836","0.0546349267711766","0.0673479351664953"
"Very often","2007","lower secondary degree","338","0.046934476820907","0.0419603215687375","0.0519086320730765"
"Very often","2007","no degree/no degree yet","37","0.0751127249911323","0.0533021145206522","0.0969233354616123"
"Very often","2007","Other degree","64","0.0663407998817128","0.0514494944185544","0.0812321053448712"
"Very often","2007","secondary school degree","381","0.0645911920192704","0.0583999412564742","0.0707824427820665"
"Very rare","2007","college entrance qualification","454","0.0799339054339564","0.0727307269089892","0.0871370839589236"
"Very rare","2007","lower secondary degree","886","0.130703913682131","0.122776342977284","0.138631484386979"
"Very rare","2007","no degree/no degree yet","63","0.109021487863378","0.0832311917906626","0.134811783936093"
"Very rare","2007","Other degree","156","0.128642825787816","0.108610142669414","0.148675508906218"
"Very rare","2007","secondary school degree","500","0.0821999052096445","0.0752815839551858","0.0891182264641031"
"Often","2008","college entrance qualification","971","0.205292772031971","0.194250538125857","0.216335005938086"
"Often","2008","lower secondary degree","1084","0.164782061886972","0.155753584973881","0.173810538800063"
"Often","2008","no degree/no degree yet","118","0.22229628581109","0.18748412335605","0.25710844826613"
"Often","2008","Other degree","155","0.182251729237601","0.157650989361145","0.206852469114058"
"Often","2008","secondary school degree","1130","0.20799390459972","0.197509602118642","0.218478207080798"
"Rarely","2008","college entrance qualification","1261","0.232663359923005","0.221112255835063","0.244214464010948"
"Rarely","2008","lower secondary degree","1693","0.24911184180206","0.238586300666353","0.259637382937766"
"Rarely","2008","no degree/no degree yet","136","0.232012457895934","0.196670504338694","0.267354411453175"
"Rarely","2008","Other degree","263","0.27251340674731","0.244140165129231","0.300886648365389"
"Rarely","2008","secondary school degree","1274","0.218737163737569","0.208058673682809","0.229415653792328"
"Sometimes","2008","college entrance qualification","2229","0.428175902977712","0.414648673139678","0.441703132815746"
"Sometimes","2008","lower secondary degree","2629","0.420963022551149","0.408947719122277","0.43297832598002"
"Sometimes","2008","no degree/no degree yet","215","0.407794619351448","0.366649840549955","0.448939398152942"
"Sometimes","2008","Other degree","378","0.390491059774857","0.359402678431341","0.421579441118374"
"Sometimes","2008","secondary school degree","2595","0.442010015724729","0.429181416629897","0.454838614819561"
"Very often","2008","college entrance qualification","211","0.0418073332221706","0.0363356721802772","0.0472789942640641"
"Very often","2008","lower secondary degree","284","0.0412448381589577","0.0364053628509872","0.0460843134669282"
"Very often","2008","no degree/no degree yet","20","","",""
"Very often","2008","Other degree","36","0.0402399547881499","0.0277168331766297","0.0527630763996701"
"Very often","2008","secondary school degree","274","0.0513087744047116","0.0456096486681143","0.057007900141309"
"Very rare","2008","college entrance qualification","468","0.0920606318451406","0.0841569048472701","0.0999643588430112"
"Very rare","2008","lower secondary degree","796","0.123898235600863","0.115880172731523","0.131916298470202"
"Very rare","2008","no degree/no degree yet","59","0.109302686189028","0.0831787688656134","0.135426603512443"
"Very rare","2008","Other degree","114","0.114503849452081","0.0942127347796143","0.134794964124548"
"Very rare","2008","secondary school degree","484","0.0799501415332706","0.0729442198824635","0.0869560631840777"
"Often","2009","college entrance qualification","978","0.207074293027832","0.195725167967195","0.218423418088468"
"Often","2009","lower secondary degree","956","0.162590384039514","0.153202793695168","0.171977974383861"
"Often","2009","no degree/no degree yet","97","0.208327220113281","0.172295578779343","0.244358861447219"
"Often","2009","Other degree","133","0.167046601836967","0.14134246615269","0.192750737521244"
"Often","2009","secondary school degree","1059","0.202575254896615","0.191876174806635","0.213274334986596"
"Rarely","2009","college entrance qualification","1241","0.248333230541977","0.236232456997064","0.26043400408689"
"Rarely","2009","lower secondary degree","1611","0.264006931526807","0.252792371078208","0.275221491975406"
"Rarely","2009","no degree/no degree yet","115","0.206031036396991","0.170146588672847","0.241915484121135"
"Rarely","2009","Other degree","221","0.262276070397793","0.231965081900151","0.292587058895435"
"Rarely","2009","secondary school degree","1301","0.239535854931383","0.228174424236856","0.250897285625911"
"Sometimes","2009","college entrance qualification","2066","0.423908020293957","0.410067106291193","0.43774893429672"
"Sometimes","2009","lower secondary degree","2321","0.395017339917769","0.382580292990681","0.407454386844857"
"Sometimes","2009","no degree/no degree yet","202","0.448071713526675","0.403949908595201","0.492193518458149"
"Sometimes","2009","Other degree","316","0.400072645584543","0.36631341098841","0.433831880180676"
"Sometimes","2009","secondary school degree","2352","0.429968620851711","0.416789812269985","0.443147429433438"
"Very often","2009","college entrance qualification","176","0.0369471417391247","0.0316639238197626","0.0422303596584869"
"Very often","2009","lower secondary degree","242","0.0396430650551594","0.0346789975311595","0.0446071325791592"
"Very often","2009","no degree/no degree yet","20","","",""
"Very often","2009","Other degree","32","0.0428072881720252","0.0288586316560973","0.0567559446879531"
"Very often","2009","secondary school degree","245","0.043358752538243","0.0379372292459774","0.0487802758305086"
"Very rare","2009","college entrance qualification","436","0.0837373143971099","0.0759792647708678","0.091495364023352"
"Very rare","2009","lower secondary degree","805","0.138742279460751","0.129947829014825","0.147536729906676"
"Very rare","2009","no degree/no degree yet","54","0.085232571491409","0.060458560723214","0.110006582259604"
"Very rare","2009","Other degree","107","0.127797394008672","0.104791266676092","0.150803521341252"
"Very rare","2009","secondary school degree","464","0.0845615167820471","0.0771550794548256","0.0919679541092687"
"Often","2010","college entrance qualification","797","0.180992702856181","0.169945555622482","0.192039850089879"
"Often","2010","lower secondary degree","748","0.126413618816197","0.117521339675566","0.135305897956827"
"Often","2010","no degree/no degree yet","87","0.237291486614426","0.19645950669431","0.278123466534542"
"Often","2010","Other degree","102","0.143504565192417","0.117931965693937","0.169077164690896"
"Often","2010","secondary school degree","955","0.200823545378244","0.189771056317889","0.211876034438599"
"Rarely","2010","college entrance qualification","1193","0.264540126163788","0.251883994231846","0.27719625809573"
"Rarely","2010","lower secondary degree","1508","0.280729756013053","0.268705630554445","0.292753881471661"
"Rarely","2010","no degree/no degree yet","104","0.222410921594364","0.182496191727594","0.262325651461133"
"Rarely","2010","Other degree","207","0.276058878365189","0.243450291767255","0.308667464963123"
"Rarely","2010","secondary school degree","1250","0.23613805121126","0.22442090459398","0.24785519782854"
"Sometimes","2010","college entrance qualification","2121","0.453798262955912","0.439513150064225","0.468083375847598"
"Sometimes","2010","lower secondary degree","2201","0.425122889951021","0.411894469779222","0.438351310122821"
"Sometimes","2010","no degree/no degree yet","170","0.406758974704466","0.359610871671818","0.453907077737114"
"Sometimes","2010","Other degree","285","0.420922544514037","0.384910405786811","0.456934683241263"
"Sometimes","2010","secondary school degree","2241","0.431128704471896","0.417465835029401","0.444791573914391"
"Very often","2010","college entrance qualification","135","0.0267238944090395","0.0220964242371262","0.0313513645809528"
"Very often","2010","lower secondary degree","152","0.0263921884395642","0.0221028239266508","0.0306815529524776"
"Very often","2010","no degree/no degree yet","11","","",""
"Very often","2010","Other degree","30","0.0327620753306442","0.0197773773427788","0.0457467733185095"
"Very often","2010","secondary school degree","154","0.0348766378406885","0.0298150106004701","0.0399382650809069"
"Very rare","2010","college entrance qualification","420","0.07394501361508","0.0664365936177524","0.0814534336124076"
"Very rare","2010","lower secondary degree","756","0.141341546780165","0.132019562363","0.15066353119733"
"Very rare","2010","no degree/no degree yet","45","0.117894151714984","0.0869423064773701","0.148845996952598"
"Very rare","2010","Other degree","98","0.126751936597713","0.102484404676185","0.151019468519241"
"Very rare","2010","secondary school degree","447","0.0970330610979116","0.0888667253856448","0.105199396810178"
"Often","2011","college entrance qualification","1036","0.183920538293214","0.173821269363821","0.194019807222606"
"Often","2011","lower secondary degree","986","0.142025727740054","0.133659674905842","0.150391780574265"
"Often","2011","no degree/no degree yet","100","0.203982644325295","0.170815014425546","0.237150274225044"
"Often","2011","Other degree","162","0.139005494104519","0.118923268652783","0.159087719556255"
"Often","2011","secondary school degree","1138","0.189716991363685","0.179927531629297","0.199506451098074"
"Rarely","2011","college entrance qualification","1464","0.25678877712084","0.245400638434828","0.268176915806851"
"Rarely","2011","lower secondary degree","1836","0.27241759642139","0.261747738638957","0.283087454203824"
"Rarely","2011","no degree/no degree yet","131","0.218422221730511","0.184413440121978","0.252431003339043"
"Rarely","2011","Other degree","305","0.243996483981442","0.219064929529001","0.268928038433882"
"Rarely","2011","secondary school degree","1467","0.231651294742921","0.221117525704285","0.242185063781556"
"Sometimes","2011","college entrance qualification","2426","0.43817664310173","0.425242635692485","0.451110650510975"
"Sometimes","2011","lower secondary degree","2530","0.384469933983748","0.3728110820734","0.396128785894095"
"Sometimes","2011","no degree/no degree yet","252","0.41476450858584","0.37421153704467","0.455317480127011"
"Sometimes","2011","Other degree","440","0.408937914561158","0.380398773031934","0.437477056090381"
"Sometimes","2011","secondary school degree","2647","0.425972592035154","0.413626077078439","0.438319106991868"
"Very often","2011","college entrance qualification","181","0.0295224699580372","0.0251100414162383","0.0339348984998361"
"Very often","2011","lower secondary degree","306","0.039670842896354","0.0349929989418439","0.044348686850864"
"Very often","2011","no degree/no degree yet","27","","",""
"Very often","2011","Other degree","39","0.0421849407605536","0.0305164357344234","0.0538534457866839"
"Very often","2011","secondary school degree","270","0.0457263776693641","0.0405107437239113","0.050942011614817"
"Very rare","2011","college entrance qualification","546","0.0915915715261796","0.0840722798573392","0.0991108631950199"
"Very rare","2011","lower secondary degree","1030","0.161415898958455","0.152598379525427","0.170233418391482"
"Very rare","2011","no degree/no degree yet","57","0.112526937706137","0.0865156171341002","0.138538258278174"
"Very rare","2011","Other degree","194","0.165875166592328","0.144282718863132","0.187467614321524"
"Very rare","2011","secondary school degree","640","0.106932744188876","0.0992168780727129","0.11464861030504"
"Often","2012","college entrance qualification","954","0.170436699255229","0.160662320149276","0.180211078361183"
"Often","2012","lower secondary degree","945","0.140387078863427","0.131948435501461","0.148825722225393"
"Often","2012","no degree/no degree yet","114","0.23162035605557","0.196395552522264","0.266845159588877"
"Often","2012","Other degree","151","0.127333373245951","0.10828140995154","0.146385336540362"
"Often","2012","secondary school degree","1070","0.173292083695619","0.163772633621186","0.182811533770053"
"Rarely","2012","college entrance qualification","1591","0.288673125989533","0.276893794534656","0.30045245744441"
"Rarely","2012","lower secondary degree","1868","0.291078998453467","0.280044262287784","0.302113734619151"
"Rarely","2012","no degree/no degree yet","125","0.229563582710149","0.194448621735696","0.264678543684601"
"Rarely","2012","Other degree","365","0.293266479677372","0.267246707579805","0.319286251774939"
"Rarely","2012","secondary school degree","1547","0.257109393917752","0.246117618253578","0.268101169581925"
"Sometimes","2012","college entrance qualification","2417","0.41476651163092","0.401959456375331","0.427573566886509"
"Sometimes","2012","lower secondary degree","2493","0.385786750102738","0.373962030777418","0.397611469428058"
"Sometimes","2012","no degree/no degree yet","213","0.371428697706834","0.331083923056996","0.411773472356672"
"Sometimes","2012","Other degree","453","0.405366056682518","0.37730571413347","0.433426399231565"
"Sometimes","2012","secondary school degree","2585","0.431178291485084","0.418722739595044","0.443633843375123"
"Very often","2012","college entrance qualification","138","0.0259198668405051","0.0217894243240813","0.0300503093569289"
"Very often","2012","lower secondary degree","262","0.0397251403596977","0.0349806660821247","0.0444696146372707"
"Very often","2012","no degree/no degree yet","30","0.0507925468155067","0.0324587313312857","0.0691263622997276"
"Very often","2012","Other degree","47","0.039698776151321","0.0285394818695755","0.0508580704330664"
"Very often","2012","secondary school degree","247","0.0418345479757061","0.0367991448551574","0.0468699510962549"
"Very rare","2012","college entrance qualification","585","0.100203796283812","0.0923983628838452","0.108009229683779"
"Very rare","2012","lower secondary degree","942","0.14302203222067","0.134517627939462","0.151526436501878"
"Very rare","2012","no degree/no degree yet","69","0.11659481671194","0.0897974644558457","0.143392168968035"
"Very rare","2012","Other degree","160","0.134335314242838","0.114845200281925","0.153825428203751"
"Very rare","2012","secondary school degree","624","0.0965856829258392","0.0891564100132325","0.104014955838446"
"Often","2013","college entrance qualification","1327","0.169213299390596","0.160695901742934","0.177730697038259"
"Often","2013","lower secondary degree","1190","0.142556936660262","0.134457041358571","0.150656831961954"
"Often","2013","no degree/no degree yet","186","0.230168612419569","0.201565895709246","0.258771329129893"
"Often","2013","Other degree","289","0.16477459253679","0.146720750519258","0.182828434554321"
"Often","2013","secondary school degree","1580","0.19401623237239","0.185312737488753","0.202719727256028"
"Rarely","2013","college entrance qualification","1989","0.281422811755698","0.271207273117536","0.291638350393859"
"Rarely","2013","lower secondary degree","1985","0.291960991832085","0.281427470233347","0.302494513430823"
"Rarely","2013","no degree/no degree yet","211","0.252046917968184","0.222544045528236","0.281549790408133"
"Rarely","2013","Other degree","437","0.274646718074524","0.252925475625781","0.296367960523267"
"Rarely","2013","secondary school degree","1999","0.267221020582582","0.257481595801187","0.276960445363978"
"Sometimes","2013","college entrance qualification","3183","0.418622254935172","0.407415360870281","0.429829149000063"
"Sometimes","2013","lower secondary degree","2740","0.396175113848155","0.384843763116274","0.407506464580036"
"Sometimes","2013","no degree/no degree yet","303","0.345878965615721","0.313558503545472","0.37819942768597"
"Sometimes","2013","Other degree","619","0.395876924036106","0.372077553418368","0.419676294653843"
"Sometimes","2013","secondary school degree","3294","0.408369068356177","0.397550660438653","0.419187476273701"
"Very often","2013","college entrance qualification","232","0.0260071950240264","0.022391685246601","0.0296227048014518"
"Very often","2013","lower secondary degree","371","0.042789182557178","0.0381004725125088","0.0474778926018472"
"Very often","2013","no degree/no degree yet","61","0.0590625936207346","0.0430440491228341","0.0750811381186352"
"Very often","2013","Other degree","82","0.0435748824497013","0.0336399192062434","0.0535098456931592"
"Very often","2013","secondary school degree","396","0.0397706086711213","0.035469502988774","0.0440717143534685"
"Very rare","2013","college entrance qualification","713","0.104734438894508","0.0977783423147352","0.11169053547428"
"Very rare","2013","lower secondary degree","871","0.12651777510232","0.118816096499408","0.134219453705232"
"Very rare","2013","no degree/no degree yet","71","0.11284291037579","0.0913436345776934","0.134342186173887"
"Very rare","2013","Other degree","195","0.121126882902879","0.105248508910251","0.137005256895508"
"Very rare","2013","secondary school degree","661","0.0906230700177289","0.0843047321045012","0.0969414079309566"
"Often","2014","college entrance qualification","1402","0.17686610891272","0.168198437059071","0.185533780766369"
"Often","2014","lower secondary degree","1245","0.16676053672643","0.15797214914126","0.1755489243116"
"Often","2014","no degree/no degree yet","215","0.201346020582991","0.176590692852535","0.226101348313446"
"Often","2014","Other degree","465","0.137530000665438","0.125768654980529","0.149291346350347"
"Often","2014","secondary school degree","1537","0.192752202849508","0.183860390219699","0.201644015479316"
"Rarely","2014","college entrance qualification","1932","0.280861206961156","0.270651879212506","0.291070534709806"
"Rarely","2014","lower secondary degree","1898","0.281813613731626","0.27120698876196","0.292420238701292"
"Rarely","2014","no degree/no degree yet","215","0.193160213717944","0.168789383932648","0.217531043503241"
"Rarely","2014","Other degree","866","0.273462145810472","0.25824041540862","0.288683876212324"
"Rarely","2014","secondary school degree","1818","0.260156670621629","0.250267165550273","0.270046175692985"
"Sometimes","2014","college entrance qualification","3134","0.40820470601358","0.39703942479586","0.419369987231301"
"Sometimes","2014","lower secondary degree","2480","0.364275253206461","0.352929664449673","0.375620841963248"
"Sometimes","2014","no degree/no degree yet","383","0.409752565372196","0.379392988130305","0.440112142614087"
"Sometimes","2014","Other degree","1268","0.388654510497396","0.372008448573449","0.405300572421343"
"Sometimes","2014","secondary school degree","3142","0.404473504002476","0.393410252730284","0.415536755274667"
"Very often","2014","college entrance qualification","297","0.035202041056734","0.0310155803499336","0.0393885017635344"
"Very often","2014","lower secondary degree","344","0.0394422567043917","0.0348532334245967","0.0440312799841866"
"Very often","2014","no degree/no degree yet","87","0.0855945514135805","0.0683238376016643","0.102865265225497"
"Very often","2014","Other degree","161","0.0458250662429032","0.0386841844167276","0.0529659480690789"
"Very often","2014","secondary school degree","374","0.0430208712416517","0.0384470622178604","0.0475946802654431"
"Very rare","2014","college entrance qualification","679","0.09886593705581","0.0920854177716091","0.105646456340011"
"Very rare","2014","lower secondary degree","944","0.147708339631092","0.139343179244942","0.156073500017242"
"Very rare","2014","no degree/no degree yet","108","0.110146648913289","0.0908197271104028","0.129473570716175"
"Very rare","2014","Other degree","534","0.154528276783791","0.142184734246525","0.166871819321058"
"Very rare","2014","secondary school degree","689","0.0995967512847364","0.0928463699655314","0.106347132603941"
"Often","2015","college entrance qualification","1259","0.169248255651105","0.160536055325137","0.177960455977072"
"Often","2015","lower secondary degree","1083","0.149072173150057","0.14029553584338","0.157848810456733"
"Often","2015","no degree/no degree yet","175","0.204678458880828","0.177113610039417","0.232243307722239"
"Often","2015","Other degree","400","0.142841116456264","0.129824573876295","0.155857659036233"
"Often","2015","secondary school degree","1383","0.188107017190441","0.179038559505035","0.197175474875847"
"Rarely","2015","college entrance qualification","2013","0.281411618600141","0.270963424577019","0.291859812623263"
"Rarely","2015","lower secondary degree","1751","0.287370016289137","0.27621843975987","0.298521592818404"
"Rarely","2015","no degree/no degree yet","180","0.237112842750827","0.208055502154974","0.266170183346681"
"Rarely","2015","Other degree","749","0.268469502342347","0.25198400486106","0.284954999823635"
"Rarely","2015","secondary school degree","1832","0.266667869257844","0.256406218240949","0.276929520274739"
"Sometimes","2015","college entrance qualification","2983","0.425730447140351","0.414242157607738","0.437218736672964"
"Sometimes","2015","lower secondary degree","2376","0.380139954546958","0.368178001914361","0.392101907179556"
"Sometimes","2015","no degree/no degree yet","335","0.391493055227806","0.358147114476666","0.424838995978945"
"Sometimes","2015","Other degree","1021","0.348661005035943","0.330933664442635","0.36638834562925"
"Sometimes","2015","secondary school degree","2974","0.399133614012743","0.387769655348366","0.410497572677121"
"Very often","2015","college entrance qualification","224","0.0269587613802486","0.0231956617910668","0.0307218609694303"
"Very often","2015","lower secondary degree","315","0.0450818662827778","0.0399689637861627","0.0501947687793928"
"Very often","2015","no degree/no degree yet","55","0.0716886260503299","0.0540639908054875","0.0893132612951723"
"Very often","2015","Other degree","156","0.0527563700560866","0.0444405198110562","0.0610722203011169"
"Very often","2015","secondary school degree","321","0.0444266756443762","0.039645491662484","0.0492078596262683"
"Very rare","2015","college entrance qualification","637","0.0966509172281548","0.089785595169304","0.103516239287006"
"Very rare","2015","lower secondary degree","801","0.138335989731071","0.129828135017546","0.146843844444596"
"Very rare","2015","no degree/no degree yet","78","0.0950270170902093","0.0749920086902028","0.115062025490216"
"Very rare","2015","Other degree","450","0.187272006109359","0.172759333403668","0.20178467881505"
"Very rare","2015","secondary school degree","624","0.101664823894596","0.0946521103740239","0.108677537415167"
"Often","2016","college entrance qualification","1168","0.173054305248222","0.164059680285983","0.182048930210461"
"Often","2016","lower secondary degree","954","0.156030812577125","0.146730171392877","0.165331453761372"
"Often","2016","no degree/no degree yet","172","0.192750406793968","0.165685621840179","0.219815191747758"
"Often","2016","Other degree","467","0.15583068843564","0.143347776940172","0.168313599931109"
"Often","2016","secondary school degree","1266","0.190858900214227","0.181401012113203","0.20031678831525"
"Rarely","2016","college entrance qualification","1879","0.267893802104523","0.257363962999029","0.278423641210017"
"Rarely","2016","lower secondary degree","1598","0.282772952722962","0.271230670959377","0.294315234486547"
"Rarely","2016","no degree/no degree yet","190","0.236059945837596","0.206923014953009","0.265196876722182"
"Rarely","2016","Other degree","899","0.29384341286663","0.278165685648137","0.309521140085123"
"Rarely","2016","secondary school degree","1618","0.249142774709779","0.238733303633385","0.259552245786173"
"Sometimes","2016","college entrance qualification","2860","0.426819941875044","0.415059564775343","0.438580318974744"
"Sometimes","2016","lower secondary degree","2228","0.377489147812483","0.365064899921799","0.389913395703168"
"Sometimes","2016","no degree/no degree yet","286","0.359077793164773","0.3261623319351","0.391993254394446"
"Sometimes","2016","Other degree","1169","0.350705103763914","0.334281568235227","0.3671286392926"
"Sometimes","2016","secondary school degree","2804","0.409215383690297","0.397381796986422","0.421048970394172"
"Very often","2016","college entrance qualification","229","0.0324618490297205","0.0282480478862642","0.0366756501731769"
"Very often","2016","lower secondary degree","318","0.0454454109398899","0.0401072727608142","0.0507835491189657"
"Very often","2016","no degree/no degree yet","64","0.0670167638886225","0.0498601468126501","0.0841733809645949"
"Very often","2016","Other degree","142","0.0455638343189434","0.0383865823624375","0.0527410862754493"
"Very often","2016","secondary school degree","321","0.0472178344646001","0.0421130703979684","0.0523225985312318"
"Very rare","2016","college entrance qualification","659","0.0997701017424908","0.0926443566184439","0.106895846866538"
"Very rare","2016","lower secondary degree","750","0.13826167594754","0.129414940886488","0.147108411008592"
"Very rare","2016","no degree/no degree yet","104","0.145095090315041","0.120930008167366","0.169260172462716"
"Very rare","2016","Other degree","566","0.154056960614873","0.141632262653246","0.166481658576499"
"Very rare","2016","secondary school degree","623","0.103565106921098","0.0962319338055793","0.110898280036616"
"Often","2017","college entrance qualification","1291","0.165737226362799","0.15754637142868","0.173928081296917"
"Often","2017","lower secondary degree","977","0.154277301815808","0.145195573960899","0.163359029670717"
"Often","2017","no degree/no degree yet","185","0.188768184409834","0.163481547990401","0.214054820829268"
"Often","2017","Other degree","428","0.135500327068945","0.123438566051978","0.147562088085913"
"Often","2017","secondary school degree","1359","0.177704734361202","0.16909637940213","0.186313089320274"
"Rarely","2017","college entrance qualification","2283","0.289874617723738","0.279880593884649","0.299868641562827"
"Rarely","2017","lower secondary degree","1713","0.291871474621227","0.280441234770829","0.303301714471625"
"Rarely","2017","no degree/no degree yet","212","0.223553611430448","0.196632018105074","0.250475204755822"
"Rarely","2017","Other degree","825","0.264891631236537","0.249340287050443","0.28044297542263"
