"plh0184","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2009","higher vocational","Female","131","0.202424062441064","0.168782597318513","0.236065527563615"
"Rarely","2009","higher vocational","Male","196","0.247768963630077","0.217471946963073","0.278065980297081"
"Rarely","2009","in school","Female","33","0.154415059864337","0.0951902712716664","0.213639848457007"
"Rarely","2009","in school","Male","48","0.29613754973966","0.22730475920123","0.364970340278091"
"Rarely","2009","inadequately","Female","18","","",""
"Rarely","2009","inadequately","Male","10","","",""
"Rarely","2009","middle vocational","Female","1211","0.247295117056062","0.235086024979282","0.259504209132842"
"Rarely","2009","middle vocational","Male","1089","0.252562599756736","0.239549022584724","0.265576176928749"
"Rarely","2009","vocational + Abi","Female","123","0.206228664867769","0.174094896002351","0.238362433733188"
"Rarely","2009","vocational + Abi","Male","100","0.234860942613944","0.192950002624001","0.276771882603888"
"Sometimes","2009","general elemantary","Female","432","0.343386292592848","0.316989024904426","0.369783560281271"
"Sometimes","2009","general elemantary","Male","245","0.461033139382261","0.41971038229118","0.502355896473342"
"Sometimes","2009","higher education","Female","833","0.451191152306373","0.4285219769922","0.473860327620546"
"Sometimes","2009","higher education","Male","882","0.406160283478229","0.385572653262246","0.426747913694213"
"Sometimes","2009","higher vocational","Female","233","0.433241701850418","0.391753760821193","0.474729642879643"
"Sometimes","2009","higher vocational","Male","320","0.435389101040999","0.400594313023324","0.470183889058675"
"Sometimes","2009","in school","Female","66","0.561694302592871","0.480370319830015","0.643018285355728"
"Sometimes","2009","in school","Male","67","0.451860033278424","0.376827011283422","0.526893055273426"
"Sometimes","2009","inadequately","Female","42","0.360674519114725","0.266083646608412","0.455265391621038"
"Sometimes","2009","inadequately","Male","28","","",""
"Sometimes","2009","middle vocational","Female","2012","0.406895343781659","0.392993568672007","0.420797118891311"
"Sometimes","2009","middle vocational","Male","1738","0.408936212005583","0.394210723169019","0.423661700842147"
"Sometimes","2009","vocational + Abi","Female","281","0.484778383915924","0.445085915694665","0.524470852137183"
"Sometimes","2009","vocational + Abi","Male","151","0.430435381459761","0.381482608384276","0.479388154535246"
"Very often","2009","general elemantary","Female","62","0.043310742515127","0.0319946682227038","0.0546268168075503"
"Very often","2009","general elemantary","Male","26","","",""
"Very often","2009","higher education","Female","67","0.0367980459495333","0.0282214305039382","0.0453746613951285"
"Very often","2009","higher education","Male","64","0.0311728762834667","0.0238877917640568","0.0384579608028766"
"Very often","2009","higher vocational","Female","29","","",""
"Very often","2009","higher vocational","Male","43","0.0504974889565814","0.0351306783067807","0.0658642996063821"
"Very often","2009","in school","Female","7","","",""
"Very often","2009","in school","Male","3","","",""
"Very often","2009","inadequately","Female","7","","",""
"Very often","2009","inadequately","Male","5","","",""
"Very often","2009","middle vocational","Female","206","0.0400647667497198","0.0345151178624229","0.0456144156370166"
"Very often","2009","middle vocational","Male","159","0.0400548340304662","0.0341816252309927","0.0459280428299397"
"Very often","2009","vocational + Abi","Female","24","","",""
"Very often","2009","vocational + Abi","Male","17","","",""
"Very rare","2009","general elemantary","Female","179","0.156852634436409","0.136635938509027","0.177069330363792"
"Very rare","2009","general elemantary","Male","59","0.0834720590674025","0.0605430331581726","0.106401084976632"
"Very rare","2009","higher education","Female","157","0.0958566592784276","0.0824452421540835","0.109268076402772"
"Very rare","2009","higher education","Male","260","0.109226419298771","0.096150551396864","0.122302287200679"
"Very rare","2009","higher vocational","Female","51","0.101521908074612","0.0762352495651922","0.126808566584032"
"Very rare","2009","higher vocational","Male","81","0.0982757860994211","0.0773847048168872","0.119166867381955"
"Very rare","2009","in school","Female","8","","",""
"Very rare","2009","in school","Male","23","","",""
"Very rare","2009","inadequately","Female","10","","",""
"Very rare","2009","inadequately","Male","9","","",""
"Very rare","2009","middle vocational","Female","491","0.112218596045032","0.10328659697531","0.121150595114755"
"Very rare","2009","middle vocational","Male","486","0.106699069135242","0.0974520029069044","0.11594613536358"
"Very rare","2009","vocational + Abi","Female","41","0.0552332976550653","0.0370905850724695","0.0733760102376611"
"Very rare","2009","vocational + Abi","Male","25","","",""
"Often","2010","general elemantary","Female","171","0.138477435148364","0.118365402281996","0.158589468014732"
"Often","2010","general elemantary","Male","100","0.198239012020114","0.163259411868404","0.233218612171824"
"Often","2010","higher education","Female","310","0.177428346315368","0.159630812370267","0.195225880260469"
"Often","2010","higher education","Male","284","0.181665647477213","0.165031710894627","0.198299584059799"
"Often","2010","higher vocational","Female","96","0.191921194472368","0.157876075314196","0.22596631363054"
"Often","2010","higher vocational","Male","135","0.150971746756586","0.12521120159461","0.176732291918561"
"Often","2010","in school","Female","27","","",""
"Often","2010","in school","Male","28","","",""
"Often","2010","inadequately","Female","15","","",""
"Often","2010","inadequately","Male","16","","",""
"Often","2010","middle vocational","Female","724","0.156392216706432","0.145667058645029","0.167117374767835"
"Often","2010","middle vocational","Male","646","0.164488001097416","0.15287401939534","0.176101982799493"
"Often","2010","vocational + Abi","Female","118","0.178446294032097","0.147285691966088","0.209606896098106"
"Often","2010","vocational + Abi","Male","70","0.186730102198619","0.146806284426581","0.226653919970658"
"Rarely","2010","general elemantary","Female","314","0.276207062380437","0.250172055538542","0.302242069222331"
"Rarely","2010","general elemantary","Male","127","0.266318714296935","0.227534733625373","0.305102694968498"
"Rarely","2010","higher education","Female","440","0.259750688107494","0.239322548491342","0.280178827723646"
"Rarely","2010","higher education","Male","599","0.275585911392478","0.25630998787887","0.294861834906085"
"Rarely","2010","higher vocational","Female","130","0.241398627330295","0.204403822394083","0.278393432266507"
"Rarely","2010","higher vocational","Male","195","0.301268778012014","0.26825628850728","0.334281267516747"
"Rarely","2010","in school","Female","28","","",""
"Rarely","2010","in school","Male","42","0.253897427342943","0.185156379251666","0.32263847543422"
"Rarely","2010","inadequately","Female","19","","",""
"Rarely","2010","inadequately","Male","11","","",""
"Rarely","2010","middle vocational","Female","1125","0.255025959620683","0.242155661418335","0.267896257823032"
"Rarely","2010","middle vocational","Male","1067","0.264885939551782","0.251061596632154","0.27871028247141"
"Rarely","2010","vocational + Abi","Female","128","0.227566042036554","0.193445297331651","0.261686786741456"
"Rarely","2010","vocational + Abi","Male","77","0.237954908254299","0.194328926129073","0.281580890379525"
"Sometimes","2010","general elemantary","Female","440","0.393607990393463","0.365160639864893","0.422055340922034"
"Sometimes","2010","general elemantary","Male","210","0.419941383718351","0.376637375471366","0.463245391965335"
"Sometimes","2010","higher education","Female","831","0.467553969640996","0.444309741525108","0.490798197756883"
"Sometimes","2010","higher education","Male","899","0.427439212499348","0.406096912228076","0.448781512770621"
"Sometimes","2010","higher vocational","Female","234","0.448202631231683","0.405210047572408","0.491195214890958"
"Sometimes","2010","higher vocational","Male","318","0.415204387089043","0.379749250878714","0.450659523299373"
"Sometimes","2010","in school","Female","46","0.387008330803369","0.297988530867258","0.476028130739479"
"Sometimes","2010","in school","Male","65","0.39735463953825","0.320067402220384","0.474641876856117"
"Sometimes","2010","inadequately","Female","30","0.393623888470741","0.28788057124788","0.499367205693602"
"Sometimes","2010","inadequately","Male","24","","",""
"Sometimes","2010","middle vocational","Female","1935","0.441602015837875","0.426939338115745","0.456264693560006"
"Sometimes","2010","middle vocational","Male","1634","0.424351466673","0.408867606692297","0.439835326653703"
"Sometimes","2010","vocational + Abi","Female","260","0.471825260240595","0.431198377390858","0.512452143090331"
"Sometimes","2010","vocational + Abi","Male","166","0.457265290439159","0.406228252022825","0.508302328855492"
"Very often","2010","general elemantary","Female","42","0.0245529832793704","0.0155416902453283","0.0335642763134126"
"Very often","2010","general elemantary","Male","16","","",""
"Very often","2010","higher education","Female","47","0.0258442272983768","0.0184523042344154","0.0332361503623383"
"Very often","2010","higher education","Male","50","0.0210147160185379","0.0148268188329134","0.0272026132041624"
"Very often","2010","higher vocational","Female","14","","",""
"Very often","2010","higher vocational","Male","27","","",""
"Very often","2010","in school","Female","5","","",""
"Very often","2010","in school","Male","2","","",""
"Very often","2010","inadequately","Female","5","","",""
"Very often","2010","inadequately","Male","1","","",""
"Very often","2010","middle vocational","Female","142","0.0322410059217796","0.0270252922188992","0.03745671962466"
"Very often","2010","middle vocational","Male","98","0.0287288001892209","0.0234956080502086","0.0339619923282333"
"Very often","2010","vocational + Abi","Female","19","","",""
"Very often","2010","vocational + Abi","Male","18","","",""
"Very rare","2010","general elemantary","Female","166","0.167154528798366","0.145428796487768","0.188880261108963"
"Very rare","2010","general elemantary","Male","46","0.0852030910575843","0.0607075048100147","0.109698677305154"
"Very rare","2010","higher education","Female","142","0.0694227686377658","0.0575817617465203","0.0812637755290114"
"Very rare","2010","higher education","Male","232","0.0942945126124232","0.0816869842428391","0.106902040982007"
"Very rare","2010","higher vocational","Female","40","0.0855456699236661","0.0613662121402112","0.109725127707121"
"Very rare","2010","higher vocational","Male","67","0.0927289921836962","0.0718589933512612","0.113598991016131"
"Very rare","2010","in school","Female","9","","",""
"Very rare","2010","in school","Male","17","","",""
"Very rare","2010","inadequately","Female","13","","",""
"Very rare","2010","inadequately","Male","6","","",""
"Very rare","2010","middle vocational","Female","480","0.11473880191323","0.10532821490368","0.124149388922779"
"Very rare","2010","middle vocational","Male","469","0.11754579248858","0.107455881997","0.12763570298016"
"Very rare","2010","vocational + Abi","Female","55","0.0905836610105901","0.0672254054823346","0.113941916538846"
"Very rare","2010","vocational + Abi","Male","35","0.0797646947023626","0.0520083451903353","0.10752104421439"
"Often","2011","general elemantary","Female","248","0.157659364278042","0.139241980645614","0.17607674791047"
"Often","2011","general elemantary","Male","105","0.171122844024329","0.142476900500544","0.199768787548114"
"Often","2011","higher education","Female","397","0.177407089541","0.161153347312654","0.193660831769346"
"Often","2011","higher education","Male","363","0.153769434422392","0.139537796835729","0.168001072009055"
"Often","2011","higher vocational","Female","102","0.211971874808978","0.177784016269668","0.246159733348287"
"Often","2011","higher vocational","Male","159","0.196055283792176","0.170103296886998","0.222007270697355"
"Often","2011","in school","Female","29","","",""
"Often","2011","in school","Male","27","","",""
"Often","2011","inadequately","Female","26","","",""
"Often","2011","inadequately","Male","20","","",""
"Often","2011","middle vocational","Female","953","0.161742567328184","0.152089995107249","0.17139513954912"
"Often","2011","middle vocational","Male","799","0.167566185334595","0.157114251941333","0.178018118727858"
"Often","2011","vocational + Abi","Female","157","0.187709703973386","0.159801096620296","0.215618311326476"
"Often","2011","vocational + Abi","Male","83","0.143190520174269","0.110899769713096","0.175481270635443"
"Rarely","2011","general elemantary","Female","369","0.256021487544296","0.233964683878378","0.278078291210214"
"Rarely","2011","general elemantary","Male","165","0.23382458677959","0.201630712428693","0.266018461130487"
"Rarely","2011","higher education","Female","525","0.244895299543944","0.22659874929076","0.263191849797128"
"Rarely","2011","higher education","Male","703","0.266539505485325","0.249095562014373","0.283983448956277"
"Rarely","2011","higher vocational","Female","157","0.248509206447421","0.212360314278942","0.2846580986159"
"Rarely","2011","higher vocational","Male","255","0.270787490311781","0.241739934224767","0.299835046398794"
"Rarely","2011","in school","Female","36","0.203351854575667","0.139154525321487","0.267549183829847"
"Rarely","2011","in school","Male","34","0.216494282860772","0.153073020127402","0.279915545594141"
"Rarely","2011","inadequately","Female","34","0.233880530604897","0.164258096362825","0.303502964846969"
"Rarely","2011","inadequately","Male","18","","",""
"Rarely","2011","middle vocational","Female","1383","0.249016900479313","0.237680591343126","0.2603532096155"
"Rarely","2011","middle vocational","Male","1309","0.26285392071312","0.250535285500589","0.275172555925651"
"Rarely","2011","vocational + Abi","Female","178","0.229545823338025","0.199488709569814","0.259602937106237"
"Rarely","2011","vocational + Abi","Male","100","0.249984620238598","0.210066452074429","0.289902788402766"
"Sometimes","2011","general elemantary","Female","549","0.36060063950889","0.336333224461493","0.384868054556287"
"Sometimes","2011","general elemantary","Male","270","0.396830345564076","0.359618069777724","0.434042621350428"
"Sometimes","2011","higher education","Female","930","0.436745517414293","0.415642626318882","0.457848408509705"
"Sometimes","2011","higher education","Male","1031","0.436501132397894","0.416934561336042","0.456067703459746"
"Sometimes","2011","higher vocational","Female","212","0.36365497415214","0.32341543374639","0.403894514557891"
"Sometimes","2011","higher vocational","Male","360","0.394239098626621","0.362294406196917","0.426183791056324"
"Sometimes","2011","in school","Female","75","0.534378133422017","0.454817058802089","0.613939208041945"
"Sometimes","2011","in school","Male","85","0.496078809503007","0.419086520329967","0.573071098676048"
"Sometimes","2011","inadequately","Female","50","0.322513039924192","0.245630445814978","0.399395634033406"
"Sometimes","2011","inadequately","Male","32","0.361668628437006","0.26184540224855","0.461491854625462"
"Sometimes","2011","middle vocational","Female","2321","0.420416330319186","0.407476158415031","0.433356502223341"
"Sometimes","2011","middle vocational","Male","1936","0.399034137200084","0.385329784975256","0.412738489424911"
"Sometimes","2011","vocational + Abi","Female","326","0.466546053711699","0.430889866857376","0.502202240566022"
"Sometimes","2011","vocational + Abi","Male","206","0.4729186690262","0.426891854383884","0.518945483668515"
"Very often","2011","general elemantary","Female","88","0.0415800469166914","0.0314911291144802","0.0516689647189026"
"Very often","2011","general elemantary","Male","31","0.0541009132745983","0.0368945632798857","0.0713072632693108"
"Very often","2011","higher education","Female","76","0.0408120599271522","0.0323938158406614","0.049230304013643"
"Very often","2011","higher education","Male","54","0.0196755281651228","0.014196246387875","0.0251548099423706"
"Very often","2011","higher vocational","Female","31","0.0672485767703695","0.0462984609755571","0.0881986925651818"
"Very often","2011","higher vocational","Male","29","","",""
"Very often","2011","in school","Female","6","","",""
"Very often","2011","in school","Male","6","","",""
"Very often","2011","inadequately","Female","12","","",""
"Very often","2011","inadequately","Male","5","","",""
"Very often","2011","middle vocational","Female","258","0.0427510642260365","0.0374479852079075","0.0480541432441656"
"Very often","2011","middle vocational","Male","192","0.0395911780802115","0.0341341540286014","0.0450482021318215"
"Very often","2011","vocational + Abi","Female","29","","",""
"Very often","2011","vocational + Abi","Male","16","","",""
"Very rare","2011","general elemantary","Female","250","0.184138461752081","0.164549804909667","0.203727118594494"
"Very rare","2011","general elemantary","Male","93","0.144121310357406","0.117407597164728","0.170835023550085"
"Very rare","2011","higher education","Female","194","0.100140033573611","0.0873678035010328","0.112912263646188"
"Very rare","2011","higher education","Male","317","0.123514399529266","0.110533442812616","0.136495356245916"
"Very rare","2011","higher vocational","Female","47","0.108615367821091","0.0825874079413849","0.134643327700798"
"Very rare","2011","higher vocational","Male","96","0.111749216355818","0.0911543827261086","0.132344049985528"
"Very rare","2011","in school","Female","5","","",""
"Very rare","2011","in school","Male","10","","",""
"Very rare","2011","inadequately","Female","20","","",""
"Very rare","2011","inadequately","Male","14","","",""
"Very rare","2011","middle vocational","Female","675","0.12607313764728","0.117371700006143","0.134774575288418"
"Very rare","2011","middle vocational","Male","669","0.130954578671989","0.121513748901308","0.14039540844267"
"Very rare","2011","vocational + Abi","Female","62","0.0826137525707369","0.0629375421566073","0.102289962984867"
"Very rare","2011","vocational + Abi","Male","47","0.108887184276635","0.0801705457053856","0.137603822847884"
"Often","2012","general elemantary","Female","233","0.144159295938005","0.125960356936594","0.162358234939416"
"Often","2012","general elemantary","Male","112","0.182756794446012","0.153836783138302","0.211676805753722"
"Often","2012","higher education","Female","360","0.160243172676545","0.144869053662238","0.175617291690852"
"Often","2012","higher education","Male","333","0.142028483876954","0.1282591888143","0.155797778939608"
