"plh0184","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Schleswig-Holstein","lower secondary degree","51","0.200182134510253","0.148803999132477","0.251560269888028"
"Very rare","2007","Schleswig-Holstein","secondary school degree","28","","",""
"Very rare","2007","Schleswig-Holstein","college entrance qualification","23","","",""
"Very rare","2007","Schleswig-Holstein","Other degree","6","","",""
"Very rare","2007","Schleswig-Holstein","no degree/no degree yet","5","","",""
"Very rare","2007","Hamburg","lower secondary degree","10","","",""
"Very rare","2007","Hamburg","secondary school degree","6","","",""
"Very rare","2007","Hamburg","college entrance qualification","5","","",""
"Very rare","2007","Hamburg","Other degree","1","","",""
"Very rare","2007","Hamburg","no degree/no degree yet","1","","",""
"Very rare","2007","Lower Saxony","lower secondary degree","80","0.139142442938836","0.112896914591778","0.165387971285893"
"Very rare","2007","Lower Saxony","secondary school degree","45","0.105889309969065","0.0803133232339704","0.13146529670416"
"Very rare","2007","Lower Saxony","college entrance qualification","34","0.0858976563799917","0.0594739164534116","0.112321396306572"
"Very rare","2007","Lower Saxony","Other degree","5","","",""
"Very rare","2007","Lower Saxony","no degree/no degree yet","6","","",""
"Very rare","2007","Bremen","lower secondary degree","5","","",""
"Very rare","2007","Bremen","secondary school degree","4","","",""
"Very rare","2007","Bremen","college entrance qualification","3","","",""
"Very rare","2007","Bremen","Other degree","1","","",""
"Very rare","2007","Bremen","no degree/no degree yet","","","",""
"Very rare","2007","North Rhine-Westphalia","lower secondary degree","214","0.147237341337983","0.129215135938159","0.165259546737807"
"Very rare","2007","North Rhine-Westphalia","secondary school degree","102","0.10250971334927","0.0829417949536508","0.12207763174489"
"Very rare","2007","North Rhine-Westphalia","college entrance qualification","138","0.0893440895659054","0.0737725446977061","0.104915634434105"
"Very rare","2007","North Rhine-Westphalia","Other degree","50","0.132258108237266","0.0929961904049331","0.171520026069599"
"Very rare","2007","North Rhine-Westphalia","no degree/no degree yet","20","","",""
"Very rare","2007","Hesse","lower secondary degree","60","0.143281915845537","0.110011521490827","0.176552310200248"
"Very rare","2007","Hesse","secondary school degree","31","0.0929404113743952","0.0632754090824327","0.122605413666358"
"Very rare","2007","Hesse","college entrance qualification","29","","",""
"Very rare","2007","Hesse","Other degree","12","","",""
"Very rare","2007","Hesse","no degree/no degree yet","6","","",""
"Very rare","2007","Rhineland-Palatinate,Saarland","lower secondary degree","88","0.172412314019852","0.140404033069229","0.204420594970474"
"Very rare","2007","Rhineland-Palatinate,Saarland","secondary school degree","26","","",""
"Very rare","2007","Rhineland-Palatinate,Saarland","college entrance qualification","30","0.115822510193606","0.0767740015668947","0.154871018820317"
"Very rare","2007","Rhineland-Palatinate,Saarland","Other degree","12","","",""
"Very rare","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","7","","",""
"Very rare","2007","Baden-Württemberg","lower secondary degree","52","0.0731644483602109","0.0553626623765399","0.0909662343438818"
"Very rare","2007","Baden-Württemberg","secondary school degree","41","0.0695839574025669","0.0494086275827953","0.0897592872223385"
"Very rare","2007","Baden-Württemberg","college entrance qualification","44","0.0672107366100669","0.0478574957585862","0.0865639774615476"
"Very rare","2007","Baden-Württemberg","Other degree","28","","",""
"Very rare","2007","Baden-Württemberg","no degree/no degree yet","4","","",""
"Very rare","2007","Bavaria","lower secondary degree","130","0.106955247075763","0.0896271789276509","0.124283315223875"
"Very rare","2007","Bavaria","secondary school degree","78","0.0826144080638436","0.0626438355109703","0.102584980616717"
"Very rare","2007","Bavaria","college entrance qualification","66","0.095009785376214","0.0736358224104746","0.116383748341953"
"Very rare","2007","Bavaria","Other degree","31","0.1823448665654","0.123248875336734","0.241440857794065"
"Very rare","2007","Bavaria","no degree/no degree yet","6","","",""
"Very rare","2007","Berlin","lower secondary degree","14","","",""
"Very rare","2007","Berlin","secondary school degree","20","","",""
"Very rare","2007","Berlin","college entrance qualification","18","","",""
"Very rare","2007","Berlin","Other degree","2","","",""
"Very rare","2007","Berlin","no degree/no degree yet","1","","",""
"Very rare","2007","Brandenburg","lower secondary degree","26","","",""
"Very rare","2007","Brandenburg","secondary school degree","16","","",""
"Very rare","2007","Brandenburg","college entrance qualification","13","","",""
"Very rare","2007","Brandenburg","Other degree","2","","",""
"Very rare","2007","Brandenburg","no degree/no degree yet","","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","lower secondary degree","14","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","secondary school degree","25","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","college entrance qualification","8","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","Other degree","3","","",""
