"plh0184","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","(Married) couple without C. ","West Germany","865","0.161649346515815","0.151897305376099","0.171401387655531","4"
"Often","2007","(Married) couple without C. ","East Germany","367","0.206949471199085","0.188728639415912","0.225170302982258","4"
"Often","2007","1-pers.-HH","West Germany","415","0.182995105158599","0.167467328412168","0.198522881905031","4"
"Often","2007","1-pers.-HH","East Germany","159","0.191082942436858","0.163492177161361","0.218673707712356","4"
"Often","2007","Couple + C. GT 16 ","West Germany","521","0.217865057692919","0.201716049110275","0.234014066275563","4"
"Often","2007","Couple + C. GT 16 ","East Germany","253","0.253838288936051","0.227195406773439","0.280481171098663","4"
"Often","2007","Couple + C. LE 16 ","West Germany","791","0.284644334985954","0.268335878409975","0.300952791561934","4"
"Often","2007","Couple + C. LE 16 ","East Germany","153","0.25484191891079","0.221237880447175","0.288445957374404","4"
"Often","2007","Couple + C. LE and GT 16","West Germany","272","0.254403736328493","0.228392928315644","0.280414544341341","4"
"Often","2007","Couple + C. LE and GT 16","East Germany","68","0.238270280206116","0.18707349859874","0.289467061813491","4"
"Often","2007","Single parent ","West Germany","196","0.255057040290635","0.224756896140298","0.285357184440973","4"
"Often","2007","Single parent ","East Germany","73","0.273923935029999","0.223374239040713","0.324473631019285","4"
"Rarely","2007","(Married) couple without C. ","East Germany","449","0.228416686647437","0.209534993486894","0.24729837980798","2"
"Rarely","2007","1-pers.-HH","East Germany","184","0.244525276033042","0.214362407727939","0.274688144338145","2"
"Rarely","2007","Couple + C. GT 16 ","West Germany","533","0.20507937269515","0.18928384629489","0.22087489909541","2"
"Rarely","2007","1-pers.-HH","West Germany","591","0.233232188452915","0.216249619261095","0.250214757644736","2"
"Rarely","2007","(Married) couple without C. ","West Germany","1412","0.248819786055151","0.237367024451576","0.260272547658726","2"
"Rarely","2007","Couple + C. GT 16 ","East Germany","197","0.201252331028027","0.176707422391619","0.225797239664434","2"
"Rarely","2007","Couple + C. LE 16 ","West Germany","502","0.164742340258598","0.151335901525142","0.178148778992054","2"
"Rarely","2007","Couple + C. LE and GT 16","West Germany","181","0.140944500491155","0.120163094927327","0.161725906054983","2"
"Rarely","2007","Couple + C. LE 16 ","East Germany","93","0.140247164087267","0.113469931884928","0.167024396289606","2"
"Rarely","2007","Couple + C. LE and GT 16","East Germany","40","0.127054546170102","0.0870328094078613","0.167076282932343","2"
"Rarely","2007","Single parent ","West Germany","154","0.184014325518231","0.157078418083776","0.210950232952685","2"
"Rarely","2007","Single parent ","East Germany","57","0.153561265291081","0.11269630300344","0.194426227578721","2"
"Sometimes","2007","Couple + C. LE and GT 16","East Germany","137","0.520298946105106","0.460261932372389","0.580335959837823","3"
"Sometimes","2007","1-pers.-HH","East Germany","291","0.396483962181888","0.362155210609034","0.430812713754743","3"
"Sometimes","2007","(Married) couple without C. ","West Germany","2242","0.420404205475159","0.40732769598889","0.433480714961428","3"
"Sometimes","2007","Single parent ","West Germany","312","0.397378976032647","0.363362516533282","0.431395435532013","3"
"Sometimes","2007","1-pers.-HH","West Germany","857","0.377412232584719","0.357945839433933","0.396878625735505","3"
"Sometimes","2007","Couple + C. GT 16 ","West Germany","1091","0.426917529102254","0.407567047150391","0.446268011054117","3"
"Sometimes","2007","Couple + C. GT 16 ","East Germany","458","0.427312214778139","0.397027898572387","0.457596530983891","3"
"Sometimes","2007","Couple + C. LE 16 ","West Germany","1242","0.42020639412259","0.40236747165954","0.438045316585641","3"
"Sometimes","2007","Couple + C. LE 16 ","East Germany","332","0.475506397884675","0.43699581324256","0.514016982526791","3"
"Sometimes","2007","Couple + C. LE and GT 16","West Germany","487","0.483492517093943","0.453647390406303","0.513337643781584","3"
"Sometimes","2007","(Married) couple without C. ","East Germany","803","0.413915496574095","0.391763056469924","0.436067936678267","3"
"Sometimes","2007","Single parent ","East Germany","108","0.353172825518227","0.298997657688675","0.407347993347779","3"
"Very often","2007","Couple + C. GT 16 ","West Germany","133","0.0510216574521203","0.0424133719534694","0.0596299429507711","5"
"Very often","2007","1-pers.-HH","West Germany","139","0.0506173529964888","0.0418140110329313","0.0594206949600462","5"
"Very often","2007","(Married) couple without C. ","West Germany","252","0.0487583425499544","0.0430532119309797","0.0544634731689291","5"
"Very often","2007","(Married) couple without C. ","East Germany","94","0.048718640965117","0.0390361369806397","0.0584011449495944","5"
"Very often","2007","1-pers.-HH","East Germany","47","0.0603462225029598","0.0436349405560632","0.0770575044498565","5"
"Very often","2007","Couple + C. GT 16 ","East Germany","59","0.0725623950079026","0.0566811585034399","0.0884436315123653","5"
"Very often","2007","Couple + C. LE 16 ","West Germany","207","0.0684897690570079","0.0593611045939937","0.0776184335200222","5"
"Very often","2007","Couple + C. LE and GT 16","West Germany","66","0.0589250171443562","0.0448612323426836","0.0729888019460289","5"
"Very often","2007","Couple + C. LE 16 ","East Germany","35","0.0719220983666179","0.0519990759874257","0.09184512074581","5"
"Very often","2007","Couple + C. LE and GT 16","East Germany","10","","","","5"
"Very often","2007","Single parent ","West Germany","70","0.0875896038003775","0.0679385465832299","0.107240661017525","5"
"Very often","2007","Single parent ","East Germany","35","0.13165408672422","0.09332962607878","0.169978547369661","5"
"Very rare","2007","Couple + C. GT 16 ","East Germany","58","0.0450347702498802","0.0323391502832802","0.0577303902164802","1"
"Very rare","2007","1-pers.-HH","West Germany","380","0.155743120807278","0.141181190341686","0.170305051272869","1"
"Very rare","2007","Couple + C. LE 16 ","West Germany","199","0.0619171615758492","0.0532069903249643","0.0706273328267342","1"
"Very rare","2007","(Married) couple without C. ","West Germany","703","0.12036831940392","0.111748419472131","0.128988219335709","1"
