"plh0184","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","16-34 y.","lower secondary degree","53","0.0536925639204223","0.0378635974194041","0.0695215304214405"
"Very rare","2007","16-34 y.","secondary school degree","71","0.0430441161251631","0.0324655637163198","0.0536226685340064"
"Very rare","2007","16-34 y.","college entrance qualification","107","0.0671433607369419","0.0547990735465336","0.0794876479273501"
"Very rare","2007","16-34 y.","Other degree","16","","",""
"Very rare","2007","16-34 y.","no degree/no degree yet","34","0.0911577812465154","0.0621029380773251","0.120212624415706"
"Very rare","2007","35-65 y.","lower secondary degree","305","0.0902150527629827","0.080659436980785","0.0997706685451804"
"Very rare","2007","35-65 y.","secondary school degree","293","0.069589111653895","0.0616629417329619","0.0775152815748281"
"Very rare","2007","35-65 y.","college entrance qualification","220","0.0623479656325875","0.0539217903558324","0.0707741409093426"
"Very rare","2007","35-65 y.","Other degree","97","0.121731859663498","0.0978649520845192","0.145598767242476"
"Very rare","2007","35-65 y.","no degree/no degree yet","12","","",""
"Very rare","2007","66 and older","lower secondary degree","528","0.203598826893725","0.188446589170821","0.218751064616628"
"Very rare","2007","66 and older","secondary school degree","136","0.220173963506042","0.189075584687726","0.251272342324358"
"Very rare","2007","66 and older","college entrance qualification","127","0.174855337990706","0.146776772049947","0.202933903931466"
"Very rare","2007","66 and older","Other degree","43","0.201357808188162","0.146328586558015","0.256387029818308"
"Very rare","2007","66 and older","no degree/no degree yet","17","","",""
"Rarely","2007","16-34 y.","lower secondary degree","163","0.1808673181389","0.153837909843798","0.207896726434001"
"Rarely","2007","16-34 y.","secondary school degree","248","0.180104609678885","0.160075344203884","0.200133875153885"
"Rarely","2007","16-34 y.","college entrance qualification","300","0.183188896497641","0.164109377767286","0.202268415227996"
"Rarely","2007","16-34 y.","Other degree","25","","",""
"Rarely","2007","16-34 y.","no degree/no degree yet","88","0.237103891355362","0.194172055858321","0.280035726852403"
"Rarely","2007","35-65 y.","lower secondary degree","744","0.219118980867913","0.205322058049974","0.232915903685851"
"Rarely","2007","35-65 y.","secondary school degree","746","0.180480781257122","0.168500958500082","0.192460604014163"
"Rarely","2007","35-65 y.","college entrance qualification","622","0.178351310373585","0.165010576191843","0.191692044555327"
"Rarely","2007","35-65 y.","Other degree","177","0.203963551635498","0.174551642322093","0.233375460948903"
"Rarely","2007","35-65 y.","no degree/no degree yet","15","","",""
"Rarely","2007","66 and older","lower secondary degree","804","0.297389786737782","0.280189192612962","0.314590380862602"
"Rarely","2007","66 and older","secondary school degree","201","0.271586953285517","0.238205963244127","0.304967943326906"
"Rarely","2007","66 and older","college entrance qualification","191","0.260284137649865","0.227848178457781","0.292720096841948"
"Rarely","2007","66 and older","Other degree","71","0.259169620819356","0.199040556530625","0.319298685108086"
"Rarely","2007","66 and older","no degree/no degree yet","17","","",""
"Sometimes","2007","16-34 y.","lower secondary degree","285","0.409238343717194","0.374710164988692","0.443766522445696"
"Sometimes","2007","16-34 y.","secondary school degree","606","0.435583731316508","0.409739776482266","0.46142768615075"
"Sometimes","2007","16-34 y.","college entrance qualification","710","0.468913721871655","0.444299504185152","0.493527939558157"
"Sometimes","2007","16-34 y.","Other degree","59","0.329191978059396","0.253484116577439","0.404899839541354"
"Sometimes","2007","16-34 y.","no degree/no degree yet","146","0.34829689192222","0.300204418735893","0.396389365108547"
"Sometimes","2007","35-65 y.","lower secondary degree","1435","0.410882246774449","0.394472210331176","0.427292283217721"
"Sometimes","2007","35-65 y.","secondary school degree","1757","0.437755134051025","0.422301390056348","0.453208878045702"
"Sometimes","2007","35-65 y.","college entrance qualification","1415","0.444646245022179","0.427328526918923","0.461963963125435"
"Sometimes","2007","35-65 y.","Other degree","270","0.397754383604839","0.362029175297489","0.433479591912188"
"Sometimes","2007","35-65 y.","no degree/no degree yet","56","0.468946542608288","0.378133153029938","0.559759932186638"
"Sometimes","2007","66 and older","lower secondary degree","991","0.365365528066286","0.347245919640539","0.383485136492033"
"Sometimes","2007","66 and older","secondary school degree","254","0.370748462111737","0.334498485924167","0.406998438299308"
"Sometimes","2007","66 and older","college entrance qualification","277","0.412547784804754","0.376156798103673","0.448938771505834"
"Sometimes","2007","66 and older","Other degree","67","0.439582067789429","0.371472362234589","0.507691773344268"
"Sometimes","2007","66 and older","no degree/no degree yet","24","","",""
"Often","2007","16-34 y.","lower secondary degree","220","0.28493797862746","0.253240378101646","0.316635579153274"
"Often","2007","16-34 y.","secondary school degree","375","0.257011031824457","0.234234350179132","0.279787713469783"
"Often","2007","16-34 y.","college entrance qualification","365","0.219610354776494","0.199191133197764","0.240029576355224"
"Often","2007","16-34 y.","Other degree","31","0.29471947760448","0.221267651431109","0.368171303777852"
"Often","2007","16-34 y.","no degree/no degree yet","83","0.242552027406931","0.199285078156539","0.285818976657323"
"Often","2007","35-65 y.","lower secondary degree","759","0.21971359353885","0.205903224432909","0.233523962644791"
"Often","2007","35-65 y.","secondary school degree","909","0.244752434194077","0.231359876771921","0.258144991616233"
"Often","2007","35-65 y.","college entrance qualification","705","0.245378452566737","0.230382249672539","0.260374655460936"
"Often","2007","35-65 y.","Other degree","135","0.211284227624435","0.181487109638477","0.241081345610394"
"Often","2007","35-65 y.","no degree/no degree yet","24","","",""
"Often","2007","66 and older","lower secondary degree","320","0.11016144008339","0.0983801294473196","0.12194275071946"
"Often","2007","66 and older","secondary school degree","78","0.125277579704469","0.10043322563163","0.150121933777308"
"Often","2007","66 and older","college entrance qualification","86","0.122977288914802","0.0987006641439246","0.147253913685679"
"Often","2007","66 and older","Other degree","18","","",""
"Often","2007","66 and older","no degree/no degree yet","8","","",""
"Very often","2007","16-34 y.","lower secondary degree","58","0.0712637955960241","0.0531978780026218","0.0893297131894265"
"Very often","2007","16-34 y.","secondary school degree","114","0.0842565110549869","0.0697783953909987","0.0987346267189751"
"Very often","2007","16-34 y.","college entrance qualification","97","0.0611436661172684","0.0493259831819962","0.0729613490525406"
"Very often","2007","16-34 y.","Other degree","17","","",""
"Very often","2007","16-34 y.","no degree/no degree yet","26","","",""
"Very often","2007","35-65 y.","lower secondary degree","210","0.0600701260558061","0.0521446236884108","0.0679956284232014"
"Very often","2007","35-65 y.","secondary school degree","254","0.0674225388438801","0.0596116519546331","0.0752334257331271"
"Very often","2007","35-65 y.","college entrance qualification","201","0.0692760264049109","0.0604268993661858","0.078125153443636"
"Very often","2007","35-65 y.","Other degree","42","0.0652659774717303","0.0472371323770992","0.0832948225663613"
"Very often","2007","35-65 y.","no degree/no degree yet","9","","",""
"Very often","2007","66 and older","lower secondary degree","70","0.0234844182188176","0.0177860214403406","0.0291828149972946"
"Very often","2007","66 and older","secondary school degree","13","","",""
"Very often","2007","66 and older","college entrance qualification","22","","",""
"Very often","2007","66 and older","Other degree","5","","",""
"Very often","2007","66 and older","no degree/no degree yet","2","","",""
"Very rare","2008","16-34 y.","lower secondary degree","42","0.0562919698310158","0.0388656571276703","0.0737182825343613"
"Very rare","2008","16-34 y.","secondary school degree","92","0.0580400506180285","0.0453101298565666","0.0707699713794904"
"Very rare","2008","16-34 y.","college entrance qualification","107","0.0825322983626623","0.0683246086908067","0.096739988034518"
"Very rare","2008","16-34 y.","Other degree","10","","",""
"Very rare","2008","16-34 y.","no degree/no degree yet","36","0.094169978879682","0.065220596424631","0.123119361334733"
"Very rare","2008","35-65 y.","lower secondary degree","288","0.0966521154428707","0.0863740962551987","0.106930134630543"
"Very rare","2008","35-65 y.","secondary school degree","279","0.0691532569176844","0.061047964365419","0.0772585494699498"
"Very rare","2008","35-65 y.","college entrance qualification","226","0.0721168593112958","0.0628136046173749","0.0814201140052166"
"Very rare","2008","35-65 y.","Other degree","55","0.0802513118099766","0.0589005410640155","0.101602082555938"
"Very rare","2008","35-65 y.","no degree/no degree yet","11","","",""
"Very rare","2008","66 and older","lower secondary degree","466","0.176873857430831","0.162316135580691","0.191431579280972"
"Very rare","2008","66 and older","secondary school degree","113","0.168614943733341","0.140819037372725","0.196410850093957"
"Very rare","2008","66 and older","college entrance qualification","135","0.18465203889588","0.156485539486171","0.212818538305589"
"Very rare","2008","66 and older","Other degree","49","0.272763778572125","0.21194389552536","0.333583661618891"
"Very rare","2008","66 and older","no degree/no degree yet","12","","",""
"Rarely","2008","16-34 y.","lower secondary degree","139","0.177740716365348","0.148836492622827","0.20664494010787"
"Rarely","2008","16-34 y.","secondary school degree","273","0.206553295287448","0.184512841360769","0.228593749214127"
"Rarely","2008","16-34 y.","college entrance qualification","335","0.232180408069849","0.210380308337164","0.253980507802534"
"Rarely","2008","16-34 y.","Other degree","30","0.291305368040088","0.209324803850571","0.373285932229606"
"Rarely","2008","16-34 y.","no degree/no degree yet","97","0.233750245683838","0.191801312129326","0.275699179238351"
"Rarely","2008","35-65 y.","lower secondary degree","731","0.218631891800461","0.204255138408331","0.233008645192592"
"Rarely","2008","35-65 y.","secondary school degree","790","0.204222091994254","0.191343434803404","0.217100749185103"
"Rarely","2008","35-65 y.","college entrance qualification","682","0.208153498183196","0.193552510837848","0.222754485528544"
"Rarely","2008","35-65 y.","Other degree","166","0.265527501182842","0.230822231590756","0.300232770774927"
"Rarely","2008","35-65 y.","no degree/no degree yet","13","","",""
"Rarely","2008","66 and older","lower secondary degree","823","0.307122813230461","0.289522817370073","0.324722809090849"
"Rarely","2008","66 and older","secondary school degree","211","0.306755520854104","0.272520459884401","0.340990581823807"
"Rarely","2008","66 and older","college entrance qualification","244","0.322313009302874","0.288386606137702","0.356239412468046"
"Rarely","2008","66 and older","Other degree","67","0.280783598215818","0.219417269808266","0.34214992662337"
"Rarely","2008","66 and older","no degree/no degree yet","26","","",""
"Sometimes","2008","16-34 y.","lower secondary degree","287","0.51483367949022","0.477046693547161","0.552620665433279"
"Sometimes","2008","16-34 y.","secondary school degree","581","0.437112724662515","0.410107174425337","0.464118274899694"
"Sometimes","2008","16-34 y.","college entrance qualification","617","0.406887563463312","0.381523325221203","0.432251801705421"
"Sometimes","2008","16-34 y.","Other degree","52","0.426052611808784","0.336830038387193","0.515275185230374"
"Sometimes","2008","16-34 y.","no degree/no degree yet","158","0.428377485064592","0.379328763300973","0.47742620682821"
"Sometimes","2008","35-65 y.","lower secondary degree","1342","0.428807307052658","0.411592639646971","0.446021974458344"
"Sometimes","2008","35-65 y.","secondary school degree","1724","0.446209120340314","0.43032857527299","0.462089665407638"
"Sometimes","2008","35-65 y.","college entrance qualification","1344","0.455607007012446","0.437695945432379","0.473518068592512"
"Sometimes","2008","35-65 y.","Other degree","260","0.402753609250296","0.364210265691448","0.441296952809145"
"Sometimes","2008","35-65 y.","no degree/no degree yet","43","0.431606771748428","0.334529700920691","0.528683842576166"
"Sometimes","2008","66 and older","lower secondary degree","1000","0.383834365841724","0.36527987419778","0.402388857485668"
"Sometimes","2008","66 and older","secondary school degree","290","0.431751259336661","0.394979217171662","0.468523301501659"
"Sometimes","2008","66 and older","college entrance qualification","268","0.374778329502436","0.339639396201976","0.409917262802896"
"Sometimes","2008","66 and older","Other degree","66","0.322164507591585","0.258350579286045","0.385978435897125"
"Sometimes","2008","66 and older","no degree/no degree yet","14","","",""
"Often","2008","16-34 y.","lower secondary degree","163","0.199817111703388","0.169584586543592","0.230049636863183"
"Often","2008","16-34 y.","secondary school degree","276","0.233953766394356","0.210905508662886","0.257002024125827"
"Often","2008","16-34 y.","college entrance qualification","311","0.233488645773517","0.211645847247079","0.255331444299956"
"Often","2008","16-34 y.","Other degree","20","","",""
"Often","2008","16-34 y.","no degree/no degree yet","86","0.217560383421058","0.17666492923117","0.258455837610946"
"Often","2008","35-65 y.","lower secondary degree","636","0.200783942796232","0.186850038743127","0.214717846849337"
"Often","2008","35-65 y.","secondary school degree","788","0.226687810315451","0.213312163417552","0.24006345721335"
"Often","2008","35-65 y.","college entrance qualification","588","0.215819276112384","0.201024000375927","0.230614551848841"
"Often","2008","35-65 y.","Other degree","113","0.207890673162434","0.176000052994076","0.239781293330792"
"Often","2008","35-65 y.","no degree/no degree yet","27","","",""
"Often","2008","66 and older","lower secondary degree","285","0.110746513733877","0.0987734245903002","0.122719602877454"
"Often","2008","66 and older","secondary school degree","66","0.0760979241143671","0.0564131208671605","0.0957827273615737"
"Often","2008","66 and older","college entrance qualification","72","0.106608339362282","0.084205613570065","0.129011065154499"
"Often","2008","66 and older","Other degree","22","","",""
"Often","2008","66 and older","no degree/no degree yet","5","","",""
"Very often","2008","16-34 y.","lower secondary degree","41","0.0513165226100284","0.0346343453111358","0.0679986999089209"
"Very often","2008","16-34 y.","secondary school degree","74","0.0643401630376519","0.0509820331281801","0.0776982929471237"
"Very often","2008","16-34 y.","college entrance qualification","71","0.0449110843306591","0.0342177099139326","0.0556044587473856"
"Very often","2008","16-34 y.","Other degree","6","","",""
"Very often","2008","16-34 y.","no degree/no degree yet","14","","",""
"Very often","2008","35-65 y.","lower secondary degree","178","0.0551247429077783","0.0471862739117858","0.0630632119037708"
"Very often","2008","35-65 y.","secondary school degree","183","0.0537277204322967","0.0465244362314512","0.0609310046331421"
"Very often","2008","35-65 y.","college entrance qualification","130","0.0483033593806787","0.0405924108822262","0.0560143078791312"
"Very often","2008","35-65 y.","Other degree","28","","",""
"Very often","2008","35-65 y.","no degree/no degree yet","6","","",""
"Very often","2008","66 and older","lower secondary degree","65","0.0214224497631065","0.0158983617858452","0.0269465377403678"
"Very often","2008","66 and older","secondary school degree","17","","",""
"Very often","2008","66 and older","college entrance qualification","10","","",""
"Very often","2008","66 and older","Other degree","2","","",""
"Very often","2008","66 and older","no degree/no degree yet","","","",""
"Very rare","2009","16-34 y.","lower secondary degree","36","0.0509151611694473","0.0329787205631518","0.0688516017757428"
"Very rare","2009","16-34 y.","secondary school degree","67","0.0531094553415899","0.0401541920713931","0.0660647186117866"
"Very rare","2009","16-34 y.","college entrance qualification","82","0.0562019967864069","0.044059458836467","0.0683445347363467"
"Very rare","2009","16-34 y.","Other degree","5","","",""
"Very rare","2009","16-34 y.","no degree/no degree yet","34","0.0851884789715946","0.0554275841087373","0.114949373834452"
"Very rare","2009","35-65 y.","lower secondary degree","248","0.0901893305318232","0.0796855396902929","0.100693121373353"
"Very rare","2009","35-65 y.","secondary school degree","268","0.0683657111160347","0.0600720161499715","0.0766594060820979"
"Very rare","2009","35-65 y.","college entrance qualification","210","0.0677158829613337","0.0584010172024781","0.0770307487201893"
"Very rare","2009","35-65 y.","Other degree","58","0.0956844631933983","0.0707351743436504","0.120633752043146"
"Very rare","2009","35-65 y.","no degree/no degree yet","9","","",""
"Very rare","2009","66 and older","lower secondary degree","521","0.221074250527446","0.204810962398358","0.237337538656534"
"Very rare","2009","66 and older","secondary school degree","129","0.204641360066813","0.175028419539263","0.234254300594362"
"Very rare","2009","66 and older","college entrance qualification","144","0.203599705447794","0.174186922269342","0.233012488626246"
"Very rare","2009","66 and older","Other degree","44","0.243753899882538","0.181032000866749","0.306475798898327"
"Very rare","2009","66 and older","no degree/no degree yet","11","","",""
"Rarely","2009","16-34 y.","lower secondary degree","126","0.197869337514785","0.165362704120683","0.230375970908887"
"Rarely","2009","16-34 y.","secondary school degree","245","0.218979855711579","0.195088344032794","0.242871367390365"
"Rarely","2009","16-34 y.","college entrance qualification","322","0.254292629593246","0.231334041639008","0.277251217547484"
"Rarely","2009","16-34 y.","Other degree","16","","",""
"Rarely","2009","16-34 y.","no degree/no degree yet","85","0.223439707490165","0.179032086466139","0.267847328514191"
"Rarely","2009","35-65 y.","lower secondary degree","665","0.226766909574599","0.211412326544217","0.242121492604981"
"Rarely","2009","35-65 y.","secondary school degree","809","0.227008231068953","0.213242020907787","0.240774441230119"
"Rarely","2009","35-65 y.","college entrance qualification","680","0.231051278200092","0.215424837712612","0.246677718687571"
"Rarely","2009","35-65 y.","Other degree","143","0.248347925288397","0.211702804217193","0.284993046359601"
"Rarely","2009","35-65 y.","no degree/no degree yet","14","","",""
"Rarely","2009","66 and older","lower secondary degree","820","0.326806771236118","0.308424183908054","0.345189358564182"
"Rarely","2009","66 and older","secondary school degree","247","0.326255978974511","0.291842385204615","0.360669572744407"
"Rarely","2009","66 and older","college entrance qualification","239","0.296010917735657","0.262666843091988","0.329354992379327"
"Rarely","2009","66 and older","Other degree","62","0.358097886719684","0.288057728215163","0.428138045224205"
"Rarely","2009","66 and older","no degree/no degree yet","16","","",""
"Sometimes","2009","16-34 y.","lower secondary degree","235","0.430447537569568","0.390046998013246","0.47084807712589"
