"plh0184","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","in school","East Germany","18","","","","4"
"Often","2007","higher education","West Germany","593","0.209426642328434","0.195089090905827","0.223764193751041","4"
"Often","2007","vocational + Abi","East Germany","38","0.172926784011923","0.115568920490854","0.230284647532993","4"
"Often","2007","higher vocational","West Germany","239","0.184032201225449","0.161448235344022","0.206616167106876","4"
"Often","2007","in school","West Germany","53","0.203670849213671","0.154718655234644","0.252623043192697","4"
"Often","2007","higher vocational","East Germany","87","0.223173145383254","0.182571793815359","0.263774496951148","4"
"Often","2007","middle vocational","West Germany","1558","0.207546770709433","0.198494916522739","0.216598624896127","4"
"Often","2007","middle vocational","East Germany","574","0.218040919482566","0.202280998265343","0.233800840699789","4"
"Often","2007","vocational + Abi","West Germany","247","0.240634446509429","0.214206135767897","0.267062757250961","4"
"Often","2007","higher education","East Germany","283","0.234090058522646","0.211090317951935","0.257089799093358","4"
"Often","2007","inadequately","West Germany","38","0.234488903634526","0.175023047129045","0.293954760140006","4"
"Often","2007","inadequately","East Germany","7","","","","4"
"Often","2007","general elemantary","West Germany","349","0.189305184216564","0.171648372812644","0.206961995620484","4"
"Often","2007","general elemantary","East Germany","67","0.174485290008991","0.133537266956435","0.215433313061546","4"
"Rarely","2007","vocational + Abi","East Germany","30","0.247809479908257","0.182328866159554","0.31329009365696","2"
"Rarely","2007","general elemantary","West Germany","462","0.239389419665706","0.220156908922829","0.258621930408584","2"
"Rarely","2007","inadequately","West Germany","37","0.150406135778719","0.100233230959337","0.200579040598102","2"
"Rarely","2007","vocational + Abi","West Germany","170","0.147731123414876","0.125793510212245","0.169668736617508","2"
"Rarely","2007","middle vocational","West Germany","1758","0.219869654827682","0.210625675355578","0.229113634299787","2"
"Rarely","2007","in school","West Germany","67","0.260962215500878","0.207581602849094","0.314342828152662","2"
"Rarely","2007","middle vocational","East Germany","547","0.209383895945664","0.193854752829822","0.224913039061506","2"
"Rarely","2007","higher vocational","West Germany","224","0.215728418837816","0.191756449813475","0.239700387862156","2"
"Rarely","2007","in school","East Germany","17","","","","2"
"Rarely","2007","inadequately","East Germany","1","","","","2"
"Rarely","2007","general elemantary","East Germany","78","0.215971921054071","0.171574721692294","0.260369120415847","2"
"Rarely","2007","higher vocational","East Germany","77","0.209687046511984","0.169991410940053","0.249382682083915","2"
"Rarely","2007","higher education","West Germany","704","0.211407028414224","0.197019900720446","0.225794156108002","2"
"Rarely","2007","higher education","East Germany","272","0.191694382556044","0.170313034136272","0.213075730975815","2"
"Sometimes","2007","middle vocational","West Germany","3114","0.408418700236016","0.397447534708819","0.419389865763213","3"
"Sometimes","2007","middle vocational","East Germany","1139","0.426499588569348","0.40762318728178","0.445375989856915","3"
"Sometimes","2007","in school","West Germany","98","0.365935461500482","0.30738498979852","0.424485933202443","3"
"Sometimes","2007","in school","East Germany","39","0.327737115143953","0.22614183188245","0.429332398405456","3"
"Sometimes","2007","inadequately","West Germany","73","0.414484855788674","0.345340905912412","0.483628805664936","3"
"Sometimes","2007","inadequately","East Germany","8","","","","3"
"Sometimes","2007","general elemantary","West Germany","728","0.382046539957033","0.360146830851088","0.403946249062978","3"
"Sometimes","2007","general elemantary","East Germany","131","0.415013066675127","0.361851828298183","0.468174305052071","3"
"Sometimes","2007","vocational + Abi","West Germany","428","0.461440474068558","0.430619968490443","0.492260979646673","3"
"Sometimes","2007","vocational + Abi","East Germany","78","0.431262168114113","0.356148910850285","0.506375425377941","3"
"Sometimes","2007","higher vocational","West Germany","484","0.439355166749926","0.410430486304574","0.468279847195279","3"
"Sometimes","2007","higher vocational","East Germany","181","0.467890913618096","0.419235625159531","0.51654620207666","3"
"Sometimes","2007","higher education","West Germany","1345","0.43355001186184","0.416088239448457","0.451011784275222","3"
"Sometimes","2007","higher education","East Germany","573","0.407494759084466","0.380804689210895","0.434184828958036","3"
"Very often","2007","middle vocational","West Germany","421","0.0513361218494206","0.0464105069957611","0.0562617367030801","5"
"Very often","2007","in school","West Germany","15","","","","5"
"Very often","2007","higher vocational","West Germany","71","0.0643512940548211","0.0500507736657038","0.0786518144439384","5"
"Very often","2007","middle vocational","East Germany","148","0.0651424285611161","0.0557235819640664","0.0745612751581659","5"
"Very often","2007","higher vocational","East Germany","26","","","","5"
"Very often","2007","vocational + Abi","East Germany","10","","","","5"
"Very often","2007","vocational + Abi","West Germany","68","0.0525493467403854","0.0387541778851124","0.0663445155956584","5"
"Very often","2007","higher education","West Germany","153","0.0600393365492832","0.0516686569651764","0.06841001613339","5"
"Very often","2007","higher education","East Germany","80","0.0745019334580069","0.0602388268399167","0.0887650400760972","5"
"Very often","2007","in school","East Germany","5","","","","5"
"Very often","2007","inadequately","West Germany","19","","","","5"
"Very often","2007","inadequately","East Germany","4","","","","5"
"Very often","2007","general elemantary","West Germany","114","0.0553536367112917","0.0450471645474437","0.0656601088751398","5"
"Very often","2007","general elemantary","East Germany","14","","","","5"
"Very rare","2007","in school","West Germany","27","","","","1"
"Very rare","2007","in school","East Germany","3","","","","1"
"Very rare","2007","inadequately","West Germany","28","","","","1"
"Very rare","2007","inadequately","East Germany","3","","","","1"
"Very rare","2007","general elemantary","West Germany","238","0.133905219449405","0.118556088541556","0.149254350357255","1"
"Very rare","2007","general elemantary","East Germany","40","0.129549853387366","0.0933187520793151","0.165780954695417","1"
"Very rare","2007","middle vocational","West Germany","860","0.112828752377448","0.10576709956547","0.119890405189427","1"
"Very rare","2007","middle vocational","East Germany","229","0.080933167441306","0.0705236681102231","0.0913426667723889","1"
"Very rare","2007","vocational + Abi","West Germany","92","0.0976446092667514","0.0792928372791903","0.115996381254313","1"
"Very rare","2007","vocational + Abi","East Germany","11","","","","1"
"Very rare","2007","higher vocational","West Germany","113","0.0965329191319879","0.0793217380170329","0.113744100246943","1"
"Very rare","2007","higher vocational","East Germany","33","0.0635444123444934","0.0397574116637781","0.0873314130252086","1"
"Very rare","2007","higher education","West Germany","299","0.085576980846219","0.0757200889915522","0.0954338727008859","1"
"Very rare","2007","higher education","East Germany","94","0.0922188663788377","0.0765028285745471","0.107934904183128","1"
"Often","2008","in school","West Germany","58","0.229105352623333","0.179069814076312","0.279140891170353","4"
"Often","2008","in school","East Germany","18","","","","4"
"Often","2008","middle vocational","West Germany","1288","0.183424485336854","0.174512884464127","0.192336086209582","4"
