"plh0184","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2007","(0) in school","71","0.220087607639506","0.17617838552054","0.263996829758471"
"Often","2007","(1a) inadequately completed","43","0.212654738105915","0.158086320971768","0.267223155240062"
"Often","2007","(1b) general elementary school","293","0.166542971266286","0.149047373853578","0.184038568678995"
"Often","2007","(1c) basic vocational qualification","1058","0.187312457440938","0.17712274565888","0.197502169222997"
"Often","2007","(2a) intermediate vocational","1107","0.231432468426489","0.21959956444155","0.243265372411428"
"Often","2007","(2b) intermediate general qualification","132","0.286283498359259","0.247506528742928","0.325060467975589"
"Often","2007","(2c_gen) general maturity certificate","174","0.226049794523263","0.197315902408293","0.254783686638233"
"Often","2007","(2c_voc) vocational maturity certificate","368","0.226062345344879","0.205299248174276","0.246825442515482"
"Often","2007","(3a) lower tertiary education","344","0.209398176670415","0.190113365556619","0.228682987784211"
"Often","2007","(3b) higher tertiary education","532","0.218974067804338","0.203334521260504","0.234613614348172"
"Rarely","2007","(0) in school","84","0.261982987876868","0.215380964875011","0.308585010878724"
"Rarely","2007","(1a) inadequately completed","36","0.156173218607685","0.107761427761964","0.204585009453406"
"Rarely","2007","(1b) general elementary school","444","0.241419412793695","0.221323350302073","0.261515475285316"
"Rarely","2007","(1c) basic vocational qualification","1397","0.24559399801358","0.23435239589543","0.256835600131729"
"Rarely","2007","(2a) intermediate vocational","927","0.184900981378272","0.174008847436861","0.195793115319682"
"Rarely","2007","(2b) intermediate general qualification","103","0.212546233567669","0.177450681491877","0.24764178564346"
"Rarely","2007","(2c_gen) general maturity certificate","183","0.206239678837949","0.178444677893052","0.234034679782846"
"Rarely","2007","(2c_voc) vocational maturity certificate","269","0.164066655481163","0.145683459359242","0.182449851603083"
"Rarely","2007","(3a) lower tertiary education","373","0.205346904456158","0.186200690588774","0.224493118323542"
"Rarely","2007","(3b) higher tertiary education","603","0.207797431204602","0.192453618194429","0.223141244214775"
"Sometimes","2007","(0) in school","137","0.359186955400496","0.308340464285826","0.410033446515167"
