"plh0184","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","16-34 y.","1-pers.-HH","40","0.0665027931475561","0.0475371409768135","0.0854684453182987"
"Very rare","2007","16-34 y.","(Married) couple without C. ","45","0.0286412710311952","0.0174740876691369","0.0398084543932535"
"Very rare","2007","16-34 y.","Single parent ","31","0.081252626008475","0.0553072451740289","0.107198006842921"
"Very rare","2007","16-34 y.","Couple + C. LE 16 ","68","0.0685844907700597","0.0530965041075893","0.0840724774325301"
"Very rare","2007","16-34 y.","Couple + C. GT 16 ","96","0.074880285622789","0.060038117797834","0.089722453447744"
"Very rare","2007","16-34 y.","Couple + C. LE and GT 16","25","","",""
"Very rare","2007","35-65 y.","1-pers.-HH","128","0.0796626806629209","0.0648924953386341","0.0944328659872077"
"Very rare","2007","35-65 y.","(Married) couple without C. ","362","0.0989072093315029","0.089299532066557","0.108514886596449"
"Very rare","2007","35-65 y.","Single parent ","40","0.0557711541045538","0.0374246085834192","0.0741176996256884"
"Very rare","2007","35-65 y.","Couple + C. LE 16 ","163","0.0582131321022052","0.0491394278556731","0.0672868363487372"
"Very rare","2007","35-65 y.","Couple + C. GT 16 ","166","0.0876825304677137","0.0757133621127547","0.0996516988226728"
"Very rare","2007","35-65 y.","Couple + C. LE and GT 16","56","0.0589477735751912","0.0437942136928548","0.0741013334575276"
"Very rare","2007","66 and older","1-pers.-HH","311","0.260023453861793","0.235287431626975","0.28475947609661"
"Very rare","2007","66 and older","(Married) couple without C. ","482","0.167525106378178","0.153710058060053","0.181340154696303"
"Very rare","2007","66 and older","Single parent ","18","","",""
"Very rare","2007","66 and older","Couple + C. LE 16 ","1","","",""
"Very rare","2007","66 and older","Couple + C. GT 16 ","28","","",""
"Very rare","2007","66 and older","Couple + C. LE and GT 16","1","","",""
"Rarely","2007","16-34 y.","1-pers.-HH","132","0.17620298129156","0.147202309326919","0.205203653256201"
"Rarely","2007","16-34 y.","(Married) couple without C. ","159","0.181383595244063","0.155584949753237","0.207182240734889"
"Rarely","2007","16-34 y.","Single parent ","85","0.18907147133122","0.151888201087239","0.226254741575201"
"Rarely","2007","16-34 y.","Couple + C. LE 16 ","167","0.166702800803385","0.143863558947355","0.189542042659415"
"Rarely","2007","16-34 y.","Couple + C. GT 16 ","263","0.213278649703417","0.190179351615539","0.236377947791296"
"Rarely","2007","16-34 y.","Couple + C. LE and GT 16","85","0.184401163397213","0.146953940981898","0.221848385812528"
"Rarely","2007","35-65 y.","1-pers.-HH","297","0.228960444405936","0.206041029380583","0.251879859431289"
"Rarely","2007","35-65 y.","(Married) couple without C. ","866","0.225299762467043","0.211854574261684","0.238744950672402"
"Rarely","2007","35-65 y.","Single parent ","108","0.162249623642253","0.132774202439628","0.191725044844878"
"Rarely","2007","35-65 y.","Couple + C. LE 16 ","426","0.157880243044201","0.1437500321972","0.172010453891201"
