"plh0184","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","direct migration background","Rural Area","54","0.17304387400725","0.135738715276645","0.210349032737854","4"
"Often","2007","direct migration background","Urban Area","343","0.222794294177693","0.203202742596612","0.242385845758775","4"
"Often","2007","indirect migration background","Rural Area","27","","","","4"
"Often","2007","indirect migration background","Urban Area","150","0.240752784661401","0.208475617890571","0.273029951432232","4"
"Often","2007","no migration background","Rural Area","1344","0.209950158824261","0.200012450166099","0.219887867482424","4"
"Often","2007","no migration background","Urban Area","2303","0.204810496494455","0.197337208282503","0.212283784706408","4"
"Rarely","2007","direct migration background","Urban Area","400","0.206694594860931","0.18762973680143","0.225759452920433","2"
"Rarely","2007","direct migration background","Rural Area","117","0.286190544579173","0.241617907223091","0.330763181935256","2"
"Rarely","2007","indirect migration background","Rural Area","20","","","","2"
"Rarely","2007","indirect migration background","Urban Area","133","0.173162384501366","0.14459601598435","0.201728753018382","2"
"Rarely","2007","no migration background","Rural Area","1402","0.207988818676718","0.198085367561046","0.217892269792391","2"
"Rarely","2007","no migration background","Urban Area","2453","0.218374269938203","0.210723582430724","0.226024957445681","2"
"Sometimes","2007","indirect migration background","Rural Area","48","0.466320157084826","0.373930878940146","0.558709435229506","3"
"Sometimes","2007","no migration background","Urban Area","4623","0.411621211816888","0.402507869491452","0.420734554142324","3"
"Sometimes","2007","direct migration background","Urban Area","682","0.399599695042332","0.37653849857109","0.422660891513574","3"
"Sometimes","2007","no migration background","Rural Area","2769","0.427571088387741","0.415499460003195","0.439642716772287","3"
"Sometimes","2007","direct migration background","Rural Area","155","0.389814233105782","0.341718181387923","0.437910284823641","3"
"Sometimes","2007","indirect migration background","Urban Area","276","0.42845298011793","0.391093940013371","0.465812020222489","3"
"Very often","2007","direct migration background","Urban Area","108","0.0597905597529882","0.0486276497601804","0.070953469745796","5"
"Very often","2007","direct migration background","Rural Area","24","","","","5"
"Very often","2007","indirect migration background","Rural Area","7","","","","5"
"Very often","2007","indirect migration background","Urban Area","65","0.0815951601402473","0.0609286367380402","0.102261683542454","5"
"Very often","2007","no migration background","Rural Area","361","0.0581379900472953","0.0524281419018223","0.0638478381927683","5"
"Very often","2007","no migration background","Urban Area","608","0.0562633797685008","0.051996222797465","0.0605305367395367","5"
"Very rare","2007","direct migration background","Rural Area","45","0.105436590785555","0.075149972383874","0.135723209187236","1"
"Very rare","2007","indirect migration background","Urban Area","50","0.0760366905790551","0.056026228897249","0.0960471522608612","1"
"Very rare","2007","indirect migration background","Rural Area","10","","","","1"
"Very rare","2007","no migration background","Rural Area","576","0.0963519440639847","0.0891519719924322","0.103551916135537","1"
"Very rare","2007","direct migration background","Urban Area","200","0.111120856166055","0.0963240509355028","0.125917661396607","1"
"Very rare","2007","no migration background","Urban Area","1215","0.108930641981953","0.103161236097475","0.114700047866431","1"
"Often","2008","direct migration background","Rural Area","54","0.156290973268423","0.118083646803693","0.194498299733153","4"
"Often","2008","indirect migration background","Rural Area","23","","","","4"
"Often","2008","indirect migration background","Urban Area","131","0.219824473212177","0.188230059171042","0.251418887253313","4"
"Often","2008","direct migration background","Urban Area","299","0.212033264016459","0.191743314104349","0.232323213928569","4"
"Often","2008","no migration background","Rural Area","1104","0.187860785297142","0.178057137775362","0.197664432818922","4"
"Often","2008","no migration background","Urban Area","1937","0.184519755787463","0.177136610932683","0.191902900642243","4"
"Rarely","2008","direct migration background","Rural Area","89","0.257187419249818","0.211199068058618","0.303175770441018","2"
"Rarely","2008","direct migration background","Urban Area","401","0.249484727372884","0.228005098022927","0.270964356722841","2"
"Rarely","2008","indirect migration background","Rural Area","25","","","","2"
"Rarely","2008","indirect migration background","Urban Area","168","0.227821714880148","0.195823004638395","0.2598204251219","2"
"Rarely","2008","no migration background","Rural Area","1465","0.236508739186475","0.225843268838558","0.247174209534392","2"
"Rarely","2008","no migration background","Urban Area","2604","0.237870340422247","0.229766370692281","0.245974310152213","2"
"Sometimes","2008","direct migration background","Urban Area","623","0.396445021645703","0.3721635538497","0.420726489441706","3"
"Sometimes","2008","no migration background","Rural Area","2661","0.435191591135506","0.422748015108685","0.447635167162327","3"
"Sometimes","2008","direct migration background","Rural Area","160","0.457327592337929","0.404911344863586","0.509743839812272","3"
"Sometimes","2008","indirect migration background","Rural Area","54","0.529059250319145","0.436616177895821","0.621502322742469","3"
"Sometimes","2008","indirect migration background","Urban Area","252","0.394086237700832","0.35680612934096","0.431366346060705","3"
"Sometimes","2008","no migration background","Urban Area","4509","0.426405705439079","0.416992725211528","0.435818685666631","3"
"Very often","2008","direct migration background","Rural Area","9","","","","5"
"Very often","2008","direct migration background","Urban Area","60","0.0363197417157636","0.0270330101957834","0.0456064732357439","5"
"Very often","2008","indirect migration background","Rural Area","5","","","","5"
"Very often","2008","indirect migration background","Urban Area","52","0.0793870201241488","0.05876223557953","0.100011804668768","5"
"Very often","2008","no migration background","Rural Area","289","0.0437432496458572","0.0386099435755166","0.0488765557161977","5"
"Very often","2008","no migration background","Urban Area","439","0.0441187268707776","0.0402100776748641","0.0480273760666911","5"
"Very rare","2008","indirect migration background","Rural Area","5","","","","1"
"Very rare","2008","direct migration background","Urban Area","176","0.105717245249191","0.0904544042372726","0.120980086261108","1"
"Very rare","2008","direct migration background","Rural Area","35","0.102259863454211","0.0703803797714565","0.134139347136966","1"
"Very rare","2008","indirect migration background","Urban Area","57","0.0788805540826943","0.0583160105040969","0.0994450976612916","1"
"Very rare","2008","no migration background","Rural Area","579","0.0966956347350194","0.0892778390023887","0.10411343046765","1"
"Very rare","2008","no migration background","Urban Area","1115","0.107085471480434","0.10119997027816","0.112970972682707","1"
"Often","2009","direct migration background","Rural Area","47","0.159281011127681","0.11893394314724","0.199628079108122","4"
"Often","2009","direct migration background","Urban Area","252","0.206538859868874","0.184904170324601","0.228173549413147","4"
"Often","2009","indirect migration background","Rural Area","30","0.281316570298817","0.200188049018287","0.362445091579348","4"
"Often","2009","indirect migration background","Urban Area","145","0.242884331877883","0.208485650699529","0.277283013056237","4"
"Often","2009","no migration background","Rural Area","1051","0.177837263268966","0.167996599982168","0.187677926555765","4"
"Often","2009","no migration background","Urban Area","1819","0.187656007966907","0.179957636476839","0.195354379456976","4"
"Rarely","2009","direct migration background","Rural Area","96","0.280980922129051","0.231422990371306","0.330538853886797","2"
"Rarely","2009","direct migration background","Urban Area","344","0.230191831954878","0.207694906933427","0.252688756976329","2"
"Rarely","2009","indirect migration background","Rural Area","24","","","","2"
"Rarely","2009","indirect migration background","Urban Area","133","0.240784972410455","0.206487824001199","0.275082120819712","2"
"Rarely","2009","no migration background","Rural Area","1451","0.245595508215147","0.234517888890682","0.256673127539612","2"
"Rarely","2009","no migration background","Urban Area","2567","0.255560507173662","0.246960294037876","0.264160720309448","2"
"Sometimes","2009","direct migration background","Urban Area","541","0.419912678303254","0.393536423512231","0.446288933094277","3"
"Sometimes","2009","direct migration background","Rural Area","125","0.431713624357901","0.377101879929892","0.48632536878591","3"
"Sometimes","2009","indirect migration background","Rural Area","59","0.473554643035745","0.383466261082801","0.563643024988688","3"
"Sometimes","2009","no migration background","Rural Area","2505","0.439740678163849","0.426966676723756","0.452514679603942","3"
"Sometimes","2009","no migration background","Urban Area","3992","0.401293030990131","0.391628392651047","0.410957669329215","3"
"Sometimes","2009","indirect migration background","Urban Area","235","0.381932233445883","0.342958489356534","0.420905977535233","3"
"Very often","2009","direct migration background","Urban Area","67","0.0445594435376337","0.033532410790317","0.0555864762849505","5"
"Very often","2009","direct migration background","Rural Area","15","","","","5"
"Very often","2009","indirect migration background","Rural Area","2","","","","5"
"Very often","2009","indirect migration background","Urban Area","41","0.061848502856696","0.0425260610021085","0.0811709447112836","5"
"Very often","2009","no migration background","Rural Area","214","0.0352641962771635","0.0305173486895293","0.0400110438647978","5"
"Very often","2009","no migration background","Urban Area","396","0.0422033405073271","0.0382391208171275","0.0461675601975267","5"
"Very rare","2009","indirect migration background","Rural Area","3","","","","1"
"Very rare","2009","direct migration background","Rural Area","33","0.0966707262186304","0.0640889255412511","0.12925252689601","1"
"Very rare","2009","direct migration background","Urban Area","141","0.0987971863353604","0.0828504979944554","0.114743874676265","1"
"Very rare","2009","indirect migration background","Urban Area","43","0.0725499594090825","0.0517422260174426","0.0933576928007223","1"
"Very rare","2009","no migration background","Rural Area","579","0.101562354074874","0.0937883557235377","0.10933635242621","1"
"Very rare","2009","no migration background","Urban Area","1107","0.113287113361972","0.107037841663268","0.119536385060676","1"
"Often","2010","direct migration background","Rural Area","39","0.158245219716414","0.115496100525016","0.200994338907811","4"
"Often","2010","direct migration background","Urban Area","193","0.162055916074363","0.141136482173199","0.182975349975527","4"
"Often","2010","indirect migration background","Rural Area","14","","","","4"
"Often","2010","indirect migration background","Urban Area","134","0.2826369724638","0.245209140047657","0.320064804879942","4"
"Often","2010","no migration background","Rural Area","873","0.167432391944477","0.15735785268781","0.177506931201143","4"
"Often","2010","no migration background","Urban Area","1551","0.1643911757788","0.156853262653561","0.171929088904039","4"
"Rarely","2010","direct migration background","Urban Area","306","0.235357080624167","0.211274504975472","0.259439656272862","2"
"Rarely","2010","direct migration background","Rural Area","82","0.294553881237009","0.241160997900109","0.34794676457391","2"
"Rarely","2010","indirect migration background","Rural Area","23","","","","2"
"Rarely","2010","indirect migration background","Urban Area","122","0.176825400147196","0.145113008189632","0.20853779210476","2"
"Rarely","2010","no migration background","Rural Area","1428","0.269307030917034","0.257337227780719","0.281276834053349","2"
"Rarely","2010","no migration background","Urban Area","2418","0.267549324429724","0.258546029239484","0.276552619619964","2"
"Sometimes","2010","direct migration background","Urban Area","510","0.459741230926771","0.431448973380637","0.488033488472906","3"
"Sometimes","2010","indirect migration background","Rural Area","56","0.581159183863713","0.485413312412629","0.676905055314797","3"
"Sometimes","2010","no migration background","Urban Area","4026","0.423819902267024","0.413769575824737","0.433870228709311","3"
"Sometimes","2010","direct migration background","Rural Area","122","0.46034209949044","0.401961480936268","0.518722718044613","3"
"Sometimes","2010","no migration background","Rural Area","2272","0.431440868184828","0.418076631521643","0.444805104848014","3"
"Sometimes","2010","indirect migration background","Urban Area","220","0.412941682937358","0.372016024103148","0.453867341771569","3"
"Very often","2010","direct migration background","Urban Area","43","0.0308975218050486","0.0210742391843303","0.0407208044257669","5"
"Very often","2010","direct migration background","Rural Area","8","","","","5"
"Very often","2010","indirect migration background","Rural Area","2","","","","5"
"Very often","2010","indirect migration background","Urban Area","32","0.0439952888492068","0.0269484522551038","0.0610421254433097","5"
"Very often","2010","no migration background","Rural Area","147","0.0289735582925262","0.0244475833714746","0.0334995332135777","5"
"Very often","2010","no migration background","Urban Area","266","0.028685973538675","0.0252910891033154","0.0320808579740346","5"
"Very rare","2010","indirect migration background","Rural Area","7","","","","1"
"Very rare","2010","direct migration background","Rural Area","29","","","","1"
"Very rare","2010","indirect migration background","Urban Area","48","0.0836006556024387","0.0605937653008386","0.106607545904039","1"
"Very rare","2010","direct migration background","Urban Area","140","0.11194825056965","0.0940488801367396","0.129847621002561","1"
"Very rare","2010","no migration background","Rural Area","556","0.102846150661135","0.0946497499794778","0.111042551342792","1"
"Very rare","2010","no migration background","Urban Area","1026","0.115553623985777","0.10905175960072","0.122055488370835","1"
"Often","2011","direct migration background","Rural Area","73","0.163903045801319","0.130256270544028","0.19754982105861","4"
"Often","2011","indirect migration background","Rural Area","19","","","","4"
"Often","2011","indirect migration background","Urban Area","165","0.266052667182487","0.232314487989471","0.299790846375503","4"
"Often","2011","no migration background","Urban Area","1897","0.164531160878758","0.157700963245628","0.171361358511888","4"
"Often","2011","direct migration background","Urban Area","250","0.167659500661937","0.149068327771857","0.186250673552016","4"
"Often","2011","no migration background","Rural Area","1139","0.170673921438489","0.161618580180926","0.179729262696051","4"
"Rarely","2011","direct migration background","Rural Area","142","0.309260085399868","0.267251232131954","0.351268938667782","2"
"Rarely","2011","direct migration background","Urban Area","399","0.239340761277071","0.21810608725828","0.260575435295863","2"
"Rarely","2011","indirect migration background","Rural Area","33","0.292117895135822","0.215971849362153","0.368263940909491","2"
"Rarely","2011","indirect migration background","Urban Area","133","0.193914496256231","0.163728808353836","0.224100184158626","2"
"Rarely","2011","no migration background","Rural Area","1796","0.258765510753564","0.248224322192103","0.269306699315024","2"
"Rarely","2011","no migration background","Urban Area","2835","0.252629537228277","0.244624670805248","0.260634403651306","2"
"Sometimes","2011","direct migration background","Urban Area","619","0.416540338703325","0.392005899088722","0.441074778317927","3"
"Sometimes","2011","no migration background","Rural Area","2625","0.405505258437923","0.393687616395768","0.417322900480078","3"
"Sometimes","2011","direct migration background","Rural Area","175","0.390371704150782","0.346031944143152","0.434711464158412","3"
"Sometimes","2011","indirect migration background","Rural Area","66","0.502556485107975","0.418832067558694","0.586280902657256","3"
"Sometimes","2011","indirect migration background","Urban Area","263","0.383257054380572","0.346137516762806","0.420376591998338","3"
"Sometimes","2011","no migration background","Urban Area","4748","0.416994893353303","0.407911552556642","0.426078234149963","3"
"Very often","2011","direct migration background","Rural Area","16","","","","5"
"Very often","2011","direct migration background","Urban Area","68","0.0387319525795579","0.0291291247780042","0.0483347803811117","5"
"Very often","2011","indirect migration background","Rural Area","9","","","","5"
"Very often","2011","indirect migration background","Urban Area","47","0.0609547725299872","0.042688392195987","0.0792211528639875","5"
"Very often","2011","no migration background","Urban Area","456","0.0400873883385935","0.0364735910185383","0.0437011856586487","5"
"Very often","2011","no migration background","Rural Area","257","0.0367930423697588","0.0322619675573895","0.041324117182128","5"
"Very rare","2011","indirect migration background","Rural Area","10","","","","1"
"Very rare","2011","direct migration background","Urban Area","215","0.137727446778109","0.120577028296911","0.154877865259307","1"
