"plh0184","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","general elemantary","416","0.187595492993706","0.171359787162859","0.203831198824552","4"
"Often","2007","higher education","876","0.215162992885684","0.203015328802901","0.227310656968467","4"
"Often","2007","higher vocational","326","0.192612639169591","0.172884902358173","0.212340375981008","4"
"Often","2007","in school","71","0.220087607639506","0.17617838552054","0.263996829758471","4"
"Often","2007","inadequately","45","0.247571353169439","0.190278203198983","0.304864503139896","4"
"Often","2007","middle vocational","2132","0.209661790186773","0.201818721556473","0.217504858817073","4"
"Often","2007","vocational + Abi","285","0.233928884850432","0.209692895433086","0.258164874267777","4"
"Rarely","2007","vocational + Abi","200","0.157642580485517","0.136779940892506","0.178505220078528","2"
"Rarely","2007","middle vocational","2305","0.217756326271969","0.20980432755571","0.225708324988229","2"
"Rarely","2007","in school","84","0.261982987876868","0.215380964875011","0.308585010878724","2"
"Rarely","2007","inadequately","38","0.146319008589006","0.0994033275782516","0.193234689599761","2"
"Rarely","2007","general elemantary","540","0.236687869217583","0.219010692893043","0.254365045542123","2"
"Rarely","2007","higher education","976","0.206822154763186","0.194849152462452","0.218795157063919","2"
"Rarely","2007","higher vocational","301","0.214404035344912","0.19387304018476","0.234935030505065","2"
"Sometimes","2007","inadequately","81","0.399505730879842","0.334487404754868","0.464524057004816","3"
"Sometimes","2007","higher vocational","665","0.44561074413725","0.420746278490365","0.470475209784135","3"
"Sometimes","2007","in school","137","0.359186955400496","0.308340464285826","0.410033446515167","3"
"Sometimes","2007","higher education","1918","0.427489940434109","0.412865685138881","0.442114195729338","3"
"Sometimes","2007","middle vocational","4253","0.412062771977262","0.40257930685971","0.421546237094814","3"
"Sometimes","2007","vocational + Abi","506","0.458451706122994","0.429925128106738","0.48697828413925","3"
"Sometimes","2007","general elemantary","859","0.385849710248846","0.365604596020634","0.406094824477058","3"
"Very often","2007","general elemantary","128","0.0564641631703895","0.0468648654877737","0.0660634608530053","5"
"Very often","2007","middle vocational","569","0.0541186827065838","0.0497594323349813","0.0584779330781863","5"
"Very often","2007","inadequately","23","","","","5"
"Very often","2007","vocational + Abi","78","0.0561355032063979","0.0429572477948004","0.0693137586179954","5"
"Very often","2007","in school","20","","","","5"
"Very often","2007","higher education","233","0.0634031254576543","0.0561995031429801","0.0706067477723286","5"
"Very often","2007","higher vocational","97","0.0580713691014789","0.0463714210714343","0.0697713171315234","5"
"Very rare","2007","in school","30","0.0940704785868774","0.06313128991679","0.125009667256965","1"
"Very rare","2007","middle vocational","1089","0.106400428857411","0.100459381064926","0.112341476649897","1"
"Very rare","2007","inadequately","31","0.0985699656467627","0.0590006846542417","0.138139246639284","1"
"Very rare","2007","higher education","393","0.087121786459367","0.0787851846849207","0.0954583882338134","1"
"Very rare","2007","vocational + Abi","103","0.0938413253346594","0.0771464385710539","0.110536212098265","1"
"Very rare","2007","general elemantary","278","0.133402764369476","0.119262260793244","0.147543267945708","1"
"Very rare","2007","higher vocational","146","0.0893012122467683","0.0750349580658658","0.103567466427671","1"
"Often","2008","general elemantary","347","0.173630641798796","0.157156855908067","0.190104427689525","4"
"Often","2008","higher education","722","0.18689009929081","0.175099308713605","0.198680889868015","4"
"Often","2008","higher vocational","301","0.2086123907858","0.187449200463479","0.229775581108121","4"
"Often","2008","in school","76","0.219279659202846","0.176117053055533","0.262442265350159","4"
"Often","2008","inadequately","39","0.196887950195043","0.139741499932324","0.254034400457762","4"
"Often","2008","middle vocational","1754","0.186174929755213","0.178452978316405","0.193896881194021","4"
"Often","2008","vocational + Abi","251","0.231306028869289","0.206376190743815","0.256235866994763","4"
"Rarely","2008","vocational + Abi","237","0.197171944062561","0.173649465868469","0.220694422256654","2"
"Rarely","2008","middle vocational","2381","0.240853444919505","0.232370626345803","0.249336263493207","2"
"Rarely","2008","in school","88","0.255373003328501","0.209882827111442","0.300863179545559","2"
"Rarely","2008","general elemantary","516","0.235584386229055","0.217128659302937","0.254040113155173","2"
"Rarely","2008","inadequately","49","0.226599759760532","0.166437589723608","0.286761929797455","2"
"Rarely","2008","higher education","1085","0.256266137896365","0.243061407356601","0.269470868436129","2"
"Rarely","2008","higher vocational","309","0.198439712192279","0.177666729710715","0.219212694673844","2"
"Sometimes","2008","inadequately","67","0.429593958367499","0.358454138721549","0.500733778013449","3"
"Sometimes","2008","in school","143","0.399680340389432","0.348581809435027","0.450778871343837","3"
"Sometimes","2008","vocational + Abi","470","0.450536700835414","0.421120696775955","0.479952704894873","3"
"Sometimes","2008","general elemantary","822","0.41438330352031","0.392959282850539","0.435807324190081","3"
"Sometimes","2008","higher education","1824","0.421877248492431","0.406939737543557","0.436814759441306","3"
"Sometimes","2008","higher vocational","614","0.438009845569279","0.412168045968686","0.463851645169873","3"
"Sometimes","2008","middle vocational","4183","0.428237452226131","0.418421077918875","0.438053826533388","3"
"Very often","2008","middle vocational","446","0.0445572571584849","0.0404640616200884","0.0486504526968815","5"
"Very often","2008","inadequately","8","","","","5"
"Very often","2008","general elemantary","88","0.0433573251363151","0.0345000681589466","0.0522145821136835","5"
"Very often","2008","vocational + Abi","52","0.0375132627317399","0.0262791431847485","0.0487473822787313","5"
"Very often","2008","higher education","146","0.0371866092887518","0.0314634016168749","0.0429098169606287","5"
"Very often","2008","in school","13","","","","5"
"Very often","2008","higher vocational","80","0.0638057312879453","0.0510757050533898","0.0765357575225009","5"
"Very rare","2008","in school","33","0.0949934812200492","0.0644067199227669","0.125580242517331","1"
"Very rare","2008","inadequately","23","","","","1"
"Very rare","2008","vocational + Abi","89","0.0834720635009954","0.0671192428651317","0.0998248841368591","1"
"Very rare","2008","middle vocational","997","0.100176915940665","0.0942207974571696","0.106133034424161","1"
"Very rare","2008","general elemantary","258","0.133044343315524","0.118274027589872","0.147814659041176","1"
"Very rare","2008","higher education","422","0.0977799050316418","0.0887961850403691","0.106763625022915","1"
"Very rare","2008","higher vocational","112","0.0911323201646963","0.0761422727050303","0.106122367624362","1"
"Often","2009","general elemantary","316","0.175323016644162","0.157766752686822","0.192879280601501","4"
"Often","2009","higher education","687","0.171747760033096","0.160113317825199","0.183382202240994","4"
"Often","2009","higher vocational","244","0.184049648100062","0.163207214996746","0.204892081203378","4"
"Often","2009","in school","57","0.165261982108446","0.12404915857369","0.206474805643202","4"
"Often","2009","inadequately","39","0.221527355227488","0.15873181376362","0.284322896691355","4"
"Often","2009","vocational + Abi","240","0.225958701699767","0.200064004796936","0.251853398602599","4"
"Often","2009","middle vocational","1687","0.192660013639129","0.18454754356396","0.200772483714297","4"
"Rarely","2009","vocational + Abi","223","0.218441600998985","0.19285794404967","0.244025257948299","2"
"Rarely","2009","in school","81","0.229656217446708","0.182984671291043","0.276327763602373","2"
"Rarely","2009","inadequately","28","","","","2"
"Rarely","2009","middle vocational","2300","0.249859915253237","0.240954615063294","0.258765215443179","2"
"Rarely","2009","general elemantary","483","0.268568751535735","0.248105002874566","0.289032500196904","2"
"Rarely","2009","higher vocational","327","0.229231733234321","0.206624452070883","0.251839014397759","2"
"Rarely","2009","higher education","1087","0.265372046660245","0.251751955068577","0.278992138251914","2"
"Sometimes","2009","inadequately","70","0.413878213783218","0.339400958113126","0.488355469453309","3"
"Sometimes","2009","in school","133","0.503382756043675","0.447903470604326","0.558862041483023","3"
"Sometimes","2009","higher education","1715","0.425870790114875","0.410617537440901","0.44112404278885","3"
"Sometimes","2009","higher vocational","553","0.434511233132951","0.407851146956916","0.461171319308985","3"
"Sometimes","2009","vocational + Abi","432","0.461598683577055","0.430731317853069","0.492466049301042","3"
"Sometimes","2009","general elemantary","677","0.38069086256284","0.358272150039844","0.403109575085836","3"
"Sometimes","2009","middle vocational","3750","0.407889066103845","0.39778021836315","0.417997913844541","3"
"Very often","2009","in school","10","","","","5"
"Very often","2009","inadequately","12","","","","5"
"Very often","2009","vocational + Abi","41","0.0359773758466057","0.0244462268188656","0.0475085248743458","5"
"Very often","2009","higher education","131","0.0336350749245458","0.0280736574736062","0.0391964923754854","5"
"Very often","2009","middle vocational","365","0.0400599303939342","0.0360262058442986","0.0440936549435699","5"
"Very often","2009","general elemantary","88","0.0418329386273815","0.0325891394248644","0.0510767378298985","5"
"Very often","2009","higher vocational","72","0.0526045679618117","0.0405977914832496","0.0646113444403739","5"
"Very rare","2009","middle vocational","977","0.109531074609855","0.103107050806198","0.115955098413513","1"
"Very rare","2009","inadequately","19","","","","1"
"Very rare","2009","in school","31","0.0876138715895183","0.056241556598332","0.118986186580705","1"
"Very rare","2009","higher education","417","0.103374328267238","0.0939829215055351","0.11276573502894","1"
"Very rare","2009","higher vocational","132","0.0996028175708542","0.0834962896740942","0.115709345467614","1"
"Very rare","2009","general elemantary","238","0.133584430629882","0.117876761539759","0.149292099720005","1"
"Very rare","2009","vocational + Abi","66","0.058023637877587","0.043548033351167","0.072499242404007","1"
"Often","2010","inadequately","31","0.201262407601738","0.134847210256754","0.267677604946721","4"
"Often","2010","general elemantary","271","0.157840525805147","0.140151885827612","0.175529165782682","4"
