"plh0184","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Often","2007","Baden-Württemberg","537","0.21111377653341","0.195097360554862","0.227130192511957"
"Often","2007","Bavaria","555","0.192390755689449","0.178192936918058","0.20658857446084"
"Often","2007","Berlin","165","0.212534578100758","0.183372549050323","0.241696607151193"
"Often","2007","Brandenburg","196","0.228164236677081","0.200198499457935","0.256129973896227"
"Often","2007","Bremen","30","0.166372028044051","0.106373094922321","0.226370961165781"
"Often","2007","Hamburg","53","0.165225633974364","0.12291734118477","0.207533926763958"
"Often","2007","Hesse","292","0.205160817643062","0.18398516850186","0.226336466784264"
"Often","2007","Lower Saxony","410","0.230303080700717","0.211034125224805","0.24957203617663"
"Often","2007","Mecklenburg-Western Pomerania","103","0.202529970923349","0.167719095440768","0.237340846405929"
"Often","2007","North Rhine-Westphalia","814","0.210479118029953","0.198171127779132","0.222787108280775"
"Often","2007","Rhineland-Palatinate,Saarland","244","0.216416596700371","0.192880614542292","0.23995257885845"
"Often","2007","Saxony","345","0.251156570395019","0.229282611019868","0.273030529770171"
"Often","2007","Saxony-Anhalt","183","0.197330698800371","0.170945642313446","0.223715755287296"
"Often","2007","Schleswig-Holstein","95","0.17154793344052","0.141777567499109","0.201318299381931"
"Often","2007","Thuringia","199","0.202489034530302","0.176451094021409","0.228526975039196"
"Rarely","2007","Baden-Württemberg","553","0.221187470490248","0.204898389134868","0.237476551845628"
"Rarely","2007","Bavaria","681","0.23406579037746","0.21881495640383","0.24931662435109"
"Rarely","2007","Berlin","147","0.191980069407448","0.163904646812191","0.220055492002705"
"Rarely","2007","Brandenburg","200","0.225777165114631","0.197915117296538","0.253639212932723"
"Rarely","2007","Bremen","37","0.248819639945716","0.179167947406128","0.318471332485304"
"Rarely","2007","Hamburg","68","0.20052430240901","0.154911329836997","0.246137274981023"
"Rarely","2007","Hesse","267","0.172213198909107","0.152414240030895","0.192012157787319"
"Rarely","2007","Lower Saxony","425","0.212299952298041","0.19358434993265","0.231015554663432"
"Rarely","2007","Mecklenburg-Western Pomerania","123","0.213881880018737","0.178364247427612","0.249399512609862"
"Rarely","2007","North Rhine-Westphalia","995","0.226637289864803","0.21399696827411","0.239277611455496"
"Rarely","2007","Rhineland-Palatinate,Saarland","234","0.182467111546736","0.160392689321338","0.204541533772134"
"Rarely","2007","Saxony","305","0.196605080264774","0.176559366448388","0.21665079408116"
"Rarely","2007","Saxony-Anhalt","159","0.196991318166622","0.17062338809775","0.223359248235494"
"Rarely","2007","Schleswig-Holstein","147","0.224230506548167","0.191294462667766","0.257166550428568"
"Rarely","2007","Thuringia","184","0.209843095057379","0.183459039342025","0.236227150772733"
"Sometimes","2007","Baden-Württemberg","1077","0.433648802235005","0.414199149405555","0.453098455064456"
"Sometimes","2007","Bavaria","1246","0.411686791029666","0.393960549869045","0.429413032190288"
"Sometimes","2007","Berlin","309","0.416620378420653","0.381477844313126","0.451762912528181"
"Sometimes","2007","Brandenburg","363","0.423688302280723","0.390758282507386","0.45661832205406"
"Sometimes","2007","Bremen","63","0.429880853446852","0.35012288235922","0.509638824534485"
"Sometimes","2007","Hamburg","139","0.500949728855709","0.443989535304029","0.557909922407389"
"Sometimes","2007","Hesse","599","0.436007052403637","0.410003452116494","0.46201065269078"
"Sometimes","2007","Lower Saxony","728","0.392941735256589","0.370589153461506","0.415294317051673"
"Sometimes","2007","Mecklenburg-Western Pomerania","213","0.421036294615387","0.378270302891349","0.463802286339426"
"Sometimes","2007","North Rhine-Westphalia","1667","0.400550892878229","0.385756204013398","0.41534558174306"
"Sometimes","2007","Rhineland-Palatinate,Saarland","450","0.385314128187979","0.357499163528053","0.413129092847905"
"Sometimes","2007","Saxony","672","0.425285064873094","0.400349114511101","0.450221015235087"
"Sometimes","2007","Saxony-Anhalt","385","0.418333348026888","0.385630114115837","0.45103658193794"
"Sometimes","2007","Schleswig-Holstein","242","0.421632473029178","0.382635875945239","0.460629070113118"
"Sometimes","2007","Thuringia","400","0.4407018013702","0.408533237916429","0.472870364823972"
"Very often","2007","Baden-Württemberg","157","0.0603174127425121","0.0509738650140781","0.0696609604709462"
"Very often","2007","Bavaria","162","0.057290019058019","0.0489194029798652","0.0656606351361729"
"Very often","2007","Berlin","79","0.0963697776586043","0.0753342700912104","0.117405285225998"
