"plh0184","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Full Time","lower secondary degree","131","0.0644572198022332","0.0533921250944762","0.0755223145099902"
"Very rare","2007","Full Time","secondary school degree","173","0.0586189152012684","0.0498834991833574","0.0673543312191795"
"Very rare","2007","Full Time","college entrance qualification","167","0.0532575568462738","0.0447355255136516","0.061779588178896"
"Very rare","2007","Full Time","Other degree","34","0.097669894402094","0.0658324689937743","0.129507319810414"
"Very rare","2007","Full Time","no degree/no degree yet","6","","",""
"Very rare","2007","Part Time","lower secondary degree","108","0.0941658995549456","0.0777639448003744","0.110567854309517"
"Very rare","2007","Part Time","secondary school degree","116","0.066077887929954","0.0539359369721889","0.078219838887719"
"Very rare","2007","Part Time","college entrance qualification","105","0.0867430525638599","0.0718931914853135","0.101592913642406"
"Very rare","2007","Part Time","Other degree","41","0.122630828939805","0.0832124926988033","0.162049165180806"
"Very rare","2007","Part Time","no degree/no degree yet","7","","",""
"Very rare","2007","Not Working","lower secondary degree","647","0.176390665442931","0.164327429109379","0.188453901776483"
"Very rare","2007","Not Working","secondary school degree","211","0.133403807868332","0.117091612134984","0.149716003601679"
"Very rare","2007","Not Working","college entrance qualification","182","0.122157108424249","0.104991378484771","0.139322838363726"
"Very rare","2007","Not Working","Other degree","81","0.152610490674388","0.120202563326904","0.185018418021871"
"Very rare","2007","Not Working","no degree/no degree yet","50","0.108368633858185","0.0789539684194921","0.137783299296878"
"Rarely","2007","Full Time","lower secondary degree","396","0.216039122542873","0.197495229124754","0.234583015960992"
"Rarely","2007","Full Time","secondary school degree","517","0.186014557787838","0.171544716877479","0.200484398698197"
"Rarely","2007","Full Time","college entrance qualification","512","0.179235343305311","0.164678817567572","0.19379186904305"
"Rarely","2007","Full Time","Other degree","89","0.224489123669278","0.179741862737294","0.269236384601261"
"Rarely","2007","Full Time","no degree/no degree yet","6","","",""
"Rarely","2007","Part Time","lower secondary degree","247","0.187187482068815","0.165281736463625","0.209093227674005"
"Rarely","2007","Part Time","secondary school degree","274","0.160140405581067","0.142215417531307","0.178065393630828"
"Rarely","2007","Part Time","college entrance qualification","254","0.170448805795877","0.150609470118652","0.190288141473102"
"Rarely","2007","Part Time","Other degree","59","0.209232754115947","0.160351037982042","0.258114470249851"
"Rarely","2007","Part Time","no degree/no degree yet","16","","",""
"Rarely","2007","Not Working","lower secondary degree","1068","0.279286617047604","0.265087159196415","0.293486074898793"
"Rarely","2007","Not Working","secondary school degree","404","0.228267484286154","0.208131384792784","0.248403583779524"
"Rarely","2007","Not Working","college entrance qualification","347","0.233822060453433","0.211634882403817","0.25600923850305"
"Rarely","2007","Not Working","Other degree","125","0.198708989988291","0.162748846687261","0.23466913328932"
"Rarely","2007","Not Working","no degree/no degree yet","98","0.233444525497131","0.19341475625087","0.273474294743391"
"Sometimes","2007","Full Time","lower secondary degree","757","0.407795096757497","0.385651685592302","0.429938507922693"
"Sometimes","2007","Full Time","secondary school degree","1230","0.441852769211259","0.423385820284178","0.460319718138341"
"Sometimes","2007","Full Time","college entrance qualification","1179","0.44082877284656","0.421986037088727","0.459671508604393"
"Sometimes","2007","Full Time","Other degree","124","0.371405596429352","0.319587156420402","0.423224036438301"
"Sometimes","2007","Full Time","no degree/no degree yet","16","","",""
