"plh0184","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Employed","Female","1389","0.231181375867607","0.220565985132505","0.24179676660271","4"
"Often","2007","Employed","Male","1547","0.248265411407438","0.237786525011519","0.258744297803356","4"
"Often","2007","Not Employed","Female","794","0.159675412655577","0.149217574169159","0.170133251141995","4"
"Often","2007","Not Employed","Male","491","0.167416965966309","0.154614694388987","0.180219237543631","4"
"Rarely","2007","Employed","Female","1120","0.172243133324674","0.162735553739021","0.181750712910326","2"
"Rarely","2007","Employed","Male","1317","0.199771853132054","0.190073481600394","0.209470224663714","2"
"Rarely","2007","Not Employed","Female","1158","0.242158704858385","0.229928364392931","0.254389045323839","2"
"Rarely","2007","Not Employed","Male","930","0.268754556311979","0.253553175868426","0.283955936755533","2"
"Sometimes","2007","Employed","Female","2667","0.445044527596333","0.432531038586457","0.457558016606208","3"
"Sometimes","2007","Employed","Male","2799","0.419271945083767","0.407302912150056","0.431240978017479","3"
"Sometimes","2007","Not Employed","Female","1868","0.398179758586213","0.384204097642902","0.412155419529523","3"
"Sometimes","2007","Not Employed","Male","1219","0.383443463737393","0.366770582893358","0.400116344581428","3"
"Very often","2007","Employed","Male","365","0.0600335713309065","0.0542715081227429","0.06579563453907","5"
"Very often","2007","Not Employed","Female","200","0.0379702230410908","0.0325137099363494","0.0434267361458321","5"
"Very often","2007","Not Employed","Male","131","0.0401390577183373","0.0334083416514636","0.046869773785211","5"
"Very often","2007","Employed","Female","477","0.0835865608324682","0.0766177035943028","0.0905554180706335","5"
"Very rare","2007","Employed","Female","406","0.0679444023789184","0.0616079618107849","0.0742808429470519","1"
"Very rare","2007","Employed","Male","501","0.0726572190458342","0.0663609353211973","0.0789535027704711","1"
"Very rare","2007","Not Employed","Female","693","0.162015900858735","0.151496377069788","0.172535424647681","1"
"Very rare","2007","Not Employed","Male","496","0.140245956265982","0.12833886146515","0.152153051066813","1"
"Often","2008","Employed","Female","1210","0.226807835673666","0.215975376352185","0.237640294995148","4"
"Often","2008","Employed","Male","1274","0.211269857531787","0.20108256218205","0.221457152881524","4"
"Often","2008","Not Employed","Female","668","0.152207757352919","0.14160084555799","0.162814669147848","4"
"Often","2008","Not Employed","Male","396","0.13325220866231","0.121220801299044","0.145283616025576","4"
"Rarely","2008","Not Employed","Female","1227","0.266489463791529","0.253434699215975","0.279544228367083","2"
"Rarely","2008","Not Employed","Male","924","0.297116487747259","0.280938000686516","0.313294974808002","2"
"Rarely","2008","Employed","Female","1170","0.204651430755027","0.194215277159211","0.215087584350842","2"
"Rarely","2008","Employed","Male","1431","0.218721956277054","0.208405633804627","0.22903827874948","2"
"Sometimes","2008","Employed","Female","2615","0.440200760394602","0.427359848566801","0.453041672222403","3"
"Sometimes","2008","Employed","Male","2702","0.4456697417873","0.433265598461337","0.458073885113263","3"
"Sometimes","2008","Not Employed","Female","1770","0.40863405317274","0.394118911516375","0.423149194829105","3"
"Sometimes","2008","Not Employed","Male","1172","0.386876777794671","0.369634562430559","0.404118993158782","3"
"Very often","2008","Employed","Female","338","0.0558582638303586","0.049917850934965","0.0617986767257522","5"
"Very often","2008","Employed","Male","271","0.0490343345582894","0.0436453310048041","0.0544233381117747","5"
"Very often","2008","Not Employed","Female","151","0.0317226686111195","0.0265476658707239","0.0368976713515152","5"
"Very often","2008","Not Employed","Male","94","0.0306548584613368","0.0245521625786686","0.0367575543440051","5"
