"plh0184","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","51","0.234801789163227","0.175760861883488","0.293842716442965"
"Very rare","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","59","0.168916330730702","0.129885782299107","0.207946879162297"
"Very rare","2007","Rhineland-Palatinate,Saarland","Single parent ","13","","",""
"Very rare","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","15","","",""
"Very rare","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","13","","",""
"Very rare","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","7","","",""
"Very rare","2007","Baden-Württemberg","1-pers.-HH","43","0.108628622923889","0.0768360511171044","0.140421194730673"
"Very rare","2007","Baden-Württemberg","(Married) couple without C. ","68","0.0792358444698644","0.0605421149557243","0.0979295739840045"
"Very rare","2007","Baden-Württemberg","Single parent ","8","","",""
"Very rare","2007","Baden-Württemberg","Couple + C. LE 16 ","23","","",""
"Very rare","2007","Baden-Württemberg","Couple + C. GT 16 ","16","","",""
"Very rare","2007","Baden-Württemberg","Couple + C. LE and GT 16","6","","",""
"Very rare","2007","Bavaria","1-pers.-HH","70","0.155045026532154","0.121302106749424","0.188787946314884"
"Very rare","2007","Bavaria","(Married) couple without C. ","114","0.0955741457764626","0.077351778826552","0.113796512726373"
"Very rare","2007","Bavaria","Single parent ","14","","",""
"Very rare","2007","Bavaria","Couple + C. LE 16 ","47","0.0761128427973616","0.0548590747992347","0.0973666107954886"
"Very rare","2007","Bavaria","Couple + C. GT 16 ","54","0.128890708798669","0.0998381245067497","0.157943293090589"
"Very rare","2007","Bavaria","Couple + C. LE and GT 16","15","","",""
"Very rare","2007","Berlin","1-pers.-HH","19","","",""
"Very rare","2007","Berlin","(Married) couple without C. ","26","","",""
"Very rare","2007","Berlin","Single parent ","1","","",""
"Very rare","2007","Berlin","Couple + C. LE 16 ","4","","",""
"Very rare","2007","Berlin","Couple + C. GT 16 ","4","","",""
"Very rare","2007","Berlin","Couple + C. LE and GT 16","2","","",""
"Very rare","2007","Brandenburg","1-pers.-HH","11","","",""
"Very rare","2007","Brandenburg","(Married) couple without C. ","32","0.113496333719181","0.0792730005315677","0.147719666906794"
"Very rare","2007","Brandenburg","Single parent ","4","","",""
"Very rare","2007","Brandenburg","Couple + C. LE 16 ","2","","",""
"Very rare","2007","Brandenburg","Couple + C. GT 16 ","9","","",""
"Very rare","2007","Brandenburg","Couple + C. LE and GT 16","","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","1-pers.-HH","15","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","25","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","Single parent ","5","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","2","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","5","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","",""
"Very rare","2007","Saxony","1-pers.-HH","26","","",""
"Very rare","2007","Saxony","(Married) couple without C. ","42","0.0692526958760765","0.048904227072826","0.089601164679327"
"Very rare","2007","Saxony","Single parent ","5","","",""
"Very rare","2007","Saxony","Couple + C. LE 16 ","13","","",""
"Very rare","2007","Saxony","Couple + C. GT 16 ","18","","",""
"Very rare","2007","Saxony","Couple + C. LE and GT 16","4","","",""
"Very rare","2007","Saxony-Anhalt","1-pers.-HH","20","","",""
"Very rare","2007","Saxony-Anhalt","(Married) couple without C. ","42","0.137079773452675","0.0997451904988366","0.174414356406513"
"Very rare","2007","Saxony-Anhalt","Single parent ","5","","",""
"Very rare","2007","Saxony-Anhalt","Couple + C. LE 16 ","5","","",""
"Very rare","2007","Saxony-Anhalt","Couple + C. GT 16 ","14","","",""
"Very rare","2007","Saxony-Anhalt","Couple + C. LE and GT 16","2","","",""
"Very rare","2007","Thuringia","1-pers.-HH","19","","",""
"Very rare","2007","Thuringia","(Married) couple without C. ","34","0.137332204963555","0.0991396437663334","0.175524766160777"
"Very rare","2007","Thuringia","Single parent ","6","","",""
"Very rare","2007","Thuringia","Couple + C. LE 16 ","8","","",""
"Very rare","2007","Thuringia","Couple + C. GT 16 ","8","","",""
"Very rare","2007","Thuringia","Couple + C. LE and GT 16","2","","",""
"Rarely","2007","Schleswig-Holstein","1-pers.-HH","30","0.246412524773638","0.163593588799549","0.329231460747728"
"Rarely","2007","Schleswig-Holstein","(Married) couple without C. ","70","0.229382301197762","0.177575440946045","0.28118916144948"
"Rarely","2007","Schleswig-Holstein","Single parent ","6","","",""
"Rarely","2007","Schleswig-Holstein","Couple + C. LE 16 ","23","","",""
"Rarely","2007","Schleswig-Holstein","Couple + C. GT 16 ","16","","",""
"Rarely","2007","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"Rarely","2007","Hamburg","1-pers.-HH","17","","",""
"Rarely","2007","Hamburg","(Married) couple without C. ","26","","",""
"Rarely","2007","Hamburg","Single parent ","2","","",""
"Rarely","2007","Hamburg","Couple + C. LE 16 ","5","","",""
"Rarely","2007","Hamburg","Couple + C. GT 16 ","10","","",""
"Rarely","2007","Hamburg","Couple + C. LE and GT 16","7","","",""
"Rarely","2007","Lower Saxony","1-pers.-HH","59","0.224915707231296","0.17252701724442","0.277304397218172"
"Rarely","2007","Lower Saxony","(Married) couple without C. ","186","0.254982031531729","0.222053017964924","0.287911045098533"
"Rarely","2007","Lower Saxony","Single parent ","15","","",""
"Rarely","2007","Lower Saxony","Couple + C. LE 16 ","62","0.180567672851275","0.140095185066478","0.221040160636072"
"Rarely","2007","Lower Saxony","Couple + C. GT 16 ","57","0.154064104216671","0.111396210697464","0.196731997735877"
"Rarely","2007","Lower Saxony","Couple + C. LE and GT 16","25","","",""
"Rarely","2007","Bremen","1-pers.-HH","7","","",""
"Rarely","2007","Bremen","(Married) couple without C. ","18","","",""
"Rarely","2007","Bremen","Single parent ","3","","",""
"Rarely","2007","Bremen","Couple + C. LE 16 ","3","","",""
"Rarely","2007","Bremen","Couple + C. GT 16 ","5","","",""
"Rarely","2007","Bremen","Couple + C. LE and GT 16","1","","",""
"Rarely","2007","North Rhine-Westphalia","1-pers.-HH","158","0.254247621868338","0.2194060099556","0.289089233781077"
"Rarely","2007","North Rhine-Westphalia","(Married) couple without C. ","402","0.252537808422704","0.230873657739574","0.274201959105835"
"Rarely","2007","North Rhine-Westphalia","Single parent ","41","0.208882385812999","0.151231916895383","0.266532854730616"
"Rarely","2007","North Rhine-Westphalia","Couple + C. LE 16 ","159","0.182874308995924","0.156120742321287","0.209627875670561"
"Rarely","2007","North Rhine-Westphalia","Couple + C. GT 16 ","150","0.213619235651404","0.183428890271772","0.243809581031035"
"Rarely","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","49","0.144392516399618","0.102467249238616","0.186317783560621"
"Rarely","2007","Hesse","1-pers.-HH","52","0.224078068513793","0.166144505031688","0.282011631995899"
"Rarely","2007","Hesse","(Married) couple without C. ","121","0.207206264180263","0.17308461660345","0.241327911757076"
"Rarely","2007","Hesse","Single parent ","14","","",""
"Rarely","2007","Hesse","Couple + C. LE 16 ","37","0.103574410487945","0.0690365162990283","0.138112304676863"
"Rarely","2007","Hesse","Couple + C. GT 16 ","30","0.147416174888355","0.0961913723319036","0.198640977444807"
"Rarely","2007","Hesse","Couple + C. LE and GT 16","7","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","40","0.184704722142719","0.130652698419047","0.238756745866391"
"Rarely","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","84","0.196691954895863","0.15528428269755","0.238099627094176"
"Rarely","2007","Rhineland-Palatinate,Saarland","Single parent ","9","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","30","0.135800235341542","0.0897941137996085","0.181806356883475"
"Rarely","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","47","0.234712705300974","0.177527008860712","0.291898401741236"
"Rarely","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","16","","",""
"Rarely","2007","Baden-Württemberg","1-pers.-HH","90","0.250466892027596","0.206198397221064","0.294735386834129"
"Rarely","2007","Baden-Württemberg","(Married) couple without C. ","194","0.244871583679765","0.215111064134169","0.27463210322536"
"Rarely","2007","Baden-Württemberg","Single parent ","23","","",""
"Rarely","2007","Baden-Württemberg","Couple + C. LE 16 ","85","0.170020773972347","0.135504254356777","0.204537293587917"
"Rarely","2007","Baden-Württemberg","Couple + C. GT 16 ","94","0.215477876834393","0.17701694764941","0.253938806019375"
"Rarely","2007","Baden-Württemberg","Couple + C. LE and GT 16","45","0.15827253131266","0.111406448600914","0.205138614024405"
"Rarely","2007","Bavaria","1-pers.-HH","109","0.226925700243042","0.187878543450122","0.265972857035963"
"Rarely","2007","Bavaria","(Married) couple without C. ","282","0.289811630973188","0.261693090507975","0.317930171438401"
"Rarely","2007","Bavaria","Single parent ","37","0.211808297237563","0.147895815942328","0.275720778532798"
"Rarely","2007","Bavaria","Couple + C. LE 16 ","89","0.157567465025724","0.128366423721477","0.186768506329971"
"Rarely","2007","Bavaria","Couple + C. GT 16 ","119","0.232754189260326","0.196114341788398","0.269394036732253"
"Rarely","2007","Bavaria","Couple + C. LE and GT 16","27","","",""
"Rarely","2007","Berlin","1-pers.-HH","44","0.264053376953205","0.198173483367481","0.32993327053893"
"Rarely","2007","Berlin","(Married) couple without C. ","56","0.188574608684579","0.142342079923899","0.23480713744526"
"Rarely","2007","Berlin","Single parent ","9","","",""
"Rarely","2007","Berlin","Couple + C. LE 16 ","17","","",""
"Rarely","2007","Berlin","Couple + C. GT 16 ","16","","",""
"Rarely","2007","Berlin","Couple + C. LE and GT 16","4","","",""
"Rarely","2007","Brandenburg","1-pers.-HH","37","0.289812297548757","0.214929249522584","0.364695345574929"
"Rarely","2007","Brandenburg","(Married) couple without C. ","90","0.251762993933028","0.20493488066771","0.298591107198347"
"Rarely","2007","Brandenburg","Single parent ","6","","",""
"Rarely","2007","Brandenburg","Couple + C. LE 16 ","22","","",""
"Rarely","2007","Brandenburg","Couple + C. GT 16 ","35","0.14554252643058","0.0940253538562813","0.197059699004879"
"Rarely","2007","Brandenburg","Couple + C. LE and GT 16","8","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","1-pers.-HH","19","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","52","0.220456242548005","0.16314609694045","0.27776638815556"
"Rarely","2007","Mecklenburg-Western Pomerania","Single parent ","6","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","17","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","25","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","1","","",""
"Rarely","2007","Saxony","1-pers.-HH","52","0.208693513630442","0.156736880754253","0.260650146506631"
"Rarely","2007","Saxony","(Married) couple without C. ","136","0.223706081900305","0.190305849660102","0.257106314140507"
"Rarely","2007","Saxony","Single parent ","20","","",""
"Rarely","2007","Saxony","Couple + C. LE 16 ","27","","",""
"Rarely","2007","Saxony","Couple + C. GT 16 ","48","0.209747243788158","0.160913097339836","0.258581390236481"
"Rarely","2007","Saxony","Couple + C. LE and GT 16","14","","",""
"Rarely","2007","Saxony-Anhalt","1-pers.-HH","26","","",""
"Rarely","2007","Saxony-Anhalt","(Married) couple without C. ","58","0.205569326596359","0.161701466506887","0.249437186685832"
"Rarely","2007","Saxony-Anhalt","Single parent ","9","","",""
"Rarely","2007","Saxony-Anhalt","Couple + C. LE 16 ","15","","",""
"Rarely","2007","Saxony-Anhalt","Couple + C. GT 16 ","43","0.229561125889811","0.172681502701222","0.2864407490784"
"Rarely","2007","Saxony-Anhalt","Couple + C. LE and GT 16","5","","",""
"Rarely","2007","Thuringia","1-pers.-HH","35","0.2592557441983","0.18614067627097","0.33237081212563"
"Rarely","2007","Thuringia","(Married) couple without C. ","86","0.270192603562854","0.220919303229309","0.3194659038964"
"Rarely","2007","Thuringia","Single parent ","11","","",""
"Rarely","2007","Thuringia","Couple + C. LE 16 ","4","","",""
"Rarely","2007","Thuringia","Couple + C. GT 16 ","35","0.183931094458908","0.131279998429406","0.236582190488409"
"Rarely","2007","Thuringia","Couple + C. LE and GT 16","10","","",""
"Sometimes","2007","Schleswig-Holstein","1-pers.-HH","35","0.382592953339048","0.289184604382469","0.476001302295626"
"Sometimes","2007","Schleswig-Holstein","(Married) couple without C. ","90","0.424563816022051","0.363658121050678","0.485469510993425"
"Sometimes","2007","Schleswig-Holstein","Single parent ","16","","",""
"Sometimes","2007","Schleswig-Holstein","Couple + C. LE 16 ","51","0.417907405243758","0.326564430667329","0.509250379820187"
"Sometimes","2007","Schleswig-Holstein","Couple + C. GT 16 ","35","0.422434385506612","0.317427222837178","0.527441548176045"
"Sometimes","2007","Schleswig-Holstein","Couple + C. LE and GT 16","13","","",""
"Sometimes","2007","Hamburg","1-pers.-HH","42","0.571839573406972","0.464741531535008","0.678937615278936"
"Sometimes","2007","Hamburg","(Married) couple without C. ","46","0.432006098219909","0.33770604592856","0.526306150511259"
"Sometimes","2007","Hamburg","Single parent ","9","","",""
"Sometimes","2007","Hamburg","Couple + C. LE 16 ","23","","",""
"Sometimes","2007","Hamburg","Couple + C. GT 16 ","12","","",""
"Sometimes","2007","Hamburg","Couple + C. LE and GT 16","5","","",""
"Sometimes","2007","Lower Saxony","1-pers.-HH","80","0.31878466922189","0.260313187665837","0.377256150777942"
"Sometimes","2007","Lower Saxony","(Married) couple without C. ","268","0.424764649313274","0.387419214050479","0.462110084576069"
"Sometimes","2007","Lower Saxony","Single parent ","39","0.421623786867909","0.31960160661769","0.523645967118129"
"Sometimes","2007","Lower Saxony","Couple + C. LE 16 ","137","0.339759870084776","0.289926489083562","0.38959325108599"
"Sometimes","2007","Lower Saxony","Couple + C. GT 16 ","120","0.467119330613578","0.408152111478126","0.52608654974903"
"Sometimes","2007","Lower Saxony","Couple + C. LE and GT 16","58","0.406657413254642","0.324702375437273","0.488612451072012"
"Sometimes","2007","Bremen","1-pers.-HH","12","","",""
"Sometimes","2007","Bremen","(Married) couple without C. ","21","","",""
"Sometimes","2007","Bremen","Single parent ","4","","",""
"Sometimes","2007","Bremen","Couple + C. LE 16 ","15","","",""
"Sometimes","2007","Bremen","Couple + C. GT 16 ","6","","",""
"Sometimes","2007","Bremen","Couple + C. LE and GT 16","5","","",""
"Sometimes","2007","North Rhine-Westphalia","1-pers.-HH","211","0.349978535541863","0.311814260285885","0.388142810797842"
"Sometimes","2007","North Rhine-Westphalia","(Married) couple without C. ","612","0.404406776427104","0.379934862572511","0.428878690281698"
"Sometimes","2007","North Rhine-Westphalia","Single parent ","72","0.371106209765853","0.302593811311391","0.439618608220314"
"Sometimes","2007","North Rhine-Westphalia","Couple + C. LE 16 ","317","0.409486949575176","0.375454305674464","0.443519593475889"
"Sometimes","2007","North Rhine-Westphalia","Couple + C. GT 16 ","297","0.430769656176409","0.394294426485798","0.46724488586702"
"Sometimes","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","124","0.482861108062944","0.423256350955734","0.542465865170154"
"Sometimes","2007","Hesse","1-pers.-HH","75","0.443768125609804","0.374739767831011","0.512796483388598"
"Sometimes","2007","Hesse","(Married) couple without C. ","233","0.414272754899095","0.3728022477169","0.45574326208129"
"Sometimes","2007","Hesse","Single parent ","20","","",""
"Sometimes","2007","Hesse","Couple + C. LE 16 ","137","0.461532553460961","0.405026706016497","0.518038400905425"
"Sometimes","2007","Hesse","Couple + C. GT 16 ","91","0.477856466741387","0.405682119431389","0.550030814051386"
"Sometimes","2007","Hesse","Couple + C. LE and GT 16","32","0.449756298154369","0.340057792290362","0.559454804018375"
"Sometimes","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","53","0.281738704804446","0.219080206108889","0.344397203500002"
"Sometimes","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","140","0.37185736582181","0.32151150278752","0.422203228856099"
"Sometimes","2007","Rhineland-Palatinate,Saarland","Single parent ","26","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","92","0.492734378241874","0.425594208230619","0.559874548253129"
"Sometimes","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","86","0.341509241253265","0.277523539745736","0.405494942760795"
"Sometimes","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","44","0.551481973635923","0.453513553282693","0.649450393989152"
"Sometimes","2007","Baden-Württemberg","1-pers.-HH","147","0.415430008693355","0.365080948018303","0.465779069368408"
"Sometimes","2007","Baden-Württemberg","(Married) couple without C. ","349","0.453262356244738","0.418809500851005","0.487715211638471"
"Sometimes","2007","Baden-Württemberg","Single parent ","53","0.387400941869606","0.304295469201254","0.470506414537958"
"Sometimes","2007","Baden-Württemberg","Couple + C. LE 16 ","193","0.433929314359457","0.388389923160337","0.479468705558578"
"Sometimes","2007","Baden-Württemberg","Couple + C. GT 16 ","197","0.422690809146066","0.376481287894916","0.468900330397217"
"Sometimes","2007","Baden-Württemberg","Couple + C. LE and GT 16","111","0.488031047574398","0.423848689555832","0.552213405592964"
"Sometimes","2007","Bavaria","1-pers.-HH","159","0.380621909695837","0.335356988601403","0.425886830790271"
"Sometimes","2007","Bavaria","(Married) couple without C. ","429","0.429824678622195","0.399141667845944","0.460507689398445"
"Sometimes","2007","Bavaria","Single parent ","64","0.405415889678393","0.328616937022243","0.482214842334542"
"Sometimes","2007","Bavaria","Couple + C. LE 16 ","254","0.395093305801914","0.35591086103877","0.434275750565058"
"Sometimes","2007","Bavaria","Couple + C. GT 16 ","222","0.421348999431959","0.37853685532207","0.464161143541848"
"Sometimes","2007","Bavaria","Couple + C. LE and GT 16","90","0.496595920249127","0.425125044195999","0.568066796302255"
"Sometimes","2007","Berlin","1-pers.-HH","64","0.397834301103066","0.324687896029514","0.470980706176617"
"Sometimes","2007","Berlin","(Married) couple without C. ","115","0.432140879233396","0.373592520850491","0.490689237616301"
"Sometimes","2007","Berlin","Single parent ","18","","",""
"Sometimes","2007","Berlin","Couple + C. LE 16 ","50","0.556078201501132","0.458698315429074","0.65345808757319"
"Sometimes","2007","Berlin","Couple + C. GT 16 ","49","0.395047393444866","0.302849395673968","0.487245391215765"
"Sometimes","2007","Berlin","Couple + C. LE and GT 16","8","","",""
"Sometimes","2007","Brandenburg","1-pers.-HH","56","0.408990394927869","0.327839678436232","0.490141111419506"
"Sometimes","2007","Brandenburg","(Married) couple without C. ","121","0.380592645004261","0.328207337728667","0.432977952279854"
"Sometimes","2007","Brandenburg","Single parent ","25","","",""
"Sometimes","2007","Brandenburg","Couple + C. LE 16 ","50","0.414837178343625","0.321043761579604","0.508630595107646"
"Sometimes","2007","Brandenburg","Couple + C. GT 16 ","80","0.47993157946418","0.406946893464873","0.552916265463486"
"Sometimes","2007","Brandenburg","Couple + C. LE and GT 16","23","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","1-pers.-HH","29","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","89","0.469672900113477","0.400677565756259","0.538668234470694"
"Sometimes","2007","Mecklenburg-Western Pomerania","Single parent ","8","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","33","0.505287126343284","0.388163423595962","0.622410829090605"
"Sometimes","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","40","0.432342821030107","0.335245938949132","0.529439703111083"
"Sometimes","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","11","","",""
"Sometimes","2007","Saxony","1-pers.-HH","91","0.390646460969157","0.328267120903391","0.453025801034923"
"Sometimes","2007","Saxony","(Married) couple without C. ","256","0.404343237244443","0.365009009376701","0.443677465112184"
"Sometimes","2007","Saxony","Single parent ","27","","",""
"Sometimes","2007","Saxony","Couple + C. LE 16 ","98","0.460241274615376","0.388995061757613","0.531487487473139"
"Sometimes","2007","Saxony","Couple + C. GT 16 ","130","0.451513586861725","0.391822318241627","0.511204855481823"
"Sometimes","2007","Saxony","Couple + C. LE and GT 16","56","0.604674403883673","0.512465157395912","0.696883650371435"
"Sometimes","2007","Saxony-Anhalt","1-pers.-HH","50","0.408385264149795","0.322898130928843","0.493872397370747"
"Sometimes","2007","Saxony-Anhalt","(Married) couple without C. ","150","0.444047359210943","0.390112091895595","0.49798262652629"
"Sometimes","2007","Saxony-Anhalt","Single parent ","14","","",""
"Sometimes","2007","Saxony-Anhalt","Couple + C. LE 16 ","61","0.441556982849036","0.350402406632657","0.532711559065414"
"Sometimes","2007","Saxony-Anhalt","Couple + C. GT 16 ","85","0.355425827212322","0.290689301928069","0.420162352496574"
"Sometimes","2007","Saxony-Anhalt","Couple + C. LE and GT 16","18","","",""
"Sometimes","2007","Thuringia","1-pers.-HH","44","0.411130936054921","0.329037582716304","0.493224289393539"
"Sometimes","2007","Thuringia","(Married) couple without C. ","126","0.384572083350038","0.330590170742769","0.438553995957307"
"Sometimes","2007","Thuringia","Single parent ","25","","",""
"Sometimes","2007","Thuringia","Couple + C. LE 16 ","63","0.547691519841499","0.457505227374578","0.637877812308419"
"Sometimes","2007","Thuringia","Couple + C. GT 16 ","99","0.447882695558493","0.38030330908045","0.515462082036537"
"Sometimes","2007","Thuringia","Couple + C. LE and GT 16","26","","",""
"Often","2007","Schleswig-Holstein","1-pers.-HH","17","","",""
"Often","2007","Schleswig-Holstein","(Married) couple without C. ","29","","",""
"Often","2007","Schleswig-Holstein","Single parent ","6","","",""
"Often","2007","Schleswig-Holstein","Couple + C. LE 16 ","19","","",""
"Often","2007","Schleswig-Holstein","Couple + C. GT 16 ","20","","",""
"Often","2007","Schleswig-Holstein","Couple + C. LE and GT 16","3","","",""
"Often","2007","Hamburg","1-pers.-HH","10","","",""
"Often","2007","Hamburg","(Married) couple without C. ","20","","",""
"Often","2007","Hamburg","Single parent ","1","","",""
"Often","2007","Hamburg","Couple + C. LE 16 ","10","","",""
"Often","2007","Hamburg","Couple + C. GT 16 ","7","","",""
"Often","2007","Hamburg","Couple + C. LE and GT 16","4","","",""
"Often","2007","Lower Saxony","1-pers.-HH","57","0.245457128840308","0.191458471303691","0.299455786376926"
"Often","2007","Lower Saxony","(Married) couple without C. ","109","0.148023256613373","0.121193334851969","0.174853178374777"
"Often","2007","Lower Saxony","Single parent ","20","","",""
"Often","2007","Lower Saxony","Couple + C. LE 16 ","111","0.356679984929276","0.306279321266673","0.407080648591879"
"Often","2007","Lower Saxony","Couple + C. GT 16 ","55","0.198403938611762","0.151269897522969","0.245537979700555"
"Often","2007","Lower Saxony","Couple + C. LE and GT 16","43","0.330537564674814","0.25205339539329","0.409021733956338"
"Often","2007","Bremen","1-pers.-HH","7","","",""
"Often","2007","Bremen","(Married) couple without C. ","9","","",""
"Often","2007","Bremen","Single parent ","4","","",""
"Often","2007","Bremen","Couple + C. LE 16 ","6","","",""
"Often","2007","Bremen","Couple + C. GT 16 ","4","","",""
"Often","2007","Bremen","Couple + C. LE and GT 16","","","",""
"Often","2007","North Rhine-Westphalia","1-pers.-HH","101","0.188736165751886","0.157426308492699","0.220046023011072"
"Often","2007","North Rhine-Westphalia","(Married) couple without C. ","239","0.164542291448196","0.146054507598837","0.183030075297554"
"Often","2007","North Rhine-Westphalia","Single parent ","54","0.326581829936812","0.260074451145194","0.393089208728429"
"Often","2007","North Rhine-Westphalia","Couple + C. LE 16 ","209","0.287635203139755","0.256307168491852","0.318963237787658"
"Often","2007","North Rhine-Westphalia","Couple + C. GT 16 ","136","0.197316746724127","0.168002041162517","0.226631452285737"
"Often","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","60","0.259461979865105","0.20717702311354","0.31174693661667"
"Often","2007","Hesse","1-pers.-HH","29","","",""
"Often","2007","Hesse","(Married) couple without C. ","89","0.173974490792913","0.14205999669731","0.205888984888516"
"Often","2007","Hesse","Single parent ","20","","",""
"Often","2007","Hesse","Couple + C. LE 16 ","80","0.2767656152618","0.226053923811765","0.327477306711835"
"Often","2007","Hesse","Couple + C. GT 16 ","41","0.27320133672586","0.208815899470514","0.337586773981205"
"Often","2007","Hesse","Couple + C. LE and GT 16","26","","",""
"Often","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","39","0.221438624042698","0.163603907632376","0.27927334045302"
"Often","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","53","0.195264488061102","0.153970704522905","0.2365582715993"
"Often","2007","Rhineland-Palatinate,Saarland","Single parent ","15","","",""
"Often","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","59","0.196453041359646","0.143095808528988","0.249810274190304"
"Often","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","51","0.308594952157339","0.246269197574508","0.37092070674017"
