"plh0184","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Often","2007","college entrance qualification","Female","551","0.196742276669971","0.181520205550536","0.211964347789406"
"Often","2007","college entrance qualification","Male","605","0.239884562923432","0.224138216861754","0.255630908985109"
"Often","2007","lower secondary degree","Female","623","0.167107738223694","0.154812887638987","0.179402588808401"
"Often","2007","lower secondary degree","Male","676","0.202442662167803","0.188952092925038","0.215933231410569"
"Often","2007","no degree/no degree yet","Female","69","0.25343319405564","0.205321643504349","0.301544744606931"
"Often","2007","no degree/no degree yet","Male","46","0.17461711031112","0.127272478479408","0.221961742142833"
"Often","2007","Other degree","Female","82","0.159674544342079","0.129682064017974","0.189667024666184"
"Often","2007","Other degree","Male","102","0.248518344968187","0.210639083166411","0.286397606769962"
"Often","2007","secondary school degree","Female","804","0.233660007806549","0.219610871103859","0.247709144509239"
"Often","2007","secondary school degree","Male","558","0.231118797461081","0.214821004904198","0.247416590017964"
"Rarely","2007","college entrance qualification","Female","506","0.174248282605583","0.159723607009229","0.188772958201936"
"Rarely","2007","college entrance qualification","Male","607","0.206798248524916","0.191863286409733","0.221733210640098"
"Rarely","2007","lower secondary degree","Female","853","0.238218139548046","0.224179232812749","0.252257046283342"
"Rarely","2007","lower secondary degree","Male","858","0.253283365980072","0.238682468706508","0.267884263253636"
"Rarely","2007","no degree/no degree yet","Female","62","0.192722840026413","0.149095253039655","0.236350427013172"
"Rarely","2007","no degree/no degree yet","Male","58","0.22180306653353","0.16999133040619","0.273614802660869"
"Rarely","2007","Other degree","Female","141","0.221127065639584","0.187146935509637","0.255107195769532"
"Rarely","2007","Other degree","Male","132","0.196205343546718","0.161396382440735","0.231014304652702"
"Rarely","2007","secondary school degree","Female","652","0.179479067878996","0.166738216936666","0.192219918821326"
"Rarely","2007","secondary school degree","Male","543","0.207680514832784","0.191997499268927","0.223363530396641"
"Sometimes","2007","college entrance qualification","Female","1190","0.474380836541387","0.455260452588258","0.493501220494516"
"Sometimes","2007","college entrance qualification","Male","1212","0.424416214167684","0.406190308246987","0.442642120088381"
