"plh0184","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","no migration background","West Germany","1385","0.110121831933491","0.10469175913995","0.115551904727032"
"Very rare","2007","no migration background","East Germany","406","0.0849229138688144","0.0771072080296069","0.0927386197080218"
"Very rare","2007","direct migration background","West Germany","237","0.111382761520061","0.0977105435259042","0.125054979514219"
"Very rare","2007","direct migration background","East Germany","8","","",""
"Very rare","2007","indirect migration background","West Germany","56","0.0738595801007059","0.0550788794191151","0.0926402807822967"
"Very rare","2007","indirect migration background","East Germany","4","","",""
"Rarely","2007","no migration background","West Germany","2846","0.217355029470092","0.21020066751712","0.224509391423063"
"Rarely","2007","no migration background","East Germany","1009","0.205662875707111","0.194330856454479","0.216994894959742"
"Rarely","2007","direct migration background","West Germany","495","0.221339214964913","0.203297577528984","0.239380852400841"
"Rarely","2007","direct migration background","East Germany","22","","",""
"Rarely","2007","indirect migration background","West Germany","145","0.16970498902342","0.142750352874022","0.196659625172819"
"Rarely","2007","indirect migration background","East Germany","8","","",""
"Sometimes","2007","no migration background","West Germany","5269","0.415678735058873","0.407129870991358","0.424227599126389"
"Sometimes","2007","no migration background","East Germany","2123","0.422295251708183","0.408447221916182","0.436143281500185"
"Sometimes","2007","direct migration background","West Germany","794","0.3966123476933","0.375352803867407","0.417871891519192"
"Sometimes","2007","direct migration background","East Germany","43","0.424426359972303","0.324510188031214","0.524342531913393"
"Sometimes","2007","indirect migration background","West Germany","309","0.431571368659754","0.396005432910832","0.467137304408676"
"Sometimes","2007","indirect migration background","East Germany","15","","",""
"Often","2007","no migration background","West Germany","2578","0.202354242655826","0.195385332768757","0.209323152542894"
"Often","2007","no migration background","East Germany","1069","0.221612498287812","0.209967968039999","0.233257028535625"
"Often","2007","direct migration background","West Germany","381","0.214521316448984","0.196682129974744","0.232360502923224"
"Often","2007","direct migration background","East Germany","16","","",""
"Often","2007","indirect migration background","West Germany","167","0.244857375735304","0.21397995309049","0.275734798380119"
"Often","2007","indirect migration background","East Germany","10","","",""
"Very often","2007","no migration background","West Germany","689","0.0544901608817186","0.0505528860275394","0.0584274357358977"
"Very often","2007","no migration background","East Germany","280","0.0655064604280797","0.0585696929056183","0.0724432279505411"
"Very often","2007","direct migration background","West Germany","127","0.0561443593727423","0.0461402491072606","0.0661484696382239"
"Very often","2007","direct migration background","East Germany","5","","",""
"Very often","2007","indirect migration background","West Germany","68","0.0800066864808156","0.0605250501391982","0.099488322822433"
"Very often","2007","indirect migration background","East Germany","4","","",""
"Very rare","2008","no migration background","West Germany","1284","0.108094283143996","0.102547390028343","0.11364117625965"
"Very rare","2008","no migration background","East Germany","410","0.0870595360038966","0.0789694773672967","0.0951495946404965"
"Very rare","2008","direct migration background","West Germany","202","0.104765957591962","0.0907191998599415","0.118812715323982"
"Very rare","2008","direct migration background","East Germany","9","","",""
"Very rare","2008","indirect migration background","West Germany","60","0.0706218085431515","0.0520245048538956","0.0892191122324075"
"Very rare","2008","indirect migration background","East Germany","2","","",""
"Rarely","2008","no migration background","West Germany","3006","0.242230120649957","0.234576415936743","0.24988382536317"
"Rarely","2008","no migration background","East Germany","1063","0.220008625490462","0.208121221539211","0.231896029441713"
"Rarely","2008","direct migration background","West Germany","474","0.251399412811489","0.231501619485768","0.271297206137209"
"Rarely","2008","direct migration background","East Germany","16","","",""
"Rarely","2008","indirect migration background","West Germany","187","0.225915140283985","0.19555866931712","0.25627161125085"
"Rarely","2008","indirect migration background","East Germany","6","","",""
"Sometimes","2008","no migration background","West Germany","5063","0.421869832564015","0.413047345870662","0.430692319257369"
"Sometimes","2008","no migration background","East Germany","2107","0.456613874144618","0.442319962561504","0.470907785727731"
"Sometimes","2008","direct migration background","West Germany","747","0.408171411469882","0.385628138692724","0.43071468424704"
"Sometimes","2008","direct migration background","East Germany","36","0.405084649634382","0.297511575887588","0.512657723381176"
"Sometimes","2008","indirect migration background","West Germany","288","0.414521136605549","0.37875983828582","0.450282434925278"
"Sometimes","2008","indirect migration background","East Germany","18","","",""
"Often","2008","no migration background","West Germany","2163","0.18336457629282","0.176451668124476","0.190277484461164"
