"plh0184","year","migback","n","percent","lower_confidence","upper_confidence"
"Often","2007","direct migration background","397","0.213290818442952","0.195886562193105","0.2306950746928"
"Often","2007","indirect migration background","177","0.244770686607014","0.214712973134698","0.274828400079331"
"Often","2007","no migration background","3647","0.20658654779734","0.200614444253691","0.212558651340988"
"Rarely","2007","direct migration background","517","0.221880151617422","0.204226085329913","0.23953421790493"
"Rarely","2007","indirect migration background","153","0.168565863046632","0.14239394461356","0.194737781479705"
"Rarely","2007","no migration background","3855","0.214785494438879","0.2087275796421","0.220843409235657"
"Sometimes","2007","direct migration background","837","0.397730446506367","0.376935770771225","0.418525122241509"
"Sometimes","2007","indirect migration background","324","0.434117848522245","0.399467816762427","0.468767880282063"
"Sometimes","2007","no migration background","7392","0.41713281885384","0.409859233971926","0.424406403735753"
"Very often","2007","direct migration background","132","0.0570635528326632","0.047207956790331","0.0669191488749953"
"Very often","2007","indirect migration background","72","0.0783857403543829","0.0595956035015769","0.0971758772071889"
"Very often","2007","no migration background","969","0.0569111662989011","0.0534937209810289","0.0603286116167732"
"Very rare","2007","direct migration background","245","0.110035030600596","0.0967392383767839","0.123330822824407"
"Very rare","2007","indirect migration background","60","0.0741598614697255","0.0558413881840331","0.092478334755418"
"Very rare","2007","no migration background","1791","0.104583972611041","0.100069868939011","0.10909807628307"
"Often","2008","direct migration background","353","0.201382044933127","0.183378146626699","0.219385943239555"
"Often","2008","indirect migration background","154","0.222408262051595","0.193072949630424","0.251743574472767"
"Often","2008","no migration background","3041","0.185664446255375","0.179767462615884","0.191561429894866"
"Rarely","2008","direct migration background","490","0.250956555272521","0.231492227072021","0.27042088347302"
"Rarely","2008","indirect migration background","193","0.221859858259817","0.192550405056598","0.251169311463037"
"Rarely","2008","no migration background","4069","0.237403833930409","0.230950932603343","0.243856735257476"
"Sometimes","2008","direct migration background","783","0.408078443776318","0.386014123744849","0.430142763807787"
"Sometimes","2008","indirect migration background","306","0.418292279550168","0.383496082691958","0.453088476408378"
"Sometimes","2008","no migration background","7170","0.429415891245499","0.421908954724812","0.436922827766186"
"Very often","2008","direct migration background","69","0.0345263461761602","0.0263297759012302","0.0427229164510902"
"Very often","2008","indirect migration background","57","0.0688106551562859","0.0509545684457352","0.0866667418668366"
"Very often","2008","no migration background","728","0.0439900823320091","0.0408799960505862","0.0471001686134321"
"Very rare","2008","direct migration background","211","0.105056609841875","0.0912909790769029","0.118822240606846"
"Very rare","2008","indirect migration background","62","0.0686289449821334","0.0507947105732198","0.086463179391047"
"Very rare","2008","no migration background","1694","0.103525746236707","0.0989055869699077","0.108145905503507"
"Often","2009","direct migration background","299","0.197096440601291","0.177965586612641","0.216227294589941"
"Often","2009","indirect migration background","175","0.25017221807505","0.21842575306028","0.28191868308982"
"Often","2009","no migration background","2870","0.184285107213466","0.178216688636749","0.190353525790183"
"Rarely","2009","direct migration background","440","0.240339815759008","0.219791046334568","0.260888585183447"
"Rarely","2009","indirect migration background","157","0.239234555206695","0.207964228841781","0.27050488157161"
"Rarely","2009","no migration background","4018","0.252139395460233","0.245342792577721","0.258935998342745"
"Sometimes","2009","direct migration background","666","0.422270582511132","0.398517447925605","0.446023717096659"
"Sometimes","2009","indirect migration background","294","0.399306545264198","0.363408174844679","0.435204915683718"
"Sometimes","2009","no migration background","6497","0.414492600467999","0.406782042641712","0.422203158294286"
"Very often","2009","direct migration background","82","0.0419208550726298","0.0322830301141642","0.0515586800310953"
"Very often","2009","indirect migration background","43","0.0503763882000419","0.034344512540793","0.0664082638592908"
"Very often","2009","no migration background","610","0.039821043458846","0.036760534723378","0.042881552194314"
"Very rare","2009","direct migration background","174","0.0983723060559401","0.0840499877207761","0.112694624391104"
"Very rare","2009","indirect migration background","46","0.0609102932540146","0.0433798072851187","0.0784407792229104"
"Very rare","2009","no migration background","1686","0.109261853399456","0.104379035577495","0.114144671221417"
"Often","2010","direct migration background","232","0.161249448502231","0.142462349915718","0.180036547088743"
"Often","2010","indirect migration background","148","0.256491547935742","0.223124742540639","0.289858353330846"
"Often","2010","no migration background","2424","0.165404797646814","0.159370389801241","0.171439205492387"
"Rarely","2010","direct migration background","388","0.24788505335772","0.225827290351346","0.269942816364095"
"Rarely","2010","indirect migration background","145","0.189374846456583","0.159437980766098","0.219311712147067"
"Rarely","2010","no migration background","3846","0.268135159055094","0.260940420940681","0.275329897169507"
"Sometimes","2010","direct migration background","632","0.459868394302227","0.43440825575545","0.485328532849004"
"Sometimes","2010","indirect migration background","276","0.439607455493086","0.401683481227473","0.477531429758698"
"Sometimes","2010","no migration background","6298","0.426359931416172","0.418327803844194","0.43439205898815"
"Very often","2010","direct migration background","51","0.0282522357972307","0.0197878125324031","0.0367166590620583"
"Very often","2010","indirect migration background","34","0.0372862703999403","0.0228099495772107","0.0517625912226699"
"Very often","2010","no migration background","413","0.0287818240733068","0.0260663839920548","0.0314972641545588"
"Very rare","2010","direct migration background","169","0.102744868040591","0.0872341382955334","0.118255597785649"
"Very rare","2010","indirect migration background","55","0.077239879714649","0.0568412804091555","0.0976384790201426"
"Very rare","2010","no migration background","1582","0.111318287808614","0.10620995661313","0.116426619004097"
"Often","2011","direct migration background","323","0.166793574349917","0.150520530668234","0.183066618031601"
"Often","2011","indirect migration background","184","0.241809464083551","0.212064230483274","0.271554697683828"
"Often","2011","no migration background","3036","0.166596941143051","0.161145931865464","0.172047950420639"
"Rarely","2011","direct migration background","541","0.255458346799341","0.236420958181562","0.274495735417121"
"Rarely","2011","indirect migration background","166","0.211546994641236","0.183175455704932","0.239918533577539"
