"plh0184","year","sex","n","percent","lower_confidence","upper_confidence"
"Very rare","2010","Female","918","0.111828231314768","0.105223311266742","0.118433151362795"
"Very rare","2010","Male","888","0.105964929878409","0.0991977948918871","0.112732064864931"
"Often","2011","Female","1950","0.169687449746779","0.162661752428796","0.176713147064762"
"Often","2011","Male","1593","0.169384952576374","0.161957517783995","0.176812387368754"
"Rarely","2011","Female","2715","0.246658222820309","0.238589819523352","0.254726626117265"
"Rarely","2011","Male","2623","0.259846934831923","0.251162908990891","0.268530960672954"
"Sometimes","2011","Female","4516","0.414710305434171","0.405488804268259","0.423931806600083"
"Sometimes","2011","Male","3980","0.410156246984252","0.400416566846628","0.419895927121875"
"Very often","2011","Female","512","0.0438782432992367","0.0400444827030347","0.0477120038954387"
"Very often","2011","Male","341","0.0349379116266803","0.0313018801389615","0.0385739431143992"
"Very rare","2011","Female","1272","0.125065778699504","0.118874209651997","0.131257347747012"
"Very rare","2011","Male","1260","0.125673953980771","0.119110070173479","0.132237837788063"
"Often","2012","Female","1815","0.161303108555192","0.154386119683723","0.168220097426661"
"Often","2012","Male","1516","0.159893968921747","0.152590517547051","0.167197420296443"
"Rarely","2012","Female","2842","0.26869460496539","0.260358329565374","0.277030880365406"
"Rarely","2012","Male","2791","0.288870997732861","0.279839262124695","0.297902733341027"
"Sometimes","2012","Female","4519","0.413002966126331","0.403743461979594","0.422262470273067"
"Sometimes","2012","Male","3868","0.402713893169549","0.392940743219268","0.412487043119831"
"Very often","2012","Female","448","0.0399720382341651","0.0362880920262567","0.0436559844420734"
"Very often","2012","Male","293","0.0331886351293735","0.0296191085575336","0.0367581617012133"
"Very rare","2012","Female","1238","0.117027282118923","0.110982086015584","0.123072478222261"
"Very rare","2012","Male","1206","0.115332505046469","0.108967321268903","0.121697688824034"
"Often","2013","Female","2759","0.172198858984884","0.165967455384252","0.178430262585515"
"Often","2013","Male","1959","0.167219072658355","0.160434602353726","0.174003542962984"
"Rarely","2013","Female","3525","0.276822633527344","0.269437966012554","0.284207301042134"
"Rarely","2013","Male","3271","0.28047598055169","0.272308687457085","0.288643273646295"
"Sometimes","2013","Female","5780","0.404299373002818","0.396199591598462","0.412399154407174"
"Sometimes","2013","Male","4665","0.405174166418503","0.396248853730369","0.414099479106636"
"Very often","2013","Female","765","0.0419188368051981","0.0386112328836932","0.0452264407267029"
"Very often","2013","Male","421","0.0348193317166056","0.0314864325202226","0.0381522309129885"
"Very rare","2013","Female","1273","0.104760297679757","0.0997058260314073","0.109814769328106"
"Very rare","2013","Male","1306","0.112311448654846","0.106570945243403","0.118051952066289"
"Often","2014","Female","2955","0.178318312205082","0.172127732492116","0.184508891918048"
"Often","2014","Male","2096","0.172995299790525","0.166354956811286","0.179635642769763"
"Rarely","2014","Female","3496","0.261301246735419","0.254195888686222","0.268406604784615"
"Rarely","2014","Male","3453","0.2812188665392","0.273325905988121","0.28911182709028"
"Sometimes","2014","Female","5875","0.398642837011361","0.390724394460278","0.406561279562444"
"Sometimes","2014","Male","4908","0.385922008710085","0.377375654069684","0.394468363350485"
"Very often","2014","Female","837","0.0469618513494441","0.0435404084936136","0.0503832942052745"
"Very often","2014","Male","483","0.0364522211338042","0.0331620537235688","0.0397423885440397"
"Very rare","2014","Female","1524","0.114775752698695","0.109620698104819","0.11993080729257"
"Very rare","2014","Male","1524","0.123411603826386","0.117637358550398","0.129185849102374"
"Often","2015","Female","2622","0.169223117513886","0.162926610370096","0.175519624657677"
"Often","2015","Male","1888","0.170192200147489","0.163321674418173","0.177062725876806"
"Rarely","2015","Female","3473","0.273689529545615","0.266202356046843","0.281176703044388"
"Rarely","2015","Male","3289","0.276980065165166","0.268798605756004","0.285161524574328"
"Sometimes","2015","Female","5499","0.399372552963905","0.391147866567353","0.407597239360457"
"Sometimes","2015","Male","4541","0.391805716694743","0.382881133575936","0.40073029981355"
"Very often","2015","Female","691","0.0430154223948253","0.0396082648272746","0.046422579962376"
"Very often","2015","Male","427","0.0394391048314372","0.0358806835464627","0.0429975261164117"
"Very rare","2015","Female","1337","0.114699377581768","0.109348148188775","0.12005060697476"
"Very rare","2015","Male","1348","0.121582913161165","0.115608186414485","0.127557639907844"
"Often","2016","Female","2452","0.176914177516602","0.170394283638058","0.183434071395145"
"Often","2016","Male","1759","0.167702215027089","0.160750793318413","0.174653636735766"
"Rarely","2016","Female","3285","0.264548713003286","0.257012269804975","0.272085156201596"
"Rarely","2016","Male","3122","0.271193502905663","0.262921501012275","0.279465504799052"
"Sometimes","2016","Female","5311","0.392197986724677","0.38385598270669","0.400539990742664"
"Sometimes","2016","Male","4383","0.401918640935018","0.392796136674475","0.41104114519556"
"Very often","2016","Female","712","0.0477051627533488","0.0440634553132716","0.051346870193426"
"Very often","2016","Male","417","0.0379982530648098","0.0344408374032139","0.0415556687264057"
"Very rare","2016","Female","1399","0.118633960002087","0.113109124934672","0.124158795069502"
"Very rare","2016","Male","1415","0.12118738806742","0.115115248851299","0.127259527283541"
"Often","2017","Female","2535","0.167172959390619","0.161054771721675","0.173291147059564"
"Often","2017","Male","1904","0.163312502941722","0.15677137619616","0.169853629687284"
"Rarely","2017","Female","3618","0.261355083878472","0.254150718956512","0.268559448800433"
"Rarely","2017","Male","3668","0.295702227137838","0.287626778436584","0.303777675839092"
"Sometimes","2017","Female","5910","0.404689866957775","0.396641733437264","0.412738000478285"
"Sometimes","2017","Male","4771","0.386042122591474","0.377427270156096","0.394656975026852"
"Very often","2017","Female","714","0.0480370906653549","0.0445306965205597","0.05154348481015"
"Very often","2017","Male","426","0.0370431302710672","0.0337010377795154","0.040385222762619"
"Very rare","2017","Female","1511","0.118744999107779","0.113440787620015","0.124049210595543"
"Very rare","2017","Male","1499","0.117900017057899","0.11219342210217","0.123606612013628"
"Often","2018","Female","2527","0.168460205882418","0.16223034517501","0.174690066589825"
"Often","2018","Male","1828","0.157980383129816","0.15140528802695","0.164555478232682"
"Rarely","2018","Female","3510","0.264298425777799","0.256958590982934","0.271638260572663"
"Rarely","2018","Male","3588","0.300912448805905","0.292643977672668","0.309180919939142"
"Sometimes","2018","Female","5597","0.404180136212017","0.396011809013287","0.412348463410747"
"Sometimes","2018","Male","4504","0.380543633514921","0.371790834756126","0.389296432273717"
"Very often","2018","Female","737","0.0473228842469671","0.0437886394788423","0.0508571290150918"
"Very often","2018","Male","411","0.0357663226242077","0.0324184598718894","0.0391141853765259"
"Very rare","2018","Female","1494","0.115738347880799","0.11041337759027","0.121063318171328"
"Very rare","2018","Male","1489","0.12479721192515","0.118839271717003","0.130755152133297"
"Often","2019","Female","2354","0.165598338508445","0.159326754930977","0.171869922085913"
"Often","2019","Male","1870","0.155207968218526","0.14881938103087","0.161596555406182"
"Rarely","2019","Female","3584","0.279254742023733","0.271685492508036","0.286823991539429"
"Rarely","2019","Male","3745","0.300782335184621","0.292691277935917","0.308873392433324"
"Sometimes","2019","Female","5416","0.394947070250256","0.386699466661277","0.403194673839236"
"Sometimes","2019","Male","4579","0.37336005686796","0.364826189694553","0.381893924041367"
"Very often","2019","Female","672","0.0448278238703855","0.0413366111877804","0.0483190365529906"
"Very often","2019","Male","424","0.0304953933853179","0.0274617468799724","0.0335290398906634"
"Very rare","2019","Female","1469","0.115372025347181","0.109981982228608","0.120762068465753"
"Very rare","2019","Male","1723","0.140154246343575","0.134029525196149","0.146278967491001"
