"plh0184","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Often","2007","college entrance qualification","West Germany","896","0.21858211671842","0.206181714951987","0.230982518484853"
"Often","2007","college entrance qualification","East Germany","260","0.225525055280845","0.201659225930456","0.249390884631233"
"Often","2007","lower secondary degree","West Germany","1055","0.184080935160309","0.173911475994617","0.194250394326001"
"Often","2007","lower secondary degree","East Germany","244","0.184811102705621","0.164227760304789","0.205394445106452"
"Often","2007","no degree/no degree yet","West Germany","91","0.210229374282522","0.172911874473819","0.247546874091226"
"Often","2007","no degree/no degree yet","East Germany","24","","",""
"Often","2007","Other degree","West Germany","170","0.19811456876703","0.173594062186041","0.22263507534802"
"Often","2007","Other degree","East Germany","14","","",""
"Often","2007","secondary school degree","West Germany","840","0.232489387654368","0.219151337445733","0.245827437863003"
"Often","2007","secondary school degree","East Germany","522","0.232610487551263","0.214963848228675","0.250257126873851"
"Rarely","2007","college entrance qualification","West Germany","872","0.188603497962572","0.17686592765367","0.200341068271474"
"Rarely","2007","college entrance qualification","East Germany","241","0.206780117552353","0.183652727208347","0.22990750789636"
"Rarely","2007","lower secondary degree","West Germany","1358","0.242263525109908","0.231020762956119","0.253506287263697"
"Rarely","2007","lower secondary degree","East Germany","353","0.263688420694454","0.240321629052172","0.287055212336736"
"Rarely","2007","no degree/no degree yet","West Germany","103","0.209317499312747","0.172059529678835","0.246575468946659"
"Rarely","2007","no degree/no degree yet","East Germany","17","","",""
"Rarely","2007","Other degree","West Germany","267","0.214930254493109","0.18965951406103","0.240200994925188"
"Rarely","2007","Other degree","East Germany","6","","",""
"Rarely","2007","secondary school degree","West Germany","795","0.199576559464588","0.186956446233897","0.212196672695279"
"Rarely","2007","secondary school degree","East Germany","400","0.174454376170914","0.158603586341407","0.190305166000421"
"Sometimes","2007","college entrance qualification","West Germany","1875","0.454878278230707","0.43993722844749","0.469819328013924"
"Sometimes","2007","college entrance qualification","East Germany","527","0.411536951730077","0.383434807231052","0.439639096229103"
"Sometimes","2007","lower secondary degree","West Germany","2182","0.394416334681032","0.3815920121235","0.407240657238563"
"Sometimes","2007","lower secondary degree","East Germany","529","0.382852484147578","0.357075448707806","0.40862951958735"
"Sometimes","2007","no degree/no degree yet","West Germany","178","0.398666043354977","0.35382478005965","0.443507306650304"
"Sometimes","2007","no degree/no degree yet","East Germany","48","0.352883430476647","0.260597313701459","0.445169547251835"
"Sometimes","2007","Other degree","West Germany","373","0.395233608118824","0.365156517264227","0.42531069897342"
"Sometimes","2007","Other degree","East Germany","23","","",""
"Sometimes","2007","secondary school degree","West Germany","1612","0.414692336920183","0.399136130524024","0.430248543316341"
"Sometimes","2007","secondary school degree","East Germany","1005","0.461277515871928","0.440456441873953","0.482098589869903"
"Very often","2007","college entrance qualification","West Germany","244","0.0578043955124438","0.0508021434770924","0.0648066475477952"
"Very often","2007","college entrance qualification","East Germany","76","0.0772319521482183","0.0619872049813652","0.0924766993150714"
"Very often","2007","lower secondary degree","West Germany","287","0.04848008951641","0.0428442248355388","0.0541159541972812"
"Very often","2007","lower secondary degree","East Germany","51","0.0382541000702188","0.0280824383607897","0.0484257617796478"
"Very often","2007","no degree/no degree yet","West Germany","31","0.0735828569334332","0.0496713489202897","0.0974943649465767"
"Very often","2007","no degree/no degree yet","East Germany","6","","",""
"Very often","2007","Other degree","West Germany","57","0.0613671333904227","0.0466022212550285","0.0761320455258169"
"Very often","2007","Other degree","East Germany","7","","",""
"Very often","2007","secondary school degree","West Germany","234","0.0594152774893747","0.0519508481434557","0.0668797068352938"
"Very often","2007","secondary school degree","East Germany","147","0.0767341485062474","0.0656169039533172","0.0878513930591777"
"Very rare","2007","college entrance qualification","West Germany","380","0.0801317115758576","0.0719855728294577","0.0882778503222576"
"Very rare","2007","college entrance qualification","East Germany","74","0.0789259232885065","0.063529049101425","0.0943227974755879"
"Very rare","2007","lower secondary degree","West Germany","697","0.130759115532342","0.12191252410931","0.139605706955373"
"Very rare","2007","lower secondary degree","East Germany","189","0.130393892382128","0.112536721407549","0.148251063356707"
"Very rare","2007","no degree/no degree yet","West Germany","55","0.10820422611632","0.0797550188963026","0.136653433336338"
"Very rare","2007","no degree/no degree yet","East Germany","8","","",""
"Very rare","2007","Other degree","West Germany","148","0.130354435230614","0.109641143626491","0.151067726834738"
"Very rare","2007","Other degree","East Germany","8","","",""
"Very rare","2007","secondary school degree","West Germany","372","0.0938264384714868","0.0846194649163165","0.103033412026657"
"Very rare","2007","secondary school degree","East Germany","128","0.0549234718996473","0.0454075271106159","0.0644394166886788"
"Often","2008","college entrance qualification","West Germany","751","0.205896929122302","0.193398816700494","0.21839504154411"
"Often","2008","college entrance qualification","East Germany","220","0.202156115319947","0.178625382655025","0.225686847984869"
"Often","2008","lower secondary degree","West Germany","893","0.165944239857155","0.155832519437144","0.176055960277167"
"Often","2008","lower secondary degree","East Germany","191","0.157904293624722","0.137974385215969","0.177834202033476"
"Often","2008","no degree/no degree yet","West Germany","96","0.231016404577105","0.191899848672766","0.270132960481444"
"Often","2008","no degree/no degree yet","East Germany","22","","",""
"Often","2008","Other degree","West Germany","138","0.173927136277124","0.149052398285837","0.198801874268411"
"Often","2008","Other degree","East Germany","17","","",""
"Often","2008","secondary school degree","West Germany","687","0.204854333406349","0.191764665376161","0.217944001436538"
"Often","2008","secondary school degree","East Germany","443","0.215554383223523","0.197988018705493","0.233120747741552"
"Rarely","2008","college entrance qualification","West Germany","1003","0.232205774730102","0.219154889118985","0.245256660341218"
"Rarely","2008","college entrance qualification","East Germany","258","0.235039046130477","0.210194979251691","0.259883113009263"
"Rarely","2008","lower secondary degree","West Germany","1345","0.247726823635894","0.235993508787744","0.259460138484044"
"Rarely","2008","lower secondary degree","East Germany","348","0.25730837815904","0.233416030101878","0.281200726216203"
"Rarely","2008","no degree/no degree yet","West Germany","116","0.235773134286213","0.196378327886778","0.275167940685647"
"Rarely","2008","no degree/no degree yet","East Germany","20","","",""
"Rarely","2008","Other degree","West Germany","249","0.273180425201072","0.243938648270158","0.302422202131986"
"Rarely","2008","Other degree","East Germany","14","","",""
