"plh0184","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Often","2007","Rural Area","Female","752","0.200109683382606","0.187046012455599","0.213173354309614"
"Often","2007","Rural Area","Male","673","0.216856996672269","0.202914377332375","0.230799616012163"
"Often","2007","Urban Area","Female","1431","0.196119014461336","0.186927765496998","0.205310263425674"
"Often","2007","Urban Area","Male","1365","0.223697486864657","0.213519750293281","0.233875223436033"
"Rarely","2007","Rural Area","Female","766","0.208197385227955","0.194939872242159","0.221454898213751"
"Rarely","2007","Rural Area","Male","773","0.217420778393407","0.203465072950465","0.231376483836349"
"Rarely","2007","Urban Area","Female","1512","0.203950662934993","0.19462346154548","0.213277864324505"
"Rarely","2007","Urban Area","Male","1474","0.225010795312245","0.214811864134442","0.235209726490048"
"Sometimes","2007","Rural Area","Female","1538","0.426481591467841","0.410332808935214","0.442630374000469"
"Sometimes","2007","Rural Area","Male","1434","0.424353881900569","0.407632237068131","0.441075526733008"
"Sometimes","2007","Urban Area","Female","2997","0.421232558613043","0.409802938057672","0.432662179168414"
"Sometimes","2007","Urban Area","Male","2584","0.399503339404047","0.387540874887061","0.411465803921034"
"Very often","2007","Rural Area","Female","216","0.0564232349677754","0.0488890969773247","0.0639573729582261"
"Very often","2007","Rural Area","Male","176","0.0580227550580796","0.0501131191276337","0.0659323909885255"
"Very often","2007","Urban Area","Female","461","0.0646107184228695","0.0589199975992908","0.0703014392464481"
"Very often","2007","Urban Area","Male","320","0.0513154849406575","0.0459267070706779","0.0567042628106372"
"Very rare","2007","Rural Area","Female","331","0.108788104953822","0.0986210036003837","0.11895520630726"
"Very rare","2007","Rural Area","Male","300","0.0833455879756754","0.0739940888224446","0.0926970871289063"
"Very rare","2007","Urban Area","Female","768","0.114087045567759","0.106727813576052","0.121446277559466"
"Very rare","2007","Urban Area","Male","697","0.100472893478393","0.0931305154696397","0.107815271487146"
"Often","2008","Rural Area","Female","596","0.179983933946702","0.167064949711553","0.192902918181851"
"Often","2008","Rural Area","Male","585","0.193858975283374","0.180075681352966","0.207642269213781"
"Often","2008","Urban Area","Female","1282","0.198192827751269","0.188682945492117","0.207702710010421"
"Often","2008","Urban Area","Male","1085","0.182682062588635","0.172963771150077","0.192400354027193"
"Rarely","2008","Rural Area","Female","801","0.240657447115069","0.226282083479319","0.255032810750818"
"Rarely","2008","Rural Area","Male","778","0.233031351344524","0.218291247865964","0.247771454823084"
"Rarely","2008","Urban Area","Female","1596","0.229682080461652","0.219647603003978","0.239716557919326"
"Rarely","2008","Urban Area","Male","1577","0.24889937791209","0.238024925004462","0.259773830819717"
"Sometimes","2008","Rural Area","Female","1504","0.43126493300557","0.414610594251589","0.447919271759552"
"Sometimes","2008","Rural Area","Male","1371","0.448130172624536","0.430791135843532","0.465469209405541"
"Sometimes","2008","Urban Area","Female","2881","0.42301362189272","0.411227900754077","0.434799343031363"
"Sometimes","2008","Urban Area","Male","2503","0.417026853716058","0.404625967110953","0.429427740321164"
"Very often","2008","Rural Area","Female","176","0.0430611099288362","0.0362348152844231","0.0498874045732492"
"Very often","2008","Rural Area","Male","127","0.0405075183885172","0.033633777505837","0.0473812592711973"
"Very often","2008","Urban Area","Female","313","0.0455022220459766","0.0405305786731335","0.0504738654188197"
"Very often","2008","Urban Area","Male","238","0.0443159240788562","0.0391400520492635","0.0494917961084489"
"Very rare","2008","Rural Area","Female","320","0.105032576003823","0.0947224033047294","0.115342748702916"
"Very rare","2008","Rural Area","Male","299","0.0844719823590488","0.0747758906955164","0.0941680740225811"
"Very rare","2008","Urban Area","Female","678","0.103609247848382","0.0963390848359702","0.110879410860795"
"Very rare","2008","Urban Area","Male","670","0.107075781704361","0.0992990094905019","0.11485255391822"
"Often","2009","Rural Area","Female","582","0.177829103633276","0.16462009962285","0.191038107643702"
"Often","2009","Rural Area","Male","546","0.181315060582994","0.167562620133028","0.195067501032961"
"Often","2009","Urban Area","Female","1197","0.1985557124441","0.18864531296138","0.208466111926819"
"Often","2009","Urban Area","Male","1019","0.188550283761858","0.178304687010706","0.19879588051301"
"Rarely","2009","Rural Area","Female","822","0.255059725151265","0.240001656466192","0.270117793836339"
"Rarely","2009","Rural Area","Male","749","0.240330524330126","0.225078719543975","0.255582329116277"
"Rarely","2009","Urban Area","Female","1527","0.238473669245902","0.227886594527528","0.249060743964277"
"Rarely","2009","Urban Area","Male","1517","0.264190129342511","0.252641406582467","0.275738852102555"
