"plh0184","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Often","2007","Full Time","West Germany","1425","0.245388514584807","0.23444993369048","0.256327095479135"
"Often","2007","Full Time","East Germany","466","0.240358739413596","0.221270452428919","0.259447026398273"
"Often","2007","Not Working","West Germany","881","0.151566944158656","0.142393338274453","0.16074055004286"
"Often","2007","Not Working","East Germany","404","0.20477981216679","0.187561359071114","0.221998265262466"
"Often","2007","Part Time","West Germany","820","0.236131800049302","0.222504120249628","0.249759479848975"
"Often","2007","Part Time","East Germany","225","0.22116330157367","0.195271083836272","0.247055519311068"
"Rarely","2007","Full Time","West Germany","1213","0.198502231906627","0.188362977567018","0.208641486246236"
"Rarely","2007","Full Time","East Germany","340","0.176253407551754","0.159231889070482","0.193274926033025"
"Rarely","2007","Not Working","West Germany","1580","0.256870228241123","0.245693408247677","0.268047048234568"
"Rarely","2007","Not Working","East Germany","508","0.237223145165871","0.219072831008233","0.25537345932351"
"Rarely","2007","Part Time","West Germany","693","0.172519843162299","0.160396182059386","0.184643504265213"
"Rarely","2007","Part Time","East Germany","191","0.188098534025041","0.163718523830565","0.212478544219518"
"Sometimes","2007","Full Time","West Germany","2496","0.421346989007028","0.408795327532524","0.433898650481531"
"Sometimes","2007","Full Time","East Germany","878","0.455894802833765","0.433646008479689","0.47814359718784"
"Sometimes","2007","Not Working","West Germany","2238","0.394029775393812","0.381529510870412","0.406530039917212"
"Sometimes","2007","Not Working","East Germany","849","0.385884665585565","0.365113513067809","0.406655818103322"
"Sometimes","2007","Part Time","West Germany","1638","0.434437500744489","0.41853229020524","0.450342711283738"
"Sometimes","2007","Part Time","East Germany","454","0.448482909390398","0.417455754688035","0.479510064092762"
"Very often","2007","Full Time","West Germany","407","0.0740278643574622","0.0673725475930423","0.0806831811218822"
"Very often","2007","Full Time","East Germany","127","0.0689854482576732","0.0576643201729291","0.0803065763424172"
"Very often","2007","Not Working","West Germany","234","0.0361516704252816","0.0313764043585413","0.0409269364920218"
"Very often","2007","Not Working","East Germany","97","0.0489046391934854","0.0397023913779088","0.0581068870090621"
"Very often","2007","Part Time","West Germany","243","0.0605398582437246","0.0528874990719908","0.0681922174154585"
"Very often","2007","Part Time","East Germany","65","0.0992202675036399","0.0805694009608398","0.11787113404644"
"Very rare","2007","Full Time","West Germany","404","0.0607344001440759","0.0546630714849071","0.0668057288032446"
"Very rare","2007","Full Time","East Germany","114","0.0585076019432126","0.04802311261546","0.0689920912709653"
"Very rare","2007","Not Working","West Germany","937","0.161381381781127","0.15197033341878","0.170792430143475"
"Very rare","2007","Not Working","East Germany","252","0.123207737888288","0.109183663409148","0.137231812367427"
"Very rare","2007","Part Time","West Germany","337","0.0963709978001851","0.0869020063389932","0.105839989261377"
"Very rare","2007","Part Time","East Germany","52","0.0430349875072509","0.0303745595803913","0.0556954154341105"
"Often","2008","Full Time","West Germany","1215","0.222974075055713","0.21209940756415","0.233848742547276"
"Often","2008","Full Time","East Germany","388","0.209204544814946","0.190739822667857","0.227669266962035"
"Often","2008","Not Working","West Germany","746","0.139197442392356","0.130035938506805","0.148358946277907"
"Often","2008","Not Working","East Germany","318","0.166014900009179","0.149654201662133","0.182375598356225"
"Often","2008","Part Time","West Germany","676","0.21004623361635","0.196512527070644","0.223579940162056"
"Often","2008","Part Time","East Germany","205","0.239975750536099","0.212630890834636","0.267320610237562"
"Rarely","2008","Full Time","West Germany","1248","0.206716965601603","0.196137269559295","0.21729666164391"
"Rarely","2008","Full Time","East Germany","361","0.192371182449877","0.174477445538233","0.21026491936152"
"Rarely","2008","Not Working","West Germany","1626","0.284283811432969","0.272345418938574","0.296222203927365"
"Rarely","2008","Not Working","East Germany","525","0.256727595910967","0.237520600224975","0.275934591596959"
"Rarely","2008","Part Time","West Germany","793","0.233734373974665","0.219673593294902","0.247795154654429"
"Rarely","2008","Part Time","East Germany","199","0.187234493761571","0.162256712506613","0.212212275016529"
"Sometimes","2008","Full Time","West Germany","2459","0.444730795041688","0.431747903105519","0.457713686977856"
"Sometimes","2008","Full Time","East Germany","894","0.486670358627687","0.463980031552866","0.509360685702508"
"Sometimes","2008","Not Working","West Germany","2114","0.394173702725839","0.381240167450518","0.40710723800116"
"Sometimes","2008","Not Working","East Germany","828","0.422642970269294","0.400923050764546","0.444362889774043"
"Sometimes","2008","Part Time","West Germany","1525","0.418978932112398","0.4025862317004","0.435371632524397"
"Sometimes","2008","Part Time","East Germany","439","0.472026291384312","0.440061819133298","0.503990763635327"
"Very often","2008","Full Time","West Germany","280","0.0540724208061255","0.0481637758135818","0.0599810657986692"
"Very often","2008","Full Time","East Germany","96","0.0460456703020192","0.0365312281814477","0.0555601124225907"
"Very often","2008","Not Working","West Germany","174","0.0300084383506163","0.0254929466993798","0.0345239300018527"
"Very often","2008","Not Working","East Germany","71","0.036316156939253","0.0280905796309072","0.0445417342475988"
"Very often","2008","Part Time","West Germany","190","0.0527795752397077","0.0453508047437444","0.060208345735671"
"Very often","2008","Part Time","East Germany","43","0.0436591402946719","0.0305756914373208","0.0567425891520229"
"Very rare","2008","Full Time","West Germany","426","0.071505743494871","0.0647739447959777","0.0782375421937642"
"Very rare","2008","Full Time","East Germany","125","0.0657082438054715","0.0544602174476881","0.0769562701632549"
"Very rare","2008","Not Working","West Germany","824","0.152336605098219","0.142825888975098","0.16184732122134"
"Very rare","2008","Not Working","East Germany","245","0.118298376871307","0.104098016347504","0.13249873739511"
"Very rare","2008","Part Time","West Germany","296","0.0844608850568789","0.0752218899978214","0.0936998801159363"
"Very rare","2008","Part Time","East Germany","51","0.0571043240233456","0.042246862470754","0.0719617855759372"
"Often","2009","Full Time","West Germany","1169","0.230259502281434","0.21880802019438","0.241710984368488"
"Often","2009","Full Time","East Germany","385","0.209065678791294","0.19032175714839","0.227809600434198"
"Often","2009","Not Working","West Germany","635","0.127512774646892","0.11824803084381","0.136777518449974"
"Often","2009","Not Working","East Germany","286","0.153774114252559","0.137358357649871","0.170189870855248"
"Often","2009","Part Time","West Germany","672","0.21468867419582","0.200761423954206","0.228615924437434"
"Often","2009","Part Time","East Germany","197","0.244888421419327","0.216541124728685","0.27323571810997"
"Rarely","2009","Full Time","West Germany","1178","0.21988679535425","0.208621070539789","0.231152520168711"
"Rarely","2009","Full Time","East Germany","390","0.2216625984612","0.202516555105725","0.240808641816675"
"Rarely","2009","Not Working","West Germany","1522","0.296142147140306","0.283460676561053","0.308823617719559"
"Rarely","2009","Not Working","East Germany","534","0.276479442711431","0.256126228926589","0.296832656496274"
"Rarely","2009","Part Time","West Germany","793","0.227465951950541","0.213247350025169","0.241684553875913"
"Rarely","2009","Part Time","East Germany","198","0.248428298424625","0.219943857444811","0.276912739404439"
"Sometimes","2009","Full Time","West Germany","2204","0.434879250038493","0.421394722978782","0.448363777098203"
"Sometimes","2009","Full Time","East Germany","833","0.466626571385155","0.443630730294162","0.489622412476148"
"Sometimes","2009","Not Working","West Germany","1834","0.376202476909948","0.362746672175745","0.389658281644152"
"Sometimes","2009","Not Working","East Germany","720","0.41129732068024","0.388904846587028","0.433689794773451"
"Sometimes","2009","Part Time","West Germany","1471","0.424768300567347","0.408001996566855","0.441534604567839"
