"plh0184","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Rarely","2010","Urban Area","2846","0.258696771019868","0.250526144257633","0.266867397782103"
"Sometimes","2010","Rural Area","2450","0.436824274034544","0.423900422356538","0.44974812571255"
"Sometimes","2010","Urban Area","4756","0.428344985182946","0.419112347889891","0.437577622476"
"Very often","2010","Rural Area","157","0.0275499363668234","0.0232850194620407","0.0318148532716062"
"Very often","2010","Urban Area","341","0.0297275110657409","0.0265587604885278","0.032896261642954"
"Very rare","2010","Rural Area","592","0.0988016225383144","0.0910264710685886","0.10657677400804"
"Very rare","2010","Urban Area","1214","0.11352167287117","0.107602849573761","0.119440496168578"
"Often","2011","Rural Area","1231","0.169200567802465","0.160560087946303","0.177841047658626"
"Often","2011","Urban Area","2312","0.169696860284542","0.163371715278979","0.176022005290105"
"Rarely","2011","Rural Area","1971","0.263993368780855","0.253834947229614","0.274151790332095"
"Rarely","2011","Urban Area","3367","0.248056723856421","0.240779205919244","0.255334241793599"
"Sometimes","2011","Rural Area","2866","0.406289196373155","0.394970563554861","0.417607829191448"
"Sometimes","2011","Urban Area","5630","0.415359009703023","0.407055308927469","0.423662710478576"
"Very often","2011","Rural Area","282","0.0365539785901583","0.0322291402458462","0.0408788169344704"
"Very often","2011","Urban Area","571","0.0408732087811844","0.0375368509717888","0.04420956659058"
"Very rare","2011","Rural Area","883","0.123962888453368","0.116368444972951","0.131557331933784"
"Very rare","2011","Urban Area","1649","0.12601419737483","0.120422068514705","0.131606326234954"
"Often","2012","Rural Area","1171","0.167988667784401","0.159403714688449","0.176573620880354"
"Often","2012","Urban Area","2160","0.157158824381094","0.150962045181852","0.163355603580336"
"Rarely","2012","Rural Area","1984","0.277981071391566","0.267693444220031","0.288268698563102"
"Rarely","2012","Urban Area","3649","0.27887382657996","0.271238400600328","0.286509252559592"
"Sometimes","2012","Rural Area","2990","0.407480641001485","0.396197290594388","0.418763991408583"
"Sometimes","2012","Urban Area","5397","0.408180261567369","0.399811821952182","0.416548701182556"
"Very often","2012","Rural Area","256","0.0359316299900472","0.0316577168701686","0.0402055431099258"
"Very often","2012","Urban Area","485","0.0369795985215259","0.0337665106426576","0.0401926864003941"
"Very rare","2012","Rural Area","884","0.1106179898325","0.103415372126083","0.117820607538917"
"Very rare","2012","Urban Area","1560","0.118807488950051","0.113298383677607","0.124316594222495"
"Often","2013","Rural Area","1604","0.165737815408211","0.15814488114974","0.173330749666683"
"Often","2013","Urban Area","3114","0.171806886877608","0.166053183166648","0.177560590588567"
"Rarely","2013","Rural Area","2480","0.280743405972412","0.271567599109661","0.289919212835162"
"Rarely","2013","Urban Area","4316","0.277516254553802","0.270686271039348","0.284346238068256"
"Sometimes","2013","Rural Area","3773","0.409764848301607","0.39972268127428","0.419807015328935"
"Sometimes","2013","Urban Area","6672","0.402221928935054","0.394742571917994","0.409701285952114"
"Very often","2013","Rural Area","395","0.0370164521454313","0.0331611858206462","0.0408717184702164"
"Very often","2013","Urban Area","791","0.0392244076756981","0.0362633246809925","0.0421854906704036"
"Very rare","2013","Rural Area","961","0.106737478172338","0.100432325880934","0.113042630463743"
"Very rare","2013","Urban Area","1618","0.109230521957838","0.104472613624322","0.113988430291354"
"Often","2014","Rural Area","1664","0.166529149584173","0.158956165999745","0.1741021331686"
"Often","2014","Urban Area","3387","0.179995424707495","0.174360096737857","0.185630752677133"
"Rarely","2014","Rural Area","2385","0.272593073116384","0.263541526350021","0.281644619882747"
"Rarely","2014","Urban Area","4564","0.27029626823576","0.263781880047526","0.276810656423995"
"Sometimes","2014","Rural Area","3730","0.392590272889903","0.382663974772326","0.402516571007479"
"Sometimes","2014","Urban Area","7053","0.392358625359165","0.385196439336134","0.399520811382197"
"Very often","2014","Rural Area","402","0.0367060794853452","0.0328837767114832","0.0405283822592072"
"Very often","2014","Urban Area","918","0.0442151075799828","0.0411997018927025","0.0472305132672632"
"Very rare","2014","Rural Area","1116","0.131581424924196","0.124710131093905","0.138452718754487"
"Very rare","2014","Urban Area","1932","0.113134574117597","0.108488278252568","0.117780869982625"
"Often","2015","Rural Area","1551","0.171984252917771","0.164063736677879","0.179904769157662"
"Often","2015","Urban Area","2959","0.168636919722402","0.162905475397411","0.174368364047392"
"Rarely","2015","Rural Area","2412","0.278423054801089","0.269015348081701","0.287830761520477"
"Rarely","2015","Urban Area","4350","0.273846622800816","0.267020717544494","0.280672528057139"
"Sometimes","2015","Rural Area","3517","0.403483609811344","0.393186532157822","0.413780687464866"
"Sometimes","2015","Urban Area","6523","0.392073536133229","0.384600421055838","0.39954665121062"
"Very often","2015","Rural Area","375","0.0432272871619975","0.0389588073721225","0.0474957669518725"
"Very often","2015","Urban Area","743","0.0403665757356238","0.0373538748255389","0.0433792766457087"
"Very rare","2015","Rural Area","865","0.102881795307799","0.0965052720149477","0.10925831860065"
"Very rare","2015","Urban Area","1820","0.125076345607929","0.120012679611093","0.130140011604765"
"Often","2016","Rural Area","1385","0.16502553780525","0.157071724712119","0.172979350898381"
"Often","2016","Urban Area","2826","0.175785208860736","0.169866529104558","0.181703888616913"
"Rarely","2016","Rural Area","2249","0.266564034323382","0.257089779004685","0.276038289642078"
"Rarely","2016","Urban Area","4158","0.268355093245789","0.261465103533084","0.275245082958495"
"Sometimes","2016","Rural Area","3450","0.414644967079759","0.40408868263292","0.425201251526599"
"Sometimes","2016","Urban Area","6244","0.388873194082153","0.381292950770472","0.396453437393834"
"Very often","2016","Rural Area","369","0.0421520482993721","0.0378465756415932","0.046457520957151"
"Very often","2016","Urban Area","760","0.0433346522986148","0.0401686505148343","0.0465006540823953"
"Very rare","2016","Rural Area","914","0.111613412492237","0.104866230938183","0.118360594046291"
"Very rare","2016","Urban Area","1900","0.123651851512707","0.118533240531998","0.128770462493416"
"Often","2017","Rural Area","1549","0.160790388833683","0.153367246528779","0.168213531138587"
"Often","2017","Urban Area","2890","0.167339188746893","0.161752408575204","0.172925968918582"
"Rarely","2017","Rural Area","2669","0.283495684478714","0.274388059272644","0.292603309684784"
"Rarely","2017","Urban Area","4617","0.275750792100143","0.269062255781691","0.282439328418595"
"Sometimes","2017","Rural Area","3792","0.404146527606926","0.394229953033392","0.41406310218046"
"Sometimes","2017","Urban Area","6889","0.391615357615153","0.384309895894065","0.398920819336241"
"Very often","2017","Rural Area","381","0.0406585236893485","0.0366674942409552","0.0446495531377418"
"Very often","2017","Urban Area","759","0.0435629243167727","0.0405078948386761","0.0466179537948694"
"Very rare","2017","Rural Area","1016","0.110908875391329","0.1045631860466","0.117254564736059"
"Very rare","2017","Urban Area","1994","0.121731737221039","0.11683795999662","0.126625514445457"
"Often","2018","Rural Area","1446","0.155405350765368","0.147932101594174","0.162878599936562"
"Often","2018","Urban Area","2909","0.166963645662202","0.161300044854308","0.172627246470096"
"Rarely","2018","Rural Area","2634","0.30527979927253","0.295780177522269","0.314779421022791"
"Rarely","2018","Urban Area","4464","0.271643020907463","0.264888086800598","0.278397955014328"
"Sometimes","2018","Rural Area","3572","0.385711706850477","0.375670871503025","0.395752542197929"
"Sometimes","2018","Urban Area","6529","0.39578777475254","0.388361420878613","0.403214128626466"
"Very often","2018","Rural Area","366","0.0392367591046002","0.0352317171569266","0.0432418010522737"
"Very often","2018","Urban Area","782","0.0427882996984537","0.039714920044246","0.0458616793526613"
"Very rare","2018","Rural Area","1010","0.114366384007024","0.107801477324503","0.120931290689545"
"Very rare","2018","Urban Area","1973","0.122817258979341","0.117832726416039","0.127801791542644"
"Often","2019","Rural Area","1408","0.162364722546331","0.154688756342108","0.170040688750555"
"Often","2019","Urban Area","2533","0.157487652880711","0.151745393155991","0.163229912605431"
"Rarely","2019","Rural Area","2570","0.284458755349718","0.275068298410141","0.293849212289295"
"Rarely","2019","Urban Area","4347","0.291863158456631","0.284696451061267","0.299029865851995"
"Sometimes","2019","Rural Area","3481","0.393729568541771","0.383560247780451","0.403898889303092"
"Sometimes","2019","Urban Area","5965","0.382118871146173","0.374458970294502","0.389778771997843"
"Very often","2019","Rural Area","349","0.035288312725407","0.0314479348988474","0.0391286905519666"
"Very often","2019","Urban Area","667","0.0386301568259964","0.035592211717026","0.0416681019349668"
"Very rare","2019","Rural Area","1059","0.124158640836772","0.117294899058603","0.131022382614942"
"Very rare","2019","Urban Area","1946","0.129900160690489","0.1246003442515","0.135199977129478"
