"plh0184","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Often","2007","16-34 y.","Female","648","0.257382335504171","0.240165350779129","0.274599320229214"
"Often","2007","16-34 y.","Male","520","0.244689781772608","0.226902595154244","0.262476968390972"
"Often","2007","35-65 y.","Female","1273","0.221847202936927","0.211297086282019","0.232397319591834"
"Often","2007","35-65 y.","Male","1270","0.245150073180302","0.233784413265571","0.256515733095034"
"Often","2007","66 and older","Female","262","0.097512285959348","0.0854849607854648","0.109539611133231"
"Often","2007","66 and older","Male","248","0.130432244956892","0.115850103395796","0.145014386517988"
"Rarely","2007","16-34 y.","Female","436","0.175404663448238","0.160427619894257","0.19038170700222"
"Rarely","2007","16-34 y.","Male","486","0.195845693449241","0.179426063172861","0.21226532372562"
"Rarely","2007","35-65 y.","Female","1182","0.184522128693827","0.174672311736578","0.194371945651075"
"Rarely","2007","35-65 y.","Male","1133","0.205490331528222","0.194814698803023","0.216165964253421"
"Rarely","2007","66 and older","Female","660","0.271958772409561","0.25391828539016","0.289999259428962"
"Rarely","2007","66 and older","Male","628","0.300538125673244","0.280685912853922","0.320390338492567"
"Sometimes","2007","16-34 y.","Female","1045","0.419760366026117","0.40032514437661","0.439195587675624"
"Sometimes","2007","16-34 y.","Male","935","0.432695174261037","0.412196020667105","0.45319432785497"
"Sometimes","2007","35-65 y.","Female","2608","0.441810453488223","0.429200697438428","0.454420209538018"
"Sometimes","2007","35-65 y.","Male","2343","0.411472063256013","0.398470306004204","0.424473820507823"
"Sometimes","2007","66 and older","Female","882","0.388288551217863","0.368529352362546","0.40804775007318"
"Sometimes","2007","66 and older","Male","740","0.366127927022364","0.345268885470955","0.386986968573773"
"Very often","2007","16-34 y.","Female","211","0.0933495913452216","0.0818928468133563","0.104806335877087"
"Very often","2007","16-34 y.","Male","129","0.0580139875856437","0.0483417879786519","0.0676861871926354"
"Very often","2007","35-65 y.","Female","418","0.0698784646114594","0.0634049613894988","0.07635196783342"
"Very often","2007","35-65 y.","Male","303","0.0616402634447407","0.0552859993631184","0.067994527526363"
"Very often","2007","66 and older","Female","48","0.0195811155224572","0.0139636129033208","0.0251986181415935"
"Very often","2007","66 and older","Male","64","0.0260678233064403","0.0191687008549587","0.0329669457579219"
"Very rare","2007","16-34 y.","Female","137","0.0541030436762516","0.0451942715449423","0.0630118158075609"
"Very rare","2007","16-34 y.","Male","174","0.0687553629314702","0.0582859616419543","0.079224764220986"
"Very rare","2007","35-65 y.","Female","477","0.0819417502695645","0.074977320255973","0.088906180283156"
"Very rare","2007","35-65 y.","Male","454","0.0762472685907214","0.0692353260653476","0.0832592111160953"
"Very rare","2007","66 and older","Female","485","0.222659274890771","0.205792003193183","0.239526546588359"
"Very rare","2007","66 and older","Male","369","0.176833879041059","0.160314124402454","0.193353633679664"
"Often","2008","16-34 y.","Female","538","0.237541913524105","0.220103852478076","0.254979974570133"
"Often","2008","16-34 y.","Male","400","0.20001123988327","0.182824987130325","0.217197492636216"
"Often","2008","35-65 y.","Female","1093","0.217722209349679","0.206878287051986","0.228566131647372"
"Often","2008","35-65 y.","Male","1066","0.211653248298274","0.200449101352769","0.222857395243779"
"Often","2008","66 and older","Female","247","0.104146573138499","0.091649804832557","0.116643341444442"
"Often","2008","66 and older","Male","204","0.10345222275206","0.0902559310027825","0.116648514501338"
"Rarely","2008","16-34 y.","Female","453","0.193735010656624","0.17754067870125","0.209929342611998"
"Rarely","2008","16-34 y.","Male","531","0.246090407378349","0.227584131666042","0.264596683090656"
"Rarely","2008","35-65 y.","Female","1222","0.213058777189324","0.202299690832899","0.223817863545749"
"Rarely","2008","35-65 y.","Male","1169","0.214930607799197","0.20366354170281","0.226197673895583"
"Rarely","2008","66 and older","Female","722","0.306355123220942","0.287495287247155","0.325214959194729"
"Rarely","2008","66 and older","Male","655","0.316943194914982","0.296782086580415","0.337104303249548"
"Sometimes","2008","16-34 y.","Female","997","0.444869404937938","0.424506772022797","0.465232037853079"
"Sometimes","2008","16-34 y.","Male","892","0.434728218451021","0.413429688959801","0.45602674794224"
"Sometimes","2008","35-65 y.","Female","2508","0.434763623782166","0.421738070430692","0.447789177133639"
"Sometimes","2008","35-65 y.","Male","2221","0.443196021657127","0.429570385833218","0.456821657481035"
"Sometimes","2008","66 and older","Female","880","0.391296428534311","0.371329437954573","0.411263419114049"
"Sometimes","2008","66 and older","Male","761","0.374524553468957","0.353552519296332","0.395496587641583"
"Very often","2008","16-34 y.","Female","153","0.0639952442332742","0.053966813963971","0.0740236745025774"
"Very often","2008","16-34 y.","Male","79","0.0389928623237666","0.0306758390700798","0.0473098855774535"
"Very often","2008","35-65 y.","Female","289","0.0503241751943626","0.0445799619436372","0.0560683884450879"
"Very often","2008","35-65 y.","Male","239","0.0536895594000785","0.0475069839990501","0.059872134801107"
"Very often","2008","66 and older","Female","47","0.0172256102523218","0.0119024324845338","0.0225487880201099"
"Very often","2008","66 and older","Male","47","0.0204812836057597","0.0143439429254976","0.0266186242860219"
"Very rare","2008","16-34 y.","Female","147","0.0598584266480596","0.050138133593789","0.0695787197023301"
"Very rare","2008","16-34 y.","Male","179","0.0801772719635934","0.0685094509927032","0.0918450929344836"
"Very rare","2008","35-65 y.","Female","452","0.0841312144844688","0.0768374835468259","0.0914249454221118"
"Very rare","2008","35-65 y.","Male","411","0.0765305628453236","0.069238735065307","0.0838223906253402"
"Very rare","2008","66 and older","Female","399","0.180976264853926","0.165224986721235","0.196727542986617"
"Very rare","2008","66 and older","Male","379","0.184598745258241","0.167787676036999","0.201409814479483"
"Often","2009","16-34 y.","Female","513","0.250287506334968","0.231649219102799","0.268925793567137"
"Often","2009","16-34 y.","Male","426","0.223217383435053","0.20460143553317","0.241833331336937"
"Often","2009","35-65 y.","Female","1040","0.214344732654182","0.203157639717928","0.225531825590437"
"Often","2009","35-65 y.","Male","954","0.207706496111081","0.196120007659502","0.21929298456266"
"Often","2009","66 and older","Female","226","0.09698324728134","0.0846143284154001","0.10935216614728"
"Often","2009","66 and older","Male","185","0.0870331118248934","0.0746264054761893","0.0994398181735975"
"Rarely","2009","16-34 y.","Female","442","0.204847644604534","0.187482448077632","0.222212841131435"
"Rarely","2009","16-34 y.","Male","466","0.250116185259709","0.23075467246593","0.269477698053489"
"Rarely","2009","35-65 y.","Female","1212","0.225354860235028","0.213964703779313","0.236745016690742"
"Rarely","2009","35-65 y.","Male","1109","0.229422540691302","0.21741345513761","0.241431626244994"
"Rarely","2009","66 and older","Female","695","0.313809793859137","0.294414740412401","0.333204847305873"
"Rarely","2009","66 and older","Male","691","0.334088199112951","0.313328279988047","0.354848118237856"
"Sometimes","2009","16-34 y.","Female","891","0.433280862338086","0.41195985432684","0.454601870349331"
"Sometimes","2009","16-34 y.","Male","808","0.422086887526661","0.400006656969218","0.444167118084105"
"Sometimes","2009","35-65 y.","Female","2277","0.436627233249447","0.423106564911518","0.450147901587375"
"Sometimes","2009","35-65 y.","Male","2019","0.436551076744324","0.422385686146","0.450716467342648"
"Sometimes","2009","66 and older","Female","788","0.348508804238059","0.328593055941257","0.368424552534861"
"Sometimes","2009","66 and older","Male","674","0.359461824018496","0.338342226856594","0.380581421180398"
"Very often","2009","16-34 y.","Female","125","0.0614726366132797","0.0511378043926729","0.0718074688338864"
"Very often","2009","16-34 y.","Male","70","0.0386030657535565","0.0299904779182512","0.0472156535888617"
"Very often","2009","35-65 y.","Female","243","0.0450713201416647","0.0394156973916358","0.0507269428916937"
"Very often","2009","35-65 y.","Male","228","0.0507478939435658","0.0444791065310763","0.0570166813560554"
"Very often","2009","66 and older","Female","41","0.0173391255081151","0.0118834201996024","0.0227948308166279"
"Very often","2009","66 and older","Male","28","","",""
"Very rare","2009","16-34 y.","Female","104","0.0501113501091329","0.0407239907918142","0.0594987094264516"
"Very rare","2009","16-34 y.","Male","152","0.0659764780250197","0.0548784741999703","0.077074481850069"
"Very rare","2009","35-65 y.","Female","397","0.0786018537196788","0.0712654218931406","0.0859382855462169"
"Very rare","2009","35-65 y.","Male","399","0.0755719925097263","0.0680227960135766","0.083121189005876"
"Very rare","2009","66 and older","Female","449","0.223359029113349","0.205951089090291","0.240766969136408"
"Very rare","2009","66 and older","Male","405","0.207325802523275","0.189483094355868","0.225168510690681"
"Often","2010","16-34 y.","Female","463","0.249862692646735","0.230193071506503","0.269532313786966"
"Often","2010","16-34 y.","Male","365","0.219635885080302","0.200076376006569","0.239195394154035"
"Often","2010","35-65 y.","Female","862","0.179585165697669","0.16869118975485","0.190479141640488"
"Often","2010","35-65 y.","Male","792","0.193888312887004","0.182082832382058","0.20569379339195"
"Often","2010","66 and older","Female","172","0.0767785365572821","0.0654346174581449","0.0881224556564194"
"Often","2010","66 and older","Male","150","0.0813162576575985","0.0690843133040236","0.0935482020111735"
"Rarely","2010","16-34 y.","Female","394","0.20600887385438","0.187633943874864","0.224383803833896"
"Rarely","2010","16-34 y.","Male","446","0.281138023887867","0.259898723559102","0.302377324216632"
"Rarely","2010","35-65 y.","Female","1100","0.232449411431158","0.220461261668246","0.244437561194069"
"Rarely","2010","35-65 y.","Male","1065","0.238272954099502","0.225551190933795","0.250994717265208"
"Rarely","2010","66 and older","Female","719","0.328863176023922","0.308845971946263","0.348880380101581"
"Rarely","2010","66 and older","Male","655","0.329267675712584","0.308236044546118","0.35029930687905"
"Sometimes","2010","16-34 y.","Female","811","0.45465063133019","0.432027578429072","0.477273684231308"
"Sometimes","2010","16-34 y.","Male","730","0.411902979638667","0.388649946413156","0.435156012864179"
"Sometimes","2010","35-65 y.","Female","2247","0.467938423408532","0.453776907907865","0.482099938909198"
"Sometimes","2010","35-65 y.","Male","1920","0.441778271748231","0.426949137797937","0.456607405698524"
"Sometimes","2010","66 and older","Female","777","0.378354753452022","0.357690907040017","0.399018599864027"
"Sometimes","2010","66 and older","Male","721","0.391760992415531","0.369915013023875","0.413606971807186"
"Very often","2010","16-34 y.","Female","81","0.0399879814917064","0.0310861784562035","0.0488897845272093"
"Very often","2010","16-34 y.","Male","51","0.0234600876723134","0.0163090762737147","0.030611099070912"
"Very often","2010","35-65 y.","Female","165","0.0349404892880591","0.02972883056986","0.0401521480062582"
"Very often","2010","35-65 y.","Male","136","0.0343280853476916","0.0288912042572225","0.0397649664381607"
"Very often","2010","66 and older","Female","37","0.0163205880041495","0.0109219407580731","0.0217192352502259"
"Very often","2010","66 and older","Male","28","","",""
"Very rare","2010","16-34 y.","Female","112","0.0494898206769888","0.0396358507925324","0.0593437905614452"
"Very rare","2010","16-34 y.","Male","129","0.0638630237208504","0.0523111590026713","0.0754148884390295"
"Very rare","2010","35-65 y.","Female","395","0.0850865101745822","0.0771677935637291","0.0930052267854352"
"Very rare","2010","35-65 y.","Male","395","0.0917323759175717","0.0831129472158838","0.10035180461926"
"Very rare","2010","66 and older","Female","411","0.199682945962624","0.18264992100811","0.216715970917139"
"Very rare","2010","66 and older","Male","364","0.181047248944451","0.163814713609682","0.198279784279219"
"Often","2011","16-34 y.","Female","580","0.239394446906354","0.22179403206717","0.256994861745538"
"Often","2011","16-34 y.","Male","430","0.221569792407432","0.203525867958896","0.239613716855969"
"Often","2011","35-65 y.","Female","1127","0.184409592607507","0.17461619429676","0.194202990918255"
"Often","2011","35-65 y.","Male","964","0.185143009351903","0.174682123577252","0.195603895126553"
"Often","2011","66 and older","Female","243","0.0958311636553818","0.0846929408099846","0.106969386500779"
"Often","2011","66 and older","Male","199","0.0805392242784933","0.0697987890712992","0.0912796594856874"
"Rarely","2011","16-34 y.","Female","465","0.210541564736524","0.193725681616496","0.227357447856553"
"Rarely","2011","16-34 y.","Male","464","0.240384672314085","0.221818767049236","0.258950577578934"
"Rarely","2011","35-65 y.","Female","1405","0.221932662912589","0.211439055468596","0.232426270356581"
"Rarely","2011","35-65 y.","Male","1338","0.239614195405202","0.228118179004077","0.251110211806328"
"Rarely","2011","66 and older","Female","845","0.313878493915687","0.296318714710061","0.331438273121313"
"Rarely","2011","66 and older","Male","821","0.32517827097148","0.30668955108219","0.343666990860771"
"Sometimes","2011","16-34 y.","Female","923","0.425462070170811","0.405069315280512","0.44585482506111"
"Sometimes","2011","16-34 y.","Male","878","0.412897526360248","0.391505891353389","0.434289161367106"
"Sometimes","2011","35-65 y.","Female","2623","0.445487898907968","0.432936877242283","0.458038920573654"
"Sometimes","2011","35-65 y.","Male","2241","0.432956313758213","0.419611749384933","0.446300878131493"
"Sometimes","2011","66 and older","Female","970","0.355044235332334","0.336937341634678","0.373151129029991"
"Sometimes","2011","66 and older","Male","861","0.356210820555465","0.33731016162035","0.375111479490581"
"Very often","2011","16-34 y.","Female","163","0.0637077092645419","0.0536340364612678","0.073781382067816"
"Very often","2011","16-34 y.","Male","90","0.0429343968102035","0.0341271651246883","0.0517416284957187"
"Very often","2011","35-65 y.","Female","306","0.0508116569220609","0.0452658660834497","0.0563574477606722"
"Very often","2011","35-65 y.","Male","211","0.040058207849584","0.03477688994325","0.0453395257559181"
"Very often","2011","66 and older","Female","43","0.0182192509010752","0.0131585546750845","0.0232799471270658"
"Very often","2011","66 and older","Male","40","0.0152556910240219","0.0104180990301962","0.0200932830178475"
"Very rare","2011","16-34 y.","Female","127","0.0608942089217688","0.0510307014473055","0.0707577163962322"
"Very rare","2011","16-34 y.","Male","173","0.0822136121080318","0.0702789932186709","0.0941482309973926"
"Very rare","2011","35-65 y.","Female","563","0.0973581886498749","0.0898721929145412","0.104844184385209"
"Very rare","2011","35-65 y.","Male","542","0.102228273635098","0.0940691675819003","0.110387379688295"
"Very rare","2011","66 and older","Female","582","0.217026856195522","0.201428891705184","0.232624820685859"
"Very rare","2011","66 and older","Male","545","0.222815993170539","0.206391700985087","0.239240285355991"
"Often","2012","16-34 y.","Female","512","0.234313847837993","0.216484197490562","0.252143498185425"
"Often","2012","16-34 y.","Male","386","0.203784239068983","0.186028226758403","0.221540251379562"
"Often","2012","35-65 y.","Female","1091","0.177796296497002","0.168123519730945","0.18746907326306"
"Often","2012","35-65 y.","Male","936","0.177038207081553","0.166636606100278","0.187439808062827"
"Often","2012","66 and older","Female","212","0.0811191631094386","0.070805762414663","0.0914325638042142"
"Often","2012","66 and older","Male","194","0.0768063092454266","0.0664179184703221","0.0871947000205311"
"Rarely","2012","16-34 y.","Female","487","0.244349376773792","0.226261624875205","0.262437128672378"
"Rarely","2012","16-34 y.","Male","527","0.281582903283943","0.261756851914854","0.301408954653032"
"Rarely","2012","35-65 y.","Female","1484","0.247904589276771","0.236980660797052","0.25882851775649"
"Rarely","2012","35-65 y.","Male","1365","0.263526939725899","0.251521784114119","0.275532095337679"
"Rarely","2012","66 and older","Female","871","0.32137623376722","0.30373487735302","0.339017590181419"
"Rarely","2012","66 and older","Male","899","0.353025893965188","0.334381419512574","0.371670368417801"
"Sometimes","2012","16-34 y.","Female","919","0.417469345312106","0.396711123912802","0.43822756671141"
"Sometimes","2012","16-34 y.","Male","820","0.405016112662525","0.383377295902219","0.42665492942283"
"Sometimes","2012","35-65 y.","Female","2612","0.438039103374348","0.425487200081907","0.450591006666788"
"Sometimes","2012","35-65 y.","Male","2162","0.423570080624548","0.410104882530901","0.437035278718195"
"Sometimes","2012","66 and older","Female","988","0.367328846724335","0.349118127538359","0.385539565910312"
"Sometimes","2012","66 and older","Male","886","0.353683892375086","0.33503154279856","0.372336241951613"
"Very often","2012","16-34 y.","Female","107","0.047057511534195","0.0381436419390767","0.0559713811293134"
"Very often","2012","16-34 y.","Male","60","0.0288913749384433","0.0215078666412788","0.0362748832356078"
"Very often","2012","35-65 y.","Female","286","0.0472397405368071","0.0418725666697174","0.0526069144038968"
"Very often","2012","35-65 y.","Male","199","0.0428081959707181","0.0372919985543321","0.0483243933871041"
"Very often","2012","66 and older","Female","55","0.0225746044932934","0.0169633179376411","0.0281858910489456"
"Very often","2012","66 and older","Male","34","0.0160338182397577","0.011133638843197","0.0209339976363184"
"Very rare","2012","16-34 y.","Female","143","0.0568099185419138","0.0470660784532412","0.0665537586305863"
"Very rare","2012","16-34 y.","Male","184","0.0807253700461065","0.0687173220268213","0.0927334180653918"
"Very rare","2012","35-65 y.","Female","529","0.0890202703150716","0.0818158522490906","0.0962246883810526"
"Very rare","2012","35-65 y.","Male","511","0.0930565765972818","0.0851399440862693","0.100973209108294"
"Very rare","2012","66 and older","Female","566","0.207601151905713","0.192279790376926","0.2229225134345"
"Very rare","2012","66 and older","Male","511","0.200450086174542","0.18483194551698","0.216068226832103"
"Often","2013","16-34 y.","Female","830","0.251626981790991","0.23666634499038","0.266587618591603"
"Often","2013","16-34 y.","Male","483","0.202802353130935","0.18703769845713","0.21856700780474"
"Often","2013","35-65 y.","Female","1696","0.184701778812297","0.176343310332838","0.193060247291756"
"Often","2013","35-65 y.","Male","1282","0.187962032969784","0.178617699751242","0.197306366188326"
"Often","2013","66 and older","Female","233","0.0938762751632648","0.0826439443850436","0.105108605941486"
"Often","2013","66 and older","Male","194","0.0872614537692673","0.0759893684419636","0.0985335390965711"
"Rarely","2013","16-34 y.","Female","700","0.217111347909001","0.2028977614432","0.231324934374802"
"Rarely","2013","16-34 y.","Male","681","0.271652631575167","0.254212843670172","0.289092419480161"
"Rarely","2013","35-65 y.","Female","1910","0.256939708071728","0.24752817088119","0.266351245262265"
"Rarely","2013","35-65 y.","Male","1731","0.256162489605079","0.245721975417553","0.266603003792604"
"Rarely","2013","66 and older","Female","915","0.354370064214938","0.335948837306384","0.372791291123493"
"Rarely","2013","66 and older","Male","859","0.343742618808799","0.324772343182928","0.362712894434671"
"Sometimes","2013","16-34 y.","Female","1275","0.405253733012297","0.388328222011773","0.42217924401282"
"Sometimes","2013","16-34 y.","Male","1019","0.417052797977679","0.397720873331763","0.436384722623594"
"Sometimes","2013","35-65 y.","Female","3605","0.435826848932509","0.42514623737794","0.446507460487078"
"Sometimes","2013","35-65 y.","Male","2812","0.420595298481905","0.408788061042418","0.432402535921392"
"Sometimes","2013","66 and older","Female","900","0.347487871179815","0.329149433718864","0.365826308640766"
"Sometimes","2013","66 and older","Male","834","0.35922856468254","0.340065857962672","0.378391271402407"
"Very often","2013","16-34 y.","Female","237","0.0580623486612676","0.0499998288809826","0.0661248684415526"
"Very often","2013","16-34 y.","Male","112","0.0333523726035806","0.0263125385056112","0.0403922067015501"
"Very often","2013","35-65 y.","Female","480","0.0478688714490541","0.043270459245637","0.0524672836524712"
"Very often","2013","35-65 y.","Male","281","0.0441117125900469","0.0392003091263366","0.0490231160537571"
"Very often","2013","66 and older","Female","48","0.0199302023763416","0.0145477206224598","0.0253126841302234"
"Very often","2013","66 and older","Male","28","","",""
"Very rare","2013","16-34 y.","Female","190","0.0679455886264429","0.0592697057429573","0.0766214715099286"
"Very rare","2013","16-34 y.","Male","204","0.0751398447126389","0.0648041863796185","0.0854755030456592"
"Very rare","2013","35-65 y.","Female","589","0.0746627927344119","0.0690012466013486","0.0803243388674752"
"Very rare","2013","35-65 y.","Male","609","0.0911684663531862","0.0842837016734449","0.0980532310329274"
"Very rare","2013","66 and older","Female","494","0.18433558706564","0.169402191830755","0.199268982300525"
"Very rare","2013","66 and older","Male","493","0.194646457593434","0.178832652253798","0.210460262933069"
"Often","2014","16-34 y.","Female","900","0.252035299210707","0.237838490879286","0.266232107542129"
"Often","2014","16-34 y.","Male","577","0.193556297836309","0.179394996063207","0.207717599609411"
"Often","2014","35-65 y.","Female","1834","0.194824003307808","0.186428300174322","0.203219706441295"
"Often","2014","35-65 y.","Male","1310","0.195825062693247","0.186553928572544","0.205096196813951"
"Often","2014","66 and older","Female","221","0.0842769237610455","0.073483962596877","0.0950698849252139"
"Often","2014","66 and older","Male","209","0.0955872139445181","0.0839112512811437","0.107263176607893"
"Rarely","2014","16-34 y.","Female","733","0.220564595710568","0.207007163300763","0.234122028120373"
"Rarely","2014","16-34 y.","Male","806","0.281133334216035","0.265019724468869","0.297246943963201"
"Rarely","2014","35-65 y.","Female","1919","0.24426032942075","0.235152749064778","0.253367909776722"
"Rarely","2014","35-65 y.","Male","1804","0.255444499267927","0.245255764062008","0.265633234473845"
"Rarely","2014","66 and older","Female","844","0.328328660839211","0.310083949193428","0.346573372484993"
