"plh0184","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Often","2007","16-34 y.","Full Time","494","0.239343824168102","0.220468550722591","0.258219097613613"
"Often","2007","16-34 y.","Part Time","358","0.255279067477525","0.232664495610155","0.277893639344894"
"Often","2007","16-34 y.","Not Working","316","0.266007488227248","0.242260145706712","0.289754830747783"
"Often","2007","35-65 y.","Full Time","1388","0.246214121312134","0.235177419565676","0.257250823058592"
"Often","2007","35-65 y.","Part Time","659","0.231495606769953","0.216580305176806","0.246410908363099"
"Often","2007","35-65 y.","Not Working","496","0.208328264869588","0.19252233194417","0.224134197795007"
"Often","2007","66 and older","Full Time","9","","",""
"Often","2007","66 and older","Part Time","28","","",""
"Often","2007","66 and older","Not Working","473","0.109013097699931","0.0994897213444917","0.11853647405537"
"Very often","2007","16-34 y.","Full Time","157","0.0813203956799034","0.0692291869032676","0.0934116044565391"
"Very often","2007","16-34 y.","Part Time","104","0.0788742157917049","0.0648940930607038","0.092854338522706"
"Very often","2007","16-34 y.","Not Working","79","0.0607528541552901","0.047914907834261","0.0735908004763191"
"Very often","2007","35-65 y.","Full Time","373","0.069608275251708","0.0630886567291801","0.0761278937742359"
"Very often","2007","35-65 y.","Part Time","197","0.0634715884022763","0.0548499928193978","0.0720931839851548"
"Very often","2007","35-65 y.","Not Working","151","0.0599381721006339","0.0506996304169117","0.069176713784356"
"Very often","2007","66 and older","Full Time","4","","",""
"Very often","2007","66 and older","Part Time","7","","",""
"Very often","2007","66 and older","Not Working","101","0.0209988275884705","0.0166175065481209","0.0253801486288202"
"Very rare","2008","16-34 y.","Full Time","131","0.0613554992966762","0.0504435446176502","0.0722674539757023"
"Very rare","2008","16-34 y.","Part Time","92","0.0701627460731284","0.0563523170981884","0.0839731750480685"
"Very rare","2008","16-34 y.","Not Working","103","0.0859598984186916","0.0700805898677877","0.101839206969595"
"Very rare","2008","35-65 y.","Full Time","408","0.0728670911905242","0.0660449072709294","0.079689275110119"
"Very rare","2008","35-65 y.","Part Time","216","0.0765458845114602","0.066824035731279","0.0862677332916415"
"Very rare","2008","35-65 y.","Not Working","239","0.103157412045553","0.0905076562213256","0.11580716786978"
"Very rare","2008","66 and older","Full Time","12","","",""
"Very rare","2008","66 and older","Part Time","39","0.174284899120659","0.125258593716833","0.223311204524485"
"Very rare","2008","66 and older","Not Working","727","0.183036085414393","0.171131080317136","0.194941090511649"
"Rarely","2008","16-34 y.","Full Time","411","0.218785645348876","0.199987294292947","0.237583996404805"
"Rarely","2008","16-34 y.","Part Time","279","0.227349793244434","0.204688267171648","0.25001131931722"
"Rarely","2008","16-34 y.","Not Working","294","0.214925200866218","0.191654996102083","0.238195405630353"
"Rarely","2008","35-65 y.","Full Time","1184","0.198513856867868","0.188044255859959","0.208983457875778"
"Rarely","2008","35-65 y.","Part Time","647","0.22157513976983","0.206388938808312","0.236761340731347"
"Rarely","2008","35-65 y.","Not Working","560","0.242370486611422","0.22454907416794","0.260191899054904"
"Rarely","2008","66 and older","Full Time","14","","",""
"Rarely","2008","66 and older","Part Time","66","0.274686133294921","0.217000783401515","0.332371483188327"
"Rarely","2008","66 and older","Not Working","1297","0.314434580419757","0.300140724771279","0.328728436068236"
"Sometimes","2008","16-34 y.","Full Time","803","0.450158696597514","0.427536918460459","0.472780474734569"
"Sometimes","2008","16-34 y.","Part Time","576","0.423643143439431","0.396925618013467","0.450360668865395"
"Sometimes","2008","16-34 y.","Not Working","510","0.439917907546937","0.411798078254013","0.46803773683986"
"Sometimes","2008","35-65 y.","Full Time","2529","0.454415684717125","0.441346626176306","0.467484743257943"
"Sometimes","2008","35-65 y.","Part Time","1282","0.425052427740246","0.406975873410715","0.443128982069777"
"Sometimes","2008","35-65 y.","Not Working","918","0.418584356498479","0.398067601850615","0.439101111146343"
"Sometimes","2008","66 and older","Full Time","21","","",""
"Sometimes","2008","66 and older","Part Time","106","0.471264016951584","0.4067527238812","0.535775310021968"
"Sometimes","2008","66 and older","Not Working","1514","0.379695378178486","0.364754368294457","0.394636388062516"
"Often","2008","16-34 y.","Full Time","416","0.219546113283254","0.200724288047858","0.23836793851865"
"Often","2008","16-34 y.","Part Time","284","0.218182445178771","0.195851195895674","0.240513694461868"
"Often","2008","16-34 y.","Not Working","238","0.216871315957414","0.193524984941478","0.240217646973349"
"Often","2008","35-65 y.","Full Time","1180","0.22140632849871","0.21050857053035","0.232304086467069"
"Often","2008","35-65 y.","Part Time","579","0.226151381384366","0.210854323633","0.241448439135732"
"Often","2008","35-65 y.","Not Working","400","0.184150109196795","0.168030113112442","0.200270105281148"
"Often","2008","66 and older","Full Time","7","","",""
"Often","2008","66 and older","Part Time","18","","",""
"Often","2008","66 and older","Not Working","426","0.10497428438064","0.0955376091830466","0.114410959578233"
"Very often","2008","16-34 y.","Full Time","97","0.0501540454736804","0.0402296329165514","0.0600784580308093"
"Very often","2008","16-34 y.","Part Time","83","0.060661872064236","0.0477550510292442","0.0735686930992278"
"Very often","2008","16-34 y.","Not Working","52","0.04232567721074","0.0309202411229313","0.0537311132985487"
"Very often","2008","35-65 y.","Full Time","275","0.0527970387257733","0.0469273777952743","0.0586666996562724"
"Very often","2008","35-65 y.","Part Time","149","0.0506751665940978","0.0426549648764367","0.0586953683117588"
"Very often","2008","35-65 y.","Not Working","104","0.051737635647752","0.0425259023018375","0.0609493689936665"
"Very often","2008","66 and older","Full Time","4","","",""
"Very often","2008","66 and older","Part Time","1","","",""
"Very often","2008","66 and older","Not Working","89","0.0178596716067242","0.0137822718203089","0.0219370713931394"
"Very rare","2009","16-34 y.","Full Time","101","0.050624048331255","0.0403024641491402","0.0609456325133698"
"Very rare","2009","16-34 y.","Part Time","67","0.0648966365415748","0.0511297276195917","0.078663545463558"
"Very rare","2009","16-34 y.","Not Working","88","0.0634491759573411","0.0485909660378567","0.0783073858768256"
"Very rare","2009","35-65 y.","Full Time","378","0.0666032057857445","0.0598270187740373","0.0733793927974516"
"Very rare","2009","35-65 y.","Part Time","195","0.0793884557882194","0.0692769761873378","0.0894999353891009"
"Very rare","2009","35-65 y.","Not Working","223","0.101517592519028","0.088047133404212","0.114988051633844"
"Very rare","2009","66 and older","Full Time","8","","",""
"Very rare","2009","66 and older","Part Time","42","0.201208587298093","0.151212091746468","0.251205082849718"
"Very rare","2009","66 and older","Not Working","804","0.219384474186448","0.206344694217765","0.232424254155132"
"Rarely","2009","16-34 y.","Full Time","383","0.210345973517828","0.191157769019771","0.229534178015886"
"Rarely","2009","16-34 y.","Part Time","263","0.233279834338419","0.209644999196545","0.256914669480293"
"Rarely","2009","16-34 y.","Not Working","262","0.25362094846813","0.227101767703003","0.280140129233256"
"Rarely","2009","35-65 y.","Full Time","1158","0.221890233037545","0.210597626653251","0.23318283942184"
"Rarely","2009","35-65 y.","Part Time","649","0.222235224074046","0.206685295177643","0.237785152970448"
"Rarely","2009","35-65 y.","Not Working","514","0.248992396680851","0.229705064342273","0.268279729019428"
"Rarely","2009","66 and older","Full Time","27","","",""
"Rarely","2009","66 and older","Part Time","79","0.298759436454908","0.241678124651087","0.355840748258728"
"Rarely","2009","66 and older","Not Working","1280","0.322717467330234","0.307986037548227","0.33744889711224"
"Sometimes","2009","16-34 y.","Full Time","727","0.434331407465765","0.410994652809803","0.457668162121728"
"Sometimes","2009","16-34 y.","Part Time","542","0.403339229490046","0.375923834351013","0.430754624629079"
"Sometimes","2009","16-34 y.","Not Working","430","0.447177389679808","0.416871946561703","0.477482832797913"
"Sometimes","2009","35-65 y.","Full Time","2286","0.4436986139602","0.430196437759067","0.457200790161333"
"Sometimes","2009","35-65 y.","Part Time","1224","0.437374799618081","0.418820938854222","0.45592866038194"
"Sometimes","2009","35-65 y.","Not Working","786","0.416778383025028","0.394788326123433","0.438768439926623"
"Sometimes","2009","66 and older","Full Time","24","","",""
"Sometimes","2009","66 and older","Part Time","100","0.379974741901216","0.31944320934843","0.440506274454001"
"Sometimes","2009","66 and older","Not Working","1338","0.350787238911365","0.335750136999918","0.365824340822811"
"Often","2009","16-34 y.","Full Time","425","0.244077244410897","0.223853984428968","0.264300504392826"
"Often","2009","16-34 y.","Part Time","296","0.249835537489821","0.225641915791294","0.274029159188349"
"Often","2009","16-34 y.","Not Working","218","0.204592538435697","0.180004292554912","0.229180784316482"
"Often","2009","35-65 y.","Full Time","1123","0.220745702952027","0.20947397765126","0.232017428252795"
"Often","2009","35-65 y.","Part Time","549","0.214103365630188","0.198761001491231","0.229445729769146"
"Often","2009","35-65 y.","Not Working","322","0.181114878816574","0.163937950270093","0.198291807363055"
"Often","2009","66 and older","Full Time","6","","",""
"Often","2009","66 and older","Part Time","24","","",""
"Often","2009","66 and older","Not Working","381","0.0911506208998684","0.0820813056292717","0.100219936170465"
"Very often","2009","16-34 y.","Full Time","97","0.0606213262742543","0.0493860986739375","0.0718565538745711"
"Very often","2009","16-34 y.","Part Time","62","0.0486487621401391","0.036626065854772","0.0606714584255061"
"Very often","2009","16-34 y.","Not Working","36","0.0311599474590238","0.0205695509089143","0.0417503440091333"
"Very often","2009","35-65 y.","Full Time","256","0.0470622442644832","0.0413068742732949","0.0528176142556716"
"Very often","2009","35-65 y.","Part Time","129","0.0468981548894658","0.0389905427757283","0.0548057670032033"
"Very often","2009","35-65 y.","Not Working","86","0.0515967489585196","0.0417302144260787","0.0614632834909605"
"Very often","2009","66 and older","Full Time","1","","",""
"Very often","2009","66 and older","Part Time","2","","",""
"Very often","2009","66 and older","Not Working","66","0.0159601986720847","0.0120113162297422","0.0199090811144272"
"Very rare","2010","16-34 y.","Full Time","98","0.0569254946623195","0.0454971472305737","0.0683538420940653"
"Very rare","2010","16-34 y.","Part Time","57","0.0449212966875174","0.0326473239987149","0.0571952693763199"
"Very rare","2010","16-34 y.","Not Working","86","0.0750123278681227","0.0578885161751145","0.0921361395611309"
"Very rare","2010","35-65 y.","Full Time","377","0.0771742628899443","0.0696285984284735","0.0847199273514151"
"Very rare","2010","35-65 y.","Part Time","230","0.100262076369675","0.0886613325957087","0.11186282014364"
"Very rare","2010","35-65 y.","Not Working","183","0.104578083417897","0.0900187541132246","0.11913741272257"
"Very rare","2010","66 and older","Full Time","5","","",""
"Very rare","2010","66 and older","Part Time","40","0.129879073007457","0.0872595546353037","0.17249859137961"
"Very rare","2010","66 and older","Not Working","730","0.196920662937952","0.184158668658791","0.209682657217114"
"Rarely","2010","16-34 y.","Full Time","333","0.228062487282174","0.2073670299784","0.248757944585948"
"Rarely","2010","16-34 y.","Part Time","270","0.244667797390307","0.219193815454993","0.27014177932562"
"Rarely","2010","16-34 y.","Not Working","237","0.287507451764844","0.258084864107504","0.316930039422184"
"Rarely","2010","35-65 y.","Full Time","1114","0.220082439170748","0.208368082582632","0.231796795758863"
"Rarely","2010","35-65 y.","Part Time","567","0.23350028755301","0.217160019284969","0.249840555821051"
"Rarely","2010","35-65 y.","Not Working","484","0.282740527965571","0.26131461441571","0.304166441515432"
"Rarely","2010","66 and older","Full Time","25","","",""
"Rarely","2010","66 and older","Part Time","73","0.29325137045035","0.235534649018915","0.350968091881785"
"Rarely","2010","66 and older","Not Working","1276","0.33136933175941","0.316263557949074","0.346475105569745"
"Sometimes","2010","16-34 y.","Full Time","714","0.445593865056224","0.421078371495206","0.470109358617243"
"Sometimes","2010","16-34 y.","Part Time","452","0.429717595820471","0.400383278569551","0.459051913071392"
"Sometimes","2010","16-34 y.","Not Working","375","0.404842982743166","0.372933097918861","0.43675286756747"
"Sometimes","2010","35-65 y.","Full Time","2234","0.464857555621214","0.450755057804965","0.478960053437463"
"Sometimes","2010","35-65 y.","Part Time","1221","0.453988281889684","0.434758127207496","0.473218436571872"
"Sometimes","2010","35-65 y.","Not Working","712","0.426059937295244","0.402532436875479","0.449587437715009"
"Sometimes","2010","66 and older","Full Time","26","","",""
"Sometimes","2010","66 and older","Part Time","101","0.471080282040148","0.407796637483032","0.534363926597264"
"Sometimes","2010","66 and older","Not Working","1371","0.378153786898127","0.362591643995286","0.393715929800968"
"Often","2010","16-34 y.","Full Time","361","0.229332093192653","0.208596184088244","0.250068002297061"
"Often","2010","16-34 y.","Part Time","283","0.257882113643688","0.231959040212559","0.283805187074817"
"Often","2010","16-34 y.","Not Working","184","0.209071661566591","0.182636479678249","0.235506843454934"
"Often","2010","35-65 y.","Full Time","919","0.20053966428215","0.189218267860261","0.211861060704039"
"Often","2010","35-65 y.","Part Time","474","0.180721262496122","0.165859170604449","0.195583354387795"
"Often","2010","35-65 y.","Not Working","261","0.155508340609684","0.138266576631898","0.17275010458747"
"Often","2010","66 and older","Full Time","8","","",""
"Often","2010","66 and older","Part Time","22","","",""
"Often","2010","66 and older","Not Working","292","0.0772556356601252","0.0686872410182744","0.085824030301976"
"Very often","2010","16-34 y.","Full Time","73","0.0400860598066298","0.0304106390485149","0.0497614805647446"
"Very often","2010","16-34 y.","Part Time","32","0.0228111964580163","0.0139640604544215","0.0316583324616111"
"Very often","2010","16-34 y.","Not Working","27","","",""
"Very often","2010","35-65 y.","Full Time","161","0.0373460780359436","0.0319849153345849","0.0427072407373023"
"Very often","2010","35-65 y.","Part Time","83","0.0315280916915097","0.0247788989499096","0.0382772844331097"
"Very often","2010","35-65 y.","Not Working","57","0.0311131107116026","0.0228524377924819","0.0393737836307233"
"Very often","2010","66 and older","Full Time","1","","",""
"Very often","2010","66 and older","Part Time","3","","",""
"Very often","2010","66 and older","Not Working","61","0.016300582744386","0.0122368377504169","0.0203643277383552"
"Very rare","2011","16-34 y.","Full Time","140","0.0813452888199704","0.0688885435709001","0.0938020340690407"
"Very rare","2011","16-34 y.","Part Time","82","0.0605983320530812","0.0477997028536031","0.0733969612525594"
"Very rare","2011","16-34 y.","Not Working","78","0.0666396226138535","0.0519547847595822","0.0813244604681248"
"Very rare","2011","35-65 y.","Full Time","516","0.0869420852049311","0.0797338288251902","0.0941503415846719"
"Very rare","2011","35-65 y.","Part Time","298","0.0946755678931029","0.0845885006860178","0.104762635100188"
"Very rare","2011","35-65 y.","Not Working","291","0.145712107714697","0.131019084273097","0.160405131156297"
"Very rare","2011","66 and older","Full Time","10","","",""
"Very rare","2011","66 and older","Part Time","54","0.171782104543755","0.130390333023089","0.213173876064421"
"Very rare","2011","66 and older","Not Working","1063","0.223945181616274","0.212110881568046","0.235779481664503"
"Rarely","2011","16-34 y.","Full Time","377","0.214956331968237","0.196237262514606","0.233675401421869"
"Rarely","2011","16-34 y.","Part Time","281","0.219270004311312","0.197075395061807","0.241464613560818"
"Rarely","2011","16-34 y.","Not Working","271","0.261673893621972","0.235792806091275","0.287554981152669"
"Rarely","2011","35-65 y.","Full Time","1399","0.22789132215073","0.217159606745593","0.238623037555866"
"Rarely","2011","35-65 y.","Part Time","764","0.22481892062322","0.21043551110406","0.23920233014238"
"Rarely","2011","35-65 y.","Not Working","580","0.248303287867562","0.230311522193051","0.266295053542074"
"Rarely","2011","66 and older","Full Time","18","","",""
"Rarely","2011","66 and older","Part Time","113","0.322422579923619","0.271131134688124","0.373714025159114"
"Rarely","2011","66 and older","Not Working","1535","0.319953254227132","0.306711724365128","0.333194784089136"
"Sometimes","2011","16-34 y.","Full Time","774","0.406934494356303","0.384548529800487","0.42932045891212"
"Sometimes","2011","16-34 y.","Part Time","574","0.444577036899065","0.417921165336063","0.471232908462066"
"Sometimes","2011","16-34 y.","Not Working","453","0.411228053254209","0.382255075550059","0.440201030958359"
"Sometimes","2011","35-65 y.","Full Time","2560","0.446785232584132","0.434065958567594","0.459504506600671"
"Sometimes","2011","35-65 y.","Part Time","1437","0.453305953727096","0.436154074173917","0.470457833280274"
"Sometimes","2011","35-65 y.","Not Working","867","0.395919139566435","0.375552845408455","0.416285433724414"
"Sometimes","2011","66 and older","Full Time","24","","",""
"Sometimes","2011","66 and older","Part Time","120","0.370813956205065","0.317808530663706","0.423819381746425"
"Sometimes","2011","66 and older","Not Working","1687","0.35267415769657","0.339110594148171","0.36623772124497"
"Often","2011","16-34 y.","Full Time","458","0.240923251992426","0.221436276932805","0.260410227052047"
"Often","2011","16-34 y.","Part Time","318","0.233672424907623","0.210972813767168","0.256372036048079"
"Often","2011","16-34 y.","Not Working","234","0.199997660401126","0.176445199202227","0.223550121600024"
"Often","2011","35-65 y.","Full Time","1140","0.195152990654648","0.185013636115785","0.20529234519351"
"Often","2011","35-65 y.","Part Time","589","0.180742489272721","0.16748430105911","0.194000677486332"
"Often","2011","35-65 y.","Not Working","362","0.159672696658346","0.144418097754325","0.174927295562367"
"Often","2011","66 and older","Full Time","9","","",""
"Often","2011","66 and older","Part Time","25","","",""
"Often","2011","66 and older","Not Working","408","0.0872973438528874","0.0792844260599171","0.0953102616458576"
"Very often","2011","16-34 y.","Full Time","101","0.0558406328630628","0.0453775408211034","0.0663037249050221"
"Very often","2011","16-34 y.","Part Time","80","0.0418822018289184","0.0311365772200415","0.0526278264377954"
"Very often","2011","16-34 y.","Not Working","72","0.0604607701088403","0.0464270597985337","0.074494480419147"
"Very often","2011","35-65 y.","Full Time","254","0.0432283694055591","0.0380253600352552","0.048431378775863"
"Very often","2011","35-65 y.","Part Time","148","0.0464570684838605","0.0392053679539316","0.0537087690137895"
"Very often","2011","35-65 y.","Not Working","115","0.0503927681929598","0.0412827899380329","0.0595027464478866"
"Very often","2011","66 and older","Full Time","2","","",""
"Very often","2011","66 and older","Part Time","7","","",""
"Very often","2011","66 and older","Not Working","74","0.0161300626071358","0.0125539401086939","0.0197061851055777"
"Very rare","2012","16-34 y.","Full Time","136","0.0693214399936432","0.0576840339258659","0.0809588460614205"
"Very rare","2012","16-34 y.","Part Time","95","0.0616520813160947","0.0484653097525085","0.0748388528796809"
"Very rare","2012","16-34 y.","Not Working","96","0.0804374822859209","0.063884411300308","0.0969905532715338"
"Very rare","2012","35-65 y.","Full Time","491","0.0806159417593814","0.073559512925593","0.0876723705931698"
"Very rare","2012","35-65 y.","Part Time","288","0.0948351150559162","0.084763756848686","0.104906473263146"
"Very rare","2012","35-65 y.","Not Working","261","0.115322600823215","0.101993679103642","0.128651522542788"
"Very rare","2012","66 and older","Full Time","8","","",""
"Very rare","2012","66 and older","Part Time","68","0.192310868693576","0.150843413138254","0.233778324248897"
"Very rare","2012","66 and older","Not Working","1001","0.206879990121746","0.195423127381078","0.218336852862413"
"Rarely","2012","16-34 y.","Full Time","428","0.256483830145295","0.236476103263621","0.276491557026969"
"Rarely","2012","16-34 y.","Part Time","336","0.270048868512329","0.24570717790107","0.294390559123589"
"Rarely","2012","16-34 y.","Not Working","250","0.272646978291082","0.245543084867874","0.299750871714291"
"Rarely","2012","35-65 y.","Full Time","1425","0.250260845255108","0.239033487404812","0.261488203105404"
"Rarely","2012","35-65 y.","Part Time","816","0.253978775398501","0.23901593958598","0.268941611211022"
"Rarely","2012","35-65 y.","Not Working","608","0.273934694131943","0.255324251639341","0.292545136624544"
"Rarely","2012","66 and older","Full Time","25","","",""
"Rarely","2012","66 and older","Part Time","116","0.337567472319696","0.287812730806806","0.387322213832585"
"Rarely","2012","66 and older","Not Working","1629","0.334352923412766","0.321009674426995","0.347696172398537"
"Sometimes","2012","16-34 y.","Full Time","762","0.395529906393206","0.373127244789962","0.417932567996449"
"Sometimes","2012","16-34 y.","Part Time","534","0.431469852559548","0.404315800784368","0.458623904334727"
"Sometimes","2012","16-34 y.","Not Working","443","0.418540885560595","0.388515592948465","0.448566178172725"
"Sometimes","2012","35-65 y.","Full Time","2502","0.436378034511058","0.423523646307883","0.449232422714234"
"Sometimes","2012","35-65 y.","Part Time","1422","0.44413614493219","0.42705638024093","0.46121590962345"
"Sometimes","2012","35-65 y.","Not Working","850","0.396073169775036","0.375664005984678","0.416482333565394"
"Sometimes","2012","66 and older","Full Time","25","","",""
"Sometimes","2012","66 and older","Part Time","131","0.376316501136102","0.325343276136391","0.427289726135813"
"Sometimes","2012","66 and older","Not Working","1718","0.360063249216905","0.346486526846635","0.373639971587175"
"Often","2012","16-34 y.","Full Time","428","0.239466233456906","0.219913659457618","0.259018807456194"
"Often","2012","16-34 y.","Part Time","262","0.199470528251217","0.177562126534942","0.221378929967491"
"Often","2012","16-34 y.","Not Working","208","0.194544248698881","0.17045136665164","0.218637130746123"
"Often","2012","35-65 y.","Full Time","1070","0.185552300150934","0.17547623916948","0.195628361132388"
"Often","2012","35-65 y.","Part Time","574","0.164608798816756","0.151861708071263","0.177355889562249"
"Often","2012","35-65 y.","Not Working","383","0.172274840765563","0.156516904355678","0.188032777175448"
"Often","2012","66 and older","Full Time","9","","",""
"Often","2012","66 and older","Part Time","22","","",""
"Often","2012","66 and older","Not Working","375","0.0798802803719744","0.0722123356634486","0.0875482250805003"
"Very often","2012","16-34 y.","Full Time","76","0.0391985900109499","0.0303070991835913","0.0480900808383085"
"Very often","2012","16-34 y.","Part Time","51","0.0373586693608118","0.0269616077937304","0.0477557309278933"
"Very often","2012","16-34 y.","Not Working","40","0.0338304051635199","0.0228266987280746","0.0448341115989652"
"Very often","2012","35-65 y.","Full Time","230","0.0471928783235179","0.0416966249419882","0.0526891317050476"
"Very often","2012","35-65 y.","Part Time","151","0.0424411657966371","0.0355114409245164","0.0493708906687578"
"Very often","2012","35-65 y.","Not Working","104","0.0423946945042433","0.0339866623513833","0.0508027266571034"
"Very often","2012","66 and older","Full Time","","","",""
"Very often","2012","66 and older","Part Time","10","","",""
"Very often","2012","66 and older","Not Working","79","0.0188235568766091","0.0149797512793952","0.022667362473823"
"Very rare","2013","16-34 y.","Full Time","144","0.0714487178224643","0.0606684651045673","0.0822289705403613"
"Very rare","2013","16-34 y.","Part Time","131","0.0663796990942888","0.0551653113760805","0.0775940868124972"
"Very rare","2013","16-34 y.","Not Working","119","0.0791259490714775","0.0660815305742158","0.0921703675687391"
"Very rare","2013","35-65 y.","Full Time","586","0.0800118385861269","0.0738522631997285","0.0861714139725253"
"Very rare","2013","35-65 y.","Part Time","347","0.071876242846088","0.0646437169105157","0.0791087687816604"
"Very rare","2013","35-65 y.","Not Working","265","0.107837882624447","0.0960127212897004","0.119663043959193"
"Very rare","2013","66 and older","Full Time","8","","",""
"Very rare","2013","66 and older","Part Time","58","0.159209557051834","0.122374874079225","0.196044240024442"
"Very rare","2013","66 and older","Not Working","921","0.192708818891514","0.181264531494554","0.204153106288473"
"Rarely","2013","16-34 y.","Full Time","537","0.250691177047433","0.232551534570707","0.268830819524158"
"Rarely","2013","16-34 y.","Part Time","430","0.23886161744131","0.21965381058899","0.258069424293631"
"Rarely","2013","16-34 y.","Not Working","414","0.23950339962685","0.218879555410098","0.260127243843603"
"Rarely","2013","35-65 y.","Full Time","1866","0.254101021687412","0.244217180873424","0.263984862501399"
"Rarely","2013","35-65 y.","Part Time","1130","0.252530949989572","0.240364936744431","0.264696963234713"
"Rarely","2013","35-65 y.","Not Working","645","0.269814454303557","0.252892569621663","0.286736338985451"
"Rarely","2013","66 and older","Full Time","17","","",""
"Rarely","2013","66 and older","Part Time","133","0.350961400054399","0.302911396287395","0.399011403821403"
"Rarely","2013","66 and older","Not Working","1624","0.349561937720076","0.335726659424935","0.363397216015217"
"Sometimes","2013","16-34 y.","Full Time","877","0.394593220321613","0.374136913696327","0.415049526946899"
"Sometimes","2013","16-34 y.","Part Time","781","0.42735928472541","0.405074396111956","0.449644173338864"
"Sometimes","2013","16-34 y.","Not Working","636","0.424674501228847","0.400788137353147","0.448560865104546"
"Sometimes","2013","35-65 y.","Full Time","3218","0.433688110443916","0.422436903097904","0.444939317789929"
"Sometimes","2013","35-65 y.","Part Time","2165","0.446552386311505","0.432631437447792","0.460473335175218"
"Sometimes","2013","35-65 y.","Not Working","1034","0.384683403300842","0.366135255457449","0.403231551144236"
"Sometimes","2013","66 and older","Full Time","21","","",""
"Sometimes","2013","66 and older","Part Time","144","0.352541664285736","0.304442268097814","0.400641060473657"
"Sometimes","2013","66 and older","Not Working","1569","0.351819925355238","0.337964147528659","0.365675703181816"
"Often","2013","16-34 y.","Full Time","490","0.232020516303983","0.214353354818443","0.249687677789523"
"Often","2013","16-34 y.","Part Time","449","0.230278945539948","0.2113133456938","0.249244545386096"
"Often","2013","16-34 y.","Not Working","374","0.211493178331669","0.191759136282029","0.231227220381309"
"Often","2013","35-65 y.","Full Time","1464","0.190045732566653","0.181138519513443","0.198952945619863"
"Often","2013","35-65 y.","Part Time","1012","0.184805098181279","0.173936286282631","0.195673910079926"
"Often","2013","35-65 y.","Not Working","502","0.177739582375739","0.163164994624391","0.192314170127087"
"Often","2013","66 and older","Full Time","8","","",""
"Often","2013","66 and older","Part Time","38","0.120814151859025","0.0880025271806608","0.15362577653739"
"Often","2013","66 and older","Not Working","381","0.0885441467674107","0.0803014256847695","0.096786867850052"
"Very often","2013","16-34 y.","Full Time","145","0.0512463685045066","0.0420177424554652","0.060474994553548"
"Very often","2013","16-34 y.","Part Time","102","0.0371204531990435","0.0286038698754473","0.0456370365226397"
"Very often","2013","16-34 y.","Not Working","102","0.0452029717411566","0.0351636548538176","0.0552422886284955"
"Very often","2013","35-65 y.","Full Time","319","0.0421532967158917","0.0375913909747812","0.0467152024570022"
"Very often","2013","35-65 y.","Part Time","245","0.0442353226715562","0.0384775507288043","0.0499930946143081"
