"ple0012","year","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1314","0.0720033394006689","0.0682402318626893","0.0757664469386484"
"No","2009","16812","0.927996660599331","0.924233553061352","0.931759768137311"
"Yes","2010","","","",""
"No","2010","","","",""
"Yes","2011","1673","0.0826942785704025","0.0789567396700633","0.0864318174707416"
"No","2011","19187","0.917305721429598","0.913568182529258","0.921043260329937"
"Yes","2012","","","",""
"No","2012","","","",""
"Yes","2013","1706","0.0913598431151824","0.0872599114833763","0.0954597747469886"
"No","2013","17265","0.908640156884818","0.904540225253011","0.912740088516624"
"Yes","2014","","","",""
"No","2014","","","",""
"Yes","2015","1845","0.0846366408208251","0.0811980345217809","0.0880752471198693"
"No","2015","23325","0.915363359179175","0.911924752880131","0.918801965478219"
"Yes","2016","","","",""
"No","2016","","","",""
"Yes","2017","1967","0.0851165876089517","0.0817708223755393","0.0884623528423641"
"No","2017","24756","0.914883412391048","0.911537647157636","0.918229177624461"
"Yes","2018","","","",""
"No","2018","","","",""
"Yes","2019","1951","0.0850827765600157","0.0816835690020221","0.0884819841180093"
"No","2019","23929","0.914917223439984","0.911518015881991","0.918316430997978"
