"ple0012","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Not Working","West Germany","4418","0.876467713424768","0.867358991580069","0.885576435269468","2"
"No","2009","Full Time","West Germany","5041","0.971445788444362","0.966920299071413","0.975971277817311","2"
"No","2009","Full Time","East Germany","1753","0.971099035557639","0.963383309584844","0.978814761530434","2"
"No","2009","Not Working","East Germany","1532","0.830349603237605","0.813324730934576","0.847374475540633","2"
"No","2009","Part Time","West Germany","3221","0.95639647739568","0.949478167577905","0.963314787213455","2"
"No","2009","Part Time","East Germany","847","0.958554313682562","0.945422506825375","0.97168612053975","2"
"Yes","2009","Full Time","West Germany","162","0.0285542115556379","0.0240287221826891","0.0330797009285866","1"
"Yes","2009","Full Time","East Germany","58","0.0289009644423611","0.0211852384695659","0.0366166904151562","1"
"Yes","2009","Part Time","West Germany","126","0.0436035226043202","0.0366852127865449","0.0505218324220954","1"
"Yes","2009","Part Time","East Germany","38","0.0414456863174381","0.0283138794602505","0.0545774931746257","1"
"Yes","2009","Not Working","West Germany","595","0.123532286575232","0.114423564730532","0.132641008419931","1"
"Yes","2009","Not Working","East Germany","335","0.169650396762395","0.152625524459367","0.186675269065424","1"
"No","2010","Not Working","West Germany","","","","","2"
"No","2010","Full Time","West Germany","","","","","2"
"No","2010","Not Working","East Germany","","","","","2"
"No","2010","Full Time","East Germany","","","","","2"
"No","2010","Part Time","West Germany","","","","","2"
"No","2010","Part Time","East Germany","","","","","2"
"Yes","2010","Full Time","West Germany","","","","","1"
"Yes","2010","Full Time","East Germany","","","","","1"
"Yes","2010","Part Time","West Germany","","","","","1"
"Yes","2010","Part Time","East Germany","","","","","1"
"Yes","2010","Not Working","West Germany","","","","","1"
"Yes","2010","Not Working","East Germany","","","","","1"
"No","2011","Full Time","West Germany","5634","0.962642704675248","0.957787779899792","0.967497629450705","2"
"No","2011","Not Working","West Germany","5361","0.863898785975499","0.855314272004593","0.872483299946405","2"
"No","2011","Not Working","East Germany","1621","0.806475879912739","0.789235041394156","0.823716718431321","2"
"No","2011","Full Time","East Germany","1867","0.958014738750818","0.949110912087524","0.966918565414111","2"
"No","2011","Part Time","West Germany","3794","0.956064929269142","0.949663755840039","0.962466102698246","2"
"No","2011","Part Time","East Germany","910","0.930719743089257","0.914706705030667","0.946732781147847","2"
"Yes","2011","Full Time","West Germany","227","0.0373572953247515","0.0325023705492948","0.0422122201002082","1"
"Yes","2011","Full Time","East Germany","82","0.0419852612491823","0.0330814345858891","0.0508890879124756","1"
"Yes","2011","Part Time","West Germany","144","0.0439350707308575","0.0375338973017537","0.0503362441599613","1"
"Yes","2011","Part Time","East Germany","56","0.0692802569107432","0.0532672188521531","0.0852932949693333","1"
"Yes","2011","Not Working","West Germany","768","0.136101214024501","0.127516700053595","0.144685727995407","1"
"Yes","2011","Not Working","East Germany","396","0.193524120087261","0.176283281568679","0.210764958605844","1"
"No","2012","Full Time","West Germany","","","","","2"
"No","2012","Full Time","East Germany","","","","","2"
"No","2012","Not Working","West Germany","","","","","2"
"No","2012","Not Working","East Germany","","","","","2"
"No","2012","Part Time","West Germany","","","","","2"
"No","2012","Part Time","East Germany","","","","","2"
"Yes","2012","Full Time","West Germany","","","","","1"
"Yes","2012","Full Time","East Germany","","","","","1"
"Yes","2012","Part Time","West Germany","","","","","1"
"Yes","2012","Part Time","East Germany","","","","","1"
"Yes","2012","Not Working","West Germany","","","","","1"
"Yes","2012","Not Working","East Germany","","","","","1"
"No","2013","Full Time","West Germany","5110","0.966255757901362","0.961398082171155","0.971113433631569","2"
"No","2013","Full Time","East Germany","1613","0.954193245341294","0.944222762347973","0.964163728334615","2"
"No","2013","Part Time","West Germany","3508","0.948157937635111","0.940995734077679","0.955320141192543","2"
"No","2013","Part Time","East Germany","856","0.936441798676506","0.920651526442484","0.952232070910528","2"
"No","2013","Not Working","West Germany","4722","0.849393956712513","0.839941547188552","0.858846366236475","2"
"No","2013","Not Working","East Germany","1456","0.778508185628232","0.759717522531849","0.797298848724614","2"
"Yes","2013","Full Time","West Germany","198","0.0337442420986376","0.0288865663684307","0.0386019178288446","1"
"Yes","2013","Full Time","East Germany","76","0.0458067546587058","0.0358362716653845","0.0557772376520271","1"
"Yes","2013","Part Time","West Germany","173","0.0518420623648892","0.0446798588074573","0.0590042659223212","1"
"Yes","2013","Part Time","East Germany","61","0.0635582013234942","0.0477679290894719","0.0793484735575164","1"
"Yes","2013","Not Working","West Germany","778","0.150606043287487","0.141153633763525","0.160058452811448","1"
"Yes","2013","Not Working","East Germany","420","0.221491814371768","0.202701151275386","0.240282477468151","1"
"No","2014","Full Time","West Germany","","","","","2"
"No","2014","Full Time","East Germany","","","","","2"
"No","2014","Part Time","West Germany","","","","","2"
"No","2014","Part Time","East Germany","","","","","2"
"No","2014","Not Working","West Germany","","","","","2"
"No","2014","Not Working","East Germany","","","","","2"
"Yes","2014","Full Time","West Germany","","","","","1"
"Yes","2014","Full Time","East Germany","","","","","1"
"Yes","2014","Part Time","West Germany","","","","","1"
"Yes","2014","Part Time","East Germany","","","","","1"
"Yes","2014","Not Working","West Germany","","","","","1"
"Yes","2014","Not Working","East Germany","","","","","1"
"No","2015","Full Time","West Germany","7262","0.963004196779553","0.958739529449959","0.967268864109147","2"
"No","2015","Full Time","East Germany","1921","0.960082561413754","0.951500782586255","0.968664340241253","2"
"No","2015","Part Time","West Germany","5657","0.9552082633826","0.949924430674618","0.960492096090582","2"
"No","2015","Part Time","East Germany","1184","0.932964988153202","0.919112447133629","0.946817529172774","2"
"No","2015","Not Working","West Germany","5675","0.856220728136684","0.847669319320451","0.864772136952917","2"
"No","2015","Not Working","East Germany","1626","0.783209709501751","0.765328703359183","0.801090715644319","2"
"Yes","2015","Full Time","West Germany","263","0.0369958032204473","0.0327311358908534","0.0412604705500411","1"
"Yes","2015","Full Time","East Germany","78","0.039917438586246","0.0313356597587475","0.0484992174137445","1"
"Yes","2015","Part Time","West Germany","230","0.0447917366173999","0.0395079039094184","0.0500755693253815","1"
