"ple0012","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","Full Time","5","","",""
"Yes","2009","16-34 y.","Part Time","13","","",""
"Yes","2009","16-34 y.","Not Working","5","","",""
"Yes","2009","35-65 y.","Full Time","204","0.037497437608206","0.0323403326380797","0.0426545425783324"
"Yes","2009","35-65 y.","Part Time","116","0.0483048117269463","0.040292701242083","0.0563169222118097"
"Yes","2009","35-65 y.","Not Working","207","0.100388738967383","0.0870057468649651","0.113771731069801"
"Yes","2009","66 and older","Full Time","11","","",""
"Yes","2009","66 and older","Part Time","35","0.136945329578911","0.0942440210363954","0.179646638121427"
"Yes","2009","66 and older","Not Working","718","0.181365745402152","0.169278821839144","0.19345266896516"
"No","2009","16-34 y.","Full Time","1730","0.998400607279048","0.996520302164814","1.00028091239328"
"No","2009","16-34 y.","Part Time","1219","0.98496460606757","0.978169277585587","0.991759934549553"
"No","2009","16-34 y.","Not Working","1034","0.994422772413869","0.989894474081451","0.998951070746286"
"No","2009","35-65 y.","Full Time","5009","0.962502562391794","0.957345457421668","0.96765966736192"
"No","2009","35-65 y.","Part Time","2635","0.951695188273054","0.94368307778819","0.959707298757917"
"No","2009","35-65 y.","Not Working","1730","0.899611261032617","0.886228268930199","0.912994253135035"
"No","2009","66 and older","Full Time","55","0.793742930021071","0.696127048563302","0.891358811478841"
"No","2009","66 and older","Part Time","214","0.863054670421089","0.820353361878573","0.905755978963605"
"No","2009","66 and older","Not Working","3186","0.818634254597849","0.806547331034841","0.830721178160857"
"Yes","2010","16-34 y.","Full Time","","","",""
"Yes","2010","16-34 y.","Part Time","","","",""
"Yes","2010","16-34 y.","Not Working","","","",""
"Yes","2010","35-65 y.","Full Time","","","",""
"Yes","2010","35-65 y.","Part Time","","","",""
"Yes","2010","35-65 y.","Not Working","","","",""
"Yes","2010","66 and older","Full Time","","","",""
"Yes","2010","66 and older","Part Time","","","",""
"Yes","2010","66 and older","Not Working","","","",""
"No","2010","16-34 y.","Full Time","","","",""
"No","2010","16-34 y.","Part Time","","","",""
"No","2010","16-34 y.","Not Working","","","",""
"No","2010","35-65 y.","Full Time","","","",""
"No","2010","35-65 y.","Part Time","","","",""
"No","2010","35-65 y.","Not Working","","","",""
"No","2010","66 and older","Full Time","","","",""
"No","2010","66 and older","Part Time","","","",""
"No","2010","66 and older","Not Working","","","",""
"Yes","2011","16-34 y.","Full Time","14","","",""
"Yes","2011","16-34 y.","Part Time","11","","",""
"Yes","2011","16-34 y.","Not Working","11","","",""
"Yes","2011","35-65 y.","Full Time","284","0.0496807921920724","0.0441317317739171","0.0552298526102277"
"Yes","2011","35-65 y.","Part Time","140","0.0508140049860064","0.0432588877640534","0.0583691222079594"
"Yes","2011","35-65 y.","Not Working","274","0.128793116322882","0.114880943709909","0.142705288935856"
"Yes","2011","66 and older","Full Time","11","","",""
"Yes","2011","66 and older","Part Time","49","0.161731759347666","0.121389309894826","0.202074208800506"
"Yes","2011","66 and older","Not Working","879","0.180105882412615","0.169242780248437","0.190968984576793"
"No","2011","16-34 y.","Full Time","1843","0.995066248446541","0.991879434015991","0.998253062877091"
"No","2011","16-34 y.","Part Time","1327","0.988122351826419","0.982317506870669","0.993927196782169"
"No","2011","16-34 y.","Not Working","1101","0.986378499463889","0.979565631505037","0.99319136742274"
"No","2011","35-65 y.","Full Time","5606","0.950319207807928","0.944770147389772","0.955868268226083"
"No","2011","35-65 y.","Part Time","3106","0.949185995013994","0.941630877792041","0.956741112235947"
"No","2011","35-65 y.","Not Working","1953","0.871206883677118","0.857294711064144","0.885119056290091"
"No","2011","66 and older","Full Time","52","0.822220905335822","0.727812118100773","0.916629692570872"
"No","2011","66 and older","Part Time","271","0.838268240652334","0.797925791199494","0.878610690105174"
"No","2011","66 and older","Not Working","3928","0.819894117587385","0.809031015423207","0.830757219751563"
"Yes","2012","16-34 y.","Full Time","","","",""
"Yes","2012","16-34 y.","Part Time","","","",""
"Yes","2012","16-34 y.","Not Working","","","",""
"Yes","2012","35-65 y.","Full Time","","","",""
"Yes","2012","35-65 y.","Part Time","","","",""
"Yes","2012","35-65 y.","Not Working","","","",""
"Yes","2012","66 and older","Full Time","","","",""
"Yes","2012","66 and older","Part Time","","","",""
"Yes","2012","66 and older","Not Working","","","",""
"No","2012","16-34 y.","Full Time","","","",""
"No","2012","16-34 y.","Part Time","","","",""
"No","2012","16-34 y.","Not Working","","","",""
"No","2012","35-65 y.","Full Time","","","",""
"No","2012","35-65 y.","Part Time","","","",""
"No","2012","35-65 y.","Not Working","","","",""
"No","2012","66 and older","Full Time","","","",""
"No","2012","66 and older","Part Time","","","",""
"No","2012","66 and older","Not Working","","","",""
"Yes","2013","16-34 y.","Full Time","9","","",""
"Yes","2013","16-34 y.","Part Time","6","","",""
"Yes","2013","16-34 y.","Not Working","9","","",""
"Yes","2013","35-65 y.","Full Time","257","0.0471445436036416","0.0414314325473049","0.0528576546599783"
"Yes","2013","35-65 y.","Part Time","173","0.0642821977958794","0.0555739722607435","0.0729904233310152"
"Yes","2013","35-65 y.","Not Working","277","0.150589724326733","0.134617096440965","0.166562352212501"
"Yes","2013","66 and older","Full Time","8","","",""
"Yes","2013","66 and older","Part Time","55","0.134146462813561","0.0996983052346435","0.168594620392479"
"Yes","2013","66 and older","Not Working","912","0.193661373589382","0.182204391684484","0.205118355494281"
"No","2013","16-34 y.","Full Time","1645","0.996661667279415","0.993881832235292","0.999441502323537"
"No","2013","16-34 y.","Part Time","1169","0.997132968407315","0.994075781895389","1.00019015491924"
"No","2013","16-34 y.","Not Working","871","0.989364057810217","0.982586506665888","0.996141608954546"
"No","2013","35-65 y.","Full Time","5030","0.952855456396358","0.947142345340022","0.958568567452695"
"No","2013","35-65 y.","Part Time","2874","0.935717802204121","0.927009576668985","0.944426027739256"
"No","2013","35-65 y.","Not Working","1649","0.849410275673267","0.833437647787499","0.865382903559035"
"No","2013","66 and older","Full Time","48","0.888741766227847","0.806383356295856","0.971100176159838"
"No","2013","66 and older","Part Time","321","0.865853537186439","0.831405379607521","0.900301694765356"
"No","2013","66 and older","Not Working","3658","0.806338626410618","0.79488164450572","0.817795608315516"
"Yes","2014","16-34 y.","Full Time","","","",""
"Yes","2014","16-34 y.","Part Time","","","",""
"Yes","2014","16-34 y.","Not Working","","","",""
"Yes","2014","35-65 y.","Full Time","","","",""
"Yes","2014","35-65 y.","Part Time","","","",""
"Yes","2014","35-65 y.","Not Working","","","",""
"Yes","2014","66 and older","Full Time","","","",""
"Yes","2014","66 and older","Part Time","","","",""
"Yes","2014","66 and older","Not Working","","","",""
"No","2014","16-34 y.","Full Time","","","",""
"No","2014","16-34 y.","Part Time","","","",""
"No","2014","16-34 y.","Not Working","","","",""
"No","2014","35-65 y.","Full Time","","","",""
"No","2014","35-65 y.","Part Time","","","",""
"No","2014","35-65 y.","Not Working","","","",""
"No","2014","66 and older","Full Time","","","",""
"No","2014","66 and older","Part Time","","","",""
"No","2014","66 and older","Not Working","","","",""
"Yes","2015","16-34 y.","Full Time","16","","",""
"Yes","2015","16-34 y.","Part Time","17","","",""
"Yes","2015","16-34 y.","Not Working","25","","",""
"Yes","2015","35-65 y.","Full Time","313","0.0494924051868346","0.0444942939855814","0.0544905163880877"
"Yes","2015","35-65 y.","Part Time","221","0.0572666167080672","0.0506686910067862","0.0638645424093483"
"Yes","2015","35-65 y.","Not Working","300","0.149805871285561","0.135677246114545","0.163934496456578"
"Yes","2015","66 and older","Full Time","12","","",""
"Yes","2015","66 and older","Part Time","60","0.120361610165022","0.0896070199168584","0.151116200413185"
"Yes","2015","66 and older","Not Working","881","0.193112084904827","0.181494586787418","0.204729583022237"
"No","2015","16-34 y.","Full Time","2188","0.996073433091401","0.993462507617686","0.998684358565117"
"No","2015","16-34 y.","Part Time","1928","0.99164491682999","0.987599700312366","0.995690133347614"
"No","2015","16-34 y.","Not Working","1596","0.991126110909192","0.986560719254293","0.995691502564092"
"No","2015","35-65 y.","Full Time","6921","0.950507594813165","0.945509483611912","0.955505706014419"
"No","2015","35-65 y.","Part Time","4543","0.942733383291933","0.936135457590652","0.949331308993214"
"No","2015","35-65 y.","Not Working","2151","0.850194128714438","0.836065503543422","0.864322753885455"
"No","2015","66 and older","Full Time","74","0.918099748924542","0.860145348613456","0.976054149235628"
"No","2015","66 and older","Part Time","370","0.879638389834978","0.848883799586815","0.910392980083142"
"No","2015","66 and older","Not Working","3554","0.806887915095173","0.795270416977763","0.818505413212582"
"Yes","2016","16-34 y.","Full Time","","","",""
"Yes","2016","16-34 y.","Part Time","","","",""
"Yes","2016","16-34 y.","Not Working","","","",""
