"ple0012","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","Male","12","","",""
"Yes","2009","Schleswig-Holstein","Female","17","","",""
"Yes","2009","Hamburg","Male","10","","",""
"Yes","2009","Hamburg","Female","7","","",""
"Yes","2009","Lower Saxony","Male","76","0.0935470031812285","0.0733050642222515","0.113788942140206"
"Yes","2009","Lower Saxony","Female","50","0.0495844731797732","0.0350078171180244","0.064161129241522"
"Yes","2009","Bremen","Male","6","","",""
"Yes","2009","Bremen","Female","","","",""
"Yes","2009","North Rhine-Westphalia","Male","147","0.082959604549064","0.070010880747252","0.0959083283508759"
"Yes","2009","North Rhine-Westphalia","Female","120","0.0687489128573255","0.0573776382226445","0.0801201874920064"
"Yes","2009","Hesse","Male","45","0.0803519023579727","0.0583612577246525","0.102342546991293"
"Yes","2009","Hesse","Female","36","0.0875307783937534","0.0656185185476168","0.10944303823989"
"Yes","2009","Rhineland-Palatinate,Saarland","Male","30","0.046797802851428","0.0275804152406375","0.0660151904622185"
"Yes","2009","Rhineland-Palatinate,Saarland","Female","37","0.0730973083568977","0.0515961598955243","0.0945984568182711"
"Yes","2009","Baden-Württemberg","Male","52","0.0470042358032968","0.0339708469814306","0.0600376246251631"
"Yes","2009","Baden-Württemberg","Female","59","0.069105701320111","0.0541511262696582","0.0840602763705637"
"Yes","2009","Bavaria","Male","89","0.0621049497453296","0.0486988130118855","0.0755110864787737"
"Yes","2009","Bavaria","Female","61","0.0460410761040526","0.0349958509996899","0.0570863012084154"
"Yes","2009","Berlin","Male","33","0.122611989854414","0.086562688782975","0.158661290925853"
"Yes","2009","Berlin","Female","25","","",""
"Yes","2009","Brandenburg","Male","53","0.118212945078893","0.0858786734709454","0.150547216686841"
"Yes","2009","Brandenburg","Female","39","0.111688612401184","0.0812737017172612","0.142103523085107"
"Yes","2009","Mecklenburg-Western Pomerania","Male","18","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Female","16","","",""
"Yes","2009","Saxony","Male","56","0.0764296044913963","0.0564162649076144","0.0964429440751782"
"Yes","2009","Saxony","Female","55","0.088440198179586","0.067361240196182","0.10951915616299"
"Yes","2009","Saxony-Anhalt","Male","46","0.112797189439314","0.0805200155716213","0.145074363307007"
"Yes","2009","Saxony-Anhalt","Female","45","0.109185728575841","0.0787367948300893","0.139634662321594"
"Yes","2009","Thuringia","Male","36","0.0654356152284159","0.0409864787915067","0.089884751665325"
"Yes","2009","Thuringia","Female","38","0.0894437812004332","0.0625324813474619","0.116355081053404"
"No","2009","Schleswig-Holstein","Male","238","0.958069629824259","0.933224517088682","0.982914742559837"
"No","2009","Schleswig-Holstein","Female","249","0.955152574077232","0.930280476748352","0.980024671406113"
"No","2009","Hamburg","Male","116","0.904211584709386","0.852824456680422","0.95559871273835"
"No","2009","Hamburg","Female","138","0.94501155930219","0.907907762525272","0.982115356079107"
"No","2009","Lower Saxony","Male","719","0.906452996818771","0.886211057859794","0.926694935777749"
"No","2009","Lower Saxony","Female","802","0.950415526820227","0.935838870758478","0.964992182881976"
"No","2009","Bremen","Male","50","0.843245917515151","0.748023186866112","0.93846864816419"
"No","2009","Bremen","Female","64","1","1","1"
"No","2009","North Rhine-Westphalia","Male","1596","0.917040395450936","0.904091671649124","0.929989119252748"
"No","2009","North Rhine-Westphalia","Female","1782","0.931251087142674","0.919879812507994","0.942622361777355"
"No","2009","Hesse","Male","542","0.919648097642027","0.897657453008707","0.941638742275347"
"No","2009","Hesse","Female","603","0.912469221606247","0.89055696176011","0.934381481452383"
"No","2009","Rhineland-Palatinate,Saarland","Male","434","0.953202197148572","0.933984809537782","0.972419584759363"
"No","2009","Rhineland-Palatinate,Saarland","Female","526","0.926902691643102","0.905401543181729","0.948403840104476"
"No","2009","Baden-Württemberg","Male","961","0.952995764196703","0.939962375374837","0.966029153018569"
"No","2009","Baden-Württemberg","Female","1046","0.930894298679889","0.915939723629436","0.945848873730342"
"No","2009","Bavaria","Male","1156","0.93789505025467","0.924488913521226","0.951301186988115"
"No","2009","Bavaria","Female","1322","0.953958923895947","0.942913698791585","0.96500414900031"
"No","2009","Berlin","Male","285","0.877388010145586","0.841338709074147","0.913437311217025"
"No","2009","Berlin","Female","343","0.924971927087427","0.898056557132251","0.951887297042603"
"No","2009","Brandenburg","Male","330","0.881787054921107","0.849452783313159","0.914121326529055"
"No","2009","Brandenburg","Female","373","0.888311387598816","0.857896476914893","0.918726298282739"
"No","2009","Mecklenburg-Western Pomerania","Male","207","0.909112976960607","0.871553745271046","0.946672208650167"
"No","2009","Mecklenburg-Western Pomerania","Female","235","0.934669116680461","0.904098834898021","0.965239398462902"
"No","2009","Saxony","Male","621","0.923570395508604","0.903557055924822","0.943583735092386"
"No","2009","Saxony","Female","642","0.911559801820414","0.89048084383701","0.932638759803818"
"No","2009","Saxony-Anhalt","Male","323","0.887202810560686","0.854925636692993","0.919479984428379"
"No","2009","Saxony-Anhalt","Female","358","0.890814271424159","0.860365337678406","0.921263205169911"
