"ple0012","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Saxony","Not Employed","437","0.831243141375418","0.799326659846883","0.863159622903953","2"
"No","2009","Lower Saxony","Not Employed","560","0.885055630231903","0.860344805502735","0.909766454961071","2"
"No","2009","Mecklenburg-Western Pomerania","Employed","272","0.952177769788042","0.927227866707856","0.977127672868229","2"
"No","2009","Brandenburg","Employed","418","0.950027319276049","0.929691430074056","0.970363208478043","2"
"No","2009","Lower Saxony","Employed","961","0.95697224568157","0.944439178516405","0.969505312846735","2"
"No","2009","Schleswig-Holstein","Employed","285","0.973456918659257","0.95520645106271","0.991707386255804","2"
"No","2009","Hamburg","Employed","161","0.962686774098667","0.933679957546065","0.991693590651269","2"
"No","2009","Hamburg","Not Employed","93","0.868380660166466","0.80432299167505","0.932438328657881","2"
"No","2009","Brandenburg","Not Employed","285","0.805486299739668","0.764252758299169","0.846719841180168","2"
"No","2009","Bremen","Employed","67","1","1","1","2"
"No","2009","Mecklenburg-Western Pomerania","Not Employed","170","0.879626253295701","0.833954701715989","0.925297804875414","2"
"No","2009","North Rhine-Westphalia","Employed","2170","0.967394549405371","0.960047941875751","0.97474115693499","2"
"No","2009","Saxony","Employed","826","0.976697841687802","0.966526039055452","0.986869644320152","2"
"No","2009","Schleswig-Holstein","Not Employed","202","0.932716888782451","0.899462589793441","0.965971187771461","2"
"No","2009","Bremen","Not Employed","47","0.856673057339886","0.762336151241624","0.951009963438147","2"
"No","2009","North Rhine-Westphalia","Not Employed","1208","0.857371949716672","0.839054239624974","0.87568965980837","2"
"No","2009","Saxony-Anhalt","Not Employed","236","0.815097036884257","0.771312454461155","0.858881619307359","2"
"No","2009","Hesse","Not Employed","368","0.848556881162361","0.81427310127689","0.882840661047832","2"
"No","2009","Hesse","Employed","777","0.952533159556653","0.937853506751394","0.967212812361913","2"
"No","2009","Rhineland-Palatinate,Saarland","Not Employed","352","0.900297837642338","0.870863657247021","0.929732018037655","2"
"No","2009","Rhineland-Palatinate,Saarland","Employed","608","0.962453275197484","0.947597386894027","0.977309163500941","2"
"No","2009","Saxony-Anhalt","Employed","445","0.952266580227082","0.932991787859573","0.97154137259459","2"
"No","2009","Baden-Württemberg","Not Employed","659","0.871311136468622","0.847152243744971","0.895470029192273","2"
"No","2009","Baden-Württemberg","Employed","1348","0.98002885284736","0.972647610161853","0.987410095532867","2"
"No","2009","Bavaria","Not Employed","828","0.907238121952927","0.888461872996039","0.926014370909815","2"
"No","2009","Bavaria","Employed","1650","0.966817998120026","0.958331143918978","0.975304852321074","2"
"No","2009","Berlin","Not Employed","206","0.825852978306583","0.778558655666929","0.873147300946236","2"
"No","2009","Berlin","Employed","422","0.946332143838435","0.925250971898241","0.967413315778629","2"
"No","2009","Thuringia","Not Employed","299","0.830556201368323","0.79191139301675","0.869201009719896","2"
"No","2009","Thuringia","Employed","452","0.987525690561394","0.977415949009095","0.997635432113692","2"
"Yes","2009","Schleswig-Holstein","Not Employed","16","","","","1"
"Yes","2009","Schleswig-Holstein","Employed","13","","","","1"
"Yes","2009","Hamburg","Not Employed","14","","","","1"
"Yes","2009","Hamburg","Employed","3","","","","1"
"Yes","2009","Lower Saxony","Not Employed","80","0.114944369768097","0.0902335450389294","0.139655194497265","1"
"Yes","2009","Lower Saxony","Employed","46","0.04302775431843","0.0304946871532647","0.0555608214835953","1"
"Yes","2009","Bremen","Not Employed","6","","","","1"
"Yes","2009","Bremen","Employed","","","","","1"
