"ple0012","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Mecklenburg-Western Pomerania","442","0.922803365607343","0.898826170194005","0.94678056102068","2"
"No","2009","Lower Saxony","1521","0.928724173353733","0.916298618304587","0.941149728402879","2"
"No","2009","Bremen","114","0.92105077854506","0.872803460070092","0.969298097020029","2"
"No","2009","Schleswig-Holstein","487","0.956550923686821","0.938960853919107","0.974140993454535","2"
"No","2009","Hamburg","254","0.925247402654868","0.893935783463926","0.956559021845811","2"
"No","2009","Brandenburg","703","0.885124996699665","0.862959391273501","0.907290602125828","2"
"No","2009","North Rhine-Westphalia","3378","0.924139555996437","0.915543963962727","0.932735148030148","2"
"No","2009","Saxony","1263","0.917781832896316","0.903257093518702","0.93230657227393","2"
"No","2009","Thuringia","751","0.922240432174166","0.903967000445465","0.940513863902867","2"
"No","2009","Saxony-Anhalt","681","0.889067283539976","0.866914077877986","0.911220489201965","2"
"No","2009","Baden-Württemberg","2007","0.941714371964391","0.931736786589931","0.951691957338851","2"
"No","2009","Bavaria","2478","0.946476633890869","0.93787141210062","0.955081855681119","2"
"No","2009","Berlin","628","0.90270867670907","0.880531977970533","0.924885375447606","2"
"No","2009","Hesse","1145","0.916149656779926","0.900635131554953","0.931664182004899","2"
"No","2009","Rhineland-Palatinate,Saarland","960","0.938269402498027","0.923550450583278","0.952988354412776","2"
"Yes","2009","Schleswig-Holstein","29","","","","1"
"Yes","2009","Hamburg","17","","","","1"
"Yes","2009","Lower Saxony","126","0.0712758266462667","0.0588502715971209","0.0837013816954125","1"
"Yes","2009","Bremen","6","","","","1"
"Yes","2009","North Rhine-Westphalia","267","0.0758604440035626","0.0672648519698521","0.0844560360372731","1"
"Yes","2009","Hesse","81","0.0838503432200737","0.0683358179951005","0.0993648684450468","1"
"Yes","2009","Rhineland-Palatinate,Saarland","67","0.0617305975019728","0.0470116455872238","0.0764495494167218","1"
"Yes","2009","Baden-Württemberg","111","0.0582856280356091","0.0483080426611491","0.0682632134100692","1"
"Yes","2009","Bavaria","150","0.0535233661091306","0.0449181443188811","0.0621285878993801","1"
"Yes","2009","Berlin","58","0.0972913232909303","0.0751146245523941","0.119468022029467","1"
"Yes","2009","Brandenburg","92","0.114875003300335","0.0927093978741714","0.137040608726499","1"
"Yes","2009","Mecklenburg-Western Pomerania","34","0.0771966343926573","0.0532194389793198","0.101173829805995","1"
"Yes","2009","Saxony","111","0.0822181671036837","0.0676934277260698","0.0967429064812977","1"
"Yes","2009","Saxony-Anhalt","91","0.110932716460024","0.0887795107980346","0.133085922122014","1"
"Yes","2009","Thuringia","74","0.0777595678258341","0.0594861360971329","0.0960329995545353","1"
"No","2010","Mecklenburg-Western Pomerania","","","","","2"
"No","2010","Brandenburg","","","","","2"
"No","2010","Schleswig-Holstein","","","","","2"
"No","2010","Hamburg","","","","","2"
"No","2010","Lower Saxony","","","","","2"
"No","2010","Saxony","","","","","2"
"No","2010","North Rhine-Westphalia","","","","","2"
"No","2010","Saxony-Anhalt","","","","","2"
"No","2010","Thuringia","","","","","2"
"No","2010","Bremen","","","","","2"
"No","2010","Hesse","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","","","","","2"
"No","2010","Baden-Württemberg","","","","","2"
"No","2010","Bavaria","","","","","2"
"No","2010","Berlin","","","","","2"
"Yes","2010","Schleswig-Holstein","","","","","1"
"Yes","2010","Hamburg","","","","","1"
"Yes","2010","Lower Saxony","","","","","1"
"Yes","2010","Bremen","","","","","1"
"Yes","2010","North Rhine-Westphalia","","","","","1"
