"m11124","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1992","Urban Area","Female","384","0.117094054461912","0.107719479999041","0.126468628924784","1"
"Disabled","1992","Rural Area","Male","195","0.120343757223633","0.106480715284017","0.13420679916325","1"
"Disabled","1992","Rural Area","Female","120","0.0728675161620653","0.0621704557691938","0.0835645765549368","1"
"Not disabled","1992","Urban Area","Female","4135","0.882905945538088","0.873531371075216","0.892280520000959","0"
"Not disabled","1992","Rural Area","Female","2148","0.927132483837935","0.916435423445063","0.937829544230806","0"
"Not disabled","1992","Urban Area","Male","3778","0.853707836833541","0.843107996623329","0.864307677043754","0"
"Not disabled","1992","Rural Area","Male","1921","0.879656242776367","0.86579320083675","0.893519284715983","0"
"Disabled","1993","Urban Area","Male","","","","","1"
"Disabled","1993","Urban Area","Female","","","","","1"
"Disabled","1993","Rural Area","Male","","","","","1"
"Disabled","1993","Rural Area","Female","","","","","1"
"Not disabled","1993","Urban Area","Female","","","","","0"
"Not disabled","1993","Rural Area","Female","","","","","0"
"Not disabled","1993","Urban Area","Male","","","","","0"
"Not disabled","1993","Rural Area","Male","","","","","0"
"Disabled","1994","Urban Area","Male","467","0.14241642514778","0.131779910545388","0.153052939750172","1"
"Disabled","1994","Urban Area","Female","379","0.115147367919315","0.10577208840644","0.124522647432191","1"
"Disabled","1994","Rural Area","Male","181","0.108090976544802","0.0947152334925516","0.121466719597053","1"
"Disabled","1994","Rural Area","Female","134","0.0830153270542233","0.0715200997324837","0.094510554375963","1"
"Not disabled","1994","Urban Area","Male","3680","0.85758357485222","0.846947060249828","0.868220089454612","0"
"Not disabled","1994","Urban Area","Female","4074","0.884852632080685","0.875477352567809","0.89422791159356","0"
"Not disabled","1994","Rural Area","Female","2079","0.916984672945777","0.905489445624037","0.928479900267516","0"
"Not disabled","1994","Rural Area","Male","1889","0.891909023455198","0.878533280402947","0.905284766507449","0"
"Disabled","1995","Urban Area","Female","413","0.123963459157558","0.114423780613491","0.133503137701625","1"
"Disabled","1995","Rural Area","Male","200","0.122962014932962","0.109077696340312","0.136846333525612","1"
"Disabled","1995","Rural Area","Female","149","0.0948401208807255","0.0828529845840908","0.10682725717736","1"
"Disabled","1995","Urban Area","Male","475","0.142598160331355","0.132052185824591","0.153144134838119","1"
"Not disabled","1995","Rural Area","Female","2146","0.905159879119275","0.89317274282264","0.917147015415909","0"
"Not disabled","1995","Urban Area","Male","3748","0.857401839668645","0.846855865161881","0.867947814175409","0"
"Not disabled","1995","Urban Area","Female","4171","0.876036540842442","0.866496862298375","0.885576219386509","0"
"Not disabled","1995","Rural Area","Male","1949","0.877037985067038","0.863153666474388","0.890922303659688","0"
"Disabled","1996","Urban Area","Female","407","0.11980238893563","0.110325132062755","0.129279645808506","1"
"Disabled","1996","Rural Area","Male","208","0.139075394387047","0.124428572148686","0.153722216625408","1"
"Disabled","1996","Rural Area","Female","163","0.0960412780614592","0.0839176080168181","0.1081649481061","1"
"Disabled","1996","Urban Area","Male","470","0.145630326217655","0.13490110395625","0.156359548479059","1"
"Not disabled","1996","Rural Area","Female","2106","0.903958721938541","0.8918350518939","0.916082391983182","0"
"Not disabled","1996","Urban Area","Male","3682","0.854369673782345","0.84364045152094","0.86509889604375","0"
"Not disabled","1996","Urban Area","Female","4103","0.88019761106437","0.870720354191494","0.889674867937245","0"
"Not disabled","1996","Rural Area","Male","1936","0.860924605612953","0.846277783374592","0.875571427851314","0"
"Disabled","1997","Urban Area","Female","396","0.117255540436859","0.107757992709237","0.126753088164481","1"
"Disabled","1997","Urban Area","Male","458","0.143324161428393","0.132606338383476","0.15404198447331","1"
"Disabled","1997","Rural Area","Male","203","0.135906690524238","0.121256864238939","0.150556516809538","1"
"Disabled","1997","Rural Area","Female","170","0.0995444548878277","0.0871322481075183","0.111956661668137","1"
"Not disabled","1997","Urban Area","Male","3648","0.856675838571607","0.84595801552669","0.867393661616524","0"
"Not disabled","1997","Urban Area","Female","4012","0.882744459563141","0.873246911835519","0.892242007290763","0"
"Not disabled","1997","Rural Area","Male","1899","0.864093309475762","0.849443483190462","0.878743135761061","0"
"Not disabled","1997","Rural Area","Female","2065","0.900455545112172","0.888043338331863","0.912867751892482","0"
"Disabled","1998","Urban Area","Female","474","0.121930366505056","0.112760359271098","0.131100373739015","1"
"Disabled","1998","Rural Area","Female","188","0.101394387655936","0.0895454756710503","0.113243299640821","1"
"Disabled","1998","Urban Area","Male","528","0.141313700375096","0.131169720211415","0.151457680538778","1"
"Disabled","1998","Rural Area","Male","242","0.129900546907778","0.116348206787367","0.14345288702819","1"
"Not disabled","1998","Urban Area","Male","4002","0.858686299624904","0.848542319461222","0.868830279788585","0"
"Not disabled","1998","Urban Area","Female","4417","0.878069633494944","0.868899626260985","0.887239640728902","0"
"Not disabled","1998","Rural Area","Male","2122","0.870099453092222","0.85654711297181","0.883651793212633","0"
"Not disabled","1998","Rural Area","Female","2305","0.898605612344064","0.886756700359179","0.91045452432895","0"
"Disabled","1999","Urban Area","Female","473","0.131908328754914","0.122210303521182","0.141606353988646","1"
"Disabled","1999","Rural Area","Female","198","0.102904445050354","0.0908265283103162","0.114982361790392","1"
"Disabled","1999","Urban Area","Male","504","0.144373982196173","0.133929427672754","0.154818536719593","1"
"Disabled","1999","Rural Area","Male","233","0.133538381845176","0.119588267717973","0.147488495972379","1"
"Not disabled","1999","Urban Area","Male","3846","0.855626017803827","0.845181463280407","0.866070572327246","0"
"Not disabled","1999","Urban Area","Female","4204","0.868091671245086","0.858393646011354","0.877789696478818","0"
"Not disabled","1999","Rural Area","Male","2051","0.866461618154824","0.852511504027621","0.880411732282027","0"
"Not disabled","1999","Rural Area","Female","2233","0.897095554949646","0.885017638209608","0.909173471689684","0"
"Disabled","2000","Urban Area","Female","773","0.108225574168446","0.101546536298297","0.114904612038595","1"
"Disabled","2000","Rural Area","Female","333","0.0883887979696122","0.0798767137971513","0.0969008821420731","1"
"Disabled","2000","Urban Area","Male","915","0.13414756292751","0.126491887519495","0.141803238335525","1"
"Disabled","2000","Rural Area","Male","424","0.121812739254694","0.111693370262531","0.131932108246857","1"
"Not disabled","2000","Urban Area","Female","7538","0.891774425831554","0.885095387961405","0.898453463701704","0"
"Not disabled","2000","Rural Area","Male","3589","0.878187260745306","0.868067891753143","0.888306629737469","0"
"Not disabled","2000","Rural Area","Female","3939","0.911611202030388","0.903099117857927","0.920123286202849","0"
"Not disabled","2000","Urban Area","Male","6698","0.86585243707249","0.858196761664475","0.873508112480505","0"
"Disabled","2001","Urban Area","Female","746","0.115564774847722","0.108372863096975","0.122756686598469","1"
"Disabled","2001","Rural Area","Female","282","0.0808238669857066","0.0722175414625111","0.0894301925089022","1"
"Disabled","2001","Urban Area","Male","822","0.13283582520339","0.124832899824375","0.140838750582404","1"
"Disabled","2001","Rural Area","Male","370","0.11978260010725","0.109245708345386","0.130319491869113","1"
"Not disabled","2001","Urban Area","Female","6845","0.884435225152278","0.877243313401531","0.891627136903025","0"
"Not disabled","2001","Rural Area","Male","3278","0.88021739989275","0.869680508130887","0.890754291654614","0"
"Not disabled","2001","Rural Area","Female","3571","0.919176133014293","0.910569807491098","0.927782458537489","0"
"Not disabled","2001","Urban Area","Male","6087","0.86716417479661","0.859161249417595","0.875167100175625","0"
"Disabled","2002","Urban Area","Male","874","0.140033760888212","0.132146861918015","0.147920659858409","1"
"Disabled","2002","Urban Area","Female","792","0.122407913892317","0.115237857738229","0.129577970046405","1"
"Disabled","2002","Rural Area","Female","315","0.0969964984494372","0.0877377772660545","0.10625521963282","1"
"Disabled","2002","Rural Area","Male","408","0.131780878243567","0.120909718588379","0.142652037898756","1"
"Not disabled","2002","Urban Area","Female","7235","0.877592086107683","0.870422029953595","0.884762142261771","0"
"Not disabled","2002","Urban Area","Male","6563","0.859966239111788","0.852079340141591","0.867853138081985","0"
"Not disabled","2002","Rural Area","Male","3311","0.868219121756433","0.857347962101244","0.879090281411621","0"
"Not disabled","2002","Rural Area","Female","3610","0.903003501550563","0.89374478036718","0.912262222733946","0"
"Disabled","2003","Rural Area","Female","306","0.0904001328250627","0.0812611669180811","0.0995390987320443","1"
"Disabled","2003","Urban Area","Male","850","0.137921711819453","0.129935871799573","0.145907551839333","1"
"Disabled","2003","Urban Area","Female","778","0.123816346295921","0.11648756468341","0.131145127908432","1"
"Disabled","2003","Rural Area","Male","410","0.131041259402855","0.11994401324437","0.14213850556134","1"
"Not disabled","2003","Urban Area","Female","6981","0.876183653704079","0.868854872091568","0.88351243531659","0"
"Not disabled","2003","Rural Area","Female","3476","0.909599867174937","0.900460901267956","0.918738833081919","0"
"Not disabled","2003","Urban Area","Male","6312","0.862078288180547","0.854092448160667","0.870064128200427","0"
"Not disabled","2003","Rural Area","Male","3142","0.868958740597145","0.85786149443866","0.88005598675563","0"
"Disabled","2004","Rural Area","Female","322","0.102342938541754","0.0925910937404961","0.112094783343012","1"
"Disabled","2004","Urban Area","Male","847","0.141668637485197","0.133465095255356","0.149872179715038","1"
"Disabled","2004","Urban Area","Female","794","0.129264085467824","0.12170850894433","0.136819661991319","1"
"Disabled","2004","Rural Area","Male","405","0.132838214844338","0.121542333355216","0.144134096333461","1"
"Not disabled","2004","Urban Area","Female","6780","0.870735914532176","0.863180338008681","0.87829149105567","0"
"Not disabled","2004","Rural Area","Female","3389","0.897657061458246","0.887905216656988","0.907408906259504","0"
"Not disabled","2004","Urban Area","Male","6094","0.858331362514803","0.850127820284962","0.866534904744644","0"
"Not disabled","2004","Rural Area","Male","3063","0.867161785155661","0.855865903666539","0.878457666644784","0"
"Disabled","2005","Urban Area","Male","842","0.141635277172899","0.133238558979622","0.150031995366177","1"
"Disabled","2005","Urban Area","Female","755","0.121236825617603","0.113741568840685","0.128732082394521","1"
"Disabled","2005","Rural Area","Male","401","0.132147481596602","0.120600180739298","0.143694782453906","1"
"Disabled","2005","Rural Area","Female","323","0.101753753623688","0.0918240787377614","0.111683428509615","1"
"Not disabled","2005","Urban Area","Female","6530","0.878763174382397","0.871267917605479","0.886258431159315","0"
"Not disabled","2005","Rural Area","Female","3238","0.898246246376312","0.888316571490385","0.908175921262239","0"
"Not disabled","2005","Urban Area","Male","5782","0.858364722827101","0.849968004633824","0.866761441020378","0"
"Not disabled","2005","Rural Area","Male","2903","0.867852518403398","0.856305217546095","0.879399819260702","0"
"Disabled","2006","Urban Area","Male","919","0.14372261690048","0.135476243348651","0.151968990452308","1"
"Disabled","2006","Urban Area","Female","841","0.129806067076066","0.12228699201521","0.137325142136922","1"
"Disabled","2006","Rural Area","Male","445","0.136899481517302","0.125584038506777","0.148214924527828","1"
"Disabled","2006","Rural Area","Female","358","0.101603205143717","0.0920733567589836","0.111133053528451","1"
"Not disabled","2006","Urban Area","Female","6834","0.870193932923934","0.862674857863078","0.87771300798479","0"
"Not disabled","2006","Rural Area","Female","3503","0.898396794856283","0.888866946471549","0.907926643241016","0"
"Not disabled","2006","Urban Area","Male","6033","0.85627738309952","0.848031009547692","0.864523756651349","0"
"Not disabled","2006","Rural Area","Male","3100","0.863100518482697","0.851785075472172","0.874415961493223","0"
"Disabled","2007","Urban Area","Male","862","0.146965620455544","0.138318677676444","0.155612563234643","1"
"Disabled","2007","Urban Area","Female","796","0.125800996982292","0.118130331142832","0.133471662821753","1"
"Disabled","2007","Rural Area","Male","410","0.130643326753672","0.119243059515394","0.142043593991949","1"
"Disabled","2007","Rural Area","Female","355","0.106991723262935","0.0969029569358685","0.117080489590001","1"
"Not disabled","2007","Urban Area","Male","5579","0.853034379544456","0.844387436765357","0.861681322323556","0"
"Not disabled","2007","Urban Area","Female","6384","0.874199003017708","0.866528337178247","0.881869668857168","0"
"Not disabled","2007","Rural Area","Female","3251","0.893008276737065","0.882919510409999","0.903097043064131","0"
"Not disabled","2007","Rural Area","Male","2947","0.869356673246328","0.857956406008051","0.880756940484606","0"
"Disabled","2008","Urban Area","Female","751","0.127529793550874","0.119579344866271","0.135480242235476","1"
"Disabled","2008","Rural Area","Male","414","0.136507311723732","0.124540610514061","0.148474012933403","1"
"Disabled","2008","Rural Area","Female","321","0.105122898243028","0.0948042565375042","0.115441539948551","1"
"Disabled","2008","Urban Area","Male","793","0.13887581741803","0.130179784866925","0.147571849969136","1"
"Not disabled","2008","Rural Area","Female","3073","0.894877101756972","0.884558460051449","0.905195743462496","0"
"Not disabled","2008","Urban Area","Male","5282","0.86112418258197","0.852428150030865","0.869820215133075","0"
"Not disabled","2008","Urban Area","Female","6011","0.872470206449126","0.864519757764523","0.880420655133729","0"
"Not disabled","2008","Rural Area","Male","2748","0.863492688276268","0.851525987066597","0.875459389485939","0"
"Disabled","2009","Urban Area","Female","692","0.127998332297627","0.119709720243403","0.136286944351852","1"
"Disabled","2009","Rural Area","Male","388","0.128516980143854","0.116579126358167","0.14045483392954","1"
"Disabled","2009","Rural Area","Female","327","0.107106344172129","0.0964282735325582","0.117784414811701","1"
"Disabled","2009","Urban Area","Male","759","0.139756850613042","0.130679534775443","0.148834166450641","1"
"Not disabled","2009","Rural Area","Female","2895","0.892893655827871","0.882215585188299","0.903571726467442","0"
"Not disabled","2009","Urban Area","Male","4846","0.860243149386958","0.851165833549359","0.869320465224558","0"
"Not disabled","2009","Urban Area","Female","5549","0.872001667702373","0.863713055648148","0.880290279756597","0"
"Not disabled","2009","Rural Area","Male","2631","0.871483019856146","0.859545166070459","0.883420873641833","0"
"Disabled","2010","Urban Area","Female","734","0.125818790761177","0.118827389977982","0.132810191544372","1"
"Disabled","2010","Urban Area","Male","783","0.137123221766887","0.129143463888028","0.145102979645745","1"
"Disabled","2010","Rural Area","Male","400","0.134340759827008","0.123479559521002","0.145201960133014","1"
"Disabled","2010","Rural Area","Female","342","0.1072373323001","0.098127943753312","0.116346720846889","1"
"Not disabled","2010","Urban Area","Male","6355","0.862876778233113","0.854897020354255","0.870856536111972","0"
"Not disabled","2010","Urban Area","Female","7910","0.874181209238823","0.867189808455628","0.881172610022018","0"
"Not disabled","2010","Rural Area","Male","3387","0.865659240172992","0.854798039866986","0.876520440478998","0"
"Not disabled","2010","Rural Area","Female","4090","0.8927626676999","0.883653279153111","0.901872056246688","0"
"Disabled","2011","Urban Area","Female","952","0.128516421793959","0.12199935330771","0.135033490280208","1"
"Disabled","2011","Rural Area","Female","470","0.11115933746435","0.102802667534475","0.119516007394225","1"
"Disabled","2011","Urban Area","Male","949","0.130069804601938","0.122822199259189","0.137317409944687","1"
"Disabled","2011","Rural Area","Male","539","0.130485398584178","0.120768345196038","0.140202451972317","1"
"Not disabled","2011","Urban Area","Male","7326","0.869930195398062","0.862682590055313","0.877177800740811","0"
"Not disabled","2011","Urban Area","Female","9178","0.871483578206041","0.864966509719792","0.87800064669229","0"
"Not disabled","2011","Rural Area","Male","4077","0.869514601415822","0.859797548027683","0.879231654803962","0"
"Not disabled","2011","Rural Area","Female","4965","0.88884066253565","0.880483992605775","0.897197332465525","0"
"Disabled","2012","Urban Area","Female","982","0.129824149724496","0.123147800201043","0.136500499247948","1"
"Disabled","2012","Rural Area","Female","502","0.110967564329779","0.102574630810042","0.119360497849516","1"
"Disabled","2012","Urban Area","Male","969","0.134265487768402","0.126791235585831","0.141739739950973","1"
"Disabled","2012","Rural Area","Male","579","0.14734209645354","0.137085879008592","0.157598313898488","1"
"Not disabled","2012","Urban Area","Male","7024","0.865734512231598","0.858260260049027","0.873208764414169","0"
"Not disabled","2012","Urban Area","Female","8754","0.870175850275504","0.863499500752052","0.876852199798957","0"
"Not disabled","2012","Rural Area","Male","4009","0.85265790354646","0.842401686101512","0.862914120991408","0"
"Not disabled","2012","Rural Area","Female","4878","0.889032435670221","0.880639502150484","0.897425369189959","0"
"Disabled","2013","Urban Area","Female","1014","0.134233848249368","0.127901091392004","0.140566605106731","1"
"Disabled","2013","Rural Area","Female","468","0.105890974988625","0.0978001708986304","0.113981779078619","1"
"Disabled","2013","Urban Area","Male","1014","0.132254392391002","0.125354475464027","0.139154309317977","1"
"Disabled","2013","Rural Area","Male","580","0.15054754397102","0.140394939955647","0.160700147986393","1"
"Not disabled","2013","Urban Area","Female","10118","0.865766151750632","0.859433394893269","0.872098908607996","0"
"Not disabled","2013","Rural Area","Male","4186","0.84945245602898","0.839299852013607","0.859605060044353","0"
"Not disabled","2013","Rural Area","Female","5088","0.894109025011375","0.886018220921381","0.90219982910137","0"
"Not disabled","2013","Urban Area","Male","8246","0.867745607608998","0.860845690682023","0.874645524535973","0"
"Disabled","2014","Urban Area","Female","961","0.135317009663756","0.128511939593958","0.142122079733555","1"
"Disabled","2014","Rural Area","Female","511","0.128044661765282","0.11877275196369","0.137316571566875","1"
"Disabled","2014","Urban Area","Male","959","0.139048219466191","0.131539227965661","0.146557210966721","1"
"Disabled","2014","Rural Area","Male","560","0.151005330589581","0.140319532031116","0.161691129148045","1"
"Not disabled","2014","Urban Area","Female","8745","0.864682990336244","0.857877920266445","0.871488060406042","0"
"Not disabled","2014","Rural Area","Male","3753","0.848994669410419","0.838308870851955","0.859680467968884","0"
"Not disabled","2014","Rural Area","Female","4478","0.871955338234717","0.862683428433125","0.88122724803631","0"
"Not disabled","2014","Urban Area","Male","7197","0.860951780533809","0.853442789033279","0.868460772034339","0"
"Disabled","2015","Urban Area","Male","889","0.139191057574168","0.131657094399046","0.14672502074929","1"
"Disabled","2015","Urban Area","Female","898","0.128714737638698","0.12202205815956","0.135407417117836","1"
"Disabled","2015","Rural Area","Female","497","0.125097221887397","0.115846440044322","0.134348003730473","1"
"Disabled","2015","Rural Area","Male","487","0.138670905301341","0.128295176721496","0.149046633881186","1"
"Not disabled","2015","Urban Area","Female","8720","0.871285262361302","0.864592582882164","0.87797794184044","0"
"Not disabled","2015","Urban Area","Male","7220","0.860808942425832","0.85327497925071","0.868342905600954","0"
"Not disabled","2015","Rural Area","Male","3775","0.861329094698659","0.850953366118814","0.871704823278504","0"
"Not disabled","2015","Rural Area","Female","4416","0.874902778112603","0.865651996269527","0.884153559955678","0"
"Disabled","2016","Rural Area","Female","460","0.122150818908434","0.112583285668754","0.131718352148114","1"
"Disabled","2016","Urban Area","Male","841","0.141464790615396","0.133460442104758","0.149469139126034","1"
"Disabled","2016","Urban Area","Female","842","0.125778871594511","0.118813356207591","0.132744386981432","1"
"Disabled","2016","Rural Area","Male","469","0.142836765031995","0.131832520035553","0.153841010028436","1"
"Not disabled","2016","Urban Area","Female","7864","0.874221128405489","0.867255613018568","0.881186643792409","0"
"Not disabled","2016","Rural Area","Female","4040","0.877849181091566","0.868281647851886","0.887416714331245","0"
"Not disabled","2016","Urban Area","Male","6441","0.858535209384604","0.850530860873966","0.866539557895242","0"
"Not disabled","2016","Rural Area","Male","3415","0.857163234968005","0.846158989971564","0.868167479964447","0"
"Disabled","2017","Rural Area","Female","519","0.129197929092598","0.119927608018737","0.13846825016646","1"
"Disabled","2017","Urban Area","Male","905","0.137399959020505","0.129815089627806","0.144984828413204","1"
"Disabled","2017","Urban Area","Female","916","0.12362286107589","0.116940779822268","0.130304942329513","1"
"Disabled","2017","Rural Area","Male","531","0.134829274713587","0.124738711351811","0.144919838075362","1"
"Not disabled","2017","Urban Area","Female","8405","0.87637713892411","0.869695057670487","0.883059220177732","0"
"Not disabled","2017","Rural Area","Female","4510","0.870802070907402","0.86153174983354","0.880072391981263","0"
"Not disabled","2017","Urban Area","Male","7009","0.862600040979495","0.855015171586796","0.870184910372194","0"
"Not disabled","2017","Rural Area","Male","3870","0.865170725286413","0.855080161924638","0.875261288648189","0"
"Disabled","2018","Urban Area","Male","939","0.139126075700228","0.131372930698378","0.146879220702078","1"
"Disabled","2018","Urban Area","Female","926","0.119731926824752","0.113041832201619","0.126422021447885","1"
"Disabled","2018","Rural Area","Male","520","0.140696419868201","0.130181969286271","0.151210870450132","1"
"Disabled","2018","Rural Area","Female","556","0.132062260671916","0.122516329950614","0.141608191393218","1"
"Not disabled","2018","Urban Area","Female","8120","0.880268073175248","0.873577978552115","0.886958167798381","0"
"Not disabled","2018","Rural Area","Female","4276","0.867937739328084","0.858391808606782","0.877483670049386","0"
"Not disabled","2018","Urban Area","Male","6715","0.860873924299772","0.853120779297922","0.868627069301622","0"
"Not disabled","2018","Rural Area","Male","3681","0.859303580131799","0.848789129549868","0.869818030713729","0"
"Disabled","2019","Urban Area","Male","820","0.128388349893337","0.120714540941175","0.136062158845498","1"
"Disabled","2019","Urban Area","Female","792","0.118466827547329","0.111447854371285","0.125485800723374","1"
"Disabled","2019","Rural Area","Male","506","0.143969788685292","0.133419104356026","0.154520473014557","1"
"Disabled","2019","Rural Area","Female","515","0.131006706435561","0.121265792334956","0.140747620536165","1"
"Not disabled","2019","Urban Area","Female","7351","0.881533172452671","0.874514199276626","0.888552145628715","0"
"Not disabled","2019","Rural Area","Female","4094","0.868993293564439","0.859252379463834","0.878734207665044","0"
"Not disabled","2019","Urban Area","Male","6480","0.871611650106663","0.863937841154502","0.879285459058825","0"
"Not disabled","2019","Rural Area","Male","3747","0.856030211314708","0.845479526985443","0.866580895643974","0"
