"m11124","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Not disabled","1992","16-34 y.","4898","0.981425984711856","0.977678381267164","0.985173588156548"
"Not disabled","1992","35-65 y.","6136","0.875687571372193","0.867872556738887","0.883502586005498"
"Not disabled","1992","66 and older","1058","0.714893956254405","0.691720364401682","0.738067548107128"
"Disabled","1992","16-34 y.","88","0.0185740152881438","0.014826411843452","0.0223216187328357"
"Disabled","1992","35-65 y.","711","0.124312428627807","0.116497413994502","0.132127443261113"
"Disabled","1992","66 and older","400","0.285106043745595","0.261932451892872","0.308279635598318"
"Not disabled","1993","16-34 y.","","","",""
"Not disabled","1993","35-65 y.","","","",""
"Not disabled","1993","66 and older","","","",""
"Disabled","1993","16-34 y.","","","",""
"Disabled","1993","35-65 y.","","","",""
"Disabled","1993","66 and older","","","",""
"Not disabled","1994","16-34 y.","4730","0.983811181487506","0.980244337147622","0.987378025827389"
"Not disabled","1994","35-65 y.","5887","0.87979080139901","0.871924161233613","0.887657441564407"
"Not disabled","1994","66 and older","1105","0.719951037081601","0.697295626549304","0.742606447613898"
"Disabled","1994","16-34 y.","79","0.0161888185124945","0.012621974172611","0.0197556628523779"
"Disabled","1994","35-65 y.","678","0.12020919860099","0.112342558435593","0.128075838766387"
"Disabled","1994","66 and older","404","0.280048962918399","0.257393552386102","0.302704373450696"
"Not disabled","1995","16-34 y.","4853","0.983017621805341","0.979415348778128","0.986619894832555"
"Not disabled","1995","35-65 y.","6058","0.878552327518214","0.87077081090794","0.886333844128487"
"Not disabled","1995","66 and older","1103","0.693612755098936","0.670588711087727","0.716636799110146"
"Disabled","1995","16-34 y.","89","0.0169823781946584","0.013380105167445","0.0205846512218719"
"Disabled","1995","35-65 y.","711","0.121447672481786","0.113666155871513","0.12922918909206"
"Disabled","1995","66 and older","437","0.306387244901064","0.283363200889855","0.329411288912273"
"Not disabled","1996","16-34 y.","4683","0.982324024259558","0.978584964004126","0.986063084514991"
"Not disabled","1996","35-65 y.","6013","0.874115852821363","0.866193000620684","0.882038705022043"
"Not disabled","1996","66 and older","1132","0.701236802323488","0.678603084439018","0.723870520207957"
"Disabled","1996","16-34 y.","88","0.0176759757404415","0.0139369154850086","0.0214150359958743"
"Disabled","1996","35-65 y.","721","0.125884147178637","0.117961294977957","0.133806999379316"
"Disabled","1996","66 and older","439","0.298763197676513","0.276129479792043","0.321396915560982"
"Not disabled","1997","16-34 y.","4539","0.982398189092222","0.978608403200667","0.986187974983777"
"Not disabled","1997","35-65 y.","5905","0.87284434206812","0.864821575162368","0.880867108973873"
"Not disabled","1997","66 and older","1181","0.71749884155876","0.695459325785089","0.739538357332432"
"Disabled","1997","16-34 y.","86","0.0176018109077783","0.0138120250162234","0.0213915967993331"
"Disabled","1997","35-65 y.","719","0.127155657931879","0.119132891026127","0.135178424837632"
"Disabled","1997","66 and older","422","0.28250115844124","0.260461642667568","0.304540674214911"
"Not disabled","1998","16-34 y.","4791","0.981481095001293","0.977698914002457","0.985263276000129"
"Not disabled","1998","35-65 y.","6686","0.880558396506885","0.873225116120456","0.887891676893315"
"Not disabled","1998","66 and older","1369","0.699237571175411","0.678529873717294","0.719945268633529"
"Disabled","1998","16-34 y.","90","0.0185189049987072","0.0147367239998714","0.022301085997543"
"Disabled","1998","35-65 y.","827","0.119441603493115","0.112108323106686","0.126774883879545"
"Disabled","1998","66 and older","515","0.300762428824589","0.280054731366471","0.321470126282706"
"Not disabled","1999","16-34 y.","4527","0.982340596305604","0.978539380686574","0.986141811924634"
"Not disabled","1999","35-65 y.","6486","0.877404255057246","0.869882225990777","0.884926284123714"
"Not disabled","1999","66 and older","1321","0.686673093338718","0.665403818751306","0.707942367926131"
"Disabled","1999","16-34 y.","85","0.0176594036943958","0.013858188075366","0.0214606193134257"
"Disabled","1999","35-65 y.","817","0.122595744942754","0.115073715876286","0.130117774009223"
"Disabled","1999","66 and older","506","0.313326906661282","0.292057632073869","0.334596181248694"
"Not disabled","2000","16-34 y.","7011","0.981719082680507","0.97861063393368","0.984827531427335"
"Not disabled","2000","35-65 y.","11983","0.886092486492459","0.880722573481921","0.891462399502998"
"Not disabled","2000","66 and older","2768","0.748857841181068","0.7347424248043","0.762973257557837"
"Disabled","2000","16-34 y.","124","0.0182809173194926","0.0151724685726651","0.0213893660663201"
"Disabled","2000","35-65 y.","1463","0.113907513507541","0.108537600497002","0.119277426518079"
"Disabled","2000","66 and older","858","0.251142158818932","0.237026742442163","0.2652575751957"
"Not disabled","2001","16-34 y.","6188","0.982272129669535","0.979012821400195","0.985531437938876"
"Not disabled","2001","35-65 y.","10959","0.884137328450261","0.878477414614565","0.889797242285958"
"Not disabled","2001","66 and older","2634","0.756279165316757","0.741890436269827","0.770667894363687"
"Disabled","2001","16-34 y.","109","0.0177278703304647","0.0144685620611241","0.0209871785998054"
"Disabled","2001","35-65 y.","1325","0.115862671549739","0.110202757714042","0.121522585385435"
"Disabled","2001","66 and older","786","0.243720834683243","0.229332105636313","0.258109563730173"
"Not disabled","2002","16-34 y.","6069","0.977709539666306","0.974029835429477","0.981389243903136"
"Not disabled","2002","35-65 y.","11896","0.878063910504805","0.872502301521722","0.883625519487889"
"Not disabled","2002","66 and older","2754","0.740956645986848","0.726700665967802","0.755212626005893"
"Disabled","2002","16-34 y.","114","0.0222904603336936","0.0186107560968641","0.0259701645705232"
"Disabled","2002","35-65 y.","1401","0.121936089495195","0.116374480512111","0.127497698478278"
"Disabled","2002","66 and older","874","0.259043354013152","0.244787373994107","0.273299334032198"
"Not disabled","2003","16-34 y.","5778","0.980236655580122","0.976680281404399","0.983793029755845"
"Not disabled","2003","35-65 y.","11341","0.881124460848246","0.875491950821058","0.886756970875434"
"Not disabled","2003","66 and older","2792","0.742199734086487","0.728082334333105","0.756317133839868"
"Disabled","2003","16-34 y.","106","0.019763344419878","0.0162069702441547","0.0233197185956013"
"Disabled","2003","35-65 y.","1342","0.118875539151754","0.113243029124566","0.124508049178942"
"Disabled","2003","66 and older","896","0.257800265913513","0.243682866160132","0.271917665666895"
"Not disabled","2004","16-34 y.","5530","0.976625776929081","0.972682995296227","0.980568558561936"
"Not disabled","2004","35-65 y.","10931","0.876732129984498","0.870911532594849","0.882552727374147"
"Not disabled","2004","66 and older","2865","0.739118494192049","0.725155063775036","0.753081924609062"
"Disabled","2004","16-34 y.","111","0.0233742230709187","0.0194314414380642","0.0273170047037732"
"Disabled","2004","35-65 y.","1323","0.123267870015502","0.117447272625853","0.129088467405151"
"Disabled","2004","66 and older","934","0.260881505807951","0.246918075390938","0.274844936224964"
"Not disabled","2005","16-34 y.","5240","0.977443047642839","0.973460477765373","0.981425617520305"
"Not disabled","2005","35-65 y.","10349","0.880055570008345","0.874150541533113","0.885960598483576"
"Not disabled","2005","66 and older","2864","0.737191280693227","0.723205692368624","0.75117686901783"
"Disabled","2005","16-34 y.","100","0.0225569523571609","0.0185743824796953","0.0265395222346266"
"Disabled","2005","35-65 y.","1280","0.119944429991655","0.114039401516424","0.125849458466887"
"Disabled","2005","66 and older","941","0.262808719306773","0.24882313098217","0.276794307631376"
"Not disabled","2006","16-34 y.","5054","0.977181486848346","0.973101237651676","0.981261736045016"
"Not disabled","2006","35-65 y.","11060","0.879670703091822","0.873947746092296","0.885393660091347"
"Not disabled","2006","66 and older","3356","0.731037634571863","0.718042994122245","0.744032275021481"
"Disabled","2006","16-34 y.","91","0.0228185131516542","0.018738263954984","0.0268987623483244"
"Disabled","2006","35-65 y.","1355","0.120329296908178","0.114606339908653","0.126052253907704"
"Disabled","2006","66 and older","1117","0.268962365428137","0.25596772497852","0.281957005877755"
"Not disabled","2007","16-34 y.","4646","0.979060912808851","0.97497966386717","0.983142161750532"
"Not disabled","2007","35-65 y.","10192","0.877800429987848","0.87180588921786","0.883794970757837"
"Not disabled","2007","66 and older","3323","0.740421444085347","0.727451467239798","0.753391420930896"
"Disabled","2007","16-34 y.","82","0.0209390871911488","0.0168578382494681","0.0250203361328294"
"Disabled","2007","35-65 y.","1275","0.122199570012152","0.116205029242163","0.12819411078214"
"Disabled","2007","66 and older","1066","0.259578555914653","0.246608579069104","0.272548532760202"
"Not disabled","2008","16-34 y.","4305","0.98058709299933","0.976498748955073","0.984675437043587"
"Not disabled","2008","35-65 y.","9485","0.877954276276483","0.871743835630564","0.884164716922402"
"Not disabled","2008","66 and older","3324","0.746564352947738","0.733632203791474","0.759496502104003"
"Disabled","2008","16-34 y.","70","0.0194129070006702","0.0153245629564133","0.0235012510449271"
"Disabled","2008","35-65 y.","1187","0.122045723723517","0.115835283077598","0.128256164369436"
"Disabled","2008","66 and older","1022","0.253435647052261","0.240503497895997","0.266367796208526"
"Not disabled","2009","16-34 y.","3937","0.981716086925796","0.97756627337616","0.985865900475431"
"Not disabled","2009","35-65 y.","8756","0.875663910288892","0.869155920439907","0.882171900137877"
"Not disabled","2009","66 and older","3228","0.751066592915393","0.738002145665945","0.764131040164841"
"Disabled","2009","16-34 y.","67","0.0182839130742045","0.0141340995245689","0.02243372662384"
"Disabled","2009","35-65 y.","1119","0.124336089711108","0.117828099862123","0.130844079560093"
"Disabled","2009","66 and older","980","0.248933407084607","0.235868959835159","0.261997854334055"
"Not disabled","2010","16-34 y.","6474","0.977824682011589","0.974266455643776","0.981382908379403"
"Not disabled","2010","35-65 y.","12149","0.877004338938993","0.871437041867724","0.882571636010263"
"Not disabled","2010","66 and older","3119","0.755919575201449","0.742695538059559","0.76914361234334"
"Disabled","2010","16-34 y.","105","0.0221753179884108","0.0186170916205973","0.0257335443562243"
"Disabled","2010","35-65 y.","1220","0.122995661061007","0.117428363989737","0.128562958132276"
"Disabled","2010","66 and older","934","0.244080424798551","0.23085638765666","0.257304461940441"
"Not disabled","2011","16-34 y.","6703","0.979115263428863","0.97572120623001","0.982509320627716"
"Not disabled","2011","35-65 y.","14808","0.87770813013272","0.872699290926803","0.882716969338638"
"Not disabled","2011","66 and older","4035","0.76223454073484","0.750665919250989","0.773803162218691"
"Disabled","2011","16-34 y.","116","0.0208847365711369","0.0174906793722842","0.0242787937699896"
"Disabled","2011","35-65 y.","1627","0.12229186986728","0.117283030661362","0.127300709073197"
"Disabled","2011","66 and older","1167","0.23776545926516","0.226196837781309","0.249334080749011"
"Not disabled","2012","16-34 y.","6238","0.973332277825643","0.969372753120393","0.977291802530894"
"Not disabled","2012","35-65 y.","14384","0.871319168076303","0.86614465340201","0.876493682750595"
"Not disabled","2012","66 and older","4043","0.763069083198741","0.751568499625716","0.774569666771766"
"Disabled","2012","16-34 y.","122","0.0266677221743566","0.0227081974691064","0.0306272468796068"
"Disabled","2012","35-65 y.","1702","0.128680831923697","0.123506317249405","0.13385534659799"
"Disabled","2012","66 and older","1208","0.236930916801259","0.225430333228234","0.248431500374284"
"Not disabled","2013","16-34 y.","7733","0.974595246826004","0.971120827955351","0.978069665696657"
"Not disabled","2013","35-65 y.","15935","0.866094485654381","0.861082871426865","0.871106099881897"
"Not disabled","2013","66 and older","3970","0.77106879982073","0.759534537294808","0.782603062346653"
"Disabled","2013","16-34 y.","146","0.0254047531739957","0.0219303343033429","0.0288791720446485"
"Disabled","2013","35-65 y.","1803","0.133905514345619","0.128893900118103","0.138917128573135"
"Disabled","2013","66 and older","1127","0.22893120017927","0.217396937653347","0.240465462705192"
"Not disabled","2014","16-34 y.","6440","0.970801943956635","0.966736138944911","0.974867748968359"
"Not disabled","2014","35-65 y.","13926","0.862962438430177","0.857562434698671","0.868362442161684"
"Not disabled","2014","66 and older","3807","0.756160146561306","0.744255700228136","0.768064592894476"
"Disabled","2014","16-34 y.","147","0.0291980560433653","0.0251322510316412","0.0332638610550894"
"Disabled","2014","35-65 y.","1653","0.137037561569823","0.131637557838316","0.142437565301329"
"Disabled","2014","66 and older","1191","0.243839853438694","0.231935407105524","0.255744299771864"
"Not disabled","2015","16-34 y.","6595","0.974075747124012","0.970277213062601","0.977874281185422"
"Not disabled","2015","35-65 y.","13712","0.866312889035469","0.86090808071647","0.871717697354469"
"Not disabled","2015","66 and older","3824","0.766787682403138","0.755006125899329","0.778569238906946"
"Disabled","2015","16-34 y.","128","0.025924252875988","0.0221257188145775","0.0297227869373985"
"Disabled","2015","35-65 y.","1518","0.133687110964531","0.128282302645531","0.13909191928353"
"Disabled","2015","66 and older","1125","0.233212317596862","0.221430761093054","0.24499387410067"
"Not disabled","2016","16-34 y.","5573","0.972793539672816","0.968564622137786","0.977022457207845"
"Not disabled","2016","35-65 y.","12532","0.868641354979471","0.863031478578063","0.874251231380879"
"Not disabled","2016","66 and older","3655","0.759938713936154","0.747803691389221","0.772073736483088"
"Disabled","2016","16-34 y.","112","0.0272064603271844","0.0229775427921546","0.0314353778622143"
"Disabled","2016","35-65 y.","1396","0.131358645020529","0.125748768619121","0.136968521421937"
"Disabled","2016","66 and older","1104","0.240061286063846","0.227926263516912","0.25219630861078"
"Not disabled","2017","16-34 y.","6110","0.973424165559529","0.969434093624662","0.977414237494396"
"Not disabled","2017","35-65 y.","13781","0.866546406476072","0.861176531265276","0.871916281686867"
"Not disabled","2017","66 and older","3903","0.774704236657689","0.763143899020737","0.78626457429464"
"Disabled","2017","16-34 y.","132","0.0265758344404711","0.0225857625056042","0.0305659063753381"
"Disabled","2017","35-65 y.","1625","0.133453593523928","0.128083718313133","0.138823468734724"
"Disabled","2017","66 and older","1114","0.225295763342311","0.21373542570536","0.236856100979263"
"Not disabled","2018","16-34 y.","5912","0.973493383751559","0.969444961090227","0.977541806412892"
"Not disabled","2018","35-65 y.","13029","0.872730471377187","0.86733262502298","0.878128317731394"
"Not disabled","2018","66 and older","3851","0.763345473590382","0.751612510150801","0.775078437029962"
"Disabled","2018","16-34 y.","136","0.0265066162484408","0.0224581935871081","0.0305550389097735"
"Disabled","2018","35-65 y.","1615","0.127269528622813","0.121871682268606","0.13266737497702"
"Disabled","2018","66 and older","1190","0.236654526409618","0.224921562970038","0.248387489849199"
"Not disabled","2019","16-34 y.","5318","0.969932669201953","0.965400056893968","0.974465281509937"
"Not disabled","2019","35-65 y.","13585","0.875133425772599","0.869868377416202","0.880398474128995"
"Not disabled","2019","66 and older","4077","0.769648624085439","0.758233950550609","0.781063297620268"
"Disabled","2019","16-34 y.","135","0.0300673307980475","0.0255347184900634","0.0345999431060316"
"Disabled","2019","35-65 y.","1558","0.124866574227401","0.119601525871005","0.130131622583798"
"Disabled","2019","66 and older","1150","0.230351375914561","0.218936702379732","0.241766049449391"
