"m11124","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1995","Rhineland-Palatinate,Saarland","Urban Area","55","0.129281157670827","0.101761905717305","0.156800409624349","1"
"Disabled","1995","Rhineland-Palatinate,Saarland","Rural Area","12","","","","1"
"Disabled","1995","Baden-Württemberg","Urban Area","136","0.102802655434538","0.0877991795978128","0.117806131271264","1"
"Disabled","1995","Baden-Württemberg","Rural Area","26","","","","1"
"Disabled","1995","Bavaria","Urban Area","78","0.131962065674083","0.10914217068776","0.154781960660407","1"
"Disabled","1995","Bavaria","Rural Area","63","0.116619013436038","0.0948617806899006","0.138376246182176","1"
"Disabled","1995","Mecklenburg-Western Pomerania","Urban Area","3","","","","1"
"Disabled","1995","Mecklenburg-Western Pomerania","Rural Area","30","0.0967578288924747","0.0661772271313395","0.12733843065361","1"
"Disabled","1995","Saxony","Urban Area","41","0.0966497386658269","0.0724350713918117","0.120864405939842","1"
"Disabled","1995","Saxony","Rural Area","28","","","","1"
"Disabled","1995","Thuringia","Urban Area","10","","","","1"
"Disabled","1995","Thuringia","Rural Area","27","","","","1"
"Disabled","1995","Saxony-Anhalt","Urban Area","7","","","","1"
"Disabled","1995","Saxony-Anhalt","Rural Area","34","0.0959509183786855","0.0702887467502755","0.121613090007095","1"
"Not disabled","1995","Schleswig-Holstein","Urban Area","120","0.842831861490339","0.781886517229436","0.903777205751243","0"
"Not disabled","1995","Schleswig-Holstein","Rural Area","130","0.884260871968507","0.832009565707064","0.93651217822995","0"
"Not disabled","1995","Hamburg","Urban Area","120","0.838221437897132","0.775400995149055","0.901041880645209","0"
"Not disabled","1995","Hamburg","Rural Area","","","","","0"
"Not disabled","1995","Hesse","Urban Area","722","0.89305589726483","0.871707371363481","0.914404423166178","0"
"Not disabled","1995","Hesse","Rural Area","121","0.818595275771585","0.75498936902766","0.882201182515509","0"
"Not disabled","1995","Rhineland-Palatinate,Saarland","Urban Area","516","0.870718842329173","0.843199590375651","0.898238094282695","0"
"Not disabled","1995","Rhineland-Palatinate,Saarland","Rural Area","123","0.886531145294936","0.833029573479595","0.940032717110278","0"
"Not disabled","1995","Baden-Württemberg","Urban Area","1438","0.897197344565462","0.882193868728736","0.912200820402187","0"
"Not disabled","1995","Baden-Württemberg","Rural Area","200","0.823494349515862","0.773788959055218","0.873199739976505","0"
"Not disabled","1995","Bavaria","Urban Area","767","0.868037934325917","0.845218039339593","0.89085782931224","0"
"Not disabled","1995","Bavaria","Rural Area","773","0.883380986563962","0.861623753817824","0.905138219310099","0"
"Not disabled","1995","Berlin","Urban Area","496","0.850036830381841","0.820674866485374","0.879398794278308","0"
"Not disabled","1995","Berlin","Rural Area","","","","","0"
"Not disabled","1995","Brandenburg","Urban Area","18","","","","0"
"Not disabled","1995","Brandenburg","Rural Area","521","0.907383931773111","0.883522567332634","0.931245296213589","0"
"Not disabled","1995","Mecklenburg-Western Pomerania","Urban Area","51","0.907962535907358","0.830860206747962","0.985064865066754","0"
"Not disabled","1995","Mecklenburg-Western Pomerania","Rural Area","329","0.903242171107525","0.87266156934639","0.933822772868661","0"
"Not disabled","1995","Lower Saxony","Urban Area","495","0.849893158160792","0.82041563770312","0.879370678618464","0"
"Not disabled","1995","Lower Saxony","Rural Area","435","0.891145218631455","0.863106580492135","0.919183856770775","0"
"Not disabled","1995","Bremen","Urban Area","81","0.821101021815522","0.74362159654716","0.898580447083885","0"
"Not disabled","1995","Saxony","Urban Area","531","0.903350261334173","0.879135594060158","0.927564928608188","0"
"Not disabled","1995","Saxony","Rural Area","496","0.941375015171031","0.921260704529675","0.961489325812387","0"
"Not disabled","1995","Saxony-Anhalt","Urban Area","176","0.970386708269209","0.945826145812413","0.994947270726006","0"
"Not disabled","1995","Bremen","Rural Area","","","","","0"
"Not disabled","1995","North Rhine-Westphalia","Urban Area","2211","0.841648743018242","0.827343981051552","0.855953504984932","0"
"Not disabled","1995","Saxony-Anhalt","Rural Area","472","0.904049081621314","0.878386909992904","0.929711253249724","0"
"Not disabled","1995","Thuringia","Urban Area","177","0.926846557631183","0.889525959790206","0.96416715547216","0"
"Not disabled","1995","North Rhine-Westphalia","Rural Area","60","0.877814600163151","0.801094329177425","0.954534871148876","0"
"Not disabled","1995","Thuringia","Rural Area","435","0.91773865509418","0.892684225583257","0.942793084605102","0"
"Disabled","1996","Schleswig-Holstein","Urban Area","17","","","","1"
"Disabled","1996","Hamburg","Urban Area","14","","","","1"
"Disabled","1996","Lower Saxony","Urban Area","64","0.150485374077549","0.120819061532574","0.180151686622524","1"
"Disabled","1996","Schleswig-Holstein","Rural Area","15","","","","1"
"Disabled","1996","Hamburg","Rural Area","","","","","1"
"Disabled","1996","Lower Saxony","Rural Area","41","0.101221552571922","0.0744880118031548","0.127955093340689","1"
"Disabled","1996","Bremen","Urban Area","15","","","","1"
"Disabled","1996","Bremen","Rural Area","","","","","1"
"Disabled","1996","North Rhine-Westphalia","Urban Area","284","0.149958682816375","0.135960528100349","0.163956837532401","1"
"Disabled","1996","North Rhine-Westphalia","Rural Area","8","","","","1"
"Disabled","1996","Berlin","Urban Area","70","0.160608434971742","0.129754176268639","0.191462693674846","1"
"Disabled","1996","Hesse","Urban Area","81","0.109593305757325","0.0876003570397456","0.131586254474904","1"
"Disabled","1996","Berlin","Rural Area","","","","","1"
"Disabled","1996","Brandenburg","Urban Area","1","","","","1"
"Disabled","1996","Brandenburg","Rural Area","47","0.0973652889642163","0.0729423474655033","0.121788230462929","1"
"Disabled","1996","Hesse","Rural Area","22","","","","1"
"Disabled","1996","Rhineland-Palatinate,Saarland","Urban Area","56","0.136878364369491","0.108435713827333","0.165321014911648","1"
"Disabled","1996","Baden-Württemberg","Urban Area","138","0.0980991217266988","0.0830263105438146","0.113171932909583","1"
"Disabled","1996","Rhineland-Palatinate,Saarland","Rural Area","12","","","","1"
"Disabled","1996","Baden-Württemberg","Rural Area","31","0.23196395948736","0.175804970496941","0.288122948477778","1"
"Disabled","1996","Bavaria","Urban Area","71","0.125699731964778","0.103037135598286","0.148362328331271","1"
"Disabled","1996","Bavaria","Rural Area","71","0.12082761924825","0.0987867572544003","0.142868481242099","1"
"Disabled","1996","Mecklenburg-Western Pomerania","Urban Area","4","","","","1"
"Disabled","1996","Mecklenburg-Western Pomerania","Rural Area","28","","","","1"
"Disabled","1996","Saxony","Urban Area","38","0.0959975058703298","0.0717068827206336","0.120288129020026","1"
"Disabled","1996","Saxony","Rural Area","28","","","","1"
"Disabled","1996","Thuringia","Urban Area","11","","","","1"
"Disabled","1996","Thuringia","Rural Area","33","0.0940276227267166","0.0674994815045471","0.120555763948886","1"
"Disabled","1996","Saxony-Anhalt","Urban Area","13","","","","1"
"Disabled","1996","Saxony-Anhalt","Rural Area","35","0.101733193545127","0.0744035997505155","0.129062787339738","1"
"Not disabled","1996","Schleswig-Holstein","Urban Area","122","0.852713603447362","0.793798912325034","0.91162829456969","0"
"Not disabled","1996","Schleswig-Holstein","Rural Area","130","0.857135921076041","0.80017848116232","0.914093360989762","0"
"Not disabled","1996","Hamburg","Urban Area","114","0.821562235729365","0.755232735231695","0.887891736227035","0"
"Not disabled","1996","Hamburg","Rural Area","","","","","0"
"Not disabled","1996","Hesse","Urban Area","694","0.890406694242675","0.868413745525096","0.912399642960254","0"
"Not disabled","1996","Hesse","Rural Area","118","0.797450559533798","0.730877045628064","0.864024073439533","0"
"Not disabled","1996","Rhineland-Palatinate,Saarland","Urban Area","505","0.863121635630509","0.834678985088352","0.891564286172667","0"
"Not disabled","1996","Rhineland-Palatinate,Saarland","Rural Area","123","0.858603197870913","0.799827573497309","0.917378822244517","0"
"Not disabled","1996","Baden-Württemberg","Urban Area","1358","0.901900878273301","0.886828067090417","0.916973689456185","0"
"Not disabled","1996","Baden-Württemberg","Rural Area","186","0.76803604051264","0.711877051522222","0.824195029503059","0"
"Not disabled","1996","Bavaria","Urban Area","751","0.874300268035221","0.851637671668729","0.896962864401714","0"
"Not disabled","1996","Bavaria","Rural Area","769","0.87917238075175","0.857131518757901","0.9012132427456","0"
"Not disabled","1996","Berlin","Urban Area","474","0.839391565028258","0.808537306325154","0.870245823731361","0"
"Not disabled","1996","Berlin","Rural Area","","","","","0"
"Not disabled","1996","Brandenburg","Urban Area","31","0.968686777234611","0.908343530775293","1.02903002369393","0"
"Not disabled","1996","Brandenburg","Rural Area","519","0.902634711035784","0.878211769537071","0.927057652534497","0"
"Not disabled","1996","Mecklenburg-Western Pomerania","Urban Area","50","0.891111647642273","0.808029448331719","0.974193846952827","0"
"Not disabled","1996","Mecklenburg-Western Pomerania","Rural Area","316","0.912267265587623","0.882371426433562","0.942163104741685","0"
"Not disabled","1996","Saxony","Urban Area","527","0.90400249412967","0.879711870979974","0.928293117279366","0"
"Not disabled","1996","Saxony","Rural Area","511","0.944385825387874","0.925038488832391","0.963733161943357","0"
"Not disabled","1996","Saxony-Anhalt","Urban Area","193","0.918877531427864","0.881594271739119","0.95616079111661","0"
"Not disabled","1996","Lower Saxony","Urban Area","494","0.849514625922451","0.819848313377476","0.879180938467426","0"
"Not disabled","1996","Lower Saxony","Rural Area","448","0.898778447428078","0.872044906659311","0.925511988196845","0"
"Not disabled","1996","Bremen","Urban Area","79","0.788654766910774","0.706122483864835","0.871187049956712","0"
"Not disabled","1996","Saxony-Anhalt","Rural Area","435","0.898266806454873","0.870937212660262","0.925596400249485","0"
"Not disabled","1996","Thuringia","Urban Area","178","0.912041065878342","0.87166124718139","0.952420884575295","0"
"Not disabled","1996","Bremen","Rural Area","","","","","0"
"Not disabled","1996","North Rhine-Westphalia","Urban Area","2215","0.850041317183625","0.836043162467599","0.864039471899651","0"
"Not disabled","1996","Thuringia","Rural Area","432","0.905972377273283","0.879444236051114","0.932500518495453","0"
"Not disabled","1996","North Rhine-Westphalia","Rural Area","55","0.880792053174228","0.800777844575198","0.960806261773258","0"
"Disabled","1997","Hamburg","Urban Area","12","","","","1"
"Disabled","1997","Schleswig-Holstein","Urban Area","17","","","","1"
"Disabled","1997","Schleswig-Holstein","Rural Area","14","","","","1"
"Disabled","1997","Hamburg","Rural Area","","","","","1"
"Disabled","1997","Lower Saxony","Urban Area","67","0.151994506241467","0.122259546429241","0.181729466053692","1"
"Disabled","1997","Lower Saxony","Rural Area","46","0.120807403786472","0.0917127389493341","0.14990206862361","1"
"Disabled","1997","Bremen","Urban Area","11","","","","1"
"Disabled","1997","Bremen","Rural Area","","","","","1"
"Disabled","1997","North Rhine-Westphalia","Urban Area","269","0.146771362451802","0.132744451693516","0.160798273210088","1"
"Disabled","1997","North Rhine-Westphalia","Rural Area","9","","","","1"
"Disabled","1997","Hesse","Urban Area","75","0.099676136230855","0.0778249775657848","0.121527294895925","1"
"Disabled","1997","Berlin","Urban Area","64","0.160398949323791","0.128518352274495","0.192279546373088","1"
"Disabled","1997","Hesse","Rural Area","17","","","","1"
"Disabled","1997","Berlin","Rural Area","","","","","1"
"Disabled","1997","Brandenburg","Urban Area","2","","","","1"
"Disabled","1997","Rhineland-Palatinate,Saarland","Urban Area","59","0.139554263654998","0.11115655005524","0.167951977254756","1"
"Disabled","1997","Brandenburg","Rural Area","53","0.1040946491064","0.079024556904224","0.129164741308576","1"
"Disabled","1997","Baden-Württemberg","Urban Area","146","0.110774797744262","0.094949852238268","0.126599743250256","1"
"Disabled","1997","Rhineland-Palatinate,Saarland","Rural Area","13","","","","1"
"Disabled","1997","Baden-Württemberg","Rural Area","33","0.246369160345365","0.187527220245453","0.305211100445278","1"
"Disabled","1997","Bavaria","Urban Area","67","0.113623540774643","0.0918357822796761","0.13541129926961","1"
"Disabled","1997","Bavaria","Rural Area","69","0.124751515687694","0.102023648886056","0.147479382489333","1"
"Disabled","1997","Mecklenburg-Western Pomerania","Urban Area","4","","","","1"
"Disabled","1997","Mecklenburg-Western Pomerania","Rural Area","28","","","","1"
"Disabled","1997","Saxony","Urban Area","36","0.0908333603170369","0.0669252068048256","0.114741513829248","1"
"Disabled","1997","Saxony","Rural Area","31","0.0559746797408894","0.0363858773487027","0.0755634821330762","1"
"Disabled","1997","Thuringia","Urban Area","13","","","","1"
"Disabled","1997","Thuringia","Rural Area","30","0.0935472233572434","0.0670514168679493","0.120043029846538","1"
"Disabled","1997","Saxony-Anhalt","Urban Area","12","","","","1"
"Disabled","1997","Saxony-Anhalt","Rural Area","30","0.0702290406176583","0.0470033855963901","0.0934546956389265","1"
"Not disabled","1997","Schleswig-Holstein","Urban Area","114","0.819225885621623","0.75332634339679","0.885125427846455","0"
"Not disabled","1997","Schleswig-Holstein","Rural Area","127","0.878865546874199","0.825009608664409","0.93272148508399","0"
"Not disabled","1997","Hamburg","Urban Area","112","0.836231146097485","0.77109589782152","0.90136639437345","0"
"Not disabled","1997","Hamburg","Rural Area","","","","","0"
"Not disabled","1997","Hesse","Urban Area","647","0.900323863769145","0.878472705104075","0.922175022434215","0"
"Not disabled","1997","Hesse","Rural Area","115","0.828612361777534","0.764324855976646","0.892899867578423","0"
"Not disabled","1997","Rhineland-Palatinate,Saarland","Urban Area","513","0.860445736345002","0.832048022745244","0.88884344994476","0"
"Not disabled","1997","Rhineland-Palatinate,Saarland","Rural Area","127","0.865268825607223","0.808710876945823","0.921826774268624","0"
"Not disabled","1997","Baden-Württemberg","Urban Area","1365","0.889225202255738","0.873400256749744","0.905050147761732","0"
"Not disabled","1997","Baden-Württemberg","Rural Area","173","0.753630839654635","0.694788899554722","0.812472779754547","0"
"Not disabled","1997","Bavaria","Urban Area","748","0.886376459225357","0.86458870073039","0.908164217720324","0"
"Not disabled","1997","Bavaria","Rural Area","743","0.875248484312306","0.852520617510667","0.897976351113944","0"
"Not disabled","1997","Berlin","Urban Area","445","0.839601050676208","0.807720453626912","0.871481647725505","0"
"Not disabled","1997","Berlin","Rural Area","","","","","0"
"Not disabled","1997","Brandenburg","Urban Area","25","","","","0"
"Not disabled","1997","Brandenburg","Rural Area","517","0.8959053508936","0.870835258691424","0.920975443095776","0"
"Not disabled","1997","Mecklenburg-Western Pomerania","Urban Area","53","0.894274485173489","0.814450025510277","0.974098944836701","0"
"Not disabled","1997","Mecklenburg-Western Pomerania","Rural Area","300","0.902415980979125","0.870301278100085","0.934530683858166","0"
"Not disabled","1997","Lower Saxony","Urban Area","493","0.848005493758533","0.818270533946308","0.877740453570759","0"
"Not disabled","1997","Lower Saxony","Rural Area","436","0.879192596213528","0.850097931376389","0.908287261050666","0"
"Not disabled","1997","Bremen","Urban Area","83","0.880596829633538","0.815045628774132","0.946148030492944","0"
"Not disabled","1997","Saxony","Urban Area","519","0.909166639682963","0.885258486170752","0.933074793195174","0"
"Not disabled","1997","Saxony","Rural Area","498","0.944025320259111","0.924436517866924","0.963614122651297","0"
"Not disabled","1997","Saxony-Anhalt","Urban Area","188","0.929647858078591","0.8942048158739","0.965090900283281","0"
"Not disabled","1997","Bremen","Rural Area","","","","","0"
"Not disabled","1997","North Rhine-Westphalia","Urban Area","2176","0.853228637548198","0.839201726789911","0.867255548306484","0"
"Not disabled","1997","Saxony-Anhalt","Rural Area","435","0.929770959382342","0.906545304361073","0.95299661440361","0"
"Not disabled","1997","Thuringia","Urban Area","179","0.917330951418192","0.878378753341355","0.956283149495029","0"
"Not disabled","1997","North Rhine-Westphalia","Rural Area","59","0.881375658298153","0.804522615247636","0.958228701348669","0"
"Not disabled","1997","Thuringia","Rural Area","434","0.906452776642757","0.879956970153462","0.932948583132051","0"
"Disabled","1998","Schleswig-Holstein","Rural Area","13","","","","1"
"Disabled","1998","Schleswig-Holstein","Urban Area","20","","","","1"
"Disabled","1998","Hamburg","Urban Area","18","","","","1"
"Disabled","1998","Lower Saxony","Urban Area","77","0.154579952532479","0.126238576117917","0.182921328947041","1"
"Disabled","1998","Hamburg","Rural Area","","","","","1"
"Disabled","1998","Lower Saxony","Rural Area","56","0.115903293509268","0.0898293581789502","0.141977228839586","1"
"Disabled","1998","Bremen","Urban Area","14","","","","1"
"Disabled","1998","Bremen","Rural Area","","","","","1"
"Disabled","1998","North Rhine-Westphalia","Urban Area","339","0.152152808133555","0.138818257470589","0.165487358796522","1"
"Disabled","1998","North Rhine-Westphalia","Rural Area","11","","","","1"
"Disabled","1998","Hesse","Urban Area","86","0.105729278015446","0.084448228296512","0.127010327734381","1"
"Disabled","1998","Berlin","Urban Area","57","0.116520131670604","0.0892046433726244","0.143835619968584","1"
"Disabled","1998","Hesse","Rural Area","19","","","","1"
"Disabled","1998","Rhineland-Palatinate,Saarland","Urban Area","71","0.136674973820408","0.10970157134549","0.163648376295326","1"
"Disabled","1998","Berlin","Rural Area","","","","","1"
"Disabled","1998","Brandenburg","Urban Area","2","","","","1"
"Disabled","1998","Brandenburg","Rural Area","58","0.0989395835046084","0.0749079806057823","0.122971186403435","1"
"Disabled","1998","Rhineland-Palatinate,Saarland","Rural Area","23","","","","1"
"Disabled","1998","Baden-Württemberg","Urban Area","157","0.112932473607022","0.0975292923165879","0.128335654897456","1"
"Disabled","1998","Baden-Württemberg","Rural Area","31","0.210644508081735","0.155229447629895","0.266059568533574","1"
"Disabled","1998","Bavaria","Urban Area","81","0.117822718589058","0.0968873140735073","0.138758123104609","1"
"Disabled","1998","Bavaria","Rural Area","94","0.14677328813513","0.12443420688848","0.169112369381779","1"
"Disabled","1998","Mecklenburg-Western Pomerania","Urban Area","4","","","","1"
"Disabled","1998","Mecklenburg-Western Pomerania","Rural Area","27","","","","1"
"Disabled","1998","Saxony","Urban Area","42","0.0958645997300752","0.0719049776926122","0.119824221767538","1"
"Disabled","1998","Saxony","Rural Area","29","","","","1"
"Disabled","1998","Thuringia","Urban Area","21","","","","1"
"Disabled","1998","Thuringia","Rural Area","30","0.0791239661080984","0.055650844743565","0.102597087472632","1"
"Disabled","1998","Saxony-Anhalt","Urban Area","13","","","","1"
"Disabled","1998","Saxony-Anhalt","Rural Area","39","0.0920574541438046","0.0665631430823318","0.117551765205277","1"
"Not disabled","1998","Schleswig-Holstein","Urban Area","172","0.856671665534594","0.807107168301376","0.906236162767812","0"
"Not disabled","1998","Schleswig-Holstein","Rural Area","150","0.914408625968386","0.871460972019461","0.95735627991731","0"
"Not disabled","1998","Hamburg","Urban Area","135","0.834820474273071","0.775979882904219","0.893661065641924","0"
"Not disabled","1998","Hamburg","Rural Area","","","","","0"
"Not disabled","1998","Lower Saxony","Urban Area","548","0.845420047467521","0.817078671052959","0.873761423882083","0"
"Not disabled","1998","Lower Saxony","Rural Area","523","0.884096706490732","0.858022771160414","0.91017064182105","0"
"Not disabled","1998","Bremen","Urban Area","87","0.80957794305681","0.733004995689155","0.886150890424465","0"
"Not disabled","1998","Bremen","Rural Area","","","","","0"
"Not disabled","1998","Hesse","Urban Area","716","0.894270721984554","0.872989672265619","0.915551771703488","0"
"Not disabled","1998","Hesse","Rural Area","131","0.83431055286098","0.774810992834374","0.893810112887586","0"
"Not disabled","1998","Rhineland-Palatinate,Saarland","Urban Area","552","0.863325026179592","0.836351623704674","0.89029842865451","0"
"Not disabled","1998","Rhineland-Palatinate,Saarland","Rural Area","161","0.851136174403641","0.799704188727976","0.902568160079305","0"
"Not disabled","1998","Baden-Württemberg","Urban Area","1465","0.887067526392978","0.871664345102544","0.902470707683412","0"
"Not disabled","1998","Baden-Württemberg","Rural Area","177","0.789355491918265","0.733940431466426","0.844770552370105","0"
"Not disabled","1998","Bavaria","Urban Area","830","0.882177281410942","0.861241876895391","0.903112685926493","0"
"Not disabled","1998","Bavaria","Rural Area","870","0.85322671186487","0.830887630618221","0.87556579311152","0"
"Not disabled","1998","Berlin","Urban Area","473","0.883479868329396","0.856164380031416","0.910795356627376","0"
"Not disabled","1998","Berlin","Rural Area","","","","","0"
"Not disabled","1998","Brandenburg","Urban Area","28","","","","0"
"Not disabled","1998","Brandenburg","Rural Area","535","0.901060416495391","0.877028813596565","0.925092019394218","0"
"Not disabled","1998","Mecklenburg-Western Pomerania","Urban Area","50","0.88588338092174","0.801079849729522","0.970686912113959","0"
"Not disabled","1998","Mecklenburg-Western Pomerania","Rural Area","326","0.919805381920183","0.891473115093537","0.94813764874683","0"
"Not disabled","1998","Saxony","Urban Area","538","0.904135400269925","0.880175778232462","0.928095022307388","0"
"Not disabled","1998","Saxony","Rural Area","568","0.954975462604002","0.938342038475066","0.971608886732938","0"
"Not disabled","1998","Saxony-Anhalt","Urban Area","180","0.937785997373824","0.903708681493192","0.971863313254456","0"
"Not disabled","1998","Saxony-Anhalt","Rural Area","455","0.907942545856195","0.882448234794723","0.933436856917668","0"
"Not disabled","1998","Thuringia","Urban Area","197","0.880809689264901","0.837798508823742","0.923820869706061","0"
"Not disabled","1998","North Rhine-Westphalia","Urban Area","2448","0.847847191866445","0.834512641203478","0.861181742529411","0"
"Not disabled","1998","Thuringia","Rural Area","478","0.920876033891902","0.897402912527368","0.944349155256435","0"
"Not disabled","1998","North Rhine-Westphalia","Rural Area","53","0.822211327399576","0.728541035074923","0.915881619724229","0"
"Disabled","1999","Schleswig-Holstein","Urban Area","14","","","","1"
"Disabled","1999","Schleswig-Holstein","Rural Area","16","","","","1"
"Disabled","1999","Hamburg","Urban Area","15","","","","1"
"Disabled","1999","Hamburg","Rural Area","","","","","1"
"Disabled","1999","Lower Saxony","Urban Area","79","0.156369043075533","0.127710299139346","0.185027787011719","1"
"Disabled","1999","Lower Saxony","Rural Area","49","0.124649935746531","0.0972179398653112","0.152081931627752","1"
"Disabled","1999","Bremen","Urban Area","14","","","","1"
"Disabled","1999","North Rhine-Westphalia","Urban Area","328","0.163572221555887","0.14948393746843","0.177660505643345","1"
"Disabled","1999","Bremen","Rural Area","","","","","1"
"Disabled","1999","North Rhine-Westphalia","Rural Area","10","","","","1"
"Disabled","1999","Hesse","Urban Area","81","0.111983005229545","0.0895338405394121","0.134432169919679","1"
"Disabled","1999","Hesse","Rural Area","18","","","","1"
"Disabled","1999","Rhineland-Palatinate,Saarland","Urban Area","70","0.145341279906981","0.117022113700749","0.173660446113214","1"
"Disabled","1999","Berlin","Urban Area","58","0.138227243316968","0.108447808985565","0.16800667764837","1"
"Disabled","1999","Rhineland-Palatinate,Saarland","Rural Area","27","","","","1"
"Disabled","1999","Baden-Württemberg","Urban Area","156","0.117122218997124","0.101072189172545","0.133172248821702","1"
"Disabled","1999","Berlin","Rural Area","","","","","1"
"Disabled","1999","Brandenburg","Urban Area","3","","","","1"
"Disabled","1999","Brandenburg","Rural Area","60","0.112978388983249","0.0868059182698915","0.139150859696607","1"
"Disabled","1999","Baden-Württemberg","Rural Area","27","","","","1"
"Disabled","1999","Bavaria","Urban Area","82","0.121928027568061","0.100407226167538","0.143448828968585","1"
"Disabled","1999","Bavaria","Rural Area","83","0.118387027094179","0.097465595551632","0.139308458636726","1"
"Disabled","1999","Mecklenburg-Western Pomerania","Urban Area","4","","","","1"
"Disabled","1999","Mecklenburg-Western Pomerania","Rural Area","27","","","","1"
"Disabled","1999","Saxony","Urban Area","43","0.0979256519050232","0.0733531523709769","0.12249815143907","1"
"Disabled","1999","Saxony","Rural Area","33","0.0567993799702527","0.0381858516334484","0.075412908307057","1"
"Disabled","1999","Thuringia","Urban Area","17","","","","1"
"Disabled","1999","Thuringia","Rural Area","38","0.105099397655512","0.0780826538012135","0.13211614150981","1"
"Disabled","1999","Saxony-Anhalt","Urban Area","13","","","","1"
"Disabled","1999","Saxony-Anhalt","Rural Area","43","0.0852567712622779","0.0607049372600594","0.109808605264496","1"
"Not disabled","1999","Schleswig-Holstein","Urban Area","153","0.8809113581202","0.831787651214467","0.930035065025934","0"
"Not disabled","1999","Schleswig-Holstein","Rural Area","147","0.883512937502651","0.834263690773963","0.932762184231339","0"
"Not disabled","1999","Hamburg","Urban Area","125","0.819029914930654","0.755256841030548","0.882802988830761","0"
"Not disabled","1999","Hamburg","Rural Area","","","","","0"
"Not disabled","1999","Lower Saxony","Urban Area","538","0.843630956924467","0.814972212988281","0.872289700860654","0"
"Not disabled","1999","Lower Saxony","Rural Area","508","0.875350064253469","0.847918068372248","0.902782060134689","0"
"Not disabled","1999","Bremen","Urban Area","74","0.803926381592737","0.72097483702622","0.886877926159253","0"
"Not disabled","1999","Bremen","Rural Area","","","","","0"
"Not disabled","1999","Hesse","Urban Area","677","0.888016994770455","0.865567830080321","0.910466159460588","0"
"Not disabled","1999","Hesse","Rural Area","124","0.822872137489519","0.760078804075235","0.885665470903804","0"
"Not disabled","1999","Rhineland-Palatinate,Saarland","Urban Area","525","0.854658720093018","0.826339553886786","0.882977886299251","0"
"Not disabled","1999","Rhineland-Palatinate,Saarland","Rural Area","150","0.829586788907958","0.774195177245372","0.884978400570544","0"
"Not disabled","1999","Baden-Württemberg","Urban Area","1386","0.882877781002876","0.866827751178298","0.898927810827455","0"
"Not disabled","1999","Baden-Württemberg","Rural Area","172","0.788504563830659","0.731766546109299","0.845242581552019","0"
"Not disabled","1999","Bavaria","Urban Area","806","0.878071972431939","0.856551171031415","0.899592773832462","0"
"Not disabled","1999","Bavaria","Rural Area","833","0.881612972905821","0.860691541363274","0.902534404448368","0"
"Not disabled","1999","Berlin","Urban Area","458","0.861772756683032","0.83199332235163","0.891552191014435","0"
"Not disabled","1999","Berlin","Rural Area","","","","","0"
"Not disabled","1999","Brandenburg","Urban Area","34","0.947962211299501","0.876396966970419","1.01952745562858","0"
"Not disabled","1999","Brandenburg","Rural Area","502","0.887021611016751","0.860849140303393","0.913194081730109","0"
"Not disabled","1999","Mecklenburg-Western Pomerania","Urban Area","48","0.876841723933495","0.787523758161537","0.966159689705452","0"
"Not disabled","1999","Mecklenburg-Western Pomerania","Rural Area","321","0.91455906578458","0.885189512372403","0.943928619196756","0"
"Not disabled","1999","Saxony","Urban Area","519","0.902074348094977","0.87750184856093","0.926646847629023","0"
"Not disabled","1999","Saxony","Rural Area","561","0.943200620029747","0.924587091692943","0.961814148366552","0"
"Not disabled","1999","Saxony-Anhalt","Urban Area","177","0.934941372159708","0.899872973961067","0.97000977035835","0"
"Not disabled","1999","North Rhine-Westphalia","Urban Area","2320","0.836427778444113","0.822339494356655","0.85051606253157","0"
"Not disabled","1999","Saxony-Anhalt","Rural Area","454","0.914743228737722","0.890191394735504","0.939295062739941","0"
"Not disabled","1999","Thuringia","Urban Area","210","0.913650887986672","0.877112091318157","0.950189684655188","0"
"Not disabled","1999","North Rhine-Westphalia","Rural Area","55","0.837876036875985","0.748276677733817","0.927475396018153","0"
"Not disabled","1999","Thuringia","Rural Area","457","0.894900602344488","0.86788385849019","0.921917346198786","0"
"Disabled","2000","Schleswig-Holstein","Urban Area","24","","","","1"
"Disabled","2000","Schleswig-Holstein","Rural Area","45","0.112619228039058","0.0823499292990449","0.14288852677907","1"
"Disabled","2000","Hamburg","Urban Area","37","0.167867457060842","0.125289801473905","0.210445112647779","1"
"Disabled","2000","Lower Saxony","Urban Area","134","0.147461737607247","0.12572375402562","0.169199721188875","1"
"Disabled","2000","Lower Saxony","Rural Area","80","0.0928571490486168","0.0749668324095052","0.110747465687728","1"
"Disabled","2000","Hamburg","Rural Area","","","","","1"
"Disabled","2000","North Rhine-Westphalia","Urban Area","582","0.132201741821914","0.122836736389561","0.141566747254268","1"
"Disabled","2000","Bremen","Urban Area","25","","","","1"
"Disabled","2000","Bremen","Rural Area","","","","","1"
"Disabled","2000","North Rhine-Westphalia","Rural Area","14","","","","1"
"Disabled","2000","Hesse","Urban Area","132","0.101969478277567","0.0858093449142443","0.11812961164089","1"
"Disabled","2000","Hesse","Rural Area","44","0.160014118615305","0.120696246779243","0.199331990451367","1"
"Disabled","2000","Rhineland-Palatinate,Saarland","Urban Area","121","0.126897963478109","0.107254405111982","0.146541521844235","1"
"Disabled","2000","Berlin","Urban Area","97","0.127756148401714","0.104949680144242","0.150562616659186","1"
