"m11124","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Not disabled","2011","35-65 y.","West Germany","11721","0.879514406427028","0.873912312308929","0.885116500545127"
"Not disabled","2011","35-65 y.","East Germany","3087","0.869418104487039","0.858197533093884","0.880638675880194"
"Not disabled","2011","66 and older","West Germany","2978","0.747582941034982","0.733970446749314","0.761195435320651"
"Not disabled","2011","66 and older","East Germany","1057","0.825852368252953","0.805157473048728","0.846547263457179"
"Disabled","2011","16-34 y.","West Germany","74","0.0170942465419511","0.0135856043428054","0.0206028887410968"
"Disabled","2011","16-34 y.","East Germany","42","0.0378767934325629","0.0284519980071536","0.0473015888579721"
"Disabled","2011","35-65 y.","West Germany","1250","0.120485593572972","0.114883499454873","0.126087687691071"
"Disabled","2011","35-65 y.","East Germany","377","0.130581895512961","0.119361324119806","0.141802466906116"
"Disabled","2011","66 and older","West Germany","934","0.252417058965018","0.238804564679349","0.266029553250686"
"Disabled","2011","66 and older","East Germany","233","0.174147631747047","0.153452736542821","0.194842526951272"
"Not disabled","2012","16-34 y.","West Germany","4860","0.976346316536374","0.97210770237628","0.980584930696468"
"Not disabled","2012","16-34 y.","East Germany","1378","0.959030709805459","0.948728182604943","0.969333237005975"
"Not disabled","2012","35-65 y.","West Germany","11319","0.873927916733826","0.868135377971121","0.87972045549653"
"Not disabled","2012","35-65 y.","East Germany","3065","0.859199470886364","0.847630163057998","0.870768778714729"
"Not disabled","2012","66 and older","West Germany","2995","0.754806532663916","0.741388872229509","0.768224193098323"
"Not disabled","2012","66 and older","East Germany","1048","0.799105121248324","0.777341608769975","0.820868633726673"
"Disabled","2012","16-34 y.","West Germany","78","0.0236536834636259","0.0194150693035319","0.0278922976237199"
"Disabled","2012","16-34 y.","East Germany","44","0.040969290194541","0.0306667629940247","0.0512718173950572"
"Disabled","2012","35-65 y.","West Germany","1295","0.126072083266174","0.12027954450347","0.131864622028879"
"Disabled","2012","35-65 y.","East Germany","407","0.140800529113636","0.129231221285271","0.152369836942002"
"Disabled","2012","66 and older","West Germany","954","0.245193467336084","0.231775806901677","0.258611127770491"
"Disabled","2012","66 and older","East Germany","254","0.200894878751676","0.179131366273327","0.222658391230025"
"Not disabled","2013","16-34 y.","West Germany","6413","0.976699603987099","0.973038995588187","0.980360212386011"
"Not disabled","2013","16-34 y.","East Germany","1320","0.96398614525368","0.954065300725071","0.97390698978229"
"Not disabled","2013","35-65 y.","West Germany","12810","0.868712164923076","0.863159698175623","0.874264631670529"
"Not disabled","2013","35-65 y.","East Germany","3125","0.854550007912723","0.842914885591424","0.866185130234023"
"Not disabled","2013","66 and older","West Germany","2947","0.759714228207784","0.746209399604697","0.773219056810872"
"Not disabled","2013","66 and older","East Germany","1023","0.821336119964296","0.800117127021384","0.842555112907209"
"Disabled","2013","16-34 y.","West Germany","111","0.0233003960129014","0.0196397876139895","0.0269610044118133"
"Disabled","2013","16-34 y.","East Germany","35","0.0360138547463196","0.0260930102177099","0.0459346992749294"
"Disabled","2013","35-65 y.","West Germany","1401","0.131287835076924","0.125735368329471","0.136840301824377"
"Disabled","2013","35-65 y.","East Germany","402","0.145449992087277","0.133814869765977","0.157085114408576"
"Disabled","2013","66 and older","West Germany","898","0.240285771792216","0.226780943189128","0.253790600395303"
"Disabled","2013","66 and older","East Germany","229","0.178663880035704","0.157444887092791","0.199882872978616"
"Not disabled","2014","16-34 y.","West Germany","5298","0.974086621247076","0.969849491011331","0.978323751482821"
"Not disabled","2014","16-34 y.","East Germany","1142","0.954234223354975","0.942340888157561","0.966127558552389"
"Not disabled","2014","35-65 y.","West Germany","11113","0.8652852875274","0.859274283206465","0.871296291848335"
"Not disabled","2014","35-65 y.","East Germany","2813","0.852562035655134","0.840251048925879","0.864873022384389"
"Not disabled","2014","66 and older","West Germany","2819","0.746189862692081","0.73228705748117","0.760092667902991"
"Not disabled","2014","66 and older","East Germany","988","0.801297083554038","0.779033789990858","0.823560377117218"
"Disabled","2014","16-34 y.","West Germany","103","0.0259133787529241","0.0216762485171792","0.0301505089886691"
"Disabled","2014","16-34 y.","East Germany","44","0.045765776645025","0.0338724414476106","0.0576591118424394"
"Disabled","2014","35-65 y.","West Germany","1280","0.1347147124726","0.128703708151665","0.140725716793535"
"Disabled","2014","35-65 y.","East Germany","373","0.147437964344866","0.135126977615611","0.159748951074121"
"Disabled","2014","66 and older","West Germany","945","0.253810137307919","0.239907332097009","0.26771294251883"
"Disabled","2014","66 and older","East Germany","246","0.198702916445962","0.176439622882782","0.220966210009142"
"Not disabled","2015","16-34 y.","West Germany","5487","0.97627872416001","0.972286553401426","0.980270894918594"
"Not disabled","2015","16-34 y.","East Germany","1108","0.962672672858747","0.951673550402626","0.973671795314868"
"Not disabled","2015","35-65 y.","West Germany","10990","0.868115345137765","0.862103023758256","0.874127666517273"
"Not disabled","2015","35-65 y.","East Germany","2722","0.858280161139436","0.84592909479446","0.870631227484412"
"Not disabled","2015","66 and older","West Germany","2824","0.757404408893173","0.743611162235809","0.771197655550536"
"Not disabled","2015","66 and older","East Germany","1000","0.809096659833752","0.787213027703735","0.830980291963768"
"Disabled","2015","16-34 y.","West Germany","95","0.02372127583999","0.0197291050814061","0.027713446598574"
"Disabled","2015","16-34 y.","East Germany","33","0.0373273271412531","0.0263282046851322","0.0483264495973739"
"Disabled","2015","35-65 y.","West Germany","1177","0.131884654862235","0.125872333482727","0.137896976241744"
"Disabled","2015","35-65 y.","East Germany","341","0.141719838860564","0.129368772515588","0.15407090520554"
"Disabled","2015","66 and older","West Germany","886","0.242595591106827","0.228802344449464","0.25638883776419"
"Disabled","2015","66 and older","East Germany","239","0.190903340166248","0.169019708036232","0.212786972296265"
"Not disabled","2016","16-34 y.","West Germany","4619","0.974704673160962","0.970216563597037","0.979192782724887"
"Not disabled","2016","16-34 y.","East Germany","954","0.963149868007951","0.951372783518385","0.974926952497516"
"Not disabled","2016","35-65 y.","West Germany","9962","0.869800286077604","0.863521485199299","0.87607908695591"
"Not disabled","2016","35-65 y.","East Germany","2570","0.863479222304311","0.850968015672576","0.875990428936046"
"Not disabled","2016","66 and older","West Germany","2694","0.750501148433567","0.736316452715817","0.764685844151316"
"Not disabled","2016","66 and older","East Germany","961","0.805025785018611","0.782459206083368","0.827592363953854"
"Disabled","2016","16-34 y.","West Germany","83","0.0252953268390383","0.0208072172751132","0.0297834364029634"
"Disabled","2016","16-34 y.","East Germany","29","","",""
"Disabled","2016","35-65 y.","West Germany","1073","0.130199713922396","0.12392091304409","0.136478514800701"
"Disabled","2016","35-65 y.","East Germany","323","0.136520777695689","0.124009571063954","0.149031984327424"
"Disabled","2016","66 and older","West Germany","881","0.249498851566433","0.235314155848683","0.263683547284183"
"Disabled","2016","66 and older","East Germany","223","0.194974214981389","0.172407636046146","0.217540793916632"
"Not disabled","2017","16-34 y.","West Germany","5016","0.97479181433986","0.970497194941416","0.979086433738303"
"Not disabled","2017","16-34 y.","East Germany","1094","0.96659419930582","0.956089153014002","0.977099245597638"
"Not disabled","2017","35-65 y.","West Germany","10889","0.86776338723278","0.861738075845861","0.873788698619699"
"Not disabled","2017","35-65 y.","East Germany","2892","0.860941753672819","0.849071547141636","0.872811960204003"
"Not disabled","2017","66 and older","West Germany","2893","0.765226049654482","0.751713975569598","0.778738123739365"
"Not disabled","2017","66 and older","East Germany","1010","0.821234647759778","0.799882648405654","0.842586647113903"
"Disabled","2017","16-34 y.","West Germany","102","0.0252081856601403","0.0209135662616967","0.0295028050585839"
"Disabled","2017","16-34 y.","East Germany","30","0.0334058006941801","0.0229007544023622","0.043910846985998"
"Disabled","2017","35-65 y.","West Germany","1253","0.13223661276722","0.126211301380301","0.138261924154139"
"Disabled","2017","35-65 y.","East Germany","372","0.139058246327181","0.127188039795997","0.150928452858364"
"Disabled","2017","66 and older","West Germany","887","0.234773950345518","0.221261876260635","0.248286024430402"
"Disabled","2017","66 and older","East Germany","227","0.178765352240222","0.157413352886098","0.200117351594346"
"Not disabled","2018","16-34 y.","West Germany","4855","0.975412669913815","0.971100695812773","0.979724644014858"
"Not disabled","2018","16-34 y.","East Germany","1057","0.963307860413528","0.952162167310324","0.974453553516732"
"Not disabled","2018","35-65 y.","West Germany","10232","0.874147448376522","0.868081398862057","0.880213497890987"
"Not disabled","2018","35-65 y.","East Germany","2797","0.866188858359483","0.85431680847833","0.878060908240636"
"Not disabled","2018","66 and older","West Germany","2855","0.755570791347185","0.741890815518049","0.769250767176322"
"Not disabled","2018","66 and older","East Germany","996","0.801745642707542","0.779644091330162","0.823847194084923"
"Disabled","2018","16-34 y.","West Germany","100","0.0245873300861845","0.0202753559851418","0.0288993041872272"
"Disabled","2018","16-34 y.","East Germany","36","0.036692139586472","0.0255464464832683","0.0478378326896757"
"Disabled","2018","35-65 y.","West Germany","1253","0.125852551623478","0.119786502109013","0.131918601137943"
"Disabled","2018","35-65 y.","East Germany","362","0.133811141640517","0.121939091759364","0.14568319152167"
"Disabled","2018","66 and older","West Germany","936","0.244429208652815","0.230749232823678","0.258109184481951"
"Disabled","2018","66 and older","East Germany","254","0.198254357292458","0.176152805915077","0.220355908669838"
"Not disabled","2019","16-34 y.","West Germany","4369","0.971003150323491","0.966083563363093","0.975922737283889"
"Not disabled","2019","16-34 y.","East Germany","929","0.964803959847041","0.953159294931494","0.976448624762588"
"Not disabled","2019","35-65 y.","West Germany","10613","0.876921913874564","0.870994829433247","0.88284899831588"
"Not disabled","2019","35-65 y.","East Germany","2933","0.867043860843334","0.855450880139119","0.878636841547548"
"Not disabled","2019","66 and older","West Germany","3019","0.76521505552625","0.751917381253778","0.778512729798722"
"Not disabled","2019","66 and older","East Germany","1050","0.790524093165882","0.76852144251155","0.812526743820214"
"Disabled","2019","16-34 y.","West Germany","100","0.0289968496765092","0.0240772627161112","0.0339164366369071"
"Disabled","2019","16-34 y.","East Germany","33","0.0351960401529594","0.0235513752374122","0.0468407050685066"
"Disabled","2019","35-65 y.","West Germany","1189","0.123078086125436","0.11715100168412","0.129005170566753"
"Disabled","2019","35-65 y.","East Germany","362","0.132956139156667","0.121363158452452","0.144549119860881"
"Disabled","2019","66 and older","West Germany","884","0.23478494447375","0.221487270201278","0.248082618746222"
"Disabled","2019","66 and older","East Germany","264","0.209475906834118","0.187473256179786","0.23147855748845"
