"m11124","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Not disabled","1986","(Married) couple without C. ","2386","0.999726289202068","0.999062825066494","1.00038975333764"
"Not disabled","1986","Single parent ","511","1","1","1"
"Not disabled","1986","Couple + C. LE 16 ","2410","0.999755106550271","0.999130531134291","1.00037968196625"
"Not disabled","1986","Couple + C. GT 16 ","2105","0.9995265428544","0.998597676297579","1.00045540941122"
"Not disabled","1986","Couple + C. LE and GT 16","1402","0.999382000303693","0.99808159375487","1.00068240685252"
"Disabled","1986","1-pers.-HH","","","",""
"Disabled","1986","(Married) couple without C. ","2","","",""
"Disabled","1986","Single parent ","","","",""
"Disabled","1986","Couple + C. LE 16 ","1","","",""
"Disabled","1986","Couple + C. GT 16 ","2","","",""
"Disabled","1986","Couple + C. LE and GT 16","1","","",""
"Not disabled","1987","1-pers.-HH","986","0.868518077377801","0.848656298088421","0.88837985666718"
"Not disabled","1987","(Married) couple without C. ","1979","0.818721976922408","0.80312608956948","0.834317864275336"
"Not disabled","1987","Single parent ","491","0.933891182311173","0.912555474168251","0.955226890454094"
"Not disabled","1987","Couple + C. LE 16 ","2287","0.9625187122217","0.95485237297926","0.970185051464139"
"Not disabled","1987","Couple + C. GT 16 ","1973","0.904233622444723","0.891800683143943","0.916666561745504"
"Not disabled","1987","Couple + C. LE and GT 16","1188","0.929246512924326","0.915065976302988","0.943427049545663"
"Disabled","1987","1-pers.-HH","126","0.1314819226222","0.11162014333282","0.151343701911579"
"Disabled","1987","(Married) couple without C. ","365","0.181278023077592","0.165682135724664","0.19687391043052"
"Disabled","1987","Single parent ","30","0.0661088176888275","0.0447731095459061","0.0874445258317488"
"Disabled","1987","Couple + C. LE 16 ","71","0.0374812877783002","0.0298149485358608","0.0451476270207395"
"Disabled","1987","Couple + C. GT 16 ","179","0.0957663775552764","0.0833334382544962","0.108199316856057"
"Disabled","1987","Couple + C. LE and GT 16","68","0.0707534870756745","0.0565729504543367","0.0849340236970123"
"Not disabled","1988","1-pers.-HH","923","0.851457709705267","0.830098760341448","0.872816659069086"
"Not disabled","1988","(Married) couple without C. ","1879","0.797858532834875","0.78137058585505","0.814346479814699"
"Not disabled","1988","Single parent ","478","0.939410672681297","0.918643856356571","0.960177489006023"
"Not disabled","1988","Couple + C. LE 16 ","2158","0.962837161799235","0.954986133934174","0.970688189664296"
"Not disabled","1988","Couple + C. GT 16 ","1991","0.891207408736536","0.878201865766159","0.904212951706914"
"Not disabled","1988","Couple + C. LE and GT 16","1035","0.941754307162698","0.927818441946699","0.955690172378696"
"Disabled","1988","1-pers.-HH","142","0.148542290294733","0.127183340930914","0.169901239658552"
"Disabled","1988","(Married) couple without C. ","400","0.202141467165125","0.185653520185301","0.21862941414495"
"Disabled","1988","Single parent ","29","","",""
"Disabled","1988","Couple + C. LE 16 ","72","0.037162838200765","0.0293118103357036","0.0450138660658263"
"Disabled","1988","Couple + C. GT 16 ","211","0.108792591263464","0.0957870482930864","0.121798134233841"
"Disabled","1988","Couple + C. LE and GT 16","50","0.0582456928373023","0.0443098276213035","0.0721815580533011"
"Not disabled","1989","1-pers.-HH","903","0.833143387303268","0.810708598458526","0.85557817614801"
"Not disabled","1989","(Married) couple without C. ","1839","0.78606938494376","0.76914762793908","0.802991141948441"
"Not disabled","1989","Single parent ","440","0.921124926694443","0.896808136532288","0.945441716856599"
"Not disabled","1989","Couple + C. LE 16 ","2082","0.963727688783512","0.955808065198586","0.971647312368438"
"Not disabled","1989","Couple + C. GT 16 ","1948","0.901117957013112","0.888461989032738","0.913773924993486"
"Not disabled","1989","Couple + C. LE and GT 16","935","0.949818360062507","0.936177453097321","0.963459267027693"
"Disabled","1989","1-pers.-HH","158","0.166856612696732","0.14442182385199","0.189291401541474"
"Disabled","1989","(Married) couple without C. ","417","0.21393061505624","0.197008858051559","0.23085237206092"
"Disabled","1989","Single parent ","32","0.0788750733055569","0.0545582831434013","0.103191863467713"
"Disabled","1989","Couple + C. LE 16 ","59","0.0362723112164884","0.0283526876315624","0.0441919348014144"
"Disabled","1989","Couple + C. GT 16 ","189","0.0988820429868878","0.0862260750065137","0.111538010967262"
"Disabled","1989","Couple + C. LE and GT 16","49","0.0501816399374928","0.0365407329723071","0.0638225469026786"
"Not disabled","1990","1-pers.-HH","","","",""
"Not disabled","1990","(Married) couple without C. ","","","",""
"Not disabled","1990","Single parent ","","","",""
"Not disabled","1990","Couple + C. LE 16 ","","","",""
"Not disabled","1990","Couple + C. GT 16 ","","","",""
"Not disabled","1990","Couple + C. LE and GT 16","","","",""
"Disabled","1990","1-pers.-HH","","","",""
"Disabled","1990","(Married) couple without C. ","","","",""
"Disabled","1990","Single parent ","","","",""
"Disabled","1990","Couple + C. LE 16 ","","","",""
"Disabled","1990","Couple + C. GT 16 ","","","",""
"Disabled","1990","Couple + C. LE and GT 16","","","",""
"Not disabled","1991","1-pers.-HH","1177","0.854503691843164","0.835603537710578","0.873403845975749"
"Not disabled","1991","(Married) couple without C. ","2783","0.82590840251387","0.812809272576931","0.839007532450808"
"Not disabled","1991","Single parent ","619","0.933285815719534","0.914205663767582","0.952365967671487"
"Not disabled","1991","Couple + C. LE 16 ","3397","0.97834136865901","0.973486833644802","0.983195903673217"
"Not disabled","1991","Couple + C. GT 16 ","2621","0.917177923311878","0.906981995805958","0.927373850817798"
"Not disabled","1991","Couple + C. LE and GT 16","1173","0.954647149225082","0.942942390033409","0.966351908416755"
"Disabled","1991","1-pers.-HH","160","0.145496308156837","0.126596154024251","0.164396462289422"
"Disabled","1991","(Married) couple without C. ","436","0.17409159748613","0.160992467549192","0.187190727423069"
"Disabled","1991","Single parent ","38","0.0667141842804657","0.0476340323285133","0.0857943362324181"
"Disabled","1991","Couple + C. LE 16 ","57","0.0216586313409905","0.0168040963267829","0.026513166355198"
"Disabled","1991","Couple + C. GT 16 ","186","0.0828220766881221","0.0726261491822019","0.0930180041940424"
"Disabled","1991","Couple + C. LE and GT 16","41","0.0453528507749176","0.0336480915832446","0.0570576099665906"
"Not disabled","1992","1-pers.-HH","1144","0.8363864270953","0.816535384156011","0.856237470034589"
"Not disabled","1992","(Married) couple without C. ","2705","0.799861919669084","0.786093628438616","0.813630210899552"
"Not disabled","1992","Single parent ","591","0.928738152670159","0.908728644680252","0.948747660660066"
"Not disabled","1992","Couple + C. LE 16 ","3206","0.970436677601742","0.964650678009954","0.97622267719353"
"Not disabled","1992","Couple + C. GT 16 ","2490","0.903112923654399","0.892006639218453","0.914219208090345"
"Not disabled","1992","Couple + C. LE and GT 16","1121","0.957886304585463","0.946323184632909","0.969449424538017"
"Disabled","1992","1-pers.-HH","190","0.1636135729047","0.143762529965411","0.183464615843989"
"Disabled","1992","(Married) couple without C. ","539","0.200138080330916","0.186369789100448","0.213906371561384"
"Disabled","1992","Single parent ","44","0.0712618473298407","0.0512523393399338","0.0912713553197477"
"Disabled","1992","Couple + C. LE 16 ","86","0.0295633223982581","0.0237773228064697","0.0353493219900465"
"Disabled","1992","Couple + C. GT 16 ","235","0.0968870763456012","0.0857807919096551","0.107993360781547"
"Disabled","1992","Couple + C. LE and GT 16","38","0.0421136954145369","0.030550575461983","0.0536768153670907"
"Not disabled","1993","1-pers.-HH","","","",""
"Not disabled","1993","(Married) couple without C. ","","","",""
"Not disabled","1993","Single parent ","","","",""
"Not disabled","1993","Couple + C. LE 16 ","","","",""
"Not disabled","1993","Couple + C. GT 16 ","","","",""
"Not disabled","1993","Couple + C. LE and GT 16","","","",""
"Disabled","1993","1-pers.-HH","","","",""
"Disabled","1993","(Married) couple without C. ","","","",""
"Disabled","1993","Single parent ","","","",""
"Disabled","1993","Couple + C. LE 16 ","","","",""
"Disabled","1993","Couple + C. GT 16 ","","","",""
"Disabled","1993","Couple + C. LE and GT 16","","","",""
"Not disabled","1994","1-pers.-HH","1193","0.827496627689242","0.807719828887013","0.847273426491471"
"Not disabled","1994","(Married) couple without C. ","2859","0.816417548964231","0.803373733037427","0.829461364891035"
"Not disabled","1994","Single parent ","541","0.934839044637768","0.914700766839222","0.954977322436314"
"Not disabled","1994","Couple + C. LE 16 ","2932","0.965029308493701","0.958478497184947","0.971580119802455"
"Not disabled","1994","Couple + C. GT 16 ","2255","0.907436885957038","0.895974867523013","0.918898904391063"
"Not disabled","1994","Couple + C. LE and GT 16","1145","0.969031786629471","0.959151939402052","0.978911633856889"
"Disabled","1994","1-pers.-HH","209","0.172503372310758","0.152726573508529","0.192280171112987"
"Disabled","1994","(Married) couple without C. ","525","0.18358245103577","0.170538635108965","0.196626266962574"
"Disabled","1994","Single parent ","36","0.0651609553622324","0.0450226775636863","0.0852992331607784"
"Disabled","1994","Couple + C. LE 16 ","89","0.0349706915062989","0.0284198801975453","0.0415215028150526"
"Disabled","1994","Couple + C. GT 16 ","201","0.092563114042962","0.0811010956089367","0.104025132476987"
"Disabled","1994","Couple + C. LE and GT 16","36","0.0309682133705295","0.0210883661431111","0.0408480605979478"
"Not disabled","1995","1-pers.-HH","1231","0.830154163428928","0.810780053777308","0.849528273080547"
"Not disabled","1995","(Married) couple without C. ","2909","0.800499824399611","0.787209121160001","0.813790527639222"
"Not disabled","1995","Single parent ","577","0.940269790047958","0.92147875303508","0.959060827060836"
"Not disabled","1995","Couple + C. LE 16 ","3052","0.96631137906757","0.960006614187275","0.972616143947866"
"Not disabled","1995","Couple + C. GT 16 ","2277","0.895182509866603","0.883155802487253","0.907209217245952"
"Not disabled","1995","Couple + C. LE and GT 16","1193","0.961789772124732","0.951124005142253","0.97245553910721"
"Disabled","1995","1-pers.-HH","212","0.169845836571072","0.150471726919453","0.189219946222692"
"Disabled","1995","(Married) couple without C. ","564","0.199500175600389","0.186209472360778","0.212790878839999"
"Disabled","1995","Single parent ","34","0.0597302099520418","0.0409391729391638","0.0785212469649199"
"Disabled","1995","Couple + C. LE 16 ","94","0.0336886209324297","0.027383856052134","0.0399933858127254"
"Disabled","1995","Couple + C. GT 16 ","215","0.104817490133397","0.092790782754048","0.116844197512747"
"Disabled","1995","Couple + C. LE and GT 16","48","0.0382102278752683","0.0275444608927895","0.0488759948577471"
"Not disabled","1996","1-pers.-HH","1257","0.826352658520492","0.807040640515424","0.845664676525559"
"Not disabled","1996","(Married) couple without C. ","2980","0.802727173898035","0.789646024548627","0.815808323247443"
"Not disabled","1996","Single parent ","609","0.929081810835552","0.909394005884819","0.948769615786285"
"Not disabled","1996","Couple + C. LE 16 ","2911","0.964489409690442","0.957868117230749","0.971110702150135"
"Not disabled","1996","Couple + C. GT 16 ","2166","0.896941507059659","0.884695875269066","0.909187138850252"
"Not disabled","1996","Couple + C. LE and GT 16","1202","0.956397526954464","0.945090528341579","0.967704525567349"
"Disabled","1996","1-pers.-HH","221","0.173647341479508","0.154335323474441","0.192959359484576"
"Disabled","1996","(Married) couple without C. ","575","0.197272826101965","0.184191676752557","0.210353975451373"
"Disabled","1996","Single parent ","44","0.070918189164448","0.051230384213715","0.090605994115181"
"Disabled","1996","Couple + C. LE 16 ","90","0.035510590309558","0.0288892978498653","0.0421318827692507"
"Disabled","1996","Couple + C. GT 16 ","202","0.103058492940341","0.0908128611497478","0.115304124730934"
"Disabled","1996","Couple + C. LE and GT 16","51","0.0436024730455362","0.0322954744326512","0.0549094716584213"
"Not disabled","1997","1-pers.-HH","1238","0.834910742398198","0.815801497702542","0.854019987093853"
"Not disabled","1997","(Married) couple without C. ","3007","0.800822064294406","0.787755843564584","0.813888285024228"
"Not disabled","1997","Single parent ","593","0.931130080099176","0.911418409667268","0.950841750531084"
"Not disabled","1997","Couple + C. LE 16 ","2747","0.96005685444514","0.952858565609895","0.967255143280385"
"Not disabled","1997","Couple + C. GT 16 ","2181","0.904500870827637","0.892675808941783","0.91632593271349"
"Not disabled","1997","Couple + C. LE and GT 16","1163","0.955425241397693","0.943797422443009","0.967053060352377"
"Disabled","1997","1-pers.-HH","212","0.165089257601802","0.145980012906147","0.184198502297457"
"Disabled","1997","(Married) couple without C. ","582","0.199177935705594","0.186111714975772","0.212244156435416"
"Disabled","1997","Single parent ","41","0.0688699199008238","0.0491582494689161","0.0885815903327316"
"Disabled","1997","Couple + C. LE 16 ","96","0.0399431455548601","0.0327448567196148","0.0471414343901054"
"Disabled","1997","Couple + C. GT 16 ","192","0.0954991291723635","0.0836740672865104","0.107324191058217"
"Disabled","1997","Couple + C. LE and GT 16","47","0.0445747586023067","0.0329469396476227","0.0562025775569908"
"Not disabled","1998","1-pers.-HH","1478","0.817911784531985","0.799851381024581","0.835972188039389"
"Not disabled","1998","(Married) couple without C. ","3492","0.811109393847504","0.799223458764772","0.822995328930236"
"Not disabled","1998","Single parent ","657","0.923663761969531","0.9041594594875","0.943168064451562"
"Not disabled","1998","Couple + C. LE 16 ","3022","0.969861057679565","0.963852272732137","0.975869842626994"
"Not disabled","1998","Couple + C. GT 16 ","2343","0.903844460718329","0.892429023953079","0.915259897483579"
"Not disabled","1998","Couple + C. LE and GT 16","1202","0.953070849562847","0.941365530339247","0.964776168786448"
"Disabled","1998","1-pers.-HH","276","0.182088215468015","0.164027811960611","0.200148618975419"
"Disabled","1998","(Married) couple without C. ","674","0.188890606152496","0.177004671069764","0.200776541235228"
"Disabled","1998","Single parent ","55","0.0763362380304689","0.0568319355484383","0.0958405405124995"
"Disabled","1998","Couple + C. LE 16 ","88","0.0301389423204347","0.0241301573730063","0.0361477272678631"
"Disabled","1998","Couple + C. GT 16 ","219","0.0961555392816709","0.0847401025164205","0.107570976046921"
"Disabled","1998","Couple + C. LE and GT 16","52","0.046929150437153","0.0352238312135525","0.0586344696607535"
"Not disabled","1999","1-pers.-HH","1427","0.813356079648778","0.794791069357845","0.831921089939711"
"Not disabled","1999","(Married) couple without C. ","3438","0.793381971401443","0.78104437380843","0.805719568994456"
"Not disabled","1999","Single parent ","665","0.92294280540031","0.903436282581147","0.942449328219472"
"Not disabled","1999","Couple + C. LE 16 ","2955","0.973930007091681","0.968258247391832","0.97960176679153"
"Not disabled","1999","Couple + C. GT 16 ","2287","0.911494991917404","0.900372418211399","0.92261756562341"
"Not disabled","1999","Couple + C. LE and GT 16","1118","0.951241633184385","0.93886958505114","0.96361368131763"
"Disabled","1999","1-pers.-HH","265","0.186643920351222","0.168078910060289","0.205208930642155"
"Disabled","1999","(Married) couple without C. ","699","0.206618028598557","0.194280431005544","0.21895562619157"
"Disabled","1999","Single parent ","53","0.0770571945996903","0.0575506717805283","0.0965637174188524"
"Disabled","1999","Couple + C. LE 16 ","77","0.0260699929083192","0.0203982332084701","0.0317417526081684"
"Disabled","1999","Couple + C. GT 16 ","218","0.0885050080825956","0.0773824343765901","0.0996275817886011"
"Disabled","1999","Couple + C. LE and GT 16","46","0.0487583668156146","0.0363863186823696","0.0611304149488597"
"Not disabled","2000","1-pers.-HH","2879","0.843017929472628","0.830710126165438","0.855325732779818"
"Not disabled","2000","(Married) couple without C. ","6298","0.819283675289086","0.810613442341768","0.827953908236405"
"Not disabled","2000","Single parent ","1117","0.93323767539181","0.919120804463328","0.947354546320291"
"Not disabled","2000","Couple + C. LE 16 ","5115","0.97150148301796","0.967004415895115","0.975998550140805"
"Not disabled","2000","Couple + C. GT 16 ","3650","0.922634897023364","0.914316808320172","0.930952985726556"
"Not disabled","2000","Couple + C. LE and GT 16","1880","0.963039702517165","0.954655184290776","0.971424220743553"
"Disabled","2000","1-pers.-HH","477","0.156982070527372","0.144674267220182","0.169289873834562"
"Disabled","2000","(Married) couple without C. ","1268","0.180716324710914","0.172046091763595","0.189386557658232"
"Disabled","2000","Single parent ","84","0.0667623246081902","0.0526454536797086","0.0808791955366719"
"Disabled","2000","Couple + C. LE 16 ","144","0.0284985169820398","0.0240014498591945","0.032995584104885"
"Disabled","2000","Couple + C. GT 16 ","313","0.0773651029766357","0.0690470142734437","0.0856831916798277"
"Disabled","2000","Couple + C. LE and GT 16","65","0.0369602974828353","0.0285757792564468","0.0453448157092238"
"Not disabled","2001","1-pers.-HH","2563","0.842839904840165","0.829820640847415","0.855859168832915"
"Not disabled","2001","(Married) couple without C. ","5756","0.81977877646026","0.810704850026088","0.828852702894433"
"Not disabled","2001","Single parent ","1054","0.935414418295988","0.921070646774931","0.949758189817046"
"Not disabled","2001","Couple + C. LE 16 ","4639","0.971032819623523","0.96627234741775","0.975793291829295"
"Not disabled","2001","Couple + C. GT 16 ","3349","0.919204334989802","0.91034997601817","0.928058693961434"
"Not disabled","2001","Couple + C. LE and GT 16","1689","0.969678045725945","0.961641941477536","0.977714149974353"
"Disabled","2001","1-pers.-HH","439","0.157160095159835","0.144140831167085","0.170179359152585"
"Disabled","2001","(Married) couple without C. ","1137","0.18022122353974","0.171147297105567","0.189295149973912"
"Disabled","2001","Single parent ","74","0.0645855817040119","0.0502418101829543","0.0789293532250695"
"Disabled","2001","Couple + C. LE 16 ","129","0.0289671803764775","0.0242067081707048","0.0337276525822502"
"Disabled","2001","Couple + C. GT 16 ","290","0.080795665010198","0.071941306038566","0.0896500239818299"
"Disabled","2001","Couple + C. LE and GT 16","60","0.0303219542740554","0.0222858500256467","0.0383580585224641"
"Not disabled","2002","1-pers.-HH","2564","0.836006971179133","0.822785914467509","0.849228027890758"
"Not disabled","2002","(Married) couple without C. ","6214","0.806948502048544","0.79799620440362","0.815900799693468"
"Not disabled","2002","Single parent ","1044","0.926068954379919","0.910812839296832","0.941325069463007"
"Not disabled","2002","Couple + C. LE 16 ","4627","0.967294629360973","0.962242343372731","0.972346915349216"
"Not disabled","2002","Couple + C. GT 16 ","3689","0.907783142640036","0.898826891176633","0.916739394103438"
"Not disabled","2002","Couple + C. LE and GT 16","1901","0.966339139853388","0.958346485066588","0.974331794640189"
"Disabled","2002","1-pers.-HH","449","0.163993028820867","0.150771972109242","0.177214085532491"
"Disabled","2002","(Married) couple without C. ","1253","0.193051497951456","0.184099200306532","0.20200379559638"
"Disabled","2002","Single parent ","86","0.0739310456200806","0.0586749305369935","0.0891871607031678"
"Disabled","2002","Couple + C. LE 16 ","134","0.0327053706390268","0.0276530846507844","0.0377576566272691"
"Disabled","2002","Couple + C. GT 16 ","320","0.0922168573599642","0.0832606058965616","0.101173108823367"
"Disabled","2002","Couple + C. LE and GT 16","55","0.0336608601466115","0.0256682053598106","0.0416535149334125"
"Not disabled","2003","1-pers.-HH","2530","0.83195509096833","0.818541701184108","0.845368480752551"
"Not disabled","2003","(Married) couple without C. ","6093","0.814499962329681","0.805591799467269","0.823408125192093"
"Not disabled","2003","Single parent ","1035","0.933517034120932","0.918927030623892","0.948107037617971"
"Not disabled","2003","Couple + C. LE 16 ","4273","0.967670562044918","0.962439026090565","0.972902097999272"
"Not disabled","2003","Couple + C. GT 16 ","3642","0.909490113874643","0.900547247137917","0.918432980611368"
"Not disabled","2003","Couple + C. LE and GT 16","1778","0.963195508629035","0.954606562531394","0.971784454726676"
"Disabled","2003","1-pers.-HH","455","0.16804490903167","0.154631519247449","0.181458298815892"
"Disabled","2003","(Married) couple without C. ","1221","0.185500037670319","0.176591874807907","0.194408200532731"
"Disabled","2003","Single parent ","85","0.0664829658790684","0.0518929623820291","0.0810729693761077"
"Disabled","2003","Couple + C. LE 16 ","118","0.0323294379550816","0.0270979020007278","0.0375609739094354"
"Disabled","2003","Couple + C. GT 16 ","312","0.0905098861253572","0.0815670193886317","0.0994527528620828"
"Disabled","2003","Couple + C. LE and GT 16","68","0.0368044913709649","0.0282155452733239","0.0453934374686058"
"Not disabled","2004","1-pers.-HH","2459","0.823013462573","0.809187024403832","0.836839900742167"
"Not disabled","2004","(Married) couple without C. ","6051","0.810980566384333","0.801986815504697","0.81997431726397"
"Not disabled","2004","Single parent ","1010","0.918208053829327","0.901983654246408","0.934432453412246"
"Not disabled","2004","Couple + C. LE 16 ","3940","0.963638350001576","0.957883995084389","0.969392704918763"
"Not disabled","2004","Couple + C. GT 16 ","3600","0.910830335436539","0.901913496926131","0.919747173946948"
"Not disabled","2004","Couple + C. LE and GT 16","1739","0.965601399775008","0.957167931799183","0.974034867750834"
"Disabled","2004","1-pers.-HH","468","0.176986537427","0.163160099257833","0.190812975596168"
"Disabled","2004","(Married) couple without C. ","1229","0.189019433615667","0.18002568273603","0.198013184495303"
"Disabled","2004","Single parent ","86","0.0817919461706727","0.0655675465877537","0.0980163457535918"
"Disabled","2004","Couple + C. LE 16 ","125","0.0363616499984242","0.0306072950812375","0.0421160049156109"
"Disabled","2004","Couple + C. GT 16 ","324","0.0891696645634606","0.0802528260530524","0.0980865030738687"
"Disabled","2004","Couple + C. LE and GT 16","55","0.0343986002249916","0.0259651322491663","0.0428320682008169"
"Not disabled","2005","1-pers.-HH","2482","0.823769459895202","0.81005498537952","0.837483934410884"
"Not disabled","2005","(Married) couple without C. ","5827","0.812358247792837","0.803241370085555","0.82147512550012"
"Not disabled","2005","Single parent ","1040","0.948822698180983","0.935859330862467","0.961786065499498"
"Not disabled","2005","Couple + C. LE 16 ","3595","0.960663960605634","0.954423028485758","0.966904892725509"
"Not disabled","2005","Couple + C. GT 16 ","3367","0.918648658686139","0.909793317307024","0.927504000065254"
"Not disabled","2005","Couple + C. LE and GT 16","1648","0.956742648768945","0.947083456204134","0.966401841333756"
"Disabled","2005","1-pers.-HH","483","0.176230540104797","0.162516065589116","0.189945014620479"
"Disabled","2005","(Married) couple without C. ","1218","0.187641752207163","0.17852487449988","0.196758629914446"
"Disabled","2005","Single parent ","70","0.0511773018190171","0.0382139345005015","0.0641406691375326"
"Disabled","2005","Couple + C. LE 16 ","132","0.0393360393943664","0.0330951072744906","0.0455769715142422"
"Disabled","2005","Couple + C. GT 16 ","294","0.0813513413138611","0.0724959999347463","0.0902066826929759"
"Disabled","2005","Couple + C. LE and GT 16","56","0.0432573512310548","0.0335981586662441","0.0529165437958655"
"Not disabled","2006","1-pers.-HH","2771","0.816518231458306","0.803391570763375","0.829644892153238"
"Not disabled","2006","(Married) couple without C. ","6489","0.810246069335207","0.801585894363782","0.818906244306633"
"Not disabled","2006","Single parent ","1080","0.934699073671504","0.920524557617412","0.948873589725597"
"Not disabled","2006","Couple + C. LE 16 ","3809","0.966913838400354","0.961320392619241","0.972507284181468"
"Not disabled","2006","Couple + C. GT 16 ","3398","0.918073719990683","0.909208066863592","0.926939373117775"
"Not disabled","2006","Couple + C. LE and GT 16","1446","0.959950053061451","0.950017463680837","0.969882642442065"
"Disabled","2006","1-pers.-HH","569","0.183481768541694","0.170355107846762","0.196608429236626"
"Disabled","2006","(Married) couple without C. ","1386","0.189753930664793","0.181093755693367","0.198414105636219"
"Disabled","2006","Single parent ","87","0.065300926328496","0.0511264102744035","0.0794754423825885"
"Disabled","2006","Couple + C. LE 16 ","119","0.0330861615996456","0.0274927158185318","0.0386796073807595"
"Disabled","2006","Couple + C. GT 16 ","278","0.0819262800093166","0.0730606268822255","0.0907919331364077"
"Disabled","2006","Couple + C. LE and GT 16","51","0.0400499469385489","0.0301173575579347","0.0499825363191631"
"Not disabled","2007","1-pers.-HH","2619","0.814633531307158","0.801093284425938","0.828173778188378"
"Not disabled","2007","(Married) couple without C. ","6083","0.816607381073733","0.807773470378765","0.825441291768702"
"Not disabled","2007","Single parent ","1021","0.940068443493839","0.926016049116069","0.954120837871609"
"Not disabled","2007","Couple + C. LE 16 ","3474","0.961338560947711","0.955033967066799","0.967643154828622"
"Not disabled","2007","Couple + C. GT 16 ","3262","0.919657985994555","0.910702434403197","0.928613537585912"
"Not disabled","2007","Couple + C. LE and GT 16","1294","0.958400175406284","0.947725181184086","0.969075169628483"
"Disabled","2007","1-pers.-HH","545","0.185366468692842","0.171826221811622","0.198906715574062"
"Disabled","2007","(Married) couple without C. ","1289","0.183392618926267","0.174558708231298","0.192226529621235"
"Disabled","2007","Single parent ","75","0.059931556506161","0.0458791621283907","0.0739839508839314"
"Disabled","2007","Couple + C. LE 16 ","118","0.0386614390522893","0.0323568451713778","0.0449660329332008"
"Disabled","2007","Couple + C. GT 16 ","277","0.0803420140054454","0.0713864624140881","0.0892975655968028"
"Disabled","2007","Couple + C. LE and GT 16","50","0.0415998245937157","0.0309248303715174","0.052274818815914"
"Not disabled","2008","1-pers.-HH","2529","0.81842045741802","0.804725916937287","0.832114997898753"
"Not disabled","2008","(Married) couple without C. ","5850","0.820123229800031","0.811170926869506","0.829075532730556"
"Not disabled","2008","Single parent ","1015","0.931612340877795","0.91661410674551","0.946610575010079"
"Not disabled","2008","Couple + C. LE 16 ","3107","0.962697504893835","0.956143991567946","0.969251018219724"
"Not disabled","2008","Couple + C. GT 16 ","3097","0.921815072222444","0.912751141808999","0.930879002635889"
"Not disabled","2008","Couple + C. LE and GT 16","1172","0.965567122694926","0.955314432265631","0.975819813124221"
"Disabled","2008","1-pers.-HH","515","0.18157954258198","0.167885002101247","0.195274083062713"
"Disabled","2008","(Married) couple without C. ","1221","0.179876770199969","0.170924467269444","0.188829073130494"
"Disabled","2008","Single parent ","73","0.0683876591222054","0.0533894249899213","0.0833858932544895"
"Disabled","2008","Couple + C. LE 16 ","105","0.0373024951061647","0.0307489817802757","0.0438560084320537"
"Disabled","2008","Couple + C. GT 16 ","273","0.0781849277775563","0.0691209973641113","0.0872488581910012"
"Disabled","2008","Couple + C. LE and GT 16","43","0.0344328773050739","0.0241801868757792","0.0446855677343685"
