"m11124","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Not disabled","1985","1-pers.-HH","Urban Area","871","0.855623715873619","0.833806976238859","0.877440455508379"
"Not disabled","1985","1-pers.-HH","Rural Area","165","0.917168385635328","0.876790443940639","0.957546327330017"
"Not disabled","1985","(Married) couple without C. ","Urban Area","1603","0.807513143430025","0.789896591952622","0.825129694907429"
"Not disabled","1985","(Married) couple without C. ","Rural Area","417","0.820243324119264","0.786450762128664","0.854035886109864"
"Not disabled","1985","Single parent ","Urban Area","402","0.925817675359527","0.90096076725295","0.950674583466104"
"Not disabled","1985","Single parent ","Rural Area","109","0.94779127150396","0.906957116219982","0.988625426787938"
"Not disabled","1985","Couple + C. LE 16 ","Urban Area","2055","0.951917952251024","0.942836700253335","0.960999204248714"
"Not disabled","1985","Couple + C. LE 16 ","Rural Area","531","0.969288602200257","0.954816616846574","0.98376058755394"
"Not disabled","1985","Couple + C. GT 16 ","Urban Area","1505","0.904128021643575","0.889874590447344","0.918381452839805"
"Not disabled","1985","Couple + C. GT 16 ","Rural Area","355","0.925464430548615","0.899161123372584","0.951767737724647"
"Not disabled","1985","Couple + C. LE and GT 16","Urban Area","1117","0.957288488414236","0.945642195725539","0.968934781102933"
"Not disabled","1985","Couple + C. LE and GT 16","Rural Area","320","0.959430961009148","0.938177076381643","0.980684845636652"
"Disabled","1985","1-pers.-HH","Urban Area","126","0.144376284126381","0.122559544491621","0.166193023761142"
"Disabled","1985","1-pers.-HH","Rural Area","14","","",""
"Disabled","1985","(Married) couple without C. ","Urban Area","321","0.192486856569975","0.174870305092571","0.210103408047378"
"Disabled","1985","(Married) couple without C. ","Rural Area","79","0.179756675880736","0.145964113890136","0.213549237871336"
"Disabled","1985","Single parent ","Urban Area","25","","",""
"Disabled","1985","Single parent ","Rural Area","5","","",""
"Disabled","1985","Couple + C. LE 16 ","Urban Area","77","0.0480820477489757","0.0390007957512861","0.0571632997466653"
"Disabled","1985","Couple + C. LE 16 ","Rural Area","15","","",""
"Disabled","1985","Couple + C. GT 16 ","Urban Area","134","0.0958719783564252","0.0816185471601949","0.110125409552655"
"Disabled","1985","Couple + C. GT 16 ","Rural Area","28","","",""
"Disabled","1985","Couple + C. LE and GT 16","Urban Area","41","0.042711511585764","0.0310652188970675","0.0543578042744606"
"Disabled","1985","Couple + C. LE and GT 16","Rural Area","11","","",""
"Not disabled","1986","1-pers.-HH","Urban Area","954","1","1","1"
"Not disabled","1986","1-pers.-HH","Rural Area","168","1","1","1"
"Not disabled","1986","(Married) couple without C. ","Urban Area","1943","0.999654156274531","0.998827827023337","1.00048048552572"
"Not disabled","1986","(Married) couple without C. ","Rural Area","443","1","1","1"
"Not disabled","1986","Single parent ","Urban Area","394","1","1","1"
"Not disabled","1986","Single parent ","Rural Area","117","1","1","1"
"Not disabled","1986","Couple + C. LE 16 ","Urban Area","1917","0.999680488695886","0.998880659024018","1.00048031836775"
"Not disabled","1986","Couple + C. LE 16 ","Rural Area","493","1","1","1"
"Not disabled","1986","Couple + C. GT 16 ","Urban Area","1680","0.999574526566215","0.998588682904908","1.00056037022752"
"Not disabled","1986","Couple + C. GT 16 ","Rural Area","425","0.999366963172583","0.996978490515906","1.00175543582926"
"Not disabled","1986","Couple + C. LE and GT 16","Urban Area","1084","1","1","1"
"Not disabled","1986","Couple + C. LE and GT 16","Rural Area","318","0.998033015562446","0.993170895648966","1.00289513547593"
"Disabled","1986","1-pers.-HH","Urban Area","","","",""
"Disabled","1986","1-pers.-HH","Rural Area","","","",""
"Disabled","1986","(Married) couple without C. ","Urban Area","2","","",""
"Disabled","1986","(Married) couple without C. ","Rural Area","","","",""
"Disabled","1986","Single parent ","Urban Area","","","",""
"Disabled","1986","Single parent ","Rural Area","","","",""
"Disabled","1986","Couple + C. LE 16 ","Urban Area","1","","",""
"Disabled","1986","Couple + C. LE 16 ","Rural Area","","","",""
"Disabled","1986","Couple + C. GT 16 ","Urban Area","1","","",""
"Disabled","1986","Couple + C. GT 16 ","Rural Area","1","","",""
"Disabled","1986","Couple + C. LE and GT 16","Urban Area","","","",""
"Disabled","1986","Couple + C. LE and GT 16","Rural Area","1","","",""
"Not disabled","1987","1-pers.-HH","Urban Area","834","0.861885418695298","0.839876098625469","0.883894738765126"
"Not disabled","1987","1-pers.-HH","Rural Area","152","0.900733348176674","0.855517231786943","0.945949464566405"
"Not disabled","1987","(Married) couple without C. ","Urban Area","1588","0.815124794785752","0.797605015392087","0.832644574179417"
"Not disabled","1987","(Married) couple without C. ","Rural Area","391","0.831958663141715","0.797715467257905","0.866201859025524"
"Not disabled","1987","Single parent ","Urban Area","373","0.921387881644997","0.894980360218502","0.947795403071491"
"Not disabled","1987","Single parent ","Rural Area","118","0.96944663275929","0.938907291216397","0.999985974302182"
"Not disabled","1987","Couple + C. LE 16 ","Urban Area","1815","0.959790251074487","0.950898213221144","0.968682288927829"
"Not disabled","1987","Couple + C. LE 16 ","Rural Area","472","0.971222722423031","0.956313369477232","0.986132075368829"
"Not disabled","1987","Couple + C. GT 16 ","Urban Area","1565","0.906666447662878","0.892854466866557","0.9204784284592"
"Not disabled","1987","Couple + C. GT 16 ","Rural Area","408","0.896496623645949","0.868289378583603","0.924703868708294"
"Not disabled","1987","Couple + C. LE and GT 16","Urban Area","927","0.921106224457491","0.904245797202315","0.937966651712666"
"Not disabled","1987","Couple + C. LE and GT 16","Rural Area","261","0.948868687302528","0.922787981605341","0.974949392999715"
"Disabled","1987","1-pers.-HH","Urban Area","110","0.138114581304702","0.116105261234874","0.160123901374531"
"Disabled","1987","1-pers.-HH","Rural Area","16","","",""
"Disabled","1987","(Married) couple without C. ","Urban Area","298","0.184875205214248","0.167355425820583","0.202394984607913"
"Disabled","1987","(Married) couple without C. ","Rural Area","67","0.168041336858285","0.133798140974476","0.202284532742095"
"Disabled","1987","Single parent ","Urban Area","26","","",""
"Disabled","1987","Single parent ","Rural Area","4","","",""
"Disabled","1987","Couple + C. LE 16 ","Urban Area","60","0.0402097489255135","0.0313177110721706","0.0491017867788564"
"Disabled","1987","Couple + C. LE 16 ","Rural Area","11","","",""
"Disabled","1987","Couple + C. GT 16 ","Urban Area","139","0.0933335523371218","0.0795215715408004","0.107145533133443"
"Disabled","1987","Couple + C. GT 16 ","Rural Area","40","0.103503376354051","0.0752961312917057","0.131710621416397"
"Disabled","1987","Couple + C. LE and GT 16","Urban Area","55","0.0788937755425092","0.0620333482873338","0.0957542027976846"
"Disabled","1987","Couple + C. LE and GT 16","Rural Area","13","","",""
"Not disabled","1988","1-pers.-HH","Urban Area","767","0.836569058070446","0.812358091571164","0.860780024569729"
"Not disabled","1988","1-pers.-HH","Rural Area","156","0.923780614179235","0.88377491331565","0.963786315042821"
"Not disabled","1988","(Married) couple without C. ","Urban Area","1525","0.796036100446121","0.777679683371148","0.814392517521093"
"Not disabled","1988","(Married) couple without C. ","Rural Area","354","0.804721490706174","0.767165758649424","0.842277222762924"
"Not disabled","1988","Single parent ","Urban Area","361","0.923552418233307","0.897045020799669","0.950059815666946"
"Not disabled","1988","Single parent ","Rural Area","117","0.981829815776361","0.958031118795224","1.0056285127575"
"Not disabled","1988","Couple + C. LE 16 ","Urban Area","1704","0.960008731546627","0.950867685062839","0.969149778030414"
"Not disabled","1988","Couple + C. LE 16 ","Rural Area","454","0.971938557014485","0.956928027252203","0.986949086776768"
"Not disabled","1988","Couple + C. GT 16 ","Urban Area","1604","0.89005369315911","0.875504964757649","0.90460242156057"
"Not disabled","1988","Couple + C. GT 16 ","Rural Area","387","0.895068531941339","0.865966433169167","0.924170630713512"
"Not disabled","1988","Couple + C. LE and GT 16","Urban Area","814","0.947566913888398","0.932573452691119","0.962560375085677"
"Not disabled","1988","Couple + C. LE and GT 16","Rural Area","221","0.928413513564452","0.89552241798818","0.961304609140724"
"Disabled","1988","1-pers.-HH","Urban Area","129","0.163430941929554","0.139219975430271","0.187641908428836"
"Disabled","1988","1-pers.-HH","Rural Area","13","","",""
"Disabled","1988","(Married) couple without C. ","Urban Area","326","0.203963899553879","0.185607482478907","0.222320316628852"
"Disabled","1988","(Married) couple without C. ","Rural Area","74","0.195278509293826","0.157722777237076","0.232834241350576"
"Disabled","1988","Single parent ","Urban Area","25","","",""
"Disabled","1988","Single parent ","Rural Area","4","","",""
"Disabled","1988","Couple + C. LE 16 ","Urban Area","61","0.0399912684533731","0.0308502219695856","0.0491323149371606"
"Disabled","1988","Couple + C. LE 16 ","Rural Area","11","","",""
"Disabled","1988","Couple + C. GT 16 ","Urban Area","172","0.10994630684089","0.0953975784394298","0.124495035242351"
"Disabled","1988","Couple + C. GT 16 ","Rural Area","39","0.104931468058661","0.0758293692864881","0.134033566830833"
