"m11124","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1985","Brandenburg","East Germany","","","","","1"
"Disabled","1985","Saxony","East Germany","","","","","1"
"Disabled","1985","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Disabled","1985","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Disabled","1985","Saxony-Anhalt","West Germany","","","","","1"
"Disabled","1985","Saxony-Anhalt","East Germany","","","","","1"
"Disabled","1985","Thuringia","West Germany","","","","","1"
"Disabled","1985","Thuringia","East Germany","","","","","1"
"Not disabled","1985","Hesse","West Germany","1043","0.89288521368499","0.874861705962685","0.910908721407295","0"
"Not disabled","1985","Hesse","East Germany","","","","","0"
"Not disabled","1985","Rhineland-Palatinate,Saarland","West Germany","706","0.895625718647042","0.874058235463199","0.917193201830884","0"
"Not disabled","1985","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Not disabled","1985","Baden-Württemberg","West Germany","1930","0.918013530448519","0.906154964593346","0.929872096303692","0"
"Not disabled","1985","Baden-Württemberg","East Germany","","","","","0"
"Not disabled","1985","Bavaria","West Germany","1753","0.895742597469815","0.882026902794106","0.909458292145525","0"
"Not disabled","1985","Bavaria","East Germany","","","","","0"
"Not disabled","1985","Schleswig-Holstein","West Germany","325","0.910575668314345","0.88072318907583","0.940428147552861","0"
"Not disabled","1985","Schleswig-Holstein","East Germany","","","","","0"
"Not disabled","1985","Hamburg","West Germany","262","0.927126121584854","0.89673475132493","0.957517491844779","0"
"Not disabled","1985","Hamburg","East Germany","","","","","0"
"Not disabled","1985","Lower Saxony","West Germany","1003","0.899103511175739","0.881312636313382","0.916894386038096","0"
"Not disabled","1985","Lower Saxony","East Germany","","","","","0"
"Not disabled","1985","Bremen","West Germany","98","0.825904810006585","0.756600929159089","0.89520869085408","0"
"Not disabled","1985","Bremen","East Germany","","","","","0"
"Not disabled","1985","North Rhine-Westphalia","West Germany","2671","0.867214168289658","0.855001752865879","0.879426583713436","0"
"Not disabled","1985","North Rhine-Westphalia","East Germany","","","","","0"
"Not disabled","1985","Berlin","West Germany","320","0.839956377652931","0.802342404435547","0.877570350870315","0"
"Not disabled","1985","Berlin","East Germany","","","","","0"
"Not disabled","1985","Brandenburg","West Germany","","","","","0"
"Not disabled","1985","Brandenburg","East Germany","","","","","0"
"Not disabled","1985","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Not disabled","1985","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"Not disabled","1985","Saxony","West Germany","","","","","0"
"Not disabled","1985","Saxony","East Germany","","","","","0"
"Not disabled","1985","Saxony-Anhalt","West Germany","","","","","0"
"Not disabled","1985","Saxony-Anhalt","East Germany","","","","","0"
"Not disabled","1985","Thuringia","West Germany","","","","","0"
"Not disabled","1985","Thuringia","East Germany","","","","","0"
"Disabled","1986","Schleswig-Holstein","East Germany","","","","","1"
"Disabled","1986","Schleswig-Holstein","West Germany","","","","","1"
"Disabled","1986","Hamburg","West Germany","","","","","1"
"Disabled","1986","Hamburg","East Germany","","","","","1"
"Disabled","1986","Lower Saxony","West Germany","2","","","","1"
"Disabled","1986","Bremen","West Germany","","","","","1"
"Disabled","1986","Lower Saxony","East Germany","","","","","1"
"Disabled","1986","Bremen","East Germany","","","","","1"
"Disabled","1986","North Rhine-Westphalia","West Germany","1","","","","1"
"Disabled","1986","Baden-Württemberg","West Germany","3","","","","1"
"Disabled","1986","North Rhine-Westphalia","East Germany","","","","","1"
"Disabled","1986","Baden-Württemberg","East Germany","","","","","1"
"Disabled","1986","Bavaria","West Germany","","","","","1"
"Disabled","1986","Bavaria","East Germany","","","","","1"
"Disabled","1986","Hesse","West Germany","","","","","1"
"Disabled","1986","Hesse","East Germany","","","","","1"
"Disabled","1986","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Disabled","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Disabled","1986","Berlin","West Germany","2","","","","1"
"Disabled","1986","Berlin","East Germany","","","","","1"
"Disabled","1986","Brandenburg","West Germany","","","","","1"
"Disabled","1986","Brandenburg","East Germany","","","","","1"
"Disabled","1986","Saxony","West Germany","","","","","1"
"Disabled","1986","Saxony","East Germany","","","","","1"
"Disabled","1986","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Disabled","1986","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Disabled","1986","Saxony-Anhalt","West Germany","","","","","1"
"Disabled","1986","Saxony-Anhalt","East Germany","","","","","1"
"Disabled","1986","Thuringia","West Germany","","","","","1"
"Disabled","1986","Thuringia","East Germany","","","","","1"
"Not disabled","1986","Hesse","West Germany","1053","1","1","1","0"
"Not disabled","1986","Hesse","East Germany","","","","","0"
"Not disabled","1986","Rhineland-Palatinate,Saarland","West Germany","772","1","1","1","0"
"Not disabled","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Not disabled","1986","Baden-Württemberg","West Germany","2004","0.999133983083862","0.997847069284527","1.0004208968832","0"
"Not disabled","1986","Baden-Württemberg","East Germany","","","","","0"
"Not disabled","1986","Bavaria","West Germany","1786","1","1","1","0"
"Not disabled","1986","Bavaria","East Germany","","","","","0"
"Not disabled","1986","Berlin","West Germany","353","0.998446107669188","0.994348723451854","1.00254349188652","0"
"Not disabled","1986","Schleswig-Holstein","West Germany","324","1","1","1","0"
"Not disabled","1986","Schleswig-Holstein","East Germany","","","","","0"
"Not disabled","1986","Hamburg","West Germany","256","1","1","1","0"
"Not disabled","1986","Hamburg","East Germany","","","","","0"
"Not disabled","1986","Lower Saxony","West Germany","1109","0.999288947131629","0.997721519314904","1.00085637494835","0"
"Not disabled","1986","Lower Saxony","East Germany","","","","","0"
"Not disabled","1986","Bremen","West Germany","109","1","1","1","0"
"Not disabled","1986","Bremen","East Germany","","","","","0"
"Not disabled","1986","North Rhine-Westphalia","West Germany","2869","0.999862212442419","0.999432792488139","1.0002916323967","0"
"Not disabled","1986","North Rhine-Westphalia","East Germany","","","","","0"
"Not disabled","1986","Berlin","East Germany","","","","","0"
"Not disabled","1986","Brandenburg","West Germany","","","","","0"
"Not disabled","1986","Brandenburg","East Germany","","","","","0"
"Not disabled","1986","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Not disabled","1986","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"Not disabled","1986","Saxony","West Germany","","","","","0"
"Not disabled","1986","Saxony","East Germany","","","","","0"
"Not disabled","1986","Saxony-Anhalt","West Germany","","","","","0"
"Not disabled","1986","Saxony-Anhalt","East Germany","","","","","0"
"Not disabled","1986","Thuringia","West Germany","","","","","0"
"Not disabled","1986","Thuringia","East Germany","","","","","0"
"Disabled","1987","Hamburg","West Germany","18","","","","1"
"Disabled","1987","Schleswig-Holstein","West Germany","32","0.114353881981886","0.0798081134497564","0.148899650514015","1"
"Disabled","1987","Schleswig-Holstein","East Germany","","","","","1"
"Disabled","1987","Hamburg","East Germany","","","","","1"
"Disabled","1987","Lower Saxony","East Germany","","","","","1"
"Disabled","1987","Lower Saxony","West Germany","109","0.115104313867727","0.0962869496403471","0.133921678095106","1"
"Disabled","1987","Bremen","West Germany","9","","","","1"
"Disabled","1987","Bremen","East Germany","","","","","1"
"Disabled","1987","North Rhine-Westphalia","West Germany","286","0.133851699232338","0.121304705224427","0.14639869324025","1"
"Disabled","1987","North Rhine-Westphalia","East Germany","","","","","1"
"Disabled","1987","Baden-Württemberg","East Germany","","","","","1"
"Disabled","1987","Baden-Württemberg","West Germany","129","0.0863127159647849","0.0739150206036806","0.0987104113258892","1"
"Disabled","1987","Bavaria","West Germany","122","0.0957572984046995","0.08187516722974","0.109639429579659","1"
"Disabled","1987","Bavaria","East Germany","","","","","1"
"Disabled","1987","Hesse","East Germany","","","","","1"
"Disabled","1987","Hesse","West Germany","78","0.10061478273664","0.0824627347666839","0.118766830706596","1"
"Disabled","1987","Rhineland-Palatinate,Saarland","West Germany","66","0.101310982080878","0.0799845648715126","0.122637399290243","1"
"Disabled","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Disabled","1987","Berlin","West Germany","47","0.166901752481252","0.128329107009971","0.205474397952533","1"
"Disabled","1987","Berlin","East Germany","","","","","1"
"Disabled","1987","Brandenburg","West Germany","","","","","1"
"Disabled","1987","Brandenburg","East Germany","","","","","1"
"Disabled","1987","Saxony","West Germany","","","","","1"
"Disabled","1987","Saxony","East Germany","","","","","1"
"Disabled","1987","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Disabled","1987","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Disabled","1987","Saxony-Anhalt","West Germany","","","","","1"
"Disabled","1987","Saxony-Anhalt","East Germany","","","","","1"
"Disabled","1987","Thuringia","West Germany","","","","","1"
"Disabled","1987","Thuringia","East Germany","","","","","1"
"Not disabled","1987","Hesse","West Germany","977","0.89938521726336","0.881233169293404","0.917537265233316","0"
"Not disabled","1987","Hesse","East Germany","","","","","0"
"Not disabled","1987","Rhineland-Palatinate,Saarland","West Germany","703","0.898689017919122","0.877362600709757","0.920015435128487","0"
"Not disabled","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Not disabled","1987","Baden-Württemberg","West Germany","1842","0.913687284035215","0.901289588674111","0.926084979396319","0"
"Not disabled","1987","Baden-Württemberg","East Germany","","","","","0"
"Not disabled","1987","Bavaria","West Germany","1604","0.904242701595301","0.890360570420341","0.91812483277026","0"
"Not disabled","1987","Bavaria","East Germany","","","","","0"
"Not disabled","1987","Berlin","West Germany","312","0.833098247518748","0.794525602047467","0.871670892990029","0"
"Not disabled","1987","Berlin","East Germany","","","","","0"
"Not disabled","1987","Schleswig-Holstein","West Germany","294","0.885646118018114","0.851100349485985","0.920191886550244","0"
"Not disabled","1987","Schleswig-Holstein","East Germany","","","","","0"
"Not disabled","1987","Hamburg","West Germany","206","0.902865073995765","0.864083697893346","0.941646450098183","0"
"Not disabled","1987","Hamburg","East Germany","","","","","0"
"Not disabled","1987","Lower Saxony","West Germany","996","0.884895686132273","0.866078321904894","0.903713050359653","0"
"Not disabled","1987","Lower Saxony","East Germany","","","","","0"
"Not disabled","1987","Bremen","West Germany","92","0.895311371344991","0.835604514409272","0.955018228280711","0"
"Not disabled","1987","Bremen","East Germany","","","","","0"
"Not disabled","1987","North Rhine-Westphalia","West Germany","2543","0.866148300767662","0.85360130675975","0.878695294775573","0"
"Not disabled","1987","North Rhine-Westphalia","East Germany","","","","","0"
"Not disabled","1987","Brandenburg","West Germany","","","","","0"
"Not disabled","1987","Brandenburg","East Germany","","","","","0"
"Not disabled","1987","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Not disabled","1987","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"Not disabled","1987","Saxony","West Germany","","","","","0"
"Not disabled","1987","Saxony","East Germany","","","","","0"
"Not disabled","1987","Saxony-Anhalt","West Germany","","","","","0"
"Not disabled","1987","Saxony-Anhalt","East Germany","","","","","0"
"Not disabled","1987","Thuringia","West Germany","","","","","0"
"Not disabled","1987","Thuringia","East Germany","","","","","0"
"Disabled","1988","Schleswig-Holstein","East Germany","","","","","1"
"Disabled","1988","Schleswig-Holstein","West Germany","39","0.134103580410642","0.0969988958004241","0.171208265020861","1"
"Disabled","1988","Hamburg","West Germany","14","","","","1"
"Disabled","1988","Hamburg","East Germany","","","","","1"
"Disabled","1988","Lower Saxony","West Germany","98","0.10534100134616","0.0867279560505462","0.123954046641773","1"
"Disabled","1988","Lower Saxony","East Germany","","","","","1"
"Disabled","1988","Bremen","West Germany","11","","","","1"
"Disabled","1988","Bremen","East Germany","","","","","1"
"Disabled","1988","North Rhine-Westphalia","West Germany","303","0.148295388793288","0.134872739686091","0.161718037900484","1"
"Disabled","1988","North Rhine-Westphalia","East Germany","","","","","1"
"Disabled","1988","Baden-Württemberg","West Germany","143","0.0931219146375093","0.0800412646017937","0.106202564673225","1"
"Disabled","1988","Baden-Württemberg","East Germany","","","","","1"
"Disabled","1988","Bavaria","West Germany","128","0.10547624923784","0.0906596739776331","0.120292824498047","1"
"Disabled","1988","Bavaria","East Germany","","","","","1"
"Disabled","1988","Hesse","West Germany","91","0.125622041784917","0.105070336122209","0.146173747447624","1"
"Disabled","1988","Hesse","East Germany","","","","","1"
"Disabled","1988","Rhineland-Palatinate,Saarland","West Germany","85","0.143185799252093","0.117915335495104","0.168456263009082","1"
"Disabled","1988","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Disabled","1988","Berlin","West Germany","43","0.160074314061934","0.120632189048751","0.199516439075118","1"
"Disabled","1988","Berlin","East Germany","","","","","1"
"Disabled","1988","Brandenburg","West Germany","","","","","1"
"Disabled","1988","Brandenburg","East Germany","","","","","1"
"Disabled","1988","Saxony","West Germany","","","","","1"
"Disabled","1988","Saxony","East Germany","","","","","1"
"Disabled","1988","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Disabled","1988","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Disabled","1988","Saxony-Anhalt","West Germany","","","","","1"
"Disabled","1988","Saxony-Anhalt","East Germany","","","","","1"
"Disabled","1988","Thuringia","West Germany","","","","","1"
"Disabled","1988","Thuringia","East Germany","","","","","1"
"Not disabled","1988","Hesse","West Germany","908","0.874377958215083","0.853826252552376","0.894929663877791","0"
"Not disabled","1988","Hesse","East Germany","","","","","0"
"Not disabled","1988","Rhineland-Palatinate,Saarland","West Germany","653","0.856814200747907","0.831543736990918","0.882084664504895","0"
"Not disabled","1988","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Not disabled","1988","Baden-Württemberg","West Germany","1753","0.906878085362491","0.893797435326775","0.919958735398206","0"
"Not disabled","1988","Baden-Württemberg","East Germany","","","","","0"
"Not disabled","1988","Bavaria","West Germany","1523","0.89452375076216","0.879707175501952","0.909340326022367","0"
"Not disabled","1988","Bavaria","East Germany","","","","","0"
"Not disabled","1988","Berlin","West Germany","289","0.839925685938066","0.800483560924882","0.879367810951249","0"
"Not disabled","1988","Berlin","East Germany","","","","","0"
"Not disabled","1988","Brandenburg","West Germany","","","","","0"
"Not disabled","1988","Schleswig-Holstein","West Germany","285","0.865896419589357","0.828791734979139","0.903001104199576","0"
"Not disabled","1988","Schleswig-Holstein","East Germany","","","","","0"
"Not disabled","1988","Hamburg","West Germany","189","0.918650104792935","0.88104440840378","0.956255801182091","0"
"Not disabled","1988","Hamburg","East Germany","","","","","0"
"Not disabled","1988","Lower Saxony","West Germany","947","0.89465899865384","0.876045953358227","0.913272043949454","0"
"Not disabled","1988","Lower Saxony","East Germany","","","","","0"
"Not disabled","1988","Bremen","West Germany","87","0.886894823017175","0.82418835277999","0.94960129325436","0"
"Not disabled","1988","Bremen","East Germany","","","","","0"
"Not disabled","1988","North Rhine-Westphalia","West Germany","2390","0.851704611206712","0.838281962099516","0.865127260313909","0"
"Not disabled","1988","North Rhine-Westphalia","East Germany","","","","","0"
"Not disabled","1988","Brandenburg","East Germany","","","","","0"
"Not disabled","1988","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Not disabled","1988","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"Not disabled","1988","Saxony","West Germany","","","","","0"
"Not disabled","1988","Saxony","East Germany","","","","","0"
"Not disabled","1988","Saxony-Anhalt","West Germany","","","","","0"
"Not disabled","1988","Saxony-Anhalt","East Germany","","","","","0"
"Not disabled","1988","Thuringia","West Germany","","","","","0"
"Not disabled","1988","Thuringia","East Germany","","","","","0"
"Disabled","1989","Schleswig-Holstein","West Germany","37","0.147366642439874","0.107519970579974","0.187213314299774","1"
"Disabled","1989","Schleswig-Holstein","East Germany","","","","","1"
"Disabled","1989","Hamburg","West Germany","18","","","","1"
"Disabled","1989","Hamburg","East Germany","","","","","1"
"Disabled","1989","Lower Saxony","West Germany","99","0.121843093850423","0.101538840139847","0.142147347560999","1"
"Disabled","1989","Lower Saxony","East Germany","","","","","1"
"Disabled","1989","Bavaria","West Germany","128","0.110728447765621","0.0954148331640495","0.126042062367192","1"
"Disabled","1989","Bavaria","East Germany","","","","","1"
"Disabled","1989","Bremen","East Germany","","","","","1"
"Disabled","1989","Bremen","West Germany","16","","","","1"
"Disabled","1989","North Rhine-Westphalia","West Germany","297","0.153562349764387","0.139759955098763","0.167364744430011","1"
"Disabled","1989","Hesse","West Germany","89","0.118505571353707","0.0984130670997994","0.138598075607615","1"
"Disabled","1989","North Rhine-Westphalia","East Germany","","","","","1"
"Disabled","1989","Hesse","East Germany","","","","","1"
"Disabled","1989","Rhineland-Palatinate,Saarland","West Germany","72","0.122528612780317","0.0980805581387204","0.146976667421913","1"
"Disabled","1989","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Disabled","1989","Berlin","West Germany","45","0.167767456509275","0.12726788558834","0.20826702743021","1"
"Disabled","1989","Berlin","East Germany","","","","","1"
"Disabled","1989","Brandenburg","West Germany","","","","","1"
"Disabled","1989","Brandenburg","East Germany","","","","","1"
"Disabled","1989","Baden-Württemberg","West Germany","146","0.0999189289263233","0.0861298478036855","0.113708010048961","1"
"Disabled","1989","Baden-Württemberg","East Germany","","","","","1"
"Disabled","1989","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Disabled","1989","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Disabled","1989","Saxony","West Germany","","","","","1"
"Disabled","1989","Saxony","East Germany","","","","","1"
"Disabled","1989","Saxony-Anhalt","West Germany","","","","","1"
"Disabled","1989","Saxony-Anhalt","East Germany","","","","","1"
"Disabled","1989","Thuringia","West Germany","","","","","1"
"Disabled","1989","Thuringia","East Germany","","","","","1"
"Not disabled","1989","Hesse","West Germany","905","0.881494428646293","0.861401924392385","0.901586932900201","0"
"Not disabled","1989","Hesse","East Germany","","","","","0"
"Not disabled","1989","Rhineland-Palatinate,Saarland","West Germany","619","0.877471387219683","0.853023332578087","0.90191944186128","0"
"Not disabled","1989","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Not disabled","1989","Baden-Württemberg","West Germany","1671","0.900081071073677","0.886291989951039","0.913870152196315","0"
"Not disabled","1989","Baden-Württemberg","East Germany","","","","","0"
"Not disabled","1989","Bavaria","West Germany","1485","0.889271552234379","0.873957937632808","0.90458516683595","0"
"Not disabled","1989","Bavaria","East Germany","","","","","0"
"Not disabled","1989","Berlin","West Germany","282","0.832232543490725","0.79173297256979","0.87273211441166","0"
"Not disabled","1989","Berlin","East Germany","","","","","0"
"Not disabled","1989","Schleswig-Holstein","West Germany","267","0.852633357560126","0.812786685700226","0.892480029420026","0"
"Not disabled","1989","Brandenburg","West Germany","","","","","0"
"Not disabled","1989","Brandenburg","East Germany","","","","","0"
"Not disabled","1989","Schleswig-Holstein","East Germany","","","","","0"
"Not disabled","1989","Hamburg","West Germany","179","0.886317063427552","0.841991202973871","0.930642923881233","0"
"Not disabled","1989","Hamburg","East Germany","","","","","0"
"Not disabled","1989","Lower Saxony","West Germany","898","0.878156906149577","0.857852652439001","0.898461159860153","0"
"Not disabled","1989","Lower Saxony","East Germany","","","","","0"
"Not disabled","1989","Bremen","West Germany","90","0.852379750458031","0.784851625969867","0.919907874946196","0"
"Not disabled","1989","Bremen","East Germany","","","","","0"
"Not disabled","1989","North Rhine-Westphalia","West Germany","2324","0.846437650235613","0.832635255569989","0.860240044901237","0"
"Not disabled","1989","North Rhine-Westphalia","East Germany","","","","","0"
"Not disabled","1989","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Not disabled","1989","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"Not disabled","1989","Saxony","West Germany","","","","","0"
"Not disabled","1989","Saxony","East Germany","","","","","0"
"Not disabled","1989","Saxony-Anhalt","West Germany","","","","","0"
"Not disabled","1989","Saxony-Anhalt","East Germany","","","","","0"
"Not disabled","1989","Thuringia","West Germany","","","","","0"
"Not disabled","1989","Thuringia","East Germany","","","","","0"
"Disabled","1990","Schleswig-Holstein","West Germany","","","","","1"
"Disabled","1990","Schleswig-Holstein","East Germany","","","","","1"
"Disabled","1990","Hamburg","East Germany","","","","","1"
"Disabled","1990","Hamburg","West Germany","","","","","1"
"Disabled","1990","Lower Saxony","West Germany","","","","","1"
"Disabled","1990","Bavaria","West Germany","","","","","1"
"Disabled","1990","Lower Saxony","East Germany","","","","","1"
"Disabled","1990","Bremen","West Germany","","","","","1"
"Disabled","1990","Bavaria","East Germany","","","","","1"
"Disabled","1990","Bremen","East Germany","","","","","1"
"Disabled","1990","North Rhine-Westphalia","East Germany","","","","","1"
"Disabled","1990","North Rhine-Westphalia","West Germany","","","","","1"
"Disabled","1990","Hesse","East Germany","","","","","1"
"Disabled","1990","Hesse","West Germany","","","","","1"
"Disabled","1990","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Disabled","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Disabled","1990","Berlin","East Germany","","","","","1"
"Disabled","1990","Brandenburg","West Germany","","","","","1"
"Disabled","1990","Berlin","West Germany","","","","","1"
"Disabled","1990","Brandenburg","East Germany","","","","","1"
"Disabled","1990","Baden-Württemberg","West Germany","","","","","1"
"Disabled","1990","Baden-Württemberg","East Germany","","","","","1"
"Disabled","1990","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Disabled","1990","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Disabled","1990","Saxony","West Germany","","","","","1"
"Disabled","1990","Saxony","East Germany","","","","","1"
"Disabled","1990","Saxony-Anhalt","West Germany","","","","","1"
"Disabled","1990","Saxony-Anhalt","East Germany","","","","","1"
"Disabled","1990","Thuringia","West Germany","","","","","1"
"Disabled","1990","Thuringia","East Germany","","","","","1"
"Not disabled","1990","Hesse","West Germany","","","","","0"
"Not disabled","1990","Hesse","East Germany","","","","","0"
