"m11124","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1984","Not Employed","Female","311","0.118485541654275","0.107498899419649","0.129472183888901","1"
"Disabled","1984","Not Employed","Male","342","0.291805109382919","0.267262924331011","0.316347294434826","1"
"Disabled","1984","Employed","Male","303","0.0812532619903196","0.0734178567082263","0.0890886672724129","1"
"Disabled","1984","Employed","Female","115","0.0500778375552651","0.0421205194257584","0.0580351556847718","1"
"Not disabled","1984","Not Employed","Male","976","0.708194890617081","0.683652705565174","0.732737075668988","0"
"Not disabled","1984","Not Employed","Female","3013","0.881514458345725","0.870527816111099","0.892501100580351","0"
"Not disabled","1984","Employed","Male","4368","0.91874673800968","0.910911332727587","0.926582143291774","0"
"Not disabled","1984","Employed","Female","2771","0.949922162444735","0.941964844315228","0.957879480574242","0"
"Disabled","1985","Not Employed","Female","254","0.108772685792277","0.0975864029080351","0.119958968676519","1"
"Disabled","1985","Employed","Female","110","0.0545932762773524","0.0459156371797642","0.0632709153749406","1"
"Disabled","1985","Not Employed","Male","326","0.300673508838155","0.275036950441245","0.326310067235066","1"
"Disabled","1985","Employed","Male","244","0.0724558161348599","0.064622137259622","0.0802894950100978","1"
"Not disabled","1985","Not Employed","Male","903","0.699326491161844","0.673689932764934","0.724963049558755","0"
"Not disabled","1985","Not Employed","Female","2722","0.891227314207723","0.880041031323481","0.902413597091965","0"
"Not disabled","1985","Employed","Male","3963","0.92754418386514","0.919710504989902","0.935377862740378","0"
"Not disabled","1985","Employed","Female","2523","0.945406723722648","0.936729084625059","0.954084362820236","0"
"Disabled","1986","Not Employed","Female","4","","","","1"
"Disabled","1986","Employed","Female","","","","","1"
"Disabled","1986","Not Employed","Male","1","","","","1"
"Disabled","1986","Employed","Male","3","","","","1"
"Not disabled","1986","Not Employed","Female","2757","0.999556365353753","0.998770892355591","1.00034183835191","0"
"Not disabled","1986","Employed","Male","4079","0.999669446402233","0.999111797637691","1.00022709516678","0"
"Not disabled","1986","Employed","Female","2616","1","1","1","0"
"Not disabled","1986","Not Employed","Male","1183","0.999574837639471","0.998400596471933","1.00074907880701","0"
"Disabled","1987","Not Employed","Female","254","0.1242266836532","0.111651833760645","0.136801533545755","1"
"Disabled","1987","Employed","Female","104","0.0488653555220626","0.0406322868559915","0.0570984241881336","1"
"Disabled","1987","Not Employed","Male","310","0.314216380070371","0.287162799479322","0.341269960661421","1"
"Disabled","1987","Employed","Male","228","0.0676468904460406","0.0599190220421968","0.0753747588498844","1"
"Not disabled","1987","Not Employed","Female","2389","0.8757733163468","0.863198466454245","0.888348166239355","0"
"Not disabled","1987","Employed","Male","3829","0.932353109553959","0.924625241150116","0.940080977957803","0"
"Not disabled","1987","Employed","Female","2530","0.951134644477937","0.942901575811866","0.959367713144009","0"
"Not disabled","1987","Not Employed","Male","821","0.685783619929629","0.658730039338579","0.712837200520678","0"
"Disabled","1988","Not Employed","Female","286","0.151478756356429","0.137340142296734","0.165617370416124","1"
"Disabled","1988","Employed","Female","100","0.0441759135846456","0.036237648911759","0.0521141782575322","1"
"Disabled","1988","Not Employed","Male","330","0.339327206097077","0.311075809561553","0.367578602632602","1"
"Disabled","1988","Employed","Male","239","0.0723244052206097","0.0641487968529588","0.0805000135882607","1"
"Not disabled","1988","Not Employed","Female","2184","0.848521243643571","0.834382629583876","0.862659857703266","0"
"Not disabled","1988","Not Employed","Male","749","0.660672793902923","0.632421397367398","0.688924190438447","0"
"Not disabled","1988","Employed","Male","3617","0.92767559477939","0.919499986411739","0.935851203147041","0"
"Not disabled","1988","Employed","Female","2474","0.955824086415354","0.947885821742468","0.963762351088241","0"
"Disabled","1989","Not Employed","Male","342","0.370758036132702","0.341653587072032","0.399862485193372","1"
"Disabled","1989","Not Employed","Female","293","0.159741430698294","0.144944627577567","0.174538233819022","1"
"Disabled","1989","Employed","Female","100","0.0485320729385895","0.0401916226486985","0.0568725232284805","1"
"Disabled","1989","Employed","Male","212","0.0656439421931251","0.0576682913724075","0.0736195930138427","1"
"Not disabled","1989","Not Employed","Female","2062","0.840258569301706","0.825461766180978","0.855055372422433","0"
"Not disabled","1989","Employed","Female","2450","0.95146792706141","0.943127476771519","0.959808377351302","0"
"Not disabled","1989","Not Employed","Male","716","0.629241963867298","0.600137514806628","0.658346412927968","0"
"Not disabled","1989","Employed","Male","3492","0.934356057806875","0.926380406986157","0.942331708627593","0"
"Disabled","1990","Employed","Female","","","","","1"
"Disabled","1990","Not Employed","Male","","","","","1"
"Disabled","1990","Not Employed","Female","","","","","1"
"Disabled","1990","Employed","Male","","","","","1"
"Not disabled","1990","Not Employed","Female","","","","","0"
"Not disabled","1990","Employed","Female","","","","","0"
"Not disabled","1990","Not Employed","Male","","","","","0"
"Not disabled","1990","Employed","Male","","","","","0"
"Disabled","1991","Employed","Female","102","0.0486683157332983","0.0403574050811559","0.0569792263854407","1"
"Disabled","1991","Not Employed","Male","364","0.399783084051383","0.369911087343788","0.429655080758978","1"
"Disabled","1991","Not Employed","Female","289","0.167731626900973","0.152161408474482","0.183301845327465","1"
"Disabled","1991","Employed","Male","207","0.0651343672246563","0.0570780715596358","0.0731906628896768","1"
"Not disabled","1991","Not Employed","Female","1923","0.832268373099027","0.816698154672535","0.847838591525518","0"
"Not disabled","1991","Employed","Female","2473","0.951331684266702","0.943020773614559","0.959642594918844","0"
"Not disabled","1991","Not Employed","Male","669","0.600216915948617","0.570344919241022","0.630088912656212","0"
"Not disabled","1991","Employed","Male","3397","0.934865632775344","0.926809337110323","0.942921928440364","0"
"Disabled","1992","Not Employed","Male","425","0.365999375332045","0.34027473519396","0.39172401547013","1"
"Disabled","1992","Not Employed","Female","365","0.162246914303184","0.148742254197764","0.175751574408604","1"
"Disabled","1992","Employed","Male","264","0.0592725988463852","0.052788083795841","0.0657571138969293","1"
"Disabled","1992","Employed","Female","145","0.04721166252973","0.0406282990110896","0.0537950260483704","1"
"Not disabled","1992","Not Employed","Female","2498","0.837753085696816","0.824248425591396","0.851257745802236","0"
"Not disabled","1992","Employed","Female","3842","0.95278833747027","0.94620497395163","0.95937170098891","0"
"Not disabled","1992","Not Employed","Male","922","0.634000624667955","0.60827598452987","0.65972526480604","0"
