"m11124","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1984","Not Employed","no migration background","583","0.174945991314684","0.162513001157263","0.187378981472106","1"
"Disabled","1984","Not Employed","indirect migration background","3","","","","1"
"Disabled","1984","Not Employed","direct migration background","67","0.0950424888833315","0.0768382088856399","0.113246768881023","1"
"Disabled","1984","Employed","no migration background","336","0.0715367352300959","0.0644455344809487","0.0786279359792432","1"
"Disabled","1984","Employed","direct migration background","79","0.0501361611348085","0.0414290187565924","0.0588433035130247","1"
"Disabled","1984","Employed","indirect migration background","3","","","","1"
"Not disabled","1984","Not Employed","no migration background","3004","0.825054008685316","0.812621018527894","0.837486998842737","0"
"Not disabled","1984","Not Employed","direct migration background","930","0.904957511116669","0.886753231118977","0.92316179111436","0"
"Not disabled","1984","Not Employed","indirect migration background","55","0.899699490816665","0.822389717392607","0.977009264240723","0"
"Not disabled","1984","Employed","no migration background","4738","0.928463264769904","0.921372064020757","0.935554465519051","0"
"Not disabled","1984","Employed","direct migration background","2334","0.949863838865192","0.941156696486975","0.958570981243408","0"
"Not disabled","1984","Employed","indirect migration background","67","0.931256833746","0.871984971405601","0.990528696086399","0"
"Disabled","1985","Not Employed","no migration background","515","0.170390920854594","0.157458884410138","0.183322957299049","1"
"Disabled","1985","Not Employed","direct migration background","61","0.125920790807515","0.104075624947973","0.147765956667057","1"
"Disabled","1985","Not Employed","indirect migration background","4","","","","1"
"Disabled","1985","Employed","no migration background","297","0.0683377299407541","0.0611393192665344","0.0755361406149738","1"
"Disabled","1985","Employed","direct migration background","56","0.0417872593719059","0.0331209132578809","0.0504536054859309","1"
"Disabled","1985","Employed","indirect migration background","1","","","","1"
"Not disabled","1985","Not Employed","no migration background","2732","0.829609079145406","0.816677042700951","0.842541115589862","0"
"Not disabled","1985","Not Employed","direct migration background","825","0.874079209192485","0.852234043332943","0.895924375052027","0"
"Not disabled","1985","Not Employed","indirect migration background","68","0.921745397255848","0.859709612967462","0.983781181544234","0"
"Not disabled","1985","Employed","no migration background","4423","0.931662270059246","0.924463859385026","0.938860680733466","0"
"Not disabled","1985","Employed","direct migration background","1992","0.958212740628094","0.949546394514069","0.966879086742119","0"
"Not disabled","1985","Employed","indirect migration background","71","0.944920946989399","0.8922255338949","0.997616360083897","0"
"Disabled","1986","Not Employed","direct migration background","1","","","","1"
"Disabled","1986","Not Employed","no migration background","4","","","","1"
"Disabled","1986","Employed","no migration background","3","","","","1"
"Disabled","1986","Not Employed","indirect migration background","","","","","1"
"Disabled","1986","Employed","direct migration background","","","","","1"
"Disabled","1986","Employed","indirect migration background","","","","","1"
"Not disabled","1986","Not Employed","no migration background","3022","0.999542073875587","0.998779798519968","1.00030434923121","0"
"Not disabled","1986","Not Employed","direct migration background","854","0.999748367067577","0.998685218092746","1.00081151604241","0"
"Not disabled","1986","Not Employed","indirect migration background","64","1","1","1","0"
"Not disabled","1986","Employed","no migration background","4602","0.999774913026738","0.999341642076256","1.00020818397722","0"
"Not disabled","1986","Employed","direct migration background","2001","1","1","1","0"
"Not disabled","1986","Employed","indirect migration background","92","1","1","1","0"
"Disabled","1987","Not Employed","no migration background","473","0.181959791984453","0.167795309813352","0.196124274155553","1"
"Disabled","1987","Not Employed","direct migration background","85","0.177003449233782","0.151314872846256","0.202692025621309","1"
"Disabled","1987","Employed","no migration background","272","0.0631969265720126","0.0561739266705137","0.0702199264735115","1"
"Disabled","1987","Not Employed","indirect migration background","6","","","","1"
"Disabled","1987","Employed","direct migration background","59","0.0388025706825686","0.0302960483688989","0.0473090929962382","1"
"Disabled","1987","Employed","indirect migration background","1","","","","1"
"Not disabled","1987","Not Employed","no migration background","2377","0.818040208015547","0.803875725844447","0.832204690186648","0"
"Not disabled","1987","Not Employed","direct migration background","763","0.822996550766218","0.797307974378691","0.848685127153744","0"
"Not disabled","1987","Not Employed","indirect migration background","70","0.760086462407607","0.664080065522865","0.856092859292349","0"
"Not disabled","1987","Employed","no migration background","4339","0.936803073427988","0.929780073526489","0.943826073329486","0"
"Not disabled","1987","Employed","direct migration background","1921","0.961197429317431","0.952690907003762","0.969703951631101","0"
"Not disabled","1987","Employed","indirect migration background","99","0.993890520293054","0.978617691672218","1.00916334891389","0"
"Disabled","1988","Not Employed","no migration background","505","0.210709115200611","0.195155759804056","0.226262470597166","1"
"Disabled","1988","Not Employed","direct migration background","103","0.205634910961783","0.177784453788084","0.233485368135482","1"
"Disabled","1988","Not Employed","indirect migration background","8","","","","1"
"Disabled","1988","Employed","no migration background","261","0.0628556991555063","0.055711956329938","0.0699994419810747","1"
"Disabled","1988","Employed","direct migration background","76","0.0478562652728651","0.0381865023301032","0.0575260282156271","1"
"Disabled","1988","Employed","indirect migration background","2","","","","1"
"Not disabled","1988","Not Employed","no migration background","2136","0.789290884799389","0.773737529402834","0.804844240195944","0"
"Not disabled","1988","Not Employed","direct migration background","706","0.794365089038217","0.766514631864518","0.822215546211916","0"
"Not disabled","1988","Not Employed","indirect migration background","91","0.77887894945372","0.697130312249721","0.86062758665772","0"
"Not disabled","1988","Employed","no migration background","4173","0.937144300844494","0.930000558018925","0.944288043670062","0"
"Not disabled","1988","Employed","direct migration background","1796","0.952143734727135","0.942473971784373","0.961813497669897","0"
"Not disabled","1988","Employed","indirect migration background","122","0.995315528812519","0.983297093661071","1.00733396396397","0"
"Disabled","1989","Not Employed","no migration background","517","0.229696030361985","0.213207349986574","0.246184710737395","1"
"Disabled","1989","Not Employed","direct migration background","109","0.20317589496488","0.175363563976922","0.230988225952838","1"
"Disabled","1989","Not Employed","indirect migration background","9","","","","1"
"Disabled","1989","Employed","no migration background","250","0.0623190351857967","0.0551021903764026","0.0695358799951907","1"
"Disabled","1989","Employed","direct migration background","62","0.0339446978463315","0.025562750775605","0.0423266449170579","1"
"Disabled","1989","Employed","indirect migration background","","","","","1"
"Not disabled","1989","Not Employed","no migration background","1983","0.770303969638015","0.753815289262605","0.786792650013425","0"
"Not disabled","1989","Not Employed","direct migration background","695","0.79682410503512","0.769011774047162","0.824636436023078","0"
"Not disabled","1989","Not Employed","indirect migration background","100","0.80992895827953","0.736271575539484","0.883586341019576","0"
"Not disabled","1989","Employed","no migration background","4060","0.937680964814203","0.930464120004809","0.944897809623597","0"
"Not disabled","1989","Employed","direct migration background","1731","0.966055302153669","0.957673355082942","0.974437249224395","0"
"Not disabled","1989","Employed","indirect migration background","151","1","1","1","0"
"Disabled","1990","Not Employed","no migration background","","","","","1"
"Disabled","1990","Not Employed","direct migration background","","","","","1"
"Disabled","1990","Not Employed","indirect migration background","","","","","1"
"Disabled","1990","Employed","no migration background","","","","","1"
"Disabled","1990","Employed","direct migration background","","","","","1"
"Disabled","1990","Employed","indirect migration background","","","","","1"
"Not disabled","1990","Not Employed","no migration background","","","","","0"
"Not disabled","1990","Not Employed","direct migration background","","","","","0"
"Not disabled","1990","Not Employed","indirect migration background","","","","","0"
"Not disabled","1990","Employed","no migration background","","","","","0"
"Not disabled","1990","Employed","direct migration background","","","","","0"
"Not disabled","1990","Employed","indirect migration background","","","","","0"
"Disabled","1991","Not Employed","no migration background","525","0.243701131897741","0.22637667539517","0.261025588400313","1"
"Disabled","1991","Not Employed","direct migration background","121","0.2376485219505","0.20722676075961","0.268070283141389","1"
"Disabled","1991","Not Employed","indirect migration background","7","","","","1"
"Disabled","1991","Employed","no migration background","239","0.0615326099061376","0.0542857745007282","0.0687794453115471","1"
"Disabled","1991","Employed","direct migration background","69","0.0392989562837864","0.0301718450180162","0.0484260675495567","1"
"Disabled","1991","Employed","indirect migration background","1","","","","1"
"Not disabled","1991","Not Employed","no migration background","1834","0.756298868102259","0.738974411599687","0.77362332460483","0"
"Not disabled","1991","Not Employed","indirect migration background","127","0.898867952675269","0.84781885855126","0.949917046799278","0"
"Not disabled","1991","Employed","no migration background","3985","0.938467390093862","0.931220554688453","0.945714225499272","0"
"Not disabled","1991","Employed","direct migration background","1672","0.960701043716214","0.951573932450443","0.969828154981984","0"
"Not disabled","1991","Not Employed","direct migration background","631","0.7623514780495","0.731929716858611","0.79277323924039","0"
"Not disabled","1991","Employed","indirect migration background","213","0.975741342551023","0.955128307647928","0.996354377454118","0"
"Disabled","1992","Not Employed","no migration background","654","0.230675429948691","0.216201222675958","0.245149637221424","1"
"Disabled","1992","Not Employed","direct migration background","128","0.226302033181796","0.197270056855313","0.255334009508279","1"
"Disabled","1992","Not Employed","indirect migration background","8","","","","1"
"Disabled","1992","Employed","no migration background","318","0.0543837514050807","0.0490980854078205","0.0596694174023409","1"
"Disabled","1992","Employed","direct migration background","87","0.053549185058337","0.043022596027019","0.0640757740896551","1"
"Disabled","1992","Employed","indirect migration background","4","","","","1"
"Not disabled","1992","Not Employed","no migration background","2600","0.769324570051309","0.754850362778576","0.783798777324042","0"
"Not disabled","1992","Not Employed","indirect migration background","150","0.922631756180584","0.880972154205329","0.96429135815584","0"
"Not disabled","1992","Employed","no migration background","6753","0.945616248594919","0.940330582597659","0.95090191459218","0"
"Not disabled","1992","Employed","direct migration background","1670","0.946450814941663","0.935924225910345","0.956977403972981","0"
"Not disabled","1992","Not Employed","direct migration background","670","0.773697966818204","0.744665990491721","0.802729943144687","0"
"Not disabled","1992","Employed","indirect migration background","249","0.959415991533937","0.93510129929541","0.983730683772465","0"
"Disabled","1993","Not Employed","no migration background","","","","","1"
"Disabled","1993","Not Employed","direct migration background","","","","","1"
"Disabled","1993","Not Employed","indirect migration background","","","","","1"
"Disabled","1993","Employed","no migration background","","","","","1"
"Disabled","1993","Employed","direct migration background","","","","","1"
"Disabled","1993","Employed","indirect migration background","","","","","1"
"Not disabled","1993","Not Employed","no migration background","","","","","0"
"Not disabled","1993","Not Employed","direct migration background","","","","","0"
"Not disabled","1993","Not Employed","indirect migration background","","","","","0"
"Not disabled","1993","Employed","no migration background","","","","","0"
"Not disabled","1993","Employed","direct migration background","","","","","0"
"Not disabled","1993","Employed","indirect migration background","","","","","0"
"Disabled","1994","Not Employed","no migration background","639","0.211480326851933","0.198030199987127","0.224930453716739","1"
"Disabled","1994","Not Employed","direct migration background","145","0.240334224389297","0.21130031490857","0.269368133870025","1"
