"m11124","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","2008","middle vocational","East Germany","2231","0.881159684869732","0.868495024965074","0.893824344774391","0"
"Not disabled","2008","inadequately","East Germany","18","","","","0"
"Not disabled","2008","vocational + Abi","West Germany","868","0.910661224825646","0.892368724456571","0.928953725194721","0"
"Not disabled","2008","higher education","East Germany","1120","0.891403883571347","0.874114388546638","0.908693378596057","0"
"Not disabled","2008","in school","West Germany","268","0.982361779333566","0.966747214622962","0.997976344044171","0"
"Not disabled","2008","vocational + Abi","East Germany","158","0.939035744825301","0.902638145051285","0.975433344599317","0"
"Not disabled","2008","higher vocational","West Germany","907","0.850700123959609","0.829082108986796","0.872318138932422","0"
"Not disabled","2008","inadequately","West Germany","133","0.819117373787313","0.760737741974683","0.877497005599944","0"
"Not disabled","2008","in school","East Germany","82","1","1","1","0"
"Not disabled","2008","higher vocational","East Germany","324","0.861107589349539","0.826151556817819","0.89606362188126","0"
"Not disabled","2008","higher education","West Germany","2714","0.902365336783239","0.891676048687849","0.913054624878628","0"
"Disabled","2009","in school","West Germany","2","","","","1"
"Disabled","2009","in school","East Germany","","","","","1"
"Disabled","2009","inadequately","West Germany","30","0.198685369141358","0.135253022663697","0.262117715619019","1"
"Disabled","2009","inadequately","East Germany","1","","","","1"
"Disabled","2009","general elemantary","West Germany","239","0.15305534643052","0.135084949417057","0.171025743443983","1"
"Disabled","2009","higher vocational","West Germany","138","0.147409271896938","0.125030189396997","0.169788354396878","1"
"Disabled","2009","higher vocational","East Germany","46","0.118555516593831","0.0857055458789351","0.151405487308726","1"
"Disabled","2009","higher education","West Germany","243","0.0974329728267515","0.0865208026098943","0.108345143043609","1"
"Disabled","2009","higher education","East Germany","115","0.0916634173019185","0.0753781136050544","0.107948720998783","1"
"Disabled","2009","general elemantary","East Germany","30","0.0927486185525997","0.0578231132673475","0.127674123837852","1"
"Disabled","2009","middle vocational","West Germany","949","0.146910544200632","0.13842418996535","0.155396898435914","1"
"Disabled","2009","middle vocational","East Germany","284","0.122317473425504","0.109225254571087","0.13540969227992","1"
"Disabled","2009","vocational + Abi","West Germany","64","0.0981035080125515","0.0780595480308642","0.118147467994239","1"
"Disabled","2009","vocational + Abi","East Germany","11","","","","1"
"Not disabled","2009","general elemantary","West Germany","1303","0.84694465356948","0.828974256556017","0.864915050582943","0"
"Not disabled","2009","general elemantary","East Germany","235","0.9072513814474","0.872325876162148","0.942176886732653","0"
"Not disabled","2009","middle vocational","West Germany","5736","0.853089455799368","0.844603101564086","0.86157581003465","0"
"Not disabled","2009","middle vocational","East Germany","2122","0.877682526574496","0.86459030772008","0.890774745428913","0"
"Not disabled","2009","inadequately","East Germany","15","","","","0"
"Not disabled","2009","vocational + Abi","West Germany","782","0.901896491987448","0.881852532005761","0.921940451969136","0"
"Not disabled","2009","higher education","East Germany","1091","0.908336582698081","0.892051279001217","0.924621886394946","0"
"Not disabled","2009","in school","East Germany","55","1","1","1","0"
"Not disabled","2009","in school","West Germany","256","0.995571801548014","0.98746987932855","1.00367372376748","0"
"Not disabled","2009","inadequately","West Germany","122","0.801314630858642","0.737882284380981","0.864746977336303","0"
"Not disabled","2009","vocational + Abi","East Germany","142","0.897005184499148","0.848842849497251","0.945167519501045","0"
"Not disabled","2009","higher vocational","West Germany","826","0.852590728103062","0.830211645603122","0.874969810603003","0"
"Not disabled","2009","higher vocational","East Germany","326","0.88144448340617","0.848594512691274","0.914294454121065","0"
"Not disabled","2009","higher education","West Germany","2594","0.902567027173249","0.891654856956391","0.913479197390106","0"
"Disabled","2010","in school","West Germany","9","","","","1"
"Disabled","2010","in school","East Germany","","","","","1"
"Disabled","2010","inadequately","West Germany","34","0.146111974221648","0.107043483584766","0.185180464858529","1"
"Disabled","2010","inadequately","East Germany","","","","","1"
"Disabled","2010","general elemantary","West Germany","245","0.152657610245752","0.137383814248802","0.167931406242703","1"
"Disabled","2010","higher vocational","West Germany","143","0.139649077263627","0.120061887674791","0.159236266852464","1"
"Disabled","2010","higher vocational","East Germany","58","0.136998070220968","0.103836417002171","0.170159723439766","1"
"Disabled","2010","higher education","West Germany","237","0.0880087038461802","0.0792125647700449","0.0968048429223155","1"
"Disabled","2010","higher education","East Germany","121","0.113981392634692","0.0973051045886534","0.13065768068073","1"
"Disabled","2010","general elemantary","East Germany","36","0.148825784795673","0.110366742769735","0.187284826821611","1"
"Disabled","2010","middle vocational","West Germany","992","0.147555821500029","0.140155491266488","0.15495615173357","1"
"Disabled","2010","middle vocational","East Germany","275","0.117203923178057","0.105558870603975","0.128848975752139","1"
"Disabled","2010","vocational + Abi","West Germany","79","0.0951804371013842","0.0801066546934869","0.110254219509281","1"
"Disabled","2010","vocational + Abi","East Germany","11","","","","1"
"Not disabled","2010","general elemantary","West Germany","1885","0.847342389754248","0.832068593757297","0.862616185751198","0"
"Not disabled","2010","general elemantary","East Germany","293","0.851174215204327","0.812715173178389","0.889633257230265","0"
"Not disabled","2010","middle vocational","West Germany","7831","0.852444178499971","0.84504384826643","0.859844508733512","0"
"Not disabled","2010","middle vocational","East Germany","2656","0.882796076821943","0.871151024247861","0.894441129396025","0"
"Not disabled","2010","higher education","East Germany","1274","0.886018607365308","0.86934231931927","0.902694895411347","0"
"Not disabled","2010","inadequately","East Germany","30","1","1","1","0"
"Not disabled","2010","in school","West Germany","360","0.970241577610501","0.952904344021832","0.98757881119917","0"
"Not disabled","2010","vocational + Abi","West Germany","1377","0.904819562898616","0.889745780490719","0.919893345306513","0"
"Not disabled","2010","higher education","West Germany","3748","0.91199129615382","0.903195157077685","0.920787435229955","0"
"Not disabled","2010","in school","East Germany","47","1","1","1","0"
"Not disabled","2010","inadequately","West Germany","280","0.853888025778352","0.814819535141471","0.892956516415234","0"
"Not disabled","2010","higher vocational","West Germany","1060","0.860350922736373","0.840763733147536","0.879938112325209","0"
"Not disabled","2010","vocational + Abi","East Germany","246","0.924824993850275","0.892588481869008","0.957061505831542","0"
"Not disabled","2010","higher vocational","East Germany","355","0.863001929779032","0.829840276560234","0.896163582997829","0"
"Disabled","2011","in school","West Germany","3","","","","1"
"Disabled","2011","in school","East Germany","","","","","1"
"Disabled","2011","inadequately","West Germany","58","0.209042191403172","0.167096425981607","0.250987956824736","1"
"Disabled","2011","inadequately","East Germany","4","","","","1"
"Disabled","2011","general elemantary","West Germany","310","0.149717068807227","0.135906662081999","0.163527475532455","1"
"Disabled","2011","general elemantary","East Germany","45","0.149447919499967","0.114638966520453","0.184256872479481","1"
"Disabled","2011","middle vocational","West Germany","1303","0.148716266096081","0.141924827219711","0.155507704972452","1"
"Disabled","2011","middle vocational","East Germany","378","0.124116942703994","0.113027675513576","0.135206209894412","1"
"Disabled","2011","vocational + Abi","West Germany","103","0.0860767846494508","0.0728140102031716","0.09933955909573","1"
"Disabled","2011","vocational + Abi","East Germany","9","","","","1"
"Disabled","2011","higher vocational","West Germany","154","0.126084139280486","0.108627444930519","0.143540833630454","1"
"Disabled","2011","higher vocational","East Germany","60","0.116946348597552","0.0878936793008864","0.145999017894217","1"
"Disabled","2011","higher education","West Germany","305","0.0817208119788298","0.0738530958967063","0.0895885280609533","1"
"Disabled","2011","higher education","East Germany","153","0.120447806063841","0.104327159100492","0.136568453027189","1"
"Not disabled","2011","general elemantary","West Germany","2254","0.850282931192773","0.836472524467545","0.864093337918001","0"
"Not disabled","2011","general elemantary","East Germany","358","0.850552080500033","0.815743127520519","0.885361033479547","0"
"Not disabled","2011","middle vocational","West Germany","9241","0.851283733903919","0.844492295027548","0.858075172780289","0"
"Not disabled","2011","middle vocational","East Germany","3018","0.875883057296006","0.864793790105588","0.886972324486424","0"
"Not disabled","2011","higher education","East Germany","1413","0.879552193936159","0.863431546972811","0.895672840899508","0"
"Not disabled","2011","inadequately","East Germany","44","0.90679236909469","0.824547817817095","0.989036920372285","0"
"Not disabled","2011","in school","West Germany","421","0.994591866585102","0.987610968257412","1.00157276491279","0"
"Not disabled","2011","vocational + Abi","West Germany","1615","0.913923215350549","0.90066044090427","0.927185989796828","0"
"Not disabled","2011","higher education","West Germany","4352","0.91827918802117","0.910411471939047","0.926146904103294","0"
"Not disabled","2011","in school","East Germany","49","1","1","1","0"
"Not disabled","2011","inadequately","West Germany","303","0.790957808596828","0.749012043175264","0.832903574018393","0"
"Not disabled","2011","higher vocational","West Germany","1235","0.873915860719514","0.856459166369546","0.891372555069481","0"
"Not disabled","2011","higher vocational","East Germany","410","0.883053651402448","0.854000982105783","0.912106320699114","0"
"Not disabled","2011","vocational + Abi","East Germany","282","0.94906101634269","0.923798663210985","0.974323369474395","0"
"Disabled","2012","in school","West Germany","4","","","","1"
"Disabled","2012","in school","East Germany","","","","","1"
"Disabled","2012","inadequately","West Germany","52","0.200135848544477","0.157544753931539","0.242726943157415","1"
"Disabled","2012","inadequately","East Germany","6","","","","1"
"Disabled","2012","general elemantary","West Germany","334","0.149203108359551","0.135322647009127","0.163083569709974","1"
"Disabled","2012","general elemantary","East Germany","51","0.155456809077633","0.11873465936368","0.192178958791586","1"
"Disabled","2012","middle vocational","West Germany","1320","0.150409347674666","0.143486289486865","0.157332405862468","1"
"Disabled","2012","middle vocational","East Germany","407","0.143147274569897","0.131250319359917","0.155044229779877","1"
"Disabled","2012","vocational + Abi","West Germany","118","0.0993730699734031","0.0850291886311513","0.113716951315655","1"
"Disabled","2012","vocational + Abi","East Germany","14","","","","1"
"Disabled","2012","higher vocational","West Germany","163","0.127142489564038","0.109272492125436","0.14501248700264","1"
"Disabled","2012","higher vocational","East Germany","68","0.14023884977702","0.109110419445679","0.171367280108362","1"
"Disabled","2012","higher education","West Germany","321","0.0860011420945037","0.0779140369499841","0.0940882472390233","1"
"Disabled","2012","higher education","East Germany","152","0.120724966117237","0.104436804333345","0.137013127901129","1"
"Not disabled","2012","general elemantary","West Germany","2197","0.850796891640449","0.836916430290026","0.864677352990873","0"
"Not disabled","2012","general elemantary","East Germany","323","0.844543190922367","0.807821041208414","0.88126534063632","0"
"Not disabled","2012","middle vocational","West Germany","8922","0.849590652325334","0.842667594137532","0.856513710513135","0"
"Not disabled","2012","middle vocational","East Germany","2922","0.856852725430103","0.844955770220123","0.868749680640083","0"
"Not disabled","2012","higher education","East Germany","1385","0.879275033882763","0.862986872098871","0.895563195666655","0"
"Not disabled","2012","inadequately","East Germany","43","0.863329449161986","0.767151436016568","0.959507462307404","0"
"Not disabled","2012","vocational + Abi","West Germany","1553","0.900626930026597","0.886283048684345","0.914970811368849","0"
"Not disabled","2012","in school","West Germany","415","0.982559103153464","0.970024666261927","0.995093540045001","0"
"Not disabled","2012","in school","East Germany","54","1","1","1","0"
"Not disabled","2012","higher education","West Germany","4296","0.913998857905496","0.905911752760977","0.922085963050016","0"
"Not disabled","2012","higher vocational","West Germany","1172","0.872857510435962","0.85498751299736","0.890727507874564","0"
"Not disabled","2012","inadequately","West Germany","287","0.799864151455523","0.757273056842585","0.842455246068461","0"
"Not disabled","2012","higher vocational","East Germany","410","0.859761150222979","0.828632719891638","0.890889580554321","0"
"Not disabled","2012","vocational + Abi","East Germany","286","0.948389822929405","0.923354766151172","0.973424879707639","0"
"Disabled","2013","in school","West Germany","5","","","","1"
"Disabled","2013","in school","East Germany","1","","","","1"
"Disabled","2013","inadequately","West Germany","72","0.205212481473491","0.171941372210045","0.238483590736938","1"
"Disabled","2013","inadequately","East Germany","6","","","","1"
"Disabled","2013","general elemantary","West Germany","351","0.146849833696356","0.134778833038955","0.158920834353757","1"
"Disabled","2013","general elemantary","East Germany","41","0.128110907672234","0.0958782035564229","0.160343611788045","1"
"Disabled","2013","middle vocational","West Germany","1311","0.153326489462602","0.146594868565977","0.160058110359226","1"
"Disabled","2013","middle vocational","East Germany","394","0.145554192943002","0.133337325105082","0.157771060780921","1"
"Disabled","2013","vocational + Abi","West Germany","127","0.087432384869692","0.0752137607461879","0.099651008993196","1"
"Disabled","2013","vocational + Abi","East Germany","12","","","","1"
"Disabled","2013","higher vocational","West Germany","165","0.151981354665304","0.132443541188624","0.171519168141984","1"
"Disabled","2013","higher vocational","East Germany","57","0.144393361571513","0.111400838222814","0.177385884920213","1"
"Disabled","2013","higher education","West Germany","355","0.0858443297450704","0.0783131616288867","0.093375497861254","1"
"Disabled","2013","higher education","East Germany","152","0.112873316203012","0.0971554984670709","0.128591133938953","1"
"Not disabled","2013","general elemantary","West Germany","2952","0.853150166303644","0.841079165646243","0.865221166961045","0"
"Not disabled","2013","general elemantary","East Germany","372","0.871889092327766","0.839656388211955","0.904121796443577","0"
"Not disabled","2013","middle vocational","West Germany","9694","0.846673510537398","0.839941889640774","0.853405131434023","0"
"Not disabled","2013","middle vocational","East Germany","2807","0.854445807056998","0.842228939219079","0.866662674894918","0"
"Not disabled","2013","higher education","East Germany","1405","0.887126683796988","0.871408866061047","0.902844501532929","0"
"Not disabled","2013","in school","West Germany","549","0.981797539818527","0.970665641691495","0.992929437945558","0"
"Not disabled","2013","inadequately","East Germany","58","0.889503355362832","0.812695357511981","0.966311353213683","0"
"Not disabled","2013","vocational + Abi","West Germany","1926","0.912567615130308","0.900348991006804","0.924786239253812","0"
"Not disabled","2013","higher education","West Germany","4960","0.91415567025493","0.906624502138746","0.921686838371113","0"
"Not disabled","2013","vocational + Abi","East Germany","307","0.956924247793226","0.934644618304675","0.979203877281778","0"
"Not disabled","2013","higher vocational","West Germany","1132","0.848018645334696","0.828480831858016","0.867556458811376","0"
"Not disabled","2013","in school","East Germany","71","0.994214257974574","0.976695578407912","1.01173293754124","0"
"Not disabled","2013","inadequately","West Germany","494","0.794787518526509","0.761516409263062","0.828058627789955","0"
"Not disabled","2013","higher vocational","East Germany","379","0.855606638428487","0.822614115079788","0.888599161777186","0"
"Disabled","2014","in school","West Germany","4","","","","1"
"Disabled","2014","in school","East Germany","","","","","1"
"Disabled","2014","inadequately","West Germany","62","0.223899929946351","0.185299252719418","0.262500607173283","1"
"Disabled","2014","inadequately","East Germany","6","","","","1"
"Disabled","2014","general elemantary","West Germany","320","0.150354811595322","0.136944965615891","0.163764657574753","1"
"Disabled","2014","general elemantary","East Germany","44","0.141812540777458","0.10673697430056","0.176888107254357","1"
"Disabled","2014","middle vocational","West Germany","1296","0.161827562258023","0.154506306927761","0.169148817588284","1"
"Disabled","2014","middle vocational","East Germany","379","0.154787733456897","0.141543191483045","0.168032275430749","1"
"Disabled","2014","vocational + Abi","West Germany","114","0.0895359984815511","0.0761856549734819","0.10288634198962","1"
"Disabled","2014","vocational + Abi","East Germany","13","","","","1"
"Disabled","2014","higher vocational","West Germany","164","0.17118167179323","0.149780728550103","0.192582615036357","1"
"Disabled","2014","higher vocational","East Germany","57","0.144242081595505","0.11015110337268","0.178333059818329","1"
"Disabled","2014","higher education","West Germany","341","0.0873320766955441","0.0793386504228147","0.0953255029682736","1"
"Disabled","2014","higher education","East Germany","154","0.124178598780558","0.107168938162656","0.14118825939846","1"
"Not disabled","2014","general elemantary","West Germany","2409","0.849645188404678","0.836235342425247","0.863055034384109","0"
"Not disabled","2014","general elemantary","East Germany","336","0.858187459222542","0.823111892745643","0.89326302569944","0"
"Not disabled","2014","middle vocational","West Germany","8425","0.838172437741977","0.830851182411716","0.845493693072239","0"
"Not disabled","2014","middle vocational","East Germany","2486","0.845212266543103","0.831967724569251","0.858456808516955","0"
"Not disabled","2014","higher education","East Germany","1290","0.875821401219442","0.85881174060154","0.892831061837344","0"
"Not disabled","2014","vocational + Abi","West Germany","1643","0.910464001518449","0.89711365801038","0.923814345026518","0"
"Not disabled","2014","vocational + Abi","East Germany","285","0.952788222298662","0.928707842865382","0.976868601731943","0"
"Not disabled","2014","in school","West Germany","391","0.985788181243856","0.974115619581069","0.997460742906644","0"
"Not disabled","2014","inadequately","East Germany","50","0.903173125118094","0.825720251001638","0.98062599923455","0"
"Not disabled","2014","higher vocational","West Germany","1026","0.82881832820677","0.807417384963643","0.850219271449897","0"
"Not disabled","2014","higher education","West Germany","4451","0.912667923304456","0.904674497031726","0.920661349577185","0"
"Not disabled","2014","in school","East Germany","55","1","1","1","0"
"Not disabled","2014","inadequately","West Germany","386","0.776100070053649","0.737499392826717","0.814700747280582","0"
"Not disabled","2014","higher vocational","East Germany","351","0.855757918404495","0.821666940181671","0.88984889662732","0"
"Disabled","2015","in school","West Germany","3","","","","1"
"Disabled","2015","in school","East Germany","","","","","1"
"Disabled","2015","inadequately","West Germany","56","0.219924044665599","0.182985538465373","0.256862550865825","1"
"Disabled","2015","inadequately","East Germany","7","","","","1"
"Disabled","2015","general elemantary","West Germany","275","0.143148521559275","0.129707245333311","0.156589797785239","1"
"Disabled","2015","general elemantary","East Germany","43","0.136481269912048","0.101358604434968","0.171603935389128","1"
"Disabled","2015","middle vocational","West Germany","1206","0.160637571727916","0.153232224313693","0.16804291914214","1"
"Disabled","2015","middle vocational","East Germany","348","0.149520588602399","0.136207130199327","0.16283404700547","1"
"Disabled","2015","vocational + Abi","West Germany","107","0.0821784245161126","0.0697573738356363","0.0945994751965888","1"
"Disabled","2015","vocational + Abi","East Germany","11","","","","1"
"Disabled","2015","higher vocational","West Germany","156","0.161612672554566","0.140254439186279","0.182970905922854","1"
"Disabled","2015","higher vocational","East Germany","53","0.136223223926569","0.102607347845805","0.169839100007332","1"
"Disabled","2015","higher education","West Germany","326","0.0835147547050458","0.0758623606782341","0.0911671487318576","1"
"Disabled","2015","higher education","East Germany","144","0.11177860235315","0.0954358973877185","0.128121307318581","1"
"Not disabled","2015","general elemantary","West Germany","2333","0.856851478440725","0.843410202214761","0.870292754666689","0"
"Not disabled","2015","general elemantary","East Germany","324","0.863518730087952","0.828396064610872","0.898641395565032","0"
"Not disabled","2015","middle vocational","West Germany","8239","0.839362428272084","0.83195708085786","0.846767775686308","0"
"Not disabled","2015","inadequately","East Germany","46","0.891913436807164","0.808322852019218","0.975504021595109","0"
"Not disabled","2015","middle vocational","East Germany","2408","0.850479411397601","0.83716595299453","0.863792869800673","0"
"Not disabled","2015","higher education","East Germany","1284","0.88822139764685","0.871878692681419","0.904564102612281","0"
"Not disabled","2015","in school","East Germany","58","1","1","1","0"
"Not disabled","2015","vocational + Abi","West Germany","1771","0.917821575483887","0.905400524803411","0.930242626164364","0"
"Not disabled","2015","vocational + Abi","East Germany","279","0.957997497513267","0.934910425240557","0.981084569785977","0"
"Not disabled","2015","higher vocational","West Germany","985","0.838387327445434","0.817029094077146","0.859745560813721","0"
"Not disabled","2015","in school","West Germany","317","0.983107746148242","0.968988306529628","0.997227185766857","0"
"Not disabled","2015","inadequately","West Germany","427","0.780075955334401","0.743137449134175","0.817014461534627","0"
"Not disabled","2015","higher education","West Germany","4695","0.916485245294954","0.908832851268143","0.924137639321766","0"
"Not disabled","2015","higher vocational","East Germany","347","0.863776776073431","0.830160899992668","0.897392652154195","0"
"Disabled","2016","in school","West Germany","1","","","","1"
"Disabled","2016","in school","East Germany","","","","","1"
"Disabled","2016","inadequately","West Germany","44","0.188800406048374","0.148978094978406","0.228622717118343","1"
"Disabled","2016","inadequately","East Germany","8","","","","1"
"Disabled","2016","general elemantary","West Germany","267","0.150846617516384","0.136162389112102","0.165530845920666","1"
"Disabled","2016","general elemantary","East Germany","42","0.134855980842825","0.097490129146271","0.172221832539379","1"
"Disabled","2016","middle vocational","West Germany","1101","0.160230965299234","0.152423621255053","0.168038309343415","1"
"Disabled","2016","middle vocational","East Germany","323","0.148474377508849","0.134705987955774","0.162242767061925","1"
"Disabled","2016","vocational + Abi","West Germany","112","0.0865900860155672","0.0734362391589567","0.0997439328721777","1"
"Disabled","2016","vocational + Abi","East Germany","8","","","","1"
"Disabled","2016","higher vocational","West Germany","148","0.157080611117969","0.134986906446681","0.179174315789256","1"
"Disabled","2016","higher vocational","East Germany","53","0.142116598892312","0.106538415928966","0.177694781855659","1"
"Disabled","2016","higher education","West Germany","337","0.0870299732688134","0.0788628752472984","0.0951970712903283","1"
"Disabled","2016","higher education","East Germany","133","0.102772765541856","0.0865743904160488","0.118971140667664","1"
"Not disabled","2016","general elemantary","West Germany","2015","0.849153382483616","0.834469154079334","0.863837610887898","0"
"Not disabled","2016","general elemantary","East Germany","279","0.865144019157175","0.827778167460621","0.902509870853729","0"
"Not disabled","2016","middle vocational","West Germany","7379","0.839769034700766","0.831961690656585","0.847576378744947","0"
"Not disabled","2016","middle vocational","East Germany","2239","0.851525622491151","0.837757232938075","0.865294012044226","0"
"Not disabled","2016","inadequately","East Germany","38","0.847460061539117","0.74355885788173","0.951361265196504","0"
"Not disabled","2016","higher education","East Germany","1217","0.897227234458144","0.881028859332336","0.913425609583951","0"
"Not disabled","2016","vocational + Abi","East Germany","266","0.971182392791892","0.951373866398958","0.990990919184827","0"
"Not disabled","2016","in school","East Germany","43","1","1","1","0"
"Not disabled","2016","vocational + Abi","West Germany","1644","0.913409913984433","0.900256067127822","0.926563760841043","0"
"Not disabled","2016","inadequately","West Germany","327","0.811199593951626","0.771377282881657","0.851021905021594","0"
"Not disabled","2016","higher vocational","West Germany","894","0.842919388882032","0.820825684210744","0.865013093553319","0"
"Not disabled","2016","in school","West Germany","295","0.982384515078418","0.967398357629324","0.997370672527513","0"
"Not disabled","2016","higher education","West Germany","4239","0.912970026731187","0.904802928709672","0.921137124752702","0"
"Not disabled","2016","higher vocational","East Germany","317","0.857883401107688","0.822305218144341","0.893461584071034","0"
"Disabled","2017","in school","West Germany","4","","","","1"
"Disabled","2017","in school","East Germany","1","","","","1"
"Disabled","2017","inadequately","West Germany","54","0.19781615095896","0.158923871432005","0.236708430485914","1"
"Disabled","2017","inadequately","East Germany","10","","","","1"
"Disabled","2017","general elemantary","West Germany","281","0.150088094426457","0.135736143250189","0.164440045602725","1"
"Disabled","2017","general elemantary","East Germany","51","0.157729579793953","0.120937040401135","0.194522119186771","1"
"Disabled","2017","middle vocational","West Germany","1223","0.161216660138495","0.153723179175234","0.168710141101755","1"
"Disabled","2017","middle vocational","East Germany","348","0.137559907326852","0.124918840230072","0.150200974423632","1"
"Disabled","2017","vocational + Abi","West Germany","148","0.0988908026329971","0.0854433678678729","0.112338237398121","1"
"Disabled","2017","vocational + Abi","East Germany","15","","","","1"
"Disabled","2017","higher vocational","West Germany","158","0.142847656835436","0.122570799403996","0.163124514266876","1"
"Disabled","2017","higher vocational","East Germany","62","0.149182966510842","0.114269272387183","0.184096660634502","1"
"Disabled","2017","higher education","West Germany","348","0.0792141580990695","0.0718020162014121","0.0866262999967269","1"
"Disabled","2017","higher education","East Germany","135","0.0962208960368758","0.0810371215575626","0.111404670516189","1"
"Not disabled","2017","general elemantary","West Germany","2098","0.849911905573543","0.835559954397275","0.864263856749811","0"
"Not disabled","2017","general elemantary","East Germany","326","0.842270420206047","0.805477880813229","0.879062959598865","0"
"Not disabled","2017","middle vocational","West Germany","8028","0.838783339861505","0.831289858898245","0.846276820824766","0"
"Not disabled","2017","middle vocational","East Germany","2504","0.862440092673148","0.849799025576368","0.875081159769928","0"
"Not disabled","2017","inadequately","East Germany","41","0.831201096785079","0.72839926174684","0.934002931823319","0"
"Not disabled","2017","higher education","East Germany","1314","0.903779103963124","0.888595329483811","0.918962878442438","0"
"Not disabled","2017","in school","East Germany","66","0.833042574477656","0.743743458805698","0.922341690149615","0"
"Not disabled","2017","vocational + Abi","West Germany","1745","0.901109197367003","0.887661762601879","0.914556632132127","0"
"Not disabled","2017","vocational + Abi","East Germany","314","0.954677750029932","0.932200960786531","0.977154539273333","0"
"Not disabled","2017","inadequately","West Germany","349","0.80218384904104","0.763291569514086","0.841076128567995","0"
"Not disabled","2017","higher vocational","West Germany","986","0.857152343164564","0.836875485733124","0.877429200596003","0"
"Not disabled","2017","in school","West Germany","341","0.986825145163591","0.974793318505327","0.998856971821856","0"
"Not disabled","2017","higher vocational","East Germany","338","0.850817033489158","0.815903339365499","0.885730727612817","0"
"Not disabled","2017","higher education","West Germany","4752","0.92078584190093","0.913373700003273","0.928197983798588","0"
"Disabled","2018","in school","West Germany","1","","","","1"
"Disabled","2018","in school","East Germany","","","","","1"
"Disabled","2018","inadequately","West Germany","64","0.180954242306676","0.144310178564354","0.217598306048998","1"
"Disabled","2018","inadequately","East Germany","13","","","","1"
"Disabled","2018","general elemantary","West Germany","294","0.155340155873764","0.140471782457261","0.170208529290267","1"
"Disabled","2018","general elemantary","East Germany","47","0.163451647387961","0.126939266324338","0.199964028451584","1"
"Disabled","2018","middle vocational","West Germany","1208","0.158662667672142","0.150995892661379","0.166329442682906","1"
"Disabled","2018","middle vocational","East Germany","373","0.143646406842254","0.130575794060669","0.15671701962384","1"
"Disabled","2018","vocational + Abi","West Germany","155","0.100991728279954","0.0870601987932048","0.114923257766703","1"
"Disabled","2018","vocational + Abi","East Germany","14","","","","1"
"Disabled","2018","higher vocational","West Germany","156","0.143149541081487","0.122085905644945","0.16421317651803","1"
"Disabled","2018","higher vocational","East Germany","58","0.151572738880883","0.115890665285505","0.187254812476261","1"
"Disabled","2018","higher education","West Germany","362","0.0847107408239058","0.0769451053440124","0.0924763763037992","1"
"Disabled","2018","higher education","East Germany","133","0.096030618190169","0.0805193181511664","0.111541918229172","1"
"Not disabled","2018","general elemantary","West Germany","1986","0.844659844126236","0.829791470709733","0.859528217542739","0"
"Not disabled","2018","general elemantary","East Germany","347","0.836548352612039","0.800035971548416","0.873060733675662","0"
"Not disabled","2018","middle vocational","West Germany","7516","0.841337332327857","0.833670557317094","0.849004107338621","0"
"Not disabled","2018","middle vocational","East Germany","2393","0.856353593157746","0.84328298037616","0.869424205939331","0"
"Not disabled","2018","in school","West Germany","289","0.990277288098457","0.978983979129673","1.00157059706724","0"
"Not disabled","2018","inadequately","East Germany","45","0.731617769451353","0.617578849431273","0.845656689471433","0"
"Not disabled","2018","in school","East Germany","58","1","1","1","0"
"Not disabled","2018","inadequately","West Germany","360","0.819045757693324","0.782401693951002","0.855689821435646","0"
"Not disabled","2018","higher education","East Germany","1253","0.903969381809831","0.888458081770828","0.919480681848834","0"
"Not disabled","2018","higher education","West Germany","4577","0.915289259176094","0.907523623696201","0.923054894655988","0"
"Not disabled","2018","higher vocational","East Germany","330","0.848427261119117","0.812745187523739","0.884109334714495","0"
"Not disabled","2018","higher vocational","West Germany","906","0.856850458918513","0.83578682348197","0.877914094355055","0"
"Not disabled","2018","vocational + Abi","West Germany","1642","0.899008271720046","0.885076742233297","0.912939801206795","0"
"Not disabled","2018","vocational + Abi","East Germany","306","0.937561757612179","0.911052450360104","0.964071064864253","0"
"Disabled","2019","in school","West Germany","2","","","","1"
"Disabled","2019","in school","East Germany","3","","","","1"
"Disabled","2019","inadequately","West Germany","58","0.201036401949631","0.158373628032835","0.243699175866427","1"
"Disabled","2019","inadequately","East Germany","13","","","","1"
"Disabled","2019","general elemantary","West Germany","262","0.16637046742134","0.150201932631496","0.182539002211185","1"
"Disabled","2019","general elemantary","East Germany","50","0.161524098288217","0.124126770037697","0.198921426538738","1"
"Disabled","2019","middle vocational","West Germany","1137","0.152236905984517","0.144586162986724","0.159887648982311","1"
"Disabled","2019","middle vocational","East Germany","338","0.142838473606731","0.129406757297396","0.156270189916066","1"
"Disabled","2019","vocational + Abi","West Germany","147","0.103925096052663","0.0899853914325264","0.117864800672799","1"
"Disabled","2019","vocational + Abi","East Germany","18","","","","1"
"Disabled","2019","higher vocational","West Germany","168","0.135401928042914","0.116257369106645","0.154546486979183","1"
"Disabled","2019","higher vocational","East Germany","62","0.150295415351243","0.116942358515461","0.183648472187024","1"
"Disabled","2019","higher education","West Germany","358","0.0759068121015093","0.0688382489642072","0.0829753752388115","1"
"Disabled","2019","higher education","East Germany","161","0.107488928133259","0.0922550136174404","0.122722842649078","1"
"Not disabled","2019","general elemantary","West Germany","1776","0.833629532578659","0.817460997788815","0.849798067368504","0"
