"m11124","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Not disabled","1984","Full Time","in school","1","","",""
"Not disabled","1984","Full Time","inadequately","496","0.934566979777881","0.91325094014617","0.955883019409592"
"Not disabled","1984","Full Time","general elemantary","1116","0.943514310678653","0.93022928008844","0.956799341268866"
"Not disabled","1984","Full Time","middle vocational","2774","0.929193506895244","0.919935865998295","0.938451147792192"
"Not disabled","1984","Full Time","vocational + Abi","172","0.950408906736653","0.918605132223161","0.982212681250145"
"Not disabled","1984","Full Time","higher vocational","339","0.92370198818528","0.896504418503322","0.950899557867238"
"Not disabled","1984","Full Time","higher education","441","0.932606328862986","0.909892837254602","0.95531982047137"
"Not disabled","1984","Part Time","in school","8","","",""
"Not disabled","1984","Part Time","inadequately","113","0.873365213440384","0.814352901162429","0.932377525718338"
"Not disabled","1984","Part Time","general elemantary","526","0.948334301536392","0.929801558933835","0.966867044138949"
"Not disabled","1984","Part Time","middle vocational","816","0.923170433507699","0.905554487609322","0.940786379406076"
"Not disabled","1984","Part Time","vocational + Abi","49","0.951253808173768","0.892154614746111","1.01035300160142"
"Not disabled","1984","Part Time","higher vocational","94","0.848205634136375","0.780532760932512","0.915878507340237"
"Not disabled","1984","Part Time","higher education","158","0.952854077825151","0.920415527833898","0.985292627816403"
"Not disabled","1984","Not Working","in school","176","0.989329031199437","0.974234821069701","1.00442324132917"
"Not disabled","1984","Not Working","inadequately","349","0.878789618139137","0.845931638621595","0.911647597656678"
"Not disabled","1984","Not Working","general elemantary","1536","0.853080116943177","0.836493253714773","0.869666980171581"
"Not disabled","1984","Not Working","middle vocational","1562","0.80714257887449","0.789303270718239","0.824981887030742"
"Not disabled","1984","Not Working","vocational + Abi","69","0.85474950975692","0.778016220482791","0.93148279903105"
"Not disabled","1984","Not Working","higher vocational","145","0.765398271277935","0.704500561320471","0.8262959812354"
"Not disabled","1984","Not Working","higher education","129","0.797051247251969","0.734731681873663","0.859370812630275"
"Disabled","1984","Full Time","in school","","","",""
"Disabled","1984","Full Time","inadequately","21","","",""
"Disabled","1984","Full Time","general elemantary","44","0.056485689321347","0.0432006587311342","0.0697707199115598"
"Disabled","1984","Full Time","middle vocational","175","0.0708064931047564","0.061548852207808","0.0800641340017048"
"Disabled","1984","Full Time","vocational + Abi","7","","",""
"Disabled","1984","Full Time","higher vocational","27","","",""
"Disabled","1984","Full Time","higher education","27","","",""
"Disabled","1984","Part Time","in school","","","",""
"Disabled","1984","Part Time","inadequately","9","","",""
"Disabled","1984","Part Time","general elemantary","22","","",""
"Disabled","1984","Part Time","middle vocational","62","0.0768295664923013","0.0592136205939244","0.0944455123906781"
"Disabled","1984","Part Time","vocational + Abi","2","","",""
"Disabled","1984","Part Time","higher vocational","14","","",""
"Disabled","1984","Part Time","higher education","6","","",""
"Disabled","1984","Not Working","in school","2","","",""
"Disabled","1984","Not Working","inadequately","30","0.121210381860863","0.0883524023433216","0.154068361378405"
"Disabled","1984","Not Working","general elemantary","214","0.146919883056823","0.130333019828419","0.163506746285227"
"Disabled","1984","Not Working","middle vocational","317","0.19285742112551","0.175018112969258","0.210696729281761"
"Disabled","1984","Not Working","vocational + Abi","12","","",""
"Disabled","1984","Not Working","higher vocational","41","0.234601728722065","0.1737040187646","0.295499438679529"
"Disabled","1984","Not Working","higher education","31","0.202948752748031","0.140629187369725","0.265268318126337"
"Not disabled","1985","Full Time","in school","","","",""
"Not disabled","1985","Full Time","inadequately","396","0.9564290694125","0.936547741839406","0.976310396985593"
"Not disabled","1985","Full Time","general elemantary","962","0.940592387281332","0.92595592862486","0.955228845937803"
"Not disabled","1985","Full Time","middle vocational","2424","0.933774712877467","0.924154866514731","0.943394559240203"
"Not disabled","1985","Full Time","vocational + Abi","147","0.961009044724974","0.930134163703329","0.991883925746619"
