"m11124","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Not disabled","1984","Schleswig-Holstein","Not Employed","135","0.892463714382616","0.842887283114756","0.942040145650476"
"Not disabled","1984","Schleswig-Holstein","Employed","228","0.965758751310291","0.942508733872842","0.989008768747739"
"Not disabled","1984","Hamburg","Not Employed","103","0.858460633420176","0.796093428049104","0.920827838791248"
"Not disabled","1984","Hamburg","Employed","183","0.954034542917374","0.924258352582165","0.983810733252583"
"Not disabled","1984","Lower Saxony","Not Employed","466","0.852165313555525","0.822145288747724","0.882185338363327"
"Not disabled","1984","Lower Saxony","Employed","655","0.93249874182604","0.913873077870449","0.951124405781632"
"Not disabled","1984","Bremen","Not Employed","56","0.763897881348106","0.665113903245537","0.862681859450675"
"Not disabled","1984","Bremen","Employed","58","0.949589989719666","0.894685276128154","1.00449470331118"
"Not disabled","1984","North Rhine-Westphalia","Not Employed","1113","0.801022255727205","0.779460717214227","0.822583794240182"
"Not disabled","1984","North Rhine-Westphalia","Employed","1805","0.90702654382885","0.894104336277526","0.919948751380175"
"Not disabled","1984","Hesse","Not Employed","399","0.838850196071668","0.805177921978115","0.872522470165221"
"Not disabled","1984","Hesse","Employed","747","0.929981938032689","0.912176531693638","0.947787344371741"
"Not disabled","1984","Rhineland-Palatinate,Saarland","Not Employed","310","0.844260154328577","0.806958096166895","0.881562212490259"
"Not disabled","1984","Rhineland-Palatinate,Saarland","Employed","466","0.949696304843667","0.930303952282409","0.969088657404925"
"Not disabled","1984","Baden-Württemberg","Not Employed","685","0.87848504484537","0.855256428200597","0.901713661490143"
"Not disabled","1984","Baden-Württemberg","Employed","1437","0.941316603436654","0.929462052741657","0.953171154131651"
"Not disabled","1984","Bavaria","Not Employed","621","0.825692135210676","0.798246857697902","0.85313741272345"
"Not disabled","1984","Bavaria","Employed","1304","0.940999600342419","0.92851348798773","0.953485712697108"
"Not disabled","1984","Berlin","Not Employed","101","0.721544221773099","0.645077808591847","0.798010634954352"
"Not disabled","1984","Berlin","Employed","256","0.902745921414733","0.867977684473162","0.937514158356304"
"Not disabled","1984","Brandenburg","Not Employed","","","",""
"Not disabled","1984","Brandenburg","Employed","","","",""
"Not disabled","1984","Mecklenburg-Western Pomerania","Not Employed","","","",""
