"m11124","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Not disabled","1992","direct migration background","higher vocational","57","0.913732271234192","0.844403822900436","0.983060719567949","0"
"Not disabled","1992","direct migration background","higher education","120","0.856695696972737","0.796464801051996","0.916926592893478","0"
"Not disabled","1992","indirect migration background","in school","47","0.976599898799912","0.933834288157293","1.01936550944253","0"
"Not disabled","1992","indirect migration background","inadequately","22","","","","0"
"Not disabled","1992","indirect migration background","general elemantary","167","0.971930747895057","0.946954538224153","0.996906957565961","0"
"Not disabled","1992","indirect migration background","middle vocational","120","0.925478202597545","0.879254789927339","0.971701615267751","0"
"Not disabled","1992","indirect migration background","vocational + Abi","12","","","","0"
"Not disabled","1992","indirect migration background","higher vocational","6","","","","0"
"Not disabled","1992","indirect migration background","higher education","3","","","","0"
"Disabled","1993","no migration background","higher education","","","","","1"
"Disabled","1993","no migration background","higher vocational","","","","","1"
"Disabled","1993","no migration background","middle vocational","","","","","1"
"Disabled","1993","no migration background","in school","","","","","1"
"Disabled","1993","no migration background","inadequately","","","","","1"
"Disabled","1993","no migration background","general elemantary","","","","","1"
"Disabled","1993","no migration background","vocational + Abi","","","","","1"
"Disabled","1993","indirect migration background","inadequately","","","","","1"
"Disabled","1993","indirect migration background","general elemantary","","","","","1"
"Disabled","1993","indirect migration background","in school","","","","","1"
"Disabled","1993","indirect migration background","higher vocational","","","","","1"
"Disabled","1993","indirect migration background","higher education","","","","","1"
"Disabled","1993","indirect migration background","middle vocational","","","","","1"
"Disabled","1993","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1993","direct migration background","in school","","","","","1"
"Disabled","1993","direct migration background","inadequately","","","","","1"
"Disabled","1993","direct migration background","general elemantary","","","","","1"
"Disabled","1993","direct migration background","middle vocational","","","","","1"
"Disabled","1993","direct migration background","vocational + Abi","","","","","1"
"Disabled","1993","direct migration background","higher vocational","","","","","1"
"Disabled","1993","direct migration background","higher education","","","","","1"
"Not disabled","1993","direct migration background","in school","","","","","0"
"Not disabled","1993","direct migration background","inadequately","","","","","0"
"Not disabled","1993","direct migration background","general elemantary","","","","","0"
"Not disabled","1993","direct migration background","middle vocational","","","","","0"
"Not disabled","1993","direct migration background","vocational + Abi","","","","","0"
"Not disabled","1993","direct migration background","higher vocational","","","","","0"
"Not disabled","1993","direct migration background","higher education","","","","","0"
"Not disabled","1993","indirect migration background","in school","","","","","0"
"Not disabled","1993","indirect migration background","inadequately","","","","","0"
"Not disabled","1993","indirect migration background","general elemantary","","","","","0"
"Not disabled","1993","indirect migration background","middle vocational","","","","","0"
"Not disabled","1993","indirect migration background","vocational + Abi","","","","","0"
"Not disabled","1993","indirect migration background","higher vocational","","","","","0"
"Not disabled","1993","indirect migration background","higher education","","","","","0"
"Not disabled","1993","no migration background","in school","","","","","0"
"Not disabled","1993","no migration background","inadequately","","","","","0"
"Not disabled","1993","no migration background","general elemantary","","","","","0"
"Not disabled","1993","no migration background","middle vocational","","","","","0"
"Not disabled","1993","no migration background","vocational + Abi","","","","","0"
"Not disabled","1993","no migration background","higher vocational","","","","","0"
"Not disabled","1993","no migration background","higher education","","","","","0"
"Disabled","1994","no migration background","middle vocational","522","0.120691342411672","0.112152242827082","0.129230441996261","1"
"Disabled","1994","no migration background","in school","","","","","1"
"Disabled","1994","no migration background","general elemantary","200","0.146421379850806","0.12914196303861","0.163700796663002","1"
"Disabled","1994","no migration background","vocational + Abi","14","","","","1"
"Disabled","1994","no migration background","higher vocational","69","0.141795940218786","0.115672523041163","0.167919357396409","1"
"Disabled","1994","no migration background","higher education","94","0.0743801561587308","0.0611676060974434","0.0875927062200181","1"
"Disabled","1994","no migration background","inadequately","15","","","","1"
"Disabled","1994","indirect migration background","in school","","","","","1"
"Disabled","1994","indirect migration background","inadequately","4","","","","1"
"Disabled","1994","indirect migration background","general elemantary","3","","","","1"
"Disabled","1994","indirect migration background","higher vocational","2","","","","1"
"Disabled","1994","indirect migration background","higher education","","","","","1"
"Disabled","1994","indirect migration background","middle vocational","1","","","","1"
"Disabled","1994","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1994","direct migration background","in school","","","","","1"
"Disabled","1994","direct migration background","inadequately","42","0.0961078739416612","0.0693761210792188","0.122839626804104","1"
"Disabled","1994","direct migration background","general elemantary","60","0.125099929346275","0.100748036088766","0.149451822603784","1"
"Disabled","1994","direct migration background","middle vocational","97","0.153703448879472","0.128972535602245","0.178434362156698","1"
"Disabled","1994","direct migration background","vocational + Abi","7","","","","1"
"Disabled","1994","direct migration background","higher vocational","7","","","","1"
"Disabled","1994","direct migration background","higher education","13","","","","1"
"Not disabled","1994","direct migration background","in school","14","","","","0"
"Not disabled","1994","direct migration background","inadequately","425","0.903892126058339","0.877160373195896","0.930623878920781","0"
"Not disabled","1994","direct migration background","general elemantary","649","0.874900070653725","0.850548177396216","0.899251963911234","0"
"Not disabled","1994","direct migration background","middle vocational","720","0.846296551120528","0.821565637843302","0.871027464397755","0"
"Not disabled","1994","direct migration background","vocational + Abi","79","0.922304598436812","0.865728406781302","0.978880790092321","0"
"Not disabled","1994","direct migration background","higher vocational","53","0.896895543389596","0.819950239763447","0.973840847015745","0"
"Not disabled","1994","direct migration background","higher education","110","0.838451817403207","0.773411054186473","0.90349258061994","0"
"Not disabled","1994","indirect migration background","in school","59","1","1","1","0"
"Not disabled","1994","indirect migration background","inadequately","13","","","","0"
"Not disabled","1994","indirect migration background","general elemantary","180","0.951112035022822","0.919869996432308","0.982354073613337","0"
"Not disabled","1994","indirect migration background","middle vocational","157","0.975171966438796","0.950909703030506","0.999434229847086","0"
"Not disabled","1994","indirect migration background","vocational + Abi","14","","","","0"
"Not disabled","1994","indirect migration background","higher vocational","9","","","","0"
"Not disabled","1994","indirect migration background","higher education","9","","","","0"
"Not disabled","1994","no migration background","in school","167","1","1","1","0"
"Not disabled","1994","no migration background","inadequately","57","0.745944449723112","0.64539043154106","0.846498467905164","0"
"Not disabled","1994","no migration background","general elemantary","1408","0.853578620149194","0.836299203336998","0.87085803696139","0"
"Not disabled","1994","no migration background","middle vocational","5069","0.879308657588328","0.870769558003739","0.887847757172918","0"
"Not disabled","1994","no migration background","vocational + Abi","278","0.932593312611365","0.903835602193391","0.961351023029338","0"
"Not disabled","1994","no migration background","higher vocational","616","0.858204059781214","0.832080642603591","0.884327476958837","0"
"Not disabled","1994","no migration background","higher education","1421","0.925619843841269","0.912407293779982","0.938832393902557","0"
"Disabled","1995","no migration background","in school","2","","","","1"
"Disabled","1995","no migration background","inadequately","15","","","","1"
"Disabled","1995","no migration background","general elemantary","192","0.154324194306799","0.13631632590343","0.172332062710168","1"
"Disabled","1995","no migration background","middle vocational","570","0.135093701432459","0.126077949153665","0.144109453711252","1"
"Disabled","1995","no migration background","vocational + Abi","14","","","","1"
"Disabled","1995","no migration background","higher vocational","74","0.143227851247465","0.117052032162898","0.169403670332033","1"
"Disabled","1995","no migration background","higher education","104","0.084633547339516","0.0707457331877976","0.0985213614912343","1"
"Disabled","1995","indirect migration background","in school","","","","","1"
"Disabled","1995","indirect migration background","inadequately","3","","","","1"
"Disabled","1995","indirect migration background","general elemantary","3","","","","1"
"Disabled","1995","indirect migration background","higher vocational","2","","","","1"
"Disabled","1995","indirect migration background","higher education","","","","","1"
"Disabled","1995","indirect migration background","middle vocational","2","","","","1"
"Disabled","1995","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1995","direct migration background","in school","","","","","1"
"Disabled","1995","direct migration background","inadequately","48","0.101830733212562","0.0740729870245263","0.129588479400598","1"
"Disabled","1995","direct migration background","general elemantary","63","0.113769185002828","0.0914997950088246","0.136038574996832","1"
"Disabled","1995","direct migration background","middle vocational","100","0.133350191859205","0.112077020796679","0.154623362921732","1"
"Disabled","1995","direct migration background","vocational + Abi","7","","","","1"
"Disabled","1995","direct migration background","higher vocational","7","","","","1"
"Disabled","1995","direct migration background","higher education","17","","","","1"
"Not disabled","1995","direct migration background","in school","38","1","1","1","0"
"Not disabled","1995","direct migration background","inadequately","408","0.898169266787438","0.870411520599402","0.925927012975474","0"
"Not disabled","1995","direct migration background","general elemantary","718","0.886230814997172","0.863961425003168","0.908500204991175","0"
"Not disabled","1995","direct migration background","middle vocational","881","0.866649808140795","0.845376637078268","0.887922979203321","0"
"Not disabled","1995","direct migration background","vocational + Abi","154","0.979913298661925","0.958242082207061","1.00158451511679","0"
"Not disabled","1995","direct migration background","higher vocational","51","0.90664844639168","0.831777326333512","0.981519566449848","0"
"Not disabled","1995","direct migration background","higher education","181","0.857459150961768","0.808763308208442","0.906154993715093","0"
"Not disabled","1995","indirect migration background","in school","52","1","1","1","0"
"Not disabled","1995","indirect migration background","inadequately","13","","","","0"
"Not disabled","1995","indirect migration background","general elemantary","166","0.949865954190912","0.916965470995534","0.982766437386289","0"
"Not disabled","1995","indirect migration background","middle vocational","182","0.976599973129802","0.954757303779172","0.998442642480431","0"
"Not disabled","1995","indirect migration background","vocational + Abi","12","","","","0"
"Not disabled","1995","indirect migration background","higher vocational","9","","","","0"
"Not disabled","1995","indirect migration background","higher education","13","","","","0"
"Not disabled","1995","no migration background","in school","194","0.983136065791636","0.965109777222765","1.00116235436051","0"
"Not disabled","1995","no migration background","inadequately","43","0.673422109715571","0.55273214250422","0.794112076926921","0"
"Not disabled","1995","no migration background","general elemantary","1354","0.845675805693201","0.827667937289832","0.86368367409657","0"
"Not disabled","1995","no migration background","middle vocational","4952","0.864906298567541","0.855890546288748","0.873922050846335","0"
"Not disabled","1995","no migration background","vocational + Abi","288","0.930891222801878","0.902284988489455","0.959497457114301","0"
"Not disabled","1995","no migration background","higher vocational","614","0.856772148752535","0.830596329667967","0.882947967837102","0"
"Not disabled","1995","no migration background","higher education","1439","0.915366452660484","0.901478638508766","0.929254266812202","0"
"Disabled","1996","no migration background","in school","","","","","1"
"Disabled","1996","no migration background","inadequately","18","","","","1"
"Disabled","1996","no migration background","general elemantary","201","0.161116863963449","0.142493487483237","0.179740240443661","1"
"Disabled","1996","no migration background","middle vocational","582","0.139179051048823","0.13001471172937","0.148343390368276","1"
"Disabled","1996","no migration background","vocational + Abi","16","","","","1"
"Disabled","1996","no migration background","higher vocational","70","0.139893243063986","0.113935879376142","0.165850606751829","1"
"Disabled","1996","no migration background","higher education","98","0.0782843100941104","0.0649545710817853","0.0916140491064354","1"
"Disabled","1996","indirect migration background","higher vocational","3","","","","1"
"Disabled","1996","indirect migration background","higher education","","","","","1"
"Disabled","1996","indirect migration background","in school","","","","","1"
"Disabled","1996","indirect migration background","inadequately","3","","","","1"
"Disabled","1996","indirect migration background","general elemantary","3","","","","1"
"Disabled","1996","indirect migration background","middle vocational","2","","","","1"
"Disabled","1996","indirect migration background","vocational + Abi","","","","","1"
"Disabled","1996","direct migration background","in school","","","","","1"
"Disabled","1996","direct migration background","inadequately","48","0.0977907511472624","0.0694511069111494","0.126130395383375","1"
"Disabled","1996","direct migration background","general elemantary","69","0.132573631795859","0.107940065655247","0.15720719793647","1"
"Disabled","1996","direct migration background","middle vocational","94","0.131465395769987","0.109771406321227","0.153159385218748","1"
"Disabled","1996","direct migration background","vocational + Abi","7","","","","1"
"Disabled","1996","direct migration background","higher vocational","8","","","","1"
"Disabled","1996","direct migration background","higher education","15","","","","1"
"Not disabled","1996","direct migration background","in school","30","1","1","1","0"
"Not disabled","1996","direct migration background","inadequately","374","0.902209248852738","0.873869604616625","0.930548893088851","0"
"Not disabled","1996","direct migration background","general elemantary","659","0.867426368204141","0.84279280206353","0.892059934344753","0"
"Not disabled","1996","direct migration background","middle vocational","838","0.868534604230012","0.846840614781252","0.890228593678773","0"
"Not disabled","1996","direct migration background","vocational + Abi","142","0.953532729716465","0.919734314308342","0.987331145124588","0"
"Not disabled","1996","direct migration background","higher vocational","54","0.812138352601644","0.714911479301405","0.909365225901883","0"
"Not disabled","1996","direct migration background","higher education","172","0.863745583915095","0.814576116841102","0.912915050989088","0"
"Not disabled","1996","indirect migration background","in school","53","1","1","1","0"
"Not disabled","1996","indirect migration background","inadequately","11","","","","0"
"Not disabled","1996","indirect migration background","general elemantary","171","0.961855651266345","0.933395086132716","0.990316216399974","0"
"Not disabled","1996","indirect migration background","middle vocational","207","0.997204053221086","0.990045398503516","1.00436270793866","0"
"Not disabled","1996","indirect migration background","vocational + Abi","10","","","","0"
"Not disabled","1996","indirect migration background","higher vocational","14","","","","0"
"Not disabled","1996","indirect migration background","higher education","17","","","","0"
"Not disabled","1996","no migration background","in school","211","1","1","1","0"
"Not disabled","1996","no migration background","inadequately","41","0.609522263070893","0.485037840100096","0.73400668604169","0"
"Not disabled","1996","no migration background","general elemantary","1296","0.838883136036551","0.820259759556339","0.857506512516763","0"
"Not disabled","1996","no migration background","middle vocational","4898","0.860820948951177","0.851656609631724","0.86998528827063","0"
"Not disabled","1996","no migration background","vocational + Abi","303","0.935372096262271","0.908391285915195","0.962352906609348","0"
"Not disabled","1996","no migration background","higher vocational","616","0.860106756936014","0.834149393248171","0.886064120623858","0"
"Not disabled","1996","no migration background","higher education","1462","0.92171568990589","0.908385950893565","0.935045428918215","0"
"Disabled","1997","no migration background","in school","3","","","","1"
"Disabled","1997","no migration background","vocational + Abi","17","","","","1"
"Disabled","1997","no migration background","inadequately","18","","","","1"
"Disabled","1997","no migration background","general elemantary","192","0.161022674072418","0.142084746351751","0.179960601793085","1"
"Disabled","1997","no migration background","middle vocational","585","0.14199576288459","0.132672284369904","0.151319241399276","1"
"Disabled","1997","no migration background","higher vocational","67","0.132698927762579","0.10733080264589","0.158067052879268","1"
"Disabled","1997","no migration background","higher education","97","0.0738660350441271","0.0609241982432868","0.0868078718449674","1"
"Disabled","1997","indirect migration background","higher education","","","","","1"
"Disabled","1997","indirect migration background","higher vocational","4","","","","1"
"Disabled","1997","indirect migration background","in school","","","","","1"
"Disabled","1997","indirect migration background","inadequately","3","","","","1"
"Disabled","1997","indirect migration background","general elemantary","5","","","","1"
"Disabled","1997","indirect migration background","middle vocational","3","","","","1"
"Disabled","1997","indirect migration background","vocational + Abi","1","","","","1"
"Disabled","1997","direct migration background","in school","","","","","1"
"Disabled","1997","direct migration background","inadequately","44","0.0903673932145388","0.0621290387656233","0.118605747663454","1"
"Disabled","1997","direct migration background","general elemantary","66","0.125712373559866","0.100993695200759","0.150431051918973","1"
"Disabled","1997","direct migration background","middle vocational","86","0.115016727675034","0.0941265506221691","0.135906904727899","1"
"Disabled","1997","direct migration background","vocational + Abi","7","","","","1"
"Disabled","1997","direct migration background","higher vocational","5","","","","1"
"Disabled","1997","direct migration background","higher education","14","","","","1"
"Not disabled","1997","direct migration background","in school","29","","","","0"
"Not disabled","1997","direct migration background","inadequately","352","0.909632606785461","0.881394252336546","0.937870961234377","0"
"Not disabled","1997","direct migration background","general elemantary","625","0.874287626440134","0.849568948081027","0.899006304799241","0"
"Not disabled","1997","direct migration background","middle vocational","810","0.884983272324966","0.864093095272101","0.905873449377831","0"
"Not disabled","1997","direct migration background","vocational + Abi","127","0.951016887409349","0.914473147139845","0.987560627678853","0"
"Not disabled","1997","direct migration background","higher vocational","53","0.899763239479539","0.822475300111808","0.97705117884727","0"
"Not disabled","1997","direct migration background","higher education","168","0.871586643279274","0.822982557414351","0.920190729144197","0"
"Not disabled","1997","indirect migration background","in school","63","1","1","1","0"
"Not disabled","1997","indirect migration background","inadequately","12","","","","0"
"Not disabled","1997","indirect migration background","general elemantary","193","0.954746633003395","0.925794203524385","0.983699062482405","0"
"Not disabled","1997","indirect migration background","middle vocational","197","0.995984119432937","0.987219164361482","1.00474907450439","0"
"Not disabled","1997","indirect migration background","vocational + Abi","14","","","","0"
"Not disabled","1997","indirect migration background","higher vocational","8","","","","0"
"Not disabled","1997","indirect migration background","higher education","19","","","","0"
"Not disabled","1997","no migration background","general elemantary","1255","0.838977325927582","0.820039398206915","0.857915253648249","0"
"Not disabled","1997","no migration background","middle vocational","4799","0.85800423711541","0.848680758600723","0.867327715630096","0"
"Not disabled","1997","no migration background","vocational + Abi","291","0.933679966850145","0.905889610198374","0.961470323501915","0"
"Not disabled","1997","no migration background","higher vocational","620","0.867301072237421","0.841932947120732","0.89266919735411","0"
"Not disabled","1997","no migration background","higher education","1472","0.926133964955873","0.913192128155032","0.939075801756713","0"
"Not disabled","1997","no migration background","in school","221","0.981645484400024","0.964067345895105","0.999223622904943","0"
"Not disabled","1997","no migration background","inadequately","38","0.607252202121516","0.47934485071558","0.735159553527451","0"
"Disabled","1998","no migration background","in school","4","","","","1"
"Disabled","1998","no migration background","inadequately","18","","","","1"
"Disabled","1998","no migration background","general elemantary","232","0.162000346790822","0.144470139101672","0.179530554479972","1"
"Disabled","1998","no migration background","middle vocational","662","0.139979636741463","0.131180529071942","0.148778744410985","1"
"Disabled","1998","no migration background","vocational + Abi","24","","","","1"
"Disabled","1998","no migration background","higher vocational","75","0.136206998480749","0.111723866711267","0.160690130250231","1"
"Disabled","1998","no migration background","higher education","120","0.0791861248227617","0.0665599242865397","0.0918123253589837","1"
"Disabled","1998","indirect migration background","higher vocational","4","","","","1"
"Disabled","1998","indirect migration background","higher education","","","","","1"
"Disabled","1998","indirect migration background","in school","1","","","","1"
"Disabled","1998","indirect migration background","inadequately","2","","","","1"
"Disabled","1998","indirect migration background","general elemantary","4","","","","1"
"Disabled","1998","indirect migration background","middle vocational","4","","","","1"
"Disabled","1998","indirect migration background","vocational + Abi","1","","","","1"
"Disabled","1998","direct migration background","in school","1","","","","1"
"Disabled","1998","direct migration background","inadequately","46","0.114497515722586","0.0817867791884484","0.147208252256723","1"
"Disabled","1998","direct migration background","general elemantary","70","0.139008401487916","0.112634927337075","0.165381875638757","1"
"Disabled","1998","direct migration background","middle vocational","82","0.112894372803776","0.0915694865105813","0.134219259096971","1"
"Disabled","1998","direct migration background","vocational + Abi","7","","","","1"
"Disabled","1998","direct migration background","higher vocational","7","","","","1"
"Disabled","1998","direct migration background","higher education","13","","","","1"
"Not disabled","1998","direct migration background","in school","29","","","","0"
"Not disabled","1998","direct migration background","inadequately","318","0.885502484277414","0.852791747743277","0.918213220811552","0"
"Not disabled","1998","direct migration background","general elemantary","591","0.860991598512084","0.834618124361243","0.887365072662925","0"
"Not disabled","1998","direct migration background","middle vocational","764","0.887105627196224","0.865780740903029","0.908430513489419","0"
"Not disabled","1998","direct migration background","vocational + Abi","132","0.944009867741874","0.905790393843007","0.982229341640741","0"
"Not disabled","1998","direct migration background","higher vocational","46","0.843695012334526","0.745928681752049","0.941461342917002","0"
"Not disabled","1998","direct migration background","higher education","178","0.88324747559233","0.837706141406617","0.928788809778043","0"
"Not disabled","1998","indirect migration background","in school","66","0.987729111562282","0.961367763187369","1.0140904599372","0"
"Not disabled","1998","indirect migration background","inadequately","15","","","","0"
"Not disabled","1998","indirect migration background","general elemantary","193","0.969638272713491","0.945678478144829","0.993598067282153","0"
"Not disabled","1998","indirect migration background","middle vocational","207","0.99203196430787","0.980035719173194","1.00402820944255","0"
"Not disabled","1998","indirect migration background","vocational + Abi","18","","","","0"
"Not disabled","1998","indirect migration background","higher vocational","13","","","","0"
"Not disabled","1998","indirect migration background","higher education","24","","","","0"
"Not disabled","1998","no migration background","general elemantary","1465","0.837999653209178","0.820469445520028","0.855529860898328","0"
"Not disabled","1998","no migration background","middle vocational","5311","0.860020363258537","0.851221255589016","0.868819470928058","0"
"Not disabled","1998","no migration background","vocational + Abi","330","0.923618594741933","0.895950030985268","0.951287158498599","0"
"Not disabled","1998","no migration background","higher vocational","679","0.863793001519251","0.839309869749769","0.888276133288733","0"
"Not disabled","1998","no migration background","higher education","1637","0.920813875177238","0.908187674641016","0.93344007571346","0"
"Not disabled","1998","no migration background","in school","233","0.976964348708114","0.95786522139353","0.996063476022698","0"
"Not disabled","1998","no migration background","inadequately","48","0.65972872228494","0.545422080642257","0.774035363927624","0"
"Disabled","1999","no migration background","in school","2","","","","1"
"Disabled","1999","no migration background","inadequately","19","","","","1"
"Disabled","1999","no migration background","general elemantary","226","0.169663115713309","0.151519741064878","0.187806490361739","1"
"Disabled","1999","no migration background","middle vocational","697","0.15037542661392","0.141291689026684","0.159459164201157","1"
"Disabled","1999","no migration background","vocational + Abi","19","","","","1"
"Disabled","1999","no migration background","higher vocational","72","0.131985894492639","0.1077941981751","0.156177590810177","1"
"Disabled","1999","no migration background","higher education","124","0.0813346978901673","0.0685714347073691","0.0940979610729654","1"
"Disabled","1999","indirect migration background","in school","3","","","","1"
"Disabled","1999","indirect migration background","inadequately","3","","","","1"
"Disabled","1999","indirect migration background","general elemantary","2","","","","1"
"Disabled","1999","indirect migration background","middle vocational","4","","","","1"
"Disabled","1999","indirect migration background","vocational + Abi","1","","","","1"
"Disabled","1999","indirect migration background","higher vocational","5","","","","1"
"Disabled","1999","indirect migration background","higher education","","","","","1"
"Disabled","1999","direct migration background","in school","","","","","1"
"Disabled","1999","direct migration background","inadequately","48","0.128190661361246","0.092708517369559","0.163672805352933","1"
"Disabled","1999","direct migration background","general elemantary","69","0.150108494259083","0.121856553684627","0.178360434833538","1"
"Disabled","1999","direct migration background","middle vocational","76","0.122805300278671","0.0999326544925135","0.145677946064828","1"
"Disabled","1999","direct migration background","vocational + Abi","6","","","","1"
"Disabled","1999","direct migration background","higher vocational","6","","","","1"
"Disabled","1999","direct migration background","higher education","10","","","","1"
"Not disabled","1999","direct migration background","in school","25","","","","0"
"Not disabled","1999","direct migration background","inadequately","293","0.871809338638754","0.836327194647067","0.907291482630441","0"
"Not disabled","1999","direct migration background","general elemantary","545","0.849891505740917","0.821639565166462","0.878143446315373","0"
"Not disabled","1999","direct migration background","middle vocational","715","0.877194699721329","0.854322053935172","0.900067345507486","0"
"Not disabled","1999","direct migration background","vocational + Abi","123","0.949072315578963","0.911133841991438","0.987010789166489","0"
"Not disabled","1999","direct migration background","higher vocational","46","0.853124255893778","0.756912618883474","0.949335892904082","0"
"Not disabled","1999","direct migration background","higher education","170","0.905791410647775","0.863116640763603","0.948466180531947","0"
"Not disabled","1999","indirect migration background","in school","61","0.934197062620905","0.873453537313919","0.994940587927891","0"
"Not disabled","1999","indirect migration background","inadequately","14","","","","0"
"Not disabled","1999","indirect migration background","general elemantary","193","0.989524691240852","0.975234846197919","1.00381453628379","0"
"Not disabled","1999","indirect migration background","middle vocational","214","0.991441683222847","0.979213903404485","1.00366946304121","0"
"Not disabled","1999","indirect migration background","vocational + Abi","22","","","","0"
"Not disabled","1999","indirect migration background","higher vocational","12","","","","0"
"Not disabled","1999","indirect migration background","higher education","26","","","","0"
"Not disabled","1999","no migration background","general elemantary","1418","0.830336884286692","0.812193509638261","0.848480258935122","0"
"Not disabled","1999","no migration background","middle vocational","5251","0.84962457338608","0.840540835798843","0.858708310973316","0"
"Not disabled","1999","no migration background","vocational + Abi","338","0.934174464331108","0.908451253352468","0.959897675309748","0"
"Not disabled","1999","no migration background","higher vocational","680","0.868014105507361","0.843822409189823","0.8922058018249","0"
"Not disabled","1999","no migration background","higher education","1638","0.918665302109833","0.905902038927035","0.931428565292631","0"
"Not disabled","1999","no migration background","in school","230","0.99276286793332","0.981855747462188","1.00366998840445","0"
"Not disabled","1999","no migration background","inadequately","50","0.657794510901556","0.545847589706755","0.769741432096358","0"
"Disabled","2000","no migration background","in school","7","","","","1"
"Disabled","2000","no migration background","inadequately","26","","","","1"
"Disabled","2000","no migration background","general elemantary","326","0.146163412103763","0.132157731856263","0.160169092351263","1"
"Disabled","2000","no migration background","middle vocational","1326","0.133547469126127","0.127265833929343","0.13982910432291","1"
"Disabled","2000","no migration background","vocational + Abi","43","0.0696746597505951","0.0521089307954641","0.0872403887057261","1"
"Disabled","2000","no migration background","higher vocational","170","0.129322233113079","0.113146015181433","0.145498451044725","1"
"Disabled","2000","no migration background","higher education","244","0.0805885326079778","0.071406507961857","0.0897705572540985","1"
"Disabled","2000","indirect migration background","in school","2","","","","1"
"Disabled","2000","indirect migration background","inadequately","4","","","","1"
"Disabled","2000","indirect migration background","general elemantary","5","","","","1"
"Disabled","2000","indirect migration background","middle vocational","10","","","","1"
"Disabled","2000","indirect migration background","vocational + Abi","1","","","","1"
"Disabled","2000","indirect migration background","higher vocational","4","","","","1"
"Disabled","2000","indirect migration background","higher education","1","","","","1"
"Disabled","2000","direct migration background","in school","","","","","1"
"Disabled","2000","direct migration background","inadequately","32","0.096223848910178","0.0619867102491263","0.13046098757123","1"
"Disabled","2000","direct migration background","general elemantary","87","0.100417429140786","0.0803066214727137","0.120528236808859","1"
"Disabled","2000","direct migration background","middle vocational","98","0.0921684580491839","0.0760487550374964","0.108288161060871","1"
"Disabled","2000","direct migration background","vocational + Abi","16","","","","1"
"Disabled","2000","direct migration background","higher vocational","22","","","","1"
"Disabled","2000","direct migration background","higher education","17","","","","1"
"Not disabled","2000","direct migration background","in school","59","1","1","1","0"
"Not disabled","2000","direct migration background","inadequately","253","0.903776151089822","0.86953901242877","0.938013289750874","0"
"Not disabled","2000","direct migration background","general elemantary","771","0.899582570859214","0.879471763191141","0.919693378527286","0"
"Not disabled","2000","direct migration background","middle vocational","1139","0.907831541950816","0.891711838939129","0.923951244962504","0"
"Not disabled","2000","direct migration background","vocational + Abi","261","0.940252083474723","0.912340033019879","0.968164133929568","0"
"Not disabled","2000","direct migration background","higher vocational","173","0.86812952776562","0.820640111629521","0.915618943901718","0"
"Not disabled","2000","direct migration background","higher education","390","0.940895001316211","0.917984553769866","0.963805448862555","0"
"Not disabled","2000","indirect migration background","in school","65","0.966334294360659","0.923145781809367","1.00952280691195","0"
"Not disabled","2000","indirect migration background","inadequately","12","","","","0"
"Not disabled","2000","indirect migration background","general elemantary","257","0.984311795445643","0.969264778440796","0.99935881245049","0"
"Not disabled","2000","indirect migration background","middle vocational","338","0.976103292031631","0.960056973983969","0.992149610079294","0"
"Not disabled","2000","indirect migration background","vocational + Abi","42","0.955566713552157","0.89397836088631","1.017155066218","0"
"Not disabled","2000","indirect migration background","higher vocational","37","0.834221102972728","0.720389887949947","0.94805231799551","0"
"Not disabled","2000","indirect migration background","higher education","53","0.993740458095788","0.972704661030583","1.01477625516099","0"
"Not disabled","2000","no migration background","general elemantary","2118","0.853836587896237","0.839830907648737","0.867842268143737","0"
"Not disabled","2000","no migration background","middle vocational","9939","0.866452530873873","0.86017089567709","0.872734166070657","0"
"Not disabled","2000","no migration background","in school","365","0.980411893006264","0.966329477950138","0.99449430806239","0"
"Not disabled","2000","no migration background","inadequately","77","0.715410419382143","0.628270609714445","0.802550229049841","0"
"Not disabled","2000","no migration background","vocational + Abi","764","0.930325340249405","0.912759611294274","0.947891069204536","0"
"Not disabled","2000","no migration background","higher vocational","1483","0.870677766886921","0.854501548955275","0.886853984818567","0"
"Not disabled","2000","no migration background","higher education","3132","0.919411467392022","0.910229442745901","0.928593492038143","0"
"Disabled","2001","no migration background","in school","3","","","","1"
"Disabled","2001","no migration background","inadequately","23","","","","1"
"Disabled","2001","no migration background","general elemantary","294","0.154825274926272","0.13933901186281","0.170311537989734","1"
"Disabled","2001","no migration background","middle vocational","1166","0.130274608041097","0.123744505574206","0.136804710507989","1"
"Disabled","2001","no migration background","vocational + Abi","47","0.0823820407069535","0.0630745165232216","0.101689564890685","1"
"Disabled","2001","no migration background","higher vocational","150","0.130064470458463","0.112892417386085","0.147236523530841","1"
"Disabled","2001","no migration background","higher education","246","0.0877167738401375","0.0778270976857624","0.0976064499945125","1"
"Disabled","2001","indirect migration background","in school","2","","","","1"
"Disabled","2001","indirect migration background","inadequately","5","","","","1"
"Disabled","2001","indirect migration background","general elemantary","7","","","","1"
"Disabled","2001","indirect migration background","middle vocational","10","","","","1"
"Disabled","2001","indirect migration background","vocational + Abi","1","","","","1"
"Disabled","2001","indirect migration background","higher vocational","4","","","","1"
