"m11124","year","e11102","n","percent","lower_confidence","upper_confidence"
"Not disabled","1993","Employed","","","",""
"Disabled","1993","Not Employed","","","",""
"Disabled","1993","Employed","","","",""
"Not disabled","1994","Not Employed","3753","0.787962073282173","0.776078677030507","0.799845469533839"
"Not disabled","1994","Employed","7969","0.946167057582814","0.941322823550626","0.951011291615001"
"Disabled","1994","Not Employed","792","0.212037926717827","0.200154530466161","0.223921322969493"
"Disabled","1994","Employed","369","0.0538329424171864","0.0489887083849988","0.058677176449374"
"Not disabled","1995","Not Employed","3938","0.778375420324697","0.766609662734565","0.790141177914829"
"Not disabled","1995","Employed","8076","0.944155240348469","0.939263389796271","0.949047090900668"
"Disabled","1995","Not Employed","849","0.221624579675303","0.209858822085171","0.233390337265435"
"Disabled","1995","Employed","388","0.0558447596515306","0.0509529090993319","0.0607366102037293"
"Not disabled","1996","Not Employed","3769","0.767264542910943","0.755106990578908","0.779422095242979"
"Not disabled","1996","Employed","8059","0.947340181557168","0.942573696833671","0.952106666280664"
"Disabled","1996","Not Employed","872","0.232735457089056","0.220577904757021","0.244893009421091"
"Disabled","1996","Employed","376","0.0526598184428325","0.047893333719336","0.0574263031663291"
"Not disabled","1997","Not Employed","3860","0.780363960743401","0.768541933855864","0.792185987630939"
"Not disabled","1997","Employed","7765","0.942998675960073","0.93796242657965","0.948034925340495"
"Disabled","1997","Not Employed","851","0.219636039256599","0.207814012369061","0.231458066144136"
"Disabled","1997","Employed","376","0.0570013240399272","0.0519650746595045","0.0620375734203499"
"Not disabled","1998","Not Employed","4388","0.781542134531222","0.770521381951992","0.792562887110452"
"Not disabled","1998","Employed","8458","0.943290085917313","0.938479005122035","0.948101166712592"
"Disabled","1998","Not Employed","1012","0.218457865468778","0.207437112889548","0.229478618048008"
"Disabled","1998","Employed","420","0.0567099140826866","0.0518988332874077","0.0615209948779654"
"Not disabled","1999","Not Employed","3977","0.766600550967151","0.75481570688846","0.778385395045842"
"Not disabled","1999","Employed","8357","0.938471972868266","0.933449394718981","0.943494551017551"
"Disabled","1999","Not Employed","972","0.233399449032849","0.221614604954158","0.24518429311154"
"Disabled","1999","Employed","436","0.0615280271317344","0.0565054489824493","0.0665506052810195"
"Not disabled","2000","Not Employed","7346","0.796561888358983","0.788261739147989","0.804862037569976"
"Not disabled","2000","Employed","14416","0.94280309526196","0.939107896954878","0.946498293569043"
"Disabled","2000","Not Employed","1690","0.203438111641017","0.195137962430024","0.211738260852011"
"Disabled","2000","Employed","755","0.0571969047380394","0.0535017064309567","0.0608921030451221"
"Not disabled","2001","Not Employed","6536","0.787050112533741","0.778129108610899","0.795971116456582"
"Not disabled","2001","Employed","13245","0.945624791212534","0.941856635775351","0.949392946649716"
"Disabled","2001","Not Employed","1554","0.212949887466259","0.204028883543418","0.221870891389101"
"Disabled","2001","Employed","666","0.0543752087874665","0.0506070533502843","0.0581433642246487"
"Not disabled","2002","Not Employed","6633","0.777731386022891","0.768770535770922","0.786692236274861"
"Not disabled","2002","Employed","14086","0.938740922857597","0.93488242282784","0.942599422887354"
"Disabled","2002","Not Employed","1637","0.222268613977108","0.213307763725139","0.231229464229078"
"Disabled","2002","Employed","752","0.0612590771424031","0.0574005771126461","0.0651175771721601"
"Not disabled","2003","Not Employed","6572","0.783957822996212","0.77504051073026","0.792875135262164"
"Not disabled","2003","Employed","13339","0.939324101511416","0.93537979562144","0.943268407401391"
"Disabled","2003","Not Employed","1610","0.216042177003788","0.207124864737836","0.22495948926974"
"Disabled","2003","Employed","734","0.0606758984885844","0.0567315925986085","0.0646202043785603"
"Not disabled","2004","Not Employed","6558","0.777124319556764","0.768113792332618","0.78613484678091"
"Not disabled","2004","Employed","12768","0.936744726239502","0.932638373144393","0.940851079334611"
"Disabled","2004","Not Employed","1637","0.222875680443236","0.21386515321909","0.231886207667382"
"Disabled","2004","Employed","731","0.0632552737604983","0.0591489206653893","0.0673616268556073"
"Not disabled","2005","Not Employed","6289","0.778345755025127","0.769187107037758","0.787504403012497"
"Not disabled","2005","Employed","12164","0.937834495035953","0.933663438844201","0.942005551227705"
"Disabled","2005","Not Employed","1612","0.221654244974873","0.212495596987503","0.230812892962242"
"Disabled","2005","Employed","709","0.0621655049640468","0.0579944487722945","0.0663365611557992"
"Not disabled","2006","Not Employed","6742","0.769050158586573","0.760122298493581","0.777978018679565"
"Not disabled","2006","Employed","12728","0.937942035963294","0.933868207878039","0.94201586404855"
"Disabled","2006","Not Employed","1818","0.230949841413427","0.222021981320435","0.239877701506419"
"Disabled","2006","Employed","745","0.0620579640367057","0.0579841359514502","0.0661317921219611"
"Not disabled","2007","Not Employed","6279","0.771882951390436","0.762675732780344","0.781090170000527"
"Not disabled","2007","Employed","11882","0.935537803318747","0.931250740107573","0.93982486652992"
"Disabled","2007","Not Employed","1700","0.228117048609564","0.218909829999473","0.237324267219656"
"Disabled","2007","Employed","723","0.0644621966812533","0.0601751334700796","0.0687492598924271"
"Not disabled","2008","Not Employed","5880","0.771525709521493","0.762008550748397","0.781042868294589"
"Not disabled","2008","Employed","11234","0.93568475781972","0.931280361881286","0.940089153758154"
"Disabled","2008","Not Employed","1596","0.228474290478507","0.218957131705411","0.237991449251603"
"Disabled","2008","Employed","683","0.0643152421802801","0.0599108462418464","0.0687196381187137"
"Not disabled","2009","Not Employed","5356","0.7658348260489","0.755810818266038","0.775858833831762"
"Not disabled","2009","Employed","10565","0.936821512936205","0.932322140786163","0.941320885086247"
"Disabled","2009","Not Employed","1500","0.2341651739511","0.224141166168238","0.244189181733962"
"Disabled","2009","Employed","666","0.0631784870637946","0.0586791149137526","0.0676778592138366"
"Not disabled","2010","Not Employed","6905","0.770279140142038","0.761284557064025","0.779273723220051"
"Not disabled","2010","Employed","14837","0.934506540972361","0.930624234205856","0.938388847738865"
"Disabled","2010","Not Employed","1497","0.229720859857962","0.220726276779949","0.238715442935975"
"Disabled","2010","Employed","762","0.0654934590276391","0.0616111522611347","0.0693757657941435"
"Not disabled","2011","Not Employed","8205","0.769680298544315","0.761486897738263","0.777873699350366"
"Not disabled","2011","Employed","17341","0.936331000725556","0.932794620818104","0.939867380633009"
"Disabled","2011","Not Employed","1939","0.230319701455685","0.222126300649634","0.238513102261737"
"Disabled","2011","Employed","971","0.0636689992744437","0.060132619366991","0.0672053791818963"
"Not disabled","2012","Not Employed","7770","0.762603069686566","0.754175560926044","0.771030578447087"
"Not disabled","2012","Employed","16895","0.933087682942741","0.929427732615776","0.936747633269707"
"Disabled","2012","Not Employed","2022","0.237396930313434","0.228969421552913","0.245824439073956"
"Disabled","2012","Employed","1010","0.0669123170572587","0.0632523667302933","0.070572267384224"
"Not disabled","2013","Not Employed","11736","0.790096487689657","0.78330443306302","0.796888542316295"
"Not disabled","2013","Employed","15902","0.928277822575608","0.924388096042279","0.932167549108937"
"Disabled","2013","Not Employed","2074","0.209903512310343","0.203111457683705","0.21669556693698"
"Disabled","2013","Employed","1002","0.0717221774243918","0.0678324508910629","0.0756119039577207"
"Not disabled","2014","Not Employed","7399","0.751048013027967","0.74228805922535","0.759807966830583"
"Not disabled","2014","Employed","16774","0.928961864829842","0.925188454645151","0.932735275014532"
"Disabled","2014","Not Employed","1961","0.248951986972033","0.240192033169417","0.25771194077465"
"Disabled","2014","Employed","1030","0.0710381351701583","0.0672647249854678","0.0748115453548487"
"Not disabled","2015","Not Employed","8417","0.765744705936846","0.75754787847279","0.773941533400902"
"Not disabled","2015","Employed","15714","0.929758777535492","0.925876609583593","0.933640945487391"
"Disabled","2015","Not Employed","1839","0.234255294063154","0.226058466599098","0.24245212152721"
"Disabled","2015","Employed","932","0.0702412224645082","0.0663590545126093","0.0741233904164072"
"Not disabled","2016","Not Employed","6509","0.756027863040785","0.746744084270956","0.765311641810614"
"Not disabled","2016","Employed","15251","0.929836481213858","0.925897287359001","0.933775675068715"
"Disabled","2016","Not Employed","1712","0.243972136959215","0.234688358189386","0.253255915729044"
"Disabled","2016","Employed","900","0.0701635187861417","0.0662243249312846","0.0741027126409988"
"Not disabled","2017","Not Employed","6776","0.758705603252417","0.749659517911422","0.767751688593412"
"Not disabled","2017","Employed","17018","0.930371825030062","0.926660937610002","0.934082712450122"
"Disabled","2017","Not Employed","1818","0.241294396747583","0.232248311406588","0.250340482088578"
"Disabled","2017","Employed","1053","0.0696281749699376","0.0659172875498776","0.0733390623899976"
"Not disabled","2018","Not Employed","6415","0.752055950349159","0.742743585381948","0.761368315316369"
"Not disabled","2018","Employed","16377","0.930403109312918","0.926630039440481","0.934176179185355"
"Disabled","2018","Not Employed","1845","0.247944049650841","0.238631684683631","0.257256414618052"
"Disabled","2018","Employed","1096","0.069596890687082","0.0658238208146452","0.0733699605595188"
"Not disabled","2019","Not Employed","6287","0.754414125305888","0.745028226131398","0.763800024480378"
"Not disabled","2019","Employed","16693","0.933698411612357","0.930037513828593","0.93735930939612"
"Disabled","2019","Not Employed","1792","0.245585874694112","0.236199975519622","0.254971773868602"
"Disabled","2019","Employed","1051","0.0663015883876433","0.0626406906038797","0.0699624861714069"
