"m11124","year","e11102","n","percent","lower_confidence","upper_confidence"
"Not disabled","1984","Not Employed","3989","0.831232335178988","0.82045773017037","0.842006940187607"
"Not disabled","1984","Employed","7139","0.930865864569756","0.925146296930274","0.936585432209238"
"Disabled","1984","Not Employed","653","0.168767664821012","0.157993059812393","0.17954226982963"
"Disabled","1984","Employed","418","0.069134135430244","0.0634145677907624","0.0748537030697256"
"Not disabled","1985","Not Employed","3625","0.833541112157757","0.822282571569672","0.844799652745842"
"Not disabled","1985","Employed","6486","0.934624339639087","0.928766376589842","0.940482302688332"
"Disabled","1985","Not Employed","580","0.166458887842243","0.155200347254158","0.177717428430328"
"Disabled","1985","Employed","354","0.065375660360913","0.0595176973116683","0.0712336234101577"
"Not disabled","1986","Not Employed","3940","0.999561972989129","0.998909023034449","1.00021492294381"
"Not disabled","1986","Employed","6695","0.999801519898968","0.99946416198553","1.00013887781241"
"Disabled","1986","Not Employed","5","","",""
"Disabled","1986","Employed","3","","",""
"Not disabled","1987","Not Employed","3210","0.81812846325306","0.805821801549464","0.830435124956655"
"Not disabled","1987","Employed","6359","0.939972600868028","0.934280993450359","0.945664208285698"
"Disabled","1987","Not Employed","564","0.18187153674694","0.169564875043345","0.194178198450536"
"Disabled","1987","Employed","332","0.0600273991319717","0.0543357917143024","0.065719006549641"
"Not disabled","1988","Not Employed","2933","0.789659360505042","0.776250972148973","0.803067748861112"
"Not disabled","1988","Employed","6091","0.9392186422175","0.933378664966538","0.945058619468463"
"Disabled","1988","Not Employed","616","0.210340639494958","0.196932251138888","0.223749027851027"
"Disabled","1988","Employed","339","0.0607813577824996","0.0549413805315375","0.0666213350334618"
"Not disabled","1989","Not Employed","2778","0.773342231900946","0.759296282014618","0.787388181787273"
"Not disabled","1989","Employed","5942","0.941423782399771","0.935603790265995","0.947243774533546"
"Disabled","1989","Not Employed","635","0.226657768099054","0.212611818212727","0.240703717985382"
"Disabled","1989","Employed","312","0.0585762176002295","0.0527562254664544","0.0643962097340045"
"Not disabled","1990","Not Employed","","","",""
"Not disabled","1990","Employed","","","",""
"Disabled","1990","Not Employed","","","",""
"Disabled","1990","Employed","","","",""
"Not disabled","1991","Not Employed","2592","0.758771755867183","0.744051668197589","0.773491843536778"
"Not disabled","1991","Employed","5870","0.941818151586931","0.935981466273752","0.94765483690011"
"Disabled","1991","Not Employed","653","0.241228244132817","0.226508156463222","0.255948331802411"
"Disabled","1991","Employed","309","0.0581818484130689","0.0523451630998897","0.0640185337262481"
"Not disabled","1992","Not Employed","3420","0.771944018213317","0.759269814589331","0.784618221837303"
"Not disabled","1992","Employed","8672","0.945883144381342","0.94122978843858","0.950536500324104"
"Disabled","1992","Not Employed","790","0.228055981786683","0.215381778162697","0.240730185410669"
"Disabled","1992","Employed","409","0.0541168556186583","0.0494634996758963","0.0587702115614202"
"Not disabled","1993","Not Employed","","","",""
