"m11124","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Not disabled","1997","higher education","Male","909","0.922945307692492","0.906163074467059","0.939727540917925"
"Not disabled","1997","higher education","Female","750","0.914553402103555","0.895182269226014","0.933924534981096"
"Disabled","1997","in school","Male","2","","",""
"Disabled","1997","in school","Female","1","","",""
"Disabled","1997","inadequately","Male","32","0.240322180094974","0.179884313249899","0.300760046940048"
"Disabled","1997","inadequately","Female","33","0.123805426610401","0.084878343336114","0.162732509884688"
"Disabled","1997","general elemantary","Male","93","0.168939846963388","0.143417817795993","0.194461876130784"
"Disabled","1997","general elemantary","Female","170","0.142135711356224","0.124511555750444","0.159759866962004"
"Disabled","1997","middle vocational","Male","404","0.165177550012232","0.152379298134591","0.177975801889873"
"Disabled","1997","middle vocational","Female","270","0.108380110192296","0.0976861515209619","0.11907406886363"
"Disabled","1997","vocational + Abi","Male","13","","",""
"Disabled","1997","vocational + Abi","Female","12","","",""
"Disabled","1997","higher vocational","Male","54","0.139833763521418","0.108546015112635","0.171121511930201"
"Disabled","1997","higher vocational","Female","22","","",""
"Disabled","1997","higher education","Male","61","0.0770546923075084","0.0602724590820754","0.0938369255329414"
"Disabled","1997","higher education","Female","50","0.0854465978964452","0.0660754650189039","0.104817730773986"
"Not disabled","1998","in school","Male","161","0.99314777618216","0.980483598472558","1.00581195389176"
"Not disabled","1998","in school","Female","167","0.967031395834716","0.940269270330437","0.993793521338995"
"Not disabled","1998","inadequately","Male","150","0.759351567229041","0.697752350133939","0.820950784324143"
"Not disabled","1998","inadequately","Female","231","0.87748974665339","0.837788450142422","0.917191043164357"
"Not disabled","1998","general elemantary","Male","813","0.848636233697977","0.825502039411981","0.871770427983973"
"Not disabled","1998","general elemantary","Female","1436","0.848118174050326","0.83071068669755","0.865525661403101"
"Not disabled","1998","middle vocational","Male","3074","0.84364415113361","0.831635784799457","0.855652517467763"
"Not disabled","1998","middle vocational","Female","3208","0.887465863774796","0.877020065679228","0.897911661870364"
"Not disabled","1998","vocational + Abi","Male","226","0.919190402456891","0.884923159268116","0.953457645645667"
"Not disabled","1998","vocational + Abi","Female","254","0.940539206002439","0.912278971913576","0.968799440091302"
"Not disabled","1998","higher vocational","Male","437","0.845343668723624","0.813555141986872","0.877132195460376"
"Not disabled","1998","higher vocational","Female","301","0.875839329314035","0.840097361350855","0.911581297277214"
"Not disabled","1998","higher education","Male","1006","0.914253075795118","0.897585365616316","0.930920785973919"
"Not disabled","1998","higher education","Female","833","0.920177405731783","0.902351963626827","0.938002847836738"
"Disabled","1998","in school","Male","2","","",""
"Disabled","1998","in school","Female","4","","",""
"Disabled","1998","inadequately","Male","35","0.240648432770959","0.179049215675856","0.302247649866061"
"Disabled","1998","inadequately","Female","31","0.12251025334661","0.082808956835643","0.162211549857578"
"Disabled","1998","general elemantary","Male","109","0.151363766302023","0.128229572016027","0.174497960588019"
"Disabled","1998","general elemantary","Female","197","0.151881825949674","0.134474338596899","0.16928931330245"
"Disabled","1998","middle vocational","Male","440","0.15635584886639","0.144347482532237","0.168364215200543"
"Disabled","1998","middle vocational","Female","308","0.112534136225204","0.102088338129636","0.122979934320772"
"Disabled","1998","vocational + Abi","Male","17","","",""
"Disabled","1998","vocational + Abi","Female","15","","",""
"Disabled","1998","higher vocational","Male","60","0.154656331276376","0.122867804539624","0.186444858013128"
"Disabled","1998","higher vocational","Female","26","","",""
"Disabled","1998","higher education","Male","78","0.0857469242048824","0.0690792140260806","0.102414634383684"
"Disabled","1998","higher education","Female","55","0.0798225942682171","0.0619971521632617","0.0976480363731725"
"Not disabled","1999","in school","Male","157","0.982412650660027","0.96198131790126","1.00284398341879"
"Not disabled","1999","in school","Female","159","0.983922114468933","0.964554086177966","1.0032901427599"
"Not disabled","1999","inadequately","Male","141","0.755288509661089","0.691773645007207","0.818803374314971"
"Not disabled","1999","inadequately","Female","216","0.856847920583934","0.813520589848436","0.900175251319431"
"Not disabled","1999","general elemantary","Male","780","0.851135175543501","0.827657069832884","0.874613281254118"
"Not disabled","1999","general elemantary","Female","1376","0.837301497282725","0.819044431648962","0.855558562916488"
"Not disabled","1999","middle vocational","Male","3028","0.833099813188107","0.820700143567011","0.845499482809203"
"Not disabled","1999","middle vocational","Female","3152","0.877835159070924","0.866959615909079","0.888710702232769"
"Not disabled","1999","vocational + Abi","Male","222","0.912531907102867","0.876714182025591","0.948349632180143"
"Not disabled","1999","vocational + Abi","Female","261","0.963821719214014","0.941548216161954","0.986095222266073"
"Not disabled","1999","higher vocational","Male","433","0.868734955815669","0.838773951098178","0.89869596053316"
"Not disabled","1999","higher vocational","Female","305","0.852800799057106","0.814746607516462","0.89085499059775"
"Not disabled","1999","higher education","Male","1009","0.918182429754492","0.901866146811482","0.934498712697503"
"Not disabled","1999","higher education","Female","825","0.917555726629649","0.899424865526044","0.935686587733254"
"Disabled","1999","in school","Male","2","","",""
"Disabled","1999","in school","Female","3","","",""
"Disabled","1999","inadequately","Male","35","0.244711490338911","0.181196625685029","0.308226354992793"
"Disabled","1999","inadequately","Female","35","0.143152079416066","0.0998247486805687","0.186479410151564"
"Disabled","1999","general elemantary","Male","103","0.148864824456499","0.125386718745882","0.172342930167116"
"Disabled","1999","general elemantary","Female","194","0.162698502717275","0.144441437083512","0.180955568351038"
"Disabled","1999","middle vocational","Male","446","0.166900186811893","0.154500517190797","0.179299856432989"
"Disabled","1999","middle vocational","Female","331","0.122164840929076","0.111289297767231","0.133040384090921"
"Disabled","1999","vocational + Abi","Male","17","","",""
"Disabled","1999","vocational + Abi","Female","9","","",""
"Disabled","1999","higher vocational","Male","55","0.131265044184331","0.10130403946684","0.161226048901822"
"Disabled","1999","higher vocational","Female","28","","",""
"Disabled","1999","higher education","Male","75","0.0818175702455074","0.0655012873024969","0.0981338531885179"
"Disabled","1999","higher education","Female","59","0.0824442733703513","0.0643134122667462","0.100575134473956"
"Not disabled","2000","in school","Male","235","0.982691148608776","0.966156621166024","0.999225676051527"
"Not disabled","2000","in school","Female","254","0.979289696137131","0.961945785111177","0.996633607163085"
"Not disabled","2000","inadequately","Male","138","0.809720141131226","0.750541005157023","0.868899277105428"
"Not disabled","2000","inadequately","Female","204","0.875379696116909","0.833151085041182","0.917608307192637"
"Not disabled","2000","general elemantary","Male","1021","0.872513310792967","0.853295679203974","0.891730942381959"
"Not disabled","2000","general elemantary","Female","2125","0.869171260661125","0.855699811915947","0.882642709406302"
"Not disabled","2000","middle vocational","Male","5456","0.850017841716462","0.841191917763756","0.858843765669168"
"Not disabled","2000","middle vocational","Female","5960","0.894215265127099","0.886774297251892","0.901656233002306"
"Not disabled","2000","vocational + Abi","Male","477","0.913723674551959","0.889355877903417","0.938091471200502"
"Not disabled","2000","vocational + Abi","Female","590","0.951234978405111","0.934240664918204","0.968229291892019"
"Not disabled","2000","higher vocational","Male","937","0.844967335043724","0.823351510539937","0.86658315954751"
"Not disabled","2000","higher vocational","Female","756","0.902258885170332","0.88183330955364","0.922684460787024"
"Not disabled","2000","higher education","Male","2009","0.919278752341405","0.907822680601006","0.930734824081805"
"Not disabled","2000","higher education","Female","1566","0.928466607744625","0.916087808295911","0.940845407193339"
"Disabled","2000","in school","Male","4","","",""
"Disabled","2000","in school","Female","5","","",""
"Disabled","2000","inadequately","Male","31","0.190279858868774","0.131100722894572","0.249458994842977"
"Disabled","2000","inadequately","Female","31","0.124620303883091","0.0823916928073634","0.166848914958818"
"Disabled","2000","general elemantary","Male","136","0.127486689207033","0.108269057618041","0.146704320796026"
"Disabled","2000","general elemantary","Female","282","0.130828739338875","0.117357290593698","0.144300188084053"
"Disabled","2000","middle vocational","Male","831","0.149982158283538","0.141156234330832","0.158808082236244"
"Disabled","2000","middle vocational","Female","603","0.105784734872901","0.0983437669976943","0.113225702748108"
"Disabled","2000","vocational + Abi","Male","33","0.0862763254480407","0.0619085287994985","0.110644122096583"
"Disabled","2000","vocational + Abi","Female","27","","",""
"Disabled","2000","higher vocational","Male","140","0.155032664956276","0.13341684045249","0.176648489460063"
"Disabled","2000","higher vocational","Female","56","0.0977411148296682","0.0773155392129761","0.11816669044636"
"Disabled","2000","higher education","Male","163","0.0807212476585946","0.0692651759181953","0.0921773193989939"
"Disabled","2000","higher education","Female","99","0.071533392255375","0.0591545928066609","0.0839121917040892"
"Not disabled","2001","in school","Male","263","0.988641309169828","0.9759065484685","1.00137606987116"
"Not disabled","2001","in school","Female","283","0.988315395737119","0.975839249820143","1.00079154165409"
"Not disabled","2001","inadequately","Male","103","0.775676507132799","0.704244946020333","0.847108068245266"
"Not disabled","2001","inadequately","Female","156","0.882768277634978","0.835641525791975","0.929895029477981"
"Not disabled","2001","general elemantary","Male","891","0.865643633018418","0.844621769666737","0.8866654963701"
"Not disabled","2001","general elemantary","Female","1841","0.86173011125386","0.846970174183569","0.876490048324151"
"Not disabled","2001","middle vocational","Male","4935","0.853669771658149","0.844460429764615","0.862879113551683"
"Not disabled","2001","middle vocational","Female","5417","0.896585519205777","0.888853652120991","0.904317386290563"
"Not disabled","2001","vocational + Abi","Male","448","0.90553697942772","0.879480878989383","0.931593079866057"
"Not disabled","2001","vocational + Abi","Female","560","0.924148717292656","0.902839223086348","0.945458211498965"
"Not disabled","2001","higher vocational","Male","844","0.857172654998769","0.835073545028216","0.879271764969322"
"Not disabled","2001","higher vocational","Female","657","0.880177476373149","0.856356840983215","0.903998111763083"
"Not disabled","2001","higher education","Male","1840","0.913514753624833","0.901196138416499","0.925833368833167"
"Not disabled","2001","higher education","Female","1459","0.923747171730915","0.910589678927079","0.936904664534752"
"Disabled","2001","in school","Male","3","","",""
"Disabled","2001","in school","Female","2","","",""
"Disabled","2001","inadequately","Male","28","","",""
"Disabled","2001","inadequately","Female","23","","",""
"Disabled","2001","general elemantary","Male","120","0.134356366981582","0.1133345036299","0.155378230333263"
"Disabled","2001","general elemantary","Female","260","0.13826988874614","0.123509951675849","0.153029825816431"
"Disabled","2001","middle vocational","Male","723","0.146330228341851","0.137120886448317","0.155539570235385"
"Disabled","2001","middle vocational","Female","541","0.103414480794223","0.0956826137094369","0.111146347879009"
"Disabled","2001","vocational + Abi","Male","36","0.0944630205722801","0.0684069201339433","0.120519121010617"
"Disabled","2001","vocational + Abi","Female","33","0.0758512827073439","0.0545417885010353","0.0971607769136524"
"Disabled","2001","higher vocational","Male","119","0.142827345001231","0.120728235030678","0.164926454971784"
"Disabled","2001","higher vocational","Female","57","0.119822523626851","0.0960018882369173","0.143643159016785"
"Disabled","2001","higher education","Male","160","0.0864852463751666","0.0741666311668326","0.0988038615835005"
"Disabled","2001","higher education","Female","104","0.076252828269085","0.0630953354652483","0.0894103210729216"
"Not disabled","2002","in school","Male","293","0.959860363346167","0.93761173484449","0.982108991847845"
"Not disabled","2002","in school","Female","317","0.997002984349184","0.990995021124814","1.00301094757355"
"Not disabled","2002","inadequately","Male","92","0.780842311354316","0.705884795540484","0.855799827168148"
"Not disabled","2002","inadequately","Female","146","0.848049721971936","0.793767844830958","0.902331599112914"
"Not disabled","2002","general elemantary","Male","831","0.850121014280488","0.827482018747025","0.872760009813952"
"Not disabled","2002","general elemantary","Female","1693","0.853465941399865","0.837817864340103","0.869114018459627"
"Not disabled","2002","middle vocational","Male","4803","0.839975103428009","0.83035116934578","0.849599037510237"
"Not disabled","2002","middle vocational","Female","5456","0.884039912020714","0.875968674222692","0.892111149818736"
"Not disabled","2002","vocational + Abi","Male","463","0.916754198430968","0.892515715078611","0.940992681783324"
"Not disabled","2002","vocational + Abi","Female","641","0.92208913695633","0.901928759253692","0.942249514658967"
"Not disabled","2002","higher vocational","Male","890","0.852943780792263","0.831112741326827","0.874774820257699"
"Not disabled","2002","higher vocational","Female","675","0.885768701929114","0.862788073265828","0.9087493305924"
"Not disabled","2002","higher education","Male","2415","0.916141792468162","0.905504075462113","0.926779509474211"
"Not disabled","2002","higher education","Female","1844","0.913660027663179","0.901235319222054","0.926084736104305"
"Disabled","2002","in school","Male","6","","",""
"Disabled","2002","in school","Female","1","","",""
"Disabled","2002","inadequately","Male","25","","",""
"Disabled","2002","inadequately","Female","22","","",""
"Disabled","2002","general elemantary","Male","124","0.149878985719511","0.127239990186048","0.172517981252975"
"Disabled","2002","general elemantary","Female","269","0.146534058600135","0.130885981540373","0.162182135659897"
"Disabled","2002","middle vocational","Male","772","0.160024896571991","0.150400962489763","0.16964883065422"
"Disabled","2002","middle vocational","Female","589","0.115960087979286","0.107888850181264","0.124031325777308"
"Disabled","2002","vocational + Abi","Male","36","0.0832458015690325","0.0590073182166764","0.107484284921389"
"Disabled","2002","vocational + Abi","Female","38","0.0779108630436702","0.0577504853410325","0.0980712407463079"
"Disabled","2002","higher vocational","Male","121","0.147056219207737","0.125225179742301","0.168887258673173"
"Disabled","2002","higher vocational","Female","61","0.114231298070886","0.0912506694075997","0.137211926734172"
"Disabled","2002","higher education","Male","193","0.0838582075318381","0.0732204905257889","0.0944959245378873"
"Disabled","2002","higher education","Female","119","0.0863399723368209","0.0739152638956953","0.0987646807779465"
"Not disabled","2003","in school","Male","297","0.985384593553633","0.971849758978465","0.998919428128802"
"Not disabled","2003","in school","Female","315","0.997951488600649","0.992966335996255","1.00293664120504"
"Not disabled","2003","inadequately","Male","87","0.79232566835916","0.716521162342211","0.86813017437611"
"Not disabled","2003","inadequately","Female","134","0.825971297478612","0.767224929845695","0.884717665111529"
"Not disabled","2003","general elemantary","Male","796","0.850062231007204","0.826980348936176","0.873144113078231"
"Not disabled","2003","general elemantary","Female","1591","0.859936876261343","0.844075078187694","0.875798674334991"
"Not disabled","2003","middle vocational","Male","4599","0.848238709996276","0.838611959206306","0.857865460786245"
"Not disabled","2003","middle vocational","Female","5248","0.883508394616589","0.875263434722985","0.891753354510193"
"Not disabled","2003","vocational + Abi","Male","453","0.923767250955011","0.9001743128758","0.947360189034223"
"Not disabled","2003","vocational + Abi","Female","638","0.932146801737912","0.913202392139068","0.951091211336755"
"Not disabled","2003","higher vocational","Male","846","0.842491846056645","0.819638091647622","0.865345600465669"
"Not disabled","2003","higher vocational","Female","644","0.864219001190939","0.839110171266314","0.889327831115564"
"Not disabled","2003","higher education","Male","2262","0.899248040366609","0.887367996181452","0.911128084551765"
"Not disabled","2003","higher education","Female","1777","0.913614275406449","0.900982228804462","0.926246322008437"
"Disabled","2003","in school","Male","5","","",""
"Disabled","2003","in school","Female","1","","",""
"Disabled","2003","inadequately","Male","23","","",""
"Disabled","2003","inadequately","Female","26","","",""
"Disabled","2003","general elemantary","Male","123","0.149937768992796","0.126855886921769","0.173019651063824"
"Disabled","2003","general elemantary","Female","248","0.140063123738657","0.124201325665009","0.155924921812306"
"Disabled","2003","middle vocational","Male","737","0.151761290003724","0.142134539213755","0.161388040793694"
"Disabled","2003","middle vocational","Female","568","0.116491605383411","0.108246645489807","0.124736565277015"
"Disabled","2003","vocational + Abi","Male","33","0.0762327490449888","0.0526398109657774","0.0998256871242001"
"Disabled","2003","vocational + Abi","Female","39","0.0678531982620883","0.0489087886632446","0.086797607860932"
"Disabled","2003","higher vocational","Male","130","0.157508153943355","0.134654399534331","0.180361908352378"
"Disabled","2003","higher vocational","Female","71","0.135780998809061","0.110672168884437","0.160889828733686"
"Disabled","2003","higher education","Male","204","0.100751959633391","0.0888719154482351","0.112632003818547"
"Disabled","2003","higher education","Female","123","0.0863857245935506","0.0737536779915632","0.099017771195538"
"Not disabled","2004","in school","Male","308","0.998116091287558","0.993281171124078","1.00295101145104"
"Not disabled","2004","in school","Female","329","0.998834373756074","0.995152935513719","1.00251581199843"
"Not disabled","2004","inadequately","Male","84","0.81904727130816","0.74469974370732","0.893394798909"
"Not disabled","2004","inadequately","Female","128","0.80306973536455","0.740055998144996","0.866083472584105"
"Not disabled","2004","general elemantary","Male","729","0.848091713327704","0.823833308701259","0.872350117954149"
"Not disabled","2004","general elemantary","Female","1498","0.845242677895249","0.828326503766889","0.862158852023609"
"Not disabled","2004","middle vocational","Male","4426","0.843097081476491","0.833183852765177","0.853010310187804"
"Not disabled","2004","middle vocational","Female","5066","0.876720014431752","0.86814689149181","0.885293137371694"
"Not disabled","2004","vocational + Abi","Male","451","0.919032343254813","0.894780143338085","0.943284543171542"
"Not disabled","2004","vocational + Abi","Female","641","0.932469083252322","0.91360819343271","0.951329973071934"
"Not disabled","2004","higher vocational","Male","809","0.840952263360676","0.817522948697367","0.864381578023986"
"Not disabled","2004","higher vocational","Female","638","0.865543573328024","0.840432792116978","0.89065435453907"
"Not disabled","2004","higher education","Male","2221","0.89396122056801","0.881707050043855","0.906215391092165"
"Not disabled","2004","higher education","Female","1752","0.904153351097785","0.890853468840589","0.91745323335498"
"Disabled","2004","in school","Male","1","","",""
"Disabled","2004","in school","Female","1","","",""
"Disabled","2004","inadequately","Male","19","","",""
"Disabled","2004","inadequately","Female","25","","",""
"Disabled","2004","general elemantary","Male","112","0.151908286672296","0.127649882045851","0.176166691298741"
"Disabled","2004","general elemantary","Female","258","0.154757322104751","0.137841147976392","0.171673496233111"
"Disabled","2004","middle vocational","Male","745","0.156902918523509","0.146989689812196","0.166816147234823"
"Disabled","2004","middle vocational","Female","583","0.123279985568248","0.114706862628306","0.131853108508189"
"Disabled","2004","vocational + Abi","Male","35","0.0809676567451868","0.0567154568284586","0.105219856661915"
"Disabled","2004","vocational + Abi","Female","39","0.0675309167476781","0.0486700269280658","0.0863918065672903"
"Disabled","2004","higher vocational","Male","127","0.159047736639324","0.135618421976014","0.182477051302633"
"Disabled","2004","higher vocational","Female","71","0.134456426671976","0.10934564546093","0.159567207883022"
"Disabled","2004","higher education","Male","204","0.10603877943199","0.0937846089078345","0.118292949956145"
"Disabled","2004","higher education","Female","130","0.0958466489022151","0.0825467666450196","0.109146531159411"
"Not disabled","2005","in school","Male","308","0.992860482785407","0.983503271588857","1.00221769398196"
"Not disabled","2005","in school","Female","339","0.998806941989613","0.995137667604921","1.00247621637431"
"Not disabled","2005","inadequately","Male","82","0.790469773603016","0.711100322080056","0.869839225125977"
"Not disabled","2005","inadequately","Female","122","0.856462914395684","0.798996193647488","0.913929635143879"
"Not disabled","2005","general elemantary","Male","674","0.851291947380239","0.826354544574755","0.876229350185724"
"Not disabled","2005","general elemantary","Female","1392","0.854578396098919","0.837454155911784","0.871702636286054"
"Not disabled","2005","middle vocational","Male","4139","0.838290008298084","0.827981030049053","0.848598986547115"
"Not disabled","2005","middle vocational","Female","4825","0.879904458520172","0.871224542986941","0.888584374053402"
"Not disabled","2005","vocational + Abi","Male","436","0.931306728884174","0.90836674439291","0.954246713375438"
"Not disabled","2005","vocational + Abi","Female","630","0.930988153539674","0.911780737951931","0.950195569127417"
"Not disabled","2005","higher vocational","Male","764","0.831548143597227","0.807041959818809","0.856054327375645"
"Not disabled","2005","higher vocational","Female","602","0.882370062028989","0.857957163366361","0.906782960691618"
"Not disabled","2005","higher education","Male","2129","0.906319879397909","0.894445121931771","0.918194636864047"
"Not disabled","2005","higher education","Female","1718","0.897360371517852","0.883575610803259","0.911145132232445"
"Disabled","2005","in school","Male","3","","",""
"Disabled","2005","in school","Female","1","","",""
"Disabled","2005","inadequately","Male","19","","",""
"Disabled","2005","inadequately","Female","21","","",""
"Disabled","2005","general elemantary","Male","108","0.14870805261976","0.123770649814276","0.173645455425245"
"Disabled","2005","general elemantary","Female","236","0.145421603901081","0.128297363713946","0.162545844088216"
"Disabled","2005","middle vocational","Male","761","0.161709991701916","0.151401013452885","0.172018969950947"
"Disabled","2005","middle vocational","Female","563","0.120095541479828","0.111415625946598","0.128775457013059"
"Disabled","2005","vocational + Abi","Male","31","0.0686932711158263","0.0457532866245624","0.0916332556070901"
"Disabled","2005","vocational + Abi","Female","39","0.0690118464603258","0.0498044308725827","0.0882192620480689"
"Disabled","2005","higher vocational","Male","132","0.168451856402773","0.143945672624356","0.192958040181191"
"Disabled","2005","higher vocational","Female","67","0.117629937971011","0.0932170393083823","0.142042836633639"
"Disabled","2005","higher education","Male","184","0.0936801206020908","0.0818053631359527","0.105554878068229"
"Disabled","2005","higher education","Female","144","0.102639628482148","0.0888548677675554","0.116424389196741"
"Not disabled","2006","in school","Male","196","0.993828344908598","0.982919669760671","1.00473702005652"
"Not disabled","2006","in school","Female","197","0.992378894662741","0.980296047148937","1.00446174217655"
"Not disabled","2006","inadequately","Male","79","0.775956439830878","0.693823872719134","0.858089006942623"
"Not disabled","2006","inadequately","Female","119","0.833942800650202","0.772950213037949","0.894935388262456"
"Not disabled","2006","general elemantary","Male","661","0.833537428370276","0.807312271634267","0.859762585106284"
"Not disabled","2006","general elemantary","Female","1459","0.843721373279739","0.826550759099516","0.860891987459961"
"Not disabled","2006","middle vocational","Male","4449","0.839167560524744","0.829254520360828","0.84908060068866"
"Not disabled","2006","middle vocational","Female","5213","0.876549360227478","0.868111139009736","0.884987581445221"
"Not disabled","2006","vocational + Abi","Male","453","0.93010807171051","0.907369941789697","0.952846201631323"
"Not disabled","2006","vocational + Abi","Female","693","0.928435098222174","0.909787372369133","0.947082824075216"
"Not disabled","2006","higher vocational","Male","802","0.831536022863798","0.80764766462129","0.855424381106305"
"Not disabled","2006","higher vocational","Female","639","0.885999588016748","0.862671814163118","0.909327361870378"
"Not disabled","2006","higher education","Male","2332","0.902102816733416","0.890577555919819","0.913628077547013"
"Not disabled","2006","higher education","Female","1869","0.897673338837746","0.884498874479349","0.910847803196143"
"Disabled","2006","in school","Male","2","","",""
"Disabled","2006","in school","Female","2","","",""
"Disabled","2006","inadequately","Male","20","","",""
"Disabled","2006","inadequately","Female","24","","",""
"Disabled","2006","general elemantary","Male","114","0.166462571629724","0.140237414893715","0.192687728365733"
"Disabled","2006","general elemantary","Female","259","0.156278626720261","0.139108012540039","0.173449240900484"
"Disabled","2006","middle vocational","Male","827","0.160832439475256","0.15091939931134","0.170745479639172"
"Disabled","2006","middle vocational","Female","625","0.123450639772522","0.115012418554779","0.131888860990264"
"Disabled","2006","vocational + Abi","Male","30","0.06989192828949","0.0471537983686765","0.0926300582103034"
"Disabled","2006","vocational + Abi","Female","41","0.0715649017778256","0.0529171759247839","0.0902126276308673"
"Disabled","2006","higher vocational","Male","141","0.168463977136202","0.144575618893695","0.19235233537871"
"Disabled","2006","higher vocational","Female","74","0.114000411983252","0.0906726381296225","0.137328185836882"
"Disabled","2006","higher education","Male","222","0.0978971832665842","0.086371922452987","0.109422444080181"
"Disabled","2006","higher education","Female","164","0.102326661162254","0.0891521968038567","0.115501125520651"
"Not disabled","2007","in school","Male","161","0.990747676270366","0.976004280464576","1.00549107207616"
"Not disabled","2007","in school","Female","179","0.994415708359656","0.98352941904072","1.00530199767859"
"Not disabled","2007","inadequately","Male","63","0.777772110254941","0.687234079180528","0.868310141329354"
"Not disabled","2007","inadequately","Female","113","0.851163207859852","0.791779115947114","0.91054729977259"
"Not disabled","2007","general elemantary","Male","593","0.848231855601448","0.821479830165055","0.874983881037842"
"Not disabled","2007","general elemantary","Female","1298","0.853929205615633","0.836243950151853","0.871614461079412"
"Not disabled","2007","middle vocational","Male","4157","0.842532257487285","0.832347193111209","0.852717321863361"
"Not disabled","2007","middle vocational","Female","4847","0.874065151396785","0.865254373202199","0.882875929591371"
"Not disabled","2007","vocational + Abi","Male","436","0.919078546649727","0.894370789961002","0.943786303338451"
"Not disabled","2007","vocational + Abi","Female","652","0.913327001629262","0.892558336130965","0.934095667127559"
"Not disabled","2007","higher vocational","Male","759","0.811690688735042","0.78612007792827","0.837261299541813"
"Not disabled","2007","higher vocational","Female","576","0.898497201571462","0.875045425039922","0.921948978103001"
"Not disabled","2007","higher education","Male","2191","0.896241127576259","0.884073820005198","0.908408435147319"
"Not disabled","2007","higher education","Female","1816","0.900739746549107","0.887582512188273","0.913896980909942"
"Disabled","2007","in school","Male","1","","",""
"Disabled","2007","in school","Female","1","","",""
"Disabled","2007","inadequately","Male","18","","",""
"Disabled","2007","inadequately","Female","25","","",""
"Disabled","2007","general elemantary","Male","98","0.151768144398552","0.125016118962158","0.178520169834945"
"Disabled","2007","general elemantary","Female","234","0.146070794384367","0.128385538920588","0.163756049848147"
"Disabled","2007","middle vocational","Male","756","0.157467742512715","0.147282678136639","0.167652806888791"
"Disabled","2007","middle vocational","Female","600","0.125934848603215","0.117124070408629","0.134745626797801"
"Disabled","2007","vocational + Abi","Male","32","0.0809214533502733","0.0562136966615485","0.105629210038998"
"Disabled","2007","vocational + Abi","Female","53","0.0866729983707377","0.0659043328724409","0.107441663869035"
"Disabled","2007","higher vocational","Male","139","0.188309311264958","0.162738700458187","0.21387992207173"
"Disabled","2007","higher vocational","Female","61","0.101502798428538","0.0780510218969986","0.124954574960078"
"Disabled","2007","higher education","Male","222","0.103758872423742","0.091591564852681","0.115926179994802"
"Disabled","2007","higher education","Female","168","0.0992602534508927","0.0861030190900585","0.112417487811727"
"Not disabled","2008","in school","Male","167","0.974777373470224","0.951275747487401","0.998278999453047"
"Not disabled","2008","in school","Female","183","0.997548983740432","0.990404359529882","1.00469360795098"
"Not disabled","2008","inadequately","Male","56","0.762509111163617","0.664214923481713","0.860803298845521"
"Not disabled","2008","inadequately","Female","95","0.885121327697244","0.82658617280012","0.943656482594369"
"Not disabled","2008","general elemantary","Male","541","0.844452516251008","0.816263472709083","0.872641559792933"
"Not disabled","2008","general elemantary","Female","1184","0.845911856220521","0.826973052215022","0.864850660226021"
"Not disabled","2008","middle vocational","Male","3909","0.851422302306164","0.841164119127683","0.861680485484644"
"Not disabled","2008","middle vocational","Female","4564","0.869593399335962","0.860387325878429","0.878799472793495"
"Not disabled","2008","vocational + Abi","Male","412","0.909540379786087","0.882799522345352","0.936281237226823"
"Not disabled","2008","vocational + Abi","Female","614","0.916871765680812","0.89577753350515","0.937965997856474"
"Not disabled","2008","higher vocational","Male","696","0.81259487917065","0.786094422513794","0.839095335827505"
"Not disabled","2008","higher vocational","Female","535","0.912226834820998","0.889336015257221","0.935117654384775"
"Not disabled","2008","higher education","Male","2090","0.89689654987563","0.884466113322687","0.909326986428573"
"Not disabled","2008","higher education","Female","1744","0.903873909479935","0.890644291316056","0.917103527643814"
"Disabled","2008","in school","Male","4","","",""
"Disabled","2008","in school","Female","1","","",""
"Disabled","2008","inadequately","Male","16","","",""
"Disabled","2008","inadequately","Female","19","","",""
"Disabled","2008","general elemantary","Male","94","0.155547483748992","0.127358440207067","0.183736527290917"
"Disabled","2008","general elemantary","Female","212","0.154088143779479","0.135149339773979","0.173026947784978"
"Disabled","2008","middle vocational","Male","709","0.148577697693836","0.138319514515356","0.158835880872317"
"Disabled","2008","middle vocational","Female","576","0.130406600664038","0.121200527206505","0.139612674121571"
"Disabled","2008","vocational + Abi","Male","30","0.0904596202139125","0.0637187627731774","0.117200477654648"
"Disabled","2008","vocational + Abi","Female","44","0.0831282343191881","0.0620340021435263","0.10422246649485"
"Disabled","2008","higher vocational","Male","137","0.18740512082935","0.160904664172495","0.213905577486206"
"Disabled","2008","higher vocational","Female","52","0.0877731651790024","0.0648823456152252","0.110663984742779"
"Disabled","2008","higher education","Male","209","0.10310345012437","0.0906730135714274","0.115533886677313"
"Disabled","2008","higher education","Female","163","0.0961260905200651","0.0828964723561864","0.109355708683944"
"Not disabled","2009","in school","Male","167","0.99308014357085","0.9805820022849","1.0055782848568"
"Not disabled","2009","in school","Female","144","1","1","1"
"Not disabled","2009","inadequately","Male","53","0.751735398133013","0.649802717187691","0.853668079078336"
"Not disabled","2009","inadequately","Female","84","0.866370463524694","0.799345969580416","0.933394957468972"
"Not disabled","2009","general elemantary","Male","479","0.860246722178834","0.831529224664562","0.888964219693105"
"Not disabled","2009","general elemantary","Female","1059","0.850265993276477","0.830462012681951","0.870069973871002"
"Not disabled","2009","middle vocational","Male","3614","0.850955725737072","0.840291373265103","0.861620078209041"
