"m11124","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1996","Employed","inadequately","17","","","","1"
"Disabled","1996","Employed","general elemantary","59","0.058526272477368","0.0452891325740368","0.0717634123806993","1"
"Not disabled","1996","Not Employed","vocational + Abi","104","0.839562319372193","0.773621510961524","0.905503127782863","0"
"Not disabled","1996","Not Employed","higher vocational","129","0.678438701256459","0.610014652322712","0.746862750190206","0"
"Not disabled","1996","Not Employed","higher education","275","0.746430038849208","0.700916774125065","0.79194330357335","0"
"Not disabled","1996","Employed","in school","17","","","","0"
"Not disabled","1996","Employed","inadequately","232","0.885073304070834","0.845459322166567","0.924687285975102","0"
"Not disabled","1996","Not Employed","in school","277","1","1","1","0"
"Not disabled","1996","Not Employed","inadequately","194","0.752841091897717","0.698937174343386","0.806745009452048","0"
"Not disabled","1996","Not Employed","general elemantary","977","0.790663659215716","0.767558422966679","0.813768895464753","0"
"Not disabled","1996","Not Employed","middle vocational","1722","0.741291431914256","0.722899851531335","0.759683012297177","0"
"Not disabled","1996","Employed","general elemantary","1149","0.941473727522632","0.928236587619301","0.954710867425963","0"
"Not disabled","1996","Employed","middle vocational","4221","0.943344231060216","0.936546451102756","0.950142011017675","0"
"Not disabled","1996","Employed","vocational + Abi","351","0.971689856477871","0.95453307827693","0.988846634678812","0"
"Not disabled","1996","Employed","higher vocational","555","0.932029418937887","0.911650807683552","0.952408030192222","0"
"Not disabled","1996","Employed","higher education","1376","0.966096543075519","0.956660079551046","0.975533006599991","0"
"Disabled","1997","Not Employed","inadequately","48","0.226827142321298","0.174601303402658","0.279052981239939","1"
"Disabled","1997","Not Employed","general elemantary","206","0.2017772971387","0.179042074901297","0.224512519376103","1"
"Disabled","1997","Employed","vocational + Abi","9","","","","1"
"Disabled","1997","Employed","higher vocational","26","","","","1"
"Disabled","1997","Employed","higher education","40","0.0348079969659322","0.0252374013128715","0.0443785926189929","1"
"Disabled","1997","Not Employed","middle vocational","449","0.241046332213467","0.223205855606047","0.258886808820888","1"
"Disabled","1997","Not Employed","vocational + Abi","16","","","","1"
"Disabled","1997","Not Employed","in school","3","","","","1"
"Disabled","1997","Not Employed","higher vocational","50","0.31450713464384","0.246486873336313","0.382527395951367","1"
"Disabled","1997","Employed","middle vocational","225","0.0656583326668744","0.0582310448718729","0.073085620461876","1"
"Disabled","1997","Not Employed","higher education","71","0.232243876651752","0.18868483957356","0.275802913729945","1"
"Disabled","1997","Employed","in school","","","","","1"
"Disabled","1997","Employed","inadequately","17","","","","1"
"Disabled","1997","Employed","general elemantary","57","0.059618407791079","0.0458675916494054","0.0733692239327526","1"
"Not disabled","1997","Not Employed","vocational + Abi","99","0.848626554228141","0.783120366133291","0.914132742322992","0"
"Not disabled","1997","Not Employed","higher vocational","129","0.68549286535616","0.617472604048633","0.753513126663687","0"
"Not disabled","1997","Not Employed","higher education","290","0.767756123348248","0.724197086270055","0.81131516042644","0"
"Not disabled","1997","Employed","in school","14","","","","0"
"Not disabled","1997","Employed","inadequately","203","0.880584780853374","0.837734647459308","0.92343491424744","0"
"Not disabled","1997","Employed","higher education","1369","0.965192003034068","0.955621407381007","0.974762598687129","0"
"Not disabled","1997","Not Employed","in school","299","0.985192765851582","0.971570724364198","0.998814807338967","0"
"Not disabled","1997","Not Employed","inadequately","199","0.773172857678702","0.720947018760061","0.825398696597343","0"
"Not disabled","1997","Not Employed","general elemantary","991","0.7982227028613","0.775487480623897","0.820957925098703","0"
"Not disabled","1997","Not Employed","middle vocational","1759","0.758953667786533","0.741113191179112","0.776794144393953","0"
"Not disabled","1997","Employed","general elemantary","1082","0.940381592208921","0.926630776067247","0.954132408350595","0"
"Not disabled","1997","Employed","middle vocational","4047","0.934341667333126","0.926914379538124","0.941768955128127","0"
"Not disabled","1997","Employed","vocational + Abi","333","0.964720590953469","0.945168353496767","0.984272828410171","0"
"Not disabled","1997","Employed","higher vocational","552","0.945697378899806","0.927222965358558","0.964171792441055","0"
"Disabled","1998","Not Employed","inadequately","39","0.166621646171043","0.119079486322677","0.214163806019409","1"
"Disabled","1998","Not Employed","middle vocational","523","0.239553962666728","0.222803155208735","0.256304770124722","1"
"Disabled","1998","Not Employed","general elemantary","244","0.203265108725758","0.181822010779854","0.224708206671662","1"
"Disabled","1998","Not Employed","vocational + Abi","19","","","","1"
"Disabled","1998","Not Employed","in school","6","","","","1"
"Disabled","1998","Employed","middle vocational","225","0.0594034154869292","0.0525245158232796","0.0662823151505787","1"
"Disabled","1998","Employed","vocational + Abi","13","","","","1"
"Disabled","1998","Employed","higher vocational","30","0.0607718255934928","0.0419661498476621","0.0795775013393235","1"
"Disabled","1998","Employed","higher education","51","0.0396470016050662","0.0299203363737025","0.0493736668364299","1"
"Disabled","1998","Not Employed","higher vocational","56","0.317567821617508","0.253685454441389","0.381450188793627","1"
"Disabled","1998","Not Employed","higher education","82","0.214620268931633","0.175633386961179","0.253607150902087","1"
"Disabled","1998","Employed","in school","","","","","1"
"Disabled","1998","Employed","inadequately","27","","","","1"
"Disabled","1998","Employed","general elemantary","62","0.0664330037235537","0.0523543688157036","0.0805116386314038","1"
"Not disabled","1998","Not Employed","vocational + Abi","107","0.819843789082255","0.752739080686855","0.886948497477654","0"
"Not disabled","1998","Not Employed","higher vocational","148","0.682432178382492","0.618549811206373","0.746314545558611","0"
"Not disabled","1998","Not Employed","higher education","344","0.785379731068367","0.746392849097912","0.824366613038821","0"
"Not disabled","1998","Employed","in school","17","","","","0"
"Not disabled","1998","Employed","inadequately","184","0.821789029587877","0.770152832401897","0.873425226773857","0"
"Not disabled","1998","Employed","higher education","1495","0.960352998394934","0.95062633316357","0.970079663626297","0"
"Not disabled","1998","Not Employed","in school","311","0.978531618999624","0.962576298269638","0.994486939729611","0"
"Not disabled","1998","Not Employed","inadequately","197","0.833378353828957","0.785836193980591","0.880920513677323","0"
"Not disabled","1998","Not Employed","general elemantary","1109","0.796734891274242","0.775291793328338","0.818177989220146","0"
"Not disabled","1998","Not Employed","middle vocational","1971","0.760446037333272","0.743695229875278","0.777196844791265","0"
"Not disabled","1998","Employed","general elemantary","1140","0.933566996276446","0.919488361368596","0.947645631184296","0"
"Not disabled","1998","Employed","middle vocational","4311","0.940596584513071","0.933717684849421","0.94747548417672","0"
"Not disabled","1998","Employed","vocational + Abi","373","0.96725289387232","0.949498292693806","0.985007495050834","0"
"Not disabled","1998","Employed","higher vocational","590","0.939228174406507","0.920422498660676","0.958033850152338","0"
"Disabled","1999","Not Employed","inadequately","41","0.175917950003265","0.126387135763982","0.225448764242547","1"
"Disabled","1999","Not Employed","middle vocational","524","0.261688094035867","0.243897576362807","0.279478611708928","1"
"Disabled","1999","Not Employed","general elemantary","237","0.218143261137212","0.195420988185521","0.240865534088904","1"
"Disabled","1999","Not Employed","vocational + Abi","17","","","","1"
"Disabled","1999","Not Employed","in school","5","","","","1"
"Disabled","1999","Employed","middle vocational","253","0.0687085744348583","0.0614080894367639","0.0760090594329527","1"
"Disabled","1999","Employed","vocational + Abi","9","","","","1"
"Disabled","1999","Employed","higher vocational","29","","","","1"
"Disabled","1999","Employed","higher education","50","0.0389257838732064","0.0292812554867638","0.048570312259649","1"
"Disabled","1999","Not Employed","higher vocational","54","0.316529247656363","0.250738568941423","0.382319926371303","1"
"Disabled","1999","Not Employed","higher education","84","0.214733875595245","0.175601463351952","0.253866287838538","1"
"Disabled","1999","Employed","in school","","","","","1"
"Disabled","1999","Employed","inadequately","29","","","","1"
"Disabled","1999","Employed","general elemantary","60","0.0658301204777468","0.0517048265099325","0.0799554144455611","1"
"Not disabled","1999","Not Employed","vocational + Abi","89","0.798827313923348","0.722512979867751","0.875141647978945","0"
"Not disabled","1999","Not Employed","higher vocational","138","0.683470752343637","0.617680073628697","0.749261431058577","0"
"Not disabled","1999","Not Employed","higher education","339","0.785266124404755","0.746133712161462","0.824398536648048","0"
"Not disabled","1999","Employed","in school","45","1","1","1","0"
"Not disabled","1999","Employed","inadequately","171","0.805894713022117","0.751080784533269","0.860708641510966","0"
"Not disabled","1999","Employed","higher education","1495","0.961074216126794","0.951429687740351","0.970718744513236","0"
"Not disabled","1999","Not Employed","in school","271","0.979896645488276","0.963338261444907","0.996455029531644","0"
"Not disabled","1999","Not Employed","inadequately","186","0.824082049996735","0.774551235757453","0.873612864236018","0"
"Not disabled","1999","Not Employed","general elemantary","1032","0.781856738862788","0.759134465911096","0.804579011814479","0"
"Not disabled","1999","Not Employed","middle vocational","1821","0.738311905964133","0.720521388291072","0.756102423637193","0"
"Not disabled","1999","Employed","general elemantary","1124","0.934169879522253","0.920044585554439","0.948295173490067","0"
"Not disabled","1999","Employed","middle vocational","4359","0.931291425565142","0.923990940567047","0.938591910563236","0"
"Not disabled","1999","Employed","vocational + Abi","394","0.978654683096101","0.964543559013094","0.992765807179108","0"
"Not disabled","1999","Employed","higher vocational","600","0.939429897453545","0.920788257679521","0.958071537227569","0"
"Disabled","2000","Not Employed","inadequately","35","0.128666706855707","0.086217030094866","0.171116383616548","1"
"Disabled","2000","Not Employed","general elemantary","324","0.170280429775237","0.153744985382212","0.186815874168262","1"
"Disabled","2000","Not Employed","middle vocational","1002","0.231571186563933","0.21951386455287","0.243628508574997","1"
"Disabled","2000","Not Employed","vocational + Abi","39","0.150890784666446","0.109764949345286","0.192016619987607","1"
"Disabled","2000","Not Employed","in school","6","","","","1"
"Disabled","2000","Not Employed","higher vocational","126","0.271371891398852","0.232967590133179","0.309776192664526","1"
"Disabled","2000","Employed","middle vocational","432","0.0597394703653013","0.0545933804799872","0.0648855602506155","1"
"Disabled","2000","Employed","vocational + Abi","21","","","","1"
"Disabled","2000","Employed","higher vocational","70","0.0661527018296628","0.0530105508784929","0.0792948527808326","1"
"Disabled","2000","Employed","higher education","108","0.0397242726012306","0.0327012718057919","0.0467472733966693","1"
"Disabled","2000","Not Employed","higher education","154","0.18890540650457","0.162804886082199","0.21500592692694","1"
"Disabled","2000","Employed","in school","3","","","","1"
"Disabled","2000","Employed","inadequately","27","","","","1"
"Disabled","2000","Employed","general elemantary","94","0.0693967322386855","0.0568621800462642","0.0819312844311068","1"
"Not disabled","2000","Not Employed","vocational + Abi","252","0.849109215333554","0.807983380012393","0.890235050654714","0"
"Not disabled","2000","Not Employed","higher vocational","389","0.728628108601148","0.690223807335474","0.767032409866821","0"
"Not disabled","2000","Not Employed","higher education","710","0.81109459349543","0.78499407307306","0.8371951139178","0"
"Not disabled","2000","Employed","in school","81","0.957785005019794","0.91478427429747","1.00078573574212","0"
"Not disabled","2000","Employed","inadequately","138","0.812414851355189","0.752849422661757","0.871980280048622","0"
"Not disabled","2000","Employed","higher education","2863","0.960275727398769","0.953252726603331","0.967298728194208","0"
"Not disabled","2000","Not Employed","in school","408","0.985475795009042","0.973951427848721","0.997000162169362","0"
"Not disabled","2000","Not Employed","inadequately","204","0.871333293144293","0.828883616383452","0.913782969905134","0"
"Not disabled","2000","Not Employed","general elemantary","1661","0.829719570224763","0.813184125831738","0.846255014617789","0"
"Not disabled","2000","Not Employed","middle vocational","3700","0.768428813436067","0.756371491425003","0.780486135447131","0"
"Not disabled","2000","Employed","general elemantary","1485","0.930603267761314","0.918068715568893","0.943137819953736","0"
"Not disabled","2000","Employed","middle vocational","7716","0.940260529634699","0.935114439749384","0.945406619520013","0"
"Not disabled","2000","Employed","vocational + Abi","815","0.963520487430639","0.950811822120903","0.976229152740374","0"
"Not disabled","2000","Employed","higher vocational","1304","0.933847298170337","0.920705147219167","0.946989449121507","0"
"Disabled","2001","Not Employed","middle vocational","895","0.234373221525975","0.221607644232225","0.247138798819724","1"
"Disabled","2001","Not Employed","vocational + Abi","47","0.207767579907509","0.160246722127533","0.255288437687484","1"
"Disabled","2001","Not Employed","inadequately","30","0.160089482485711","0.106220843875619","0.213958121095803","1"
"Disabled","2001","Not Employed","general elemantary","294","0.185460070278946","0.166700660827724","0.204219479730168","1"
"Disabled","2001","Not Employed","in school","4","","","","1"
"Disabled","2001","Not Employed","higher vocational","121","0.283988278734198","0.243046622603143","0.324929934865254","1"
"Disabled","2001","Employed","middle vocational","369","0.0548966956026811","0.0497020469109316","0.0600913442944307","1"
"Disabled","2001","Employed","vocational + Abi","22","","","","1"
"Disabled","2001","Employed","higher vocational","55","0.0661474932863454","0.0521493040805298","0.0801456824921609","1"
"Disabled","2001","Employed","higher education","109","0.0417439264726347","0.0342687890216151","0.0492190639236544","1"
"Disabled","2001","Not Employed","higher education","155","0.204781326623702","0.177042296058005","0.232520357189398","1"
"Disabled","2001","Employed","in school","1","","","","1"
"Disabled","2001","Employed","inadequately","21","","","","1"
"Disabled","2001","Employed","general elemantary","86","0.0704321752974163","0.0573206861341175","0.0835436644607151","1"
"Not disabled","2001","Not Employed","vocational + Abi","233","0.792232420092491","0.744711562312516","0.839753277872467","0"
"Not disabled","2001","Not Employed","higher vocational","345","0.716011721265801","0.675070065134746","0.756953377396857","0"
"Not disabled","2001","Not Employed","higher education","658","0.795218673376298","0.767479642810602","0.822957703941995","0"
"Not disabled","2001","Employed","in school","121","0.99089122049908","0.974033018223497","1.00774942277466","0"
"Not disabled","2001","Employed","inadequately","111","0.826585606512215","0.761998234290782","0.891172978733648","0"
"Not disabled","2001","Employed","higher education","2641","0.958256073527365","0.950780936076346","0.965731210978385","0"
"Not disabled","2001","Not Employed","in school","425","0.987747210283644","0.977336991882257","0.998157428685031","0"
"Not disabled","2001","Not Employed","inadequately","148","0.839910517514289","0.786041878904197","0.893779156124381","0"
"Not disabled","2001","Employed","vocational + Abi","775","0.963683190580447","0.95069526128678","0.976671119874114","0"
"Not disabled","2001","Employed","higher vocational","1156","0.933852506713655","0.919854317507839","0.94785069591947","0"
"Not disabled","2001","Not Employed","general elemantary","1355","0.814539929721054","0.795780520269832","0.833299339172276","0"
"Not disabled","2001","Not Employed","middle vocational","3335","0.765626778474025","0.752861201180276","0.778392355767775","0"
"Not disabled","2001","Employed","general elemantary","1377","0.929567824702584","0.916456335539285","0.942679313865883","0"
"Not disabled","2001","Employed","middle vocational","7017","0.945103304397319","0.939908655705569","0.950297953089069","0"
"Disabled","2002","Not Employed","middle vocational","962","0.251297905964592","0.238241786313376","0.264354025615809","1"
"Disabled","2002","Not Employed","vocational + Abi","45","0.175590257851009","0.133236786646381","0.217943729055637","1"
"Disabled","2002","Employed","middle vocational","399","0.0637301117480442","0.058157063817925","0.0693031596781634","1"
"Disabled","2002","Employed","vocational + Abi","29","","","","1"
"Disabled","2002","Not Employed","inadequately","27","","","","1"
"Disabled","2002","Not Employed","general elemantary","295","0.19119161735001","0.17172139827374","0.210661836426279","1"
"Disabled","2002","Employed","higher vocational","63","0.0589371140668195","0.0459540168199103","0.0719202113137287","1"
"Disabled","2002","Employed","higher education","138","0.0428133878494243","0.0362207081944091","0.0494060675044394","1"
"Disabled","2002","Not Employed","in school","6","","","","1"
"Disabled","2002","Not Employed","higher vocational","119","0.283450540199465","0.243258851253829","0.3236422291451","1"
"Disabled","2002","Not Employed","higher education","174","0.202909086942836","0.177322069676991","0.228496104208681","1"
"Disabled","2002","Employed","in school","1","","","","1"
"Disabled","2002","Employed","inadequately","20","","","","1"
"Disabled","2002","Employed","general elemantary","98","0.090674417950901","0.0753570798161296","0.105991756085672","1"
"Not disabled","2002","Not Employed","vocational + Abi","265","0.824409742148991","0.782056270944363","0.866763213353619","0"
"Not disabled","2002","Not Employed","higher vocational","364","0.716549459800535","0.6763577708549","0.756741148746171","0"
"Not disabled","2002","Not Employed","higher education","775","0.797090913057164","0.771503895791319","0.822677930323009","0"
"Not disabled","2002","Employed","in school","127","0.9631860737579","0.93056454779784","0.99580759971796","0"
"Not disabled","2002","Not Employed","in school","483","0.980704631981475","0.968512229017598","0.992897034945352","0"
"Not disabled","2002","Not Employed","inadequately","137","0.80748954727731","0.747147258448143","0.867831836106476","0"
"Not disabled","2002","Not Employed","general elemantary","1272","0.80880838264999","0.789338163573721","0.82827860172626","0"
"Not disabled","2002","Not Employed","middle vocational","3278","0.748702094035408","0.735645974384191","0.761758213686624","0"
"Not disabled","2002","Employed","inadequately","101","0.834522009499565","0.768308833081466","0.900735185917664","0"
"Not disabled","2002","Employed","higher education","3484","0.957186612150576","0.950593932495561","0.963779291805591","0"
"Not disabled","2002","Employed","vocational + Abi","839","0.960895643915191","0.948000122405765","0.973791165424617","0"
"Not disabled","2002","Employed","higher vocational","1201","0.941062885933181","0.928079788686272","0.95404598318009","0"
"Not disabled","2002","Employed","general elemantary","1252","0.909325582049099","0.894008243914328","0.924642920183871","0"
"Not disabled","2002","Employed","middle vocational","6981","0.936269888251956","0.930696840321837","0.941842936182075","0"
"Disabled","2003","Not Employed","inadequately","27","","","","1"
"Disabled","2003","Not Employed","general elemantary","285","0.189912197816127","0.170023091529355","0.209801304102899","1"
"Disabled","2003","Not Employed","middle vocational","931","0.240776756269202","0.227815354356347","0.253738158182057","1"
"Disabled","2003","Not Employed","vocational + Abi","45","0.155586686457021","0.11401281995407","0.197160552959972","1"
"Disabled","2003","Employed","middle vocational","374","0.0611627645207801","0.0555379512666013","0.0667875777749588","1"
"Disabled","2003","Employed","vocational + Abi","27","","","","1"
"Disabled","2003","Employed","higher vocational","75","0.0790276946726549","0.0638079489068852","0.0942474404384246","1"
"Disabled","2003","Employed","higher education","145","0.0451998619866651","0.0382128893702062","0.052186834603124","1"
"Disabled","2003","Not Employed","in school","6","","","","1"
"Disabled","2003","Not Employed","higher vocational","126","0.283234879877931","0.24309397029916","0.323375789456702","1"
"Disabled","2003","Not Employed","higher education","182","0.22578278485356","0.199471682229095","0.252093887478026","1"
"Disabled","2003","Employed","in school","","","","","1"
"Disabled","2003","Employed","inadequately","22","","","","1"
"Disabled","2003","Employed","general elemantary","86","0.0789676635119208","0.0641002083548805","0.0938351186689611","1"
"Not disabled","2003","Not Employed","vocational + Abi","247","0.844413313542979","0.802839447040028","0.88598718004593","0"
"Not disabled","2003","Not Employed","higher vocational","358","0.716765120122069","0.676624210543298","0.75690602970084","0"
"Not disabled","2003","Not Employed","higher education","788","0.77421721514644","0.747906112521974","0.800528317770905","0"
"Not disabled","2003","Employed","in school","117","1","1","1","0"
"Not disabled","2003","Not Employed","in school","495","0.989717402497628","0.98088383260561","0.998550972389646","0"
"Not disabled","2003","Not Employed","inadequately","134","0.81745615150558","0.757786845417626","0.877125457593534","0"
"Not disabled","2003","Not Employed","general elemantary","1209","0.810087802183873","0.790198695897101","0.829976908470645","0"
"Not disabled","2003","Not Employed","middle vocational","3249","0.759223243730798","0.746261841817943","0.772184645643653","0"
"Not disabled","2003","Employed","inadequately","87","0.800853158577607","0.725881347907877","0.875824969247337","0"
"Not disabled","2003","Employed","higher education","3251","0.954800138013335","0.947813165396876","0.961787110629794","0"
"Not disabled","2003","Employed","general elemantary","1178","0.921032336488079","0.906164881331039","0.93589979164512","0"
"Not disabled","2003","Employed","middle vocational","6598","0.93883723547922","0.933212422225041","0.944462048733399","0"
"Not disabled","2003","Employed","vocational + Abi","844","0.962262023837785","0.949606649679829","0.974917397995741","0"
"Not disabled","2003","Employed","higher vocational","1132","0.920972305327345","0.905752559561576","0.936192051093115","0"
"Disabled","2004","Not Employed","inadequately","25","","","","1"
"Disabled","2004","Not Employed","general elemantary","282","0.203576406355016","0.182757616212061","0.224395196497971","1"
"Disabled","2004","Not Employed","middle vocational","959","0.247236396098564","0.234141029764084","0.260331762433044","1"
"Disabled","2004","Not Employed","vocational + Abi","40","0.151145446252982","0.109705296358017","0.192585596147948","1"
"Disabled","2004","Employed","middle vocational","369","0.0639600653128885","0.0580796736226908","0.0698404570030862","1"
"Disabled","2004","Employed","vocational + Abi","34","0.0440883896655629","0.0305169900095883","0.0576597893215375","1"
"Disabled","2004","Employed","higher vocational","66","0.0705452535211752","0.0557714196663738","0.0853190873759766","1"
"Disabled","2004","Employed","higher education","149","0.0516251411126036","0.0440894416604436","0.0591608405647636","1"
"Disabled","2004","Not Employed","in school","2","","","","1"
"Disabled","2004","Not Employed","higher vocational","132","0.297397264010125","0.256964749817024","0.337829778203227","1"
"Disabled","2004","Not Employed","higher education","185","0.231949232191631","0.205723478136058","0.258174986247204","1"
"Disabled","2004","Employed","in school","","","","","1"
"Disabled","2004","Employed","inadequately","19","","","","1"
"Disabled","2004","Employed","general elemantary","88","0.0847511797563972","0.0687238356438123","0.100778523868982","1"
"Not disabled","2004","Not Employed","vocational + Abi","247","0.848854553747017","0.807414403852052","0.890294703641983","0"
"Not disabled","2004","Not Employed","higher vocational","359","0.702602735989875","0.662170221796774","0.743035250182976","0"
"Not disabled","2004","Not Employed","higher education","810","0.768050767808369","0.741825013752796","0.794276521863942","0"
"Not disabled","2004","Employed","in school","93","1","1","1","0"
"Not disabled","2004","Employed","inadequately","83","0.83142624551321","0.758773028403838","0.904079462622582","0"
"Not disabled","2004","Not Employed","in school","544","0.998231183800179","0.99470659311148","1.00175577448888","0"
"Not disabled","2004","Not Employed","inadequately","129","0.795856788903204","0.732195905025606","0.859517672780803","0"
"Not disabled","2004","Not Employed","general elemantary","1155","0.796423593644984","0.775604803502029","0.817242383787939","0"
"Not disabled","2004","Not Employed","middle vocational","3210","0.752763603901436","0.739668237566956","0.765858970235916","0"
"Not disabled","2004","Employed","higher education","3163","0.948374858887396","0.940839159435236","0.955910558339556","0"
"Not disabled","2004","Employed","general elemantary","1072","0.915248820243603","0.899221476131018","0.931276164356188","0"
"Not disabled","2004","Employed","vocational + Abi","845","0.955911610334437","0.942340210678463","0.969483009990412","0"
"Not disabled","2004","Employed","middle vocational","6282","0.936039934687111","0.930159542996914","0.941920326377309","0"
"Not disabled","2004","Employed","higher vocational","1088","0.929454746478825","0.914680912624023","0.944228580333626","0"
"Disabled","2005","Not Employed","inadequately","25","","","","1"
"Disabled","2005","Not Employed","general elemantary","269","0.198191095932769","0.176965692659857","0.21941649920568","1"
"Disabled","2005","Not Employed","middle vocational","946","0.25315116569413","0.239601572104116","0.266700759284144","1"
"Disabled","2005","Not Employed","vocational + Abi","44","0.155529129278599","0.113380143564603","0.197678114992595","1"
"Disabled","2005","Employed","middle vocational","378","0.0649654787614005","0.058894862482206","0.0710360950405949","1"
"Disabled","2005","Employed","vocational + Abi","26","","","","1"
"Disabled","2005","Employed","higher vocational","69","0.0685747246644021","0.0537003620869845","0.0834490872418197","1"
"Disabled","2005","Employed","higher education","142","0.0507844192126751","0.0431413791843012","0.058427459241049","1"
"Disabled","2005","Not Employed","in school","4","","","","1"
"Disabled","2005","Not Employed","higher vocational","130","0.320358557895474","0.277530955603324","0.363186160187625","1"
"Disabled","2005","Not Employed","higher education","186","0.219193627611627","0.193616563223399","0.244770691999855","1"
"Disabled","2005","Employed","in school","","","","","1"
"Disabled","2005","Employed","inadequately","15","","","","1"
"Disabled","2005","Employed","general elemantary","75","0.0804230769334576","0.0640131655542739","0.0968329883126414","1"
"Not disabled","2005","Not Employed","vocational + Abi","240","0.844470870721401","0.802321885007405","0.886619856435397","0"
"Not disabled","2005","Not Employed","higher vocational","326","0.679641442104526","0.636813839812375","0.722469044396676","0"
"Not disabled","2005","Not Employed","higher education","819","0.780806372388373","0.755229308000145","0.806383436776601","0"
"Not disabled","2005","Employed","in school","99","1","1","1","0"
"Not disabled","2005","Employed","inadequately","76","0.82752031163801","0.749898154900334","0.905142468375686","0"
"Not disabled","2005","Not Employed","in school","548","0.995129045112527","0.989321062507415","1.00093702771764","0"
"Not disabled","2005","Not Employed","inadequately","128","0.821451042638858","0.760767367125148","0.882134718152569","0"
"Not disabled","2005","Not Employed","general elemantary","1086","0.801808904067231","0.78058350079432","0.823034307340143","0"
"Not disabled","2005","Not Employed","middle vocational","3010","0.74684883430587","0.733299240715856","0.760398427895884","0"
"Not disabled","2005","Employed","higher education","3028","0.949215580787325","0.941572540758951","0.956858620815699","0"
"Not disabled","2005","Employed","general elemantary","980","0.919576923066542","0.903167011687359","0.935986834445726","0"
"Not disabled","2005","Employed","vocational + Abi","826","0.963184636620213","0.95054025447852","0.975829018761907","0"
"Not disabled","2005","Employed","middle vocational","5954","0.9350345212386","0.928963904959405","0.941105137517794","0"
"Not disabled","2005","Employed","higher vocational","1040","0.931425275335598","0.91655091275818","0.946299637913016","0"
"Disabled","2006","Not Employed","inadequately","27","","","","1"
"Disabled","2006","Not Employed","general elemantary","305","0.217299814639732","0.196217571392969","0.238382057886494","1"
"Disabled","2006","Not Employed","middle vocational","1065","0.254684098319924","0.241931860671109","0.26743633596874","1"
"Disabled","2006","Not Employed","vocational + Abi","45","0.16680127915833","0.124545464153894","0.209057094162766","1"
"Disabled","2006","Employed","middle vocational","387","0.0635764306577861","0.0577032201674507","0.0694496411481215","1"
"Disabled","2006","Employed","vocational + Abi","26","","","","1"
"Disabled","2006","Employed","higher vocational","73","0.0707989716067527","0.0559100247108433","0.085687918502662","1"
"Disabled","2006","Employed","higher education","166","0.0540099547714946","0.0464310614941298","0.0615888480488593","1"
"Disabled","2006","Not Employed","in school","3","","","","1"
"Disabled","2006","Not Employed","higher vocational","142","0.301696021752597","0.262092820744694","0.3412992227605","1"
"Disabled","2006","Not Employed","higher education","220","0.213911277332036","0.190414528008997","0.237408026655076","1"
"Disabled","2006","Employed","in school","1","","","","1"
"Disabled","2006","Employed","inadequately","17","","","","1"
"Disabled","2006","Employed","general elemantary","68","0.0737552637750059","0.0577386884364783","0.0897718391135334","1"
"Not disabled","2006","Not Employed","vocational + Abi","254","0.83319872084167","0.790942905837234","0.875454535846106","0"
"Not disabled","2006","Not Employed","higher vocational","374","0.698303978247403","0.6587007772395","0.737907179255306","0"
"Not disabled","2006","Not Employed","higher education","950","0.786088722667964","0.762591973344924","0.809585471991003","0"
"Not disabled","2006","Employed","in school","67","0.992225754699428","0.971350681724198","1.01310082767466","0"
"Not disabled","2006","Not Employed","middle vocational","3419","0.745315901680076","0.73256366403126","0.758068139328891","0"
"Not disabled","2006","Employed","inadequately","74","0.849954745188327","0.776581719414633","0.923327770962022","0"
"Not disabled","2006","Employed","higher education","3251","0.945990045228505","0.938411151951141","0.95356893850587","0"
"Not disabled","2006","Employed","general elemantary","955","0.926244736224994","0.910228160886467","0.942261311563522","0"
"Not disabled","2006","Employed","middle vocational","6243","0.936423569342214","0.930550358851879","0.942296779832549","0"
"Not disabled","2006","Not Employed","in school","326","0.993334841685113","0.984542527248843","1.00212715612138","0"
"Not disabled","2006","Not Employed","inadequately","124","0.773374435004817","0.70660019201802","0.840148677991615","0"
"Not disabled","2006","Not Employed","general elemantary","1165","0.782700185360269","0.761617942113506","0.803782428607031","0"
"Not disabled","2006","Employed","vocational + Abi","892","0.963168557228318","0.950984630896662","0.975352483559974","0"
"Not disabled","2006","Employed","higher vocational","1067","0.929201028393247","0.914312081497338","0.944089975289157","0"
"Disabled","2007","Not Employed","in school","2","","","","1"
"Disabled","2007","Not Employed","inadequately","29","","","","1"
"Disabled","2007","Not Employed","general elemantary","266","0.195088413353237","0.17372738328687","0.216449443419604","1"
"Disabled","2007","Not Employed","middle vocational","991","0.254929179446491","0.24165190508751","0.268206453805472","1"
"Disabled","2007","Not Employed","vocational + Abi","58","0.222113555229131","0.174599723043277","0.269627387414985","1"
"Disabled","2007","Employed","middle vocational","365","0.0648395528264559","0.0587205442650554","0.0709585613878564","1"
"Disabled","2007","Employed","vocational + Abi","27","","","","1"
"Disabled","2007","Employed","higher vocational","66","0.0751418750107479","0.0591431818617416","0.0911405681597542","1"
"Disabled","2007","Employed","higher education","177","0.0616669178332083","0.053387891726737","0.0699459439396796","1"
"Disabled","2007","Not Employed","higher vocational","134","0.29815303167012","0.25773209542187","0.338573967918369","1"
"Disabled","2007","Not Employed","higher education","213","0.203175448906178","0.179960798177055","0.226390099635301","1"
"Disabled","2007","Employed","in school","","","","","1"
