"m11124","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Not disabled","1992","direct migration background","Male","1186","0.853235865129472","0.834174736192068","0.872296994066876"
"Not disabled","1992","direct migration background","Female","1154","0.916084102184664","0.900595620002391","0.931572584366937"
"Not disabled","1992","indirect migration background","Male","204","0.948275837653058","0.918178332395212","0.978373342910904"
"Not disabled","1992","indirect migration background","Female","195","0.940674071999047","0.90817717236789","0.973170971630204"
"Disabled","1992","no migration background","Male","547","0.138021290320082","0.128372499613817","0.147670081026348"
"Disabled","1992","no migration background","Female","425","0.106738826839877","0.0985152793573588","0.114962374322395"
"Disabled","1992","direct migration background","Male","138","0.146764134870528","0.127703005933124","0.165825263807932"
"Disabled","1992","direct migration background","Female","77","0.0839158978153359","0.0684274156330627","0.0994043799976091"
"Disabled","1992","indirect migration background","Male","4","","",""
"Disabled","1992","indirect migration background","Female","8","","",""
"Not disabled","1993","no migration background","Male","","","",""
"Not disabled","1993","no migration background","Female","","","",""
"Not disabled","1993","direct migration background","Male","","","",""
"Not disabled","1993","direct migration background","Female","","","",""
"Not disabled","1993","indirect migration background","Male","","","",""
"Not disabled","1993","indirect migration background","Female","","","",""
"Disabled","1993","no migration background","Male","","","",""
"Disabled","1993","no migration background","Female","","","",""
"Disabled","1993","direct migration background","Male","","","",""
"Disabled","1993","direct migration background","Female","","","",""
"Disabled","1993","indirect migration background","Male","","","",""
"Disabled","1993","indirect migration background","Female","","","",""
"Not disabled","1994","no migration background","Male","4259","0.869268264948628","0.859692655486073","0.878843874411183"
"Not disabled","1994","no migration background","Female","4844","0.892378307272179","0.88400817974059","0.900748434803769"
"Not disabled","1994","direct migration background","Male","1067","0.845306866200323","0.824923417828688","0.865690314571958"
"Not disabled","1994","direct migration background","Female","1068","0.898659397751815","0.881232858369926","0.916085937133704"
"Not disabled","1994","indirect migration background","Male","243","0.950923654584095","0.923982974978886","0.977864334189305"
"Not disabled","1994","indirect migration background","Female","241","0.963446523356981","0.940090419254795","0.986802627459166"
"Disabled","1994","no migration background","Male","502","0.130731735051372","0.121156125588817","0.140307344513928"
"Disabled","1994","no migration background","Female","422","0.10762169272782","0.0992515651962308","0.11599182025941"
"Disabled","1994","direct migration background","Male","142","0.154693133799677","0.134309685428042","0.175076582171312"
"Disabled","1994","direct migration background","Female","84","0.101340602248185","0.0839140628662959","0.118767141630074"
"Disabled","1994","indirect migration background","Male","4","","",""
"Disabled","1994","indirect migration background","Female","7","","",""
"Not disabled","1995","no migration background","Male","4189","0.860390811810752","0.850492924151883","0.870288699469622"
"Not disabled","1995","no migration background","Female","4780","0.878989641165668","0.870160819682225","0.887818462649112"
"Not disabled","1995","direct migration background","Male","1258","0.868855865091914","0.85122412933721","0.886487600846617"
"Not disabled","1995","direct migration background","Female","1288","0.910041521229304","0.894951046341129","0.925131996117479"
"Not disabled","1995","indirect migration background","Male","250","0.953180503490242","0.927200920391764","0.979160086588719"
"Not disabled","1995","indirect migration background","Female","249","0.970834826460834","0.950222212751055","0.991447440170613"
"Disabled","1995","no migration background","Male","521","0.139609188189248","0.129711300530378","0.149507075848117"
"Disabled","1995","no migration background","Female","462","0.121010358834332","0.112181537350888","0.129839180317775"
"Disabled","1995","direct migration background","Male","150","0.131144134908086","0.113512399153383","0.14877587066279"
"Disabled","1995","direct migration background","Female","93","0.0899584787706963","0.0748680038825214","0.105048953658871"
"Disabled","1995","indirect migration background","Male","4","","",""
"Disabled","1995","indirect migration background","Female","7","","",""
"Not disabled","1996","no migration background","Male","4193","0.855615723910997","0.84558328391443","0.865648163907565"
"Not disabled","1996","no migration background","Female","4728","0.880792845691183","0.871986561154597","0.889599130227768"
"Not disabled","1996","direct migration background","Male","1160","0.844199580938368","0.824575557660535","0.863823604216202"
"Not disabled","1996","direct migration background","Female","1210","0.915722804698784","0.900621534897384","0.930824074500183"
"Not disabled","1996","indirect migration background","Male","265","0.974297147666002","0.955386416221649","0.993207879110354"
"Not disabled","1996","indirect migration background","Female","272","0.969381810426622","0.949166371452935","0.989597249400309"
"Disabled","1996","no migration background","Male","522","0.144384276089003","0.134351836092435","0.15441671608557"
"Disabled","1996","no migration background","Female","473","0.119207154308817","0.110400869772232","0.128013438845403"
"Disabled","1996","direct migration background","Male","152","0.155800419061632","0.136176395783798","0.175424442339465"
"Disabled","1996","direct migration background","Female","90","0.0842771953012164","0.0691759254998169","0.099378465102616"
"Disabled","1996","indirect migration background","Male","4","","",""
"Disabled","1996","indirect migration background","Female","7","","",""
"Not disabled","1997","no migration background","Male","4139","0.8547091026426","0.844591362983385","0.864826842301815"
"Not disabled","1997","no migration background","Female","4667","0.880967797368227","0.872109863966831","0.889825730769622"
"Not disabled","1997","direct migration background","Male","1121","0.865425701714087","0.846544823779401","0.884306579648773"
"Not disabled","1997","direct migration background","Female","1139","0.920576453479316","0.905452912874642","0.93569999408399"
"Not disabled","1997","indirect migration background","Male","287","0.963483696824811","0.942006387697441","0.98496100595218"
"Not disabled","1997","indirect migration background","Female","272","0.9603102560318","0.937524236301516","0.983096275762084"
"Disabled","1997","no migration background","Male","521","0.1452908973574","0.135173157698185","0.155408637016614"
"Disabled","1997","no migration background","Female","467","0.119032202631773","0.110174269230378","0.127890136033169"
"Disabled","1997","direct migration background","Male","134","0.134574298285913","0.115693420351227","0.153455176220599"
"Disabled","1997","direct migration background","Female","89","0.0794235465206841","0.0643000059160101","0.0945470871253581"
"Disabled","1997","indirect migration background","Male","6","","",""
"Disabled","1997","indirect migration background","Female","10","","",""
"Not disabled","1998","no migration background","Male","4744","0.857589019575722","0.848240277427392","0.866937761724053"
"Not disabled","1998","no migration background","Female","5330","0.877657058032581","0.869290080425569","0.886024035639593"
"Not disabled","1998","direct migration background","Male","1077","0.866314799952984","0.84718718434128","0.885442415564689"
"Not disabled","1998","direct migration background","Female","1107","0.910250233821629","0.894065083233358","0.926435384409899"
"Not disabled","1998","indirect migration background","Male","303","0.972763286119449","0.95464370373313","0.990882868505768"
"Not disabled","1998","indirect migration background","Female","285","0.969645715244971","0.950035111283771","0.989256319206172"
"Disabled","1998","no migration background","Male","624","0.142410980424278","0.133062238275947","0.151759722572608"
"Disabled","1998","no migration background","Female","562","0.122342941967419","0.113975964360407","0.13070991957443"
"Disabled","1998","direct migration background","Male","139","0.133685200047016","0.114557584435311","0.15281281565872"
"Disabled","1998","direct migration background","Female","91","0.0897497661783715","0.0735646155901009","0.105934916766642"
"Disabled","1998","indirect migration background","Male","7","","",""
"Disabled","1998","indirect migration background","Female","9","","",""
"Not disabled","1999","no migration background","Male","4608","0.85357708001764","0.843975592814285","0.863178567220995"
"Not disabled","1999","no migration background","Female","5131","0.870481098933561","0.861766595337435","0.879195602529687"
"Not disabled","1999","direct migration background","Male","985","0.866044663918859","0.846052453617132","0.886036874220585"
"Not disabled","1999","direct migration background","Female","1017","0.900896838175536","0.883271200388506","0.918522475962566"
"Not disabled","1999","indirect migration background","Male","304","0.971871172534265","0.953495296123543","0.990247048944986"
"Not disabled","1999","indirect migration background","Female","289","0.957403335594094","0.934589405444047","0.980217265744142"
"Disabled","1999","no migration background","Male","600","0.14642291998236","0.136821432779005","0.156024407185715"
"Disabled","1999","no migration background","Female","572","0.129518901066439","0.120804397470313","0.138233404662565"
"Disabled","1999","direct migration background","Male","130","0.133955336081141","0.113963125779415","0.153947546382868"
"Disabled","1999","direct migration background","Female","87","0.0991031618244637","0.0814775240374337","0.116728799611494"
"Disabled","1999","indirect migration background","Male","7","","",""
"Disabled","1999","indirect migration background","Female","12","","",""
"Not disabled","2000","no migration background","Male","8416","0.862875638921817","0.855986143199542","0.869765134644092"
"Not disabled","2000","no migration background","Female","9478","0.890590200476414","0.884609018092421","0.896571382860407"
"Not disabled","2000","direct migration background","Male","1474","0.893899179652851","0.878989707970565","0.908808651335137"
"Not disabled","2000","direct migration background","Female","1592","0.930811601323921","0.918748161456598","0.942875041191244"
"Not disabled","2000","indirect migration background","Male","397","0.96128053248629","0.94262889603816","0.979932168934421"
"Not disabled","2000","indirect migration background","Female","407","0.971655733354793","0.955784441894967","0.987527024814619"
"Disabled","2000","no migration background","Male","1160","0.137124361078183","0.130234865355908","0.144013856800458"
"Disabled","2000","no migration background","Female","985","0.109409799523586","0.103428617139593","0.115390981907579"
"Disabled","2000","direct migration background","Male","165","0.106100820347149","0.0911913486648629","0.121010292029435"
"Disabled","2000","direct migration background","Female","108","0.0691883986760788","0.0571249588087555","0.0812518385434022"
"Disabled","2000","indirect migration background","Male","14","","",""
"Disabled","2000","indirect migration background","Female","13","","",""
"Not disabled","2001","no migration background","Male","7705","0.865150570716988","0.857988930876562","0.872312210557413"
"Not disabled","2001","no migration background","Female","8640","0.88805937851204","0.881734167999372","0.894384589024709"
"Not disabled","2001","direct migration background","Male","1295","0.894299802077162","0.878419955120905","0.91017964903342"
"Not disabled","2001","direct migration background","Female","1397","0.927688073360129","0.914589648361111","0.940786498359146"
"Not disabled","2001","indirect migration background","Male","365","0.949765081916834","0.927774362639383","0.971755801194285"
"Not disabled","2001","indirect migration background","Female","379","0.96036449565483","0.941172811838114","0.979556179471546"
"Disabled","2001","no migration background","Male","1033","0.134849429283013","0.127687789442587","0.142011069123438"
"Disabled","2001","no migration background","Female","905","0.11194062148796","0.105615410975291","0.118265832000628"
"Disabled","2001","direct migration background","Male","145","0.105700197922838","0.0898203509665804","0.121580044879095"
"Disabled","2001","direct migration background","Female","105","0.072311926639871","0.0592135016408537","0.0854103516388884"
"Disabled","2001","indirect migration background","Male","14","","",""
"Disabled","2001","indirect migration background","Female","18","","",""
"Not disabled","2002","no migration background","Male","8285","0.853547997409613","0.846406331003634","0.860689663815593"
"Not disabled","2002","no migration background","Female","9110","0.878515742688194","0.872142004124258","0.88488948125213"
"Not disabled","2002","direct migration background","Male","1230","0.901639599167662","0.885858702507518","0.917420495827806"
"Not disabled","2002","direct migration background","Female","1341","0.914967001526522","0.900605152375638","0.929328850677406"
"Not disabled","2002","indirect migration background","Male","359","0.95212573525559","0.930459079378256","0.973792391132924"
"Not disabled","2002","indirect migration background","Female","394","0.958810438997239","0.939597794864047","0.978023083130431"
"Disabled","2002","no migration background","Male","1130","0.146452002590387","0.139310336184407","0.153593668996366"
"Disabled","2002","no migration background","Female","982","0.121484257311806","0.11511051874787","0.127857995875742"
"Disabled","2002","direct migration background","Male","138","0.098360400832338","0.0825795041721937","0.114141297492482"
"Disabled","2002","direct migration background","Female","108","0.0850329984734783","0.0706711493225945","0.0993948476243622"
"Disabled","2002","indirect migration background","Male","14","","",""
"Disabled","2002","indirect migration background","Female","17","","",""
"Not disabled","2003","no migration background","Male","7963","0.856243727183448","0.849021812771552","0.863465641595344"
"Not disabled","2003","no migration background","Female","8788","0.877576354824343","0.871072586711746","0.884080122936941"
"Not disabled","2003","direct migration background","Male","1125","0.888511526185262","0.871222106863857","0.905800945506667"
"Not disabled","2003","direct migration background","Female","1273","0.92704009076575","0.91326362658094","0.940816554950559"
"Not disabled","2003","indirect migration background","Male","366","0.978444485427078","0.963745757558009","0.993143213296146"
"Not disabled","2003","indirect migration background","Female","396","0.957241872271025","0.937777328597647","0.976706415944404"
"Disabled","2003","no migration background","Male","1103","0.143756272816552","0.136534358404656","0.150978187228448"
"Disabled","2003","no migration background","Female","969","0.122423645175656","0.115919877063059","0.128927413288254"
"Disabled","2003","direct migration background","Male","148","0.111488473814738","0.0941990544933333","0.128777893136143"
"Disabled","2003","direct migration background","Female","96","0.0729599092342503","0.0591834450494411","0.0867363734190596"
"Disabled","2003","indirect migration background","Male","9","","",""
"Disabled","2003","indirect migration background","Female","19","","",""
"Not disabled","2004","no migration background","Male","7692","0.852199897607276","0.844783570079428","0.859616225135124"
"Not disabled","2004","no migration background","Female","8553","0.870970126614353","0.864242433121173","0.877697820107533"
"Not disabled","2004","direct migration background","Male","1084","0.888246870455444","0.870582052016056","0.905911688894833"
"Not disabled","2004","direct migration background","Female","1218","0.915442116937522","0.900467048202665","0.930417185672379"
"Not disabled","2004","indirect migration background","Male","381","0.971431370904537","0.954897804272814","0.98796493753626"
"Not disabled","2004","indirect migration background","Female","398","0.938239933156846","0.915245755712288","0.961234110601405"
"Disabled","2004","no migration background","Male","1105","0.147800102392724","0.140383774864876","0.155216429920572"
"Disabled","2004","no migration background","Female","985","0.129029873385647","0.122302179892467","0.135757566878827"
"Disabled","2004","direct migration background","Male","138","0.111753129544556","0.0940883111051674","0.129417947983944"
"Disabled","2004","direct migration background","Female","108","0.0845578830624781","0.0695828143276212","0.0995329517973349"
"Disabled","2004","indirect migration background","Male","9","","",""
"Disabled","2004","indirect migration background","Female","23","","",""
"Not disabled","2005","no migration background","Male","7303","0.852223482668425","0.844635327301221","0.859811638035629"
"Not disabled","2005","no migration background","Female","8201","0.875190744235192","0.868422883644288","0.881958604826096"
"Not disabled","2005","direct migration background","Male","981","0.883350228346478","0.864550676822588","0.902149779870369"
"Not disabled","2005","direct migration background","Female","1158","0.923483666321513","0.908794421948363","0.938172910694663"
"Not disabled","2005","indirect migration background","Male","401","0.983430122588449","0.971013128474267","0.995847116702631"
"Not disabled","2005","indirect migration background","Female","409","0.959184198241321","0.940417004940681","0.977951391541961"
"Disabled","2005","no migration background","Male","1099","0.147776517331575","0.140188361964371","0.155364672698779"
"Disabled","2005","no migration background","Female","960","0.124809255764808","0.118041395173904","0.131577116355712"
"Disabled","2005","direct migration background","Male","139","0.116649771653522","0.0978502201296314","0.135449323177412"
"Disabled","2005","direct migration background","Female","100","0.0765163336784869","0.061827089305337","0.0912055780516367"
"Disabled","2005","indirect migration background","Male","5","","",""
"Disabled","2005","indirect migration background","Female","18","","",""
"Not disabled","2006","no migration background","Male","7782","0.849961240557316","0.842581779235307","0.857340701879324"
"Not disabled","2006","no migration background","Female","8758","0.869645676067566","0.862988784164978","0.876302567970155"
"Not disabled","2006","direct migration background","Male","964","0.87201313383171","0.852315631176738","0.891710636486683"
"Not disabled","2006","direct migration background","Female","1167","0.912381322431113","0.896904185728384","0.927858459133843"
"Not disabled","2006","indirect migration background","Male","387","0.98065292673118","0.967086489785408","0.994219363676952"
"Not disabled","2006","indirect migration background","Female","412","0.964071339184347","0.946418715852956","0.981723962515738"
"Disabled","2006","no migration background","Male","1214","0.150038759442684","0.142659298120676","0.157418220764693"
"Disabled","2006","no migration background","Female","1069","0.130354323932433","0.123697432029845","0.137011215835022"
"Disabled","2006","direct migration background","Male","141","0.12798686616829","0.108289363513317","0.147684368823262"
"Disabled","2006","direct migration background","Female","115","0.0876186775688865","0.0721415408661573","0.103095814271616"
"Disabled","2006","indirect migration background","Male","9","","",""
"Disabled","2006","indirect migration background","Female","15","","",""
"Not disabled","2007","no migration background","Male","7302","0.849007514880263","0.841370333059936","0.85664469670059"
"Not disabled","2007","no migration background","Female","8195","0.870864808191214","0.86402044245419","0.877709173928238"
"Not disabled","2007","direct migration background","Male","859","0.877064101207709","0.856537059715251","0.897591142700167"
"Not disabled","2007","direct migration background","Female","1044","0.91163563529565","0.895224549989878","0.928046720601422"
"Not disabled","2007","indirect migration background","Male","365","0.976747472651432","0.96143297163243","0.992061973670433"
"Not disabled","2007","indirect migration background","Female","396","0.963796987066232","0.945825286147324","0.98176868798514"
"Disabled","2007","no migration background","Male","1141","0.150992485119737","0.14335530329941","0.158629666940064"
"Disabled","2007","no migration background","Female","1027","0.129135191808786","0.122290826071762","0.135979557545811"
"Disabled","2007","direct migration background","Male","124","0.122935898792291","0.102408857299832","0.143462940284749"
"Disabled","2007","direct migration background","Female","105","0.0883643647043501","0.0719532793985778","0.104775450010122"
"Disabled","2007","indirect migration background","Male","7","","",""
"Disabled","2007","indirect migration background","Female","19","","",""
"Not disabled","2008","no migration background","Male","6904","0.853743544265678","0.845990578181466","0.86149651034989"
"Not disabled","2008","no migration background","Female","7760","0.870145339703562","0.863092885534566","0.877197793872558"
"Not disabled","2008","direct migration background","Male","766","0.875287565439367","0.853520157631848","0.897054973246886"
"Not disabled","2008","direct migration background","Female","940","0.915261846851797","0.898237764542847","0.932285929160746"
"Not disabled","2008","indirect migration background","Male","360","0.963708227349024","0.94470385656144","0.982712598136607"
"Not disabled","2008","indirect migration background","Female","384","0.950948415230992","0.929809587193262","0.972087243268723"
"Disabled","2008","no migration background","Male","1076","0.146256455734322","0.13850348965011","0.154009421818534"
"Disabled","2008","no migration background","Female","967","0.129854660296438","0.122802206127442","0.136907114465434"
"Disabled","2008","direct migration background","Male","119","0.124712434560633","0.102945026753114","0.146479842368152"
"Disabled","2008","direct migration background","Female","88","0.0847381531482035","0.0677140708392542","0.101762235457153"
"Disabled","2008","indirect migration background","Male","12","","",""
"Disabled","2008","indirect migration background","Female","17","","",""
"Not disabled","2009","no migration background","Male","6482","0.854644286022106","0.846678675868422","0.862609896175789"
"Not disabled","2009","no migration background","Female","7272","0.870205006418354","0.862925994761522","0.877484018075185"
"Not disabled","2009","direct migration background","Male","660","0.880794388537731","0.857726964047206","0.903861813028256"
"Not disabled","2009","direct migration background","Female","818","0.903362158869229","0.884101620043218","0.922622697695239"
"Not disabled","2009","indirect migration background","Male","335","0.971715543839239","0.954221829326788","0.98920925835169"
"Not disabled","2009","indirect migration background","Female","354","0.95927868868688","0.939140031713774","0.979417345659986"
"Disabled","2009","no migration background","Male","1039","0.145355713977894","0.137390103824211","0.153321324131578"
"Disabled","2009","no migration background","Female","917","0.129794993581646","0.122515981924815","0.137074005238478"
"Disabled","2009","direct migration background","Male","98","0.119205611462269","0.096138186971744","0.142273035952794"
"Disabled","2009","direct migration background","Female","86","0.0966378411307715","0.0773773023047613","0.115898379956782"
"Disabled","2009","indirect migration background","Male","10","","",""
"Disabled","2009","indirect migration background","Female","16","","",""
"Not disabled","2010","no migration background","Male","8054","0.854104985728592","0.846858991771023","0.861350979686161"
"Not disabled","2010","no migration background","Female","9874","0.871557223740129","0.865258155501126","0.877856291979132"
"Not disabled","2010","direct migration background","Male","1194","0.895771868986704","0.879129912132212","0.912413825841197"
"Not disabled","2010","direct migration background","Female","1511","0.911362120190171","0.897452954662734","0.925271285717607"
"Not disabled","2010","indirect migration background","Male","494","0.949047936130675","0.93001900592849","0.96807686633286"
"Not disabled","2010","indirect migration background","Female","615","0.942306541440729","0.924157117201943","0.960455965679516"
"Disabled","2010","no migration background","Male","1063","0.145895014271408","0.138649020313839","0.153141008228977"
"Disabled","2010","no migration background","Female","964","0.128442776259871","0.122143708020868","0.134741844498874"
"Disabled","2010","direct migration background","Male","101","0.104228131013296","0.0875861741588033","0.120870087867788"
"Disabled","2010","direct migration background","Female","93","0.0886378798098293","0.0747287142823928","0.102547045337266"
"Disabled","2010","indirect migration background","Male","19","","",""
"Disabled","2010","indirect migration background","Female","19","","",""
"Not disabled","2011","no migration background","Male","9533","0.85899525731348","0.852454835324907","0.865535679302053"
"Not disabled","2011","no migration background","Female","11741","0.866806695306066","0.86097096925324","0.872642421358892"
"Not disabled","2011","direct migration background","Male","1310","0.911619872723274","0.89691840193411","0.926321343512438"
"Not disabled","2011","direct migration background","Female","1708","0.920698160049524","0.908273889587103","0.933122430511944"
"Not disabled","2011","indirect migration background","Male","560","0.954872739466853","0.938008031264807","0.971737447668899"
"Not disabled","2011","indirect migration background","Female","694","0.94036478128539","0.923127106863881","0.9576024557069"
"Disabled","2011","no migration background","Male","1344","0.14100474268652","0.134464320697946","0.147545164675093"
"Disabled","2011","no migration background","Female","1282","0.133193304693934","0.127357578641107","0.13902903074676"
"Disabled","2011","direct migration background","Male","122","0.088380127276726","0.0736786564875617","0.10308159806589"
"Disabled","2011","direct migration background","Female","109","0.0793018399504763","0.0668775694880558","0.0917261104128969"
"Disabled","2011","indirect migration background","Male","22","","",""
"Disabled","2011","indirect migration background","Female","31","0.0596352187146097","0.0423975442931001","0.0768728931361194"
"Not disabled","2012","no migration background","Male","9252","0.851414939221275","0.844659209348731","0.85817066909382"
"Not disabled","2012","no migration background","Female","11376","0.866279154312641","0.860363985139606","0.872194323485676"
"Not disabled","2012","direct migration background","Male","1235","0.903169470079368","0.887435115032595","0.918903825126141"
"Not disabled","2012","direct migration background","Female","1579","0.913787465186395","0.900417588018151","0.927157342354639"
