"m11124","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Not disabled","1993","(Married) couple without C. ","direct migration background","","","",""
"Not disabled","1993","(Married) couple without C. ","indirect migration background","","","",""
"Not disabled","1993","Single parent ","no migration background","","","",""
"Not disabled","1993","Single parent ","direct migration background","","","",""
"Not disabled","1993","Single parent ","indirect migration background","","","",""
"Not disabled","1993","Couple + C. LE 16 ","no migration background","","","",""
"Not disabled","1993","Couple + C. LE 16 ","direct migration background","","","",""
"Not disabled","1993","Couple + C. LE 16 ","indirect migration background","","","",""
"Not disabled","1993","Couple + C. GT 16 ","no migration background","","","",""
"Not disabled","1993","Couple + C. GT 16 ","direct migration background","","","",""
"Not disabled","1993","Couple + C. GT 16 ","indirect migration background","","","",""
"Not disabled","1993","Couple + C. LE and GT 16","no migration background","","","",""
"Not disabled","1993","Couple + C. LE and GT 16","direct migration background","","","",""
"Not disabled","1993","Couple + C. LE and GT 16","indirect migration background","","","",""
"Disabled","1993","1-pers.-HH","no migration background","","","",""
"Disabled","1993","1-pers.-HH","direct migration background","","","",""
"Disabled","1993","1-pers.-HH","indirect migration background","","","",""
"Disabled","1993","(Married) couple without C. ","no migration background","","","",""
"Disabled","1993","(Married) couple without C. ","direct migration background","","","",""
"Disabled","1993","(Married) couple without C. ","indirect migration background","","","",""
"Disabled","1993","Single parent ","no migration background","","","",""
"Disabled","1993","Single parent ","direct migration background","","","",""
"Disabled","1993","Single parent ","indirect migration background","","","",""
"Disabled","1993","Couple + C. LE 16 ","no migration background","","","",""
"Disabled","1993","Couple + C. LE 16 ","direct migration background","","","",""
"Disabled","1993","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1993","Couple + C. GT 16 ","no migration background","","","",""
"Disabled","1993","Couple + C. GT 16 ","direct migration background","","","",""
"Disabled","1993","Couple + C. GT 16 ","indirect migration background","","","",""
"Disabled","1993","Couple + C. LE and GT 16","no migration background","","","",""
"Disabled","1993","Couple + C. LE and GT 16","direct migration background","","","",""
"Disabled","1993","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not disabled","1994","1-pers.-HH","no migration background","1022","0.829317281306414","0.808056931254071","0.850577631358757"
"Not disabled","1994","1-pers.-HH","direct migration background","142","0.81486825565798","0.755783125935965","0.873953385379995"
"Not disabled","1994","1-pers.-HH","indirect migration background","29","","",""
"Not disabled","1994","(Married) couple without C. ","no migration background","2370","0.819477999159965","0.805229131259327","0.833726867060604"
"Not disabled","1994","(Married) couple without C. ","direct migration background","432","0.788709193750473","0.753856083891131","0.823562303609815"
"Not disabled","1994","(Married) couple without C. ","indirect migration background","57","0.930410430500925","0.864925185846165","0.995895675155685"
"Not disabled","1994","Single parent ","no migration background","434","0.928371102524034","0.904957940381084","0.951784264666983"
"Not disabled","1994","Single parent ","direct migration background","81","0.973877758831982","0.939970235495992","1.00778528216797"
"Not disabled","1994","Single parent ","indirect migration background","26","","",""
"Not disabled","1994","Couple + C. LE 16 ","no migration background","2337","0.965214660102826","0.957899065174363","0.97253025503129"
"Not disabled","1994","Couple + C. LE 16 ","direct migration background","548","0.96146302514559","0.945577058641919","0.977348991649261"
"Not disabled","1994","Couple + C. LE 16 ","indirect migration background","47","1","1","1"
"Not disabled","1994","Couple + C. GT 16 ","no migration background","1658","0.908180369478809","0.894832649934638","0.92152808902298"
"Not disabled","1994","Couple + C. GT 16 ","direct migration background","424","0.874309800334043","0.844684761101199","0.903934839566887"
"Not disabled","1994","Couple + C. GT 16 ","indirect migration background","173","0.987877630561546","0.971756080685471","1.00399918043762"
"Not disabled","1994","Couple + C. LE and GT 16","no migration background","725","0.968587947092679","0.956071059051421","0.981104835133938"
"Not disabled","1994","Couple + C. LE and GT 16","direct migration background","291","0.963981041388147","0.943068924687806","0.984893158088488"
"Not disabled","1994","Couple + C. LE and GT 16","indirect migration background","129","0.985397786145552","0.964777648583075","1.00601792370803"
"Disabled","1994","1-pers.-HH","no migration background","181","0.170682718693586","0.149422368641243","0.19194306874593"
"Disabled","1994","1-pers.-HH","direct migration background","24","","",""
"Disabled","1994","1-pers.-HH","indirect migration background","4","","",""
"Disabled","1994","(Married) couple without C. ","no migration background","429","0.180522000840035","0.166273132939397","0.194770868740673"
"Disabled","1994","(Married) couple without C. ","direct migration background","95","0.211290806249527","0.176437696390185","0.246143916108869"
"Disabled","1994","(Married) couple without C. ","indirect migration background","1","","",""
"Disabled","1994","Single parent ","no migration background","32","0.0716288974759664","0.0482157353330172","0.0950420596189157"
"Disabled","1994","Single parent ","direct migration background","4","","",""
"Disabled","1994","Single parent ","indirect migration background","","","",""
"Disabled","1994","Couple + C. LE 16 ","no migration background","73","0.0347853398971738","0.0274697449687101","0.0421009348256374"
"Disabled","1994","Couple + C. LE 16 ","direct migration background","16","","",""
"Disabled","1994","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1994","Couple + C. GT 16 ","no migration background","140","0.0918196305211909","0.0784719109770199","0.105167350065362"
"Disabled","1994","Couple + C. GT 16 ","direct migration background","57","0.125690199665957","0.0960651604331126","0.155315238898801"
"Disabled","1994","Couple + C. GT 16 ","indirect migration background","4","","",""
"Disabled","1994","Couple + C. LE and GT 16","no migration background","21","","",""
"Disabled","1994","Couple + C. LE and GT 16","direct migration background","14","","",""
"Disabled","1994","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Not disabled","1995","1-pers.-HH","no migration background","1028","0.827365129694732","0.806114450260918","0.848615809128546"
"Not disabled","1995","1-pers.-HH","direct migration background","173","0.860211798873066","0.811289439653463","0.909134158092669"
"Not disabled","1995","1-pers.-HH","indirect migration background","30","0.806538695554091","0.675673629422082","0.9374037616861"
"Not disabled","1995","(Married) couple without C. ","no migration background","2346","0.7966646646423","0.781786071303579","0.811543257981022"
"Not disabled","1995","(Married) couple without C. ","direct migration background","500","0.816625464597345","0.78558402187726","0.847666907317431"
"Not disabled","1995","(Married) couple without C. ","indirect migration background","63","0.925390053187234","0.861511923551756","0.989268182822711"
"Not disabled","1995","Single parent ","no migration background","445","0.932462246363666","0.909870601391464","0.955053891335867"
"Not disabled","1995","Single parent ","direct migration background","100","0.97515359321057","0.945380651318215","1.00492653510292"
"Not disabled","1995","Single parent ","indirect migration background","32","1","1","1"
"Not disabled","1995","Couple + C. LE 16 ","no migration background","2277","0.964115969442774","0.9566005646987","0.971631374186849"
"Not disabled","1995","Couple + C. LE 16 ","direct migration background","722","0.976191152564829","0.965206941969901","0.987175363159756"
"Not disabled","1995","Couple + C. LE 16 ","indirect migration background","53","1","1","1"
"Not disabled","1995","Couple + C. GT 16 ","no migration background","1603","0.892063920351611","0.877554718669127","0.906573122034095"
"Not disabled","1995","Couple + C. GT 16 ","direct migration background","504","0.887609721363311","0.861496807736028","0.913722634990595"
"Not disabled","1995","Couple + C. GT 16 ","indirect migration background","170","0.992910850001507","0.980408914601003","1.00541278540201"
"Not disabled","1995","Couple + C. LE and GT 16","no migration background","736","0.969970165647585","0.957828371666826","0.982111959628343"
"Not disabled","1995","Couple + C. LE and GT 16","direct migration background","327","0.924746186326296","0.89718789476071","0.952304477891883"
"Not disabled","1995","Couple + C. LE and GT 16","indirect migration background","130","1","1","1"
"Disabled","1995","1-pers.-HH","no migration background","187","0.172634870305268","0.151384190871454","0.193885549739082"
"Disabled","1995","1-pers.-HH","direct migration background","20","","",""
"Disabled","1995","1-pers.-HH","indirect migration background","5","","",""
"Disabled","1995","(Married) couple without C. ","no migration background","465","0.2033353353577","0.188456742018978","0.218213928696421"
"Disabled","1995","(Married) couple without C. ","direct migration background","97","0.183374535402655","0.152333092682569","0.21441597812274"
"Disabled","1995","(Married) couple without C. ","indirect migration background","2","","",""
"Disabled","1995","Single parent ","no migration background","29","","",""
"Disabled","1995","Single parent ","direct migration background","5","","",""
"Disabled","1995","Single parent ","indirect migration background","","","",""
"Disabled","1995","Couple + C. LE 16 ","no migration background","76","0.0358840305572256","0.0283686258131512","0.0433994353012999"
"Disabled","1995","Couple + C. LE 16 ","direct migration background","18","","",""
"Disabled","1995","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1995","Couple + C. GT 16 ","no migration background","154","0.107936079648389","0.093426877965905","0.122445281330873"
"Disabled","1995","Couple + C. GT 16 ","direct migration background","58","0.112390278636689","0.0862773650094054","0.138503192263973"
"Disabled","1995","Couple + C. GT 16 ","indirect migration background","3","","",""
"Disabled","1995","Couple + C. LE and GT 16","no migration background","23","","",""
"Disabled","1995","Couple + C. LE and GT 16","direct migration background","25","","",""
"Disabled","1995","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not disabled","1996","1-pers.-HH","no migration background","1056","0.82240841485844","0.801239388138209","0.84357744157867"
"Not disabled","1996","1-pers.-HH","direct migration background","163","0.863623921426105","0.813901304581886","0.913346538270323"
"Not disabled","1996","1-pers.-HH","indirect migration background","38","0.842936768951347","0.734181920884587","0.951691617018107"
"Not disabled","1996","(Married) couple without C. ","no migration background","2427","0.805434742579475","0.790999564493531","0.819869920665418"
"Not disabled","1996","(Married) couple without C. ","direct migration background","484","0.777758242148788","0.744352221055938","0.811164263241638"
"Not disabled","1996","(Married) couple without C. ","indirect migration background","69","0.964707281183655","0.921787326685019","1.00762723568229"
"Not disabled","1996","Single parent ","no migration background","453","0.91718095266317","0.892802845953243","0.941559059373097"
"Not disabled","1996","Single parent ","direct migration background","120","0.974081927120311","0.94633838459201","1.00182546964861"
"Not disabled","1996","Single parent ","indirect migration background","36","1","1","1"
"Not disabled","1996","Couple + C. LE 16 ","no migration background","2183","0.963582736540581","0.955854498850275","0.971310974230887"
"Not disabled","1996","Couple + C. LE 16 ","direct migration background","659","0.966561394316066","0.952999042469015","0.980123746163116"
"Not disabled","1996","Couple + C. LE 16 ","indirect migration background","69","1","1","1"
"Not disabled","1996","Couple + C. GT 16 ","no migration background","1529","0.892032117896222","0.877178949779589","0.906885286012855"
"Not disabled","1996","Couple + C. GT 16 ","direct migration background","461","0.896919019008904","0.870581249139248","0.923256788878559"
"Not disabled","1996","Couple + C. GT 16 ","indirect migration background","176","0.995023520411524","0.984714928143969","1.00533211267908"
"Not disabled","1996","Couple + C. LE and GT 16","no migration background","772","0.961999047417559","0.948766438737682","0.975231656097436"
"Not disabled","1996","Couple + C. LE and GT 16","direct migration background","298","0.91902000109937","0.889083288060884","0.948956714137857"
"Not disabled","1996","Couple + C. LE and GT 16","indirect migration background","132","1","1","1"
"Disabled","1996","1-pers.-HH","no migration background","196","0.177591585141561","0.15642255842133","0.198760611861791"
"Disabled","1996","1-pers.-HH","direct migration background","20","","",""
"Disabled","1996","1-pers.-HH","indirect migration background","5","","",""
"Disabled","1996","(Married) couple without C. ","no migration background","462","0.194565257420525","0.180130079334581","0.209000435506468"
"Disabled","1996","(Married) couple without C. ","direct migration background","111","0.222241757851212","0.188835736758362","0.255647778944063"
"Disabled","1996","(Married) couple without C. ","indirect migration background","2","","",""
"Disabled","1996","Single parent ","no migration background","38","0.08281904733683","0.058440940626903","0.107197154046757"
"Disabled","1996","Single parent ","direct migration background","6","","",""
"Disabled","1996","Single parent ","indirect migration background","","","",""
"Disabled","1996","Couple + C. LE 16 ","no migration background","74","0.0364172634594189","0.0286890257691131","0.0441455011497247"
"Disabled","1996","Couple + C. LE 16 ","direct migration background","16","","",""
"Disabled","1996","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1996","Couple + C. GT 16 ","no migration background","148","0.107967882103778","0.0931147139871453","0.122821050220411"
"Disabled","1996","Couple + C. GT 16 ","direct migration background","51","0.103080980991096","0.0767432111214406","0.129418750860752"
"Disabled","1996","Couple + C. GT 16 ","indirect migration background","3","","",""
"Disabled","1996","Couple + C. LE and GT 16","no migration background","30","0.0380009525824412","0.0247683439025641","0.0512335612623184"
"Disabled","1996","Couple + C. LE and GT 16","direct migration background","21","","",""
"Disabled","1996","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not disabled","1997","1-pers.-HH","no migration background","1043","0.832083026092626","0.811193616463822","0.85297243572143"
"Not disabled","1997","1-pers.-HH","direct migration background","151","0.858326668376073","0.805907034052925","0.910746302699221"
"Not disabled","1997","1-pers.-HH","indirect migration background","44","0.861009416669101","0.765122417298364","0.956896416039838"
"Not disabled","1997","(Married) couple without C. ","no migration background","2427","0.796829203857271","0.7821926836848","0.811465724029742"
"Not disabled","1997","(Married) couple without C. ","direct migration background","515","0.819971538326603","0.789630690715286","0.850312385937919"
"Not disabled","1997","(Married) couple without C. ","indirect migration background","65","0.885992476874312","0.811539709763092","0.960445243985532"
"Not disabled","1997","Single parent ","no migration background","449","0.921127228257446","0.897138866848581","0.945115589666311"
"Not disabled","1997","Single parent ","direct migration background","109","0.970178082876112","0.938954037134381","1.00140212861784"
"Not disabled","1997","Single parent ","indirect migration background","35","1","1","1"
"Not disabled","1997","Couple + C. LE 16 ","no migration background","2060","0.959313833101399","0.950939543374203","0.967688122828594"
"Not disabled","1997","Couple + C. LE 16 ","direct migration background","611","0.960284688958799","0.945023029643839","0.975546348273759"
"Not disabled","1997","Couple + C. LE 16 ","indirect migration background","76","1","1","1"
"Not disabled","1997","Couple + C. GT 16 ","no migration background","1573","0.898060465322286","0.883715444857083","0.912405485787489"
"Not disabled","1997","Couple + C. GT 16 ","direct migration background","422","0.911215930097592","0.885610203934666","0.936821656260519"
"Not disabled","1997","Couple + C. GT 16 ","indirect migration background","186","0.991173519527464","0.977873878522022","1.00447316053291"
"Not disabled","1997","Couple + C. LE and GT 16","no migration background","760","0.954436636719419","0.93993158513035","0.968941688308488"
"Not disabled","1997","Couple + C. LE and GT 16","direct migration background","275","0.942224259623235","0.915277797851528","0.969170721394941"
"Not disabled","1997","Couple + C. LE and GT 16","indirect migration background","128","1","1","1"
"Disabled","1997","1-pers.-HH","no migration background","187","0.167916973907374","0.14702756427857","0.188806383536178"
"Disabled","1997","1-pers.-HH","direct migration background","19","","",""
"Disabled","1997","1-pers.-HH","indirect migration background","6","","",""
"Disabled","1997","(Married) couple without C. ","no migration background","476","0.203170796142729","0.188534275970258","0.2178073163152"
"Disabled","1997","(Married) couple without C. ","direct migration background","101","0.180028461673397","0.14968761406208","0.210369309284714"
"Disabled","1997","(Married) couple without C. ","indirect migration background","5","","",""
"Disabled","1997","Single parent ","no migration background","36","0.078872771742554","0.0548844103336887","0.102861133151419"
"Disabled","1997","Single parent ","direct migration background","5","","",""
"Disabled","1997","Single parent ","indirect migration background","","","",""
"Disabled","1997","Couple + C. LE 16 ","no migration background","78","0.0406861668986014","0.0323118771714061","0.0490604566257967"
"Disabled","1997","Couple + C. LE 16 ","direct migration background","18","","",""
"Disabled","1997","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1997","Couple + C. GT 16 ","no migration background","136","0.101939534677714","0.087594514212511","0.116284555142917"
"Disabled","1997","Couple + C. GT 16 ","direct migration background","52","0.0887840699024077","0.0631783437394814","0.114389796065334"
"Disabled","1997","Couple + C. GT 16 ","indirect migration background","4","","",""
"Disabled","1997","Couple + C. LE and GT 16","no migration background","34","0.0455633632805808","0.0310583116915119","0.0600684148696497"
"Disabled","1997","Couple + C. LE and GT 16","direct migration background","13","","",""
"Disabled","1997","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not disabled","1998","1-pers.-HH","no migration background","1270","0.819466293692248","0.800066178265571","0.838866409118926"
"Not disabled","1998","1-pers.-HH","direct migration background","161","0.787324298566068","0.729292347532564","0.845356249599573"
"Not disabled","1998","1-pers.-HH","indirect migration background","47","0.888560194192497","0.803842572256244","0.97327781612875"
"Not disabled","1998","(Married) couple without C. ","no migration background","2910","0.80719488055316","0.794087770405422","0.820301990700897"
"Not disabled","1998","(Married) couple without C. ","direct migration background","504","0.828964635653989","0.79891076622198","0.859018505085997"
"Not disabled","1998","(Married) couple without C. ","indirect migration background","78","0.928046162999013","0.872453073033707","0.983639252964319"
"Not disabled","1998","Single parent ","no migration background","515","0.911787580419305","0.888402677541846","0.935172483296763"
"Not disabled","1998","Single parent ","direct migration background","97","0.973403685489329","0.942178485524994","1.00462888545366"
"Not disabled","1998","Single parent ","indirect migration background","45","1","1","1"
"Not disabled","1998","Couple + C. LE 16 ","no migration background","2332","0.969876115968201","0.963037691003079","0.976714540933323"
"Not disabled","1998","Couple + C. LE 16 ","direct migration background","603","0.966476867534268","0.952342639421346","0.980611095647191"
"Not disabled","1998","Couple + C. LE 16 ","indirect migration background","87","1","1","1"
"Not disabled","1998","Couple + C. GT 16 ","no migration background","1733","0.895173334555809","0.881402936749153","0.908943732362465"
"Not disabled","1998","Couple + C. GT 16 ","direct migration background","417","0.915223148385732","0.889878209942979","0.940568086828486"
"Not disabled","1998","Couple + C. GT 16 ","indirect migration background","193","0.99168000100693","0.978995821127443","1.00436418088642"
"Not disabled","1998","Couple + C. LE and GT 16","no migration background","835","0.956275700048077","0.942688140600526","0.969863259495628"
"Not disabled","1998","Couple + C. LE and GT 16","direct migration background","252","0.924372778317198","0.892776596970899","0.955968959663497"
"Not disabled","1998","Couple + C. LE and GT 16","indirect migration background","115","1","1","1"
"Disabled","1998","1-pers.-HH","no migration background","240","0.180533706307752","0.161133590881074","0.199933821734429"
"Disabled","1998","1-pers.-HH","direct migration background","30","0.212675701433932","0.154643750400427","0.270707652467436"
"Disabled","1998","1-pers.-HH","indirect migration background","6","","",""
"Disabled","1998","(Married) couple without C. ","no migration background","570","0.19280511944684","0.179698009299103","0.205912229594577"
"Disabled","1998","(Married) couple without C. ","direct migration background","99","0.171035364346011","0.140981494914003","0.20108923377802"
"Disabled","1998","(Married) couple without C. ","indirect migration background","5","","",""
"Disabled","1998","Single parent ","no migration background","50","0.0882124195806953","0.064827516703237","0.111597322458154"
"Disabled","1998","Single parent ","direct migration background","5","","",""
"Disabled","1998","Single parent ","indirect migration background","","","",""
"Disabled","1998","Couple + C. LE 16 ","no migration background","68","0.0301238840317988","0.0232854590666767","0.0369623089969209"
"Disabled","1998","Couple + C. LE 16 ","direct migration background","20","","",""
"Disabled","1998","Couple + C. LE 16 ","indirect migration background","","","",""
"Disabled","1998","Couple + C. GT 16 ","no migration background","168","0.104826665444191","0.0910562676375347","0.118597063250847"
"Disabled","1998","Couple + C. GT 16 ","direct migration background","47","0.0847768516142678","0.0594319131715143","0.110121790057021"
"Disabled","1998","Couple + C. GT 16 ","indirect migration background","4","","",""
"Disabled","1998","Couple + C. LE and GT 16","no migration background","35","0.0437242999519232","0.0301367405043723","0.0573118593994741"
"Disabled","1998","Couple + C. LE and GT 16","direct migration background","17","","",""
"Disabled","1998","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not disabled","1999","1-pers.-HH","no migration background","1233","0.815561388770814","0.795687622493857","0.835435155047771"
"Not disabled","1999","1-pers.-HH","direct migration background","138","0.767816776389032","0.703970192256427","0.831663360521636"
"Not disabled","1999","1-pers.-HH","indirect migration background","56","0.915638406612707","0.845892686773325","0.985384126452089"
"Not disabled","1999","(Married) couple without C. ","no migration background","2881","0.788047408076974","0.774461028444887","0.801633787709062"
"Not disabled","1999","(Married) couple without C. ","direct migration background","478","0.817237635185361","0.785703730681014","0.848771539689709"
"Not disabled","1999","(Married) couple without C. ","indirect migration background","79","0.936176928137865","0.883904067617822","0.988449788657907"
"Not disabled","1999","Single parent ","no migration background","516","0.911162038851036","0.887660787149443","0.93466329055263"
"Not disabled","1999","Single parent ","direct migration background","97","0.959947055555157","0.922079232144086","0.997814878966228"
"Not disabled","1999","Single parent ","indirect migration background","52","1","1","1"
"Not disabled","1999","Couple + C. LE 16 ","no migration background","2288","0.973653794190035","0.967178261796987","0.980129326583083"
"Not disabled","1999","Couple + C. LE 16 ","direct migration background","569","0.975639800044278","0.963125718162975","0.988153881925582"
"Not disabled","1999","Couple + C. LE 16 ","indirect migration background","98","0.970963857160149","0.937888732638006","1.00403898168229"
"Not disabled","1999","Couple + C. GT 16 ","no migration background","1709","0.905644531491788","0.892405944773977","0.918883118209599"
"Not disabled","1999","Couple + C. GT 16 ","direct migration background","389","0.919896683634586","0.894445842066027","0.945347525203145"
"Not disabled","1999","Couple + C. GT 16 ","indirect migration background","189","0.970561313408628","0.946836571942455","0.994286054874801"
"Not disabled","1999","Couple + C. LE and GT 16","no migration background","817","0.957769071643121","0.944224910741023","0.971313232545218"
"Not disabled","1999","Couple + C. LE and GT 16","direct migration background","204","0.910461464662985","0.872560032418526","0.948362896907445"
"Not disabled","1999","Couple + C. LE and GT 16","indirect migration background","97","0.979579506319003","0.951719355846296","1.00743965679171"
"Disabled","1999","1-pers.-HH","no migration background","230","0.184438611229186","0.164564844952229","0.204312377506143"
"Disabled","1999","1-pers.-HH","direct migration background","30","0.232183223610968","0.168336639478364","0.296029807743573"
"Disabled","1999","1-pers.-HH","indirect migration background","5","","",""
"Disabled","1999","(Married) couple without C. ","no migration background","595","0.211952591923026","0.198366212290938","0.225538971555113"
"Disabled","1999","(Married) couple without C. ","direct migration background","99","0.182762364814639","0.151228460310291","0.214296269318986"
"Disabled","1999","(Married) couple without C. ","indirect migration background","5","","",""
"Disabled","1999","Single parent ","no migration background","47","0.0888379611489638","0.0653367094473705","0.112339212850557"
"Disabled","1999","Single parent ","direct migration background","6","","",""
"Disabled","1999","Single parent ","indirect migration background","","","",""
"Disabled","1999","Couple + C. LE 16 ","no migration background","62","0.0263462058099649","0.0198706734169168","0.0328217382030129"
"Disabled","1999","Couple + C. LE 16 ","direct migration background","14","","",""
"Disabled","1999","Couple + C. LE 16 ","indirect migration background","1","","",""
"Disabled","1999","Couple + C. GT 16 ","no migration background","164","0.0943554685082122","0.0811168817904015","0.107594055226023"
"Disabled","1999","Couple + C. GT 16 ","direct migration background","48","0.0801033163654141","0.0546524747968547","0.105554157933973"
"Disabled","1999","Couple + C. GT 16 ","indirect migration background","6","","",""
"Disabled","1999","Couple + C. LE and GT 16","no migration background","30","0.0422309283568795","0.0286867674547816","0.0557750892589774"
"Disabled","1999","Couple + C. LE and GT 16","direct migration background","14","","",""
"Disabled","1999","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Not disabled","2000","1-pers.-HH","no migration background","2544","0.843358763038072","0.830291551508927","0.856425974567217"
"Not disabled","2000","1-pers.-HH","direct migration background","253","0.823846435723773","0.780300936192585","0.86739193525496"
"Not disabled","2000","1-pers.-HH","indirect migration background","82","0.907271979972032","0.847347940858467","0.967196019085597"
"Not disabled","2000","(Married) couple without C. ","no migration background","5489","0.813013663868975","0.803629135848782","0.822398191889168"
"Not disabled","2000","(Married) couple without C. ","direct migration background","696","0.855150829552158","0.831017545223833","0.879284113880484"
"Not disabled","2000","(Married) couple without C. ","indirect migration background","113","0.966065537787544","0.933396911877623","0.998734163697466"
"Not disabled","2000","Single parent ","no migration background","905","0.927183419267671","0.910882160129595","0.943484678405747"
"Not disabled","2000","Single parent ","direct migration background","143","0.947048752255563","0.91179490575631","0.982302598754816"
"Not disabled","2000","Single parent ","indirect migration background","69","0.985751970389596","0.9579893597417","1.01351458103749"
"Not disabled","2000","Couple + C. LE 16 ","no migration background","4043","0.968261440517155","0.962940725627849","0.97358215540646"
"Not disabled","2000","Couple + C. LE 16 ","direct migration background","926","0.98298896290106","0.974731201005546","0.991246724796573"
"Not disabled","2000","Couple + C. LE 16 ","indirect migration background","146","0.993652511446401","0.980814207478186","1.00649081541462"
"Not disabled","2000","Couple + C. GT 16 ","no migration background","2910","0.918783567685341","0.909262279249332","0.928304856121351"
"Not disabled","2000","Couple + C. GT 16 ","direct migration background","508","0.934014804473963","0.913416516498927","0.954613092449"
"Not disabled","2000","Couple + C. GT 16 ","indirect migration background","232","0.954812158117002","0.928695673144683","0.980928643089322"
"Not disabled","2000","Couple + C. LE and GT 16","no migration background","1391","0.964936108048469","0.95542239145885","0.974449824638087"
"Not disabled","2000","Couple + C. LE and GT 16","direct migration background","360","0.946343143441757","0.92365675211544","0.969029534768074"
"Not disabled","2000","Couple + C. LE and GT 16","indirect migration background","129","0.994401336005156","0.981575092921791","1.00722757908852"
"Disabled","2000","1-pers.-HH","no migration background","428","0.156641236961928","0.143574025432783","0.169708448491073"
"Disabled","2000","1-pers.-HH","direct migration background","41","0.176153564276227","0.132608064745039","0.219699063807415"
"Disabled","2000","1-pers.-HH","indirect migration background","8","","",""
"Disabled","2000","(Married) couple without C. ","no migration background","1142","0.186986336131025","0.177601808110832","0.196370864151218"
"Disabled","2000","(Married) couple without C. ","direct migration background","121","0.144849170447842","0.120715886119516","0.168982454776167"
"Disabled","2000","(Married) couple without C. ","indirect migration background","5","","",""
"Disabled","2000","Single parent ","no migration background","71","0.0728165807323289","0.0565153215942525","0.0891178398704054"
"Disabled","2000","Single parent ","direct migration background","12","","",""
"Disabled","2000","Single parent ","indirect migration background","1","","",""
"Disabled","2000","Couple + C. LE 16 ","no migration background","127","0.0317385594828452","0.0264178445935396","0.0370592743721508"
"Disabled","2000","Couple + C. LE 16 ","direct migration background","16","","",""
"Disabled","2000","Couple + C. LE 16 ","indirect migration background","1","","",""
"Disabled","2000","Couple + C. GT 16 ","no migration background","252","0.0812164323146589","0.0716951438786493","0.0907377207506684"
"Disabled","2000","Couple + C. GT 16 ","direct migration background","50","0.0659851955260369","0.0453869075510005","0.0865834835010733"
"Disabled","2000","Couple + C. GT 16 ","indirect migration background","11","","",""
"Disabled","2000","Couple + C. LE and GT 16","no migration background","45","0.0350638919515313","0.0255501753619124","0.0445776085411502"
"Disabled","2000","Couple + C. LE and GT 16","direct migration background","19","","",""
"Disabled","2000","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Not disabled","2001","1-pers.-HH","no migration background","2270","0.841241693044416","0.827361639816171","0.855121746272661"
"Not disabled","2001","1-pers.-HH","direct migration background","202","0.83887140795983","0.792454781607981","0.885288034311679"
"Not disabled","2001","1-pers.-HH","indirect migration background","91","0.920374480159562","0.866777110402247","0.973971849916877"
"Not disabled","2001","(Married) couple without C. ","no migration background","5001","0.81393505439475","0.804107787159661","0.823762321629839"
"Not disabled","2001","(Married) couple without C. ","direct migration background","652","0.854085145860803","0.829003496065743","0.879166795655863"
"Not disabled","2001","(Married) couple without C. ","indirect migration background","103","0.948214666963608","0.906422688215507","0.990006645711708"
"Not disabled","2001","Single parent ","no migration background","859","0.932341172892276","0.916111721426755","0.948570624357798"
"Not disabled","2001","Single parent ","direct migration background","139","0.951817968544075","0.917547348303102","0.986088588785047"
"Not disabled","2001","Single parent ","indirect migration background","56","0.942974122085746","0.883295337254062","1.00265290691743"
"Not disabled","2001","Couple + C. LE 16 ","no migration background","3661","0.968605778742765","0.963040099035073","0.974171458450457"
"Not disabled","2001","Couple + C. LE 16 ","direct migration background","817","0.9784807992723","0.968632657591639","0.988328940952961"
"Not disabled","2001","Couple + C. LE 16 ","indirect migration background","161","0.992239554752026","0.978768367395514","1.00571074210854"
"Not disabled","2001","Couple + C. GT 16 ","no migration background","2715","0.920752640146689","0.911000006493126","0.930505273800252"
"Not disabled","2001","Couple + C. GT 16 ","direct migration background","433","0.901420947149216","0.874725544370455","0.928116349927978"
"Not disabled","2001","Couple + C. GT 16 ","indirect migration background","201","0.938338567870588","0.906035417685831","0.970641718055346"
"Not disabled","2001","Couple + C. LE and GT 16","no migration background","1289","0.96595405397699","0.956222524238992","0.975685583714988"
"Not disabled","2001","Couple + C. LE and GT 16","direct migration background","295","0.977515451292794","0.96095864240649","0.994072260179097"
"Not disabled","2001","Couple + C. LE and GT 16","indirect migration background","105","0.985937391756035","0.963626660232691","1.00824812327938"
"Disabled","2001","1-pers.-HH","no migration background","393","0.158758306955584","0.144878253727339","0.172638360183829"
"Disabled","2001","1-pers.-HH","direct migration background","39","0.16112859204017","0.114711965688321","0.207545218392019"
"Disabled","2001","1-pers.-HH","indirect migration background","7","","",""
