"m11124","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Disabled","1997","general elemantary","Urban Area","182","0.151298553325042","0.133950391158165","0.168646715491919","1"
"Disabled","1997","in school","Urban Area","2","","","","1"
"Disabled","1997","general elemantary","Rural Area","81","0.14571794002631","0.119524722077357","0.171911157975263","1"
"Disabled","1997","higher vocational","Urban Area","56","0.140792551932189","0.109677800972941","0.171907302891437","1"
"Disabled","1997","middle vocational","Urban Area","466","0.145663054601441","0.134892549169866","0.156433560033016","1"
"Disabled","1997","middle vocational","Rural Area","208","0.117843491003125","0.104829760408361","0.130857221597889","1"
"Disabled","1997","vocational + Abi","Urban Area","19","","","","1"
"Disabled","1997","vocational + Abi","Rural Area","6","","","","1"
"Not disabled","1997","general elemantary","Urban Area","1457","0.848701446674958","0.831353284508081","0.866049608841835","0"
"Not disabled","1997","general elemantary","Rural Area","616","0.85428205997369","0.828088842024737","0.880475277922643","0"
"Not disabled","1997","middle vocational","Urban Area","3655","0.854336945398559","0.843566439966984","0.865107450830134","0"
"Not disabled","1997","middle vocational","Rural Area","2150","0.882156508996875","0.869142778402112","0.895170239591639","0"
"Not disabled","1997","vocational + Abi","Urban Area","325","0.946988249792557","0.923311219142698","0.970665280442417","0"
"Not disabled","1997","in school","Urban Area","208","0.987144227766869","0.971907986766398","1.00238046876734","0"
"Not disabled","1997","in school","Rural Area","105","0.982972970748878","0.958344616744634","1.00760132475312","0"
"Not disabled","1997","inadequately","Urban Area","336","0.853083930450115","0.817948415848116","0.888219445052114","0"
"Not disabled","1997","inadequately","Rural Area","66","0.718034265014292","0.617532548157664","0.81853598187092","0"
"Not disabled","1997","vocational + Abi","Rural Area","107","0.908313497978052","0.855105189174202","0.961521806781902","0"
"Not disabled","1997","higher vocational","Urban Area","424","0.859207448067811","0.828092697108563","0.890322199027059","0"
"Not disabled","1997","higher vocational","Rural Area","257","0.876530019815889","0.837788889016691","0.915271150615086","0"
"Not disabled","1997","higher education","Urban Area","1054","0.918623839674193","0.902632838105918","0.934614841242468","0"
"Not disabled","1997","higher education","Rural Area","605","0.921809961505325","0.90112320690215","0.9424967161085","0"
"Disabled","1998","in school","Rural Area","3","","","","1"
"Disabled","1998","inadequately","Rural Area","10","","","","1"
"Disabled","1998","inadequately","Urban Area","56","0.155975886840197","0.119055410535003","0.192896363145392","1"
"Disabled","1998","general elemantary","Urban Area","215","0.156126427110559","0.139306665948451","0.172946188272666","1"
"Disabled","1998","in school","Urban Area","3","","","","1"
"Disabled","1998","higher vocational","Urban Area","62","0.139847840845382","0.110264538339379","0.169431143351384","1"
"Disabled","1998","higher vocational","Rural Area","24","","","","1"
"Disabled","1998","higher education","Urban Area","85","0.0873555376120429","0.0717836074371506","0.102927467786935","1"
"Disabled","1998","higher education","Rural Area","48","0.0737002254929235","0.054467751186893","0.092932699798954","1"
"Disabled","1998","general elemantary","Rural Area","91","0.140808800787406","0.116177150155907","0.165440451418904","1"
"Disabled","1998","middle vocational","Urban Area","520","0.145201066031221","0.134837185289326","0.155564946773116","1"
"Disabled","1998","middle vocational","Rural Area","228","0.112006657998733","0.09986323400552","0.124150081991947","1"
"Disabled","1998","vocational + Abi","Urban Area","25","","","","1"
"Disabled","1998","vocational + Abi","Rural Area","7","","","","1"
"Not disabled","1998","general elemantary","Urban Area","1574","0.843873572889441","0.827053811727334","0.860693334051549","0"
"Not disabled","1998","general elemantary","Rural Area","675","0.859191199212594","0.834559548581096","0.883822849844093","0"
"Not disabled","1998","middle vocational","Urban Area","3919","0.854798933968779","0.844435053226885","0.865162814710674","0"
"Not disabled","1998","middle vocational","Rural Area","2363","0.887993342001267","0.875849918008053","0.90013676599448","0"
"Not disabled","1998","vocational + Abi","Urban Area","368","0.936729227409377","0.912660095880578","0.960798358938177","0"
"Not disabled","1998","higher education","Rural Area","661","0.926299774507076","0.907067300201046","0.945532248813107","0"
"Not disabled","1998","in school","Urban Area","216","0.980735734963249","0.962531255894322","0.998940214032176","0"
"Not disabled","1998","in school","Rural Area","112","0.977142587880036","0.949828187492653","1.00445698826742","0"
"Not disabled","1998","inadequately","Urban Area","315","0.844024113159802","0.807103636854608","0.880944589464997","0"
"Not disabled","1998","inadequately","Rural Area","66","0.760752956728673","0.664837983704014","0.856667929753331","0"
"Not disabled","1998","vocational + Abi","Rural Area","112","0.902168307624653","0.84879081406232","0.955545801186986","0"
"Not disabled","1998","higher vocational","Urban Area","466","0.860152159154618","0.830568856648615","0.889735461660621","0"
"Not disabled","1998","higher vocational","Rural Area","272","0.853402325801867","0.813108111984653","0.893696539619082","0"
"Not disabled","1998","higher education","Urban Area","1178","0.912644462387957","0.897072532213065","0.928216392562849","0"
"Disabled","1999","in school","Rural Area","1","","","","1"
"Disabled","1999","inadequately","Rural Area","12","","","","1"
"Disabled","1999","inadequately","Urban Area","58","0.163613420996933","0.1252403132292","0.201986528764666","1"
"Disabled","1999","general elemantary","Urban Area","205","0.16119177080695","0.143763559765586","0.178619981848314","1"
"Disabled","1999","in school","Urban Area","4","","","","1"
"Disabled","1999","higher vocational","Urban Area","62","0.140447762276527","0.110468786591778","0.170426737961276","1"
"Disabled","1999","higher vocational","Rural Area","21","","","","1"
"Disabled","1999","higher education","Urban Area","82","0.0841543505537807","0.0688678099815413","0.0994408911260201","1"
"Disabled","1999","higher education","Rural Area","52","0.076851151980972","0.057133729639287","0.0965685743226571","1"
"Disabled","1999","general elemantary","Rural Area","92","0.15152917986754","0.125746961881784","0.177311397853296","1"
"Disabled","1999","middle vocational","Urban Area","537","0.158534916660343","0.147693516854063","0.169376316466623","1"
"Disabled","1999","middle vocational","Rural Area","240","0.116202264627287","0.103877011298169","0.128527517956405","1"
"Disabled","1999","vocational + Abi","Urban Area","20","","","","1"
"Disabled","1999","vocational + Abi","Rural Area","6","","","","1"
"Not disabled","1999","general elemantary","Urban Area","1505","0.83880822919305","0.821380018151686","0.856236440234414","0"
"Not disabled","1999","general elemantary","Rural Area","651","0.84847082013246","0.822688602146704","0.874253038118216","0"
"Not disabled","1999","middle vocational","Urban Area","3823","0.841465083339657","0.830623683533377","0.852306483145937","0"
"Not disabled","1999","middle vocational","Rural Area","2357","0.883797735372713","0.871472482043595","0.89612298870183","0"
"Not disabled","1999","vocational + Abi","Urban Area","371","0.947457066833659","0.925341573144698","0.969572560522621","0"
"Not disabled","1999","higher education","Rural Area","649","0.923148848019028","0.903431425677343","0.942866270360713","0"
"Not disabled","1999","in school","Urban Area","209","0.98643052763792","0.970893318135038","1.0019677371408","0"
"Not disabled","1999","in school","Rural Area","107","0.973712580733835","0.943539088346765","1.0038860731209","0"
"Not disabled","1999","inadequately","Urban Area","299","0.836386579003067","0.798013471235334","0.8747596867708","0"
"Not disabled","1999","inadequately","Rural Area","58","0.710173414180726","0.603893697864611","0.816453130496842","0"
"Not disabled","1999","vocational + Abi","Rural Area","112","0.90479906344945","0.851844454049494","0.957753672849406","0"
"Not disabled","1999","higher vocational","Urban Area","454","0.859552237723473","0.829573262038724","0.889531213408222","0"
"Not disabled","1999","higher vocational","Rural Area","284","0.867436650929486","0.82938015577085","0.905493146088122","0"
"Not disabled","1999","higher education","Urban Area","1185","0.915845649446219","0.90055910887398","0.931132190018459","0"
"Disabled","2000","in school","Rural Area","3","","","","1"
"Disabled","2000","inadequately","Rural Area","13","","","","1"
"Disabled","2000","inadequately","Urban Area","49","0.144512097695757","0.106402597461585","0.182621597929928","1"
"Disabled","2000","general elemantary","Urban Area","292","0.136584639824705","0.122888431927939","0.150280847721471","1"
"Disabled","2000","in school","Urban Area","6","","","","1"
"Disabled","2000","higher vocational","Urban Area","136","0.13927040919351","0.119729839112059","0.158810979274961","1"
"Disabled","2000","higher vocational","Rural Area","60","0.111279188550085","0.0876946496725929","0.134863727427577","1"
"Disabled","2000","higher education","Urban Area","177","0.0758765681543892","0.0657965327340122","0.0859566035747663","1"
"Disabled","2000","higher education","Rural Area","85","0.0798138973137243","0.0643904007711449","0.0952373938563038","1"
"Disabled","2000","general elemantary","Rural Area","126","0.114688069566126","0.0962635846037006","0.133112554528551","1"
"Disabled","2000","middle vocational","Urban Area","974","0.135582852945295","0.12812286886164","0.14304283702895","1"
"Disabled","2000","middle vocational","Rural Area","460","0.111715911265723","0.102766837821061","0.120664984710385","1"
"Disabled","2000","vocational + Abi","Urban Area","50","0.0719603765341927","0.054847382021108","0.0890733710472775","1"
"Disabled","2000","vocational + Abi","Rural Area","10","","","","1"
"Not disabled","2000","general elemantary","Urban Area","2123","0.863415360175295","0.849719152278529","0.877111568072061","0"
"Not disabled","2000","general elemantary","Rural Area","1023","0.885311930433874","0.866887445471449","0.903736415396299","0"
"Not disabled","2000","middle vocational","Urban Area","7116","0.864417147054705","0.85695716297105","0.87187713113836","0"
"Not disabled","2000","middle vocational","Rural Area","4300","0.888284088734277","0.879335015289615","0.897233162178939","0"
"Not disabled","2000","vocational + Abi","Urban Area","826","0.928039623465807","0.910926628952722","0.945152617978892","0"
"Not disabled","2000","higher education","Rural Area","1101","0.920186102686276","0.904762606143696","0.935609599228855","0"
"Not disabled","2000","in school","Urban Area","318","0.979426988879455","0.963970510528863","0.994883467230047","0"
"Not disabled","2000","in school","Rural Area","171","0.984235111679566","0.96572673442279","1.00274348893634","0"
"Not disabled","2000","inadequately","Urban Area","278","0.855487902304243","0.817378402070072","0.893597402538415","0"
"Not disabled","2000","inadequately","Rural Area","64","0.80647314756616","0.718232578370697","0.894713716761623","0"
"Not disabled","2000","vocational + Abi","Rural Area","241","0.954384489934129","0.928572042509619","0.980196937358639","0"
"Not disabled","2000","higher vocational","Urban Area","1070","0.86072959080649","0.841189020725039","0.880270160887941","0"
"Not disabled","2000","higher vocational","Rural Area","623","0.888720811449915","0.865136272572423","0.912305350327407","0"
"Not disabled","2000","higher education","Urban Area","2474","0.924123431845611","0.914043396425234","0.934203467265988","0"
"Disabled","2001","inadequately","Rural Area","9","","","","1"
"Disabled","2001","general elemantary","Urban Area","271","0.146744525747171","0.131692547220328","0.161796504274014","1"
"Disabled","2001","in school","Rural Area","3","","","","1"
"Disabled","2001","inadequately","Urban Area","42","0.162925221003285","0.116682717657145","0.209167724349425","1"
"Disabled","2001","in school","Urban Area","2","","","","1"
"Disabled","2001","general elemantary","Rural Area","109","0.11535784435049","0.0954484831095595","0.135267205591421","1"
"Disabled","2001","higher vocational","Urban Area","120","0.141768262600326","0.120965164975441","0.162571360225211","1"
"Disabled","2001","higher vocational","Rural Area","56","0.11496640364962","0.0893789966589919","0.140553810640248","1"
"Disabled","2001","higher education","Urban Area","177","0.0799756324373617","0.0692652187447988","0.0906860461299246","1"
"Disabled","2001","higher education","Rural Area","87","0.0884685362231205","0.0716793557465554","0.105257716699686","1"
"Disabled","2001","middle vocational","Urban Area","891","0.136564903326161","0.128699023857732","0.14443078279459","1"
"Disabled","2001","middle vocational","Rural Area","373","0.100688874602638","0.0916895019994905","0.109688247205785","1"
"Disabled","2001","vocational + Abi","Urban Area","58","0.0934438115606491","0.073772979571948","0.11311464354935","1"
"Disabled","2001","vocational + Abi","Rural Area","11","","","","1"
"Not disabled","2001","general elemantary","Urban Area","1852","0.853255474252829","0.838203495725987","0.868307452779671","0"
"Not disabled","2001","general elemantary","Rural Area","880","0.88464215564951","0.864732794408579","0.90455151689044","0"
"Not disabled","2001","middle vocational","Urban Area","6430","0.863435096673839","0.85556921720541","0.871300976142268","0"
"Not disabled","2001","middle vocational","Rural Area","3922","0.899311125397362","0.890311752794214","0.908310498000509","0"
"Not disabled","2001","vocational + Abi","Urban Area","783","0.906556188439351","0.88688535645065","0.926227020428052","0"
"Not disabled","2001","higher education","Rural Area","1012","0.911531463776879","0.894742283300314","0.928320644253445","0"
"Not disabled","2001","in school","Urban Area","356","0.99239607355388","0.983397616465189","1.00139453064257","0"
"Not disabled","2001","in school","Rural Area","190","0.979194634676667","0.959057780638051","0.999331488715283","0"
"Not disabled","2001","higher vocational","Rural Area","541","0.88503359635038","0.859446189359751","0.910621003341008","0"
"Not disabled","2001","higher education","Urban Area","2287","0.920024367562638","0.909313953870075","0.930734781255201","0"
"Not disabled","2001","inadequately","Urban Area","203","0.837074778996715","0.790832275650575","0.883317282342855","0"
"Not disabled","2001","inadequately","Rural Area","56","0.823030570375574","0.730251819378843","0.915809321372306","0"
"Not disabled","2001","vocational + Abi","Rural Area","225","0.951311303603893","0.923853392699395","0.97876921450839","0"
"Not disabled","2001","higher vocational","Urban Area","960","0.858231737399674","0.837428639774789","0.879034835024559","0"
"Disabled","2002","inadequately","Rural Area","10","","","","1"
"Disabled","2002","general elemantary","Urban Area","277","0.156756924314775","0.140714340864591","0.172799507764958","1"
"Disabled","2002","higher vocational","Urban Area","127","0.143186426905053","0.122764206262749","0.163608647547356","1"
"Disabled","2002","higher vocational","Rural Area","55","0.113223398146878","0.0882210548329246","0.138225741460832","1"
"Disabled","2002","in school","Rural Area","3","","","","1"
"Disabled","2002","inadequately","Urban Area","37","0.175540466972432","0.125609617338048","0.225471316606817","1"
"Disabled","2002","higher education","Urban Area","207","0.0816157955977389","0.0722234875513389","0.091008103644139","1"
"Disabled","2002","higher education","Rural Area","105","0.0941271825830003","0.0782964343895446","0.109957930776456","1"
"Disabled","2002","in school","Urban Area","4","","","","1"
"Disabled","2002","general elemantary","Rural Area","116","0.128084963400856","0.1067668753429","0.149403051458813","1"
"Disabled","2002","middle vocational","Urban Area","949","0.146979002558251","0.138923996535847","0.155034008580656","1"
"Disabled","2002","middle vocational","Rural Area","412","0.119052899881089","0.109255214019886","0.128850585742292","1"
"Disabled","2002","vocational + Abi","Urban Area","59","0.0890245131933386","0.0705319525443361","0.107517073842341","1"
"Disabled","2002","vocational + Abi","Rural Area","15","","","","1"
"Not disabled","2002","general elemantary","Urban Area","1696","0.843243075685225","0.827200492235042","0.859285659135409","0"
"Not disabled","2002","general elemantary","Rural Area","828","0.871915036599144","0.850596948541187","0.8932331246571","0"
"Not disabled","2002","middle vocational","Urban Area","6474","0.853020997441749","0.844965991419344","0.861076003464153","0"
"Not disabled","2002","middle vocational","Rural Area","3785","0.880947100118911","0.871149414257708","0.890744785980114","0"
"Not disabled","2002","vocational + Abi","Urban Area","852","0.910975486806662","0.892482926157659","0.929468047455664","0"
"Not disabled","2002","higher education","Rural Area","1202","0.905872817417","0.890042069223544","0.921703565610455","0"
"Not disabled","2002","in school","Urban Area","426","0.984908964615377","0.973385808993325","0.996432120237428","0"
"Not disabled","2002","in school","Rural Area","184","0.959194520929908","0.930838853575915","0.987550188283901","0"
"Not disabled","2002","higher vocational","Rural Area","562","0.886776601853122","0.861774258539168","0.911778945167075","0"
"Not disabled","2002","higher education","Urban Area","3057","0.918384204402261","0.908991896355861","0.927776512448661","0"
"Not disabled","2002","inadequately","Urban Area","186","0.824459533027568","0.774528683393183","0.874390382661952","0"
"Not disabled","2002","inadequately","Rural Area","52","0.795388658848403","0.694971762456482","0.895805555240325","0"
"Not disabled","2002","vocational + Abi","Rural Area","252","0.95329924404446","0.927990590542361","0.978607897546559","0"
"Not disabled","2002","higher vocational","Urban Area","1003","0.856813573094947","0.836391352452644","0.877235793737251","0"
"Disabled","2003","inadequately","Rural Area","12","","","","1"
"Disabled","2003","general elemantary","Urban Area","261","0.150974100039866","0.134729689174462","0.16721851090527","1"
"Disabled","2003","higher vocational","Urban Area","137","0.157771389187576","0.13610121316683","0.179441565208321","1"
"Disabled","2003","higher vocational","Rural Area","64","0.129373024590886","0.102608006142041","0.156138043039732","1"
"Disabled","2003","in school","Rural Area","2","","","","1"
"Disabled","2003","inadequately","Urban Area","37","0.183561375668839","0.131077321991551","0.236045429346127","1"
"Disabled","2003","higher education","Urban Area","224","0.0951191747322035","0.084809907080965","0.105428442383442","1"
"Disabled","2003","higher education","Rural Area","103","0.0933297931997258","0.0772359023197629","0.109423684079689","1"
"Disabled","2003","in school","Urban Area","4","","","","1"
"Disabled","2003","general elemantary","Rural Area","110","0.126522857955173","0.104706817375764","0.148338898534583","1"
"Disabled","2003","middle vocational","Urban Area","897","0.144022782992936","0.135892287666503","0.15215327831937","1"
"Disabled","2003","middle vocational","Rural Area","408","0.113432814025192","0.103590534483868","0.123275093566517","1"
"Disabled","2003","vocational + Abi","Urban Area","59","0.0763107225755073","0.0589170092739501","0.0937044358770646","1"
"Disabled","2003","vocational + Abi","Rural Area","13","","","","1"
"Not disabled","2003","general elemantary","Urban Area","1605","0.849025899960134","0.83278148909473","0.865270310825538","0"
"Not disabled","2003","general elemantary","Rural Area","782","0.873477142044827","0.851661101465417","0.895293182624236","0"
"Not disabled","2003","middle vocational","Urban Area","6267","0.855977217007064","0.84784672168063","0.864107712333497","0"
"Not disabled","2003","middle vocational","Rural Area","3580","0.886567185974808","0.876724906433483","0.896409465516132","0"
"Not disabled","2003","in school","Urban Area","420","0.992312606648814","0.983999201061447","1.00062601223618","0"
"Not disabled","2003","in school","Rural Area","192","0.989100553361331","0.974489898788381","1.00371120793428","0"
"Not disabled","2003","inadequately","Urban Area","172","0.816438624331161","0.763954570653873","0.868922678008449","0"
"Not disabled","2003","inadequately","Rural Area","49","0.790398562085982","0.688256793568943","0.892540330603021","0"
"Not disabled","2003","vocational + Abi","Urban Area","836","0.923689277424493","0.906295564122935","0.94108299072605","0"
"Not disabled","2003","higher education","Rural Area","1152","0.906670206800274","0.890576315920311","0.922764097680237","0"
"Not disabled","2003","higher vocational","Rural Area","540","0.870626975409113","0.843861956960268","0.897391993857959","0"
"Not disabled","2003","higher education","Urban Area","2887","0.904880825267797","0.894571557616558","0.915190092919035","0"
"Not disabled","2003","vocational + Abi","Rural Area","255","0.947016349251022","0.920198103137421","0.973834595364623","0"
"Not disabled","2003","higher vocational","Urban Area","950","0.842228610812424","0.820558434791678","0.86389878683317","0"
"Disabled","2004","in school","Rural Area","","","","","1"
"Disabled","2004","inadequately","Urban Area","33","0.191496518215865","0.136410492106061","0.246582544325668","1"
"Disabled","2004","inadequately","Rural Area","11","","","","1"
"Disabled","2004","general elemantary","Urban Area","260","0.163127123541432","0.145821077560451","0.180433169522414","1"
"Disabled","2004","higher vocational","Urban Area","133","0.154833946788061","0.133026003355346","0.176641890220775","1"
"Disabled","2004","higher vocational","Rural Area","65","0.137001895482988","0.109209394043399","0.164794396922577","1"
"Disabled","2004","higher education","Urban Area","233","0.107450748088969","0.0964817663182434","0.118419729859695","1"
"Disabled","2004","higher education","Rural Area","101","0.0854858177761872","0.0699545941459763","0.101017041406398","1"
"Disabled","2004","in school","Urban Area","2","","","","1"
"Disabled","2004","general elemantary","Rural Area","110","0.134539880524357","0.111546016516083","0.157533744532631","1"
"Disabled","2004","middle vocational","Urban Area","913","0.148629318263966","0.140247504367584","0.157011132160347","1"
"Disabled","2004","middle vocational","Rural Area","415","0.122333889935312","0.112051402840733","0.132616377029891","1"
"Disabled","2004","vocational + Abi","Urban Area","55","0.0726209792387332","0.055647549515365","0.0895944089621014","1"
"Disabled","2004","vocational + Abi","Rural Area","19","","","","1"
"Not disabled","2004","general elemantary","Urban Area","1491","0.836872876458568","0.819566830477586","0.854178922439549","0"
"Not disabled","2004","general elemantary","Rural Area","736","0.865460119475643","0.842466255467369","0.888453983483917","0"
"Not disabled","2004","middle vocational","Urban Area","6006","0.851370681736034","0.842988867839653","0.859752495632416","0"
"Not disabled","2004","middle vocational","Rural Area","3486","0.877666110064688","0.867383622970109","0.887948597159267","0"
"Not disabled","2004","vocational + Abi","Urban Area","843","0.927379020761267","0.910405591037899","0.944352450484635","0"
"Not disabled","2004","in school","Urban Area","443","0.997851817576183","0.993550151531664","1.0021534836207","0"
"Not disabled","2004","in school","Rural Area","194","1","1","1","0"
"Not disabled","2004","inadequately","Urban Area","163","0.808503481784135","0.753417455674332","0.863589507893939","0"
"Not disabled","2004","inadequately","Rural Area","49","0.816513530114969","0.71857441376338","0.914452646466558","0"
"Not disabled","2004","higher education","Rural Area","1144","0.914514182223813","0.898982958593602","0.930045405854024","0"
"Not disabled","2004","vocational + Abi","Rural Area","249","0.92284285431902","0.890895665582427","0.954790043055613","0"
"Not disabled","2004","higher vocational","Rural Area","523","0.862998104517012","0.835205603077423","0.890790605956601","0"
"Not disabled","2004","higher vocational","Urban Area","924","0.845166053211939","0.823358109779225","0.866973996644654","0"
"Not disabled","2004","higher education","Urban Area","2829","0.892549251911031","0.881580270140305","0.903518233681757","0"
"Disabled","2005","in school","Rural Area","2","","","","1"
"Disabled","2005","inadequately","Urban Area","32","0.184084127627425","0.128388323109533","0.239779932145318","1"
"Disabled","2005","inadequately","Rural Area","8","","","","1"
"Disabled","2005","general elemantary","Urban Area","238","0.151206808767853","0.133899888497142","0.168513729038563","1"
"Disabled","2005","higher vocational","Urban Area","133","0.151717559719171","0.129526941709886","0.173908177728455","1"
"Disabled","2005","higher vocational","Rural Area","66","0.14057966378917","0.111816892788967","0.169342434789372","1"
"Disabled","2005","higher education","Urban Area","236","0.105658108613896","0.0946120381592821","0.11670417906851","1"
"Disabled","2005","higher education","Rural Area","92","0.0747535190004022","0.0598735505672081","0.0896334874335963","1"
"Disabled","2005","in school","Urban Area","2","","","","1"
"Disabled","2005","general elemantary","Rural Area","106","0.136160172647879","0.111841320625388","0.16047902467037","1"
"Disabled","2005","middle vocational","Urban Area","897","0.148015825737632","0.139426987507891","0.156604663967373","1"
"Disabled","2005","middle vocational","Rural Area","427","0.125836204503011","0.11517963383831","0.136492775167713","1"
"Disabled","2005","vocational + Abi","Urban Area","54","0.06892372217421","0.0521002355979503","0.0857472087504697","1"
"Disabled","2005","vocational + Abi","Rural Area","16","","","","1"
"Not disabled","2005","general elemantary","Urban Area","1408","0.848793191232147","0.831486270961437","0.866100111502858","0"
"Not disabled","2005","general elemantary","Rural Area","658","0.863839827352121","0.83952097532963","0.888158679374612","0"
"Not disabled","2005","middle vocational","Urban Area","5670","0.851984174262368","0.843395336032627","0.860573012492109","0"
"Not disabled","2005","middle vocational","Rural Area","3294","0.874163795496989","0.863507224832287","0.88482036616169","0"
"Not disabled","2005","vocational + Abi","Urban Area","817","0.93107627782579","0.91425279124953","0.94789976440205","0"
"Not disabled","2005","in school","Urban Area","449","0.996700297363142","0.991407570090872","1.00199302463541","0"
"Not disabled","2005","in school","Rural Area","198","0.993760178571926","0.982846781200272","1.00467357594358","0"
"Not disabled","2005","inadequately","Urban Area","154","0.815915872372575","0.760220067854682","0.871611676890467","0"
"Not disabled","2005","inadequately","Rural Area","50","0.85087301754075","0.759199354457403","0.942546680624097","0"
"Not disabled","2005","higher education","Rural Area","1108","0.925246480999598","0.910366512566404","0.940126449432792","0"
"Not disabled","2005","vocational + Abi","Rural Area","249","0.931319293008138","0.900868975003726","0.961769611012549","0"
"Not disabled","2005","higher vocational","Rural Area","495","0.85942033621083","0.830657565210628","0.888183107211033","0"
"Not disabled","2005","higher vocational","Urban Area","871","0.848282440280829","0.826091822271545","0.870473058290114","0"
"Not disabled","2005","higher education","Urban Area","2739","0.894341891386104","0.88329582093149","0.905387961840718","0"
"Disabled","2006","in school","Rural Area","","","","","1"
"Disabled","2006","inadequately","Urban Area","33","0.212615834086789","0.152508255818927","0.27272341235465","1"
"Disabled","2006","inadequately","Rural Area","11","","","","1"
"Disabled","2006","general elemantary","Urban Area","265","0.170277803450799","0.152135888066789","0.188419718834809","1"
"Disabled","2006","higher vocational","Urban Area","145","0.152884095800983","0.131043800351947","0.174724391250019","1"
"Disabled","2006","higher vocational","Rural Area","70","0.132147940344475","0.105339539883448","0.158956340805501","1"
"Disabled","2006","higher education","Urban Area","274","0.103550018482093","0.0931089260460786","0.113991110918107","1"
"Disabled","2006","higher education","Rural Area","112","0.0888280379826783","0.0734572775087736","0.104198798456583","1"
"Disabled","2006","in school","Urban Area","4","","","","1"
"Disabled","2006","general elemantary","Rural Area","108","0.137030646742557","0.113830891246257","0.160230402238857","1"
"Disabled","2006","middle vocational","Urban Area","973","0.149764264676733","0.141440505303859","0.158088024049607","1"
"Disabled","2006","middle vocational","Rural Area","479","0.126490832585684","0.116258621801594","0.136723043369774","1"
"Disabled","2006","vocational + Abi","Urban Area","57","0.0768481667698128","0.0596651044729614","0.0940312290666642","1"
"Disabled","2006","vocational + Abi","Rural Area","14","","","","1"
"Not disabled","2006","general elemantary","Urban Area","1384","0.829722196549201","0.811580281165191","0.847864111933212","0"
"Not disabled","2006","general elemantary","Rural Area","736","0.862969353257443","0.839769597761143","0.886169108753743","0"
"Not disabled","2006","middle vocational","Urban Area","6087","0.850235735323267","0.841911975950393","0.858559494696141","0"
"Not disabled","2006","middle vocational","Rural Area","3575","0.873509167414316","0.863276956630226","0.883741378198406","0"
"Not disabled","2006","vocational + Abi","Urban Area","866","0.923151833230187","0.905968770933336","0.940334895527039","0"
"Not disabled","2006","in school","Urban Area","272","0.990751339444793","0.979458184048124","1.00204449484146","0"
"Not disabled","2006","in school","Rural Area","121","1","1","1","0"
"Not disabled","2006","inadequately","Urban Area","145","0.787384165913211","0.72727658764535","0.847491744181073","0"
"Not disabled","2006","inadequately","Rural Area","53","0.86005825499986","0.775062804352926","0.945053705646794","0"
"Not disabled","2006","higher education","Rural Area","1204","0.911171962017322","0.895801201543417","0.926542722491226","0"
"Not disabled","2006","vocational + Abi","Rural Area","280","0.949175446078406","0.924069045076128","0.974281847080685","0"
"Not disabled","2006","higher vocational","Rural Area","543","0.867852059655525","0.841043659194499","0.894660460116552","0"
"Not disabled","2006","higher vocational","Urban Area","898","0.847115904199017","0.825275608749981","0.868956199648053","0"
"Not disabled","2006","higher education","Urban Area","2997","0.896449981517907","0.886008889081893","0.906891073953921","0"
"Disabled","2007","in school","Urban Area","2","","","","1"
"Disabled","2007","in school","Rural Area","","","","","1"
"Disabled","2007","inadequately","Urban Area","32","0.202091762727754","0.138463047247709","0.265720478207799","1"
"Disabled","2007","inadequately","Rural Area","11","","","","1"
"Disabled","2007","general elemantary","Urban Area","226","0.149703526941031","0.131502071482846","0.167904982399217","1"
"Disabled","2007","higher vocational","Urban Area","134","0.159282223435115","0.136061129590512","0.182503317279718","1"
"Disabled","2007","higher vocational","Rural Area","66","0.142858450922667","0.114404716940874","0.17131218490446","1"
"Disabled","2007","higher education","Urban Area","277","0.105970352008178","0.095200995092996","0.11673970892336","1"
"Disabled","2007","higher education","Rural Area","113","0.089312939554422","0.073559441607544","0.1050664375013","1"
"Disabled","2007","general elemantary","Rural Area","106","0.143813121579073","0.11864960515993","0.168976637998217","1"
"Disabled","2007","middle vocational","Urban Area","906","0.151076459710756","0.142409596075638","0.159743323345875","1"
"Disabled","2007","middle vocational","Rural Area","450","0.123229758149521","0.112780153615269","0.133679362683773","1"
"Disabled","2007","vocational + Abi","Urban Area","70","0.0889206216896774","0.0701470418986904","0.107694201480664","1"
"Disabled","2007","vocational + Abi","Rural Area","15","","","","1"
"Not disabled","2007","general elemantary","Urban Area","1250","0.850296473058969","0.832095017600783","0.868497928517154","0"
"Not disabled","2007","general elemantary","Rural Area","641","0.856186878420927","0.831023362001783","0.88135039484007","0"
"Not disabled","2007","middle vocational","Urban Area","5653","0.848923540289244","0.840256676654125","0.857590403924362","0"
"Not disabled","2007","middle vocational","Rural Area","3351","0.876770241850479","0.866320637316227","0.887219846384731","0"
"Not disabled","2007","inadequately","Rural Area","55","0.867680535004107","0.785934270003181","0.949426800005033","0"
"Not disabled","2007","vocational + Abi","Urban Area","813","0.911079378310323","0.892305798519336","0.92985295810131","0"
"Not disabled","2007","higher education","Rural Area","1146","0.910687060445578","0.8949335624987","0.926440558392456","0"
"Not disabled","2007","vocational + Abi","Rural Area","275","0.931355156691369","0.902253969077049","0.96045634430569","0"
"Not disabled","2007","higher vocational","Urban Area","820","0.840717776564885","0.817496682720282","0.863938870409488","0"
